id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2512792041,15,1,1,0,38,49rkyo4do8uwj06geomw0xr4i,1,28.9,96.6,2023-02-26T14:01:20.248Z,2023-02-26T21:37:35Z,4060733633,178,,4058991689,56,Back,4058991687,152,,4058991691,140,31.4,4058991697,213,6.1,4058991685,5,,4058991693,141,96.0,4058991695,212,2.7,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792081,16,1,1,0,44,49rkyo4do8uwj06geomw0xr4i,1,31.4,96.2,2023-02-26T14:01:25.772Z,2023-02-26T21:37:38Z,4058991869,212,13.5,4060733793,178,,4058991867,141,86.0,4058991871,213,3.7,4058991863,56,Back,4058991865,140,20.4,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792165,17,1,1,0,46,49rkyo4do8uwj06geomw0xr4i,1,19.7,83.9,2023-02-26T14:01:27.915Z,2023-02-26T21:37:41Z,4058992275,212,24.1,4058992273,141,48.5,4060733887,178,,4058992277,213,4.7,4058992271,140,18.4,4058992269,56,Back,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792241,18,1,1,0,51,49rkyo4do8uwj06geomw0xr4i,1,20.6,45.2,2023-02-26T14:01:32.995Z,2023-02-26T21:37:45Z,4058992637,56,Back,4058992639,140,29.1,4058992643,212,25.2,4058992645,213,1.2,4060734085,178,,4058992641,141,79.8,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792295,19,1,1,0,54,49rkyo4do8uwj06geomw0xr4i,1,29.8,81.5,2023-02-26T14:01:36.118Z,2023-02-26T21:37:48Z,4058992879,141,95.7,4060734203,178,,4058992877,140,36.0,4058992885,213,1.0,4058992883,212,11.6,4058992875,56,Back,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792317,20,1,1,0,58,49rkyo4do8uwj06geomw0xr4i,1,35.9,96,2023-02-26T14:01:40.197Z,2023-02-26T21:37:50Z,4060734307,178,,4058992981,141,87.5,4058992979,140,39.9,4058992977,56,Back,4058992985,213,5.3,4058992983,212,7.1,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792331,21,1,1,0,59,49rkyo4do8uwj06geomw0xr4i,1,39.2,87.9,2023-02-26T14:01:41.195Z,2023-02-26T21:37:52Z,4058993049,140,28.3,4058993051,141,92.9,4058993053,212,11.9,4058993045,56,Back,4060734425,178,,4058993055,213,2.9,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792477,22,1,1,1,3,49rkyo4do8uwj06geomw0xr4i,1,29.5,75.8,2023-02-26T14:01:44.483Z,2023-02-26T21:37:56Z,4058993721,212,19.2,4058993717,141,48.2,4058993725,213,4.5,4058993713,56,Back,4060734631,178,,4058993715,140,25.8,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792553,23,1,1,1,7,49rkyo4do8uwj06geomw0xr4i,1,25,41.9,2023-02-26T14:01:48.373Z,2023-02-26T21:37:59Z,4058994095,141,5.0,4058994093,140,43.8,4058994091,56,Back,4058994097,212,31.9,4058994099,213,5.4,4060734803,178,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792555,24,50,1,1,10,49rkyo4do8uwj06geomw0xr4i,1,44.8,16.8,2023-02-26T14:01:51.837Z,2023-02-26T21:38:04Z,4058994103,56,Back,4058994105,286,,4058994211,233,4,,,,,,,,,,,,,,,,ezpkmoz1z08da3o3g45m12lzp,J. Sambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792563,4,7,1,1,10,67z1gqyiuzpmmb15q5fy7ntc4,0,55.2,83.2,2023-02-26T14:01:51.839Z,2023-02-26T21:38:06Z,4058994187,233,24,4060735093,178,,4059911859,384,,4058994143,56,Left,4058994145,285,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792621,25,4,1,1,12,49rkyo4do8uwj06geomw0xr4i,1,55.9,21.6,2023-02-26T14:01:53.815Z,2023-02-26T21:38:10Z,4058994457,56,Center,4058994455,13,,4058994459,152,,4058994461,265,,4058994571,233,5,4058994463,286,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792633,5,4,1,1,12,67z1gqyiuzpmmb15q5fy7ntc4,0,44.1,78.4,2023-02-26T14:01:53.816Z,2023-02-26T21:38:10Z,4060735357,178,,4058994511,152,,4058994611,233,25,4058994513,265,,4058994507,13,,4058994509,56,Back,4058994515,285,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792833,26,1,1,1,22,49rkyo4do8uwj06geomw0xr4i,1,49.4,18.4,2023-02-26T14:02:04.081Z,2023-02-26T21:38:11Z,4058995449,141,35.3,4060735409,178,,4058995443,152,,4058995453,213,2.3,4058995447,140,39.3,4058995441,5,,4058995451,212,15.6,4059914687,189,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,4058995445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792865,27,1,1,1,24,49rkyo4do8uwj06geomw0xr4i,1,37.8,44.9,2023-02-26T14:02:05.943Z,2023-02-26T21:38:15Z,4058995645,140,41.5,4058995653,213,1.4,4060735609,178,,4058995641,56,Back,4058995651,212,19.0,4058995649,141,72.2,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792917,28,1,1,1,27,49rkyo4do8uwj06geomw0xr4i,1,41.2,73.4,2023-02-26T14:02:08.973Z,2023-02-26T21:38:18Z,4058995913,213,1.2,4058995907,140,42.9,4058995909,141,80.7,4058995905,56,Back,4058995911,212,5.3,4060735757,178,,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793019,29,1,1,1,30,49rkyo4do8uwj06geomw0xr4i,0,41.4,72.3,2023-02-26T14:02:11.973Z,2023-02-26T21:38:20Z,4058996383,1,,4058996379,212,68.0,4058996371,155,,4058996377,141,22.3,4058996381,213,5.8,4060735821,178,,4058996373,56,Center,4058996375,140,97.5,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793061,6,52,1,1,35,67z1gqyiuzpmmb15q5fy7ntc4,1,3.2,76.1,2023-02-26T14:02:17.210Z,2023-02-26T21:38:25Z,4059917337,376,,4060735965,178,,,,,,,,,,,,,,,,,,,,6jwy293owzzhldv4i9wxntjv9,A. Cragno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793223,7,1,1,1,42,67z1gqyiuzpmmb15q5fy7ntc4,1,11.8,56.7,2023-02-26T14:02:23.892Z,2023-02-26T21:38:34Z,4058997355,141,33.0,4058997353,140,15.7,4060736425,178,,4059918093,189,,4058997357,212,16.6,4058997351,56,Back,4058997359,213,5.0,4058997349,123,,6jwy293owzzhldv4i9wxntjv9,A. Cragno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793265,8,1,1,1,43,67z1gqyiuzpmmb15q5fy7ntc4,1,15.7,33,2023-02-26T14:02:24.949Z,2023-02-26T21:38:38Z,4058997507,141,16.1,4058997509,212,16.9,4060736643,178,,4058997505,140,27.5,4058997511,213,5.5,4058997503,56,Back,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793413,9,1,1,1,47,67z1gqyiuzpmmb15q5fy7ntc4,0,29.2,12,2023-02-26T14:02:28.363Z,2023-02-26T21:38:41Z,4058998181,140,87.8,4058998189,212,61.9,4060736723,178,,4058998191,213,0.1,4058998185,141,22.4,4058998179,56,Center,4058998177,155,,4058998193,1,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793423,30,49,1,1,53,49rkyo4do8uwj06geomw0xr4i,1,13.3,77.1,2023-02-26T14:02:34.299Z,2023-02-26T21:38:45Z,,,,,,,,,,,,,,,,,,,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793601,31,1,1,1,59,49rkyo4do8uwj06geomw0xr4i,1,12.4,70.2,2023-02-26T14:02:40.348Z,2023-02-26T21:38:48Z,4058999069,213,0.9,4058999061,140,23.3,4058999067,212,17.6,4060737041,178,,4058999063,141,89.9,4058999057,56,Back,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793691,32,1,1,2,3,49rkyo4do8uwj06geomw0xr4i,1,27.8,91.5,2023-02-26T14:02:44.694Z,2023-02-26T21:38:51Z,4058999493,212,19.8,4060737185,178,,4058999495,213,3.8,4058999491,141,73.8,4058999489,140,12.8,4058999487,56,Back,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793769,33,1,1,2,6,49rkyo4do8uwj06geomw0xr4i,1,13.5,69.9,2023-02-26T14:02:47.966Z,2023-02-26T21:38:54Z,4058999857,56,Back,4058999859,140,15.7,4058999865,213,4.8,4058999863,212,19.2,4060737409,178,,4058999861,141,41.8,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793803,34,1,1,2,9,49rkyo4do8uwj06geomw0xr4i,1,21.6,37.3,2023-02-26T14:02:51.024Z,2023-02-26T21:38:56Z,4060737455,178,,4059000045,141,33.4,4059000047,212,8.5,4059000041,56,Back,4059000043,140,29.3,4059000049,213,6.0,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793859,35,1,1,2,10,49rkyo4do8uwj06geomw0xr4i,1,29,33.4,2023-02-26T14:02:52.145Z,2023-02-26T21:38:59Z,4060737601,178,,4059000295,213,4.3,4059000293,212,16.5,4059000287,56,Back,4059000289,140,23.4,4059000291,141,10.7,,,,,,,2zgjwhl5i4lya4hh7xed1jefp,D. Črnigoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512793997,36,1,1,2,14,49rkyo4do8uwj06geomw0xr4i,1,23.1,7.1,2023-02-26T14:02:55.414Z,2023-02-26T21:39:02Z,4059000879,140,34.6,4059000877,56,Back,4059000885,213,6.3,4059000883,212,12.1,4060737721,178,,4059000881,141,6.7,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794001,10,45,1,2,18,67z1gqyiuzpmmb15q5fy7ntc4,0,68.8,95.6,2023-02-26T14:02:59.412Z,2023-02-26T21:39:07Z,4059001173,233,37,4059000901,56,Left,4059000903,286,,,,,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794055,37,3,1,2,18,49rkyo4do8uwj06geomw0xr4i,1,31.2,4.4,2023-02-26T14:02:59.412Z,2023-02-26T21:39:06Z,4060738075,178,,4059001127,285,,4059001125,56,Back,4059001143,233,10,4059923501,465,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794143,38,1,1,2,21,49rkyo4do8uwj06geomw0xr4i,1,37.2,7.3,2023-02-26T14:03:03.125Z,2023-02-26T21:39:08Z,4059001573,140,62.9,4059001589,1,,4059001587,213,0.7,4060738189,178,,4059001579,141,40.4,4059001569,56,Center,4059001583,212,35.1,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794189,39,1,1,2,27,49rkyo4do8uwj06geomw0xr4i,1,69.3,52.7,2023-02-26T14:03:08.270Z,2023-02-26T21:39:13Z,4059001795,56,Left,4060738405,178,,4059001801,212,31.1,4059001799,141,89.1,4059001797,140,87.2,4059001803,213,0.9,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794241,40,1,1,2,29,49rkyo4do8uwj06geomw0xr4i,0,90.9,89,2023-02-26T14:03:10.974Z,2023-02-26T21:39:16Z,4059924775,224,,4059002073,141,61.7,4059002065,2,,4059002075,212,21.5,4060738489,178,,4059002069,56,Center,4059002077,213,5.2,4059002071,140,100.0,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,4059002067,155,,4059924779,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
