id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2479460119,12,44,1,0,59,4klvxyeh3xcus4ongu7c00mgc,1,88.8,33,2022-10-30T14:03:08.974Z,2022-10-30T21:30:59Z,3883590647,286,,3883590669,233,15,3883590645,56,Center,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460097,15,44,1,0,59,4raiad4l2j5lkfaz92pk4osb,0,11.2,67,2022-10-30T14:03:08.975Z,2022-10-30T19:22:19Z,3883590525,56,Back,3883590675,233,12,3883590529,285,,,,,,,,,,,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460145,13,1,1,0,59,4klvxyeh3xcus4ongu7c00mgc,1,88.8,32.7,2022-10-30T14:03:09.015Z,2022-10-30T21:31:00Z,3883590765,141,41.6,3885223677,388,,3883590761,56,Center,3883590759,3,,3883590763,140,89.9,3883590769,213,1.4,3883590767,212,6.2,3883599461,154,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,1,3883599459,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479775595,784,67,1,1,0,4klvxyeh3xcus4ongu7c00mgc,1,90.8,45.1,2022-10-30T14:03:09.936Z,2022-10-30T21:31:00Z,3885307341,233,795,,,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479775591,795,67,1,1,0,4raiad4l2j5lkfaz92pk4osb,0,9.2,54.9,2022-10-30T14:03:09.937Z,2022-10-30T19:52:35Z,3885307363,233,784,,,,,,,,,,,,,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460157,14,15,1,1,0,4klvxyeh3xcus4ongu7c00mgc,1,91.5,45.4,2022-10-30T14:03:09.962Z,2022-10-30T21:31:01Z,3883599479,154,,3883590795,17,,3883599497,147,48.2,3883599475,78,,3883599493,328,,3885224115,178,,3883599489,214,,3883599481,55,13,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,3884842651,108,,3883599485,102,49.0,3883599487,103,6.3,3883590793,22,3883596071,72,3883599559,233,16,3883599477,29,3883590797,56,Center,3883599495,146,98.2,,,,,,,,,,
2479460169,16,10,1,1,0,4raiad4l2j5lkfaz92pk4osb,1,4.4,53.2,2022-10-30T14:03:10.263Z,2022-10-30T19:22:37Z,3884843183,173,,3883599235,179,,3884843197,376,,3883590873,182,,3883599317,233,14,3883590875,56,Back,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479691813,776,49,1,1,3,4raiad4l2j5lkfaz92pk4osb,1,12.9,47.3,2022-10-30T14:03:13.211Z,2022-10-30T19:22:44Z,,,,,,,,,,,,,,,,,,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460297,17,1,1,1,3,4raiad4l2j5lkfaz92pk4osb,0,13.5,42.1,2022-10-30T14:03:13.270Z,2022-10-30T19:22:48Z,3883591555,56,Center,3883591563,213,0.2,3883591553,157,,3883591559,141,55.3,3885225209,178,,3883591557,140,69.3,3883591561,212,59.3,3883591565,1,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460389,15,1,1,1,8,4klvxyeh3xcus4ongu7c00mgc,1,29.3,39.5,2022-10-30T14:03:17.827Z,2022-10-30T19:22:56Z,3883592085,213,2.6,3883592075,3,,3883592081,141,52.9,3885225605,388,,3883592083,212,17.6,3883592079,140,15.0,3883592077,56,Back,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460405,16,52,1,1,10,4klvxyeh3xcus4ongu7c00mgc,1,15,52.9,2022-10-30T14:03:19.723Z,2022-10-30T19:23:00Z,3885225817,178,,3884845313,377,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460715,17,1,1,1,20,4klvxyeh3xcus4ongu7c00mgc,1,13.5,51.6,2022-10-30T14:03:30.252Z,2022-10-30T19:23:03Z,3883593721,212,13.4,3883944187,189,,3883593723,213,6.3,3885225949,178,,3883593717,140,26.3,3883593719,141,51.2,3883593709,123,,3883593713,56,Back,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460789,18,1,1,1,23,4klvxyeh3xcus4ongu7c00mgc,1,26.3,51.2,2022-10-30T14:03:32.884Z,2022-10-30T19:23:06Z,3883594111,140,29.7,3883594115,212,24.2,3885226145,178,,3883594117,213,1.4,3883594109,56,Back,3883594113,141,86.4,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460889,19,1,1,1,27,4klvxyeh3xcus4ongu7c00mgc,1,29.1,89.3,2022-10-30T14:03:36.803Z,2022-10-30T19:23:10Z,3883594633,56,Left,3883594641,213,0.1,3883594639,212,31.3,3883594635,140,58.8,3883594637,141,92.5,3885226345,178,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460925,20,1,1,1,31,4klvxyeh3xcus4ongu7c00mgc,1,57.8,96,2022-10-30T14:03:40.595Z,2022-10-30T19:23:16Z,3883594827,56,Left,3883594839,212,4.8,3883594831,140,62.0,3883594835,141,93.2,3883594841,213,5.9,3885226595,178,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479776315,807,83,1,1,32,4raiad4l2j5lkfaz92pk4osb,1,38.2,4.7,2022-10-30T14:03:42.447Z,2022-10-30T19:54:14Z,3885310989,399,159043,,,,,,,,,,,,,,,,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460935,21,61,1,1,32,4klvxyeh3xcus4ongu7c00mgc,0,62,93.2,2022-10-30T14:03:42.483Z,2022-10-30T19:23:53Z,3885228845,389,,3883594899,56,Left,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460937,18,49,1,1,34,4raiad4l2j5lkfaz92pk4osb,1,40.9,5.5,2022-10-30T14:03:43.670Z,2022-10-30T19:24:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461023,19,1,1,1,34,4raiad4l2j5lkfaz92pk4osb,1,40.9,6.4,2022-10-30T14:03:43.683Z,2022-10-30T19:24:34Z,3885231013,178,,3883595299,56,Back,3883595301,140,41.4,3883595303,141,20.3,3883595305,212,9.5,3883595307,213,1.5,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461143,20,1,1,1,36,4raiad4l2j5lkfaz92pk4osb,1,40.6,28,2022-10-30T14:03:46.368Z,2022-10-30T19:24:53Z,3883595881,212,13.5,3883595875,56,Back,3883595877,140,33.2,3883595879,141,44.2,3885232077,178,,3883595883,213,2.2,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461189,21,1,1,1,40,4raiad4l2j5lkfaz92pk4osb,1,32.7,45.3,2022-10-30T14:03:50.020Z,2022-10-30T19:24:59Z,3883596121,212,25.5,3883596115,56,Back,3883596119,141,8.1,3883596117,140,36.1,3883596123,213,4.9,3885232317,178,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461219,22,1,1,1,43,4raiad4l2j5lkfaz92pk4osb,0,36.1,8.1,2022-10-30T14:03:53.107Z,2022-10-30T19:25:04Z,3885232659,178,,3883596265,1,,3883596261,212,39.7,3883596257,140,72.1,3883596259,141,26.1,3883596253,155,,3883596263,213,0.3,3883596255,56,Center,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461279,22,1,1,1,46,4klvxyeh3xcus4ongu7c00mgc,1,28.9,73.4,2022-10-30T14:03:55.791Z,2022-10-30T19:25:19Z,3883596517,3,,3883596537,213,0.3,3883596533,212,13.9,3883596529,141,79.0,3883596521,56,Back,3883596525,140,41.6,3885233515,388,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461285,23,49,1,1,47,4klvxyeh3xcus4ongu7c00mgc,1,40.7,81.4,2022-10-30T14:03:57.537Z,2022-10-30T19:25:28Z,,,,,,,,,,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461421,24,1,1,1,49,4klvxyeh3xcus4ongu7c00mgc,1,40.6,83.7,2022-10-30T14:03:58.856Z,2022-10-30T19:25:32Z,3883597265,56,Back,3883597271,212,10.4,3883597273,213,0.6,3883597269,141,92.5,3883597267,140,48.7,3885234307,178,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479777137,831,83,1,1,51,4raiad4l2j5lkfaz92pk4osb,1,52.1,3.8,2022-10-30T14:04:01.220Z,2022-10-30T19:55:49Z,3885314883,399,159043,,,,,,,,,,,,,,,,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461479,25,1,1,1,54,4klvxyeh3xcus4ongu7c00mgc,1,44,95.6,2022-10-30T14:04:03.576Z,2022-10-30T19:25:46Z,3883597595,141,95.4,3885234995,178,,3883597591,56,Back,3883597597,212,8.6,3883597593,140,35.8,3883597599,213,3.2,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461489,26,61,1,1,54,4klvxyeh3xcus4ongu7c00mgc,0,35.8,95.4,2022-10-30T14:04:04.081Z,2022-10-30T19:25:57Z,3885235675,178,,3883597635,56,Back,,,,,,,,,,,,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479777375,841,43,1,1,54,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-30T14:04:04.132Z,2022-10-30T19:56:23Z,3885316033,178,0,3885316151,144,82,,,,,,,,,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461477,23,49,1,1,55,4raiad4l2j5lkfaz92pk4osb,1,65.5,5.5,2022-10-30T14:04:05.451Z,2022-10-30T19:26:10Z,,,,,,,,,,,,,,,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479461597,24,61,1,1,59,4raiad4l2j5lkfaz92pk4osb,0,62.5,2,2022-10-30T14:04:08.871Z,2022-10-30T19:26:30Z,3883598145,56,Right,3885237339,178,,,,,,,,,,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
