id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2526715125,9,1,1,0,18,4raiad4l2j5lkfaz92pk4osb,1,23,22.9,2023-04-01T16:00:42.318Z,2023-04-02T00:47:44Z,4153492377,56,Back,4153492387,212,15.6,4155551317,178,,4153492379,140,37.8,4153492383,141,23.8,4153492389,213,0.0,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715227,10,1,1,0,21,4raiad4l2j5lkfaz92pk4osb,1,40.9,19.8,2023-04-01T16:00:45.499Z,2023-04-02T00:48:09Z,4153493015,1,,4155551773,178,,4153493009,141,3.1,4153493005,56,Right,4153493011,212,32.0,4153493013,213,5.9,4153493007,140,69.4,4153493733,210,15,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526865187,771,3,1,0,28,4raiad4l2j5lkfaz92pk4osb,0,89.4,24.2,2023-04-01T16:00:52.052Z,2023-04-02T00:48:06Z,4154309295,56,Center,4155552781,178,,4154309299,464,,4154309297,286,,4154309301,467,9qow77e16pvlb3860yjpydryt,,,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715237,11,15,1,0,29,4raiad4l2j5lkfaz92pk4osb,1,87.6,29.9,2023-04-01T16:00:52.800Z,2023-04-02T00:48:10Z,4153493759,55,10,4153493767,102,48.2,4153493371,82,,4153493047,56,Center,4153493781,146,89.7,4153493367,72,,4153493775,215,,4153493771,103,8.3,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,4153493785,230,99.4,4153493043,22,4153493377,233,3,4153493749,78,4155553125,178,4153493783,147,32.5,4153493753,29,4153493787,231,47.1,4153493045,63,,,,,,,,,,,,,
2526715257,3,10,1,0,29,3vo5mpj7catp66nrwwqiuhuup,1,9,66.8,2023-04-01T16:00:52.931Z,2023-04-02T00:48:20Z,4155554025,178,,4153493385,233,11,4153493149,56,Back,4153493147,94,,,,,,,,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715285,4,6,1,0,31,3vo5mpj7catp66nrwwqiuhuup,0,12.6,72,2023-04-01T16:00:55.180Z,2023-04-02T00:48:26Z,4153493271,56,Back,4153493363,233,12,4153493273,73,,,,,,,,,,,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715271,12,6,1,0,31,4raiad4l2j5lkfaz92pk4osb,1,87.4,28,2023-04-01T16:00:55.180Z,2023-04-02T00:48:26Z,4153493341,233,4,4153493199,73,,4153493197,56,Center,,,,,,,,,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715523,13,1,1,0,49,4raiad4l2j5lkfaz92pk4osb,1,99.5,99.5,2023-04-01T16:01:13.462Z,2023-04-02T00:48:32Z,4153494643,56,Left,4153494649,141,85.9,4153494639,6,,4155555035,178,,4153494647,140,80.2,4153494655,212,22.3,4153494659,213,3.6,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715555,14,1,1,0,51,4raiad4l2j5lkfaz92pk4osb,1,80.2,85.9,2023-04-01T16:01:15.545Z,2023-04-02T00:48:38Z,4155555541,178,,4153494837,141,94.0,4153494841,213,0.7,4153494835,140,86.7,4153494833,56,Left,4153494839,212,8.8,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715581,15,1,1,0,54,4raiad4l2j5lkfaz92pk4osb,0,86.9,93.3,2023-04-01T16:01:17.918Z,2023-04-02T00:48:41Z,4155555821,178,,4153495019,2,,4154312307,72,,4153495021,155,,4153495029,141,58.1,4153495023,56,Center,4154312305,224,,4153495033,213,4.8,66at96kfhvigkny465lkmrnbp,C. Biraghi,,4153495027,140,89.9,4153495031,212,,,,,,,,,,,,,,,,,,24.1,,,,,,,,,,,,
2526715597,5,12,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,9.5,43.1,2023-04-01T16:01:19.116Z,2023-04-02T00:48:53Z,4153495153,141,26.5,4153495151,140,35.1,4153495169,15,,4153495155,212,29.2,4155556875,178,,4153495157,213,5.9,4153495149,56,Back,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715657,16,61,1,0,58,4raiad4l2j5lkfaz92pk4osb,1,66.1,74.8,2023-04-01T16:01:22.381Z,2023-04-02T01:33:00Z,4155558641,388,,4155740477,21,,4153495447,56,Center,,,,,,,,,,,,,,,,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715625,6,49,1,0,58,3vo5mpj7catp66nrwwqiuhuup,1,45,16.5,2023-04-01T16:01:22.425Z,2023-04-02T00:49:27Z,,,,,,,,,,,,,,,,,,,,,,,,,6d7rip50yu2j7vyk76zokeehh,J. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715699,7,1,1,1,6,3vo5mpj7catp66nrwwqiuhuup,0,58.5,24.8,2023-04-01T16:01:30.099Z,2023-04-02T00:49:47Z,4153495637,212,7.8,4153495631,56,Center,4153495639,213,0.2,4153495633,140,65.7,4153495635,141,27.4,4155561065,178,,,,,,,,6d7rip50yu2j7vyk76zokeehh,J. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715751,17,8,1,1,6,4raiad4l2j5lkfaz92pk4osb,1,38.2,74,2023-04-01T16:01:30.378Z,2023-04-02T00:49:52Z,4153495937,56,Back,4155561381,178,,4154314929,383,,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715755,18,49,1,1,8,4raiad4l2j5lkfaz92pk4osb,1,38.3,82.9,2023-04-01T16:01:32.065Z,2023-04-02T00:50:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715795,19,1,1,1,8,4raiad4l2j5lkfaz92pk4osb,1,38.9,82.6,2023-04-01T16:01:32.096Z,2023-04-02T00:50:45Z,4153496149,141,95.2,4155565325,178,,4153496145,56,Left,4153496147,140,55.7,4153496151,212,19.6,4153496153,213,0.5,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715831,20,1,1,1,13,4raiad4l2j5lkfaz92pk4osb,1,73.4,64.3,2023-04-01T16:01:37.599Z,2023-04-02T00:51:02Z,4153496389,212,10.1,4153496381,56,Center,4153496391,213,4.6,4153496385,140,72.3,4153496387,141,49.5,4155566377,178,,4153497467,210,13,,,,6gab9bfl0kj0hy1z0u75pl42d,R. Saponara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715833,21,13,1,1,16,4raiad4l2j5lkfaz92pk4osb,1,74.9,43.3,2023-04-01T16:01:39.963Z,2023-04-02T00:51:03Z,4153497473,73,,4153497485,215,,4153496399,22,,4153497483,103,2.8,4153497481,102,61.0,4153497475,29,,4153497477,55,20,4153497487,230,99.0,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,4153499187,328,,4155567039,178,4153496401,18,,4153497489,231,4153496403,56,4153496717,20,,,,,,,,,,49.6,Center,,,,,,,,,,
2526715827,8,5,1,1,17,3vo5mpj7catp66nrwwqiuhuup,1,-1.2,36.3,2023-04-01T16:01:41.097Z,2023-04-02T00:51:10Z,4153496591,233,22,4153496363,346,,4153496361,56,Back,,,,,,,,,,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526715851,22,5,1,1,17,4raiad4l2j5lkfaz92pk4osb,0,101.2,63.7,2023-04-01T16:01:41.097Z,2023-04-02T00:51:10Z,4153496539,56,Center,4153496541,346,,4153496639,233,8,,,,,,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716121,9,1,1,1,41,3vo5mpj7catp66nrwwqiuhuup,1,5,60.5,2023-04-01T16:02:05.615Z,2023-04-02T00:51:36Z,4153498095,237,,4153498085,140,6.8,4153498089,212,3.7,4153498083,56,Back,4153498081,124,,4153498091,213,1.0,4153498087,141,65.2,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716143,10,1,1,1,46,3vo5mpj7catp66nrwwqiuhuup,1,14.3,61.4,2023-04-01T16:02:10.229Z,2023-04-02T00:51:45Z,4153498239,213,0.9,4153498233,140,29.2,4153498231,56,Back,4153498235,141,91.4,4153498237,212,25.7,4155570049,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716171,11,1,1,1,48,3vo5mpj7catp66nrwwqiuhuup,1,29.4,91.4,2023-04-01T16:02:12.310Z,2023-04-02T00:51:49Z,4153498399,56,Back,4153498405,212,12.0,4153498403,141,95.3,4155570351,178,,4153498401,140,18.3,4153498407,213,2.9,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716195,12,1,1,1,50,3vo5mpj7catp66nrwwqiuhuup,0,20.7,95,2023-04-01T16:02:13.781Z,2023-04-02T00:52:02Z,4153498533,140,58.3,4153498539,213,6.1,4153498535,141,84.5,4153498523,155,,4153498529,56,Left,4153498541,1,,4153498537,212,40.1,4155571533,178,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526752721,389,8,1,1,51,4raiad4l2j5lkfaz92pk4osb,1,45,13,2023-04-01T16:02:15.521Z,2023-04-02T00:52:18Z,4155572989,388,,4153689141,56,Back,4154324123,385,,,,,,,,,,,,,,,,,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716215,23,61,1,1,52,4raiad4l2j5lkfaz92pk4osb,1,44.4,9.1,2023-04-01T16:02:15.721Z,2023-04-02T00:52:37Z,4153498647,56,Back,4155574281,178,,,,,,,,,,,,,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716287,13,5,1,1,53,3vo5mpj7catp66nrwwqiuhuup,1,55.4,101.6,2023-04-01T16:02:17.450Z,2023-04-02T00:52:44Z,4153499059,56,Left,4153499063,233,24,4153499061,347,,,,,,,,,,,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716223,24,5,1,1,53,4raiad4l2j5lkfaz92pk4osb,0,44.6,-1.6,2023-04-01T16:02:17.450Z,2023-04-02T00:52:44Z,4153499083,233,13,4153498691,56,Back,4153498693,347,,,,,,,,,,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716337,14,1,1,2,1,3vo5mpj7catp66nrwwqiuhuup,1,56.6,100,2023-04-01T16:02:25.006Z,2023-04-02T00:52:56Z,4153499389,213,6.1,4153499383,140,89.7,4153499381,56,Left,4153499391,1,,4153499379,107,,4153499385,141,89.9,4153499387,212,35.7,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716345,15,61,1,2,5,3vo5mpj7catp66nrwwqiuhuup,0,89.7,95.9,2023-04-01T16:02:29.662Z,2023-04-02T00:53:37Z,4155578593,178,,4153499435,56,Left,,,,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716359,16,5,1,2,6,3vo5mpj7catp66nrwwqiuhuup,0,87.3,101.4,2023-04-01T16:02:29.907Z,2023-04-02T00:53:43Z,4153500351,233,25,4153499521,347,,4153499519,56,Left,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716491,25,5,1,2,6,4raiad4l2j5lkfaz92pk4osb,1,12.7,-1.4,2023-04-01T16:02:29.907Z,2023-04-02T00:53:42Z,4153500307,347,,4153500305,56,Back,4153500313,233,16,,,,,,,,,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716583,26,1,1,2,31,4raiad4l2j5lkfaz92pk4osb,1,12.2,0,2023-04-01T16:02:54.831Z,2023-04-02T00:53:46Z,4153500933,213,0.1,4153500927,140,30.9,4153500931,212,19.8,4153500929,141,2.2,4153500923,107,,4153500925,56,Back,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526753401,390,1,1,2,32,4raiad4l2j5lkfaz92pk4osb,0,30.2,5,2023-04-01T16:02:56.274Z,2023-04-02T00:54:05Z,4153693015,213,0.0,4153693003,3,,4153693009,140,41.0,4153693011,141,5.6,4153693005,168,,4153693013,212,11.3,4155580259,388,,4153693007,56,Back,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716585,17,49,1,2,34,3vo5mpj7catp66nrwwqiuhuup,1,59.4,96.3,2023-04-01T16:02:58.630Z,2023-04-02T00:54:13Z,,,,,,,,,,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716623,18,1,1,2,34,3vo5mpj7catp66nrwwqiuhuup,1,56.8,94.1,2023-04-01T16:02:58.647Z,2023-04-02T00:54:20Z,4153501177,140,27.1,4153501181,212,47.1,4153501175,56,Back,4153501183,213,4.0,4155581165,178,,4153501185,1,,4153501179,141,42.2,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716677,19,1,1,2,39,3vo5mpj7catp66nrwwqiuhuup,1,27.5,38.5,2023-04-01T16:03:03.069Z,2023-04-02T00:54:25Z,4155581499,178,,4153501503,212,21.1,4153501499,140,35.7,4153501501,141,10.1,4153501495,155,,4153501505,213,5.1,4153501497,56,Back,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716719,20,1,1,2,44,3vo5mpj7catp66nrwwqiuhuup,1,31.5,7,2023-04-01T16:03:08.145Z,2023-04-02T00:54:30Z,4153501725,56,Back,4153501729,141,11.0,4155581795,178,,4153501733,213,3.1,4153501727,140,2.0,4153501731,212,31.1,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716743,21,1,1,2,47,3vo5mpj7catp66nrwwqiuhuup,1,2,11,2023-04-01T16:03:10.752Z,2023-04-02T00:54:33Z,4155582065,178,,4153501897,212,35.9,4153501901,1,,4153501893,140,36.0,4153501889,157,,4153501899,213,0.1,4153501891,56,Back,4153501895,141,17.1,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716753,22,1,1,2,48,3vo5mpj7catp66nrwwqiuhuup,0,36,17.1,2023-04-01T16:03:12.691Z,2023-04-02T00:54:43Z,4153501945,212,8.5,4153501943,141,15.0,4153501941,140,28.0,4153501947,213,3.3,4155582797,178,,4153501939,56,Back,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716735,27,49,1,2,49,4raiad4l2j5lkfaz92pk4osb,1,62.2,80.8,2023-04-01T16:03:13.360Z,2023-04-02T00:54:45Z,,,,,,,,,,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716801,28,1,1,2,50,4raiad4l2j5lkfaz92pk4osb,1,62,76,2023-04-01T16:03:14.324Z,2023-04-02T00:54:51Z,4153502115,141,63.3,4153502113,140,58.1,4153502119,213,4.3,4153502111,56,Center,4153502117,212,9.6,4155583279,178,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716839,29,1,1,2,53,4raiad4l2j5lkfaz92pk4osb,1,59.8,70.3,2023-04-01T16:03:16.723Z,2023-04-02T00:54:55Z,4153502333,213,1.4,4153502331,212,16.1,4153502327,140,62.4,4155583599,178,,4153502329,141,93.6,4153502325,56,Left,,,,,,,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526716859,30,1,1,2,55,4raiad4l2j5lkfaz92pk4osb,1,63.6,88.4,2023-04-01T16:03:18.777Z,2023-04-02T00:54:58Z,4153502431,213,0.5,4153502427,141,94.6,4153502425,140,70.2,4153502423,56,Left,4155583905,178,,4153502429,212,8.1,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
