id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2461908131,6,1,1,0,11,ap6blbxhq9elm62vw6tutzlwg,1,65.2,31,2022-09-18T13:02:02.027Z,2022-09-18T20:30:00Z,3790338841,56,Center,3790338847,212,9.1,3790340937,210,13,3790338845,141,42.8,3792370839,178,,3790338849,213,1.1,3790338843,140,69.2,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908139,7,13,1,0,14,ap6blbxhq9elm62vw6tutzlwg,1,71.9,48.4,2022-09-18T13:02:04.341Z,2022-09-18T20:30:01Z,3790340991,55,6,3790340997,103,4.2,3792371119,178,,3790341003,231,49.5,3790340987,75,,3790340989,29,,3790339511,72,,3790340999,215,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,3790341001,230,98.6,3790338889,22,,,3790338893,56,Center,3790340995,102,36.1,3790338891,18,,,,,,,,,,,,,,,,,,,,,,,,
2461908175,7,5,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,-1,55.3,2022-09-18T13:02:05.720Z,2022-09-18T20:30:05Z,3790339151,233,8,3790339065,346,,3790339063,56,Back,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908181,8,5,1,0,15,ap6blbxhq9elm62vw6tutzlwg,0,101,44.7,2022-09-18T13:02:05.720Z,2022-09-18T20:30:05Z,3790339081,56,Center,3790339167,233,7,3790339085,346,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908853,8,1,1,0,45,4raiad4l2j5lkfaz92pk4osb,0,3.4,50.1,2022-09-18T13:02:35.537Z,2022-09-18T20:30:09Z,3790342483,140,52.5,3790342493,213,0.4,3790342479,124,,3790342495,1,,3790342487,141,78.5,3790342481,56,Center,3790342497,74,,3790342491,212,55.1,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908881,9,1,1,0,48,ap6blbxhq9elm62vw6tutzlwg,0,45.5,18.2,2022-09-18T13:02:38.198Z,2022-09-18T20:30:14Z,3790342627,213,6.1,3790342621,140,60.3,3792372009,388,,3790342619,56,Right,3790342623,141,13.3,3790342625,212,15.9,3790342617,3,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908989,9,4,1,0,51,4raiad4l2j5lkfaz92pk4osb,1,52.9,83.8,2022-09-18T13:02:41.843Z,2022-09-18T20:30:19Z,3790343199,13,,3790343205,265,,3790343381,233,10,3790343201,56,Left,3790343207,286,,3790343203,152,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908999,10,4,1,0,51,ap6blbxhq9elm62vw6tutzlwg,0,47.1,16.2,2022-09-18T13:02:41.844Z,2022-09-18T20:30:19Z,3790343267,56,Back,3790343265,13,,3790343273,285,,3792372267,178,,3790343271,265,,3790343423,233,9,3790343269,152,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909713,10,27,1,0,55,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-18T13:02:45.299Z,2022-09-18T20:30:31Z,3790346945,41,Injury,3790346965,233,11,3790346947,53,66at96kfhvigkny465lkmrnbp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909647,11,27,1,0,55,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-09-18T13:02:45.299Z,2022-09-18T20:30:32Z,3790346985,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910363,11,28,1,2,4,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-18T13:03:54.214Z,2022-09-18T20:30:44Z,3790350515,55,10,3790350563,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910339,12,28,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-09-18T13:03:54.214Z,2022-09-18T20:30:45Z,3790350419,55,11,3790350619,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910577,12,1,1,2,12,4raiad4l2j5lkfaz92pk4osb,1,58,85.1,2022-09-18T13:04:02.445Z,2022-09-18T20:30:53Z,3790351653,212,16.4,3790351647,56,Center,3790351645,152,,3792374423,178,,3790351655,213,5.3,3790351649,140,67.3,3790351643,5,,3790351651,141,65.7,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910605,13,1,1,2,16,4raiad4l2j5lkfaz92pk4osb,1,63.7,59.9,2022-09-18T13:04:06.096Z,2022-09-18T20:31:02Z,3790351775,213,4.7,3790351769,140,62.6,3790351771,141,25.5,3792374905,178,,3790351773,212,23.4,3790351767,56,Center,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910663,14,1,1,2,18,4raiad4l2j5lkfaz92pk4osb,1,62.7,25.3,2022-09-18T13:04:08.281Z,2022-09-18T20:31:22Z,3790352049,213,5.4,3790352043,140,72.7,3790352041,56,Right,3790352047,212,16.2,3792376231,178,,3790352045,141,7.1,,,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910703,15,1,1,2,21,4raiad4l2j5lkfaz92pk4osb,1,76.3,7.3,2022-09-18T13:04:11.956Z,2022-09-18T20:31:26Z,3792376481,178,,3790352189,212,12.0,3790352183,56,Center,3790352191,213,2.2,3790352187,141,21.8,3790352185,140,69.8,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910773,16,1,1,2,23,4raiad4l2j5lkfaz92pk4osb,1,69.7,21.8,2022-09-18T13:04:13.621Z,2022-09-18T20:31:29Z,3790352569,141,7.6,3792376703,178,,3790352581,213,4.8,3790352571,212,9.7,3790352565,56,Right,3790352567,140,70.6,,,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910861,17,1,1,2,27,4raiad4l2j5lkfaz92pk4osb,1,60.9,8.9,2022-09-18T13:04:17.360Z,2022-09-18T20:31:33Z,3790353087,213,2.4,3792376901,178,,3790353081,140,33.7,3790353085,212,37.3,3790353083,141,44.2,3790353089,1,,3790353079,56,Back,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910985,18,1,1,2,30,4raiad4l2j5lkfaz92pk4osb,1,32.4,46,2022-09-18T13:04:21.082Z,2022-09-18T20:31:40Z,3790353789,141,57.2,3790353793,213,2.8,3790353787,140,11.5,3790353791,212,23.2,3792377319,178,,3790353785,56,Back,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911037,19,1,1,2,35,4raiad4l2j5lkfaz92pk4osb,1,14.1,57.3,2022-09-18T13:04:25.928Z,2022-09-18T20:31:43Z,3792377611,178,,3790354139,141,60.0,3790354141,212,22.6,3790354135,56,Back,3790354143,213,0.1,3790354137,140,35.6,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911055,20,1,1,2,37,4raiad4l2j5lkfaz92pk4osb,0,35.6,60,2022-09-18T13:04:27.893Z,2022-09-18T20:31:50Z,3790354263,140,51.7,3790354269,213,0.5,3790354265,141,73.8,3792377961,178,,3790354267,212,19.3,3790354261,56,Center,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911065,13,49,1,2,39,ap6blbxhq9elm62vw6tutzlwg,1,48,28.9,2022-09-18T13:04:29.738Z,2022-09-18T20:31:54Z,,,,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911183,14,1,1,2,44,ap6blbxhq9elm62vw6tutzlwg,0,75.9,26.3,2022-09-18T13:04:34.850Z,2022-09-18T20:32:03Z,3790355093,213,0.1,3790355089,141,28.3,3790355091,212,14.8,3790355087,140,89.9,3792378721,178,,3790355085,56,Center,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911209,21,61,1,2,45,4raiad4l2j5lkfaz92pk4osb,0,8.7,72.4,2022-09-18T13:04:36.051Z,2022-09-18T20:32:10Z,3790355213,56,Back,3792379255,178,,,,,,,,,,,,,,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911273,15,1,1,2,47,ap6blbxhq9elm62vw6tutzlwg,1,89,27.2,2022-09-18T13:04:37.215Z,2022-09-18T20:32:17Z,3790355545,212,35.3,3790355539,56,Center,3790355541,140,77.2,3790355547,213,1.9,3790355549,1,,3790355543,141,75.8,3792379571,178,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911277,16,61,1,2,48,ap6blbxhq9elm62vw6tutzlwg,0,77.2,75.8,2022-09-18T13:04:38.704Z,2022-09-18T20:32:26Z,3790355569,56,Center,3792380123,178,,,,,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911291,17,5,1,2,52,ap6blbxhq9elm62vw6tutzlwg,0,69.6,101.2,2022-09-18T13:04:42.528Z,2022-09-18T20:32:31Z,3790355657,347,,3790355911,233,22,3790355653,56,Left,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911335,22,5,1,2,52,4raiad4l2j5lkfaz92pk4osb,1,30.4,-1.2,2022-09-18T13:04:42.528Z,2022-09-18T20:32:30Z,3790355847,347,,3790355869,233,17,3790355845,56,Back,,,,,,,,,,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911721,23,1,1,3,5,4raiad4l2j5lkfaz92pk4osb,1,29.3,0,2022-09-18T13:04:55.408Z,2022-09-18T20:32:34Z,3790357903,141,16.7,3790357899,56,Back,3790357897,107,,3790357905,212,17.7,3790357901,140,16.8,3790357907,213,2.4,,,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911753,24,1,1,3,10,4raiad4l2j5lkfaz92pk4osb,1,11.4,38.8,2022-09-18T13:05:01.090Z,2022-09-18T20:32:40Z,3792380909,178,,3790358055,56,Back,3790358067,212,14.5,3790358063,141,55.2,3790358059,140,2.5,3790358071,213,2.3,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911855,25,1,1,3,12,4raiad4l2j5lkfaz92pk4osb,1,2.6,55.1,2022-09-18T13:05:02.966Z,2022-09-18T20:32:43Z,3790358567,141,58.8,3790358561,157,,3792381063,178,,3790358565,140,52.5,3790358573,1,,3790358571,213,0.0,3790358563,56,Center,3790358569,212,52.5,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911947,27,4,1,3,17,4raiad4l2j5lkfaz92pk4osb,1,55.5,55.1,2022-09-18T13:05:07.514Z,2022-09-18T20:32:55Z,3790359015,13,,3790359057,233,19,3790359023,286,,3790359017,295,,3790359019,56,Center,3790359021,152,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911943,19,4,1,3,17,ap6blbxhq9elm62vw6tutzlwg,0,44.5,44.9,2022-09-18T13:05:07.515Z,2022-09-18T20:32:55Z,3792381639,178,,3790359003,295,,3790359077,233,27,3790359009,285,,3790359007,152,,3790359001,13,,3790359005,56,Back,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911861,26,43,1,3,17,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-18T13:05:07.754Z,2022-09-18T13:05:14Z,3790359201,144,61,3790358593,56,Center,,,,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911887,18,43,1,3,19,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-09-18T13:05:09.156Z,2022-09-18T13:05:14Z,3790359259,144,49,,,,,,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461912171,28,1,1,3,30,4raiad4l2j5lkfaz92pk4osb,1,55,49.7,2022-09-18T13:05:21.049Z,2022-09-18T20:32:58Z,3790360177,5,,3790360187,212,22.4,3790360181,56,Left,3790360185,141,82.6,3792381897,178,,3790360179,152,,3790360189,213,1.5,3790360183,140,55.6,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461912281,29,1,1,3,33,4raiad4l2j5lkfaz92pk4osb,1,56,85.6,2022-09-18T13:05:23.512Z,2022-09-18T20:33:02Z,3790360767,56,Left,3790360773,212,11.3,3792382079,178,,3790360771,141,96.3,3790360769,140,64.2,3790360775,213,0.7,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461912291,30,61,1,3,37,4raiad4l2j5lkfaz92pk4osb,0,70.7,91.2,2022-09-18T13:05:27.135Z,2022-09-18T20:33:13Z,3792382755,178,,3790360821,56,Left,,,,,,,,,,,,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462336387,1333,67,1,3,38,ap6blbxhq9elm62vw6tutzlwg,1,22.1,24.5,2022-09-18T13:05:28.466Z,2022-09-19T00:13:43Z,3792693475,233,1250,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462336385,1250,67,1,3,38,4raiad4l2j5lkfaz92pk4osb,0,77.9,75.5,2022-09-18T13:05:28.467Z,2022-09-18T22:43:34Z,3792693479,233,1333,,,,,,,,,,,,,,,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461912341,20,1,1,3,38,ap6blbxhq9elm62vw6tutzlwg,0,24,23,2022-09-18T13:05:28.526Z,2022-09-19T00:13:43Z,3790361303,236,,3790361097,141,21.2,3790361309,286,,3790361095,140,28.1,3792383315,178,,3790361101,213,6.0,3790361305,233,31,3790361093,56,Back,9sjt5rv156hr2llfu241r6cph,A. Tamèze,3790361099,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461912353,31,74,1,3,38,4raiad4l2j5lkfaz92pk4osb,1,76.3,77.8,2022-09-18T13:05:28.557Z,2022-09-18T20:33:33Z,3790361163,56,Center,3790361165,285,,3790361329,233,20,3792383821,178,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
