id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,assist
2484836987,8,61,1,0,5,4plikfte18rv8v4l89z803d4y,1,64.9,27.9,2022-11-12T17:00:31.186Z,2022-11-12T23:34:33Z,3911709345,56,Center,3912779191,388,,3912779189,21,,,,,,,,,,,,,,,,,bllfrubt6iz8m2rq7m1nbg8ic,D. Montevago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484836977,4,61,1,0,5,bi1fxjrncd0ram0oi7ja1jyuo,1,29.3,76.9,2022-11-12T17:00:31.234Z,2022-11-12T23:34:45Z,3912779333,388,,3912779331,15,,3911709291,56,Back,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484836999,5,49,1,0,7,bi1fxjrncd0ram0oi7ja1jyuo,1,32.4,75.8,2022-11-12T17:00:33.353Z,2022-11-12T23:34:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837053,6,1,1,0,7,bi1fxjrncd0ram0oi7ja1jyuo,0,33.3,74.6,2022-11-12T17:00:33.433Z,2022-11-12T23:35:03Z,3912779523,178,,3911709621,140,87.1,3911709623,141,64.5,3911709627,213,6.2,3911709617,155,,3911709629,1,,3911709619,56,Center,3911709625,212,56.9,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837103,9,49,1,0,15,4plikfte18rv8v4l89z803d4y,1,11.5,32.5,2022-11-12T17:00:41.456Z,2022-11-13T00:34:13Z,,,,,,,,,,,,,,,,,,,,,,,,,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837215,10,1,1,0,25,4plikfte18rv8v4l89z803d4y,0,16.9,33.3,2022-11-12T17:00:51.337Z,2022-11-12T23:35:24Z,3911710459,213,6.1,3911710457,212,49.4,3911710461,1,,3911710451,56,Center,3912779887,178,,3911710453,140,63.3,3911710449,155,,3911710455,141,21.5,e2dn4s6p2f6xnbaje17wd3jyt,E. Audero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837241,7,1,1,0,28,bi1fxjrncd0ram0oi7ja1jyuo,0,32.7,74.2,2022-11-12T17:00:54.476Z,2022-11-12T23:35:34Z,3911710657,56,Back,3911710663,212,7.2,3911710659,140,38.4,3911710661,141,68.2,3912780021,178,,3911710665,213,5.7,3911710655,3,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837231,11,44,1,0,30,4plikfte18rv8v4l89z803d4y,1,58.3,30.6,2022-11-12T17:00:55.977Z,2022-11-13T01:50:14Z,3911710585,286,,3911710703,233,8,3911710583,56,Center,,,,,,,,,,,,,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837243,8,44,1,0,30,bi1fxjrncd0ram0oi7ja1jyuo,0,41.7,69.4,2022-11-12T17:00:55.978Z,2022-11-12T23:35:40Z,3911710707,233,11,3911710671,285,,3911710669,56,Back,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837253,12,1,1,0,30,4plikfte18rv8v4l89z803d4y,1,57.6,29.1,2022-11-12T17:00:56.057Z,2022-11-13T01:50:15Z,3911710715,56,Center,3912780145,388,,3911710717,140,71.2,3911710719,141,33.0,3911710713,3,,3911710723,213,0.2,3911710721,212,14.5,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837279,13,1,1,0,32,4plikfte18rv8v4l89z803d4y,1,68.9,34,2022-11-12T17:00:58.162Z,2022-11-12T23:35:57Z,3911710865,3,,3912780215,178,,3911710875,213,1.3,3911711963,210,13,3911710871,141,53.9,3911710873,212,13.9,3911710867,56,Center,3911710869,140,72.1,bllfrubt6iz8m2rq7m1nbg8ic,D. Montevago,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837285,14,13,1,0,34,4plikfte18rv8v4l89z803d4y,1,75.4,56.6,2022-11-12T17:01:00.387Z,2022-11-12T23:35:57Z,3911711991,55,13,3911711301,72,,3911710907,22,,3911711997,103,70.8,3911710909,18,,3911711999,215,,3911711995,102,63.2,3912780391,178,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,3911710911,56,Center,3911711987,77,3911711989,29,3911712001,230,98.1,3911712003,231,49.8,3911711985,120,,,,,,,,,,,,,,,,,,,,,
2484837259,9,5,1,0,35,bi1fxjrncd0ram0oi7ja1jyuo,1,-1.4,42.4,2022-11-12T17:01:01.453Z,2022-11-12T23:36:00Z,3911710757,56,Back,3911714693,233,15,3911710759,346,,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837333,15,5,1,0,35,4plikfte18rv8v4l89z803d4y,0,101.4,57.6,2022-11-12T17:01:01.453Z,2022-11-12T23:36:00Z,3911711163,346,,3911714759,233,9,3911711161,56,Center,,,,,,,,,,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837649,11,1,1,1,0,bi1fxjrncd0ram0oi7ja1jyuo,0,3.6,53.3,2022-11-12T17:01:26.162Z,2022-11-12T23:36:04Z,3911712785,213,0.3,3911712775,124,,3911712791,74,,3911712787,1,,3911712777,56,Center,3911712779,140,59.7,3911712783,212,61.1,3911712781,141,77.4,3nfxhugbxid6o0r92txslivh1,W. Falcone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837657,16,44,1,1,3,4plikfte18rv8v4l89z803d4y,1,41.3,22.4,2022-11-12T17:01:28.825Z,2022-11-13T01:50:16Z,3911712841,233,12,3911712827,285,,3911712825,56,Back,,,,,,,,,,,,,,,,bf67gbxjr8fkha0e59fs6qok5,J. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837653,12,44,1,1,3,bi1fxjrncd0ram0oi7ja1jyuo,0,58.7,77.6,2022-11-12T17:01:28.826Z,2022-11-12T23:36:09Z,3911712859,233,16,3911712819,56,Center,3911712821,286,,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837665,17,1,1,1,3,4plikfte18rv8v4l89z803d4y,0,40.7,21.3,2022-11-12T17:01:28.846Z,2022-11-13T01:50:16Z,3911712847,56,Center,3912780593,388,,3911712849,140,60.4,3911712853,212,20.7,3911712851,141,21.7,3911712845,3,,3911712855,213,0.0,,,,bf67gbxjr8fkha0e59fs6qok5,J. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837675,13,44,1,1,5,bi1fxjrncd0ram0oi7ja1jyuo,1,40.2,69.6,2022-11-12T17:01:31.315Z,2022-11-13T01:50:17Z,3911712893,56,Back,3911712895,285,,3911712995,233,18,,,,,,,,,,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837677,18,44,1,1,5,4plikfte18rv8v4l89z803d4y,0,59.8,30.4,2022-11-12T17:01:31.316Z,2022-11-12T23:36:22Z,3911712903,286,,3911712899,56,Center,3911713019,233,13,,,,,,,,,,,,,,,,bllfrubt6iz8m2rq7m1nbg8ic,D. Montevago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837727,14,1,1,1,5,bi1fxjrncd0ram0oi7ja1jyuo,1,38.9,69.4,2022-11-12T17:01:31.340Z,2022-11-13T01:50:18Z,3912780995,388,,3911713075,213,5.4,3911713065,3,,3911713069,140,45.9,3911713067,56,Back,3911713073,212,11.2,3911713071,141,57.0,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837751,16,1,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,1,45.6,61.1,2022-11-12T17:01:32.839Z,2022-11-12T23:36:39Z,3911713185,140,38.7,3911713183,56,Back,3912781089,178,,3911713189,212,7.9,3911713187,141,65.8,3911713191,213,2.7,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837735,15,43,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-11-12T17:01:33.511Z,2022-11-12T19:24:56Z,3912257273,144,49,,,,,,,,,,,,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837791,17,1,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,0,38.7,65.8,2022-11-12T17:01:33.701Z,2022-11-12T23:36:42Z,3911713385,155,,3911713395,213,5.7,3912781177,178,,3911713397,1,,3911713387,56,Center,3911713393,212,45.1,3911713389,140,74.0,3911713391,141,28.1,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837817,19,12,1,1,11,4plikfte18rv8v4l89z803d4y,1,26.6,68.4,2022-11-12T17:01:37.542Z,2022-11-12T23:36:50Z,3911713527,212,11.9,3911713529,213,1.5,3911713523,140,27.3,3911713521,56,Back,3911713537,15,,3912781293,388,,3911713525,141,85.9,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838157,24,3,1,1,13,4plikfte18rv8v4l89z803d4y,0,22.5,86.6,2022-11-12T17:01:39.471Z,2022-11-12T23:37:01Z,3912259071,464,,3911717499,233,33,3911715571,56,Back,3912781453,178,,3911715573,285,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838475,33,7,1,1,14,bi1fxjrncd0ram0oi7ja1jyuo,1,77.5,13.4,2022-11-12T17:01:39.870Z,2022-11-12T23:37:06Z,3912259279,383,,3912781541,178,,3911717397,233,24,3911717251,286,,3911717249,56,Right,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837843,18,3,1,1,15,bi1fxjrncd0ram0oi7ja1jyuo,0,80.9,6,2022-11-12T17:01:41.360Z,2022-11-12T23:37:10Z,3912260427,465,,3912781609,178,,3911714263,233,20,3911713683,286,,3911713681,56,Right,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837925,20,7,1,1,15,4plikfte18rv8v4l89z803d4y,1,19.1,94,2022-11-12T17:01:41.485Z,2022-11-12T23:37:17Z,3911714177,56,Back,3911714179,285,,3911714239,233,18,3912260535,385,,3911714175,167,,3912781721,178,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837887,19,5,1,1,16,bi1fxjrncd0ram0oi7ja1jyuo,1,79.6,-1.2,2022-11-12T17:01:41.811Z,2022-11-12T23:37:25Z,3911714775,233,21,3911713949,56,Right,3911713951,347,,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837937,21,5,1,1,16,4plikfte18rv8v4l89z803d4y,0,20.4,101.2,2022-11-12T17:01:41.811Z,2022-11-12T23:37:25Z,3911714795,233,19,3911714219,347,,3911714217,56,Back,,,,,,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837953,20,1,1,1,24,bi1fxjrncd0ram0oi7ja1jyuo,1,81,0,2022-11-12T17:01:49.761Z,2022-11-12T23:37:33Z,3911714337,107,,3911714339,56,Right,3911714347,213,2.1,3911714343,141,8.6,3911714341,140,76.9,3911714345,212,8.3,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837969,21,1,1,1,24,bi1fxjrncd0ram0oi7ja1jyuo,1,75.7,9.3,2022-11-12T17:01:50.501Z,2022-11-12T23:37:42Z,3911714439,213,5.2,3912782207,178,,3911714437,212,3.5,3911714433,140,77.3,3911714431,56,Right,3911714435,141,4.8,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837975,22,1,1,1,26,bi1fxjrncd0ram0oi7ja1jyuo,0,77.1,3.8,2022-11-12T17:01:52.100Z,2022-11-12T23:37:46Z,3911714475,56,Right,3912782241,178,,3911714481,212,10.0,3911714483,213,1.3,3911714477,140,79.2,3911714479,141,18.2,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484837985,22,1,1,1,26,4plikfte18rv8v4l89z803d4y,0,19.7,82.2,2022-11-12T17:01:52.701Z,2022-11-12T23:37:52Z,3911714513,141,82.2,3911714511,140,32.6,3911714517,213,0.0,3912782355,178,,3911714509,56,Back,3911714515,212,13.5,,,,,,,e8c2o47zyuqa07lcrgzusn97u,B. Amione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838041,23,1,1,1,28,bi1fxjrncd0ram0oi7ja1jyuo,1,65.6,14,2022-11-12T17:01:54.515Z,2022-11-12T23:37:57Z,3911714885,140,60.4,3911714887,141,3.7,3911714889,212,8.9,3912782451,178,,3911714891,213,4.1,3911714881,3,,3911714883,56,Right,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485040111,899,43,1,1,32,4plikfte18rv8v4l89z803d4y,1,0,0,2022-11-12T17:01:57.853Z,2022-11-13T01:47:43Z,3912836791,399,201392,3912899159,144,83,,,,,,,,,,,,,,,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838047,24,4,1,1,32,bi1fxjrncd0ram0oi7ja1jyuo,1,52,8.6,2022-11-12T17:01:57.902Z,2022-11-12T23:38:05Z,3911714935,265,,3911715099,233,23,3911714931,56,Right,3911714929,13,,3911714933,152,,3911714937,286,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838073,23,4,1,1,32,4plikfte18rv8v4l89z803d4y,0,48,91.4,2022-11-12T17:01:57.903Z,2022-11-12T23:38:05Z,3911715055,265,,3911715051,56,Back,3911715053,152,,3911715049,13,,3911715057,285,,3911715149,233,24,3912782621,178,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838201,25,1,1,1,46,bi1fxjrncd0ram0oi7ja1jyuo,1,55,6,2022-11-12T17:02:12.343Z,2022-11-12T23:38:10Z,3912782715,178,,3911715835,141,39.4,3911715839,213,2.2,3911715837,212,28.1,3911715833,140,39.3,3911715831,56,Back,3911715827,5,,3911715829,152,,8j498fkairlyk82v1qprc13op,M. Pongračić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838239,26,1,1,1,50,bi1fxjrncd0ram0oi7ja1jyuo,1,42.7,49,2022-11-12T17:02:16.383Z,2022-11-12T23:38:15Z,3912782847,178,,3911716011,56,Center,3911716013,140,53.9,3911716019,213,0.5,3911716017,212,13.2,3911716015,141,57.8,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838259,27,1,1,1,51,bi1fxjrncd0ram0oi7ja1jyuo,1,54.1,58,2022-11-12T17:02:17.192Z,2022-11-12T23:38:19Z,3911716085,141,81.1,3911716095,213,2.0,3911716081,56,Back,3911716083,140,47.4,3911716089,212,17.2,3912782905,178,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838289,28,1,1,1,52,bi1fxjrncd0ram0oi7ja1jyuo,1,46.6,81.7,2022-11-12T17:02:18.714Z,2022-11-12T23:38:23Z,3911716251,140,60.6,3911716249,56,Center,3911716253,141,67.2,3911716257,213,5.7,3911716255,212,17.7,3912782975,178,,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838291,29,50,1,1,55,bi1fxjrncd0ram0oi7ja1jyuo,1,66.5,70.9,2022-11-12T17:02:21.518Z,2022-11-12T23:38:38Z,3911716495,233,25,3911716265,56,Center,3911716267,286,,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484838321,25,7,1,1,56,4plikfte18rv8v4l89z803d4y,1,33.5,29.1,2022-11-12T17:02:22.207Z,2022-11-12T23:38:41Z,3912273555,383,,3912783265,178,,3911716431,56,Back,3911716433,285,,3911716447,233,29,,,,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
