id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2449496589,8,1,1,0,20,ap6blbxhq9elm62vw6tutzlwg,0,90.6,6.9,2022-08-21T18:45:27.392Z,2022-08-22T03:43:58Z,3725646471,178,,3724304179,56,Right,3724304185,212,2.3,3724304183,141,6.0,3724304181,140,88.5,3724304187,213,3.4,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496595,4,61,1,0,20,ej5er0oyngdw138yuumwqbyqt,1,14.5,90.6,2022-08-21T18:45:27.470Z,2022-08-22T03:44:43Z,3725646515,178,,3724304221,56,Back,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496667,9,1,1,0,24,ap6blbxhq9elm62vw6tutzlwg,1,91.9,5.9,2022-08-21T18:45:31.653Z,2022-08-22T03:44:56Z,3725129229,225,,3725129231,386,,3724304625,141,44.8,3724304623,140,96.0,3724307303,154,,3724304629,213,1.4,3725647221,178,,3724304617,2,,bsi12817nc1ul082qn48d4rft,M. Hongla,1,3724304627,212,26.8,3724307301,210,14,3724304621,56,Center,3725129233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496691,10,14,1,0,25,ap6blbxhq9elm62vw6tutzlwg,1,96.6,46.4,2022-08-21T18:45:32.760Z,2022-08-22T03:44:57Z,3724307335,74,,3724307361,231,48.0,3724307345,102,48.1,3724304765,22,,3724304769,56,Center,3724307351,328,,3724307339,154,,3724307349,214,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,3724304767,16,,3724307337,29,,3724307347,103,39.9,3724307357,230,98.4,3725647313,178,3724307341,55,9,3724307009,20,,,,,,,,,,,,,,,,,,,,,,,,
2449496681,5,12,1,0,27,ej5er0oyngdw138yuumwqbyqt,1,1.6,49.1,2022-08-21T18:45:34.544Z,2022-08-22T03:45:01Z,3724304721,212,7.5,3724304715,56,Back,3724304785,167,,3724304719,141,38.8,3724304745,15,,3725647391,388,,3724304717,140,0.0,3724304723,213,4.4,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496693,6,6,1,0,29,ej5er0oyngdw138yuumwqbyqt,0,1.6,47,2022-08-21T18:45:36.449Z,2022-08-22T03:45:09Z,3724304777,56,Back,3724305029,233,11,3724304779,73,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496727,11,6,1,0,29,ap6blbxhq9elm62vw6tutzlwg,1,98.4,53,2022-08-21T18:45:36.449Z,2022-08-22T03:45:08Z,3724305009,233,6,3724304975,56,Center,3724304977,73,,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497209,12,1,1,1,0,ap6blbxhq9elm62vw6tutzlwg,1,99.6,99.5,2022-08-21T18:46:08.227Z,2022-08-22T05:55:11Z,3724307733,213,4.5,3724307721,155,,3725647509,178,,3724307727,140,94.6,3724307719,6,,3724315899,154,,3724307723,224,,3724307729,141,57.7,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,1,3725130911,72,,3724307731,212,28.9,3724307717,2,,3724315897,210,13,3724307725,56,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2449497357,14,44,1,1,2,ap6blbxhq9elm62vw6tutzlwg,1,94.7,55.8,2022-08-21T18:46:09.560Z,2022-08-22T05:55:11Z,3724308655,286,,3724308653,56,Center,3724309037,233,7,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497161,7,44,1,1,2,ej5er0oyngdw138yuumwqbyqt,0,5.3,44.2,2022-08-21T18:46:09.561Z,2022-08-22T03:45:17Z,3724307453,56,Back,3724308993,233,14,3724307455,285,,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497367,15,13,1,1,2,ap6blbxhq9elm62vw6tutzlwg,1,92.7,56,2022-08-21T18:46:09.642Z,2022-08-22T05:55:11Z,3724308707,56,Center,3724314685,17,,3724315937,231,51.4,3724315919,29,,3724315927,102,12.3,3724315519,25,,3724315527,153,,3724315917,75,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,1,3724315929,103,8.3,3725647729,388,,3724315521,15,,3724315935,230,98.9,3724315921,154,3724315933,147,45.3,3724315525,328,,3724315931,146,95.5,3724315923,55,12,,,,,,,,,,,,,,,,,
2449497241,13,13,1,1,3,ap6blbxhq9elm62vw6tutzlwg,1,94.9,44.1,2022-08-21T18:46:10.510Z,2022-08-22T03:45:31Z,3724317707,103,45.8,3724317713,230,99.1,3724317715,231,49.3,3724317699,29,,3724317709,108,,3724316243,25,,3724316245,72,,3724317705,102,42.4,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,3724307945,56,Center,3725133725,87,,3724317701,55,15,3725647813,178,,3724317711,328,3724317963,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497189,9,5,1,1,3,ej5er0oyngdw138yuumwqbyqt,1,-1.2,56,2022-08-21T18:46:11.055Z,2022-08-22T03:45:36Z,3724307627,346,,3724309845,233,16,3724307625,56,Back,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497553,16,5,1,1,3,ap6blbxhq9elm62vw6tutzlwg,0,101.2,44,2022-08-21T18:46:11.055Z,2022-08-22T03:45:35Z,3724309741,56,Center,3724309865,233,9,3724309743,346,,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497171,8,43,1,1,4,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-21T18:46:11.948Z,2022-08-21T18:47:52Z,3724307525,141,45.6,3724315613,144,12,3724307523,140,6.3,3724307529,213,0,3724307521,56,Back,3724307573,15,0,3724307527,212,1.4,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497629,10,1,1,1,34,ej5er0oyngdw138yuumwqbyqt,1,4.9,51,2022-08-21T18:46:41.406Z,2022-08-22T03:45:46Z,3724310113,212,4.8,3724310145,189,,3724310107,140,7.0,3724310115,213,5.2,3724310103,124,,3724310123,237,,3724310109,141,44.8,3724310105,56,Back,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497687,11,1,1,1,36,ej5er0oyngdw138yuumwqbyqt,1,8.6,43.4,2022-08-21T18:46:43.297Z,2022-08-22T03:45:49Z,3724310395,212,27.7,3725648097,178,,3724310387,155,,3724310393,141,30.4,3724310391,140,33.6,3724310389,56,Back,3724310397,213,6.0,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497695,12,44,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,31.8,30,2022-08-21T18:46:45.456Z,2022-08-22T05:55:12Z,3724310429,56,Back,3724310431,285,,3724310517,233,17,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497707,17,44,1,1,38,ap6blbxhq9elm62vw6tutzlwg,0,68.2,70,2022-08-21T18:46:45.457Z,2022-08-22T03:45:57Z,3724310493,56,Center,3724310527,233,12,3724310495,286,,,,,,,,,,,,,,,,,cu7dqkhlo7kms52cdes451bdh,P. Retsos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497733,13,1,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,33.7,30.4,2022-08-21T18:46:45.499Z,2022-08-22T05:55:12Z,3724310627,140,46.0,3724310629,141,39.1,3724310623,168,,3724310631,212,14.2,3724310625,56,Back,3724310633,213,0.4,3724310621,3,,3725648337,388,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497787,14,4,1,1,40,ej5er0oyngdw138yuumwqbyqt,1,44.6,39.6,2022-08-21T18:46:47.992Z,2022-08-22T03:46:17Z,3724311065,233,19,3724310899,56,Back,3724310895,13,,3724310901,152,,3724310903,286,,3724310897,295,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497805,19,4,1,1,40,ap6blbxhq9elm62vw6tutzlwg,0,55.4,60.4,2022-08-21T18:46:47.993Z,2022-08-22T03:46:17Z,3724311019,56,Center,3724311021,152,,3724311015,13,,3724311017,295,,3724311113,233,14,3724311023,285,,3725648593,178,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497771,18,43,1,1,46,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-21T18:46:53.789Z,2022-08-21T18:46:57Z,3724311133,144,42,,,,,,,,,,,,,,,,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497961,15,1,1,1,56,ej5er0oyngdw138yuumwqbyqt,1,44.6,42.7,2022-08-21T18:47:03.329Z,2022-08-22T03:46:24Z,3724311825,212,6.7,3724311817,152,,3724311823,141,52.5,3724311821,140,45.1,3725648687,178,,3724311815,5,,3724311889,189,,3724311819,56,Back,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,3724311827,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497997,16,1,1,1,57,ej5er0oyngdw138yuumwqbyqt,1,41.9,57,2022-08-21T18:47:04.936Z,2022-08-22T03:46:28Z,3725648729,178,,3724312047,141,72.8,3724312045,140,34.4,3724312043,56,Back,3724312051,213,2.2,3724312049,212,13.3,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498031,17,1,1,2,0,ej5er0oyngdw138yuumwqbyqt,1,34.4,72.8,2022-08-21T18:47:07.298Z,2022-08-22T03:46:31Z,3724312221,140,40.2,3724312219,56,Back,3725648765,178,,3724312227,213,1.1,3724312225,212,14.2,3724312223,141,91.7,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498073,18,1,1,2,1,ej5er0oyngdw138yuumwqbyqt,1,40.2,91.7,2022-08-21T18:47:08.725Z,2022-08-22T03:46:35Z,3724312467,212,18.1,3724312461,56,Center,3725648861,178,,3724312469,213,5.5,3724312463,140,52.9,3724312465,141,73.7,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498109,19,1,1,2,4,ej5er0oyngdw138yuumwqbyqt,1,54.5,75.9,2022-08-21T18:47:11.702Z,2022-08-22T03:46:52Z,3724312715,213,3.7,3724312707,56,Center,3724312713,212,2.3,3725648925,178,,3724312711,141,74.0,3724312709,140,52.7,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449749873,787,67,1,2,5,ej5er0oyngdw138yuumwqbyqt,1,55.1,73.4,2022-08-21T18:47:13.221Z,2022-08-22T05:55:13Z,3725703101,233,748,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449749869,748,67,1,2,5,ap6blbxhq9elm62vw6tutzlwg,0,44.9,26.6,2022-08-21T18:47:13.222Z,2022-08-22T05:14:48Z,3725703121,233,787,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498115,20,1,1,2,5,ej5er0oyngdw138yuumwqbyqt,0,53.6,74,2022-08-21T18:47:13.234Z,2022-08-22T05:55:13Z,3724312791,286,,3724312757,212,6.2,3724312783,233,20,3724312755,141,74.0,3724312759,213,3.1,3724312751,140,47.7,3724312749,56,Back,3724312781,236,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,3725649169,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498105,20,74,1,2,6,ap6blbxhq9elm62vw6tutzlwg,1,52.5,29,2022-08-21T18:47:13.271Z,2022-08-22T03:47:00Z,3724312679,56,Center,3724312681,285,,3724312831,233,20,3725649275,178,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498145,21,49,1,2,7,ap6blbxhq9elm62vw6tutzlwg,1,43.7,30.8,2022-08-21T18:47:14.384Z,2022-08-22T03:47:08Z,,,,,,,,,,,,,,,,,,,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498189,22,1,1,2,7,ap6blbxhq9elm62vw6tutzlwg,1,43.7,30.8,2022-08-21T18:47:14.480Z,2022-08-22T03:47:13Z,3724313193,212,11.3,3724313195,213,4.6,3724313187,56,Back,3725649447,178,,3724313191,141,14.3,3724313189,140,42.7,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498197,23,1,1,2,9,ap6blbxhq9elm62vw6tutzlwg,0,40,9.1,2022-08-21T18:47:16.634Z,2022-08-22T03:47:19Z,3724313241,212,24.0,3724313237,140,61.8,3724313235,56,Right,3724313243,213,0.3,3725649523,178,,3724313239,141,19.6,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498209,21,49,1,2,10,ej5er0oyngdw138yuumwqbyqt,1,33.3,75.5,2022-08-21T18:47:17.875Z,2022-08-22T03:47:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498233,22,61,1,2,14,ej5er0oyngdw138yuumwqbyqt,1,33.9,77.7,2022-08-21T18:47:21.286Z,2022-08-22T03:47:31Z,3724313503,238,,3725649753,178,,3724313459,56,Back,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498247,23,5,1,2,16,ej5er0oyngdw138yuumwqbyqt,0,39,101.5,2022-08-21T18:47:23.457Z,2022-08-22T03:47:34Z,3724314237,233,24,3724313577,347,,3724313575,56,Back,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498351,24,5,1,2,16,ap6blbxhq9elm62vw6tutzlwg,1,61,-1.5,2022-08-21T18:47:23.457Z,2022-08-22T03:47:33Z,3724314177,56,Right,3724314179,347,,3724314213,233,23,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498659,24,27,1,2,34,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-21T18:47:41.466Z,2022-08-22T03:47:45Z,3724319567,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449499205,25,27,1,2,34,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-21T18:47:41.466Z,2022-08-22T03:47:44Z,3724319185,53,68etig279gs3btjb7fv6rvfth,3724319183,41,Injury,3724319601,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449499301,25,28,1,3,31,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-08-21T18:48:38.844Z,2022-08-22T03:47:50Z,3724319811,233,26,3724319753,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
