id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/14/value
2533178213,5,1,1,0,7,4klvxyeh3xcus4ongu7c00mgc,0,25.5,86.1,2023-04-14T18:45:43.183Z,2023-04-15T03:32:09Z,4187916977,56,Back,4188578325,141,100.0,4188578329,213,2.1,4188848263,178,,4188578327,212,12.4,4188578323,140,19.7,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178239,6,5,1,0,10,4klvxyeh3xcus4ongu7c00mgc,0,22.4,101.5,2023-04-14T18:45:45.915Z,2023-04-15T03:32:14Z,4187917683,233,7,4187917121,347,,4187917119,56,Back,,,,,,,,,,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178331,7,5,1,0,10,btcy9nra9ak4m22ovr2ia6m5v,1,77.6,-1.5,2023-04-14T18:45:45.915Z,2023-04-15T03:32:13Z,4187917595,56,Right,4187917627,233,6,4187917597,347,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178411,8,1,1,0,16,btcy9nra9ak4m22ovr2ia6m5v,1,84.9,0,2023-04-14T18:45:51.646Z,2023-04-15T03:32:23Z,4187918059,56,Center,4187918073,1,,4187918063,141,22.5,4187918065,212,26.4,4187918057,107,,4187918069,213,2.5,4187918061,140,65.3,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178433,9,1,1,0,19,btcy9nra9ak4m22ovr2ia6m5v,1,65.3,22.5,2023-04-14T18:45:55.192Z,2023-04-15T03:32:29Z,4188848357,178,,4187918173,140,67.2,4187918177,212,8.7,4187918175,141,35.0,4187918179,213,1.3,4187918171,56,Center,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178447,10,1,1,0,20,btcy9nra9ak4m22ovr2ia6m5v,1,67.2,34.7,2023-04-14T18:45:55.958Z,2023-04-15T03:32:33Z,4187918245,141,31.8,4187918249,213,3.3,4187918241,56,Center,4187918247,212,17.0,4188848389,178,,4187918243,140,51.1,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178465,11,1,1,0,22,btcy9nra9ak4m22ovr2ia6m5v,1,51.7,31.2,2023-04-14T18:45:57.762Z,2023-04-15T03:32:39Z,4187918343,56,Back,4187918349,212,10.4,4187918345,140,47.0,4188848435,178,,4187918351,213,2.1,4187918347,141,44.7,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178515,12,1,1,0,24,btcy9nra9ak4m22ovr2ia6m5v,1,46.6,43.3,2023-04-14T18:45:59.812Z,2023-04-15T03:32:43Z,4188848457,178,,4187918619,212,12.8,4187918615,140,44.9,4187918613,56,Back,4187918621,213,4.6,4187918617,141,24.6,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178537,13,1,1,0,26,btcy9nra9ak4m22ovr2ia6m5v,1,44.9,24.6,2023-04-14T18:46:01.717Z,2023-04-15T03:32:48Z,4188848491,178,,4187918719,213,5.5,4187918715,141,1.8,4187918711,56,Right,4187918713,140,59.0,4187918717,212,21.4,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178543,14,1,1,0,28,btcy9nra9ak4m22ovr2ia6m5v,1,59,1.8,2023-04-14T18:46:03.955Z,2023-04-15T03:32:50Z,4187918745,212,8.7,4187918741,140,67.3,4188848499,178,,4187918739,56,Right,4187918747,213,0.0,4187918743,141,2.3,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178549,15,50,1,0,29,btcy9nra9ak4m22ovr2ia6m5v,1,66.1,4.6,2023-04-14T18:46:04.918Z,2023-04-15T03:33:07Z,4187918951,233,7,4187918785,286,,4187918781,56,Right,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178567,7,7,1,0,29,4klvxyeh3xcus4ongu7c00mgc,1,33.9,95.4,2023-04-14T18:46:05.209Z,2023-04-15T03:33:10Z,4187918913,285,,4188579027,383,,4187918931,233,15,4188848621,178,,4187918911,56,Back,,,,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178569,8,49,1,0,31,4klvxyeh3xcus4ongu7c00mgc,1,41.2,95.1,2023-04-14T18:46:06.393Z,2023-04-15T03:33:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178639,9,1,1,0,32,4klvxyeh3xcus4ongu7c00mgc,1,42.6,95.3,2023-04-14T18:46:07.369Z,2023-04-15T03:33:30Z,4188848729,178,,4187919239,140,44.7,4187919247,212,15.0,4187919245,141,73.5,4187919249,213,4.9,4187919237,56,Back,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178681,10,1,1,0,36,4klvxyeh3xcus4ongu7c00mgc,1,42.5,76,2023-04-14T18:46:11.788Z,2023-04-15T03:33:39Z,4187919457,213,3.0,4187919453,141,77.3,4188848769,178,,4187919449,56,Back,4187919455,212,8.1,4187919451,140,34.8,,,,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178725,11,1,1,0,38,4klvxyeh3xcus4ongu7c00mgc,1,34.6,77.1,2023-04-14T18:46:13.350Z,2023-04-15T03:33:43Z,4187919689,56,Back,4187919693,141,33.2,4187919697,213,4.4,4188848819,178,,4187919695,212,31.8,4187919691,140,24.2,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178779,12,1,1,0,41,4klvxyeh3xcus4ongu7c00mgc,1,23.8,33.4,2023-04-14T18:46:16.608Z,2023-04-15T03:33:48Z,4187920017,212,28.2,4187920013,140,13.6,4187920019,213,2.0,4187920015,141,71.7,4187920011,56,Back,4188848837,178,,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178833,13,1,1,0,47,4klvxyeh3xcus4ongu7c00mgc,1,13.5,67,2023-04-14T18:46:22.785Z,2023-04-15T03:33:51Z,4187920315,141,30.8,4187920311,56,Back,4188848855,178,,4187920321,213,4.7,4187920317,212,24.6,4187920313,140,13.1,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178861,14,1,1,0,51,4klvxyeh3xcus4ongu7c00mgc,1,19.3,25.6,2023-04-14T18:46:26.925Z,2023-04-15T03:33:55Z,4187920437,213,5.0,4187920419,56,Back,4187920425,141,6.0,4187920421,140,23.7,4187920431,212,14.1,4188848899,178,,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178917,15,1,1,0,53,4klvxyeh3xcus4ongu7c00mgc,0,23.7,6,2023-04-14T18:46:29.247Z,2023-04-15T03:33:59Z,4187920697,140,57.5,4187920703,213,0.4,4187920695,56,Center,4187920699,141,27.9,4187920701,212,38.5,4187920705,1,,4188848915,178,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178913,16,49,1,0,56,btcy9nra9ak4m22ovr2ia6m5v,1,38.6,63.6,2023-04-14T18:46:31.572Z,2023-04-15T03:34:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178959,17,1,1,0,56,btcy9nra9ak4m22ovr2ia6m5v,1,38.6,63.6,2023-04-14T18:46:31.586Z,2023-04-15T03:34:27Z,4187920939,56,Back,4187920947,213,2.2,4187920943,141,70.4,4187920945,212,5.6,4187920941,140,35.6,4188848945,178,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533178985,18,1,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,35.9,70.4,2023-04-14T18:46:34.393Z,2023-04-15T03:34:10Z,4187921071,212,7.7,4187921069,141,65.4,4187921065,56,Back,4187921073,213,5.8,4188848983,178,,4187921067,140,42.5,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179023,19,1,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,42.5,65.4,2023-04-14T18:46:35.216Z,2023-04-15T03:34:35Z,4187921277,212,9.8,4187921273,140,38.4,4187921271,56,Back,4188849113,178,,4187921275,141,78.4,4187921279,213,2.0,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179079,20,1,1,1,2,btcy9nra9ak4m22ovr2ia6m5v,1,38.4,78.4,2023-04-14T18:46:37.427Z,2023-04-15T03:34:37Z,4187921543,141,93.5,4187921547,212,23.6,4187921539,140,58.6,4188849125,178,,4187921537,56,Left,4187921549,213,0.5,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179085,21,61,1,1,4,btcy9nra9ak4m22ovr2ia6m5v,0,58,94.7,2023-04-14T18:46:39.727Z,2023-04-15T03:34:42Z,4187921577,56,Left,4188849167,178,,,,,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179295,16,5,1,1,5,4klvxyeh3xcus4ongu7c00mgc,1,46.6,-0.6,2023-04-14T18:46:40.732Z,2023-04-15T03:34:46Z,4187922781,233,22,4187922769,347,,4187922767,56,Back,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179099,22,5,1,1,5,btcy9nra9ak4m22ovr2ia6m5v,0,53.4,100.6,2023-04-14T18:46:40.732Z,2023-04-15T03:34:46Z,4187921651,347,,4187921649,56,Left,4187922797,233,16,,,,,,,,,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179331,17,1,1,1,12,4klvxyeh3xcus4ongu7c00mgc,1,45.1,0,2023-04-14T18:46:48.129Z,2023-04-15T03:34:52Z,4187922951,213,2.7,4187922931,107,,4187922939,140,26.7,4187922935,56,Back,4187922947,212,21.5,4187922953,1,,4188580059,189,,4187922943,141,13.1,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179383,18,1,1,1,16,4klvxyeh3xcus4ongu7c00mgc,1,27.1,22.9,2023-04-14T18:46:51.459Z,2023-04-15T03:34:59Z,4187923229,140,14.0,4187923225,56,Back,4188849257,178,,4187923241,213,2.7,4187923237,212,15.6,4187923233,141,33.6,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179417,19,1,1,1,18,4klvxyeh3xcus4ongu7c00mgc,1,12.8,43.2,2023-04-14T18:46:54.173Z,2023-04-15T03:35:03Z,4188849265,178,,4187923407,212,25.0,4187923403,140,21.9,4187923401,56,Back,4187923409,213,1.2,4187923405,141,77.1,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179447,20,1,1,1,21,4klvxyeh3xcus4ongu7c00mgc,1,21.9,77.1,2023-04-14T18:46:56.982Z,2023-04-15T03:35:07Z,4187923577,56,Back,4187923581,141,89.2,4187923579,140,26.5,4187923585,213,1.0,4187923583,212,9.5,4188849309,178,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179461,21,1,1,1,23,4klvxyeh3xcus4ongu7c00mgc,1,26.5,89.2,2023-04-14T18:46:58.623Z,2023-04-15T03:35:13Z,4187923653,213,3.7,4187923647,140,13.1,4188849331,178,,4187923649,141,76.5,4187923645,56,Back,4187923651,212,16.5,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179531,22,1,1,1,25,4klvxyeh3xcus4ongu7c00mgc,1,13,76.5,2023-04-14T18:47:00.672Z,2023-04-15T03:35:16Z,4187924041,140,14.8,4187924045,212,22.0,4187924047,213,4.8,4187924039,56,Back,4188849343,178,,4187924043,141,44.3,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179581,23,1,1,1,29,4klvxyeh3xcus4ongu7c00mgc,0,25,43.2,2023-04-14T18:47:05.023Z,2023-04-15T03:35:28Z,4187924361,141,63.7,4187924357,56,Center,4187924365,213,0.3,4187924367,1,,4187924355,155,,4187924359,140,70.1,4188849397,178,,4187924363,212,49.4,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179619,23,1,1,1,32,btcy9nra9ak4m22ovr2ia6m5v,0,30.4,42.6,2023-04-14T18:47:07.694Z,2023-04-15T03:35:38Z,4188849497,388,,4187924541,140,39.3,4187924551,213,1.1,4187924537,56,Back,4187924543,141,72.5,4187924535,3,,4187924547,212,22.4,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179667,24,1,1,1,36,4klvxyeh3xcus4ongu7c00mgc,1,69,24,2023-04-14T18:47:12.297Z,2023-04-15T03:35:44Z,4187924805,213,5.3,4187924801,141,9.3,4188849541,178,,4187924797,56,Right,4187924803,212,11.8,4187924799,140,74.9,,,,,,,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179685,25,1,1,1,38,4klvxyeh3xcus4ongu7c00mgc,1,74.9,9.3,2023-04-14T18:47:13.906Z,2023-04-15T03:35:48Z,4187924933,141,16.4,4187924937,213,0.3,4188849585,178,,4187924929,56,Right,4187924935,212,16.7,4187924931,140,90.1,,,,,,,e4cwx5r9hrvip371egldkc6ol,D. Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179759,26,1,1,1,40,4klvxyeh3xcus4ongu7c00mgc,1,88.6,16.7,2023-04-14T18:47:16.055Z,2023-04-15T03:36:06Z,4188849639,178,,4187925327,213,1.6,4187925315,2,,4187925319,56,Center,4187927209,210,14,4187925321,140,88.3,4187925325,212,17.1,4187925323,141,41.9,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,1,4188580529,386,4188580531,20,4187927213,154,4188580527,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533179773,27,14,1,1,41,4klvxyeh3xcus4ongu7c00mgc,1,88.5,42.2,2023-04-14T18:47:16.949Z,2023-04-15T03:36:06Z,4187927263,102,46.5,4187927255,29,,4187927259,55,26,4187925355,22,,4187925359,17,,4187927271,231,47.7,4187927257,154,,4187925361,56,Center,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,4187927267,328,4188849721,178,4187927253,74,4187926829,20,4187927265,103,40.5,4187927269,230,98.6,,,,,,,,,,,,,,,,,,,,,,,,,
2533179787,24,12,1,1,43,btcy9nra9ak4m22ovr2ia6m5v,1,8.9,51.6,2023-04-14T18:47:18.455Z,2023-04-15T03:36:13Z,4187925463,140,27.9,4187925467,212,26.3,4187925461,56,Back,4187925469,213,0.7,4187925465,141,76.8,4188849767,178,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
