id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/15/value,assist
2502480139,7,1,1,0,10,dxq76zcvnokq07cszdx0i6kve,1,68.2,42.7,2023-01-30T19:47:00.834Z,2023-01-31T02:59:21Z,4004987165,178,,4004689841,213,0.2,4004689839,212,9.1,4004689837,141,45.5,4004689833,56,Center,4004689835,140,76.7,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502534817,883,67,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,76.7,46.4,2023-01-30T19:47:02.260Z,2023-01-31T05:09:57Z,4005002371,233,819,,,,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502534815,819,67,1,0,11,ap6blbxhq9elm62vw6tutzlwg,0,23.3,53.6,2023-01-30T19:47:02.261Z,2023-01-31T03:57:24Z,4005002375,233,883,,,,,,,,,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480141,8,61,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,76.8,45,2023-01-30T19:47:02.265Z,2023-01-31T05:09:58Z,4004987189,178,,4004689845,56,Center,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480197,9,1,1,0,18,dxq76zcvnokq07cszdx0i6kve,1,89.1,16.8,2023-01-30T19:47:09.054Z,2023-01-31T02:59:34Z,4004690177,213,3.3,4004690175,212,12.6,4004690169,56,Right,4004690171,140,77.2,4004690173,141,14.0,4004987219,178,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480211,10,1,1,0,24,dxq76zcvnokq07cszdx0i6kve,1,63.1,28.1,2023-01-30T19:47:14.935Z,2023-01-31T02:59:40Z,4004690231,213,4.5,4004690225,140,61.0,4004690223,56,Right,4004690227,141,15.4,4004690229,212,8.9,4004987243,178,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480223,11,1,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,61,15.4,2023-01-30T19:47:16.006Z,2023-01-31T02:59:43Z,4004690279,56,Right,4004987251,178,,4004690287,213,5.9,4004690285,212,13.8,4004690283,141,8.4,4004690281,140,73.3,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480227,12,1,1,0,27,dxq76zcvnokq07cszdx0i6kve,0,74.5,8.4,2023-01-30T19:47:18.215Z,2023-01-31T02:59:48Z,4004690299,56,Right,4004690303,141,11.5,4004690305,212,3.4,4004690307,213,0.7,4004899889,20,,4004987275,178,,4004954603,236,,4004690301,140,77.1,18jovwk0ysx6ajb8y75179j9x,Walace,4004954605,286,4004690295,2,4004899887,224,4004954649,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480241,5,12,1,0,27,ap6blbxhq9elm62vw6tutzlwg,1,24.9,88.1,2023-01-30T19:47:18.272Z,2023-01-31T03:00:03Z,4004899883,185,,4004954657,233,12,4004690357,56,Back,4004987355,178,,,,,,,,,,,,,,8kdamc6zz4bskby51c59uuntg,I. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480251,6,12,1,0,30,ap6blbxhq9elm62vw6tutzlwg,1,2.1,76.4,2023-01-30T19:47:21.362Z,2023-01-31T03:00:17Z,4004690425,56,Back,4004690431,212,25.6,4004690433,213,0.7,4004690459,167,,4004987473,389,,4004690429,141,100.0,4004690427,140,20.5,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480255,7,5,1,0,32,ap6blbxhq9elm62vw6tutzlwg,0,15.4,101.3,2023-01-30T19:47:22.626Z,2023-01-31T03:00:24Z,4004690449,56,Back,4004690453,347,,4004690467,233,13,,,,,,,,,,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480257,13,5,1,0,32,dxq76zcvnokq07cszdx0i6kve,1,84.6,-1.3,2023-01-30T19:47:22.626Z,2023-01-31T03:00:23Z,4004690457,347,,4004690463,233,7,4004690455,56,Right,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480325,14,1,1,0,47,dxq76zcvnokq07cszdx0i6kve,0,87.5,0,2023-01-30T19:47:38.149Z,2023-01-31T03:00:27Z,4004690875,212,30.1,4004690869,56,Center,4004690871,140,87.8,4004690867,107,,4004690873,141,42.2,4004690877,213,1.6,4004690879,1,,,,,dfckk0xst90yjlep74tvups5x,K. Ehizibue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480337,8,12,1,0,49,ap6blbxhq9elm62vw6tutzlwg,1,14.1,56.9,2023-01-30T19:47:40.380Z,2023-01-31T03:00:32Z,4004690985,15,,4004690969,213,6.0,4004690967,212,17.3,4004987585,388,,4004690961,56,Back,4004690963,140,29.9,4004690965,141,49.7,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480373,10,49,1,0,52,ap6blbxhq9elm62vw6tutzlwg,1,31.5,49.9,2023-01-30T19:47:43.017Z,2023-01-31T03:00:37Z,,,,,,,,,,,,,,,,,,,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480343,9,1,1,0,52,ap6blbxhq9elm62vw6tutzlwg,0,30.9,49.7,2023-01-30T19:47:43.065Z,2023-01-31T03:00:42Z,4004691007,212,6.0,4004691009,213,4.5,4004987723,388,,4004691005,141,41.0,4004691003,140,29.9,4004691001,56,Back,,,,,,,dp1y9x5r6z1q120hj3sgyhxat,M. Đurić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480371,15,49,1,0,53,dxq76zcvnokq07cszdx0i6kve,1,62.2,55.5,2023-01-30T19:47:43.987Z,2023-01-31T03:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480393,16,1,1,0,54,dxq76zcvnokq07cszdx0i6kve,1,62.2,55.5,2023-01-30T19:47:44.885Z,2023-01-31T03:00:52Z,4004691233,56,Back,4004691235,140,44.4,4004691239,212,18.7,4004691237,141,54.5,4004987779,178,,4004691241,213,3.2,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480469,17,1,1,0,58,dxq76zcvnokq07cszdx0i6kve,1,38,47.6,2023-01-30T19:47:48.591Z,2023-01-31T03:00:56Z,4004987793,178,,4004691581,213,3.1,4004691573,56,Back,4004691575,140,10.5,4004691579,212,28.9,4004691577,141,48.0,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480491,18,1,1,1,9,dxq76zcvnokq07cszdx0i6kve,1,21.2,41.8,2023-01-30T19:48:00.022Z,2023-01-31T03:01:02Z,4004691723,213,6.2,4004691715,140,59.0,4004691711,155,,4004691713,56,Center,4004691717,141,39.7,4004987801,178,,4004691719,212,39.7,4004691727,1,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480495,19,61,1,1,13,dxq76zcvnokq07cszdx0i6kve,0,59.6,39.2,2023-01-30T19:48:03.775Z,2023-01-31T03:01:14Z,4004691731,56,Center,4004987837,178,,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480501,11,4,1,1,13,ap6blbxhq9elm62vw6tutzlwg,1,41.6,60.8,2023-01-30T19:48:03.804Z,2023-01-31T03:11:33Z,4004691783,152,,4004691781,56,Back,4004691785,286,,4004691809,233,20,4004691779,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480503,20,4,1,1,13,dxq76zcvnokq07cszdx0i6kve,0,58.4,39.2,2023-01-30T19:48:03.805Z,2023-01-31T03:11:32Z,4004991023,178,,4004691791,152,,4004691793,285,,4004691813,233,11,4004691787,10,,4004691789,56,Center,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480591,12,1,1,1,32,ap6blbxhq9elm62vw6tutzlwg,1,44.6,54,2023-01-30T19:48:22.577Z,2023-01-31T03:11:23Z,4004692339,5,,4004692341,152,,4004692343,56,Back,4004692345,140,35.3,4004692349,212,17.4,4004692347,141,32.8,4004991047,178,,4004692351,213,4.1,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480595,13,1,1,1,35,ap6blbxhq9elm62vw6tutzlwg,1,35.8,33.4,2023-01-30T19:48:25.914Z,2023-01-31T03:11:37Z,4004692399,140,33.0,4004692397,56,Back,4004692405,213,1.7,4004692401,141,58.8,4004692403,212,17.5,4004991113,178,,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480621,14,1,1,1,37,ap6blbxhq9elm62vw6tutzlwg,1,32.7,62,2023-01-30T19:48:28.032Z,2023-01-31T03:11:40Z,4004991125,178,,4004692553,213,1.1,4004692551,212,15.9,4004692545,56,Back,4004692549,141,82.3,4004692547,140,40.2,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480639,15,1,1,1,42,ap6blbxhq9elm62vw6tutzlwg,0,56.4,90.8,2023-01-30T19:48:33.154Z,2023-01-31T03:11:44Z,4004991137,178,,4004692647,212,31.2,4004692649,213,6.1,4004692645,141,80.8,4004692643,140,85.4,4004692641,56,Left,4004692639,155,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480651,21,12,1,1,45,dxq76zcvnokq07cszdx0i6kve,1,12.6,16.3,2023-01-30T19:48:36.248Z,2023-01-31T03:11:48Z,4004692729,56,Back,4004692737,213,5.7,4004692731,140,28.7,4004692733,141,0.0,4004692735,212,20.7,4004692761,167,,4004991157,178,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480657,16,5,1,1,47,ap6blbxhq9elm62vw6tutzlwg,1,71,101.2,2023-01-30T19:48:38.458Z,2023-01-31T03:11:51Z,4004692763,56,Left,4004692765,347,,4004692767,233,22,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480653,22,5,1,1,47,dxq76zcvnokq07cszdx0i6kve,0,29,-1.2,2023-01-30T19:48:38.458Z,2023-01-31T03:11:52Z,4004692739,56,Back,4004692741,347,,4004692771,233,16,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480741,17,1,1,2,1,ap6blbxhq9elm62vw6tutzlwg,1,72.9,100,2023-01-30T19:48:51.904Z,2023-01-31T03:11:55Z,4004693179,140,88.5,4004693177,56,Left,4004693185,213,6.1,4004693181,141,96.6,4004693183,212,16.6,4004693175,107,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480743,18,50,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,91.2,92.9,2023-01-30T19:48:54.842Z,2023-01-31T03:12:06Z,4004693191,286,,4004693269,233,23,4004693189,56,Left,,,,,,,,,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480759,23,7,1,2,4,dxq76zcvnokq07cszdx0i6kve,0,8.8,7.1,2023-01-30T19:48:54.875Z,2023-01-31T03:12:22Z,4004991269,178,,4004693263,233,18,4004900647,383,,4004693257,56,Back,4004693259,285,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480749,19,43,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-01-30T19:48:54.892Z,2023-01-30T19:48:59Z,4004693329,144,61,4004693219,56,Left,,,,,,,,,,,,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480945,28,50,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,94.5,90.2,2023-01-30T19:48:55.231Z,2023-01-31T03:12:28Z,4004695877,233,24,4004694543,286,,4004694541,56,Left,,,,,,,,,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480771,24,7,1,2,4,dxq76zcvnokq07cszdx0i6kve,0,5.5,9.8,2023-01-30T19:48:55.274Z,2023-01-31T03:12:43Z,4004693303,56,Back,4004695867,285,,4004991343,178,,4004900753,383,,4004695869,233,28,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480767,20,61,1,2,7,ap6blbxhq9elm62vw6tutzlwg,0,97.7,90.2,2023-01-30T19:48:57.656Z,2023-01-31T03:12:48Z,4004991359,178,,4004693297,56,Left,,,,,,,,,,,,,,,,,,,6mybntbgl188coqd2dl6ulhm2,J. Braaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480777,25,49,1,2,8,dxq76zcvnokq07cszdx0i6kve,1,8.9,11.4,2023-01-30T19:48:58.836Z,2023-01-31T03:12:54Z,,,,,,,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480783,26,1,1,2,9,dxq76zcvnokq07cszdx0i6kve,1,9.1,11.5,2023-01-30T19:48:59.851Z,2023-01-31T03:12:57Z,4004991381,178,,4004693361,141,9.6,4004693363,212,13.4,4004693365,213,6.2,4004693359,140,21.8,4004693357,56,Back,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480797,27,1,1,2,10,dxq76zcvnokq07cszdx0i6kve,1,22.9,9.8,2023-01-30T19:49:01.369Z,2023-01-31T03:13:00Z,4004991389,178,,4004693435,56,Back,4004693439,141,19.1,4004693437,140,35.9,4004693441,212,15.0,4004693443,213,0.4,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480801,28,61,1,2,11,dxq76zcvnokq07cszdx0i6kve,0,35.9,19.1,2023-01-30T19:49:02.438Z,2023-01-31T03:13:04Z,4004991405,178,,4004693459,56,Back,,,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480803,21,61,1,2,12,ap6blbxhq9elm62vw6tutzlwg,0,65.1,76.6,2023-01-30T19:49:03.420Z,2023-01-31T03:13:12Z,4004991421,178,,4004693471,56,Center,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502534987,907,67,1,2,13,dxq76zcvnokq07cszdx0i6kve,1,31.2,32.9,2023-01-30T19:49:04.533Z,2023-01-31T05:09:58Z,4005003793,233,828,,,,,,,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502534985,828,67,1,2,13,ap6blbxhq9elm62vw6tutzlwg,0,68.8,67.1,2023-01-30T19:49:04.534Z,2023-01-31T04:02:58Z,4005003797,233,907,,,,,,,,,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502480815,29,1,1,2,13,dxq76zcvnokq07cszdx0i6kve,0,28.2,34.8,2023-01-30T19:49:04.537Z,2023-01-31T05:09:58Z,4004693551,286,,4004693531,213,6.0,4004991433,178,,4004693521,157,,4004693529,212,1.1,4004693545,233,22,4004693543,236,,4004693533,1,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,4004693523,56,4004693525,140,4004693527,141,,,,Back,29.2,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
