id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2501905907,7,15,1,0,13,6tuibxq39fdryu8ou06wcm0q3,1,86.5,66.9,2023-01-29T11:31:36.980Z,2023-01-29T21:08:18Z,4001693595,29,,4001693611,147,61.0,4001693593,80,,4001693615,231,52.0,4001692245,22,,4001693613,230,99.4,4003621955,178,,4001693417,20,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,4001693607,328,4001693609,146,90.3,4001693421,82,4001693597,154,4001692249,56,Center,4001692247,64,4001693599,55,6,4001693603,102,46.1,4001693605,103,19,4001693429,233,5,,,,,,,,
2501905905,5,10,1,0,13,9dntj5dioj5ex52yrgwzxrq9l,1,9.7,29.5,2023-01-29T11:31:37.076Z,2023-01-29T21:08:22Z,4003622051,178,,4001692239,94,,4001693451,233,7,4001692241,56,Back,,,,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501905917,6,5,1,0,17,9dntj5dioj5ex52yrgwzxrq9l,0,19.2,-1.5,2023-01-29T11:31:40.180Z,2023-01-29T21:08:27Z,4001692337,56,Back,4001692991,233,8,4001692339,347,,,,,,,,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906049,8,5,1,0,17,6tuibxq39fdryu8ou06wcm0q3,1,80.8,101.5,2023-01-29T11:31:40.180Z,2023-01-29T21:08:26Z,4001692983,233,6,4001692955,56,Left,4001692957,347,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906059,9,1,1,0,31,6tuibxq39fdryu8ou06wcm0q3,1,80.5,100,2023-01-29T11:31:54.370Z,2023-01-29T21:08:31Z,4001693051,107,,4001693059,212,10.5,4001693053,56,Left,4001693055,140,88.5,4001693061,213,5.6,4001693057,141,92.7,,,,,,,37kr5th62ugmy4j55i3n45k2d,R. Marchizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906075,10,2,1,0,32,6tuibxq39fdryu8ou06wcm0q3,1,89,93.9,2023-01-29T11:31:56.056Z,2023-01-29T21:08:37Z,4001693139,141,96.0,4001693317,7,27xj7me8icr5ptta7kwx0kfs9,4003622527,178,,4001693137,140,92.0,4001693135,56,Left,,,,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906085,7,55,1,0,32,9dntj5dioj5ex52yrgwzxrq9l,1,9.3,4.3,2023-01-29T11:31:56.057Z,2023-01-29T21:08:38Z,,,,,,,,,,,,,,,,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906265,8,1,1,0,50,9dntj5dioj5ex52yrgwzxrq9l,1,9.3,4.3,2023-01-29T11:32:14.120Z,2023-01-29T21:08:42Z,4001694307,56,Back,4003622759,178,,4001694305,241,,4001694311,141,31.3,4001694303,5,,4001694313,212,18.5,4001694309,140,6.9,4001694315,213,1.7,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906305,9,1,1,1,1,9dntj5dioj5ex52yrgwzxrq9l,1,13.4,32.2,2023-01-29T11:32:24.746Z,2023-01-29T21:08:47Z,4001694511,141,14.7,4001694507,56,Back,4001694509,140,22.6,4003622939,178,,4001694517,213,5.4,4001694513,212,15.3,,,,,,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906325,10,1,1,1,6,9dntj5dioj5ex52yrgwzxrq9l,1,27.5,14.4,2023-01-29T11:32:29.827Z,2023-01-29T21:08:49Z,4003623035,178,,4001694629,140,43.2,4001694635,213,5.8,4001694633,212,18.4,4001694627,56,Back,4001694631,141,2.3,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906423,11,2,1,1,9,9dntj5dioj5ex52yrgwzxrq9l,1,43.1,2.3,2023-01-29T11:32:32.443Z,2023-01-29T21:08:53Z,4003623181,178,,4001695131,56,Right,4001695129,7,eyra5urhrm92240e7qbll736d,4001695135,141,15.0,4001695133,140,71.2,,,,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906447,12,55,1,1,9,6tuibxq39fdryu8ou06wcm0q3,1,29.7,61.1,2023-01-29T11:32:32.444Z,2023-01-29T21:08:54Z,,,,,,,,,,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906375,11,43,1,1,16,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-29T11:32:39.236Z,2023-01-29T11:33:02Z,4001694891,56,Back,4001695803,144,5,4001694895,346,0,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906595,13,1,1,1,41,6tuibxq39fdryu8ou06wcm0q3,1,12.8,52.7,2023-01-29T11:33:05.018Z,2023-01-29T21:08:58Z,4001695983,212,16.7,4001695973,5,,4001695985,213,1.0,4003623291,178,,4001695977,56,Back,4001695975,241,,4001695981,141,73.3,4001695979,140,21.4,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906623,14,1,1,1,44,6tuibxq39fdryu8ou06wcm0q3,1,20.9,72.9,2023-01-29T11:33:07.389Z,2023-01-29T21:09:02Z,4001696119,56,Back,4001696121,140,12.1,4001696127,213,4.0,4003623463,178,,4001696125,212,14.1,4001696123,141,57.3,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906701,15,1,1,1,47,6tuibxq39fdryu8ou06wcm0q3,1,11.7,54.6,2023-01-29T11:33:10.419Z,2023-01-29T21:09:05Z,4003623545,178,,4001696489,141,33.1,4001696493,213,5.0,4001696491,212,15.0,4001696487,140,15.1,4001696485,56,Back,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906723,16,1,1,1,53,6tuibxq39fdryu8ou06wcm0q3,1,30,14.9,2023-01-29T11:33:16.258Z,2023-01-29T21:09:09Z,4001696577,140,45.9,4001696575,56,Back,4001696583,213,5.9,4003623635,178,,4001696581,212,18.0,4001696579,141,4.9,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906761,17,1,1,1,55,6tuibxq39fdryu8ou06wcm0q3,1,43.6,5.6,2023-01-29T11:33:18.422Z,2023-01-29T21:09:14Z,4001696781,140,58.3,4001696789,212,20.3,4003623781,178,,4001696791,213,0.7,4001696785,141,24.9,4001696777,56,Center,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906765,18,50,1,1,57,6tuibxq39fdryu8ou06wcm0q3,1,56.7,27.8,2023-01-29T11:33:20.908Z,2023-01-29T21:09:44Z,4001696805,286,,4001696897,233,12,4001696803,56,Center,,,,,,,,,,,,,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906769,12,7,1,1,58,9dntj5dioj5ex52yrgwzxrq9l,0,43.3,72.2,2023-01-29T11:33:21.225Z,2023-01-29T21:09:49Z,4001696841,285,,4002622127,383,,4001696839,56,Back,4001696855,233,18,4003625077,178,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906811,19,1,1,2,0,6tuibxq39fdryu8ou06wcm0q3,1,53,43.6,2023-01-29T11:33:23.487Z,2023-01-29T21:09:53Z,4001697083,212,23.6,4003625241,178,,4001697077,56,Center,4001697085,213,1.5,4001697081,141,78.2,4001697079,140,54.7,,,,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906841,20,1,1,2,2,6tuibxq39fdryu8ou06wcm0q3,1,54.9,78.4,2023-01-29T11:33:25.876Z,2023-01-29T21:09:58Z,4001697303,141,95.7,4001697305,212,18.6,4001697307,213,0.7,4001697301,140,68.6,4003625403,178,,4001697299,56,Left,,,,,,,37kr5th62ugmy4j55i3n45k2d,R. Marchizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906849,21,3,1,2,7,6tuibxq39fdryu8ou06wcm0q3,0,73,88.5,2023-01-29T11:33:30.684Z,2023-01-29T21:10:03Z,4002645153,464,,4001697367,56,Left,4001697369,286,,4003625533,178,,4001697461,233,13,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906853,13,7,1,2,7,9dntj5dioj5ex52yrgwzxrq9l,0,27,11.5,2023-01-29T11:33:30.740Z,2023-01-29T21:10:06Z,4002645291,383,,4001697395,56,Back,4001697397,285,,4001697431,233,21,4003625687,178,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906877,22,61,1,2,9,6tuibxq39fdryu8ou06wcm0q3,0,64.1,79.9,2023-01-29T11:33:32.830Z,2023-01-29T21:10:14Z,4003626001,178,,4001697555,56,Left,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502284515,913,67,1,2,11,9dntj5dioj5ex52yrgwzxrq9l,1,27.7,24,2023-01-29T11:33:34.171Z,2023-01-29T21:54:12Z,4003681001,233,752,,,,,,,,,,,,,,,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502284511,752,67,1,2,11,6tuibxq39fdryu8ou06wcm0q3,0,72.3,76,2023-01-29T11:33:34.172Z,2023-01-29T21:36:49Z,4003681007,233,913,,,,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906905,14,1,1,2,11,9dntj5dioj5ex52yrgwzxrq9l,1,28,24.4,2023-01-29T11:33:34.183Z,2023-01-29T21:54:13Z,4001697733,56,Back,4001697743,212,6.2,4001697735,140,33.8,4001697747,213,6.1,4001697739,141,22.5,4003626135,178,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502095351,665,43,1,2,14,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-29T11:33:37.528Z,2023-01-29T15:25:35Z,4002650781,233,16,4002652611,144,45,4002650691,285,0,4002650689,56,Center,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502095343,809,43,1,2,14,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-29T11:33:37.528Z,2023-01-29T15:25:33Z,4002650725,233,23,4002650663,286,0,4002652465,144,3,4002650661,56,Back,,,,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906931,16,3,1,2,14,9dntj5dioj5ex52yrgwzxrq9l,1,42.8,28.2,2023-01-29T11:33:37.663Z,2023-01-29T21:11:19Z,4003628003,178,,4002652955,465,,4001697941,233,23,4001697889,286,,4001697887,56,Back,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906937,23,45,1,2,14,6tuibxq39fdryu8ou06wcm0q3,0,57.2,71.8,2023-01-29T11:33:37.663Z,2023-01-29T21:11:19Z,4001697905,285,,4001697903,56,Center,4001697971,233,16,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907375,21,3,1,2,14,9dntj5dioj5ex52yrgwzxrq9l,1,45.8,28.8,2023-01-29T11:33:37.776Z,2023-01-29T21:36:20Z,4002647369,465,,4003626397,178,,4001701677,233,26,4001701663,56,Back,4001701665,286,,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907115,26,45,1,2,14,6tuibxq39fdryu8ou06wcm0q3,0,54.2,71.2,2023-01-29T11:33:37.776Z,2023-01-29T21:36:20Z,4001699353,56,Center,4001699491,233,21,4001699355,285,,,,,,,,,,,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906911,15,49,1,2,16,9dntj5dioj5ex52yrgwzxrq9l,1,33.9,22.5,2023-01-29T11:33:39.420Z,2023-01-29T21:11:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906991,17,1,1,2,16,9dntj5dioj5ex52yrgwzxrq9l,1,51.7,33.4,2023-01-29T11:33:39.482Z,2023-01-29T21:11:33Z,4001698297,141,15.2,4001698301,213,5.7,4001698295,140,68.8,4003628423,178,,4001698299,212,21.8,4001698293,56,Right,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906999,18,50,1,2,20,9dntj5dioj5ex52yrgwzxrq9l,1,74.2,8.9,2023-01-29T11:33:43.540Z,2023-01-29T21:11:44Z,4001698429,233,24,4001698333,286,,4001698331,56,Right,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906987,24,7,1,2,21,6tuibxq39fdryu8ou06wcm0q3,1,25.8,91.1,2023-01-29T11:33:44.727Z,2023-01-29T21:11:49Z,4001698283,285,,4001698365,233,18,4001698281,56,Back,4001698279,167,,4003628699,178,,4002656121,385,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907221,19,5,1,2,22,9dntj5dioj5ex52yrgwzxrq9l,1,72.8,-1.4,2023-01-29T11:33:45.668Z,2023-01-29T21:11:50Z,4001700237,233,25,4001700185,56,Right,4001700187,347,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501906995,25,5,1,2,22,6tuibxq39fdryu8ou06wcm0q3,0,27.2,101.4,2023-01-29T11:33:45.668Z,2023-01-29T21:11:51Z,4001700251,233,19,4001698309,56,Back,4001698311,347,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907225,20,27,1,2,45,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-29T11:34:08.701Z,2023-01-29T21:12:11Z,4001700273,233,27,4001700215,53,9vnr9uog5fmggich2i4vjxwbt,4001700213,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907165,27,27,1,2,45,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-29T11:34:08.701Z,2023-01-29T21:12:12Z,4001700345,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907581,28,43,1,3,33,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-29T11:34:56.444Z,2023-01-29T11:35:37Z,4001704191,144,28,4001702409,55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907865,22,28,1,4,5,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-29T11:35:28.347Z,2023-01-29T21:12:23Z,4001854275,233,29,4001703969,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907903,29,28,1,4,5,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-29T11:35:28.347Z,2023-01-29T21:12:23Z,4001854301,233,22,4001704213,55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908027,23,1,1,4,33,9dntj5dioj5ex52yrgwzxrq9l,0,79.4,0,2023-01-29T11:35:57.091Z,2023-01-29T21:12:26Z,4001705013,212,24.0,4001705015,213,1.2,4001705017,1,,4001705011,141,30.9,4001705005,56,Center,4001705007,140,88.3,4001705003,107,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908041,30,44,1,4,35,6tuibxq39fdryu8ou06wcm0q3,1,11,69.4,2023-01-29T11:35:58.825Z,2023-01-29T21:54:13Z,4001705093,285,,4001705089,56,Back,4001705103,233,24,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908031,24,44,1,4,35,9dntj5dioj5ex52yrgwzxrq9l,0,89,30.6,2023-01-29T11:35:58.826Z,2023-01-29T21:12:31Z,4001705123,233,30,4001705037,56,Center,4001705039,286,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
