id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2472889947,9,1,1,0,38,btcy9nra9ak4m22ovr2ia6m5v,1,25.9,18.2,2022-10-16T13:01:11.450Z,2022-10-16T19:00:48Z,3848832551,213,2.5,3850557169,178,,3848832543,56,Back,3848832545,140,14.4,3848832549,212,15.7,3848832547,141,32.9,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889967,10,1,1,0,41,btcy9nra9ak4m22ovr2ia6m5v,1,16.6,41.8,2022-10-16T13:01:14.688Z,2022-10-16T19:00:57Z,3848832685,212,19.0,3848832683,141,69.5,3848832687,213,1.4,3848832681,140,18.8,3848832679,56,Back,3850557589,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889981,11,1,1,0,44,btcy9nra9ak4m22ovr2ia6m5v,1,19.2,69.6,2022-10-16T13:01:17.202Z,2022-10-16T19:01:05Z,3848832751,212,11.0,3848832747,140,29.4,3848832749,141,73.0,3850557969,178,,3848832753,213,0.2,3848832745,56,Back,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890007,12,1,1,0,45,btcy9nra9ak4m22ovr2ia6m5v,1,29.4,73,2022-10-16T13:01:18.161Z,2022-10-16T19:01:10Z,3848832913,212,16.4,3848832915,213,2.1,3850558271,178,,3848832909,140,21.2,3848832907,56,Back,3848832911,141,93.6,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890045,13,1,1,0,48,btcy9nra9ak4m22ovr2ia6m5v,1,21.2,93.6,2022-10-16T13:01:21.091Z,2022-10-16T19:01:14Z,3848833081,212,28.0,3848833077,141,72.0,3848833073,56,Back,3848833075,140,43.9,3848833083,213,5.7,3850558551,178,,3848833071,155,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890109,14,1,1,0,49,btcy9nra9ak4m22ovr2ia6m5v,1,43.9,72,2022-10-16T13:01:22.674Z,2022-10-16T19:01:22Z,3848833467,212,20.5,3850559079,178,,3848833469,213,0.8,3848833465,141,94.4,3848833463,140,56.9,3848833461,56,Left,,,,,,,5o80hrbyw554cetm1rbbns0k5,C. Immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890111,15,50,1,0,52,btcy9nra9ak4m22ovr2ia6m5v,1,65.2,93.4,2022-10-16T13:01:25.883Z,2022-10-16T19:01:30Z,3848833509,233,14,3848833473,56,Left,3848833475,286,,,,,,,,,,,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890115,14,7,1,0,53,dxq76zcvnokq07cszdx0i6kve,0,34.8,6.6,2022-10-16T13:01:26.299Z,2022-10-16T19:01:33Z,3849888171,383,,3848833489,56,Back,3848833491,285,,3850559925,178,,3848833499,233,15,,,,,,,,,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890119,16,61,1,0,53,btcy9nra9ak4m22ovr2ia6m5v,1,62.4,93.9,2022-10-16T13:01:26.434Z,2022-10-16T19:01:37Z,3848833497,56,Left,3850560329,178,,,,,,,,,,,,,,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890167,17,1,1,0,55,btcy9nra9ak4m22ovr2ia6m5v,1,55.1,91.2,2022-10-16T13:01:28.862Z,2022-10-16T19:01:43Z,3848833713,213,4.2,3848833705,56,Left,3850560671,178,,3848833711,212,9.4,3848833707,140,50.4,3848833709,141,79.4,,,,,,,5o80hrbyw554cetm1rbbns0k5,C. Immobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890235,18,1,1,0,58,btcy9nra9ak4m22ovr2ia6m5v,1,50.9,77.1,2022-10-16T13:01:31.056Z,2022-10-16T19:01:47Z,3848834071,140,56.8,3850560925,178,,3848834069,56,Center,3848834075,212,9.6,3848834073,141,66.3,3848834077,213,5.4,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890363,19,1,1,0,59,btcy9nra9ak4m22ovr2ia6m5v,1,56.8,66.3,2022-10-16T13:01:32.008Z,2022-10-16T19:01:55Z,3848834607,212,42.8,3848834609,213,4.4,3850561375,178,,3848834605,141,6.8,3848834611,1,,3848834599,56,Back,3848834601,140,43.5,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890405,20,1,1,1,7,btcy9nra9ak4m22ovr2ia6m5v,1,69.2,6.9,2022-10-16T13:01:40.400Z,2022-10-16T19:02:14Z,3848834835,213,4.0,3848834827,56,Right,3848834833,212,4.1,3848834829,140,66.6,3850562689,178,,3848834831,141,2.4,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890485,21,1,1,1,9,btcy9nra9ak4m22ovr2ia6m5v,1,65.1,2.4,2022-10-16T13:01:42.362Z,2022-10-16T19:02:23Z,3848835271,213,2.4,3848835263,56,Center,3850563457,178,,3848835265,140,51.1,3848835269,212,20.0,3848835267,141,22.4,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890531,22,1,1,1,12,btcy9nra9ak4m22ovr2ia6m5v,1,48.7,24.1,2022-10-16T13:01:44.991Z,2022-10-16T19:02:34Z,3848835501,56,Left,3850564349,178,,3848835497,196,,3848835513,213,1.4,3848835517,1,,3848835505,140,54.1,3848835509,212,43.3,3848835507,141,87.2,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890571,23,1,1,1,16,btcy9nra9ak4m22ovr2ia6m5v,1,55.6,86.5,2022-10-16T13:01:49.386Z,2022-10-16T19:02:57Z,3850565943,178,,3848835679,56,Left,3848835681,140,62.9,3848835685,212,9.0,3848835683,141,93.4,3848835687,213,0.5,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890607,24,1,1,1,18,btcy9nra9ak4m22ovr2ia6m5v,1,62.9,93.4,2022-10-16T13:01:51.267Z,2022-10-16T19:03:01Z,3848835839,141,89.7,3850566259,178,,3848835837,140,53.3,3848835843,213,3.4,3848835835,56,Left,3848835841,212,10.4,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890657,25,1,1,1,20,btcy9nra9ak4m22ovr2ia6m5v,1,53.3,89.7,2022-10-16T13:01:53.403Z,2022-10-16T19:03:05Z,3850566531,178,,3848836075,56,Back,3848836081,212,17.6,3848836079,141,65.6,3848836077,140,47.3,3848836083,213,4.3,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890705,26,1,1,1,23,btcy9nra9ak4m22ovr2ia6m5v,1,47.3,65.6,2022-10-16T13:01:56.022Z,2022-10-16T19:03:09Z,3848836363,212,22.6,3848836365,213,4.5,3850566827,178,,3848836361,141,33.4,3848836357,56,Back,3848836359,140,42.0,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890759,27,1,1,1,25,btcy9nra9ak4m22ovr2ia6m5v,1,43.4,31.5,2022-10-16T13:01:58.820Z,2022-10-16T19:03:13Z,3848836643,213,5.5,3848836639,141,4.9,3848836637,140,60.9,3850567203,178,,3848836641,212,25.8,3848836635,56,Right,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890773,28,1,1,1,30,btcy9nra9ak4m22ovr2ia6m5v,1,66.1,5.8,2022-10-16T13:02:03.687Z,2022-10-16T19:03:19Z,3848836699,213,1.2,3848836697,212,6.2,3848836693,140,68.5,3848836695,141,14.2,3850567603,178,,3848836691,56,Right,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890805,29,1,1,1,31,btcy9nra9ak4m22ovr2ia6m5v,1,68.5,14.2,2022-10-16T13:02:04.547Z,2022-10-16T19:03:23Z,3848836877,213,4.0,3848836869,56,Right,3848836875,212,9.2,3848836873,141,3.9,3848836871,140,62.8,3850567905,178,,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890905,30,1,1,1,32,btcy9nra9ak4m22ovr2ia6m5v,1,62.8,3.9,2022-10-16T13:02:05.851Z,2022-10-16T19:03:26Z,3848837397,212,6.3,3848837399,213,2.8,3848837393,140,57.2,3848837395,141,7.1,3850568161,178,,3848837391,56,Right,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890991,31,1,1,1,37,btcy9nra9ak4m22ovr2ia6m5v,1,58.7,18.9,2022-10-16T13:02:10.037Z,2022-10-16T19:03:29Z,3848837797,140,48.0,3848837811,213,1.9,3848837795,56,Back,3848837807,212,39.4,3848837815,1,,3848837801,141,74.5,3850568385,178,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891019,32,1,1,1,41,btcy9nra9ak4m22ovr2ia6m5v,1,46.1,77.4,2022-10-16T13:02:14.468Z,2022-10-16T19:03:36Z,3848837923,141,74.0,3848837925,212,13.3,3848837927,213,6.1,3848837919,56,Center,3850568883,178,,3848837921,140,58.6,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891081,33,1,1,1,42,btcy9nra9ak4m22ovr2ia6m5v,1,58.6,74,2022-10-16T13:02:15.582Z,2022-10-16T19:03:39Z,3848838251,141,65.9,3848838255,213,3.4,3848838243,56,Back,3848838253,212,19.7,3850569191,178,,3848838303,156,,3848838249,140,40.6,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891135,34,1,1,1,46,btcy9nra9ak4m22ovr2ia6m5v,1,41.6,64.7,2022-10-16T13:02:19.098Z,2022-10-16T19:03:58Z,3850569701,178,,3848838535,141,78.6,3848838533,140,45.8,3848838539,213,1.1,3848838537,212,10.4,3848838531,56,Back,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891223,35,1,1,1,47,btcy9nra9ak4m22ovr2ia6m5v,1,45.8,78.6,2022-10-16T13:02:20.621Z,2022-10-16T19:04:03Z,3848838999,140,47.3,3848838997,56,Back,3848839005,213,4.9,3848839003,212,10.8,3848839001,141,62.9,3850571141,178,,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891259,36,1,1,1,50,btcy9nra9ak4m22ovr2ia6m5v,1,41.2,59.4,2022-10-16T13:02:23.666Z,2022-10-16T19:04:11Z,3848839231,141,44.3,3850571807,178,,3848839229,140,39.3,3848839235,213,4.5,3848839227,56,Back,3848839233,212,10.5,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891283,37,1,1,1,55,btcy9nra9ak4m22ovr2ia6m5v,1,54.9,16,2022-10-16T13:02:28.549Z,2022-10-16T19:04:20Z,3850572735,178,,3848839389,212,12.8,3848839387,141,3.9,3848839391,213,5.6,3848839383,56,Right,3848839385,140,64.2,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472891291,38,1,1,1,57,btcy9nra9ak4m22ovr2ia6m5v,1,64.2,3.9,2022-10-16T13:02:29.948Z,2022-10-16T19:04:25Z,3848839431,212,11.1,3848839425,56,Right,3850573097,178,,3848839433,213,1.1,3848839427,140,69.3,3848839429,141,18.2,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
