id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value
2507001751,5,49,1,0,8,ej5er0oyngdw138yuumwqbyqt,1,34.8,23.9,2023-02-12T14:02:48.934Z,2023-02-12T21:43:21Z,,,,,,,,,,,,,,,,,,,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001825,6,1,1,0,9,ej5er0oyngdw138yuumwqbyqt,1,34,26.8,2023-02-12T14:02:50.346Z,2023-02-12T21:43:25Z,4028385159,141,29.3,4028385157,140,45.7,4028385161,212,12.4,4028385155,56,Back,4029964157,178,,4028385163,213,0.1,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001833,7,4,1,0,12,ej5er0oyngdw138yuumwqbyqt,1,43.8,25.4,2023-02-12T14:02:52.513Z,2023-02-12T21:43:33Z,4028385215,152,,4028385213,56,Back,4028385485,233,7,4028385211,13,,4028385219,286,,4028387907,294,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001887,7,4,1,0,12,67z1gqyiuzpmmb15q5fy7ntc4,0,56.2,74.6,2023-02-12T14:02:52.514Z,2023-02-12T21:43:33Z,4028385425,13,,4028385433,285,,4028385427,294,,4028385429,56,Center,4028385431,152,,4028385509,233,7,4029964527,178,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002033,8,1,1,0,22,ej5er0oyngdw138yuumwqbyqt,1,43.6,25.3,2023-02-12T14:03:02.577Z,2023-02-12T21:49:17Z,4028386187,56,Back,4028386191,141,28.9,4028386189,140,33.7,4029976377,178,,4028386185,152,,4028386183,5,,4028386193,212,10.7,4028386195,213,2.9,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002077,9,1,1,0,25,ej5er0oyngdw138yuumwqbyqt,1,32.3,32.7,2023-02-12T14:03:05.726Z,2023-02-12T21:49:20Z,4028386409,141,65.7,4028386407,140,26.9,4028386413,213,1.8,4028386405,56,Back,4028386411,212,23.1,4029976447,178,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002143,10,1,1,0,28,ej5er0oyngdw138yuumwqbyqt,1,28.5,70.6,2023-02-12T14:03:08.574Z,2023-02-12T21:49:24Z,4029976555,178,,4028386683,140,33.9,4028386685,141,92.3,4028386679,56,Back,4028386689,213,1.2,4028386687,212,15.8,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002209,11,1,1,0,31,ej5er0oyngdw138yuumwqbyqt,0,38,94.4,2023-02-12T14:03:11.494Z,2023-02-12T21:49:26Z,4029976657,178,,4028386933,141,54.5,4028386935,212,50.3,4028386931,140,78.3,4028386929,56,Center,4028386939,1,,4028386937,213,5.7,4028386927,155,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002245,8,1,1,0,33,67z1gqyiuzpmmb15q5fy7ntc4,1,22.9,47.2,2023-02-12T14:03:14.316Z,2023-02-12T21:49:29Z,4028387145,140,30.9,4028387149,212,11.3,4028387143,56,Back,4029976759,388,,4028387141,3,,4028387151,213,0.7,4028387147,141,58.3,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002283,9,1,1,0,36,67z1gqyiuzpmmb15q5fy7ntc4,1,29.3,58.1,2023-02-12T14:03:17.263Z,2023-02-12T21:49:40Z,4029977247,388,,4028387325,140,34.4,4028387321,56,Back,4028387331,213,0.7,4028387329,212,6.8,4028387327,141,64.2,4028387317,3,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002291,10,49,1,0,37,67z1gqyiuzpmmb15q5fy7ntc4,1,34.6,64.7,2023-02-12T14:03:18.423Z,2023-02-12T21:49:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002357,11,61,1,0,41,67z1gqyiuzpmmb15q5fy7ntc4,0,30.5,48.5,2023-02-12T14:03:21.530Z,2023-02-12T21:49:53Z,4029977679,389,,4028387699,56,Back,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002361,12,49,1,0,42,ej5er0oyngdw138yuumwqbyqt,1,74.7,60.9,2023-02-12T14:03:22.768Z,2023-02-12T21:49:59Z,,,,,,,,,,,,,,,,,,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002413,13,15,1,0,42,ej5er0oyngdw138yuumwqbyqt,1,75.6,60.8,2023-02-12T14:03:22.840Z,2023-02-12T21:50:02Z,4028387945,22,,4028387951,56,Center,4028388607,458,,4028388599,102,48.0,4029978077,178,,4028388603,215,,4028388083,72,,4028388597,80,,38de1wbyp2ruksgffna791n8p,N. Domínguez,4028388601,103,3.2,4028388609,146,98.6,4028388675,233,13,4028388605,328,4028388611,147,51.4,4028387947,18,,,,,,,,,,,,,,,,,,,
2507002485,13,10,1,0,43,67z1gqyiuzpmmb15q5fy7ntc4,1,3.5,49.7,2023-02-12T14:03:24.012Z,2023-02-12T21:50:06Z,4028388337,233,13,4028388267,182,,4028388271,56,Back,4028388265,180,,4028388263,177,,4029241263,376,,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002477,12,52,1,0,45,67z1gqyiuzpmmb15q5fy7ntc4,1,2.3,50.5,2023-02-12T14:03:25.557Z,2023-02-12T21:50:26Z,4029241519,376,,4029978853,389,,,,,,,,,,,,,,,,,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002565,14,1,1,0,49,67z1gqyiuzpmmb15q5fy7ntc4,1,5.9,50.7,2023-02-12T14:03:29.668Z,2023-02-12T21:50:31Z,4028388627,56,Back,4029979005,178,,4028388713,189,,4028388631,141,57.0,4028388629,140,9.4,4028388625,123,,4028388633,212,5.6,4028388635,213,0.9,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002639,15,1,1,0,51,67z1gqyiuzpmmb15q5fy7ntc4,1,10.1,58.5,2023-02-12T14:03:31.595Z,2023-02-12T21:50:35Z,4028389003,141,26.2,4028389005,212,22.0,4029979059,178,,4028389007,213,4.7,4028389001,140,8.9,4028388999,56,Back,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002677,16,1,1,0,56,67z1gqyiuzpmmb15q5fy7ntc4,1,13.8,19.3,2023-02-12T14:03:36.777Z,2023-02-12T21:50:40Z,4028389175,140,19.6,4028389179,141,4.3,4028389171,56,Back,4028389187,213,5.3,4028389183,212,11.9,4029979165,178,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002725,17,1,1,0,58,67z1gqyiuzpmmb15q5fy7ntc4,1,20.2,4.9,2023-02-12T14:03:38.533Z,2023-02-12T21:50:43Z,4028389461,212,19.5,4028389457,140,38.8,4028389459,141,3.8,4028389463,213,6.2,4029979319,178,,4028389455,56,Back,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002741,18,1,1,0,59,67z1gqyiuzpmmb15q5fy7ntc4,0,38.8,3.8,2023-02-12T14:03:39.987Z,2023-02-12T21:50:48Z,4028389531,56,Back,4029979457,178,,4028389539,212,6.4,4028389541,213,2.2,4028389569,156,,4028389535,141,11.2,4028389533,140,35.1,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002755,14,49,1,1,0,ej5er0oyngdw138yuumwqbyqt,1,72,86.9,2023-02-12T14:03:40.834Z,2023-02-12T21:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002777,15,1,1,1,0,ej5er0oyngdw138yuumwqbyqt,1,70.4,83.7,2023-02-12T14:03:40.878Z,2023-02-12T21:51:05Z,4028389681,213,6.1,4028389673,56,Left,4028389675,140,77.5,4029980099,178,,4028389677,141,82.2,4028389679,212,7.5,4028389671,155,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002807,16,1,1,1,1,ej5er0oyngdw138yuumwqbyqt,1,75.6,82,2023-02-12T14:03:42.143Z,2023-02-12T21:51:08Z,4029980221,178,,4028389843,141,96.0,4028389845,212,9.6,4028647121,3,,4028389841,140,74.1,4028389839,56,Left,4028389847,213,1.7,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002811,17,1,1,1,3,ej5er0oyngdw138yuumwqbyqt,0,77.1,97.3,2023-02-12T14:03:43.962Z,2023-02-12T21:51:13Z,4028389869,141,97.1,4029980343,178,,4028389879,236,,4028389865,56,Left,4028389871,212,0.6,4028389873,213,3.4,4028389867,140,76.5,4028389881,233,19,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,4028389885,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002795,19,74,1,1,3,67z1gqyiuzpmmb15q5fy7ntc4,1,24.1,2.1,2023-02-12T14:03:43.980Z,2023-02-12T21:51:17Z,4028389769,285,,4028389767,56,Back,4029980467,178,,4028389923,233,17,,,,,,,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002925,18,5,1,1,4,ej5er0oyngdw138yuumwqbyqt,1,84,101,2023-02-12T14:03:45.216Z,2023-02-12T21:51:19Z,4028390407,56,Left,4028390459,233,20,4028390409,347,,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507002873,20,5,1,1,4,67z1gqyiuzpmmb15q5fy7ntc4,0,16,-1,2023-02-12T14:03:45.216Z,2023-02-12T21:51:20Z,4028390197,347,,4028390479,233,18,4028390195,56,Back,,,,,,,,,,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003125,19,1,1,1,19,ej5er0oyngdw138yuumwqbyqt,1,84.3,100,2023-02-12T14:04:00.064Z,2023-02-12T21:51:23Z,4028391323,56,Left,4028391325,140,88.4,4028391331,213,5.3,4028391329,212,7.3,4028391321,107,,4028391327,141,92.3,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003143,20,1,1,1,20,ej5er0oyngdw138yuumwqbyqt,1,88.4,92.3,2023-02-12T14:04:01.110Z,2023-02-12T21:51:27Z,4028391429,212,7.1,4028391431,213,2.7,4028391427,141,96.3,4028647697,156,,4028391425,140,82.2,4028391423,56,Left,4029980805,178,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003201,21,1,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,82.2,96.3,2023-02-12T14:04:01.873Z,2023-02-12T21:51:30Z,4028391745,141,86.0,4028391743,140,79.4,4029980919,178,,4028391747,212,7.6,4028391741,56,Left,4028391749,213,4.3,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003279,22,1,1,1,24,ej5er0oyngdw138yuumwqbyqt,1,76.1,76.5,2023-02-12T14:04:04.862Z,2023-02-12T21:51:35Z,4028392149,212,9.7,4028392147,141,64.9,4029981039,178,,4028392143,56,Center,4028392145,140,70.8,4028392151,213,4.1,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003297,23,1,1,1,25,ej5er0oyngdw138yuumwqbyqt,1,71,64.8,2023-02-12T14:04:05.917Z,2023-02-12T21:51:41Z,4028392209,212,3.0,4028392207,141,68.4,4029981271,178,,4028392203,56,Center,4028392205,140,72.6,4028392211,213,1.0,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003317,24,81,1,1,25,ej5er0oyngdw138yuumwqbyqt,0,72.6,68.4,2023-02-12T14:04:06.076Z,2023-02-12T21:51:47Z,4028392337,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003451,21,68,1,1,37,67z1gqyiuzpmmb15q5fy7ntc4,0,0,0,2023-02-12T14:04:18.118Z,2023-02-12T21:52:07Z,4028393089,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003435,25,68,1,1,37,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-02-12T14:04:18.130Z,2023-02-12T21:52:18Z,4028393051,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003493,26,1,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,70.4,76.7,2023-02-12T14:04:19Z,2023-02-12T21:52:25Z,4028393265,141,68.6,4028393263,140,67.1,4028393267,212,6.5,4029982803,178,,4028393269,213,4.2,4028393261,56,Center,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003525,27,1,1,1,39,ej5er0oyngdw138yuumwqbyqt,1,66.6,69.7,2023-02-12T14:04:19.632Z,2023-02-12T21:52:29Z,4028393423,213,1.4,4028393415,56,Left,4029982861,178,,4028393419,141,88.3,4028393421,212,12.8,4028393417,140,68.4,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003541,28,1,1,1,41,ej5er0oyngdw138yuumwqbyqt,1,67.2,93.8,2023-02-12T14:04:22.250Z,2023-02-12T21:52:34Z,4028393507,140,76.4,4028393513,213,0.1,4028393509,141,95.4,4029982987,178,,4028393511,212,9.7,4028393505,56,Left,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003557,29,1,1,1,43,ej5er0oyngdw138yuumwqbyqt,1,73.9,95,2023-02-12T14:04:23.993Z,2023-02-12T21:52:37Z,4028393587,212,6.7,4028393581,56,Left,4028393589,213,4.7,4029983113,178,,4028393585,141,85.1,4028393583,140,73.8,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003573,30,1,1,1,44,ej5er0oyngdw138yuumwqbyqt,1,73.9,84.1,2023-02-12T14:04:24.540Z,2023-02-12T21:52:41Z,4028393647,140,51.1,4028393653,213,3.0,4028393663,156,,4028393649,141,89.0,4028393651,212,24.2,4029983245,178,,4028393645,56,Left,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003601,31,1,1,1,47,ej5er0oyngdw138yuumwqbyqt,0,50.9,87.8,2023-02-12T14:04:27.507Z,2023-02-12T21:52:45Z,4028393785,56,Back,4028393793,213,3.5,4029983439,178,,4028393951,286,,4028393941,233,22,4028393791,212,2.2,4028393789,141,86.8,4028393787,140,48.9,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,4028393937,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003623,22,74,1,1,47,67z1gqyiuzpmmb15q5fy7ntc4,1,52.1,13,2023-02-12T14:04:27.597Z,2023-02-12T21:52:55Z,4028393909,285,,4029983847,178,,4028393907,56,Right,4028394009,233,31,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003647,23,5,1,1,48,67z1gqyiuzpmmb15q5fy7ntc4,0,48.8,-1,2023-02-12T14:04:28.663Z,2023-02-12T21:53:00Z,4028394029,347,,4028394023,56,Back,4028394343,233,32,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003693,32,5,1,1,48,ej5er0oyngdw138yuumwqbyqt,1,51.2,101,2023-02-12T14:04:28.663Z,2023-02-12T21:53:00Z,4028394311,233,23,4028394289,56,Left,4028394291,347,,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507003861,33,1,1,1,57,ej5er0oyngdw138yuumwqbyqt,1,53.1,100,2023-02-12T14:04:37.794Z,2023-02-12T21:53:03Z,4028395135,212,20.1,4028395133,141,87.8,4028395129,56,Left,4028395131,140,70.1,4028395127,107,,4028395137,213,5.8,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
