id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/14/value
2533847205,3,1,1,0,5,ap6blbxhq9elm62vw6tutzlwg,0,23.8,61.1,2023-04-15T16:00:39.043Z,2023-04-16T00:33:00Z,4191426681,1,,4191426673,140,24.9,4191426669,157,,4191426677,212,2.1,4193231777,388,,4191426675,141,58.5,4191426679,213,5.3,4191426671,56,Back,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847243,9,44,1,0,7,gi0l1habji5hpgar77dl5jqe,1,75.8,39.8,2023-04-15T16:00:40.715Z,2023-04-16T05:28:52Z,4191426851,286,,4191426905,233,4,4191426847,56,Center,,,,,,,,,,,,,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847223,4,44,1,0,7,ap6blbxhq9elm62vw6tutzlwg,0,24.2,60.2,2023-04-15T16:00:40.716Z,2023-04-16T00:33:05Z,4191426761,285,,4191426759,56,Back,4191426953,233,9,,,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847273,10,1,1,0,7,gi0l1habji5hpgar77dl5jqe,0,77.2,37.1,2023-04-15T16:00:40.791Z,2023-04-16T05:28:52Z,4191427001,56,Center,4191427009,213,4.4,4191427005,141,26.1,4191427007,212,7.8,4191427003,140,75.1,4191426999,3,,4193232259,388,,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847233,5,49,1,0,8,ap6blbxhq9elm62vw6tutzlwg,1,26.2,64.6,2023-04-15T16:00:41.810Z,2023-04-16T00:33:14Z,,,,,,,,,,,,,,,,,,,,,,,,,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847255,6,1,1,0,8,ap6blbxhq9elm62vw6tutzlwg,0,26.2,64.6,2023-04-15T16:00:41.876Z,2023-04-16T00:33:17Z,4191426911,56,Center,4191426921,1,,4191426917,212,30.7,4191426919,213,6.0,4191426915,141,51.5,4191426909,157,,4193232673,178,,4191426913,140,54.2,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847295,11,49,1,0,12,gi0l1habji5hpgar77dl5jqe,1,42.5,56.7,2023-04-15T16:00:45.295Z,2023-04-16T00:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847341,12,1,1,0,14,gi0l1habji5hpgar77dl5jqe,1,42.5,55.8,2023-04-15T16:00:47.404Z,2023-04-16T00:33:26Z,4191427349,140,43.2,4191427355,213,4.8,4193233155,178,,4191427347,56,Back,4191427351,141,29.8,4191427353,212,17.7,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847351,13,1,1,0,16,gi0l1habji5hpgar77dl5jqe,1,39.5,28.9,2023-04-15T16:00:49.922Z,2023-04-16T00:33:28Z,4191427431,213,0.0,4193233327,178,,4191427425,212,21.4,4191427421,140,59.9,4191427419,56,Center,4191427423,141,30.0,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847397,14,1,1,0,18,gi0l1habji5hpgar77dl5jqe,1,59.9,30,2023-04-15T16:00:51.340Z,2023-04-16T00:33:41Z,4191427681,140,64.1,4193234113,178,,4191427685,212,9.0,4191427687,213,5.2,4191427677,56,Right,4191427683,141,18.5,,,,,,,cv0p6dzx3res3affivdwcpolx,D. Demme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847419,15,1,1,0,19,gi0l1habji5hpgar77dl5jqe,1,63.3,18.3,2023-04-15T16:00:52.620Z,2023-04-16T00:33:45Z,4192661275,156,,4191427813,56,Back,4191427817,141,9.4,4191427821,213,3.4,4193234385,178,,4191427815,140,41.7,4191427819,212,23.5,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847451,16,1,1,0,21,gi0l1habji5hpgar77dl5jqe,1,39.7,12.2,2023-04-15T16:00:54.860Z,2023-04-16T00:33:49Z,4191427953,140,28.8,4193234619,178,,4191427955,141,33.4,4191427959,213,2.2,4191427957,212,18.4,4191427951,56,Back,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847525,17,1,1,0,23,gi0l1habji5hpgar77dl5jqe,1,28.8,33.4,2023-04-15T16:00:57.162Z,2023-04-16T00:33:52Z,4191428363,212,24.8,4193234743,178,,4191428359,141,69.9,4191428355,140,29.6,4191428367,213,1.5,4191428351,56,Back,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847569,18,1,1,0,31,gi0l1habji5hpgar77dl5jqe,1,35.1,76.3,2023-04-15T16:01:04.712Z,2023-04-16T00:33:55Z,4193234931,178,,4191428595,56,Back,4191428599,141,80.0,4191428597,140,47.4,4191428603,213,0.2,4191428601,212,13.2,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847601,19,1,1,0,33,gi0l1habji5hpgar77dl5jqe,1,47.2,79.7,2023-04-15T16:01:06.241Z,2023-04-16T00:33:58Z,4193235199,178,,4191428791,213,3.3,4191428783,56,Back,4191428787,141,75.9,4191428789,212,13.2,4191428785,140,34.9,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847609,20,1,1,0,34,gi0l1habji5hpgar77dl5jqe,1,34.4,71.8,2023-04-15T16:01:08.183Z,2023-04-16T00:34:02Z,4191428837,141,35.8,4191428839,212,25.4,4191428841,213,4.4,4191428835,140,28.0,4191428833,56,Back,4193235411,178,,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847629,21,1,1,0,37,gi0l1habji5hpgar77dl5jqe,1,28,35.8,2023-04-15T16:01:11.191Z,2023-04-16T00:34:05Z,4191428933,56,Back,4191428941,213,6.0,4191428937,141,26.5,4193235551,178,,4191428935,140,45.6,4191428939,212,19.5,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847661,22,1,1,0,39,gi0l1habji5hpgar77dl5jqe,1,45.4,26.7,2023-04-15T16:01:12.760Z,2023-04-16T00:34:15Z,4191429101,56,Back,4191429105,141,33.1,4191429109,213,2.6,4191429107,212,7.9,4193236109,178,,4191429103,140,39.1,4192663219,156,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534075543,1160,3,1,0,40,gi0l1habji5hpgar77dl5jqe,0,40,34.9,2023-04-15T16:01:14.007Z,2023-04-16T00:34:20Z,4192666065,465,,4192666063,286,,4192666067,467,g64b8x11ndowv2zj29r9i311,4193236463,178,,4192666061,56,Back,,,,,,,,,,cv0p6dzx3res3affivdwcpolx,D. Demme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847673,23,4,1,0,41,gi0l1habji5hpgar77dl5jqe,1,40,34.2,2023-04-15T16:01:14.301Z,2023-04-16T00:34:24Z,4191429173,286,,4191429167,56,Back,4191429165,13,,4191429367,233,7,4191429169,152,,4191429171,265,,,,,,,,cv0p6dzx3res3affivdwcpolx,D. Demme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533847701,7,4,1,0,41,ap6blbxhq9elm62vw6tutzlwg,0,60,65.8,2023-04-15T16:01:14.302Z,2023-04-16T00:34:23Z,4191429303,56,Center,4191429461,233,23,4191429309,265,,4191429307,152,,4191429311,285,,4193236693,178,,4191429301,13,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848137,24,1,1,1,5,gi0l1habji5hpgar77dl5jqe,1,42.8,32.4,2023-04-15T16:01:38.991Z,2023-04-16T00:34:25Z,4191431691,56,Back,4191431699,213,3.7,4191431695,141,26.5,4191431697,212,7.2,4193236835,178,,4191431693,140,37.1,4191431687,5,,4191431689,152,,cv0p6dzx3res3affivdwcpolx,D. Demme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848187,25,1,1,1,13,gi0l1habji5hpgar77dl5jqe,1,69.4,40.1,2023-04-15T16:01:47.024Z,2023-04-16T00:34:29Z,4191431983,56,Center,4191431993,213,1.6,4191431987,141,59.7,4191431985,140,69.4,4191431989,212,13.3,4193237161,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848243,26,1,1,1,16,gi0l1habji5hpgar77dl5jqe,1,69.4,59.7,2023-04-15T16:01:49.661Z,2023-04-16T00:34:33Z,4191432265,213,1.1,4191432261,141,93.0,4191432259,140,79.1,4191432257,56,Left,4191432263,212,24.8,4193237473,178,,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848319,27,1,1,1,20,gi0l1habji5hpgar77dl5jqe,1,78,92.9,2023-04-15T16:01:53.245Z,2023-04-16T00:34:38Z,4191432707,212,12.6,4191432709,213,3.7,4191432703,140,67.7,4191432705,141,83.3,4193237761,178,,4191432701,56,Left,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848357,28,1,1,1,24,gi0l1habji5hpgar77dl5jqe,1,75.8,88.4,2023-04-15T16:01:57.758Z,2023-04-16T00:34:46Z,4193238329,178,,4191432923,56,Left,4191432929,212,4.9,4191432931,213,1.8,4191432925,140,74.7,4191432927,141,95.4,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848381,29,1,1,1,26,gi0l1habji5hpgar77dl5jqe,1,74.3,94.5,2023-04-15T16:01:59.873Z,2023-04-16T00:34:52Z,4191433059,212,9.7,4191433061,213,5.0,4191433053,56,Left,4191433055,140,77.1,4191433057,141,80.9,4193238649,178,,,,,,,,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848397,30,1,1,1,27,gi0l1habji5hpgar77dl5jqe,1,77.1,80.9,2023-04-15T16:02:01.003Z,2023-04-16T00:34:58Z,4193238981,178,,4191433163,212,4.7,4191433165,213,1.9,4191433157,56,Left,4191433159,140,75.8,4191433161,141,87.5,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848405,31,1,1,1,28,gi0l1habji5hpgar77dl5jqe,0,75.8,87.2,2023-04-15T16:02:02.037Z,2023-04-16T00:35:17Z,4191433201,56,Left,4191433209,213,2.5,4191433205,141,92.9,4191433207,212,6.3,4193240025,178,,4191433203,140,71.1,,,,,,,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848419,8,3,1,1,29,ap6blbxhq9elm62vw6tutzlwg,1,31.6,6,2023-04-15T16:02:02.900Z,2023-04-16T00:35:22Z,4192600837,465,,4193240397,178,,4191433341,285,,4191433287,56,Back,4191433337,233,32,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848427,32,45,1,1,29,gi0l1habji5hpgar77dl5jqe,0,68.4,94,2023-04-15T16:02:02.900Z,2023-04-16T00:35:22Z,4191433319,286,,4191433317,56,Left,4191433349,233,8,,,,,,,,,,,,,,,,72im0m7d8rqpsclo4f5crqmsp,E. Elmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848421,9,49,1,1,31,ap6blbxhq9elm62vw6tutzlwg,1,38.7,3.2,2023-04-15T16:02:04.319Z,2023-04-16T00:35:27Z,,,,,,,,,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534076901,566,3,1,1,31,ap6blbxhq9elm62vw6tutzlwg,0,35.1,5.2,2023-04-15T16:02:05.234Z,2023-04-16T00:35:31Z,4192673353,286,,4193241043,178,,4192673355,465,,4192673357,467,cv0p6dzx3res3affivdwcpolx,4192673351,56,Back,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848485,10,4,1,1,32,ap6blbxhq9elm62vw6tutzlwg,1,40,5.6,2023-04-15T16:02:05.448Z,2023-04-16T00:35:37Z,4191433639,152,,4191433635,13,,4191433637,56,Back,4191433643,286,,4191433641,265,,4191433733,233,33,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533848497,33,4,1,1,32,gi0l1habji5hpgar77dl5jqe,0,60,94.4,2023-04-15T16:02:05.449Z,2023-04-16T00:35:37Z,4191433759,233,10,4191433713,56,Left,4193241419,178,,4191433711,13,,4191433717,265,,4191433719,285,,4191433715,152,,,,,cv0p6dzx3res3affivdwcpolx,D. Demme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849017,11,1,1,2,8,ap6blbxhq9elm62vw6tutzlwg,0,47.2,7.9,2023-04-15T16:02:41.308Z,2023-04-16T00:35:39Z,4191436649,212,50.0,4191436641,152,,4191436651,213,0.8,4193241547,178,,4191436637,5,,4191436645,140,81.5,4191436647,141,58.8,4191436643,56,Center,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,4191436653,1,4191436639,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849013,34,44,1,2,11,gi0l1habji5hpgar77dl5jqe,1,18.8,40.3,2023-04-15T16:02:44.308Z,2023-04-16T05:28:52Z,4191437017,233,12,4191436629,285,,4191436627,56,Back,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849027,12,44,1,2,11,ap6blbxhq9elm62vw6tutzlwg,0,81.2,59.7,2023-04-15T16:02:44.309Z,2023-04-16T00:35:44Z,4191436717,286,,4191436715,56,Center,4191437061,233,34,,,,,,,,,,,,,,,,kc4qkj63uqu3wnkydxtvmwh5,O. Abildgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849039,35,1,1,2,11,gi0l1habji5hpgar77dl5jqe,0,19.1,39.4,2023-04-15T16:02:44.395Z,2023-04-16T05:28:53Z,4191436751,213,5.8,4191436741,56,Back,4193242001,388,,4191436745,141,28.8,4191436723,3,,4191436749,212,15.2,4191436743,140,31.8,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849097,13,1,1,2,13,ap6blbxhq9elm62vw6tutzlwg,0,68.2,75.3,2023-04-15T16:02:46.555Z,2023-04-16T00:35:51Z,4193242243,178,,4191437043,56,Center,4191437051,213,4.6,4191437047,141,68.8,4191437049,212,4.5,4191437045,140,67.6,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849111,36,8,1,2,13,gi0l1habji5hpgar77dl5jqe,1,31.2,28.2,2023-04-15T16:02:46.818Z,2023-04-16T00:35:56Z,4192676907,385,,4191437107,56,Back,4193242545,178,,,,,,,,,,,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534204769,587,67,1,2,14,ap6blbxhq9elm62vw6tutzlwg,1,59.7,75.8,2023-04-15T16:02:48.147Z,2023-04-16T05:28:53Z,4193367547,233,1320,,,,,,,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534204761,1320,67,1,2,14,gi0l1habji5hpgar77dl5jqe,0,40.3,24.2,2023-04-15T16:02:48.148Z,2023-04-16T01:01:47Z,4193367559,233,587,,,,,,,,,,,,,,,,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849161,14,1,1,2,14,ap6blbxhq9elm62vw6tutzlwg,1,57.1,77.9,2023-04-15T16:02:48.153Z,2023-04-16T05:28:53Z,4191437375,56,Back,4191437377,140,25.4,4193243243,178,,4191437381,212,35.4,4191437383,213,3.5,4191437379,141,60.0,4191437385,1,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849193,15,1,1,2,19,ap6blbxhq9elm62vw6tutzlwg,1,25,58.1,2023-04-15T16:02:52.712Z,2023-04-16T00:36:15Z,4191437593,140,32.1,4193243977,178,,4191437591,56,Back,4191437599,213,5.0,4191437595,141,26.1,4191437597,212,23.0,,,,,,,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849255,16,1,1,2,24,ap6blbxhq9elm62vw6tutzlwg,1,39.1,14.3,2023-04-15T16:02:57.377Z,2023-04-16T00:36:18Z,4191437927,56,Back,4191437931,141,4.4,4191437929,140,45.6,4191437935,213,5.5,4193244265,178,,4191437933,212,9.6,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533849291,17,1,1,2,25,ap6blbxhq9elm62vw6tutzlwg,1,45.6,4.4,2023-04-15T16:02:58.318Z,2023-04-16T00:36:20Z,4191438137,141,13.2,4191438139,212,12.0,4191438135,140,35.7,4193244425,178,,4191438141,213,2.6,4191438133,56,Back,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
