id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2538331229,9,1,1,0,55,gi0l1habji5hpgar77dl5jqe,1,38.8,29.5,2023-04-23T18:46:22.195Z,2023-04-24T00:45:20Z,4215250437,140,43.8,4215250439,141,9.8,4215250443,213,5.1,4216301037,178,,4215250435,56,Back,4215250441,212,14.4,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331237,10,1,1,0,58,gi0l1habji5hpgar77dl5jqe,1,43.8,9.8,2023-04-23T18:46:25.219Z,2023-04-24T00:45:23Z,4215250481,56,Back,4215250485,141,26.4,4216301241,178,,4215250489,213,2.0,4215250483,140,39.5,4215250487,212,12.2,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331263,11,1,1,1,3,gi0l1habji5hpgar77dl5jqe,1,39.5,26.1,2023-04-23T18:46:29.303Z,2023-04-24T00:45:26Z,4216301349,178,,4215250659,140,40.7,4215250665,213,4.8,4215250661,141,4.0,4215250663,212,15.1,4215250657,56,Back,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331291,12,1,1,1,5,gi0l1habji5hpgar77dl5jqe,1,40.7,4,2023-04-23T18:46:31.730Z,2023-04-24T00:45:30Z,4215250813,56,Right,4215250819,212,16.7,4215250815,140,56.6,4215250821,213,6.2,4215250817,141,3.0,4216301703,178,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331315,13,1,1,1,7,gi0l1habji5hpgar77dl5jqe,1,56.6,3,2023-04-23T18:46:34.225Z,2023-04-24T00:45:34Z,4215250911,212,13.5,4216301853,178,,4215250913,213,2.5,4215250907,141,15.0,4215250905,140,46.4,4215250903,56,Back,,,,,,,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331355,14,1,1,1,8,gi0l1habji5hpgar77dl5jqe,1,46.4,15,2023-04-23T18:46:35.137Z,2023-04-24T00:45:37Z,4215251159,213,4.6,4215251153,140,45.9,4215251151,56,Back,4215251155,141,3.3,4216301955,178,,4215251157,212,8.0,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331379,15,1,1,1,13,gi0l1habji5hpgar77dl5jqe,1,39.1,23.2,2023-04-23T18:46:39.926Z,2023-04-24T00:45:40Z,4215251269,140,29.6,4216302077,178,,4215251267,56,Back,4215251273,212,10.0,4215251271,141,23.7,4215251275,213,3.1,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331433,16,1,1,1,15,gi0l1habji5hpgar77dl5jqe,1,29.6,23.7,2023-04-23T18:46:41.681Z,2023-04-24T00:45:42Z,4215251581,56,Back,4215251585,141,60.0,4215251583,140,28.8,4215251589,213,1.6,4216302193,178,,4215251587,212,24.7,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331459,17,1,1,1,19,gi0l1habji5hpgar77dl5jqe,1,33.5,63.8,2023-04-23T18:46:45.890Z,2023-04-24T00:45:45Z,4215251729,212,21.2,4215251723,56,Back,4215251725,140,47.5,4215251731,213,0.8,4215251727,141,86.2,4216302305,178,,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331469,18,1,1,1,21,gi0l1habji5hpgar77dl5jqe,1,48.3,88,2023-04-23T18:46:48.046Z,2023-04-24T00:45:47Z,4215251801,140,48.9,4215251805,212,9.1,4215251803,141,74.6,4215251799,56,Back,4215251807,213,4.8,4216302371,178,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331529,19,1,1,1,22,gi0l1habji5hpgar77dl5jqe,1,48.9,74.6,2023-04-23T18:46:48.919Z,2023-04-24T00:45:50Z,4215252051,141,73.7,4215252053,212,11.3,4215252047,56,Back,4216302537,178,,4215252057,213,3.2,4215252049,140,38.2,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331581,20,1,1,1,27,gi0l1habji5hpgar77dl5jqe,1,32.9,63.8,2023-04-23T18:46:53.962Z,2023-04-24T00:45:53Z,4215252337,140,33.7,4215252345,213,4.8,4215252341,212,22.0,4215252335,56,Back,4216302637,178,,4215252339,141,31.4,,,,,,,8n0c5t5wzfkoauryyzy8be0gl,Juan Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331609,21,1,1,1,35,gi0l1habji5hpgar77dl5jqe,1,65.5,17.4,2023-04-23T18:47:01.296Z,2023-04-24T00:45:56Z,4216302735,178,,4215252477,212,14.4,4215252471,56,Right,4215252475,141,2.5,4215252473,140,75.3,4215252479,213,5.5,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331637,22,1,1,1,37,gi0l1habji5hpgar77dl5jqe,0,75.3,2.5,2023-04-23T18:47:03.520Z,2023-04-24T00:45:59Z,4216302887,178,,4215252613,213,0.4,4215252607,140,100.0,4215252611,212,29.3,4215252609,141,19.8,4215252605,56,Right,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331635,15,5,1,1,39,bqbbqm98ud8obe45ds9ohgyrd,1,-1.1,79.9,2023-04-23T18:47:05.754Z,2023-04-24T00:46:02Z,4215252651,233,23,4215252597,56,Back,4215252599,346,,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331641,23,5,1,1,39,gi0l1habji5hpgar77dl5jqe,0,101.1,20.1,2023-04-23T18:47:05.754Z,2023-04-24T00:46:01Z,4215252621,346,,4215252673,233,15,4215252619,56,Right,,,,,,,,,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331809,16,1,1,1,52,bqbbqm98ud8obe45ds9ohgyrd,1,4.4,51.6,2023-04-23T18:47:18.653Z,2023-04-24T00:46:40Z,4215253601,237,,4215254437,189,,4215253597,213,1.4,4215253589,56,Back,4215253593,141,69.4,4215253591,140,6.7,4215253595,212,12.3,4215253587,124,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331823,17,1,1,1,54,bqbbqm98ud8obe45ds9ohgyrd,1,6.7,69.4,2023-04-23T18:47:20.356Z,2023-04-24T00:46:43Z,4216305119,178,,4215253669,213,4.8,4215253663,140,7.8,4215253677,189,,4215253665,141,50.3,4215253661,56,Back,4215253667,212,13.0,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331863,18,1,1,1,59,bqbbqm98ud8obe45ds9ohgyrd,1,16,49,2023-04-23T18:47:25.537Z,2023-04-24T00:46:37Z,4215253865,213,5.0,4216304959,178,,4215253861,141,16.5,4215253863,212,23.1,4215253857,56,Back,4215253859,140,22.5,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331911,19,1,1,2,2,bqbbqm98ud8obe45ds9ohgyrd,1,25.2,16.2,2023-04-23T18:47:29.073Z,2023-04-24T00:46:47Z,4215254067,56,Right,4215254073,212,42.8,4216305357,178,,4215254075,213,0.0,4215254071,141,18.6,4215254069,140,65.9,4215254077,1,,4215254065,155,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331923,20,1,1,2,6,bqbbqm98ud8obe45ds9ohgyrd,0,65.4,15.6,2023-04-23T18:47:32.302Z,2023-04-24T01:09:45Z,4215254149,56,Right,4215254157,213,4.7,4216305667,178,,4215254155,212,6.8,4215254151,140,65.1,4215254153,141,5.6,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331979,24,1,1,2,7,gi0l1habji5hpgar77dl5jqe,0,31.6,96.3,2023-04-23T18:47:33.318Z,2023-04-24T00:46:57Z,4215254493,213,0.2,4215254487,140,52.4,4215254495,1,,4215254491,212,22.1,4216305797,178,,4215254485,56,Left,4215254489,141,100.0,4215254483,157,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331963,21,5,1,2,8,bqbbqm98ud8obe45ds9ohgyrd,1,45.5,-1.2,2023-04-23T18:47:34.858Z,2023-04-24T00:47:00Z,4215254529,233,25,4215254397,56,Back,4215254399,347,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538331983,25,5,1,2,8,gi0l1habji5hpgar77dl5jqe,0,54.5,101.2,2023-04-23T18:47:34.858Z,2023-04-24T00:47:00Z,4215254505,347,,4215254545,233,21,4215254503,56,Left,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332217,22,1,1,2,30,bqbbqm98ud8obe45ds9ohgyrd,1,63,0,2023-04-23T18:47:56.525Z,2023-04-24T00:47:02Z,4215255759,213,0.2,4215255753,140,84.7,4215255755,141,6.7,4215255751,56,Right,4215255749,107,,4215255757,212,23.3,4215255761,1,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332227,23,1,1,2,31,bqbbqm98ud8obe45ds9ohgyrd,0,85,5.9,2023-04-23T18:47:58.172Z,2023-04-24T00:47:07Z,4215255807,213,2.3,4215255799,56,Right,4216306381,178,,4215255803,141,18.9,4215255797,3,,4215255805,212,12.4,4215255801,140,76.7,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332237,26,49,1,2,32,gi0l1habji5hpgar77dl5jqe,1,21.7,78.2,2023-04-23T18:47:59.274Z,2023-04-24T00:47:16Z,,,,,,,,,,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332271,27,1,1,2,33,gi0l1habji5hpgar77dl5jqe,1,21.7,78.2,2023-04-23T18:47:59.301Z,2023-04-24T00:47:19Z,4215255959,141,78.7,4215255955,56,Back,4215255957,140,16.3,4215255963,213,3.1,4216307023,178,,4215255961,212,5.7,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332285,28,1,1,2,34,gi0l1habji5hpgar77dl5jqe,1,14.9,74.2,2023-04-23T18:48:00.810Z,2023-04-24T00:47:27Z,4215256055,213,4.2,4215256051,141,57.8,4215256053,212,12.6,4215256047,56,Back,4215256049,140,9.4,4216307463,178,,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538332299,29,1,1,2,36,gi0l1habji5hpgar77dl5jqe,1,9.4,57.8,2023-04-23T18:48:02.281Z,2023-04-24T00:47:30Z,4216307637,178,,4215256155,212,9.6,4215256151,140,3.7,4215256153,141,46.7,4215256157,213,4.0,4215256149,56,Back,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
