id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,assist
2482321917,9,15,1,0,17,ej5er0oyngdw138yuumwqbyqt,1,96.9,47.9,2022-11-06T11:31:30.126Z,2022-11-06T19:21:42Z,3898600857,233,3,3898601189,154,,3898601207,147,48.2,3898600485,16,,3900780237,388,,3898601195,102,48.3,3898600483,22,,3898601201,108,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,3898601187,29,3898600845,20,,3898601197,103,19.6,3898600487,56,Center,3898601205,146,98.8,3898601203,328,3898601191,55,8,3898601199,214,3898601185,78,,,,,,,,,,,,,,,,
2482321921,3,10,1,0,17,7gnly6999wao1xarwct4p8fe9,1,1.6,51.5,2022-11-06T11:31:30.209Z,2022-11-06T19:21:47Z,3899628899,377,,3898604953,21,,3898600869,233,9,3898600503,179,,3898600501,173,,3898600507,56,Back,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482321927,4,6,1,0,18,7gnly6999wao1xarwct4p8fe9,0,1.8,50.2,2022-11-06T11:31:31.287Z,2022-11-06T19:21:55Z,3898600519,56,Back,3898600567,233,10,3898600521,73,,,,,,,,,,,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482321937,10,6,1,0,18,ej5er0oyngdw138yuumwqbyqt,1,98.2,49.8,2022-11-06T11:31:31.287Z,2022-11-06T19:21:54Z,3898600563,233,4,3898600561,75,,3898600559,56,Center,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322303,11,1,1,1,12,ej5er0oyngdw138yuumwqbyqt,0,99.5,0.5,2022-11-06T11:32:24.576Z,2022-11-06T19:21:59Z,3900781449,178,,3899631693,20,,3898602391,212,27.1,3898602377,2,,3898602387,140,95.9,3898602383,224,,3898602385,56,Center,3898602389,141,40.0,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,3898602381,155,3898602379,6,,3898602393,213,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322335,5,12,1,1,13,7gnly6999wao1xarwct4p8fe9,1,8.1,64.6,2022-11-06T11:32:25.537Z,2022-11-06T19:22:08Z,3898602537,212,21.8,3898602531,56,Back,3900782085,178,,3898602539,213,5.5,3898756669,15,,3898602535,141,41.6,3898602533,140,22.5,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322347,6,12,1,1,14,7gnly6999wao1xarwct4p8fe9,1,24.1,39.8,2022-11-06T11:32:26.983Z,2022-11-06T19:22:12Z,3898602581,140,45.0,3898602579,56,Back,3898602587,213,0.6,3898602585,212,26.1,3900782521,178,,3898602583,141,60.5,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322391,12,1,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,55.8,44,2022-11-06T11:32:33.496Z,2022-11-06T19:22:14Z,3898602775,212,16.7,3900782651,178,,3898602773,141,68.4,3898602771,140,53.7,3898602777,213,1.7,3898602769,56,Center,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322409,13,1,1,1,23,ej5er0oyngdw138yuumwqbyqt,1,53.7,67.9,2022-11-06T11:32:36.084Z,2022-11-06T19:22:18Z,3898602869,141,95.6,3898602867,140,64.8,3898602871,212,22.2,3900782943,178,,3898602873,213,1.0,3898602863,56,Left,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322425,14,1,1,1,25,ej5er0oyngdw138yuumwqbyqt,1,64.8,95.6,2022-11-06T11:32:38.166Z,2022-11-06T19:22:22Z,3898602933,141,74.4,3898602929,56,Center,3898602935,212,17.3,3900783313,178,,3898602937,213,5.3,3898602931,140,73.9,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322433,15,1,1,1,26,ej5er0oyngdw138yuumwqbyqt,0,73.9,74.4,2022-11-06T11:32:39.197Z,2022-11-06T19:22:28Z,3900783793,178,,3898602973,56,Center,3898602975,140,78.9,3898602981,213,5.2,3898602979,212,10.6,3898602969,168,,3898602977,141,60.9,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322439,7,49,1,1,27,7gnly6999wao1xarwct4p8fe9,1,28.7,34.2,2022-11-06T11:32:40.080Z,2022-11-06T19:22:52Z,,,,,,,,,,,,,,,,,,,,,,,,,e2oeysariwd866ksilu3t4m7e,S. Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322457,8,1,1,1,27,7gnly6999wao1xarwct4p8fe9,1,28.7,34.2,2022-11-06T11:32:40.154Z,2022-11-06T19:22:58Z,3898603075,141,25.8,3898603073,140,39.1,3898603071,56,Back,3898603077,212,12.3,3900786065,178,,3898603079,213,5.8,,,,,,,e2oeysariwd866ksilu3t4m7e,S. Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322477,9,1,1,1,28,7gnly6999wao1xarwct4p8fe9,1,39.1,25.8,2022-11-06T11:32:40.789Z,2022-11-06T19:23:03Z,3898603173,212,11.3,3898603175,213,3.1,3900786351,178,,3898603169,140,28.3,3898603167,56,Back,3898603171,141,26.5,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322495,10,1,1,1,30,7gnly6999wao1xarwct4p8fe9,1,28.3,26.5,2022-11-06T11:32:42.827Z,2022-11-06T19:23:06Z,3900786545,178,,3898603273,141,53.6,3898603269,140,6.7,3898603281,213,2.5,3898603267,56,Back,3898603277,212,29.2,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322555,11,1,1,1,33,7gnly6999wao1xarwct4p8fe9,0,7.3,53.7,2022-11-06T11:32:46.013Z,2022-11-06T19:23:10Z,3898603669,155,,3898603679,213,0.2,3900786887,178,,3898603681,1,,3898603677,212,43.0,3898603671,56,Back,3898603673,140,47.7,3898603675,141,64.3,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322529,16,4,1,1,35,ej5er0oyngdw138yuumwqbyqt,1,51.9,28.5,2022-11-06T11:32:48.170Z,2022-11-06T19:23:15Z,3898603705,233,12,3898603507,152,,3898603505,56,Center,3898606739,294,,3898603511,286,,3898603503,13,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322559,12,4,1,1,35,7gnly6999wao1xarwct4p8fe9,0,48.1,71.5,2022-11-06T11:32:48.171Z,2022-11-06T19:23:15Z,3898603737,233,16,3898603693,152,,3898603695,285,,3900787235,178,,3898603687,13,,3898603691,56,Back,3898603689,294,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322637,17,1,1,1,47,ej5er0oyngdw138yuumwqbyqt,1,51.8,22.1,2022-11-06T11:32:59.815Z,2022-11-06T19:23:24Z,3898604069,141,20.3,3898604061,5,,3898604071,212,9.8,3898604067,140,42.5,3898753157,189,,3900787789,178,,3898604073,213,3.3,3898604063,152,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,3898604065,56,,,,,,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,
2482322655,18,1,1,1,52,ej5er0oyngdw138yuumwqbyqt,1,42.5,20.3,2022-11-06T11:33:04.854Z,2022-11-06T19:23:27Z,3900788029,178,,3898604161,212,11.6,3898604159,141,4.7,3898604157,140,46.9,3898604155,56,Back,3898604163,213,5.1,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322677,19,1,1,1,54,ej5er0oyngdw138yuumwqbyqt,0,46.9,4.7,2022-11-06T11:33:06.639Z,2022-11-06T19:23:30Z,3900788261,178,,3898604255,56,Right,3898604263,213,0.0,3898604265,1,,3898604253,155,,3898604257,140,100.0,3898604261,212,56.4,3898604259,141,5.9,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322699,13,5,1,1,57,7gnly6999wao1xarwct4p8fe9,1,-0.8,94.1,2022-11-06T11:33:10.317Z,2022-11-06T19:23:40Z,3898604373,233,20,3898604369,346,,3898604365,56,Back,,,,,,,,,,,,,,,,866f0f7taqhae91o3cjnnx0ph,V. Lazaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322687,20,5,1,1,57,ej5er0oyngdw138yuumwqbyqt,0,100.8,5.9,2022-11-06T11:33:10.317Z,2022-11-06T19:23:41Z,3898604293,346,,3898604397,233,13,3898604291,56,Right,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322947,14,1,1,2,28,7gnly6999wao1xarwct4p8fe9,0,4.9,39.2,2022-11-06T11:33:40.676Z,2022-11-06T19:23:44Z,3898605617,212,68.6,3898605611,56,Center,3898605621,1,,3898605619,213,0.1,3898605609,124,,3898605615,141,48.2,3898605623,74,,3898605613,140,70.0,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482751469,928,43,1,2,32,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-11-06T11:33:44.876Z,2022-11-06T20:24:46Z,3900908781,233,799,3901038669,144,67,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482751467,799,43,1,2,32,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-11-06T11:33:44.877Z,2022-11-06T20:24:46Z,3901038711,144,67,3900908819,233,928,,,,,,,,,,,,,,,,,,,cdrzpuj49ploquvdolgh5c3bp,S. Lukić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482777229,1359,67,1,2,32,ej5er0oyngdw138yuumwqbyqt,1,31.2,49.8,2022-11-06T11:33:44.877Z,2022-11-06T21:06:24Z,3901039441,233,1147,,,,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482777221,1147,67,1,2,32,7gnly6999wao1xarwct4p8fe9,0,68.8,50.2,2022-11-06T11:33:44.878Z,2022-11-06T20:24:55Z,3901039457,233,1359,,,,,,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482322943,21,8,1,2,32,ej5er0oyngdw138yuumwqbyqt,1,30.8,51.9,2022-11-06T11:33:44.930Z,2022-11-06T21:06:24Z,3900789697,178,,3898605593,56,Back,3899642579,385,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482751689,934,43,1,2,38,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-11-06T11:33:51.178Z,2022-11-06T20:26:49Z,3900909971,399,180151,3901050551,144,83,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482779521,1380,83,1,2,38,ej5er0oyngdw138yuumwqbyqt,1,19.6,68.8,2022-11-06T11:33:51.179Z,2022-11-06T20:26:54Z,3901051041,399,180151,,,,,,,,,,,,,,,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323037,15,1,1,2,38,7gnly6999wao1xarwct4p8fe9,1,78.2,31.2,2022-11-06T11:33:51.204Z,2022-11-06T19:24:00Z,3900790581,178,,3898606013,56,Center,3898606015,140,72.3,3898606019,212,6.2,3898606021,213,3.0,3898606017,141,32.1,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323049,16,1,1,2,40,7gnly6999wao1xarwct4p8fe9,0,72.1,31.2,2022-11-06T11:33:52.774Z,2022-11-06T19:24:04Z,3898606061,56,Center,3898606059,155,,3898606067,212,22.7,3898606069,213,0.7,3898606065,141,53.6,3900790933,178,,3898606063,140,88.1,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323035,22,1,1,2,41,ej5er0oyngdw138yuumwqbyqt,1,12.7,50.3,2022-11-06T11:33:54.002Z,2022-11-06T19:24:07Z,3898605999,140,18.2,3898606005,213,0.5,3898605997,56,Back,3898606003,212,6.6,3898606001,141,54.9,3900791339,388,,3898605995,3,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323043,23,49,1,2,42,ej5er0oyngdw138yuumwqbyqt,1,17.9,54.5,2022-11-06T11:33:54.863Z,2022-11-06T19:24:12Z,,,,,,,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323075,24,1,1,2,43,ej5er0oyngdw138yuumwqbyqt,0,18.5,54.8,2022-11-06T11:33:55.565Z,2022-11-06T19:24:15Z,3898606159,140,44.6,3898606167,1,,3898606161,141,65.2,3898606157,56,Back,3900792013,178,,3898606165,213,0.3,3898606163,212,28.3,3898606155,157,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482525119,766,49,1,2,46,7gnly6999wao1xarwct4p8fe9,1,57.6,34,2022-11-06T11:33:58.668Z,2022-11-06T19:24:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323117,17,1,1,2,46,7gnly6999wao1xarwct4p8fe9,0,63,34.9,2022-11-06T11:33:58.724Z,2022-11-06T19:24:33Z,3898606357,140,68.0,3898606361,212,20.8,3898606359,141,64.5,3898606355,56,Center,3900793519,178,,3898606363,213,1.3,3898606353,155,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482525297,880,49,1,2,48,ej5er0oyngdw138yuumwqbyqt,1,24.9,32.3,2022-11-06T11:34:00.738Z,2022-11-06T19:24:41Z,,,,,,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323159,25,1,1,2,49,ej5er0oyngdw138yuumwqbyqt,1,34.6,33,2022-11-06T11:34:01.603Z,2022-11-06T19:24:45Z,3898606573,213,5.9,3898606565,56,Back,3898606569,141,26.7,3898606571,212,11.8,3898606567,140,45.1,3900794425,178,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482752267,809,43,1,2,53,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-11-06T11:34:05.826Z,2022-11-06T20:27:47Z,3900913097,399,235865,3901055471,144,83,,,,,,,,,,,,,,,,,,,ds0ka65ypjubtgp60kupc7dnt,P. Pellegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482780395,1181,83,1,2,53,7gnly6999wao1xarwct4p8fe9,1,46.4,70.2,2022-11-06T11:34:05.827Z,2022-11-06T20:27:53Z,3901055841,399,235865,,,,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482323195,26,1,1,2,54,ej5er0oyngdw138yuumwqbyqt,1,52.5,38.9,2022-11-06T11:34:07.106Z,2022-11-06T19:24:49Z,3898606757,140,43.1,3898606761,212,16.2,3898606759,141,57.8,3898606755,56,Back,3898606763,213,2.2,3900794593,178,,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
