id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/17/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2449497227,12,3,1,1,1,9dntj5dioj5ex52yrgwzxrq9l,1,39.6,87.4,2022-08-21T18:46:10.330Z,2022-08-22T01:32:16Z,3724307865,286,,3725493737,178,,3725081289,464,,3724307883,233,14,3724307861,56,Back,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497167,14,45,1,1,1,e75syeuawg3ql8nwpi3vr2btz,0,60.4,12.6,2022-08-21T18:46:10.330Z,2022-08-22T01:32:16Z,3724307915,233,12,3724307499,285,,3724307497,56,Right,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497235,13,3,1,1,5,9dntj5dioj5ex52yrgwzxrq9l,0,72,70.9,2022-08-21T18:46:14.906Z,2022-08-22T01:32:27Z,3725081115,465,,3724307921,286,,3725494069,178,,3724307919,56,Center,3724308061,233,15,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497251,15,7,1,1,5,e75syeuawg3ql8nwpi3vr2btz,1,28,29.1,2022-08-21T18:46:15.315Z,2022-08-22T01:32:30Z,3724308037,233,13,3724308001,56,Back,3725081341,383,,3725494153,178,,3724308003,285,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497259,16,49,1,1,8,e75syeuawg3ql8nwpi3vr2btz,1,29.2,31,2022-08-21T18:46:17.497Z,2022-08-22T01:32:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497271,17,1,1,1,8,e75syeuawg3ql8nwpi3vr2btz,1,29.1,31.6,2022-08-21T18:46:17.526Z,2022-08-22T01:32:39Z,3724308103,213,4.8,3724308101,212,15.4,3724308095,56,Back,3724308097,140,30.6,3724308099,141,9.1,3725494341,178,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497279,18,1,1,1,10,e75syeuawg3ql8nwpi3vr2btz,0,30.8,8.2,2022-08-21T18:46:19.389Z,2022-08-22T01:32:50Z,3724308127,56,Back,3724308129,140,34.9,3724308131,141,16.5,3725494589,178,,3724308135,213,0.9,3724308133,212,7.1,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449715145,932,67,1,1,10,9dntj5dioj5ex52yrgwzxrq9l,1,67.8,80.6,2022-08-21T18:46:20.021Z,2022-08-22T03:28:23Z,3725534887,233,742,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449715139,742,67,1,1,10,e75syeuawg3ql8nwpi3vr2btz,0,32.2,19.4,2022-08-21T18:46:20.022Z,2022-08-22T02:02:43Z,3725534891,233,932,,,,,,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497277,14,8,1,1,10,9dntj5dioj5ex52yrgwzxrq9l,1,66.5,82.8,2022-08-21T18:46:20.083Z,2022-08-22T03:28:23Z,3725494753,178,,3725083159,383,,3724308125,56,Left,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497289,15,49,1,1,11,9dntj5dioj5ex52yrgwzxrq9l,1,69.1,77.3,2022-08-21T18:46:21.210Z,2022-08-22T01:32:57Z,,,,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497321,16,1,1,1,12,9dntj5dioj5ex52yrgwzxrq9l,1,70.9,74.2,2022-08-21T18:46:21.330Z,2022-08-22T01:33:00Z,3724308429,212,12.0,3724308427,141,83.7,3724308423,56,Left,3724308431,213,0.6,3724308425,140,80.5,3725495019,178,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497325,17,50,1,1,12,9dntj5dioj5ex52yrgwzxrq9l,1,90.9,79,2022-08-21T18:46:22.302Z,2022-08-22T01:33:17Z,3724308451,286,,3724308639,233,19,3724308449,56,Left,,,,,,,,,,,,,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497335,19,7,1,1,14,e75syeuawg3ql8nwpi3vr2btz,1,9.1,21,2022-08-21T18:46:23.792Z,2022-08-22T01:33:23Z,3724308563,233,17,3725083973,385,,3725495695,389,,3724308517,285,,3724308513,167,,3724308515,56,Back,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497539,18,5,1,1,15,9dntj5dioj5ex52yrgwzxrq9l,1,92.4,101.5,2022-08-21T18:46:24.508Z,2022-08-22T01:33:26Z,3724309677,233,20,3724309671,56,Left,3724309673,347,,,,,,,,,,,,,,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497341,20,5,1,1,15,e75syeuawg3ql8nwpi3vr2btz,0,7.6,-1.5,2022-08-21T18:46:24.508Z,2022-08-22T01:33:26Z,3724308533,347,,3724309709,233,18,3724308531,56,Back,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497613,19,1,1,1,32,9dntj5dioj5ex52yrgwzxrq9l,1,91.7,100,2022-08-21T18:46:41.555Z,2022-08-22T01:33:30Z,3724310003,213,4.1,3724309993,107,,3724309995,56,Left,3724310001,212,8.7,3724309999,141,90.6,3724309997,140,87.0,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497709,20,1,1,1,33,9dntj5dioj5ex52yrgwzxrq9l,1,87,90.6,2022-08-21T18:46:42.716Z,2022-08-22T01:33:35Z,3724310505,213,0.7,3724310503,212,5.6,3725495881,178,,3724310499,140,91.2,3724310497,56,Left,3724310501,141,95.6,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497763,21,1,1,1,39,9dntj5dioj5ex52yrgwzxrq9l,1,90.6,95,2022-08-21T18:46:49.311Z,2022-08-22T01:33:38Z,3725495955,178,,3724310785,140,77.5,3724310783,56,Left,3724310787,141,95.7,3724310789,212,13.8,3724310791,213,3.1,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497791,22,1,1,1,43,9dntj5dioj5ex52yrgwzxrq9l,0,74.4,94.4,2022-08-21T18:46:52.643Z,2022-08-22T01:33:41Z,3724310925,56,Center,3724310931,212,35.9,3724310935,1,,3724310921,2,,3725084615,20,,3724310929,141,43.7,3724310927,140,84.0,3724310923,155,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,3724310933,213,3725496067,178,3725084613,223,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
2449497859,21,12,1,1,44,e75syeuawg3ql8nwpi3vr2btz,1,15.4,56.3,2022-08-21T18:46:54.304Z,2022-08-22T01:33:46Z,3724311303,212,41.4,3724311305,213,0.6,3725496207,178,,3724311301,141,92.6,3724311347,15,,3724311297,56,Back,3724311299,140,47.0,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449497937,23,1,1,1,52,9dntj5dioj5ex52yrgwzxrq9l,1,43.2,10.1,2022-08-21T18:47:01.871Z,2022-08-22T01:33:55Z,3725496399,178,,3724311671,56,Back,3724311675,141,36.1,3724311673,140,37.7,3724311679,213,1.9,3724311677,212,18.6,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498003,24,1,1,1,55,9dntj5dioj5ex52yrgwzxrq9l,1,40.2,32.2,2022-08-21T18:47:05.260Z,2022-08-22T01:33:57Z,3724312083,56,Back,3724312085,140,48.1,3725496459,178,,3724312091,213,5.2,3724312087,141,11.7,3724312089,212,16.2,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498033,25,1,1,1,58,9dntj5dioj5ex52yrgwzxrq9l,1,54,11.4,2022-08-21T18:47:07.869Z,2022-08-22T01:34:00Z,3724312249,213,0.6,3724312247,212,31.3,3724312243,140,77.9,3725496511,178,,3724312237,155,,3724312245,141,38.8,3724312241,56,Center,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498041,26,1,1,2,0,9dntj5dioj5ex52yrgwzxrq9l,1,77.9,38.8,2022-08-21T18:47:10.074Z,2022-08-22T01:34:08Z,3724312277,56,Center,3724312313,156,,3724312279,140,74.1,3724312283,212,4.0,3724312285,213,3.2,3724312281,141,38.2,3725496705,178,,3725496707,21,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498097,27,1,1,2,2,9dntj5dioj5ex52yrgwzxrq9l,1,75.2,40.2,2022-08-21T18:47:11.529Z,2022-08-22T01:34:18Z,3724312621,212,13.6,3724313535,154,,3724312623,213,5.8,3724313533,210,15,3724312619,141,30.5,3724312617,140,86.5,3725496815,178,,3724312615,56,Center,eyra5urhrm92240e7qbll736d,A. Rebić,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449498103,28,15,1,2,4,9dntj5dioj5ex52yrgwzxrq9l,1,90.3,27,2022-08-21T18:47:14.138Z,2022-08-22T01:34:18Z,3725086747,80,,3724313555,147,45.8,3724313541,29,,3724312667,22,,3724312669,63,,3724313551,103,18.4,3724313545,55,27,3724313553,146,99.1,11o903vztwpnmvgrinn208qnd,Rafael Leão,,3725496887,178,3724313549,102,3724312671,56,3724312917,20,,3724313579,233,22,,46.8,Center,3724313543,154,,,,,,,,,,,,,,,,,,,,
2449498129,22,10,1,2,5,e75syeuawg3ql8nwpi3vr2btz,1,0.6,54.3,2022-08-21T18:47:14.859Z,2022-08-22T01:34:22Z,3724312841,178,,3724313119,233,28,3724312843,182,,3725086837,377,,3724312839,173,,3724312845,56,Back,,,,,,,7drgir9lcwfst8vxz07jboe6t,J. Musso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
