id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,assist,qualifier/17/value
2509485035,6,61,1,0,7,3vo5mpj7catp66nrwwqiuhuup,0,40.2,92.9,2023-02-18T19:46:15.211Z,2023-02-19T03:24:42Z,4041545841,56,Back,4042537255,178,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485077,6,1,1,0,8,dxq76zcvnokq07cszdx0i6kve,1,58.5,13.2,2023-02-18T19:46:16.363Z,2023-02-19T03:24:47Z,4041546055,213,1.6,4041546053,212,13.6,4042537383,178,,4041546051,141,33.2,4041546047,56,Center,4041546049,140,58.0,,,,,,,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485097,7,1,1,0,10,dxq76zcvnokq07cszdx0i6kve,1,56.3,35.1,2023-02-18T19:46:18.136Z,2023-02-19T03:24:55Z,4042537563,178,,4041546177,141,34.0,4041546169,56,Center,4041546183,213,6.2,4041546173,140,64.0,4041546181,212,8.1,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509679451,788,67,1,0,10,dxq76zcvnokq07cszdx0i6kve,1,68.1,34.9,2023-02-18T19:46:18.744Z,2023-02-19T04:39:58Z,4042596715,233,942,,,,,,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509679449,942,67,1,0,10,3vo5mpj7catp66nrwwqiuhuup,0,31.9,65.1,2023-02-18T19:46:18.745Z,2023-02-19T04:17:09Z,4042596723,233,788,,,,,,,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509500367,205,1,1,0,10,dxq76zcvnokq07cszdx0i6kve,1,68.7,34.3,2023-02-18T19:46:18.759Z,2023-02-19T04:39:58Z,4041631475,156,,4041631465,141,28.9,4041631461,56,Center,4041631467,212,4.7,4042537771,178,,4041631463,140,65.9,4041631469,213,4.0,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485103,8,61,1,0,11,dxq76zcvnokq07cszdx0i6kve,0,70.9,33.1,2023-02-18T19:46:19.094Z,2023-02-19T03:25:08Z,4042537911,178,,4041546207,56,Center,,,,,,,,,,,,,,,,,,,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485109,7,49,1,0,12,3vo5mpj7catp66nrwwqiuhuup,1,32.4,81.2,2023-02-18T19:46:20.183Z,2023-02-19T03:25:15Z,,,,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485149,8,1,1,0,12,3vo5mpj7catp66nrwwqiuhuup,1,32.4,81.2,2023-02-18T19:46:20.190Z,2023-02-19T03:25:21Z,4041546417,140,19.2,4041546419,141,84.8,4041546421,212,14.1,4041546415,56,Back,4042538225,178,,4041546423,213,3.0,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485233,9,1,1,0,15,3vo5mpj7catp66nrwwqiuhuup,0,20,94,2023-02-18T19:46:23.056Z,2023-02-19T03:25:27Z,4041546823,213,5.8,4041546825,1,,4041546809,155,,4041546815,140,57.3,4041546813,56,Center,4042538413,178,,4041546817,141,62.9,4041546819,212,44.5,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485287,9,1,1,0,18,dxq76zcvnokq07cszdx0i6kve,1,50.6,34.3,2023-02-18T19:46:25.921Z,2023-02-19T03:25:33Z,4041547115,213,6.3,4041547113,212,8.0,4041547107,140,58.2,4041547111,141,34.0,4042538533,178,,4041547103,3,,4041547105,56,Center,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509501273,210,49,1,0,19,dxq76zcvnokq07cszdx0i6kve,1,59.4,37.9,2023-02-18T19:46:27.127Z,2023-02-19T03:25:40Z,,,,,,,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485319,10,1,1,0,19,dxq76zcvnokq07cszdx0i6kve,1,59.1,34,2023-02-18T19:46:27.171Z,2023-02-19T03:25:44Z,4041547281,213,2.3,4042538831,178,,4041547273,56,Back,4041547275,140,44.6,4041547279,212,22.4,4041547271,155,,4041547277,141,58.1,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485325,11,1,1,0,21,dxq76zcvnokq07cszdx0i6kve,0,45.8,57.3,2023-02-18T19:46:29.111Z,2023-02-19T03:25:50Z,4041547319,3,,4041547321,56,Center,4041547327,212,25.6,4041547329,213,5.6,4042538941,388,,4041547325,141,34.2,4041547323,140,65.0,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509501401,226,49,1,0,22,3vo5mpj7catp66nrwwqiuhuup,1,37.7,61.7,2023-02-18T19:46:30.571Z,2023-02-19T03:25:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485409,10,1,1,0,23,3vo5mpj7catp66nrwwqiuhuup,1,37.7,59.3,2023-02-18T19:46:31.370Z,2023-02-19T03:26:02Z,4041547799,141,27.0,4041547797,140,34.2,4041547803,213,4.5,4042539147,178,,4041547795,56,Back,4041547801,212,22.3,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485439,11,1,1,0,28,3vo5mpj7catp66nrwwqiuhuup,1,37,24.6,2023-02-18T19:46:35.932Z,2023-02-19T03:26:04Z,4041547913,140,34.2,4041547915,141,50.3,4042539177,178,,4041547919,213,1.7,4041547911,56,Back,4041547917,212,17.7,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485525,12,1,1,0,30,3vo5mpj7catp66nrwwqiuhuup,1,34.2,52,2023-02-18T19:46:38.133Z,2023-02-19T03:26:08Z,4041548427,212,16.9,4041548421,56,Back,4041548429,213,1.1,4042539235,178,,4041548425,141,74.7,4041548423,140,40.8,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485575,13,2,1,0,34,3vo5mpj7catp66nrwwqiuhuup,1,53.4,73.7,2023-02-18T19:46:42.444Z,2023-02-19T03:26:22Z,4042539605,178,,4041548673,56,Center,4041548865,7,8qgbxff7xlg0zjtyees7ljljp,4041548675,140,74.5,4041548677,141,51.8,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485567,12,55,1,0,34,dxq76zcvnokq07cszdx0i6kve,1,27.5,38.6,2023-02-18T19:46:42.445Z,2023-02-19T03:26:22Z,4041554691,189,,,,,,,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485583,13,43,1,0,39,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-02-18T19:46:46.851Z,2023-02-18T19:46:49Z,4041548825,144,49,,,,,,,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485771,14,1,1,0,48,dxq76zcvnokq07cszdx0i6kve,1,27.5,48.4,2023-02-18T19:46:56.460Z,2023-02-19T03:26:26Z,4041549717,140,27.2,4041549711,5,,4041549719,141,77.6,4041549721,212,19.9,4041549715,56,Back,4041549713,241,,4041549723,213,1.6,4042539795,178,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485803,15,1,1,0,51,dxq76zcvnokq07cszdx0i6kve,1,27.3,77.6,2023-02-18T19:46:59.081Z,2023-02-19T03:26:30Z,4041549897,212,13.8,4041549891,56,Back,4041549899,213,1.1,4042539891,178,,4041549895,141,95.6,4041549893,140,33.4,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485857,16,1,1,0,53,dxq76zcvnokq07cszdx0i6kve,1,37.4,94.7,2023-02-18T19:47:01.416Z,2023-02-19T03:26:33Z,4041550141,213,3.7,4042539935,178,,4041550135,140,20.7,4041550133,56,Back,4041550137,141,77.8,4041550139,212,21.0,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485925,17,1,1,0,55,dxq76zcvnokq07cszdx0i6kve,1,16.3,77.2,2023-02-18T19:47:03.778Z,2023-02-19T03:26:35Z,4041550467,141,46.6,4042539981,178,,4041550471,213,4.1,4041550469,212,24.7,4041550465,140,3.7,4041550463,56,Back,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485971,18,1,1,1,0,dxq76zcvnokq07cszdx0i6kve,0,4.9,35.2,2023-02-18T19:47:08.107Z,2023-02-19T03:26:38Z,4041550707,140,44.8,4041550713,213,6.1,4042540029,178,,4041550715,1,,4041550709,141,25.0,4041550705,56,Back,4041550703,155,,4041550711,212,42.5,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509485999,14,1,1,1,3,3vo5mpj7catp66nrwwqiuhuup,0,54.9,70.6,2023-02-18T19:47:11.128Z,2023-02-19T03:26:43Z,4042540153,388,,4041550873,212,15.7,4041550875,213,5.7,4041550865,3,,4041550869,140,67.2,4041550867,56,Center,4041550871,141,57.6,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486021,19,1,1,1,5,dxq76zcvnokq07cszdx0i6kve,0,31.4,37.7,2023-02-18T19:47:13.321Z,2023-02-19T03:26:48Z,4041550991,56,Back,4041550997,141,45.7,4041551001,212,8.3,4041550989,3,,4041550995,140,37.4,4042540253,178,,4041551003,213,0.7,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486037,15,49,1,1,6,3vo5mpj7catp66nrwwqiuhuup,1,59.8,57.9,2023-02-18T19:47:14.278Z,2023-02-19T03:26:54Z,,,,,,,,,,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486053,16,61,1,1,7,3vo5mpj7catp66nrwwqiuhuup,0,59.8,57.9,2023-02-18T19:47:15.027Z,2023-02-19T03:27:00Z,4041551145,56,Center,4042540463,178,,,,,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486095,20,43,1,1,8,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-02-18T19:47:16.115Z,2023-02-18T19:47:38Z,4041553407,144,61,4041551385,56,Back,,,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486101,21,49,1,1,8,dxq76zcvnokq07cszdx0i6kve,1,35.6,50.3,2023-02-18T19:47:16.744Z,2023-02-19T03:27:05Z,,,,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486303,22,1,1,1,18,dxq76zcvnokq07cszdx0i6kve,1,46.7,65.5,2023-02-18T19:47:26.372Z,2023-02-19T03:27:09Z,4041552453,56,Left,4041552459,212,20.2,4041552457,141,91.2,4041552455,140,56.3,4041552461,213,1.0,4042540675,178,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486375,23,1,1,1,22,dxq76zcvnokq07cszdx0i6kve,1,57,93.9,2023-02-18T19:47:29.954Z,2023-02-19T03:27:13Z,4041552839,141,80.6,4041552837,140,51.9,4041552845,213,4.2,4041552835,56,Left,4041552841,212,10.5,4042540737,178,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486487,24,1,1,1,26,dxq76zcvnokq07cszdx0i6kve,1,52.2,78.2,2023-02-18T19:47:34.150Z,2023-02-19T03:27:16Z,4041553489,56,Back,4042540789,178,,4041553491,140,38.7,4041553497,213,4.0,4041553493,141,54.9,4041553495,212,21.3,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486549,25,1,1,1,28,dxq76zcvnokq07cszdx0i6kve,1,38.6,45.8,2023-02-18T19:47:36.693Z,2023-02-19T03:27:20Z,4042540889,178,,4041553829,56,Back,4041553833,140,48.7,4041553835,141,8.5,4041553839,213,5.1,4041553837,212,27.5,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486555,26,1,1,1,33,dxq76zcvnokq07cszdx0i6kve,1,53.7,8.2,2023-02-18T19:47:41.599Z,2023-02-19T03:27:26Z,4041553903,140,62.7,4041553905,141,3.8,4042541017,178,,4041553909,213,6.0,4041553907,212,9.9,4041553901,56,Right,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486571,27,1,1,1,35,dxq76zcvnokq07cszdx0i6kve,1,59.5,4.4,2023-02-18T19:47:43.207Z,2023-02-19T03:27:31Z,4041554027,141,6.1,4041554029,212,17.2,4041554031,213,3.1,4042541157,178,,4041554025,140,43.2,4041554023,56,Back,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486613,28,1,1,1,37,dxq76zcvnokq07cszdx0i6kve,1,41.9,8.3,2023-02-18T19:47:45.329Z,2023-02-19T03:27:35Z,4042541229,178,,4041554279,56,Back,4041554283,141,30.0,4041554285,212,18.2,4041554287,213,2.2,4041554281,140,31.7,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486705,29,1,1,1,41,dxq76zcvnokq07cszdx0i6kve,1,27.5,43.1,2023-02-18T19:47:49.666Z,2023-02-19T03:27:38Z,4041554761,213,1.3,4041554749,56,Back,4041554759,212,24.3,4041554757,141,77.6,4041554755,140,33.4,4042541291,178,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486749,30,1,1,1,46,dxq76zcvnokq07cszdx0i6kve,1,44.2,90.9,2023-02-18T19:47:54.434Z,2023-02-19T03:27:40Z,4041554989,213,5.3,4041554987,212,14.8,4041554981,56,Center,4042541363,178,,4041554983,140,51.7,4041554985,141,72.4,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486783,31,1,1,1,48,dxq76zcvnokq07cszdx0i6kve,0,55.7,76.6,2023-02-18T19:47:56.426Z,2023-02-19T03:27:43Z,4041555173,140,91.5,4041555179,213,6.2,4041555171,56,Center,4041555177,212,37.8,4041555175,141,70.2,4042541425,178,,4041555181,1,,4041555363,4,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486967,32,61,1,1,49,dxq76zcvnokq07cszdx0i6kve,1,65,74.5,2023-02-18T19:47:56.989Z,2023-02-19T03:28:51Z,4042542377,178,,4041556179,56,Center,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486831,17,49,1,1,52,3vo5mpj7catp66nrwwqiuhuup,1,8.4,35.1,2023-02-18T19:48:00.556Z,2023-02-19T03:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509486959,18,1,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,9.8,47.2,2023-02-18T19:48:02.111Z,2023-02-19T03:29:04Z,4041556131,141,55.0,4042542571,178,,4041556133,212,18.0,4041556135,213,0.3,4041556127,56,Back,4041556129,140,26.2,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
