id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/17/value,qualifier/16/value,qualifier/14/value
2502166999,5,1,1,0,24,4raiad4l2j5lkfaz92pk4osb,1,31.5,3.6,2023-01-29T17:03:42.045Z,2023-01-30T01:54:52Z,4003028961,213,1.4,4003028953,140,32.8,4003948887,178,,4003028951,56,Back,4003028955,141,14.3,4003028959,212,7.4,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167013,6,1,1,0,29,4raiad4l2j5lkfaz92pk4osb,0,46.4,3.5,2023-01-29T17:03:47.228Z,2023-01-30T01:55:04Z,4003029021,141,26.9,4003029023,212,18.6,4003029017,56,Center,4003949007,178,,4003029025,213,1.0,4003029019,140,55.6,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167035,7,1,1,0,30,btcy9nra9ak4m22ovr2ia6m5v,1,42.9,68,2023-01-29T17:03:48.390Z,2023-01-30T01:55:20Z,4003949281,178,,4003029147,140,56.4,4003029145,56,Center,4003029149,141,69.0,4003029153,213,0.0,4003029151,212,14.2,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167043,8,49,1,0,32,btcy9nra9ak4m22ovr2ia6m5v,1,56.4,69,2023-01-29T17:03:49.479Z,2023-01-30T01:55:27Z,,,,,,,,,,,,,,,,,,,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167067,9,1,1,0,32,btcy9nra9ak4m22ovr2ia6m5v,1,56.4,69,2023-01-29T17:03:49.489Z,2023-01-30T01:55:35Z,4003029273,141,82.5,4003029271,140,43.5,4003029275,212,16.4,4003949423,178,,4003029269,56,Back,4003029277,213,2.5,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167101,10,1,1,0,33,btcy9nra9ak4m22ovr2ia6m5v,1,43.5,82.5,2023-01-29T17:03:51.129Z,2023-01-30T01:55:41Z,4003029483,213,0.8,4003029467,56,Left,4003029479,212,14.5,4003029475,141,97.7,4003029471,140,53.2,4003949525,178,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167123,11,1,1,0,36,btcy9nra9ak4m22ovr2ia6m5v,1,46.2,96.9,2023-01-29T17:03:54.325Z,2023-01-30T01:55:45Z,4003029603,141,97.4,4003029599,56,Back,4003029601,140,34.7,4003949597,178,,4003029605,212,12.1,4003029607,213,3.1,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167157,12,1,1,0,38,btcy9nra9ak4m22ovr2ia6m5v,1,34.7,97.4,2023-01-29T17:03:56.340Z,2023-01-30T01:55:48Z,4003029809,141,77.1,4003029813,213,4.1,4003029805,56,Back,4003029811,212,17.0,4003029807,140,25.3,4003949651,178,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167201,13,1,1,0,41,btcy9nra9ak4m22ovr2ia6m5v,1,23.2,72.9,2023-01-29T17:03:58.432Z,2023-01-30T01:55:54Z,4003029981,141,26.8,4003029979,140,20.3,4003949701,178,,4003029983,212,31.5,4003029977,56,Back,4003029985,213,4.6,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167233,14,1,1,0,44,btcy9nra9ak4m22ovr2ia6m5v,1,20.3,25.9,2023-01-29T17:04:01.786Z,2023-01-30T01:55:59Z,4003030153,140,23.5,4003030159,213,4.9,4003030155,141,3.5,4003949725,178,,4003030151,56,Back,4003030157,212,15.6,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167275,15,1,1,0,46,btcy9nra9ak4m22ovr2ia6m5v,1,24.4,3.5,2023-01-29T17:04:04.080Z,2023-01-30T01:56:02Z,4003030357,56,Back,4003030369,213,2.4,4003030365,212,19.7,4003030359,140,10.2,4003949735,178,,4003030361,141,22.4,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167303,16,1,1,0,49,btcy9nra9ak4m22ovr2ia6m5v,1,8.9,24.7,2023-01-29T17:04:06.742Z,2023-01-30T01:56:06Z,4003030497,141,51.5,4003030501,213,1.8,4003030499,212,18.9,4003949759,178,,4003030495,140,4.2,4003030493,56,Back,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167345,17,1,1,0,53,btcy9nra9ak4m22ovr2ia6m5v,1,9.1,58.1,2023-01-29T17:04:10.589Z,2023-01-30T01:56:10Z,4003030715,213,1.4,4003030703,140,13.4,4003949813,178,,4003030701,56,Back,4003030707,141,96.6,4003030711,212,26.6,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167375,18,1,1,0,56,btcy9nra9ak4m22ovr2ia6m5v,1,13.4,96.6,2023-01-29T17:04:13.688Z,2023-01-30T01:56:14Z,4003030905,56,Back,4003949861,178,,4003030909,141,79.8,4003030913,213,5.7,4003030907,140,30.6,4003030911,212,21.4,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167381,19,3,1,0,57,btcy9nra9ak4m22ovr2ia6m5v,0,30.9,79.2,2023-01-29T17:04:15.046Z,2023-01-30T01:56:34Z,4003031939,233,7,4003950125,178,,4003031907,285,,4003547515,464,,4003030951,56,Back,,,,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167391,7,7,1,0,57,4raiad4l2j5lkfaz92pk4osb,1,69.1,20.8,2023-01-29T17:04:15.214Z,2023-01-30T01:56:40Z,4003030981,56,Right,4003031913,233,19,4003031771,286,,4003950171,178,,4003547739,383,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167411,8,49,1,0,59,4raiad4l2j5lkfaz92pk4osb,1,65.2,22.2,2023-01-29T17:04:17.001Z,2023-01-30T01:56:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167475,9,1,1,1,3,4raiad4l2j5lkfaz92pk4osb,1,62,30.1,2023-01-29T17:04:21.225Z,2023-01-30T01:57:00Z,4003031433,56,Right,4003950411,178,,4003031441,213,4.4,4003031437,141,9.9,4003031439,212,14.5,4003031435,140,57.7,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167499,10,1,1,1,6,4raiad4l2j5lkfaz92pk4osb,1,55.8,12.8,2023-01-29T17:04:23.950Z,2023-01-30T01:57:08Z,4003031559,140,42.7,4003031565,213,2.4,4003031557,56,Back,4003950519,178,,4003031561,141,32.7,4003031563,212,19.3,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167539,11,1,1,1,8,4raiad4l2j5lkfaz92pk4osb,1,41.4,35.8,2023-01-29T17:04:26.305Z,2023-01-30T01:57:15Z,4003031755,212,21.9,4003031757,213,1.6,4003031749,56,Back,4003031753,141,67.9,4003950615,178,,4003031751,140,39.9,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167587,12,1,1,1,15,4raiad4l2j5lkfaz92pk4osb,1,34.8,81.6,2023-01-29T17:04:33.354Z,2023-01-30T01:57:22Z,4003032011,140,14.9,4003032013,141,56.0,4003032009,56,Back,4003032017,213,3.8,4003950689,178,,4003032015,212,27.2,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167617,13,1,1,1,19,4raiad4l2j5lkfaz92pk4osb,1,15.8,54.2,2023-01-29T17:04:36.810Z,2023-01-30T01:57:28Z,4003032209,213,5.1,4003950821,178,,4003032205,141,27.4,4003032207,212,19.5,4003032203,140,22.5,4003032201,56,Back,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167651,14,1,1,1,21,4raiad4l2j5lkfaz92pk4osb,1,23.6,30,2023-01-29T17:04:39.412Z,2023-01-30T01:57:33Z,4003032413,140,24.7,4003950861,178,,4003032421,1,,4003032411,56,Back,4003032419,213,1.5,4003032415,141,78.4,4003032417,212,32.9,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167667,15,1,1,1,24,4raiad4l2j5lkfaz92pk4osb,1,24.6,79.2,2023-01-29T17:04:41.526Z,2023-01-30T01:57:41Z,4003032565,212,16.9,4003032559,56,Back,4003032567,213,4.1,4003032563,141,58.8,4003951011,178,,4003032561,140,15.4,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167685,16,1,1,1,26,4raiad4l2j5lkfaz92pk4osb,1,15.4,58.8,2023-01-29T17:04:44.131Z,2023-01-30T01:57:46Z,4003032651,56,Back,4003032653,140,26.6,4003951089,178,,4003032657,212,11.8,4003032659,213,6.2,4003032655,141,58.0,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167717,17,1,1,1,27,4raiad4l2j5lkfaz92pk4osb,1,26.6,58,2023-01-29T17:04:44.949Z,2023-01-30T01:57:49Z,4003032867,141,28.3,4003032869,212,20.8,4003032865,140,21.8,4003951109,178,,4003032863,56,Back,4003032871,213,4.5,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167761,18,1,1,1,30,4raiad4l2j5lkfaz92pk4osb,1,23.9,22.2,2023-01-29T17:04:48.229Z,2023-01-30T01:57:55Z,4003033077,140,33.9,4003033083,213,5.4,4003033075,56,Back,4003033081,212,16.0,4003033079,141,4.5,4003951203,178,,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167785,19,1,1,1,33,4raiad4l2j5lkfaz92pk4osb,1,34.1,4.7,2023-01-29T17:04:50.492Z,2023-01-30T01:58:00Z,4003033229,56,Back,4003033237,213,2.4,4003033235,212,13.5,4003033231,140,24.8,4003951253,178,,4003033233,141,18.4,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167807,20,1,1,1,35,4raiad4l2j5lkfaz92pk4osb,1,24.8,18.4,2023-01-29T17:04:53.407Z,2023-01-30T01:58:07Z,4003033353,212,8.7,4003033351,141,28.3,4003033347,56,Back,4003033355,213,0.9,4003951403,178,,4003033349,140,30.1,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167843,21,1,1,1,38,4raiad4l2j5lkfaz92pk4osb,1,29.2,33.5,2023-01-29T17:04:55.684Z,2023-01-30T01:58:11Z,4003033551,213,1.9,4003033543,56,Back,4003951457,178,,4003033547,141,64.7,4003033549,212,22.4,4003033545,140,22.3,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167875,22,1,1,1,42,4raiad4l2j5lkfaz92pk4osb,1,30.2,77.6,2023-01-29T17:04:59.888Z,2023-01-30T01:58:15Z,4003033725,141,95.8,4003033729,213,0.8,4003951525,178,,4003033727,212,17.9,4003033723,140,42.5,4003033721,56,Back,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167921,23,1,1,1,45,4raiad4l2j5lkfaz92pk4osb,1,42.5,92.9,2023-01-29T17:05:03.260Z,2023-01-30T01:58:20Z,4003951635,178,,4003033979,140,27.0,4003033975,56,Back,4003033989,213,3.2,4003033985,141,91.3,4003033987,212,16.3,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167955,24,1,1,1,48,4raiad4l2j5lkfaz92pk4osb,1,25.3,88,2023-01-29T17:05:06.251Z,2023-01-30T01:58:23Z,4003034203,140,15.7,4003951669,178,,4003034201,56,Back,4003034205,141,52.1,4003034209,213,4.3,4003034207,212,26.4,,,,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502167999,25,1,1,1,51,4raiad4l2j5lkfaz92pk4osb,1,15.8,47.5,2023-01-29T17:05:09.180Z,2023-01-30T01:58:26Z,4003951701,178,,4003034453,56,Back,4003034461,213,5.3,4003034459,212,19.9,4003034455,140,26.3,4003034457,141,23.1,,,,,,,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168045,26,1,1,1,54,4raiad4l2j5lkfaz92pk4osb,1,25.4,27.7,2023-01-29T17:05:11.860Z,2023-01-30T01:58:28Z,4003034675,56,Back,4003034679,141,65.2,4003034681,212,25.5,4003951721,178,,4003034677,140,25.2,4003034683,213,1.6,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168077,27,1,1,1,58,4raiad4l2j5lkfaz92pk4osb,0,35.8,84.2,2023-01-29T17:05:15.976Z,2023-01-30T01:58:36Z,4003034831,140,64.7,4003034833,141,89.2,4003951787,178,,4003034837,213,0.1,4003034829,56,Left,4003034827,155,,4003034835,212,30.5,,,,476nfumr6aadvufrqk72tq5be,L. Ranieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168117,20,1,1,2,0,btcy9nra9ak4m22ovr2ia6m5v,1,32.5,7.3,2023-01-29T17:05:17.894Z,2023-01-30T01:58:42Z,4003035045,213,0.7,4003951817,388,,4003035041,141,14.6,4003035037,56,Back,4003035043,212,7.7,4003035039,140,38.1,4003035035,3,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168119,21,49,1,2,2,btcy9nra9ak4m22ovr2ia6m5v,1,36.2,15.4,2023-01-29T17:05:19.593Z,2023-01-30T01:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168171,22,1,1,2,3,btcy9nra9ak4m22ovr2ia6m5v,1,34.4,16.1,2023-01-29T17:05:20.476Z,2023-01-30T01:58:56Z,4003035341,141,26.2,4003951949,178,,4003035337,140,13.9,4003035335,56,Back,4003035347,213,2.8,4003035345,212,22.6,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168231,23,1,1,2,7,btcy9nra9ak4m22ovr2ia6m5v,1,14.1,29.6,2023-01-29T17:05:24.576Z,2023-01-30T01:59:04Z,4003035667,141,59.4,4003951991,178,,4003035665,140,4.5,4003035669,212,22.6,4003035671,213,2.0,4003035663,56,Back,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168271,24,1,1,2,11,btcy9nra9ak4m22ovr2ia6m5v,1,3.9,57.8,2023-01-29T17:05:28.992Z,2023-01-30T01:59:07Z,4003035933,213,5.1,4003952051,178,,4003035931,212,41.2,4003035923,140,20.4,4003035927,141,2.9,4003035935,1,,4003035919,56,Back,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168301,25,1,1,2,15,btcy9nra9ak4m22ovr2ia6m5v,1,22.4,2.9,2023-01-29T17:05:32.808Z,2023-01-30T01:59:12Z,4003036067,140,32.6,4003036069,141,3.1,4003036065,56,Back,4003952103,178,,4003036073,213,0.0,4003036071,212,10.7,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168317,26,1,1,2,17,btcy9nra9ak4m22ovr2ia6m5v,0,32,3.1,2023-01-29T17:05:34.805Z,2023-01-30T01:59:21Z,4003036163,212,2.1,4003952275,178,,4003036161,141,4.1,4003036157,56,Back,4003036165,213,2.8,4003036159,140,30.1,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502168331,28,61,1,2,17,4raiad4l2j5lkfaz92pk4osb,1,66.8,96.8,2023-01-29T17:05:35.020Z,2023-01-30T01:59:25Z,4003952397,178,,4003036265,56,Left,,,,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502348431,1341,67,1,2,17,btcy9nra9ak4m22ovr2ia6m5v,1,31.3,2.9,2023-01-29T17:05:35.398Z,2023-01-30T04:09:21Z,4004002515,233,1699,,,,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502348429,1699,67,1,2,17,4raiad4l2j5lkfaz92pk4osb,0,68.7,97.1,2023-01-29T17:05:35.399Z,2023-01-30T03:36:15Z,4004002519,233,1341,,,,,,,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
