id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId
2460981105,5,1,1,0,23,ej5er0oyngdw138yuumwqbyqt,1,23.4,13,2022-09-17T13:01:34.585Z,2022-09-17T17:38:44Z,3787379183,178,,3785439809,212,10.6,3785439811,213,5.7,3785439805,140,32.0,3785439807,141,4.8,3785439803,56,Back,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981109,6,3,1,0,26,ej5er0oyngdw138yuumwqbyqt,0,30.6,7.2,2022-09-17T13:01:37.706Z,2022-09-17T17:38:57Z,3785439819,285,,3785439999,233,7,3786575335,464,,3785439817,56,Back,3787380663,178,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981123,7,7,1,0,27,8le3orkfz6iix3jns6g9ojqjg,0,69.4,92.8,2022-09-17T13:01:37.846Z,2022-09-17T17:39:05Z,3785439871,56,Left,3785439961,233,6,3787381643,178,,3786575789,385,,3785439873,286,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981131,7,61,1,0,27,ej5er0oyngdw138yuumwqbyqt,1,28.2,7.8,2022-09-17T13:01:38.533Z,2022-09-17T17:39:13Z,3787382605,178,,3785439891,56,Back,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981159,8,61,1,0,27,8le3orkfz6iix3jns6g9ojqjg,0,66.8,92.1,2022-09-17T13:01:38.793Z,2022-09-17T17:39:24Z,3787383773,178,,3785440051,56,Left,,,,,,,,,,,,,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461369729,864,43,1,0,28,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-09-17T13:01:39.557Z,2022-09-17T18:08:27Z,3787510465,144,82,3787510097,178,0,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981177,8,1,1,0,30,ej5er0oyngdw138yuumwqbyqt,0,21.8,3.1,2022-09-17T13:01:41.379Z,2022-09-17T17:39:33Z,3785440169,236,,3785440131,212,4.3,3785440127,140,25.8,3787384851,178,,3785440129,141,4.1,3785440125,56,Back,3785440171,233,9,3785440133,213,0.2,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,3785440175,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981179,9,74,1,0,30,8le3orkfz6iix3jns6g9ojqjg,1,73.5,93.6,2022-09-17T13:01:41.543Z,2022-09-17T17:40:00Z,3785440137,285,,3787387545,178,,3785440177,233,8,3785440135,56,Left,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981343,10,61,1,0,30,ej5er0oyngdw138yuumwqbyqt,1,21.4,2.8,2022-09-17T13:01:41.553Z,2022-09-17T17:40:05Z,3785440981,56,Back,3787388053,178,,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981235,9,5,1,0,31,ej5er0oyngdw138yuumwqbyqt,0,25.2,-1,2022-09-17T13:01:42.060Z,2022-09-17T17:40:09Z,3785440481,233,10,3785440437,56,Back,3785440439,347,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981191,10,5,1,0,31,8le3orkfz6iix3jns6g9ojqjg,1,74.8,101,2022-09-17T13:01:42.060Z,2022-09-17T17:40:09Z,3785440195,56,Left,3785440197,347,,3785440523,233,9,,,,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981455,11,1,1,0,47,8le3orkfz6iix3jns6g9ojqjg,1,77.8,100,2022-09-17T13:01:58.744Z,2022-09-17T17:40:18Z,3785441539,212,8.6,3785441531,107,,3785441535,140,84.2,3785441537,141,93.2,3785441541,213,5.6,3785441533,56,Left,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981483,12,1,1,0,49,8le3orkfz6iix3jns6g9ojqjg,1,84.2,93.2,2022-09-17T13:02:00.635Z,2022-09-17T17:40:26Z,3785441699,212,5.0,3785441697,141,93.2,3785441693,56,Left,3787390483,178,,3785441695,140,79.4,3785441701,213,3.1,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981515,13,1,1,0,50,8le3orkfz6iix3jns6g9ojqjg,1,79.5,93.3,2022-09-17T13:02:01.441Z,2022-09-17T17:40:45Z,3785441885,155,,3785441891,140,86.7,3785442989,154,,3785442987,210,13,3785441895,141,50.1,3786579163,224,,3785441899,212,30.3,3785441883,2,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,3785441887,56,1,Center,3787391093,178,3785441903,213,5.0,3786579165,72,,,,,,,,,,,,,,,,,,,,,,,,
2460981521,14,13,1,0,52,8le3orkfz6iix3jns6g9ojqjg,1,87.5,49.3,2022-09-17T13:02:03.214Z,2022-09-17T17:40:45Z,3785443027,102,55.8,3785443031,108,,3785443023,55,13,3785443029,103,70.8,3785442259,72,,3787392855,178,,3785443035,230,97.8,3785443017,74,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,3785441929,17,,,3785441927,22,3785443037,231,51.1,3785443019,29,3785441931,56,Center,3785443033,328,3785443021,154,,,,,,,,,,,,,,,,,
2460981487,11,5,1,0,53,ej5er0oyngdw138yuumwqbyqt,1,-1,44.6,2022-09-17T13:02:03.879Z,2022-09-17T17:40:51Z,3785441723,56,Back,3785441725,346,,3785443259,233,15,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981549,15,5,1,0,53,8le3orkfz6iix3jns6g9ojqjg,0,101,55.4,2022-09-17T13:02:03.879Z,2022-09-17T17:40:51Z,3785442077,346,,3785443269,233,11,3785442075,56,Center,,,,,,,,,,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981861,12,1,1,1,20,ej5er0oyngdw138yuumwqbyqt,0,4.5,51.1,2022-09-17T13:02:31.109Z,2022-09-17T17:40:58Z,3785443577,140,63.7,3785443573,124,,3785443581,212,63.0,3785443575,56,Center,3785443583,213,0.2,3785443587,74,,3785443585,1,,3785443579,141,66.1,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981895,16,1,1,1,23,8le3orkfz6iix3jns6g9ojqjg,1,32,34,2022-09-17T13:02:34.283Z,2022-09-17T17:41:05Z,3786437729,141,28.1,3786437721,3,,3786437733,213,6.0,3787394949,388,,3786437731,212,14.8,3786437727,140,45.6,3786437725,56,Back,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981897,17,49,1,1,24,8le3orkfz6iix3jns6g9ojqjg,1,48.2,29.3,2022-09-17T13:02:35.692Z,2022-09-17T17:41:13Z,,,,,,,,,,,,,,,,,,,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981903,18,1,1,1,24,8le3orkfz6iix3jns6g9ojqjg,0,48.2,29.3,2022-09-17T13:02:35.760Z,2022-09-17T17:41:19Z,3785443809,212,12.1,3785443803,56,Right,3785443807,141,20.5,3787396367,178,,3785443805,140,58.2,3785443811,213,5.8,,,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981915,13,49,1,1,28,ej5er0oyngdw138yuumwqbyqt,1,40.1,82.2,2022-09-17T13:02:38.871Z,2022-09-17T17:41:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981965,14,1,1,1,31,ej5er0oyngdw138yuumwqbyqt,0,50.1,87.2,2022-09-17T13:02:42.315Z,2022-09-17T17:41:36Z,3785444139,155,,3785444149,213,0.0,3785444141,56,Left,3785444147,212,18.0,3785444143,140,67.2,3787398073,178,,3785444145,141,87.9,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982001,19,1,1,1,32,8le3orkfz6iix3jns6g9ojqjg,1,25.1,13,2022-09-17T13:02:43.484Z,2022-09-17T17:41:44Z,3785444341,213,5.9,3787398709,388,,3785444331,3,,3785444339,212,5.2,3785444337,141,10.0,3785444333,56,Back,3785444335,140,29.7,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982005,20,49,1,1,34,8le3orkfz6iix3jns6g9ojqjg,1,29.8,10.1,2022-09-17T13:02:44.984Z,2022-09-17T17:42:06Z,,,,,,,,,,,,,,,,,,,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982031,22,4,1,1,35,8le3orkfz6iix3jns6g9ojqjg,1,32.4,13.1,2022-09-17T13:02:46.749Z,2022-09-17T17:42:30Z,3785444545,152,,3785444543,56,Back,3785444547,265,,3785444549,285,,3785444541,13,,3785444775,233,15,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460981997,15,4,1,1,35,ej5er0oyngdw138yuumwqbyqt,0,67.6,86.9,2022-09-17T13:02:46.750Z,2022-09-17T17:42:29Z,3787402839,178,,3785444911,233,22,3785444733,13,,3785444571,286,,3785444737,265,,3785444735,152,,3785444325,56,Left,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982029,21,43,1,1,35,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-09-17T13:02:46.760Z,2022-09-17T13:03:30Z,3785447657,144,3,3785444527,56,Back,3785444529,285,0,3785444563,233,15,,,,,,,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982241,23,1,1,1,55,8le3orkfz6iix3jns6g9ojqjg,1,35.5,18.8,2022-09-17T13:03:05.912Z,2022-09-17T17:42:35Z,3785445781,140,53.9,3785477551,5,,3787403469,178,,3785445785,212,25.8,3785477553,152,,3785445779,56,Center,3785445783,141,44.0,3785445787,213,0.7,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982259,24,1,1,1,57,8le3orkfz6iix3jns6g9ojqjg,1,53.9,44,2022-09-17T13:03:08.364Z,2022-09-17T17:42:41Z,3787404077,178,,3785445933,212,20.6,3785445929,140,37.4,3785445927,56,Back,3785445931,141,27.7,3785445935,213,3.7,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982315,25,1,1,2,0,8le3orkfz6iix3jns6g9ojqjg,1,37.3,27.7,2022-09-17T13:03:10.966Z,2022-09-17T17:42:47Z,3785446227,141,60.3,3785446223,56,Back,3785446231,213,1.7,3785446225,140,33.5,3787404857,178,,3785446229,212,22.5,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982387,26,1,1,2,3,8le3orkfz6iix3jns6g9ojqjg,1,34.2,64.1,2022-09-17T13:03:14.372Z,2022-09-17T17:42:55Z,3785446703,56,Back,3785446707,141,77.7,3785446705,140,36.4,3785446711,213,1.3,3785446709,212,9.5,3787405463,178,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982443,27,1,1,2,7,8le3orkfz6iix3jns6g9ojqjg,1,34.6,60,2022-09-17T13:03:18.734Z,2022-09-17T17:43:00Z,3785447075,56,Right,3785447081,212,47.3,3785447073,155,,3785447077,140,59.7,3785447079,141,2.2,3785447085,1,,3787405903,178,,3785447083,213,5.3,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982451,28,1,1,2,10,8le3orkfz6iix3jns6g9ojqjg,0,59.8,2.5,2022-09-17T13:03:21.548Z,2022-09-17T17:43:07Z,3785447127,56,Right,3785447141,213,5.9,3787406371,178,,3785447137,212,6.8,3785447133,141,0.0,3785447129,140,65.9,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982479,16,5,1,2,12,ej5er0oyngdw138yuumwqbyqt,1,34.7,101.4,2022-09-17T13:03:23.005Z,2022-09-17T17:43:13Z,3785447337,347,,3785447361,233,29,3785447335,56,Back,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982461,29,5,1,2,12,8le3orkfz6iix3jns6g9ojqjg,0,65.3,-1.4,2022-09-17T13:03:23.005Z,2022-09-17T17:43:14Z,3785447189,347,,3785447389,233,16,3785447187,56,Right,,,,,,,,,,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982595,17,1,1,2,19,ej5er0oyngdw138yuumwqbyqt,1,33.7,100,2022-09-17T13:03:30.123Z,2022-09-17T17:43:20Z,3785448035,56,Back,3785448043,213,5.0,3785448033,107,,3785448037,140,35.0,3785448039,141,94.3,3785448997,189,,3785448041,212,5.4,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982649,18,1,1,2,21,ej5er0oyngdw138yuumwqbyqt,1,35,94.3,2022-09-17T13:03:31.920Z,2022-09-17T17:43:18Z,3785448373,141,98.1,3785448377,213,2.7,3787407583,178,,3785448375,212,6.4,3785449125,189,,3785448369,56,Back,3785448371,140,29.4,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982655,19,3,1,2,23,ej5er0oyngdw138yuumwqbyqt,0,28,98.2,2022-09-17T13:03:34.043Z,2022-09-17T17:43:41Z,3785448407,56,Back,3787409505,178,,3786603863,464,,3785458551,233,30,3785448409,285,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982645,30,7,1,2,23,8le3orkfz6iix3jns6g9ojqjg,1,72,1.8,2022-09-17T13:03:34.295Z,2022-09-17T17:43:53Z,3785448333,286,,3785448329,167,,3787409931,178,,3785448495,233,19,3785448331,56,Right,3786604137,385,,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982723,20,5,1,2,24,ej5er0oyngdw138yuumwqbyqt,1,31.2,101.1,2022-09-17T13:03:35.045Z,2022-09-17T17:43:49Z,3785448773,347,,3785448837,233,31,3785448771,56,Back,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982663,31,5,1,2,24,8le3orkfz6iix3jns6g9ojqjg,0,68.8,-1.1,2022-09-17T13:03:35.045Z,2022-09-17T17:43:49Z,3785448455,347,,3785448453,56,Right,3785448867,233,20,,,,,,,,,,,,,,,,d7xfjvw4kun7fx4j9ldr6cb11,N. Haas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982817,21,1,1,2,33,ej5er0oyngdw138yuumwqbyqt,1,35.1,100,2022-09-17T13:03:44.029Z,2022-09-17T17:44:00Z,3785449365,140,42.2,3785449369,212,11.3,3785449361,107,,3785449373,213,5.4,3785449363,56,Back,3785449367,141,89.4,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982823,22,4,1,2,34,ej5er0oyngdw138yuumwqbyqt,1,41.2,89.1,2022-09-17T13:03:45.213Z,2022-09-17T17:44:19Z,3785450065,152,,3785450073,233,32,3785450063,13,,3785450067,265,,3785449395,56,Back,3785450069,286,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460982861,32,4,1,2,34,8le3orkfz6iix3jns6g9ojqjg,0,58.8,10.9,2022-09-17T13:03:45.214Z,2022-09-17T17:44:19Z,3785449605,265,,3787413431,178,,3785450079,233,22,3785449603,152,,3785449607,285,,3785449599,13,,3785449601,56,Right,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
