id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/10/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499861753,5,3,1,0,27,bqbbqm98ud8obe45ds9ohgyrd,0,32.6,81.2,2023-01-22T19:45:35.283Z,2023-01-23T01:35:32Z,3991315305,464,,3991058341,285,,3991058261,56,Back,3991063811,233,7,3991487679,178,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861763,7,7,1,0,28,e75syeuawg3ql8nwpi3vr2btz,0,67.4,18.8,2023-01-22T19:45:35.372Z,2023-01-23T01:35:35Z,3991487763,178,,3991058321,233,5,3991315369,385,,3991058305,56,Right,3991058307,286,,,,,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861767,6,1,1,0,29,bqbbqm98ud8obe45ds9ohgyrd,0,38,81.8,2023-01-22T19:45:37.254Z,2023-01-23T01:35:46Z,3991058311,56,Back,3991058319,213,4.3,3991058313,140,33.9,3991058315,141,68.0,3991058317,212,10.3,3991487911,178,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861765,8,49,1,0,30,e75syeuawg3ql8nwpi3vr2btz,1,70.6,37.7,2023-01-22T19:45:38.313Z,2023-01-23T01:36:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861775,9,1,1,0,31,e75syeuawg3ql8nwpi3vr2btz,1,70.6,37.7,2023-01-22T19:45:38.910Z,2023-01-23T01:36:31Z,3991488457,178,,3991058369,213,0.9,3991058363,140,74.8,3991058365,141,45.4,3991058367,212,6.8,3991058359,56,Center,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861777,10,50,1,0,33,e75syeuawg3ql8nwpi3vr2btz,1,73.9,32,2023-01-22T19:45:40.840Z,2023-01-23T01:36:37Z,3991058373,56,Center,3991058375,286,,3991058415,233,7,,,,,,,,,,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861785,7,7,1,0,33,bqbbqm98ud8obe45ds9ohgyrd,1,26.1,68,2023-01-22T19:45:40.975Z,2023-01-23T01:36:42Z,3991058405,56,Back,3991488581,389,,3991058407,285,,3991315191,384,,3991058409,233,10,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861787,8,49,1,0,34,bqbbqm98ud8obe45ds9ohgyrd,1,26.2,75.9,2023-01-22T19:45:41.589Z,2023-01-23T01:36:45Z,,,,,,,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861797,9,1,1,0,35,bqbbqm98ud8obe45ds9ohgyrd,1,22,69.6,2023-01-22T19:45:42.450Z,2023-01-23T01:36:49Z,3991058461,212,5.0,3991058455,56,Back,3991058457,140,19.4,3991488699,178,,3991058459,141,63.4,3991058463,213,4.1,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861807,10,1,1,0,36,bqbbqm98ud8obe45ds9ohgyrd,1,19.3,63.4,2023-01-22T19:45:43.441Z,2023-01-23T01:37:01Z,3991058521,213,6.2,3991058519,212,18.9,3991488853,178,,3991058517,141,61.4,3991058515,140,37.3,3991058513,56,Back,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499944183,889,67,1,0,37,bqbbqm98ud8obe45ds9ohgyrd,1,37.3,61.5,2023-01-22T19:45:44.560Z,2023-01-23T02:09:44Z,3991505047,233,989,,,,,,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499944181,989,67,1,0,37,e75syeuawg3ql8nwpi3vr2btz,0,62.7,38.5,2023-01-22T19:45:44.561Z,2023-01-23T01:55:57Z,3991505067,233,889,,,,,,,,,,,,,,,,,,,,,,45ubqc5i6yn2l5kdtlt8tbw7p,J. Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861809,11,1,1,0,37,bqbbqm98ud8obe45ds9ohgyrd,0,37.3,61.4,2023-01-22T19:45:44.575Z,2023-01-23T02:09:45Z,3991058533,212,5.9,3991488887,178,,3991058527,56,Back,3991058535,213,4.6,3991058531,141,52.8,3991058529,140,36.8,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861801,11,49,1,0,38,e75syeuawg3ql8nwpi3vr2btz,1,64.8,58.8,2023-01-22T19:45:45.534Z,2023-01-23T01:37:07Z,,,,,,,,,,,,,,,,,,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861825,12,1,1,0,38,e75syeuawg3ql8nwpi3vr2btz,1,64.8,58.8,2023-01-22T19:45:45.620Z,2023-01-23T01:37:11Z,3991488985,178,,3991058631,141,49.6,3991058629,140,70.3,3991058633,212,8.5,3991058627,56,Center,3991058635,213,5.5,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861837,13,1,1,0,39,e75syeuawg3ql8nwpi3vr2btz,1,70.3,49.6,2023-01-22T19:45:46.648Z,2023-01-23T01:37:19Z,3991058691,140,66.1,3991489135,178,,3991058689,56,Center,3991058697,213,2.3,3991058695,212,6.3,3991058693,141,56.3,,,,,,,4aqkgskbra4wsoo7a8uw7xl9l,Éderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861851,14,1,1,0,41,e75syeuawg3ql8nwpi3vr2btz,1,66.1,56.3,2023-01-22T19:45:48.694Z,2023-01-23T01:37:24Z,3991058765,140,68.4,3991058767,141,92.9,3991058763,56,Left,3991058771,213,1.5,3991058769,212,25.0,3991489225,178,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861855,15,1,1,0,44,e75syeuawg3ql8nwpi3vr2btz,0,68.4,92.9,2023-01-22T19:45:51.663Z,2023-01-23T01:37:28Z,3991489261,178,,3991058783,140,78.9,3991058777,56,Left,3991058795,213,0.2,3991058787,141,95.7,3991058791,212,11.2,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861853,12,8,1,0,45,bqbbqm98ud8obe45ds9ohgyrd,1,18.9,8.2,2023-01-22T19:45:52.790Z,2023-01-23T01:37:34Z,3991315781,385,,3991058775,56,Back,3991489343,178,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861863,13,5,1,0,46,bqbbqm98ud8obe45ds9ohgyrd,0,18.5,-1.2,2023-01-22T19:45:53.798Z,2023-01-23T01:37:37Z,3991059001,233,16,3991058827,56,Back,3991058829,347,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861891,16,5,1,0,46,e75syeuawg3ql8nwpi3vr2btz,1,81.5,101.2,2023-01-22T19:45:53.798Z,2023-01-23T01:37:37Z,3991058973,56,Left,3991058993,233,13,3991058975,347,,,,,,,,,,,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861907,17,1,1,0,53,e75syeuawg3ql8nwpi3vr2btz,1,81,100,2023-01-22T19:46:01.259Z,2023-01-23T01:37:40Z,3991059053,107,,3991059061,212,17.3,3991059057,140,69.4,3991059055,56,Left,3991059063,213,3.9,3991059059,141,83.1,,,,,,,6lfje6glfgycun47flgmc9jvt,J. Mæhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861911,18,1,1,0,54,e75syeuawg3ql8nwpi3vr2btz,0,69.4,83.1,2023-01-22T19:46:02.054Z,2023-01-23T01:37:45Z,3991059093,212,5.1,3991059095,213,1.0,3991489525,178,,3991059089,140,72.1,3991059087,56,Left,3991059091,141,89.3,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861903,14,49,1,0,55,bqbbqm98ud8obe45ds9ohgyrd,1,24.2,12.5,2023-01-22T19:46:02.849Z,2023-01-23T01:37:48Z,,,,,,,,,,,,,,,,,,,,,,,,,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861919,15,1,1,0,55,bqbbqm98ud8obe45ds9ohgyrd,1,24.2,12.5,2023-01-22T19:46:02.933Z,2023-01-23T01:37:53Z,3991489589,178,,3991059141,141,21.5,3991059139,140,45.8,3991059143,212,23.5,3991059135,157,,3991059145,213,0.3,3991059147,1,,3991059137,56,Back,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861949,16,1,1,0,58,bqbbqm98ud8obe45ds9ohgyrd,1,42.2,16.7,2023-01-22T19:46:06.010Z,2023-01-23T01:37:58Z,3991059293,140,45.7,3991059295,141,7.1,3991059297,212,7.5,3991489691,178,,3991059291,56,Back,3991059299,213,5.2,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499944385,1017,83,1,1,1,e75syeuawg3ql8nwpi3vr2btz,1,44.1,95.5,2023-01-22T19:46:08.935Z,2023-01-23T01:57:26Z,3991505889,399,46497,,,,,,,,,,,,,,,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861951,17,61,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,0,59.1,5.2,2023-01-22T19:46:10.388Z,2023-01-23T01:38:04Z,3991489737,178,,3991059303,56,Right,,,,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861961,19,49,1,1,4,e75syeuawg3ql8nwpi3vr2btz,1,40.5,92.9,2023-01-22T19:46:11.548Z,2023-01-23T01:38:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861975,20,1,1,1,6,e75syeuawg3ql8nwpi3vr2btz,0,42.6,88.8,2023-01-22T19:46:13.371Z,2023-01-23T01:38:10Z,3991059393,155,,3991489867,178,,3991059405,1,,3991059403,213,5.7,3991059395,56,Center,3991059397,140,86.3,3991059401,212,56.2,3991059399,141,41.0,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499861977,18,52,1,1,9,bqbbqm98ud8obe45ds9ohgyrd,1,13.9,62.3,2023-01-22T19:46:17.161Z,2023-01-23T01:38:35Z,3991490223,178,,3991316073,377,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862051,19,1,1,1,24,bqbbqm98ud8obe45ds9ohgyrd,1,13.1,57.2,2023-01-22T19:46:31.822Z,2023-01-23T01:38:36Z,3991490237,178,,3991059783,123,,3991059785,56,Back,3991059787,140,16.0,3991152783,189,,3991059791,212,23.7,3991059793,213,4.8,3991059789,141,22.7,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862061,20,1,1,1,26,bqbbqm98ud8obe45ds9ohgyrd,1,24.8,17.7,2023-01-22T19:46:33.758Z,2023-01-23T01:38:39Z,3991059851,140,33.3,3991490291,178,,3991059849,56,Back,3991059855,212,14.4,3991059857,213,0.9,3991059853,141,34.3,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862065,21,50,1,1,27,bqbbqm98ud8obe45ds9ohgyrd,1,32,24.5,2023-01-22T19:46:35.037Z,2023-01-23T01:38:45Z,3991059871,285,,3991059941,233,21,3991059869,56,Back,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862067,21,7,1,1,28,e75syeuawg3ql8nwpi3vr2btz,1,68,75.5,2023-01-22T19:46:36.194Z,2023-01-23T01:38:49Z,3991059925,286,,3991059923,56,Center,3991059931,233,21,3991490393,178,,3991316249,383,,,,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862069,22,49,1,1,30,e75syeuawg3ql8nwpi3vr2btz,1,71.2,71.7,2023-01-22T19:46:37.361Z,2023-01-23T01:39:03Z,,,,,,,,,,,,,,,,,,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862075,23,1,1,1,31,e75syeuawg3ql8nwpi3vr2btz,1,72.4,68.9,2023-01-22T19:46:38.837Z,2023-01-23T01:39:07Z,3991059971,141,58.5,3991059967,56,Center,3991059975,213,4.7,3991059973,212,7.1,3991059969,140,72.6,3991490653,178,,,,,,,,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862077,24,50,1,1,34,e75syeuawg3ql8nwpi3vr2btz,1,75.5,52.2,2023-01-22T19:46:41.666Z,2023-01-23T01:39:22Z,3991059981,286,,3991059979,56,Center,3991060009,233,22,,,,,,,,,,,,,,,,8d04q3yp2kouwog0lj0s7ew2x,A. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862079,22,7,1,1,34,bqbbqm98ud8obe45ds9ohgyrd,0,24.5,47.8,2023-01-22T19:46:41.696Z,2023-01-23T01:39:24Z,3991060001,285,,3991490825,178,,3991316409,385,,3991060003,233,24,3991059999,56,Back,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862089,25,1,1,1,36,e75syeuawg3ql8nwpi3vr2btz,1,77.3,32.6,2023-01-22T19:46:43.954Z,2023-01-23T01:39:28Z,3991060059,212,16.7,3991060057,141,29.6,3991060055,140,61.5,3991490899,178,,3991060061,213,3.3,3991060053,56,Center,,,,,,,d364lpc0km51psy3zwc4a6zca,R. Højlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862091,26,1,1,1,38,e75syeuawg3ql8nwpi3vr2btz,1,63.2,28.1,2023-01-22T19:46:46.221Z,2023-01-23T01:39:58Z,3991060099,212,10.0,3991491335,178,,3991060101,213,5.6,3991060095,140,70.5,3991060097,141,18.7,3991060093,56,Right,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499945063,1099,67,1,1,40,e75syeuawg3ql8nwpi3vr2btz,1,71,5.3,2023-01-22T19:46:47.584Z,2023-01-23T02:09:45Z,3991509091,233,997,,,,,,,,,,,,,,,,,,,,,,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499945057,997,67,1,1,40,bqbbqm98ud8obe45ds9ohgyrd,0,29,94.7,2023-01-22T19:46:47.585Z,2023-01-23T02:01:31Z,3991509095,233,1099,,,,,,,,,,,,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862141,29,1,1,1,40,e75syeuawg3ql8nwpi3vr2btz,0,72.7,7.9,2023-01-22T19:46:47.597Z,2023-01-23T02:09:45Z,3991060401,141,10.4,3991060491,286,,3991060487,233,23,3991060403,212,1.9,3991491593,389,,3991060399,140,73.6,3991060485,236,,3991060405,213,1.1,1oflzbi4gq8wdjlmpa865jj6d,H. Hateboer,3991060397,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499862093,23,74,1,1,40,bqbbqm98ud8obe45ds9ohgyrd,1,20.1,82.3,2023-01-22T19:46:47.621Z,2023-01-23T02:01:17Z,3991060517,233,29,3991060115,56,Back,3991491529,178,,3991060449,285,,,,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
