id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2458710467,360,1,1,36,31,dxq76zcvnokq07cszdx0i6kve,1,70.9,78.4,2022-09-11T13:37:12.581Z,2022-09-11T21:43:30Z,3775124437,178,,3773350195,56,Left,3773350197,140,81.7,3773350203,213,0.7,3773350199,141,93.6,3773350201,212,15.3,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710507,361,2,1,36,33,dxq76zcvnokq07cszdx0i6kve,1,83.7,89.7,2022-09-11T13:37:14.755Z,2022-09-11T21:43:34Z,3775124503,178,,3773351197,7,5152de1kfmrihdzbdotpeo8ut,3773350441,140,92.4,3773350439,56,Center,3773350443,141,71.5,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710741,294,55,1,36,33,6tuibxq39fdryu8ou06wcm0q3,1,18.8,49,2022-09-11T13:37:14.756Z,2022-09-11T21:43:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710515,362,43,1,36,35,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:37:17.230Z,2022-09-11T13:37:26Z,3773350479,212,1.9,3773350473,56,Center,3773350475,140,91.8,3773351271,144,1,3773350481,213,4.4,3773350477,141,68.8,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710539,292,43,1,36,37,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:37:18.798Z,2022-09-11T13:37:44Z,3773350613,56,Back,3773352709,144,61,,,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710735,293,43,1,36,38,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:37:20.142Z,2022-09-11T13:38:12Z,3773351687,213,5.9,3773355001,144,12,3773351683,141,34.6,3773351685,212,18.9,3773351679,56,Back,3773351681,140,28.4,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710817,295,1,1,36,51,6tuibxq39fdryu8ou06wcm0q3,1,20.2,60.2,2022-09-11T13:37:33.161Z,2022-09-11T21:43:37Z,3773352087,241,,3773352095,212,19.5,3773352085,5,,3775124565,178,,3773352097,213,1.4,3773352091,140,24.1,3773352093,141,88.3,3773352089,56,Back,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710853,296,1,1,36,52,6tuibxq39fdryu8ou06wcm0q3,1,24.1,88.3,2022-09-11T13:37:34.293Z,2022-09-11T21:43:40Z,3773352299,213,0.2,3773352291,56,Back,3773352293,140,35.6,3773352295,141,92.4,3775124659,178,,3773352297,212,12.4,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710947,297,1,1,36,57,6tuibxq39fdryu8ou06wcm0q3,1,37.8,86.5,2022-09-11T13:37:39.204Z,2022-09-11T21:43:43Z,3773352807,212,13.1,3773352811,213,0.6,3773352803,141,97.5,3773352801,140,48.0,3775124719,178,,3773352799,56,Back,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458710999,298,1,1,36,59,6tuibxq39fdryu8ou06wcm0q3,1,48,97.5,2022-09-11T13:37:41.291Z,2022-09-11T21:43:47Z,3773353067,56,Back,3773353073,212,20.3,3773353075,213,3.8,3773353069,140,32.4,3775124831,178,,3773353071,141,79.9,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711043,299,1,1,37,5,6tuibxq39fdryu8ou06wcm0q3,1,32.5,74.4,2022-09-11T13:37:46.851Z,2022-09-11T21:43:50Z,3773353261,140,25.4,3773353263,141,55.4,3775124901,178,,3773353259,56,Back,3773353265,212,14.9,3773353267,213,4.2,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711081,300,1,1,37,8,6tuibxq39fdryu8ou06wcm0q3,1,24,42.2,2022-09-11T13:37:49.628Z,2022-09-11T21:43:53Z,3773353475,212,12.5,3773353469,56,Back,3775125001,178,,3773353477,213,4.8,3773353471,140,25.3,3773353473,141,24.0,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711131,301,1,1,37,10,6tuibxq39fdryu8ou06wcm0q3,1,25.3,24,2022-09-11T13:37:51.581Z,2022-09-11T21:43:55Z,3773353727,140,33.0,3773353731,212,14.7,3773353725,56,Back,3773353733,213,1.0,3775125075,178,,3773353729,141,42.1,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711163,302,1,1,37,12,6tuibxq39fdryu8ou06wcm0q3,1,37.8,39.1,2022-09-11T13:37:54.476Z,2022-09-11T21:43:58Z,3773353887,213,0.1,3775125159,178,,3773353885,212,22.8,3773353879,56,Center,3773353883,141,41.8,3773353881,140,59.4,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039179,732,43,1,37,14,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:37:55.662Z,2022-09-11T22:09:46Z,3775165597,178,0,3775165631,144,82,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039165,731,67,1,37,14,6tuibxq39fdryu8ou06wcm0q3,1,57.1,41.2,2022-09-11T13:37:55.831Z,2022-09-11T23:51:15Z,3775165481,233,1170,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039163,1170,67,1,37,14,dxq76zcvnokq07cszdx0i6kve,0,42.9,58.8,2022-09-11T13:37:55.832Z,2022-09-11T22:09:40Z,3775165485,233,731,,,,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711265,303,1,1,37,15,6tuibxq39fdryu8ou06wcm0q3,1,57.8,42.5,2022-09-11T13:37:56.809Z,2022-09-11T21:44:01Z,3773354351,140,63.1,3773354349,56,Center,3773354353,141,31.2,3775125249,178,,3773354355,212,9.5,3773354357,213,5.3,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711313,304,1,1,37,21,6tuibxq39fdryu8ou06wcm0q3,1,87.7,31.3,2022-09-11T13:38:03.330Z,2022-09-11T21:44:10Z,3773354591,56,Center,3775125343,178,,3773354601,141,37.4,3773355863,210,15,3773354607,213,2.7,3773354595,140,79.7,3773354605,212,9.4,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2459039321,741,43,1,37,21,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:38:03.410Z,2022-09-11T22:10:15Z,3775166293,178,0,3775166331,144,82,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711319,305,15,1,37,24,6tuibxq39fdryu8ou06wcm0q3,1,83.7,33.9,2022-09-11T13:38:05.545Z,2022-09-11T21:44:11Z,3773355869,76,,3773354619,22,,3773355877,102,52.9,3773355871,29,,3773355879,103,7.0,3773354621,63,,3773355473,20,,3773355873,55,304,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,3773354623,56,Center,3773355515,233,363,3773355881,215,,3775125537,178,,3773355883,146,,3773355885,147,47.3,,,98.4,,,,,,,,,,,,,,,,,
2458711331,363,10,1,37,24,dxq76zcvnokq07cszdx0i6kve,1,5,52.2,2022-09-11T13:38:06.192Z,2022-09-11T21:44:19Z,3773354701,182,,3773354697,173,,3773355539,233,305,3773354703,56,Back,3774584021,376,,3773354699,179,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711335,306,6,1,37,26,6tuibxq39fdryu8ou06wcm0q3,1,89.8,42.2,2022-09-11T13:38:07.910Z,2022-09-11T21:44:21Z,3773354877,233,364,3773354721,56,Center,3773354723,73,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711355,364,6,1,37,26,dxq76zcvnokq07cszdx0i6kve,0,10.2,57.8,2022-09-11T13:38:07.910Z,2022-09-11T21:44:20Z,3773354811,56,Back,3773354813,73,,3773354911,233,306,,,,,,,,,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711811,307,1,1,37,53,6tuibxq39fdryu8ou06wcm0q3,1,99.5,99.5,2022-09-11T13:38:34.962Z,2022-09-11T21:44:25Z,3773357313,1,,3773357307,141,47.9,3773357299,155,,3773357311,213,4.4,3773357305,140,89.6,3775125995,178,,3773357303,56,Center,3773357297,6,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,3774585229,72,,3773357301,224,,3773357309,212,36.6,3773357295,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711817,308,61,1,37,54,6tuibxq39fdryu8ou06wcm0q3,1,91.2,52,2022-09-11T13:38:36.469Z,2022-09-11T21:44:30Z,3775126121,15,,3773357347,56,Center,3775126123,388,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458937781,597,3,1,37,59,6tuibxq39fdryu8ou06wcm0q3,0,93.2,7.2,2022-09-11T13:38:40.685Z,2022-09-11T21:44:34Z,3774587837,286,,3775126283,178,,3774587835,56,Right,3774587841,467,c33x61zuxixolkkalsigc3q0a,3774587839,465,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711863,309,4,1,37,59,6tuibxq39fdryu8ou06wcm0q3,1,91.4,9,2022-09-11T13:38:41.023Z,2022-09-11T21:44:38Z,3773357549,286,,3773357541,13,,3773357545,152,,3773357543,56,Right,3773357575,233,365,3773357547,265,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458711859,365,4,1,37,59,dxq76zcvnokq07cszdx0i6kve,0,8.6,91,2022-09-11T13:38:41.024Z,2022-09-11T21:44:37Z,3773357527,285,,3773357525,265,,3773357519,13,,3775126371,178,,3773357523,152,,3773357629,233,309,3773357521,56,Back,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712705,310,1,1,38,52,6tuibxq39fdryu8ou06wcm0q3,1,92.7,2.6,2022-09-11T13:39:33.746Z,2022-09-11T23:51:16Z,3773362455,141,46.3,3773362447,155,,3773383493,154,,3773362457,212,29.7,3773383491,210,15,3773362445,5,,3773362443,2,,3774590175,224,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,3775126527,178,,3773362451,56,Center,3773362459,213,1.6,3773362449,152,,3774590177,20,1,3773362453,140,91.7,,,,,,,,,,,,,,,,,,,,
2458714689,382,43,1,38,52,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:39:34.373Z,2022-09-11T13:43:25Z,3773373163,140,10.1,3773373169,212,2.3,3773373173,213,5.9,3773373165,141,66.6,3773373159,56,Back,3773383139,144,12,3773373185,15,0,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458713495,313,44,1,38,53,6tuibxq39fdryu8ou06wcm0q3,1,91.8,40.6,2022-09-11T13:39:34.778Z,2022-09-11T23:51:16Z,3773366773,56,Center,3773366807,233,369,3773366775,286,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458713337,369,44,1,38,53,dxq76zcvnokq07cszdx0i6kve,0,8.2,59.4,2022-09-11T13:39:34.779Z,2022-09-11T21:45:04Z,3773366861,233,313,3773365941,56,Back,3773365943,285,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712715,311,15,1,38,53,6tuibxq39fdryu8ou06wcm0q3,1,91.7,46.3,2022-09-11T13:39:34.810Z,2022-09-11T23:51:16Z,3773383505,29,,3773366969,233,370,3773365331,24,,3773365333,78,,3775126771,388,,3773383507,154,,3773383509,55,310,3773362511,56,Center,153ljvbov0n176vm9fdaizoix,A. Pinamonti,3773364017,17,,3773365353,230,99.0,3773365349,146,93.2,3773364365,328,,3773365351,147,,3773364367,82,,3773365343,102,46.9,49.9,3773364361,15,3773365347,103,19,3773365355,231,,49.8,,,,,,,
2458713421,370,10,1,38,53,dxq76zcvnokq07cszdx0i6kve,1,8,60.9,2022-09-11T13:39:34.905Z,2022-09-11T21:44:58Z,3773367005,233,311,3773366903,94,,3775126955,178,,3773366413,56,Back,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039591,748,67,1,38,54,6tuibxq39fdryu8ou06wcm0q3,1,88.3,37.3,2022-09-11T13:39:35.591Z,2022-09-11T23:51:17Z,3775167665,233,1204,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039587,1204,67,1,38,54,dxq76zcvnokq07cszdx0i6kve,0,11.7,62.7,2022-09-11T13:39:35.592Z,2022-09-11T22:11:09Z,3775167689,233,748,,,,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714013,315,50,1,38,54,6tuibxq39fdryu8ou06wcm0q3,1,90.1,39.2,2022-09-11T13:39:35.991Z,2022-09-11T23:51:17Z,3773369575,286,,3773370115,233,371,3773369573,56,Center,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458713875,371,7,1,38,54,dxq76zcvnokq07cszdx0i6kve,0,9.9,60.8,2022-09-11T13:39:36.037Z,2022-09-11T21:45:21Z,3773368833,56,Back,3774592099,384,,3773370093,233,315,3775127783,178,,3773368835,285,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458713789,314,43,1,38,54,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:39:36.082Z,2022-09-11T18:44:09Z,3773368425,56,Center,3774596269,144,61,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458939821,598,61,1,38,54,6tuibxq39fdryu8ou06wcm0q3,1,90,40.1,2022-09-11T13:39:36.231Z,2022-09-11T21:45:25Z,3775127861,178,,3774599867,56,Center,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714887,322,43,1,38,56,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:39:37.686Z,2022-09-11T18:44:07Z,3773374255,56,Center,3774596173,144,61,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712711,366,49,1,38,56,dxq76zcvnokq07cszdx0i6kve,1,7.1,74.4,2022-09-11T13:39:38.011Z,2022-09-11T21:45:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039621,1206,43,1,38,56,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:39:38.011Z,2022-09-11T22:11:15Z,3775167817,178,0,3775167881,144,82,,,,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712779,367,1,1,38,57,dxq76zcvnokq07cszdx0i6kve,0,7.1,74.4,2022-09-11T13:39:38.701Z,2022-09-11T21:45:38Z,3775128233,178,,3773362819,140,29.0,3773362825,213,0.7,3773362823,212,29.4,3773362817,56,Back,3773362821,141,100.0,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712987,312,5,1,39,0,6tuibxq39fdryu8ou06wcm0q3,1,69,-1.6,2022-09-11T13:39:42.051Z,2022-09-11T21:45:41Z,3773364031,233,368,3773363989,56,Right,3773363991,347,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458712789,368,5,1,39,0,dxq76zcvnokq07cszdx0i6kve,0,31,101.6,2022-09-11T13:39:42.051Z,2022-09-11T21:45:42Z,3773362845,56,Back,3773362851,347,,3773364041,233,312,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714213,316,1,1,40,19,6tuibxq39fdryu8ou06wcm0q3,1,67.5,0,2022-09-11T13:41:01.452Z,2022-09-11T21:45:51Z,3773370671,107,,3773370679,212,13.6,3773370673,56,Right,3773370681,213,0.6,3773370675,140,78.3,3773370677,141,10.1,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039751,751,43,1,40,20,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:41:02.401Z,2022-09-11T22:11:43Z,3775168455,178,0,3775168533,144,82,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714287,318,61,1,40,21,6tuibxq39fdryu8ou06wcm0q3,0,85.3,17.8,2022-09-11T13:41:03.262Z,2022-09-11T22:12:18Z,3775169681,21,,3773371021,56,Right,3775128927,178,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459039801,1219,43,1,40,21,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:03.335Z,2022-09-11T22:12:03Z,3775169201,144,82,3775168661,178,0,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040163,1251,43,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:03.924Z,2022-09-11T22:12:54Z,3775170561,178,0,3775170613,144,82,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040089,1245,43,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:03.975Z,2022-09-11T22:12:39Z,3775170221,144,67,3775170177,233,756,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040077,756,43,1,40,22,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:41:03.976Z,2022-09-11T22:12:39Z,3775170185,233,1245,3775170213,144,67,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714261,373,49,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,16.5,83.3,2022-09-11T13:41:04.005Z,2022-09-11T22:12:22Z,,,,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040183,1252,43,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:04.033Z,2022-09-11T22:12:59Z,3775170713,144,82,3775170653,178,0,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040207,1254,43,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:04.043Z,2022-09-11T22:13:06Z,3775170823,178,0,3775170929,144,82,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040127,1248,67,1,40,22,dxq76zcvnokq07cszdx0i6kve,1,16.6,84.9,2022-09-11T13:41:04.045Z,2022-09-11T23:51:18Z,3775170353,233,759,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459040123,759,67,1,40,22,6tuibxq39fdryu8ou06wcm0q3,0,83.4,15.1,2022-09-11T13:41:04.046Z,2022-09-11T22:12:44Z,3775170361,233,1248,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714281,317,43,1,40,23,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:41:04.605Z,2022-09-11T13:44:47Z,3773370993,213,0.6,3773370989,141,18.8,3773370991,212,11.0,3773390209,144,1,3773370985,56,Right,3773370987,140,87.1,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714273,374,1,1,40,23,dxq76zcvnokq07cszdx0i6kve,1,16.5,83.3,2022-09-11T13:41:05.133Z,2022-09-11T22:12:26Z,3775129175,178,,3773370945,141,65.5,3773370941,56,Back,3773370949,213,4.5,3773370947,212,12.4,3773370943,140,13.9,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714291,375,1,1,40,24,dxq76zcvnokq07cszdx0i6kve,1,13.9,65.5,2022-09-11T13:41:05.788Z,2022-09-11T21:46:07Z,3773371039,213,2.1,3773371031,56,Back,3773371033,140,11.2,3775129227,178,,3773371035,141,72.1,3773371037,212,5.3,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714253,372,43,1,40,24,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:41:05.820Z,2022-09-11T13:45:16Z,3773370847,56,Back,3773370851,285,0,3773371079,233,318,3773392605,144,7,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714323,376,1,1,40,25,dxq76zcvnokq07cszdx0i6kve,1,11.2,72.1,2022-09-11T13:41:06.650Z,2022-09-11T21:46:10Z,3773371217,141,46.0,3773371215,140,3.9,3773371221,213,4.3,3775129269,178,,3773371213,56,Back,3773371219,212,19.3,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714409,377,1,1,40,27,dxq76zcvnokq07cszdx0i6kve,0,3.9,46,2022-09-11T13:41:09.082Z,2022-09-11T21:46:12Z,3773371689,1,,3773371681,140,48.5,3773371677,157,,3773371683,141,42.2,3773371685,212,46.9,3773371679,56,Back,3775129343,178,,3773371687,213,6.2,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714459,319,1,1,40,31,6tuibxq39fdryu8ou06wcm0q3,0,52,62.6,2022-09-11T13:41:12.659Z,2022-09-11T21:46:18Z,3773371921,213,0.9,3773371915,140,67.5,3773371917,141,91.4,3775129509,178,,3773371911,3,,3773371919,212,25.5,3773371913,56,Left,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458714483,378,49,1,40,34,dxq76zcvnokq07cszdx0i6kve,1,32.4,4.7,2022-09-11T13:41:16.322Z,2022-09-11T21:46:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
