id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,keyPass,qualifier/13/value,qualifier/15/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/19/value
2466721445,6,1,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,1,19.6,70.2,2022-10-02T18:46:02.587Z,2022-10-03T01:01:12Z,3815947415,212,6.2,3816664111,178,,3815947413,141,70.5,3815947411,140,25.5,3815947409,56,Back,3815947417,213,0.0,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721471,7,1,1,0,24,bqbbqm98ud8obe45ds9ohgyrd,1,27,66.2,2022-10-02T18:46:05.818Z,2022-10-03T01:01:12Z,3815947589,140,29.8,3815947591,141,29.3,3815947593,212,25.3,3815947587,56,Back,3816664121,178,,3815947595,213,4.8,,,,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721493,8,1,1,0,27,bqbbqm98ud8obe45ds9ohgyrd,1,33.7,28.9,2022-10-02T18:46:08.836Z,2022-10-03T01:01:12Z,3816664141,178,,3815947735,141,31.9,3815947733,140,39.6,3815947739,213,0.3,3815947731,56,Back,3815947737,212,6.5,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721501,9,1,1,0,29,bqbbqm98ud8obe45ds9ohgyrd,1,39.9,31.3,2022-10-02T18:46:10.787Z,2022-10-03T01:01:13Z,3815947763,56,Center,3816664149,178,,3815947767,141,21.2,3815947765,140,60.7,3815947771,213,6.0,3815947769,212,22.9,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721535,10,1,1,0,30,bqbbqm98ud8obe45ds9ohgyrd,1,60.7,21.2,2022-10-02T18:46:11.797Z,2022-10-03T01:01:13Z,3815947961,140,57.7,3815947955,56,Center,3816664157,178,,3815947965,141,35.3,3815947969,212,10.1,3815947973,213,1.9,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466855115,880,83,1,0,32,ej5er0oyngdw138yuumwqbyqt,1,41.4,65.8,2022-10-02T18:46:13.801Z,2022-10-03T01:09:55Z,3816677223,399,103076,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721549,11,1,1,0,33,bqbbqm98ud8obe45ds9ohgyrd,1,57.7,35.3,2022-10-02T18:46:14.907Z,2022-10-03T01:01:13Z,3815948051,56,Center,3815948057,212,9.5,3815948053,140,51.9,3815948059,213,2.3,3815948055,141,46.0,3816664161,178,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466855183,828,67,1,0,34,bqbbqm98ud8obe45ds9ohgyrd,1,51.6,46.3,2022-10-02T18:46:16.018Z,2022-10-03T01:36:49Z,3816677613,233,882,,,,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466855177,882,67,1,0,34,ej5er0oyngdw138yuumwqbyqt,0,48.4,53.7,2022-10-02T18:46:16.019Z,2022-10-03T01:10:11Z,3816677627,233,828,,,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721597,12,1,1,0,34,bqbbqm98ud8obe45ds9ohgyrd,1,51.9,46,2022-10-02T18:46:16.031Z,2022-10-03T01:36:50Z,3816664165,178,,3815948269,213,1.2,3815948265,141,76.8,3815948261,56,Center,3815948267,212,22.3,3815948263,140,59.3,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721627,13,1,1,0,40,bqbbqm98ud8obe45ds9ohgyrd,1,79,69.3,2022-10-02T18:46:21.367Z,2022-10-03T01:01:14Z,3816664177,178,,3815948437,212,13.4,3815948431,56,Left,3815948433,140,88.9,3815948439,213,0.7,3815948435,141,81.8,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721631,14,1,1,0,42,bqbbqm98ud8obe45ds9ohgyrd,0,90.6,82.4,2022-10-02T18:46:23.700Z,2022-10-03T01:01:15Z,3816664187,178,,3815948459,2,,3815948463,56,Center,3816405783,225,,3816405785,386,,3815948467,141,53.4,3815948469,212,20.1,3815948471,213,4.5,555z9bynvux7oruirg67r8i51,F. Kostić,3815948465,140,87.0,3816405787,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721729,6,12,1,0,43,ej5er0oyngdw138yuumwqbyqt,1,12.8,47.6,2022-10-02T18:46:24.859Z,2022-10-03T01:01:15Z,3815949009,141,45.0,3815949011,212,9.7,3815949013,213,6.1,3815949005,140,21.9,3816664205,178,,3815949003,56,Back,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721653,15,13,1,0,45,bqbbqm98ud8obe45ds9ohgyrd,1,78.9,54.6,2022-10-02T18:46:26.549Z,2022-10-03T01:01:16Z,3815948843,231,51.1,3815948985,328,,3815948833,102,47.9,3815948597,18,,3815948595,22,,3815948599,56,Center,3815948837,215,,3815948831,74,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,3816664229,178,,3815948841,230,99.1,3815948839,458,3815948835,103,84.7,3815948685,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721731,7,5,1,0,47,ej5er0oyngdw138yuumwqbyqt,1,-1.3,52.6,2022-10-02T18:46:29.064Z,2022-10-03T01:01:16Z,3815949019,346,,3815949311,233,16,3815949015,56,Back,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721659,16,5,1,0,47,bqbbqm98ud8obe45ds9ohgyrd,0,101.3,47.4,2022-10-02T18:46:29.064Z,2022-10-03T01:01:16Z,3815948623,56,Center,3815948625,346,,3815949345,233,7,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721943,8,1,1,1,25,ej5er0oyngdw138yuumwqbyqt,0,4.5,50.1,2022-10-02T18:47:06.568Z,2022-10-03T01:01:16Z,3815950369,140,45.9,3815950373,212,43.5,3815950365,124,,3815950377,1,,3815950371,141,50.9,3815950367,56,Back,3815950375,213,0.0,3815950379,74,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721969,17,1,1,1,27,bqbbqm98ud8obe45ds9ohgyrd,1,53.7,54.2,2022-10-02T18:47:09.094Z,2022-10-03T01:01:17Z,3815950555,141,61.8,3816411611,3,,3816664251,388,,3815950559,213,0.2,3815950553,140,73.7,3815950557,212,21.6,3815950551,56,Center,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721975,18,49,1,1,29,bqbbqm98ud8obe45ds9ohgyrd,1,73.5,62.9,2022-10-02T18:47:10.830Z,2022-10-03T01:01:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466721991,19,1,1,1,30,bqbbqm98ud8obe45ds9ohgyrd,1,73.5,62.9,2022-10-02T18:47:11.642Z,2022-10-03T01:01:18Z,3815950673,56,Left,3816664289,178,,3815950677,141,80.0,3815950675,140,68.6,3815950681,213,2.0,3815950679,212,12.7,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466864227,1157,67,1,1,32,bqbbqm98ud8obe45ds9ohgyrd,1,68.6,79.7,2022-10-02T18:47:13.268Z,2022-10-03T02:00:00Z,3816723745,233,1210,,,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466864223,1210,67,1,1,32,ej5er0oyngdw138yuumwqbyqt,0,31.4,20.3,2022-10-02T18:47:13.269Z,2022-10-03T01:38:09Z,3816723749,233,1157,,,,,,,,,,,,,,,,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722023,20,1,1,1,33,bqbbqm98ud8obe45ds9ohgyrd,1,67.2,90.8,2022-10-02T18:47:14.473Z,2022-10-03T01:01:19Z,3816664379,178,,3815950825,212,19.6,3815950819,56,Left,3815950821,140,85.7,3815950827,213,0.1,3815950823,141,94.1,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722045,21,1,1,1,36,bqbbqm98ud8obe45ds9ohgyrd,0,93,94,2022-10-02T18:47:17.854Z,2022-10-03T01:01:20Z,3815950917,2,,3816411781,224,,3815950923,140,96.3,3815950919,155,,3816664431,178,,3815950925,141,57.7,3815950929,213,4.9,3816411783,72,,555z9bynvux7oruirg67r8i51,F. Kostić,3815950921,56,Center,3815950927,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722065,9,12,1,1,37,ej5er0oyngdw138yuumwqbyqt,1,3.1,40,2022-10-02T18:47:18.818Z,2022-10-03T01:01:26Z,3815951043,140,4.8,3815951045,141,24.2,3816664517,178,,3815951049,213,4.9,3815951047,212,10.9,3815951041,56,Back,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722117,10,12,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,4.6,23.3,2022-10-02T18:47:20.136Z,2022-10-03T01:01:29Z,3815951389,140,42.3,3815951391,141,16.7,3815951393,212,39.8,3816664601,178,,3815951387,56,Back,3815951395,213,6.2,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722119,11,4,1,1,41,ej5er0oyngdw138yuumwqbyqt,1,42.2,9.6,2022-10-02T18:47:22.837Z,2022-10-03T01:01:35Z,3815951413,286,,3815951405,13,,3815951411,152,,3815951519,233,22,3815951409,56,Back,3815951407,295,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722125,22,4,1,1,41,bqbbqm98ud8obe45ds9ohgyrd,0,57.8,90.4,2022-10-02T18:47:22.838Z,2022-10-03T01:01:35Z,3815951477,56,Left,3815951481,285,,3816664765,178,,3815951479,152,,3815951475,295,,3815951531,233,11,3815951473,13,,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722205,12,1,1,1,57,ej5er0oyngdw138yuumwqbyqt,1,40.2,7.3,2022-10-02T18:47:38.378Z,2022-10-03T01:01:40Z,3815951923,5,,3816664921,178,,3815951927,56,Back,3815951935,213,2.2,3815951925,152,,3815951931,141,30.0,3815951929,140,29.8,3815951933,212,18.9,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722223,13,1,1,1,59,ej5er0oyngdw138yuumwqbyqt,1,29.8,30,2022-10-02T18:47:40.959Z,2022-10-03T01:01:43Z,3815952029,56,Back,3815952033,140,25.3,3815952043,212,29.0,3816665029,178,,3815952039,141,72.1,3815952045,213,1.7,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722263,14,1,1,2,4,ej5er0oyngdw138yuumwqbyqt,0,26.6,82.3,2022-10-02T18:47:45.752Z,2022-10-03T01:01:47Z,3815952281,1,,3816665181,178,,3815952279,213,5.8,3815952275,141,41.3,3815952271,56,Center,3815952277,212,56.6,3815952269,155,,3815952273,140,73.5,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722265,23,49,1,2,9,bqbbqm98ud8obe45ds9ohgyrd,1,26.2,50.6,2022-10-02T18:47:50.300Z,2022-10-03T01:01:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722285,24,1,1,2,9,bqbbqm98ud8obe45ds9ohgyrd,1,26,48.5,2022-10-02T18:47:50.340Z,2022-10-03T01:02:13Z,3815952405,212,25.8,3816665901,388,,3815952403,141,11.2,3815952399,56,Back,3815952401,140,30.5,3815952407,213,4.9,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722299,25,1,1,2,12,bqbbqm98ud8obe45ds9ohgyrd,1,30.5,11.2,2022-10-02T18:47:53.371Z,2022-10-03T01:02:17Z,3815952489,56,Center,3815952491,140,52.7,3816665977,178,,3815952493,141,34.4,3815952499,213,0.6,3815952495,212,28.1,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722307,26,61,1,2,13,bqbbqm98ud8obe45ds9ohgyrd,0,52.7,34.7,2022-10-02T18:47:54.754Z,2022-10-03T01:02:23Z,3815952535,56,Center,3816666183,178,,,,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722315,15,49,1,2,15,ej5er0oyngdw138yuumwqbyqt,1,44.3,52.5,2022-10-02T18:47:56.274Z,2022-10-03T01:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722357,16,1,1,2,15,ej5er0oyngdw138yuumwqbyqt,1,44.3,52.5,2022-10-02T18:47:56.577Z,2022-10-03T01:02:32Z,3815952749,56,Back,3815952755,212,21.3,3816666355,178,,3815952751,140,43.0,3815952757,213,4.6,3815952753,141,21.2,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722387,17,1,1,2,19,ej5er0oyngdw138yuumwqbyqt,1,41.2,6.5,2022-10-02T18:48:00.788Z,2022-10-03T01:02:34Z,3816666439,178,,3815952923,141,9.4,3815952927,213,0.1,3815952921,140,56.7,3815952919,56,Right,3815952925,212,16.4,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466864551,1174,83,1,2,22,bqbbqm98ud8obe45ds9ohgyrd,1,47.2,97.8,2022-10-02T18:48:03.377Z,2022-10-03T01:39:24Z,3816724911,399,223966,,,,,,,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722399,18,1,1,2,22,ej5er0oyngdw138yuumwqbyqt,0,52.1,2.9,2022-10-02T18:48:03.397Z,2022-10-03T01:02:40Z,3815953009,212,2.6,3815953011,213,3.0,3816666587,178,,3815953005,140,49.6,3815953143,233,27,3815953007,141,3.4,3815953147,286,,3815953141,236,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,3815953003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722411,27,74,1,2,22,bqbbqm98ud8obe45ds9ohgyrd,1,50,96.9,2022-10-02T18:48:03.452Z,2022-10-03T01:02:42Z,3815953185,233,18,3816666667,178,,3815953043,285,,3815953041,56,Left,,,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722431,28,49,1,2,23,bqbbqm98ud8obe45ds9ohgyrd,1,46,94.7,2022-10-02T18:48:05.208Z,2022-10-03T01:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466722449,29,1,1,2,24,bqbbqm98ud8obe45ds9ohgyrd,1,46.4,98.5,2022-10-02T18:48:05.268Z,2022-10-03T01:02:51Z,3815953239,140,52.3,3815953245,213,6.3,3815953235,155,,3815953243,212,6.2,3815953237,56,Left,3816666921,178,,3815953241,141,98.3,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
