id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value
2479056043,4,1,1,0,8,3vo5mpj7catp66nrwwqiuhuup,1,13.1,71.7,2022-10-29T18:45:20.397Z,2022-10-30T00:17:52Z,3882232341,388,,3881465377,3,,3881465385,212,10.5,3881465381,140,12.3,3881465383,141,87.1,3881465387,213,1.7,3881465379,56,Back,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056047,5,49,1,0,9,3vo5mpj7catp66nrwwqiuhuup,1,12.3,87.1,2022-10-29T18:45:21.533Z,2022-10-30T00:19:55Z,,,,,,,,,,,,,,,,,,,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056051,6,1,1,0,9,3vo5mpj7catp66nrwwqiuhuup,0,12.3,87.1,2022-10-29T18:45:21.629Z,2022-10-30T00:20:04Z,3881465417,141,89.1,3881465413,56,Back,3881465419,212,16.5,3881465415,140,28.0,3881465411,157,,3882235421,178,,3881465421,213,0.1,3881465423,1,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056059,8,49,1,0,10,4plikfte18rv8v4l89z803d4y,1,65.9,6.5,2022-10-29T18:45:23.044Z,2022-10-30T00:20:58Z,,,,,,,,,,,,,,,,,,,,,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056111,9,1,1,0,13,4plikfte18rv8v4l89z803d4y,1,65.9,6.5,2022-10-29T18:45:25.897Z,2022-10-30T00:21:07Z,3881465749,213,0.0,3881465745,141,6.8,3881465741,56,Right,3881465747,212,5.1,3881465743,140,70.8,3882236953,178,,,,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056181,10,1,1,0,16,4plikfte18rv8v4l89z803d4y,1,68.3,7.6,2022-10-29T18:45:29.036Z,2022-10-30T00:21:27Z,3881466137,56,Right,3882237395,178,,3881466143,212,8.7,3881466145,213,3.0,3881466141,141,9.2,3881466139,140,60.1,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056183,11,3,1,0,21,4plikfte18rv8v4l89z803d4y,0,61.2,4.2,2022-10-29T18:45:34.104Z,2022-10-30T00:21:39Z,3881466275,233,7,3881466153,286,,3881466149,56,Right,3881875843,465,,3882237641,178,,,,,,,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056197,7,7,1,0,22,3vo5mpj7catp66nrwwqiuhuup,1,38.8,95.8,2022-10-29T18:45:34.295Z,2022-10-30T00:21:49Z,3881875881,385,,3881466229,285,,3881466243,233,11,3882237883,178,,3881466227,56,Back,3881466225,167,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056199,8,5,1,0,22,3vo5mpj7catp66nrwwqiuhuup,0,37.7,101,2022-10-29T18:45:34.895Z,2022-10-30T00:21:57Z,3881466587,233,12,3881466231,56,Back,3881466233,347,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056251,12,5,1,0,22,4plikfte18rv8v4l89z803d4y,1,62.3,-1,2022-10-29T18:45:34.895Z,2022-10-30T00:21:56Z,3881466567,233,8,3881466563,56,Right,3881466565,347,,,,,,,,,,,,,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056263,13,1,1,0,32,4plikfte18rv8v4l89z803d4y,1,61.7,0,2022-10-29T18:45:44.285Z,2022-10-30T00:22:09Z,3881466639,212,9.4,3881466641,213,0.4,3881466631,107,,3881466635,140,69.8,3881466633,56,Right,3881466637,141,4.7,,,,,,,jk8n72zhngmdw2ek47zx7f11,B. Bereszyński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056277,14,1,1,0,33,4plikfte18rv8v4l89z803d4y,1,69.8,4.7,2022-10-29T18:45:45.266Z,2022-10-30T00:22:17Z,3882238627,178,,3881466729,213,1.3,3881466723,140,72.1,3881466727,212,9.0,3881466725,141,17.4,3881466721,56,Right,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056283,15,1,1,0,33,4plikfte18rv8v4l89z803d4y,0,72.1,17.4,2022-10-29T18:45:45.859Z,2022-10-30T00:22:27Z,3882238899,178,,3881466737,56,Center,3881466739,140,67.0,3881466743,212,11.2,3881466745,213,2.1,3881466741,141,31.9,,,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056291,9,49,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,29.5,74.2,2022-10-29T18:45:47.555Z,2022-10-30T00:22:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056325,10,3,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,32.1,71.2,2022-10-29T18:45:48.142Z,2022-10-30T00:23:04Z,3881466973,56,Back,3881466975,285,,3882239799,178,,3881466983,233,16,3881876271,464,,,,,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056313,16,45,1,0,35,4plikfte18rv8v4l89z803d4y,0,67.9,28.8,2022-10-29T18:45:48.142Z,2022-10-30T00:23:04Z,3881467009,286,,3881467005,233,10,3881466933,56,Center,,,,,,,,,,,,,,,,bh4a2zneilpvi1t7etuhkfl61,Gonzalo Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056335,11,1,1,0,37,3vo5mpj7catp66nrwwqiuhuup,1,29.5,74.2,2022-10-29T18:45:49.523Z,2022-10-30T00:23:13Z,3881470015,3,,3881467029,213,1.7,3881467027,212,2.3,3881467023,140,29.2,3881467021,56,Back,3881467025,141,77.5,3882240015,388,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056337,12,61,1,0,37,3vo5mpj7catp66nrwwqiuhuup,1,29.2,77.5,2022-10-29T18:45:50.034Z,2022-10-30T00:23:27Z,3882240325,178,,3881467033,56,Back,,,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056345,13,1,1,0,39,3vo5mpj7catp66nrwwqiuhuup,1,30.6,89.1,2022-10-29T18:45:51.921Z,2022-10-30T00:23:36Z,3881467083,140,27.4,3881467087,212,3.8,3882240545,178,,3881467081,56,Back,3881467085,141,91.7,3881467089,213,2.7,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056387,14,1,1,0,40,3vo5mpj7catp66nrwwqiuhuup,1,27.4,91.7,2022-10-29T18:45:52.765Z,2022-10-30T00:23:43Z,3882240759,178,,3881467269,212,17.4,3881467267,141,81.5,3881467263,56,Back,3881467271,213,3.6,3881467265,140,12.2,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056411,15,1,1,0,47,3vo5mpj7catp66nrwwqiuhuup,1,11.1,67.3,2022-10-29T18:45:59.232Z,2022-10-30T00:23:51Z,3881467409,56,Back,3881467413,141,43.9,3881467417,213,4.3,3881467415,212,17.5,3881467411,140,4.2,3882240945,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056427,16,1,1,0,50,3vo5mpj7catp66nrwwqiuhuup,1,9.7,38.6,2022-10-29T18:46:02.666Z,2022-10-30T00:23:58Z,3881467531,213,5.0,3881467527,141,18.8,3881467523,56,Back,3881467525,140,13.0,3881467529,212,13.9,3882241055,178,,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056443,17,1,1,0,52,3vo5mpj7catp66nrwwqiuhuup,1,12.6,18.8,2022-10-29T18:46:04.909Z,2022-10-30T00:24:06Z,3881467619,56,Back,3881467627,213,2.1,3881467623,141,41.8,3881467625,212,17.9,3881467621,140,4.4,3882241225,178,,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056467,18,1,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,4.5,45.7,2022-10-29T18:46:07.541Z,2022-10-30T00:24:11Z,3881467789,141,82.3,3881467795,213,1.4,3881467793,212,25.3,3882241299,178,,3881467781,56,Back,3881467785,140,8.7,,,,,,,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056481,19,1,1,0,58,3vo5mpj7catp66nrwwqiuhuup,1,9.2,82.7,2022-10-29T18:46:10.931Z,2022-10-30T00:24:20Z,3881467859,213,6.2,3881467855,141,81.5,3881467851,56,Back,3881467857,212,16.2,3881467853,140,24.6,3882241507,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056487,20,3,1,0,59,3vo5mpj7catp66nrwwqiuhuup,0,30.6,82.6,2022-10-29T18:46:12.148Z,2022-10-30T00:24:43Z,3881876763,465,,3882074967,233,17,3882242067,178,,3881876675,285,,3881467889,56,Back,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056489,17,7,1,1,0,4plikfte18rv8v4l89z803d4y,0,69.4,17.4,2022-10-29T18:46:12.305Z,2022-10-30T00:25:07Z,3882242607,178,,3881876871,384,,3882074965,286,,3882074961,233,20,3881467903,56,Right,,,,,,,,,,bh4a2zneilpvi1t7etuhkfl61,Gonzalo Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056503,21,1,1,1,1,3vo5mpj7catp66nrwwqiuhuup,0,25.1,70.9,2022-10-29T18:46:13.272Z,2022-10-30T00:25:25Z,3881467975,140,41.0,3881467971,157,,3881467973,56,Back,3881467977,141,78.7,3881467989,1,,3881467985,213,0.3,3882243111,178,,3881467981,212,17.5,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056531,18,1,1,1,4,4plikfte18rv8v4l89z803d4y,0,57.5,13.5,2022-10-29T18:46:16.491Z,2022-10-30T00:25:34Z,3881468139,56,Center,3882243241,388,,3881468141,140,66.8,3881468145,212,13.0,3881468147,213,0.7,3881468143,141,26.1,3881468137,3,,,,,2bitk8s7gg2o7sjnjmolnw9ud,O. Colley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056529,22,61,1,1,5,3vo5mpj7catp66nrwwqiuhuup,0,32.7,73.9,2022-10-29T18:46:17.542Z,2022-10-30T00:25:45Z,3881468131,56,Back,3882243485,178,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056545,19,49,1,1,6,4plikfte18rv8v4l89z803d4y,1,67.6,38.2,2022-10-29T18:46:18.288Z,2022-10-30T00:26:02Z,,,,,,,,,,,,,,,,,,,,,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056575,20,4,1,1,7,4plikfte18rv8v4l89z803d4y,1,68.8,37.5,2022-10-29T18:46:19.545Z,2022-10-30T00:26:22Z,3881468391,286,,3881468389,265,,3881468557,233,23,3881468385,56,Center,3881468383,13,,3881468387,152,,,,,,,,c87f30rukjnu7v3f3iqxpkxqt,F. Đuričić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056597,23,4,1,1,7,3vo5mpj7catp66nrwwqiuhuup,0,31.2,62.5,2022-10-29T18:46:19.546Z,2022-10-30T00:26:22Z,3881468497,13,,3881468619,233,20,3881468503,265,,3881468505,285,,3881468501,152,,3881468499,56,Back,3882244169,178,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056785,21,1,1,1,36,4plikfte18rv8v4l89z803d4y,0,70.1,25.5,2022-10-29T18:46:48.398Z,2022-10-30T00:26:30Z,3881877387,224,,3881469585,152,,3881469587,56,Center,3881469595,213,0.7,3881469579,2,,3881469581,5,,3881469583,155,,3881877389,20,,bh4a2zneilpvi1t7etuhkfl61,Gonzalo Villar,3882244231,178,3881469593,212,27.7,3881469591,141,50.9,3881469589,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479057163,31,12,1,1,37,3vo5mpj7catp66nrwwqiuhuup,1,7.7,50.5,2022-10-29T18:46:49.668Z,2022-10-30T00:26:40Z,3881471859,213,4.4,3882244507,388,,3881471853,140,6.3,3881471857,212,5.6,3881471851,56,Back,3881471855,141,42.5,3881471871,15,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479057411,29,13,1,1,37,4plikfte18rv8v4l89z803d4y,1,93.9,60.2,2022-10-29T18:46:50.130Z,2022-10-30T00:26:51Z,3881485159,103,12.5,3882244783,388,,3881877679,17,,3881484741,328,,3881484735,15,,3881485163,230,99.3,3881485161,458,,3881484733,24,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,3881485157,102,3881485155,73,,3881473141,56,Center,3881485165,231,52.0,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056823,22,5,1,1,40,4plikfte18rv8v4l89z803d4y,0,101.3,63.8,2022-10-29T18:46:52.180Z,2022-10-30T00:26:59Z,3881469803,56,Center,3881469805,346,,3881469815,233,24,,,,,,,,,,,,,,,,bh4a2zneilpvi1t7etuhkfl61,Gonzalo Villar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056819,24,5,1,1,40,3vo5mpj7catp66nrwwqiuhuup,1,-1.3,36.2,2022-10-29T18:46:52.180Z,2022-10-30T00:26:59Z,3881469811,233,22,3881469785,346,,3881469783,56,Back,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056915,25,1,1,1,44,3vo5mpj7catp66nrwwqiuhuup,1,3.7,42.5,2022-10-29T18:46:56.914Z,2022-10-30T00:27:27Z,3881470349,212,23.3,3881470357,237,,3881510441,189,,3881470351,213,5.3,3881470341,124,,3881470345,140,16.5,3881470347,141,14.5,3881470343,56,Back,8kttsnok9bbh7kpy3zz3j2xg5,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056937,26,1,1,1,47,3vo5mpj7catp66nrwwqiuhuup,1,29.6,13.2,2022-10-29T18:47:00.013Z,2022-10-30T00:27:47Z,3881470479,212,52.7,3881470485,1,,3881470481,213,0.1,3881470477,141,23.6,3881470473,56,Center,3881470475,140,79.3,3882245903,178,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056947,27,1,1,1,55,3vo5mpj7catp66nrwwqiuhuup,1,89,14.9,2022-10-29T18:47:07.488Z,2022-10-30T00:27:56Z,3881470525,141,13.4,3881470521,56,Right,3881470527,212,10.4,3881470523,140,79.1,3881470529,213,3.2,3882246043,178,,,,,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479056951,28,1,1,1,56,3vo5mpj7catp66nrwwqiuhuup,0,78.4,13.9,2022-10-29T18:47:09.158Z,2022-10-30T00:28:00Z,3881470547,2,,3881877909,20,,3881470559,213,1.2,3881470549,155,,3881877907,224,,3881470557,212,18.8,3881470553,140,84.2,3881470555,141,40.0,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,3881470551,56,3882246115,178,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2479057063,29,43,1,1,57,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-10-29T18:47:09.802Z,2022-10-29T18:50:09Z,3881471281,141,42.5,3881471285,213,1.2,3881471283,212,21.6,3881478347,144,12,3881471279,140,87.4,3881471277,56,Center,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479057007,23,12,1,1,58,4plikfte18rv8v4l89z803d4y,1,10.9,47.9,2022-10-29T18:47:10.300Z,2022-10-30T00:28:13Z,3881470909,141,71.8,3882246385,388,,3881470911,212,21.6,3881470913,213,0.8,3881470907,140,24.5,3881877959,15,,3881470905,56,Back,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
