id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2480117699,9,1,1,0,16,67z1gqyiuzpmmb15q5fy7ntc4,0,26.6,79.4,2022-10-31T19:48:23.584Z,2022-11-01T03:57:45Z,3887107671,141,65.9,3887107667,56,Center,3887107669,140,60.5,3887107677,1,,3887107675,213,6.0,3887107673,212,36.8,3887392277,178,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117719,3,1,1,0,18,ej5er0oyngdw138yuumwqbyqt,0,39.4,28.3,2022-10-31T19:48:25.300Z,2022-11-01T03:57:49Z,3887107775,212,24.8,3887107773,141,31.2,3887392289,178,,3887107769,56,Center,3887107777,213,0.1,3887107779,1,,3887107767,157,,3887107771,140,62.9,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117727,10,44,1,0,20,67z1gqyiuzpmmb15q5fy7ntc4,1,38,68.2,2022-10-31T19:48:27.724Z,2022-11-01T08:16:04Z,3887107823,233,4,3887107815,285,,3887107813,56,Back,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117729,4,44,1,0,20,ej5er0oyngdw138yuumwqbyqt,0,62,31.8,2022-10-31T19:48:27.725Z,2022-11-01T03:57:54Z,3887107819,286,,3887107831,233,10,3887107817,56,Center,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117733,11,61,1,0,20,67z1gqyiuzpmmb15q5fy7ntc4,1,38.8,67.7,2022-10-31T19:48:27.858Z,2022-11-01T08:16:04Z,3887107821,56,Back,3887392365,15,,3887392367,388,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117737,5,49,1,0,22,ej5er0oyngdw138yuumwqbyqt,1,66.9,25.3,2022-10-31T19:48:29.112Z,2022-11-01T03:58:09Z,,,,,,,,,,,,,,,,,,,,,,,,,56bidwsegakrtx3z1qbbpnc6i,J. Zirkzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117741,6,1,1,0,22,ej5er0oyngdw138yuumwqbyqt,1,66.9,25.3,2022-10-31T19:48:29.322Z,2022-11-01T03:59:04Z,3887392687,178,,3887107849,213,4.3,3887107841,56,Right,3887107845,141,13.8,3887107843,140,63.7,3887107847,212,8.5,,,,,,,56bidwsegakrtx3z1qbbpnc6i,J. Zirkzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117759,7,1,1,0,24,ej5er0oyngdw138yuumwqbyqt,1,63.7,13.8,2022-10-31T19:48:31.072Z,2022-11-01T03:59:10Z,3887107899,213,5.5,3887107891,56,Right,3887107893,140,69.2,3887107895,141,5.8,3887107897,212,7.9,3887392711,178,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117763,8,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,0,89.5,9,2022-10-31T19:48:35.875Z,2022-11-01T03:59:18Z,3887392743,178,,3887107925,236,,3887107917,212,2.1,3887335515,20,,3887107913,140,89.9,3887107911,56,Right,3887107927,233,12,3887107931,286,,1po7tmdv73zfjentt0p20wdlh,S. Posch,3887107919,213,1.4,3887107907,2,3887335513,224,3887107915,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117765,12,12,1,0,29,67z1gqyiuzpmmb15q5fy7ntc4,1,9.4,90.5,2022-10-31T19:48:36.025Z,2022-11-01T03:59:22Z,3887107923,56,Back,3887392755,178,,3887107921,185,,3887107933,233,8,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117789,9,5,1,0,30,ej5er0oyngdw138yuumwqbyqt,1,95.4,-1.6,2022-10-31T19:48:37.626Z,2022-11-01T03:59:25Z,3887108003,233,13,3887108001,347,,3887107999,56,Right,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117775,13,5,1,0,30,67z1gqyiuzpmmb15q5fy7ntc4,0,4.6,101.6,2022-10-31T19:48:37.626Z,2022-11-01T03:59:26Z,3887107959,56,Back,3887107961,347,,3887108007,233,9,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117805,10,1,1,0,42,ej5er0oyngdw138yuumwqbyqt,1,95,0,2022-10-31T19:48:49.405Z,2022-11-01T03:59:29Z,3887108091,141,10.3,3887108087,140,94.0,3887108085,56,Right,3887108083,107,,3887108093,212,8.4,3887108095,213,1.7,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117809,11,1,1,0,43,ej5er0oyngdw138yuumwqbyqt,1,94,10.3,2022-10-31T19:48:50.333Z,2022-11-01T03:59:31Z,3887108109,212,5.2,3887108111,213,4.1,3887392817,178,,3887108105,140,91.0,3887108103,56,Right,3887108107,141,4.2,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117813,12,1,1,0,45,ej5er0oyngdw138yuumwqbyqt,0,86.8,2.1,2022-10-31T19:48:52.649Z,2022-11-01T04:03:58Z,3887108117,2,,3887108121,56,Right,3887108129,213,1.5,3887340555,223,,3887108127,212,9.1,3887108125,141,15.5,3887108123,140,87.5,3887340557,72,,1po7tmdv73zfjentt0p20wdlh,S. Posch,3887394133,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117815,14,61,1,0,46,67z1gqyiuzpmmb15q5fy7ntc4,1,13.5,85.7,2022-10-31T19:48:53.045Z,2022-11-01T04:04:03Z,3887394155,178,,3887108131,56,Back,,,,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117827,13,6,1,0,47,ej5er0oyngdw138yuumwqbyqt,1,87.7,15,2022-10-31T19:48:54.778Z,2022-11-01T04:04:06Z,3887108163,233,15,3887108161,75,,3887108159,56,Right,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117823,15,6,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,0,12.3,85,2022-10-31T19:48:54.778Z,2022-11-01T04:04:06Z,3887108153,73,,3887108169,233,13,3887108151,56,Back,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117913,14,1,1,1,16,ej5er0oyngdw138yuumwqbyqt,0,99.5,0.5,2022-10-31T19:49:22.923Z,2022-11-01T04:04:09Z,3887108607,2,,3887108613,224,,3887108615,56,Center,3887108621,212,33.4,3887108617,140,91.8,3887394181,178,,3887340679,20,,3887108619,141,48.2,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,3887108625,1,,3887108623,213,3887108611,155,3887108609,6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117929,16,12,1,1,17,67z1gqyiuzpmmb15q5fy7ntc4,1,6.3,57.5,2022-10-31T19:49:24.001Z,2022-11-01T04:04:14Z,3887108699,56,Back,3887108705,212,41.9,3887108703,141,13.7,3887108711,15,,3887394211,388,,3887108707,213,5.5,3887108701,140,34.3,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117939,15,4,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,68,90.1,2022-10-31T19:49:28.451Z,2022-11-01T04:04:20Z,3887108775,294,,3887108781,286,,3887108773,13,,3887108799,233,17,3887108777,56,Left,3887108779,152,,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480117943,17,4,1,1,21,67z1gqyiuzpmmb15q5fy7ntc4,0,32,9.9,2022-10-31T19:49:28.452Z,2022-11-01T04:04:19Z,3887108791,294,,3887108789,13,,3887108797,285,,3887108803,233,15,3887108795,152,,3887108793,56,Back,3887394239,178,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118037,16,1,1,1,58,ej5er0oyngdw138yuumwqbyqt,1,63.5,84.5,2022-10-31T19:50:05.705Z,2022-11-01T04:04:23Z,3887109321,155,,3887341187,223,,3887109337,141,58.3,3887109329,56,Center,3887109333,140,72.9,3887109325,152,,3887109341,213,5.2,3887394275,178,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,3887109315,2,,3887341189,20,3887109319,5,3887109339,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118039,17,1,1,1,59,ej5er0oyngdw138yuumwqbyqt,0,72,58.3,2022-10-31T19:50:06.449Z,2022-11-01T04:04:31Z,3887109351,212,5.1,3887109349,141,56.8,3887394317,178,,3887109347,140,76.8,3887109353,213,6.1,3887109345,56,Center,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118071,19,43,1,2,2,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-31T19:50:08.879Z,2022-11-01T02:51:01Z,3887380461,144,61,3887109521,56,Back,,,,,,,,,,,,,,,,,,,18yip8wsirmu6s0idhvapnaad,M. D'Alessandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480169203,871,3,1,2,2,67z1gqyiuzpmmb15q5fy7ntc4,0,34.5,63.5,2022-10-31T19:50:08.942Z,2022-11-01T04:04:45Z,3887380425,56,Back,3887380431,467,bpfg11qh1q0zj2x6sqd3srvmx,3887380427,286,,3887380429,464,,3887394375,178,,,,,,,,,,,18yip8wsirmu6s0idhvapnaad,M. D'Alessandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118047,18,4,1,2,2,67z1gqyiuzpmmb15q5fy7ntc4,1,35.6,62.6,2022-10-31T19:50:09.124Z,2022-11-01T04:04:49Z,3887109391,265,,3887109407,233,18,3887109389,152,,3887109387,56,Back,3887109393,286,,3887109385,13,,,,,,,,18yip8wsirmu6s0idhvapnaad,M. D'Alessandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118049,18,4,1,2,2,ej5er0oyngdw138yuumwqbyqt,0,64.4,37.4,2022-10-31T19:50:09.125Z,2022-11-01T04:04:49Z,3887109399,152,,3887394403,178,,3887109403,285,,3887109395,13,,3887109401,265,,3887109411,233,18,3887109397,56,Center,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118061,19,17,1,2,5,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-10-31T19:50:11.920Z,2022-11-01T04:04:52Z,3887109469,393,,3887109471,13,243,3887109467,31,,,,,,,,,,,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118167,20,1,1,2,47,67z1gqyiuzpmmb15q5fy7ntc4,1,37.1,64.1,2022-10-31T19:50:54.817Z,2022-11-01T04:04:56Z,3887110177,141,62.4,3887110169,5,,3887110175,140,43.4,3887110181,213,6.1,3887110173,56,Back,3887110171,152,,3887394451,178,,3887110179,212,6.7,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118171,21,1,1,2,48,67z1gqyiuzpmmb15q5fy7ntc4,1,43.4,62.4,2022-10-31T19:50:55.701Z,2022-11-01T04:05:00Z,3887110201,141,67.8,3887110197,56,Back,3887394473,178,,3887110205,213,2.7,3887110203,212,9.6,3887110199,140,35.0,3887110221,156,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118183,22,1,1,2,52,67z1gqyiuzpmmb15q5fy7ntc4,1,34.2,65.7,2022-10-31T19:50:59.590Z,2022-11-01T04:05:04Z,3887110271,213,4.5,3887394497,178,,3887110269,212,21.0,3887110263,56,Back,3887110265,140,30.1,3887110267,141,35.5,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118191,23,1,1,2,55,67z1gqyiuzpmmb15q5fy7ntc4,1,30.1,36.1,2022-10-31T19:51:02.074Z,2022-11-01T04:05:10Z,3887110313,141,63.9,3887110315,212,18.9,3887110309,56,Back,3887394543,178,,3887110311,140,30.4,3887110317,213,1.6,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118197,24,1,1,2,57,67z1gqyiuzpmmb15q5fy7ntc4,1,30.8,64.1,2022-10-31T19:51:04.518Z,2022-11-01T04:05:15Z,3887394565,178,,3887110359,212,17.5,3887110357,141,88.4,3887110361,213,1.2,3887110355,140,36.3,3887110353,56,Back,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118203,25,1,1,2,59,67z1gqyiuzpmmb15q5fy7ntc4,1,36.3,88.4,2022-10-31T19:51:06.831Z,2022-11-01T04:05:19Z,3887110391,212,9.0,3887110389,141,86.9,3887110387,140,44.8,3887110385,56,Back,3887110393,213,6.2,3887394593,178,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118209,26,1,1,3,1,67z1gqyiuzpmmb15q5fy7ntc4,1,44.4,87.6,2022-10-31T19:51:08.061Z,2022-11-01T04:05:24Z,3887110429,213,2.5,3887110421,56,Back,3887110423,140,39.7,3887110425,141,93.3,3887110427,212,6.3,3887394605,178,,,,,,,,2zk88fh1e5js1g2jmfkrjmxka,F. Ranocchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118219,27,1,1,3,2,67z1gqyiuzpmmb15q5fy7ntc4,0,39.2,97.5,2022-10-31T19:51:08.875Z,2022-11-01T04:05:27Z,3887110457,155,,3887110461,140,54.6,3887394617,178,,3887110463,141,92.5,3887110465,212,16.5,3887110467,213,6.1,3887110459,56,Left,,,,18yip8wsirmu6s0idhvapnaad,M. D'Alessandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480177181,979,43,1,3,3,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-10-31T19:51:10.668Z,2022-11-01T07:54:06Z,3887441117,21,0,3887586807,144,82,3887441115,178,0,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118217,20,49,1,3,3,ej5er0oyngdw138yuumwqbyqt,1,44.3,12.6,2022-10-31T19:51:10.753Z,2022-11-01T04:05:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118229,21,1,1,3,5,ej5er0oyngdw138yuumwqbyqt,1,46.7,11.7,2022-10-31T19:51:12.045Z,2022-11-01T04:05:49Z,3887394687,178,,3887110517,56,Right,3887110521,141,3.6,3887110519,140,58.8,3887110525,213,5.9,3887110523,212,13.8,,,,,,,4zn8zufrd17h9d5xl7qhahbyt,G. Medel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480118241,22,1,1,3,7,ej5er0oyngdw138yuumwqbyqt,1,58.8,3.6,2022-10-31T19:51:13.961Z,2022-11-01T04:05:54Z,3887110571,140,68.5,3887110577,213,0.1,3887394719,178,,3887110569,56,Right,3887110573,141,5.2,3887110575,212,10.2,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480209865,1657,83,1,3,9,67z1gqyiuzpmmb15q5fy7ntc4,1,34.1,92.7,2022-10-31T19:51:16.651Z,2022-11-01T08:06:34Z,3887594621,399,439492,,,,,,,,,,,,,,,,,,,,,,2zk88fh1e5js1g2jmfkrjmxka,F. Ranocchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480207673,1655,43,1,3,9,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-10-31T19:51:16.804Z,2022-11-01T07:56:26Z,3887588297,144,83,3887587015,399,439492,,,,,,,,,,,,,,,,,,,2zk88fh1e5js1g2jmfkrjmxka,F. Ranocchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
