id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/16/value
2516587525,4,5,1,0,13,ej5er0oyngdw138yuumwqbyqt,0,47,101.9,2023-03-06T19:46:11.936Z,2023-03-07T00:46:40Z,4079083055,233,8,4079082401,56,Back,4079082403,347,,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587643,8,5,1,0,13,7gnly6999wao1xarwct4p8fe9,1,53,-1.9,2023-03-06T19:46:11.936Z,2023-03-07T00:46:39Z,4079083015,56,Right,4079083017,347,,4079083039,233,4,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587665,9,1,1,0,29,7gnly6999wao1xarwct4p8fe9,1,56.5,0,2023-03-06T19:46:27.713Z,2023-03-07T00:46:44Z,4079083113,56,Right,4079083111,107,,4079083117,141,9.7,4079083119,212,7.4,4079083115,140,55.5,4079083121,213,1.7,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587683,10,1,1,0,31,7gnly6999wao1xarwct4p8fe9,1,55.5,9.7,2023-03-06T19:46:29.876Z,2023-03-07T00:46:48Z,4079083199,56,Right,4079083205,212,6.0,4079533601,178,,4079083207,213,4.2,4079083203,141,2.0,4079083201,140,52.8,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587737,11,1,1,0,32,7gnly6999wao1xarwct4p8fe9,1,52.8,2,2023-03-06T19:46:30.450Z,2023-03-07T00:46:53Z,4079083537,1,,4079083531,141,40.3,4079083533,212,35.9,4079083527,56,Back,4079083529,140,29.3,4079533659,178,,4079083535,213,2.3,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587787,12,1,1,0,35,7gnly6999wao1xarwct4p8fe9,1,29.6,40.7,2023-03-06T19:46:33.157Z,2023-03-07T00:46:56Z,4079083765,213,1.5,4079533703,178,,4079083759,140,31.8,4079083757,56,Back,4079083761,141,71.9,4079083763,212,21.3,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587805,13,1,1,0,41,7gnly6999wao1xarwct4p8fe9,1,34.1,71.6,2023-03-06T19:46:39.896Z,2023-03-07T00:47:03Z,4079083841,141,64.2,4079083843,212,9.3,4079533791,178,,4079083845,213,5.7,4079083839,140,41.5,4079083837,56,Back,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587821,14,1,1,0,42,7gnly6999wao1xarwct4p8fe9,1,42.3,64.1,2023-03-06T19:46:40.802Z,2023-03-07T00:47:06Z,4079533839,178,,4079250875,156,,4079083967,212,15.1,4079083969,213,3.5,4079083963,140,28.6,4079083961,56,Back,4079083965,141,57.3,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587847,15,1,1,0,45,7gnly6999wao1xarwct4p8fe9,1,28.4,56.6,2023-03-06T19:46:43.243Z,2023-03-07T00:47:10Z,4079084101,56,Back,4079084103,140,32.2,4079084107,212,20.5,4079084109,213,4.9,4079533889,178,,4079084105,141,27.1,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587861,16,1,1,0,48,7gnly6999wao1xarwct4p8fe9,1,35.5,23,2023-03-06T19:46:46.352Z,2023-03-07T00:47:13Z,4079084191,141,3.4,4079084193,212,14.3,4079533921,178,,4079084195,213,5.1,4079084189,140,40.4,4079084187,56,Back,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587883,17,1,1,0,50,7gnly6999wao1xarwct4p8fe9,0,40.4,3.2,2023-03-06T19:46:48.272Z,2023-03-07T00:47:18Z,4079084323,1,,4079084321,213,0.0,4079084315,140,73.5,4079084313,56,Right,4079084319,212,34.8,4079084317,141,3.5,4079534033,178,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516675329,903,67,1,0,52,ej5er0oyngdw138yuumwqbyqt,1,26.7,94.2,2023-03-06T19:46:50.281Z,2023-03-07T02:00:21Z,4079553485,233,812,,,,,,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516675327,812,67,1,0,52,7gnly6999wao1xarwct4p8fe9,0,73.3,5.8,2023-03-06T19:46:50.282Z,2023-03-07T01:16:53Z,4079553489,233,903,,,,,,,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587895,5,1,1,0,52,ej5er0oyngdw138yuumwqbyqt,1,26.5,93.2,2023-03-06T19:46:50.336Z,2023-03-07T02:00:21Z,4079085199,157,,4079084391,213,0.0,4079534109,178,,4079084385,140,35.0,4079085201,1,,4079084387,141,93.4,4079084389,212,8.9,4079084383,56,Back,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587907,6,1,1,0,54,ej5er0oyngdw138yuumwqbyqt,0,35,93.4,2023-03-06T19:46:52.128Z,2023-03-07T00:47:31Z,4079084435,213,6.1,4079084423,140,47.2,4079084427,141,90.7,4079534175,388,,4079084413,3,,4079084417,168,,4079084419,56,Back,4079084431,212,12.9,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587951,18,1,1,0,58,7gnly6999wao1xarwct4p8fe9,1,44.1,2.8,2023-03-06T19:46:56.348Z,2023-03-07T00:47:36Z,4079084631,212,18.8,4079084633,213,0.6,4079084629,141,19.4,4079084627,140,58.4,4079534235,178,,4079084625,56,Right,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516587967,19,1,1,1,0,7gnly6999wao1xarwct4p8fe9,1,59.5,19.6,2023-03-06T19:46:58Z,2023-03-07T00:47:40Z,4079084707,140,52.1,4079084709,141,33.2,4079534275,178,,4079084711,212,12.1,4079084713,213,2.3,4079084705,56,Center,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588015,20,1,1,1,2,7gnly6999wao1xarwct4p8fe9,1,48.6,37,2023-03-06T19:47:00.199Z,2023-03-07T00:47:43Z,4079084957,141,64.4,4079084959,212,18.7,4079534315,178,,4079084953,56,Back,4079084961,213,1.7,4079084955,140,47.1,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588037,21,1,1,1,5,7gnly6999wao1xarwct4p8fe9,1,50.3,67.1,2023-03-06T19:47:03.533Z,2023-03-07T00:47:46Z,4079085061,213,5.4,4079085045,56,Center,4079085057,212,4.8,4079534357,178,,4079085053,141,61.8,4079085047,140,53.3,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588057,22,1,1,1,8,7gnly6999wao1xarwct4p8fe9,1,54.1,57.2,2023-03-06T19:47:06.003Z,2023-03-07T00:47:49Z,4079085155,212,13.5,4079085149,56,Center,4079085153,141,37.4,4079085151,140,52.7,4079534389,178,,4079085157,213,4.6,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588115,23,1,1,1,10,7gnly6999wao1xarwct4p8fe9,1,53.1,36.4,2023-03-06T19:47:08.288Z,2023-03-07T00:47:55Z,4079085471,141,35.2,4079085469,140,62.7,4079085473,212,10.1,4079085467,56,Center,4079085475,213,6.2,4079534451,178,,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588129,24,1,1,1,11,7gnly6999wao1xarwct4p8fe9,1,62.7,35.2,2023-03-06T19:47:09.210Z,2023-03-07T00:48:02Z,4079085559,140,61.5,4079085557,56,Right,4079534517,178,,4079085565,213,4.6,4079085561,141,17.3,4079085563,212,12.2,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588133,25,1,1,1,14,7gnly6999wao1xarwct4p8fe9,1,61.5,17.3,2023-03-06T19:47:12.826Z,2023-03-07T00:48:07Z,4079085615,213,2.4,4079085605,56,Center,4079534567,178,,4079085609,140,54.9,4079085611,141,26.0,4079085613,212,9.1,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588143,26,1,1,1,16,7gnly6999wao1xarwct4p8fe9,1,54.9,26,2023-03-06T19:47:14.203Z,2023-03-07T00:48:22Z,4079085675,56,Center,4079534745,178,,4079085681,212,8.7,4079085683,213,0.9,4079085679,141,35.9,4079085677,140,60.2,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588163,27,1,1,1,16,7gnly6999wao1xarwct4p8fe9,1,60.7,35.9,2023-03-06T19:47:14.871Z,2023-03-07T00:48:28Z,4079085805,140,53.7,4079534781,178,,4079085811,213,3.5,4079085801,56,Center,4079085807,141,31.7,4079085809,212,7.9,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588207,28,1,1,1,18,7gnly6999wao1xarwct4p8fe9,1,53.7,32,2023-03-06T19:47:16.509Z,2023-03-07T00:48:32Z,4079086035,213,2.2,4079086029,140,41.6,4079086027,56,Back,4079534817,178,,4079086033,212,21.8,4079086031,141,58.1,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588241,29,1,1,1,24,7gnly6999wao1xarwct4p8fe9,1,37.7,60,2023-03-06T19:47:22.413Z,2023-03-07T00:49:18Z,4079534843,178,,4079086217,140,39.2,4079086219,141,37.0,4079086215,56,Back,4079086221,212,15.7,4079086227,213,4.8,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588255,30,1,1,1,26,7gnly6999wao1xarwct4p8fe9,1,38.2,28.9,2023-03-06T19:47:24.375Z,2023-03-07T00:49:24Z,4079534923,178,,4079086265,141,3.4,4079086267,212,18.1,4079086269,213,5.0,4079086263,140,43.2,4079086261,56,Back,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588259,31,1,1,1,28,7gnly6999wao1xarwct4p8fe9,0,43.2,2.3,2023-03-06T19:47:26.795Z,2023-03-07T00:49:31Z,4079086299,213,0.6,4079086297,212,32.5,4079086293,140,68.9,4079086291,56,Center,4079534993,178,,4079086301,1,,4079086289,155,,4079086295,141,29.0,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588321,7,1,1,1,30,ej5er0oyngdw138yuumwqbyqt,0,27.5,71.5,2023-03-06T19:47:28.454Z,2023-03-07T00:49:39Z,4079086593,56,Back,4079087629,157,,4079535409,178,,4079086597,141,67.8,4079086601,213,6.1,4079086599,212,18.8,4079087631,1,,4079086595,140,45.2,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588299,32,1,1,1,32,7gnly6999wao1xarwct4p8fe9,1,57.3,27.2,2023-03-06T19:47:30.466Z,2023-03-07T00:49:46Z,4079086519,212,22.4,4079086517,141,28.1,4079086513,56,Back,4079535451,178,,4079086521,213,3.1,4079086515,140,36.0,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588339,33,1,1,1,35,7gnly6999wao1xarwct4p8fe9,1,35.8,28.1,2023-03-06T19:47:33.205Z,2023-03-07T00:49:51Z,4079086715,141,46.7,4079535481,178,,4079086717,212,20.5,4079086719,213,2.5,4079086711,56,Back,4079086713,140,20.4,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588361,34,1,1,1,39,7gnly6999wao1xarwct4p8fe9,1,20.4,45.1,2023-03-06T19:47:37.173Z,2023-03-07T00:49:58Z,4079086843,212,15.8,4079535537,178,,4079086841,141,24.7,4079086837,56,Back,4079086839,140,27.7,4079086845,213,5.2,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588435,35,1,1,1,45,7gnly6999wao1xarwct4p8fe9,1,32.8,21.8,2023-03-06T19:47:43.013Z,2023-03-07T00:50:02Z,4079087205,140,25.2,4079087203,56,Back,4079087209,212,16.1,4079087207,141,42.4,4079535563,178,,4079087211,213,2.1,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588465,36,1,1,1,49,7gnly6999wao1xarwct4p8fe9,1,26,43.4,2023-03-06T19:47:47.011Z,2023-03-07T00:50:06Z,4079087385,141,24.2,4079087389,213,5.2,4079087387,212,15.1,4079087381,56,Back,4079087383,140,33.3,4079535589,178,,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588491,37,1,1,1,52,7gnly6999wao1xarwct4p8fe9,0,36.8,17.5,2023-03-06T19:47:50.735Z,2023-03-07T00:50:10Z,4079087515,56,Right,4079535617,178,,4079087523,213,0.0,4079087521,212,48.4,4079087525,1,,4079087513,155,,4079087517,140,82.9,4079087519,141,18.4,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588497,8,12,1,1,55,ej5er0oyngdw138yuumwqbyqt,1,13.7,83.9,2023-03-06T19:47:53.153Z,2023-03-07T00:50:17Z,4079087559,141,100.0,4079087563,212,13.1,4079087557,140,9.5,4079087583,167,,4079087565,213,1.9,4079087555,56,Back,4079535681,388,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588499,9,5,1,1,57,ej5er0oyngdw138yuumwqbyqt,0,11.3,101.2,2023-03-06T19:47:54.984Z,2023-03-07T00:50:19Z,4079088445,233,38,4079087569,347,,4079087567,56,Back,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588663,38,5,1,1,57,7gnly6999wao1xarwct4p8fe9,1,88.7,-1.2,2023-03-06T19:47:54.984Z,2023-03-07T00:50:19Z,4079088419,233,9,4079088405,347,,4079088403,56,Right,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588677,39,1,1,2,15,7gnly6999wao1xarwct4p8fe9,0,89.3,0,2023-03-06T19:48:13.019Z,2023-03-07T00:50:25Z,4079088475,213,1.0,4079088465,107,,4079088469,140,100.0,4079088473,212,21.2,4079088467,56,Center,4079088471,141,24.8,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588689,10,5,1,2,17,ej5er0oyngdw138yuumwqbyqt,1,-0.6,74.4,2023-03-06T19:48:15.471Z,2023-03-07T00:50:27Z,4079088517,346,,4079088519,233,40,4079088515,56,Back,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516588679,40,5,1,2,17,7gnly6999wao1xarwct4p8fe9,0,100.6,25.6,2023-03-06T19:48:15.471Z,2023-03-07T00:50:27Z,4079088629,233,10,4079088479,346,,4079088477,56,Center,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
