id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2499784009,4,4,1,0,31,4klvxyeh3xcus4ongu7c00mgc,0,67.2,91.2,2023-01-22T17:01:35.844Z,2023-01-23T01:40:45Z,3990637255,233,14,3991492017,178,,3990637183,13,,3990637185,56,Left,3990637187,152,,3990637191,286,,3990637189,265,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784005,3,43,1,0,33,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-22T17:01:37.076Z,2023-01-22T17:01:45Z,3990637173,286,0,3990637263,144,7,3990637171,56,Left,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784011,15,43,1,0,39,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-22T17:01:43.204Z,2023-01-22T17:01:45Z,3990637197,56,Back,3990637261,144,50,3990637199,286,0,,,,,,,,,,,,,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784041,16,1,1,0,40,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.4,10,2023-01-22T17:01:44.615Z,2023-01-23T01:41:01Z,3990637365,212,15.7,3990637363,141,29.8,3990637361,140,24.8,3990637355,5,,3990637357,152,,3991492277,178,,3990637359,56,Back,3990637369,213,2.1,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784087,17,1,1,0,46,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.8,28.9,2023-01-22T17:01:50.478Z,2023-01-23T01:41:04Z,3990637595,212,9.3,3990637593,141,16.7,3990637591,140,29.9,3990637589,56,Back,3991492325,178,,3990637597,213,5.2,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784105,18,1,1,0,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.3,31.6,2023-01-22T17:01:57.887Z,2023-01-23T01:41:13Z,3990637681,212,16.3,3991492491,178,,3990637677,140,29.8,3990637683,213,2.0,3990637679,141,53.4,3990637675,56,Back,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784123,19,1,1,0,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,29.9,56.3,2023-01-22T17:02:00.039Z,2023-01-23T01:41:17Z,3991492557,178,,3990637771,141,72.3,3990637775,213,2.0,3990637767,56,Back,3990637769,140,24.8,3990637773,212,12.1,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784143,20,1,1,0,57,2tk2l9sgktwc9jhzqdd4mpdtb,1,23.9,73.8,2023-01-22T17:02:01.933Z,2023-01-23T01:41:23Z,3990637911,56,Back,3990637913,140,24.2,3990637915,141,86.6,3990637917,212,8.7,3990637919,213,1.5,3991492669,178,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784163,21,1,1,0,59,2tk2l9sgktwc9jhzqdd4mpdtb,1,26.2,88.5,2023-01-22T17:02:03.049Z,2023-01-23T01:41:25Z,3990638015,140,53.1,3990638013,56,Center,3990638513,155,,3990638019,212,29.3,3991492709,178,,3990638017,141,76.8,3990638021,213,6.0,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784167,22,1,1,1,2,2tk2l9sgktwc9jhzqdd4mpdtb,0,44.6,84.5,2023-01-22T17:02:06.310Z,2023-01-23T01:41:38Z,3990638059,213,0.5,3991492925,178,,3990638057,212,11.2,3990638051,56,Left,3990638055,141,92.1,3990638053,140,54.1,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784171,5,49,1,1,3,4klvxyeh3xcus4ongu7c00mgc,1,41.6,8.8,2023-01-22T17:02:07.153Z,2023-01-23T01:41:40Z,,,,,,,,,,,,,,,,,,,,,,,,,399j815r2akyfreynjrouwbmx,P. Hristov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784229,6,1,1,1,3,4klvxyeh3xcus4ongu7c00mgc,0,41.6,8.8,2023-01-22T17:02:07.188Z,2023-01-23T01:41:45Z,3990638365,1,,3990638363,213,0.0,3991493045,178,,3991273821,157,,3990638355,56,Right,3990638361,212,59.0,3990638357,140,97.7,3990638359,141,12.3,399j815r2akyfreynjrouwbmx,P. Hristov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784225,23,49,1,1,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,3.1,84.8,2023-01-22T17:02:13.267Z,2023-01-23T01:41:51Z,,,,,,,,,,,,,,,,,,,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784297,24,1,1,1,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,8.7,66.8,2023-01-22T17:02:17.642Z,2023-01-23T01:41:53Z,3990638693,212,15.2,3990638695,213,5.2,3990638689,140,15.4,3990638691,141,47.0,3990638687,56,Back,3991493205,178,,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784335,25,1,1,1,18,2tk2l9sgktwc9jhzqdd4mpdtb,1,22.2,41.6,2023-01-22T17:02:22.171Z,2023-01-23T01:42:03Z,3990638915,140,27.9,3990638913,56,Back,3991493353,178,,3990638919,212,15.0,3990638921,213,5.1,3990638917,141,21.4,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784353,26,1,1,1,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.1,26.9,2023-01-22T17:02:26.642Z,2023-01-23T01:42:07Z,3990639015,140,29.1,3990639013,56,Back,3991493387,178,,3990639019,212,12.0,3990639017,141,44.0,3990639021,213,1.8,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784369,27,1,1,1,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.6,44.8,2023-01-22T17:02:30.616Z,2023-01-23T01:42:12Z,3990639101,56,Back,3990639103,140,48.5,3990639105,141,24.2,3990639107,212,21.8,3991493427,178,,3990639109,213,5.6,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784409,28,1,1,1,27,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.5,23.8,2023-01-22T17:02:31.695Z,2023-01-23T01:42:17Z,3991493523,178,,3990639307,212,16.5,3990639309,213,3.8,3990639299,155,,3990639303,140,36.0,3990639305,141,9.2,3990639301,56,Back,,,,93i0gcndi2m8giqqcm4knduxh,P. Dybala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784459,29,1,1,1,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.1,13,2023-01-22T17:02:38.033Z,2023-01-23T01:42:21Z,3990639559,212,17.8,3990639557,141,37.9,3990639563,213,1.9,3991493587,178,,3990639555,140,34.0,3990639553,56,Back,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784481,30,1,1,1,39,2tk2l9sgktwc9jhzqdd4mpdtb,1,35.3,37.7,2023-01-22T17:02:43.767Z,2023-01-23T01:42:26Z,3990639665,141,27.5,3990639663,140,32.9,3991493641,178,,3990639661,56,Back,3990639669,213,4.4,3990639667,212,7.4,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784511,31,1,1,1,41,2tk2l9sgktwc9jhzqdd4mpdtb,1,35.8,26.9,2023-01-22T17:02:45.903Z,2023-01-23T01:42:29Z,3990639839,140,43.2,3990639837,56,Back,3990639841,141,4.0,3991493673,178,,3990639843,212,17.4,3990639845,213,5.2,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784513,32,1,1,1,43,2tk2l9sgktwc9jhzqdd4mpdtb,0,43.3,3.5,2023-01-22T17:02:47.943Z,2023-01-23T01:42:37Z,3990639853,140,58.2,3991493815,178,,3990639855,141,12.1,3990639851,56,Right,3990639857,212,16.7,3990639859,213,0.4,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784509,7,49,1,1,45,4klvxyeh3xcus4ongu7c00mgc,1,35.7,81.8,2023-01-22T17:02:49.110Z,2023-01-23T01:42:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784515,8,1,1,1,45,4klvxyeh3xcus4ongu7c00mgc,1,35.7,81.8,2023-01-22T17:02:49.127Z,2023-01-23T01:42:51Z,3990639863,140,47.0,3990639865,141,86.5,3990639861,56,Back,3991494015,178,,3990639867,212,12.3,3990639869,213,0.3,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784519,9,1,1,1,46,4klvxyeh3xcus4ongu7c00mgc,1,47,86.5,2023-01-22T17:02:50.578Z,2023-01-23T01:42:57Z,3991494073,178,,3990639895,212,7.1,3990639893,141,80.9,3990639889,56,Back,3990639891,140,41.3,3990639897,213,3.7,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784525,10,1,1,1,48,4klvxyeh3xcus4ongu7c00mgc,0,45.4,75.6,2023-01-22T17:02:52.546Z,2023-01-23T01:43:01Z,3990639937,212,5.1,3990639939,213,1.0,3991494145,178,,3990639931,56,Back,3990639933,140,48.0,3990639935,141,82.0,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784531,33,61,1,1,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,44.8,11.3,2023-01-22T17:02:52.700Z,2023-01-23T01:43:06Z,3990639953,56,Back,3991494219,178,,,,,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499948043,1173,43,1,1,51,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-22T17:02:55.022Z,2023-01-23T02:23:58Z,3991519717,144,67,3991519603,233,1148,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499948041,1148,43,1,1,51,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-22T17:02:55.023Z,2023-01-23T02:23:59Z,3991519719,144,67,3991519607,233,1173,,,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499948105,1183,67,1,1,51,4klvxyeh3xcus4ongu7c00mgc,1,58.6,90.6,2023-01-22T17:02:55.023Z,2023-01-23T03:13:07Z,3991519767,233,1158,,,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499948101,1158,67,1,1,51,2tk2l9sgktwc9jhzqdd4mpdtb,0,41.4,9.4,2023-01-22T17:02:55.024Z,2023-01-23T02:24:07Z,3991519771,233,1183,,,,,,,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784559,11,61,1,1,51,4klvxyeh3xcus4ongu7c00mgc,0,64.8,95,2023-01-22T17:02:55.089Z,2023-01-23T03:13:07Z,3990640123,56,Left,3991494455,178,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784579,12,5,1,1,52,4klvxyeh3xcus4ongu7c00mgc,0,64.6,101.4,2023-01-22T17:02:56.042Z,2023-01-23T01:43:24Z,3990640285,233,34,3990640229,347,,3990640227,56,Left,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784571,34,5,1,1,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,35.4,-1.4,2023-01-22T17:02:56.042Z,2023-01-23T01:43:24Z,3990640187,56,Back,3990640253,233,12,3990640191,347,,,,,,,,,,,,,,,,,1pkymw7biivk760rxhubin1ed,Z. Çelik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784683,13,27,1,1,52,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-22T17:02:56.710Z,2023-01-23T01:43:34Z,3990964785,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784721,35,27,1,1,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-22T17:02:56.710Z,2023-01-23T01:43:34Z,3990640941,53,1pkymw7biivk760rxhubin1ed,3990964803,233,13,3990640939,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784873,14,28,1,2,47,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-22T17:03:51.166Z,2023-01-23T01:43:43Z,3990641745,233,36,3990641657,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499784891,36,28,1,2,47,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-22T17:03:51.166Z,2023-01-23T01:43:43Z,3990641725,55,35,3990641749,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
