id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2500100565,6,50,1,0,11,3vo5mpj7catp66nrwwqiuhuup,1,36.8,95,2023-01-23T19:45:42.345Z,2023-01-24T03:03:41Z,3992306185,233,6,3992306091,56,Back,3992306093,286,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100573,6,7,1,0,11,8le3orkfz6iix3jns6g9ojqjg,1,63.2,5,2023-01-23T19:45:42.548Z,2023-01-24T03:03:46Z,3992635815,178,,3992306179,233,6,3992306173,285,,3992306169,167,,3992520533,385,,3992306171,56,Right,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100603,7,5,1,0,13,3vo5mpj7catp66nrwwqiuhuup,1,37.5,101.4,2023-01-23T19:45:44.141Z,2023-01-24T03:03:49Z,3992306295,233,7,3992306287,56,Back,3992306289,347,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100575,7,5,1,0,13,8le3orkfz6iix3jns6g9ojqjg,0,62.5,-1.4,2023-01-23T19:45:44.141Z,2023-01-24T03:03:50Z,3992306299,233,7,3992306177,347,,3992306175,56,Right,,,,,,,,,,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100615,8,1,1,0,21,3vo5mpj7catp66nrwwqiuhuup,1,36.5,100,2023-01-23T19:45:51.918Z,2023-01-24T03:03:52Z,3992306375,107,,3992306383,212,17.6,3992306385,213,3.8,3992306381,141,85.1,3992306377,56,Back,3992306379,140,23.3,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100635,9,1,1,0,23,3vo5mpj7catp66nrwwqiuhuup,1,23.8,83.8,2023-01-23T19:45:54.376Z,2023-01-24T03:03:57Z,3992306491,140,26.4,3992306495,212,24.0,3992306489,56,Back,3992306493,141,48.8,3992306497,213,4.8,3992635829,178,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100649,10,1,1,0,29,3vo5mpj7catp66nrwwqiuhuup,1,27.3,39.2,2023-01-23T19:46:00.607Z,2023-01-24T03:04:00Z,3992306575,56,Back,3992306585,213,1.6,3992306581,212,24.9,3992635837,178,,3992306577,140,26.1,3992306579,141,75.7,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100655,11,1,1,0,32,3vo5mpj7catp66nrwwqiuhuup,1,25.3,79.4,2023-01-23T19:46:03.378Z,2023-01-24T03:04:04Z,3992306625,213,0.9,3992635841,178,,3992306621,141,96.8,3992306623,212,15.4,3992306619,140,34.7,3992306617,56,Back,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100657,12,1,1,0,34,3vo5mpj7catp66nrwwqiuhuup,0,34.7,96.8,2023-01-23T19:46:05.452Z,2023-01-24T03:04:07Z,3992306631,140,53.8,3992306635,212,29.2,3992306633,141,65.5,3992635849,178,,3992306629,56,Center,3992306637,213,5.5,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100659,8,49,1,0,36,8le3orkfz6iix3jns6g9ojqjg,1,44.5,32.4,2023-01-23T19:46:07.562Z,2023-01-24T03:04:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100667,9,1,1,0,37,8le3orkfz6iix3jns6g9ojqjg,1,46.7,34,2023-01-23T19:46:08.523Z,2023-01-24T03:04:13Z,3992306701,212,20.9,3992306703,213,0.6,3992306695,56,Center,3992306697,140,62.7,3992306699,141,52.4,3992635859,178,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100673,10,1,1,0,38,8le3orkfz6iix3jns6g9ojqjg,1,62.7,52.4,2023-01-23T19:46:09.708Z,2023-01-24T03:04:17Z,3992306751,212,10.2,3992306745,56,Center,3992306753,213,3.0,3992635863,178,,3992306749,141,54.0,3992306747,140,53.0,,,,,,,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100677,11,1,1,0,41,8le3orkfz6iix3jns6g9ojqjg,1,56.6,60.6,2023-01-23T19:46:12.565Z,2023-01-24T03:04:20Z,3992635867,178,,3992306809,1,,3992306807,213,5.6,3992306799,56,Center,3992306797,155,,3992306805,212,43.2,3992306801,140,89.5,3992306803,141,22.4,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100679,12,1,1,0,47,8le3orkfz6iix3jns6g9ojqjg,0,98.5,28.6,2023-01-23T19:46:18.716Z,2023-01-24T03:04:25Z,3992306827,56,Center,3992306835,213,1.8,3992306831,141,43.3,3992306833,212,10.2,3992635875,178,,3992306823,2,,3992306829,140,96.4,3992520997,20,,d5m5q6dlc7vnbs634dinbsuwa,N. Cambiaghi,3992520995,386,3992520993,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100681,13,12,1,0,48,3vo5mpj7catp66nrwwqiuhuup,1,3.8,59,2023-01-23T19:46:19.132Z,2023-01-24T03:04:30Z,3992306849,213,1.0,3992306847,212,14.7,3992635883,178,,3992306845,141,76.7,3992306841,56,Back,3992306843,140,11.8,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100683,14,49,1,0,49,3vo5mpj7catp66nrwwqiuhuup,1,11.4,78.5,2023-01-23T19:46:20.260Z,2023-01-24T03:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100705,15,1,1,0,54,3vo5mpj7catp66nrwwqiuhuup,1,2.4,97.8,2023-01-23T19:46:24.954Z,2023-01-24T03:04:36Z,3992306963,212,12.4,3992306965,213,4.9,3992306961,141,80.0,3992306957,56,Back,3992306959,140,4.8,3992635897,178,,,,,,,,1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100713,16,1,1,0,55,3vo5mpj7catp66nrwwqiuhuup,1,4.8,80,2023-01-23T19:46:26.255Z,2023-01-24T03:04:40Z,3992307047,1,,3992307039,140,31.7,3992307037,56,Back,3992307035,157,,3992307043,212,28.2,3992635901,178,,3992307041,141,79.3,3992307045,213,6.3,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100715,17,61,1,0,57,3vo5mpj7catp66nrwwqiuhuup,0,31.7,79.3,2023-01-23T19:46:28.224Z,2023-01-24T03:04:44Z,3992635909,178,,3992635907,21,,3992307051,56,Back,,,,,,,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100755,13,5,1,0,58,8le3orkfz6iix3jns6g9ojqjg,1,65.8,-1.5,2023-01-23T19:46:29.695Z,2023-01-24T03:04:46Z,3992307259,347,,3992307257,56,Right,3992307291,233,18,,,,,,,,,,,,,,,,d5m5q6dlc7vnbs634dinbsuwa,N. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100721,18,5,1,0,58,3vo5mpj7catp66nrwwqiuhuup,0,34.2,101.5,2023-01-23T19:46:29.695Z,2023-01-24T03:04:46Z,3992307085,347,,3992307083,56,Back,3992307295,233,13,,,,,,,,,,,,,,,,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100809,14,1,1,1,14,8le3orkfz6iix3jns6g9ojqjg,1,62,0,2023-01-23T19:46:45.183Z,2023-01-24T03:04:48Z,3992307563,56,Back,3992307561,107,,3992307565,140,33.6,3992307571,213,2.8,3992307573,1,,3992307567,141,14.1,3992307569,212,31.6,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100841,15,1,1,1,18,8le3orkfz6iix3jns6g9ojqjg,1,29,30.3,2023-01-23T19:46:49.309Z,2023-01-24T03:04:53Z,3992307779,213,1.6,3992307777,212,21.6,3992307775,141,62.0,3992635925,178,,3992307771,56,Back,3992307773,140,28.0,,,,,,,95r0jtkw03vjohzwc8os8ielm,K. De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100851,16,1,1,1,23,8le3orkfz6iix3jns6g9ojqjg,1,29.6,64.2,2023-01-23T19:46:54.175Z,2023-01-24T03:04:55Z,3992307843,141,40.1,3992307839,56,Back,3992307841,140,28.6,3992307845,212,16.4,3992635929,178,,3992307847,213,4.6,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100867,17,1,1,1,26,8le3orkfz6iix3jns6g9ojqjg,1,28.6,38.5,2023-01-23T19:46:56.738Z,2023-01-24T03:04:57Z,3992307943,212,16.3,3992307941,141,16.4,3992307939,140,34.6,3992307937,56,Back,3992307945,213,5.1,3992635933,178,,,,,,,,95r0jtkw03vjohzwc8os8ielm,K. De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100881,18,1,1,1,28,8le3orkfz6iix3jns6g9ojqjg,1,33.8,15,2023-01-23T19:46:58.769Z,2023-01-24T03:04:59Z,3992308015,56,Back,3992308021,212,16.1,3992308023,213,2.2,3992635937,178,,3992308017,140,24.4,3992308019,141,33.7,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100889,19,1,1,1,32,8le3orkfz6iix3jns6g9ojqjg,1,25.4,32.4,2023-01-23T19:47:02.968Z,2023-01-24T03:05:01Z,3992308083,141,23.3,3992308081,140,30.0,3992308085,212,7.8,3992308087,213,5.4,3992635945,178,,3992308079,56,Back,,,,,,,95r0jtkw03vjohzwc8os8ielm,K. De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100895,20,1,1,1,34,8le3orkfz6iix3jns6g9ojqjg,1,30.9,21.8,2023-01-23T19:47:05.695Z,2023-01-24T03:05:05Z,3992308127,213,0.3,3992308125,212,11.9,3992635949,178,,3992308121,140,41.8,3992308123,141,26.8,3992308119,56,Back,,,,,,,2l87vg4m0glbbdvnrg4zud51x,L. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100907,21,1,1,1,36,8le3orkfz6iix3jns6g9ojqjg,1,37.3,25,2023-01-23T19:47:07.539Z,2023-01-24T03:05:08Z,3992308195,212,11.3,3992308193,141,14.1,3992635957,178,,3992308187,56,Back,3992308189,140,29.2,3992308197,213,3.9,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100915,22,1,1,1,38,8le3orkfz6iix3jns6g9ojqjg,1,29.5,13.2,2023-01-23T19:47:09.491Z,2023-01-24T03:05:11Z,3992635963,178,,3992308263,212,10.4,3992308265,213,2.0,3992308261,141,27.4,3992308257,56,Back,3992308259,140,25.7,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100943,23,1,1,1,40,8le3orkfz6iix3jns6g9ojqjg,1,22.5,28.2,2023-01-23T19:47:11.439Z,2023-01-24T03:05:16Z,3992308389,212,22.9,3992308387,141,50.1,3992308391,213,2.4,3992308385,140,5.9,3992635971,178,,3992308383,56,Back,,,,,,,2l87vg4m0glbbdvnrg4zud51x,L. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100953,24,1,1,1,45,8le3orkfz6iix3jns6g9ojqjg,1,7.4,43.4,2023-01-23T19:47:16.681Z,2023-01-24T03:05:20Z,3992308447,140,30.9,3992308449,141,7.6,3992308455,1,,3992308451,212,34.7,3992635977,178,,3992308453,213,5.5,3992308445,56,Back,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500101247,43,50,1,1,48,8le3orkfz6iix3jns6g9ojqjg,1,32.1,4.4,2023-01-23T19:47:18.875Z,2023-01-24T03:05:58Z,3992310081,285,,3992310015,56,Back,3992310077,233,31,,,,,,,,,,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500101161,31,7,1,1,49,3vo5mpj7catp66nrwwqiuhuup,0,67.9,95.6,2023-01-23T19:47:20.263Z,2023-01-24T03:06:01Z,3992309571,56,Left,3992309573,286,,3992636019,178,,3992310071,233,43,3992521507,385,,,,,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100965,25,1,1,1,50,8le3orkfz6iix3jns6g9ojqjg,1,22.4,6.2,2023-01-23T19:47:21.710Z,2023-01-24T03:06:05Z,3992308529,212,9.1,3992308527,141,11.4,3992636027,178,,3992308531,213,2.7,3992308525,140,14.4,3992308523,56,Back,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100969,26,1,1,1,51,8le3orkfz6iix3jns6g9ojqjg,1,14.4,11.6,2023-01-23T19:47:22.663Z,2023-01-24T03:06:09Z,3992308557,213,0.4,3992308547,155,,3992308549,56,Back,3992308555,212,28.5,3992308551,140,39.7,3992636031,178,,3992308553,141,26.7,,,,95r0jtkw03vjohzwc8os8ielm,K. De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100977,27,61,1,1,54,8le3orkfz6iix3jns6g9ojqjg,0,39.7,26.7,2023-01-23T19:47:24.733Z,2023-01-24T03:06:13Z,3992636035,178,,3992308577,56,Back,,,,,,,,,,,,,,,,,,,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100973,19,49,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,56.6,81.1,2023-01-23T19:47:25.517Z,2023-01-24T03:06:18Z,,,,,,,,,,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100985,20,1,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,55.4,78.8,2023-01-23T19:47:25.586Z,2023-01-24T03:06:20Z,3992308633,212,22.7,3992308635,213,3.7,3992308631,141,60.9,3992636043,178,,3992308629,140,37.2,3992308627,56,Back,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100989,21,1,1,1,58,3vo5mpj7catp66nrwwqiuhuup,1,35.4,50.1,2023-01-23T19:47:29.296Z,2023-01-24T03:06:26Z,3992636053,178,,3992308657,140,43.0,3992308659,141,10.3,3992308661,212,28.2,3992308655,56,Back,3992308663,213,5.0,,,,,,,4j1oq24pfi728zyl2zkpptpsl,M. Škriniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100993,22,1,1,2,1,3vo5mpj7catp66nrwwqiuhuup,1,43,10.3,2023-01-23T19:47:32.390Z,2023-01-24T03:06:29Z,3992308683,56,Back,3992636067,178,,3992308685,140,47.3,3992308691,213,1.2,3992308689,212,11.5,3992308687,141,25.9,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500100995,23,1,1,2,2,3vo5mpj7catp66nrwwqiuhuup,1,47.2,25.6,2023-01-23T19:47:33.180Z,2023-01-24T03:06:37Z,3992308705,212,13.4,3992308701,140,40.4,3992308703,141,8.9,3992636075,178,,3992308707,213,4.2,3992308699,56,Back,,,,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500101005,24,1,1,2,3,3vo5mpj7catp66nrwwqiuhuup,1,40.4,8.9,2023-01-23T19:47:34.113Z,2023-01-24T03:06:41Z,3992636083,178,,3992308779,212,16.7,3992308777,141,29.2,3992308775,140,31.5,3992308773,56,Back,3992308781,213,2.2,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
