id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,assist,qualifier/18/value
2541613239,6,1,1,0,12,8le3orkfz6iix3jns6g9ojqjg,1,68.1,29.7,2023-04-30T13:01:29.286Z,2023-04-30T19:16:27Z,4239665595,212,4.4,4239665591,140,68.4,4239665597,213,1.5,4239665593,141,36.1,4239665589,56,Center,4241276655,178,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613271,7,1,1,0,13,8le3orkfz6iix3jns6g9ojqjg,1,65.4,29.9,2023-04-30T13:01:30.329Z,2023-04-30T19:16:30Z,4239665781,140,53.3,4239665787,213,3.7,4239665785,212,14.6,4241276859,178,,4239665779,56,Right,4239665783,141,19.2,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613369,8,1,1,0,16,8le3orkfz6iix3jns6g9ojqjg,1,52.3,13.7,2023-04-30T13:01:32.948Z,2023-04-30T19:16:33Z,4239666419,213,1.9,4239666413,140,43.9,4241277029,178,,4239666415,141,46.3,4239666411,56,Back,4239666417,212,23.9,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613465,9,1,1,0,25,8le3orkfz6iix3jns6g9ojqjg,1,42.4,64.5,2023-04-30T13:01:42.183Z,2023-04-30T19:16:35Z,4239666887,213,4.6,4239666881,140,40.7,4239666885,212,23.5,4241277239,178,,4239666879,56,Back,4239666883,141,30.1,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613487,10,1,1,0,27,8le3orkfz6iix3jns6g9ojqjg,1,38.6,34.8,2023-04-30T13:01:43.937Z,2023-04-30T19:16:38Z,4239667029,212,19.7,4241277469,178,,4239667025,140,22.5,4239667021,56,Back,4239667027,141,49.7,4239667031,213,2.6,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613541,11,1,1,0,30,8le3orkfz6iix3jns6g9ojqjg,1,22.7,50,2023-04-30T13:01:46.820Z,2023-04-30T19:16:41Z,4239667309,140,25.3,4239667311,141,72.4,4239667315,213,1.4,4241277631,178,,4239667313,212,15.5,4239667307,56,Back,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613611,12,1,1,0,33,8le3orkfz6iix3jns6g9ojqjg,1,34.1,85.1,2023-04-30T13:01:50.442Z,2023-04-30T19:16:44Z,4239667667,212,21.4,4239667665,141,98.1,4239667659,56,Left,4241277725,178,,4239667663,140,52.7,4239667669,213,0.4,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613633,13,1,1,0,36,8le3orkfz6iix3jns6g9ojqjg,1,42.8,92.9,2023-04-30T13:01:53.096Z,2023-04-30T19:16:47Z,4239667777,140,27.7,4239667775,56,Back,4241277887,178,,4239667781,212,19.1,4239667783,213,3.7,4239667779,141,77.3,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613681,14,1,1,0,38,8le3orkfz6iix3jns6g9ojqjg,1,30.4,77.3,2023-04-30T13:01:55.364Z,2023-04-30T19:16:49Z,4239667987,213,4.7,4239667981,141,36.0,4239667985,212,28.1,4239667977,140,28.9,4241278003,178,,4239667973,56,Back,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613751,15,1,1,0,42,8le3orkfz6iix3jns6g9ojqjg,1,28.2,27,2023-04-30T13:01:58.713Z,2023-04-30T19:16:55Z,4239668307,56,Back,4241278287,178,,4239668313,212,16.8,4239668311,141,4.8,4239668315,213,5.2,4239668309,140,35.2,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613821,16,1,1,0,45,8le3orkfz6iix3jns6g9ojqjg,1,27,5.3,2023-04-30T13:02:01.593Z,2023-04-30T19:17:00Z,4239668677,213,2.7,4239668663,140,14.2,4239668667,141,14.4,4241278527,178,,4239668661,56,Back,4239668673,212,14.8,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613851,17,1,1,0,47,8le3orkfz6iix3jns6g9ojqjg,1,13.8,17,2023-04-30T13:02:04.150Z,2023-04-30T19:17:02Z,4239668869,56,Back,4239668871,140,8.7,4239668877,213,1.8,4239668875,212,22.4,4239668873,141,49.0,4241278679,178,,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613901,18,1,1,0,50,8le3orkfz6iix3jns6g9ojqjg,1,9.1,51.2,2023-04-30T13:02:06.626Z,2023-04-30T19:17:06Z,4239669087,56,Back,4239669095,213,1.1,4239669091,141,81.1,4239669093,212,22.6,4239669089,140,18.5,4241278877,178,,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541613995,19,1,1,0,52,8le3orkfz6iix3jns6g9ojqjg,1,23,86.5,2023-04-30T13:02:09.313Z,2023-04-30T19:17:18Z,4239669537,141,75.6,4239669535,140,42.8,4241279675,178,,4239669533,56,Back,4239669539,212,22.1,4239669541,213,5.9,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614055,20,1,1,0,55,8le3orkfz6iix3jns6g9ojqjg,0,46.8,72.3,2023-04-30T13:02:12.580Z,2023-04-30T19:17:34Z,4239669783,212,26.3,4241280493,178,,4239669779,140,68.6,4239669777,56,Center,4239669781,141,53.4,4239669785,213,5.8,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614079,6,1,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,31.5,47.8,2023-04-30T13:02:13.688Z,2023-04-30T19:17:40Z,4239669933,141,47.2,4239669929,56,Back,4241280743,178,,4239669937,213,6.2,4239669931,140,36.3,4239669935,212,5.1,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614085,7,49,1,0,58,6tuibxq39fdryu8ou06wcm0q3,1,36.1,43.4,2023-04-30T13:02:15.509Z,2023-04-30T19:17:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614257,8,1,1,0,58,6tuibxq39fdryu8ou06wcm0q3,1,36,48.2,2023-04-30T13:02:15.562Z,2023-04-30T19:17:46Z,4239670807,141,93.8,4239670805,140,33.0,4239670811,213,1.7,4241281075,178,,4239670803,56,Back,4239670809,212,31.2,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614299,9,1,1,1,4,6tuibxq39fdryu8ou06wcm0q3,1,29.4,95.1,2023-04-30T13:02:21.198Z,2023-04-30T19:17:50Z,4239671035,140,22.1,4239671037,141,79.3,4239671041,213,4.1,4241281251,178,,4239671033,56,Back,4239671039,212,13.2,,,,,,,37kr5th62ugmy4j55i3n45k2d,R. Marchizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614417,10,1,1,1,6,6tuibxq39fdryu8ou06wcm0q3,1,20.3,78.4,2023-04-30T13:02:23.442Z,2023-04-30T19:17:54Z,4239671623,140,7.0,4239671637,213,4.0,4239671631,212,20.7,4239671627,141,56.0,4239671621,56,Back,4241281473,178,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614505,11,1,1,1,11,6tuibxq39fdryu8ou06wcm0q3,1,10.7,52.2,2023-04-30T13:02:28.077Z,2023-04-30T19:17:57Z,4239672067,155,,4239672073,141,96.2,4239672079,1,,4241281635,178,,4239672075,212,34.4,4239672071,140,26.9,4239672077,213,1.1,4239672069,56,Back,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614629,12,1,1,1,15,6tuibxq39fdryu8ou06wcm0q3,1,31.8,95.9,2023-04-30T13:02:32.260Z,2023-04-30T19:18:00Z,4239672673,56,Back,4239672679,212,13.8,4241281839,178,,4239672681,213,0.0,4239672677,141,96.8,4239672675,140,44.9,,,,,,,37kr5th62ugmy4j55i3n45k2d,R. Marchizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614663,13,1,1,1,19,6tuibxq39fdryu8ou06wcm0q3,1,45,91.4,2023-04-30T13:02:36.124Z,2023-04-30T19:18:05Z,4239672839,56,Back,4241281995,178,,4239672847,141,97.7,4239672841,140,45.3,4239672851,212,4.3,4239672855,213,1.5,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614763,14,1,1,1,21,6tuibxq39fdryu8ou06wcm0q3,1,45.4,97.7,2023-04-30T13:02:37.774Z,2023-04-30T19:18:08Z,4239673335,56,Left,4239673337,140,58.8,4239673343,213,6.3,4241282153,178,,4239673341,212,14.1,4239673339,141,97.2,,,,,,,37kr5th62ugmy4j55i3n45k2d,R. Marchizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614869,15,1,1,1,25,6tuibxq39fdryu8ou06wcm0q3,1,52,97.1,2023-04-30T13:02:42.360Z,2023-04-30T19:18:14Z,4239673903,141,80.9,4241282359,178,,4239673905,212,15.5,4239673901,140,41.6,4239673907,213,3.9,4239673899,56,Back,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541614961,16,1,1,1,29,6tuibxq39fdryu8ou06wcm0q3,1,40.5,69.1,2023-04-30T13:02:46.392Z,2023-04-30T19:18:22Z,4241282701,178,,4239674389,140,48.0,4239674401,1,,4239674393,212,39.9,4239674385,155,,4239674397,213,4.9,4239674391,141,11.6,4239674387,56,Back,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615033,17,2,1,1,33,6tuibxq39fdryu8ou06wcm0q3,1,52.5,9.5,2023-04-30T13:02:50.308Z,2023-04-30T19:18:24Z,4239674765,141,21.5,4239674761,56,Center,4239674763,140,73.6,4241282809,178,,4239675583,7,3sehm4zmy7141wm4ecfqqoxd5,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615193,22,55,1,1,33,8le3orkfz6iix3jns6g9ojqjg,1,31.1,69.7,2023-04-30T13:02:50.309Z,2023-04-30T19:18:24Z,4240015049,189,,,,,,,,,,,,,,,,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615037,18,43,1,1,35,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-04-30T13:02:52.029Z,2023-04-30T13:02:59Z,4239674785,56,Center,4239675477,144,61,,,,,,,,,,,,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615047,19,43,1,1,36,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-04-30T13:02:53.045Z,2023-04-30T13:02:54Z,4239674943,144,45,4239674801,56,Center,4239674807,286,0,,,,,,,,,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615085,21,43,1,1,38,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-04-30T13:02:54.921Z,2023-04-30T13:03:02Z,4239675783,144,49,,,,,,,,,,,,,,,,,,,,,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615445,23,1,1,1,53,8le3orkfz6iix3jns6g9ojqjg,1,28.9,73,2023-04-30T13:03:09.688Z,2023-04-30T19:18:29Z,4239676795,140,30.5,4239676791,241,,4239676797,141,30.7,4239676801,213,4.8,4239676837,189,,4239676793,56,Back,4239676799,212,28.8,4241283055,178,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,4239676789,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615619,24,1,1,1,59,8le3orkfz6iix3jns6g9ojqjg,1,37,32.5,2023-04-30T13:03:15.592Z,2023-04-30T19:18:33Z,4241283281,178,,4239677661,212,23.2,4239677659,141,66.1,4239677657,140,33.3,4239677655,56,Back,4239677663,213,1.7,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615667,25,1,1,2,2,8le3orkfz6iix3jns6g9ojqjg,1,30.5,70.2,2023-04-30T13:03:18.910Z,2023-04-30T19:18:36Z,4239677913,213,4.5,4239677907,140,26.2,4241283455,178,,4239677909,141,39.7,4239677903,56,Back,4239677911,212,21.2,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615749,26,1,1,2,6,8le3orkfz6iix3jns6g9ojqjg,1,26.1,43.3,2023-04-30T13:03:22.796Z,2023-04-30T19:18:39Z,4239678367,140,19.5,4239678365,56,Back,4239678373,213,1.9,4241283619,178,,4239678371,212,18.9,4239678369,141,69.1,,,,,,,dnk24js88d4ie661mwo7jkq95,S. Walukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615821,27,1,1,2,9,8le3orkfz6iix3jns6g9ojqjg,1,22,76.1,2023-04-30T13:03:25.815Z,2023-04-30T19:18:42Z,4239678709,212,17.1,4239678703,56,Back,4241283875,178,,4239678711,213,1.0,4239678705,140,30.9,4239678707,141,97.1,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615891,28,1,1,2,11,8le3orkfz6iix3jns6g9ojqjg,1,32.7,96.5,2023-04-30T13:03:28.325Z,2023-04-30T19:18:48Z,4239679121,212,21.7,4239679119,141,84.5,4239679117,140,51.9,4239679123,213,5.9,4239679115,56,Left,4241284089,178,,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615915,29,1,1,2,12,8le3orkfz6iix3jns6g9ojqjg,1,51.9,84.5,2023-04-30T13:03:29.550Z,2023-04-30T19:18:52Z,4239679237,141,85.3,4239679235,140,46.7,4239679241,213,3.0,4241284257,178,,4239679233,56,Back,4239679239,212,5.5,,,,,,,bk1gdyxtfp4drwb0yotwerbsa,T. Baldanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615941,30,1,1,2,14,8le3orkfz6iix3jns6g9ojqjg,1,45.8,74.7,2023-04-30T13:03:31.255Z,2023-04-30T19:18:56Z,4239679345,140,56.6,4241284397,178,,4239679351,213,5.3,4239679347,141,50.6,4239679343,56,Center,4239679349,212,19.9,,,,,,,d5m5q6dlc7vnbs634dinbsuwa,N. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541615995,31,1,1,2,16,8le3orkfz6iix3jns6g9ojqjg,0,66.2,45.7,2023-04-30T13:03:33.445Z,2023-04-30T19:18:59Z,4239679627,140,73.0,4241284511,178,,4239679625,56,Center,4239679631,212,9.9,4239679633,213,0.8,4239679629,141,55.7,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616003,20,49,1,2,17,6tuibxq39fdryu8ou06wcm0q3,1,27.1,41.5,2023-04-30T13:03:34.235Z,2023-04-30T19:19:02Z,,,,,,,,,,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616061,21,1,1,2,17,6tuibxq39fdryu8ou06wcm0q3,1,27.6,42.5,2023-04-30T13:03:34.334Z,2023-04-30T19:19:06Z,4239679943,140,31.6,4239679949,213,1.0,4241284761,178,,4239679941,56,Back,4239679947,212,8.2,4239679945,141,52.8,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616097,22,1,1,2,19,6tuibxq39fdryu8ou06wcm0q3,1,25,50.3,2023-04-30T13:03:36.480Z,2023-04-30T19:19:23Z,4239680131,212,20.9,4239680127,140,5.2,4239680125,56,Back,4239680129,141,53.0,4239680133,213,3.1,4241285633,178,,,,,,,,74o97lnqpku6m9svks66qbend,A. Harroui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541616137,23,1,1,2,21,6tuibxq39fdryu8ou06wcm0q3,0,5.2,53,2023-04-30T13:03:38.365Z,2023-04-30T19:19:27Z,4239680307,56,Back,4239680313,212,49.6,4241285899,178,,4239680315,213,0.7,4239680311,141,100.0,4239680317,1,,4239680571,157,,4239680309,140,40.5,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
