id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2541898493,6,1,1,0,12,ej5er0oyngdw138yuumwqbyqt,0,14.4,94.4,2023-04-30T18:46:55.483Z,2023-05-01T01:22:33Z,4241204671,212,33.2,4241204667,140,45.2,4241204669,141,83.1,4242207313,178,,4241204665,56,Back,4241204673,213,6.0,4241603463,1,,4241204663,155,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898511,6,44,1,0,14,bqbbqm98ud8obe45ds9ohgyrd,1,61,13.8,2023-04-30T18:46:57.695Z,2023-05-01T02:02:02Z,4241204747,286,,4241204745,56,Right,4241207897,233,7,,,,,,,,,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898505,7,44,1,0,14,ej5er0oyngdw138yuumwqbyqt,0,39,86.2,2023-04-30T18:46:57.696Z,2023-05-01T01:22:38Z,4241204721,56,Back,4241207907,233,6,4241204723,285,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899363,37,61,1,0,14,bqbbqm98ud8obe45ds9ohgyrd,1,56.1,19.2,2023-04-30T18:46:57.784Z,2023-05-01T02:02:03Z,4241209879,56,Right,4242207653,15,,4242207655,388,,,,,,,,,,,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898521,8,61,1,0,14,ej5er0oyngdw138yuumwqbyqt,1,37.7,87.2,2023-04-30T18:46:57.801Z,2023-05-01T01:22:50Z,4242207727,178,,4241204781,56,Back,4242207725,15,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898539,9,50,1,0,16,ej5er0oyngdw138yuumwqbyqt,1,38.3,78.5,2023-04-30T18:46:59.764Z,2023-05-01T01:22:58Z,4241204865,56,Back,4241204969,233,7,4241204867,286,,,,,,,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898551,7,7,1,0,16,bqbbqm98ud8obe45ds9ohgyrd,1,61.7,21.5,2023-04-30T18:46:59.833Z,2023-05-01T01:23:00Z,4241204921,56,Center,4241603825,383,,4242207881,178,,4241204963,233,9,4241204923,285,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898555,8,49,1,0,17,bqbbqm98ud8obe45ds9ohgyrd,1,61.5,26.5,2023-04-30T18:47:01.180Z,2023-05-01T01:23:04Z,,,,,,,,,,,,,,,,,,,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898571,9,1,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,1,61.5,26.5,2023-04-30T18:47:01.202Z,2023-05-01T01:23:07Z,4241205017,213,0.9,4241205009,56,Center,4242208075,178,,4241205011,140,71.0,4241205013,141,43.3,4241205015,212,15.2,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898587,10,1,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,1,71,43.3,2023-04-30T18:47:02.003Z,2023-05-01T01:23:12Z,4241205095,56,Center,4241205105,213,4.4,4241205103,212,7.7,4242208221,178,,4241205101,141,32.4,4241205099,140,69.1,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898597,11,1,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,0,71.9,32.6,2023-04-30T18:47:04.993Z,2023-05-01T01:23:19Z,4241205151,140,69.7,4241205157,213,2.2,4241205149,56,Center,4241205155,212,4.2,4241205153,141,37.7,4242208385,178,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898829,10,61,1,0,21,ej5er0oyngdw138yuumwqbyqt,1,33.2,53,2023-04-30T18:47:05.150Z,2023-05-01T01:23:29Z,4242208617,178,,4241206363,56,Back,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898635,12,1,1,0,23,bqbbqm98ud8obe45ds9ohgyrd,1,68.3,49.2,2023-04-30T18:47:06.658Z,2023-05-01T01:23:32Z,4241205343,56,Left,4241205351,212,31.2,4242208709,178,,4241205357,213,1.8,4241205345,140,60.5,4241205347,141,93.4,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898685,13,1,1,0,29,bqbbqm98ud8obe45ds9ohgyrd,1,60.6,93.4,2023-04-30T18:47:12.333Z,2023-05-01T01:23:36Z,4241205599,56,Back,4241205603,141,40.5,4241205605,212,39.6,4241205607,213,4.3,4241205609,1,,4241205601,140,44.8,4242208747,178,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898703,14,1,1,0,36,bqbbqm98ud8obe45ds9ohgyrd,1,41.1,31.9,2023-04-30T18:47:19.202Z,2023-05-01T01:23:40Z,4241205693,141,30.8,4242208837,178,,4241205695,212,19.6,4241205697,213,6.2,4241205691,140,59.8,4241205689,56,Center,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898719,15,1,1,0,37,bqbbqm98ud8obe45ds9ohgyrd,1,59.8,30.8,2023-04-30T18:47:21.007Z,2023-05-01T01:23:42Z,4241205783,140,62.2,4242208885,178,,4241205785,141,5.1,4241205787,212,17.7,4241205789,213,4.9,4241205781,56,Right,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898751,16,1,1,0,40,bqbbqm98ud8obe45ds9ohgyrd,1,62.2,5.1,2023-04-30T18:47:23.934Z,2023-05-01T01:23:46Z,4242208957,178,,4241205957,213,2.9,4241205951,140,44.1,4241205953,141,13.1,4241205955,212,19.8,4241205949,56,Back,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898773,17,1,1,0,43,bqbbqm98ud8obe45ds9ohgyrd,1,39,25.6,2023-04-30T18:47:27.079Z,2023-05-01T01:23:49Z,4241206105,213,2.0,4241206103,212,16.9,4241206101,141,48.2,4242209045,178,,4241206099,140,32.2,4241206097,56,Back,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898785,18,1,1,0,47,bqbbqm98ud8obe45ds9ohgyrd,1,36.7,38.2,2023-04-30T18:47:30.674Z,2023-05-01T01:23:53Z,4241206165,56,Back,4242209131,178,,4241206173,213,5.0,4241206171,212,22.0,4241206167,140,43.0,4241206169,141,7.4,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898825,19,1,1,0,49,bqbbqm98ud8obe45ds9ohgyrd,1,43,7.4,2023-04-30T18:47:32.351Z,2023-05-01T01:23:57Z,4241206351,56,Back,4241206357,212,10.4,4241206359,213,3.1,4241206355,141,8.2,4242209241,178,,4241206353,140,33.1,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898873,20,1,1,0,52,bqbbqm98ud8obe45ds9ohgyrd,1,27.1,12.6,2023-04-30T18:47:35.896Z,2023-05-01T01:23:59Z,4241206575,141,33.9,4242209321,178,,4241206573,140,12.0,4241206571,56,Back,4241206577,212,21.5,4241206579,213,2.4,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898895,21,1,1,1,0,bqbbqm98ud8obe45ds9ohgyrd,1,14.3,33.7,2023-04-30T18:47:43.285Z,2023-05-01T01:24:06Z,4241206721,140,66.0,4241206729,1,,4241206727,213,6.0,4242209457,178,,4241206725,212,56.5,4241206717,155,,4241206723,141,10.6,4241206719,56,Right,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898899,22,44,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,1,65,22.2,2023-04-30T18:47:46.687Z,2023-05-01T02:02:03Z,4241206773,233,11,4241206743,286,,4241206741,56,Center,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898903,11,44,1,1,3,ej5er0oyngdw138yuumwqbyqt,0,35,77.8,2023-04-30T18:47:46.688Z,2023-05-01T01:24:08Z,4241206757,56,Back,4241206759,285,,4241206823,233,22,,,,,,,,,,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898919,23,1,1,1,3,bqbbqm98ud8obe45ds9ohgyrd,1,66,10.6,2023-04-30T18:47:46.791Z,2023-05-01T02:02:03Z,4242209583,388,,4241206843,3,,4241206851,212,12.0,4241206845,56,Right,4241206849,141,13.1,4241206847,140,54.7,4241206853,213,3.0,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898925,24,1,1,1,6,bqbbqm98ud8obe45ds9ohgyrd,1,57.8,16.2,2023-04-30T18:47:49.472Z,2023-05-01T01:24:14Z,4241206889,140,63.2,4241206887,56,Center,4241206891,141,23.3,4241206893,212,7.4,4242209633,178,,4241206895,213,0.7,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898951,25,1,1,1,7,bqbbqm98ud8obe45ds9ohgyrd,1,63.2,23.3,2023-04-30T18:47:50.284Z,2023-05-01T01:24:17Z,4241207023,56,Right,4241207025,140,62.6,4241207031,213,4.6,4241207027,141,9.4,4241207029,212,9.5,4242209747,178,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898961,26,1,1,1,10,bqbbqm98ud8obe45ds9ohgyrd,1,59.7,13.7,2023-04-30T18:47:53.465Z,2023-05-01T01:24:21Z,4241207077,56,Center,4241207083,212,9.8,4241207079,140,56.6,4241207085,213,1.9,4242209861,178,,4241207081,141,27.3,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541898987,27,1,1,1,11,bqbbqm98ud8obe45ds9ohgyrd,1,56.6,27.3,2023-04-30T18:47:54.415Z,2023-05-01T01:24:24Z,4241207219,212,13.6,4241207217,141,23.9,4241207213,56,Back,4241207221,213,3.3,4242209937,178,,4241207215,140,43.8,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899007,28,1,1,1,13,bqbbqm98ud8obe45ds9ohgyrd,1,43.6,27.9,2023-04-30T18:47:57.103Z,2023-05-01T01:24:27Z,4241207353,213,1.7,4241207347,140,40.7,4241207349,141,61.0,4242210007,178,,4241207345,56,Back,4241207351,212,22.7,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899059,29,1,1,1,17,bqbbqm98ud8obe45ds9ohgyrd,1,43.7,65.8,2023-04-30T18:48:00.326Z,2023-05-01T01:24:29Z,4241207629,212,18.4,4241207627,141,92.1,4241207631,213,1.3,4241207625,140,47.8,4241207623,56,Back,4242210073,178,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899065,30,50,1,1,21,bqbbqm98ud8obe45ds9ohgyrd,1,47.6,80.8,2023-04-30T18:48:04.706Z,2023-05-01T01:24:32Z,4241207649,56,Back,4241207787,233,12,4241207653,286,,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899083,12,7,1,1,21,ej5er0oyngdw138yuumwqbyqt,1,52.4,19.2,2023-04-30T18:48:04.736Z,2023-05-01T01:24:35Z,4241207747,285,,4241606555,384,,4241207773,233,30,4241207745,56,Right,4242210205,178,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899087,13,49,1,1,23,ej5er0oyngdw138yuumwqbyqt,1,62.1,21.7,2023-04-30T18:48:06.954Z,2023-05-01T01:24:41Z,,,,,,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899133,14,1,1,1,25,ej5er0oyngdw138yuumwqbyqt,1,65.9,22,2023-04-30T18:48:08.444Z,2023-05-01T01:24:44Z,4241208019,141,15.7,4242210407,178,,4241208023,213,6.1,4241208017,140,86.3,4241208021,212,21.8,4241208015,56,Right,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899139,15,3,1,1,28,ej5er0oyngdw138yuumwqbyqt,0,87.2,15.6,2023-04-30T18:48:11.883Z,2023-05-01T01:24:48Z,4241606983,465,,4241208045,286,,4241208043,56,Right,4242210511,178,,4241208069,233,31,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899135,31,7,1,1,28,bqbbqm98ud8obe45ds9ohgyrd,0,12.8,84.4,2023-04-30T18:48:12.039Z,2023-05-01T01:24:52Z,4242210559,178,,4241208027,56,Back,4241607199,385,,4241208051,233,15,4241208029,285,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899147,16,61,1,1,28,ej5er0oyngdw138yuumwqbyqt,1,88.3,15.7,2023-04-30T18:48:12.116Z,2023-05-01T01:24:55Z,4241208097,56,Right,4242210615,178,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899215,32,50,1,1,30,bqbbqm98ud8obe45ds9ohgyrd,1,15.1,71.9,2023-04-30T18:48:14.054Z,2023-05-01T01:25:16Z,4241208417,56,Back,4241220159,233,24,4241218923,285,,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899555,24,7,1,1,30,ej5er0oyngdw138yuumwqbyqt,0,84.9,28.1,2023-04-30T18:48:14.084Z,2023-05-01T01:25:12Z,4241607545,383,,4241210333,286,,4241219003,233,32,4242210989,389,,4241210331,56,Center,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899219,33,49,1,1,31,bqbbqm98ud8obe45ds9ohgyrd,1,36.4,66.7,2023-04-30T18:48:15.106Z,2023-05-01T01:44:20Z,,,,,,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899227,34,1,1,1,35,bqbbqm98ud8obe45ds9ohgyrd,1,36.4,66.7,2023-04-30T18:48:18.692Z,2023-05-01T01:25:28Z,4241208483,140,53.3,4241208485,141,59.6,4241208487,212,18.4,4241208489,213,6.0,4241208481,56,Center,4242211307,178,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899231,35,61,1,1,38,bqbbqm98ud8obe45ds9ohgyrd,0,51.3,60.4,2023-04-30T18:48:21.457Z,2023-05-01T01:25:38Z,4241208505,56,Center,4242211565,178,,,,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899263,17,1,1,1,39,ej5er0oyngdw138yuumwqbyqt,1,48.4,39.6,2023-04-30T18:48:22.199Z,2023-05-01T01:25:45Z,4241208643,212,5.6,4242211807,178,,4241208637,56,Back,4241208639,140,43.3,4241208645,213,3.4,4241208641,141,37.1,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899265,18,49,1,1,39,ej5er0oyngdw138yuumwqbyqt,1,42.2,35,2023-04-30T18:48:22.683Z,2023-05-01T01:25:50Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899275,19,1,1,1,40,ej5er0oyngdw138yuumwqbyqt,1,42.2,35,2023-04-30T18:48:23.364Z,2023-05-01T01:25:54Z,4241208671,56,Back,4241208677,212,4.5,4241208679,213,4.3,4241208675,141,29.1,4242212115,178,,4241208673,140,40.3,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899313,20,1,1,1,41,ej5er0oyngdw138yuumwqbyqt,0,39.7,29.1,2023-04-30T18:48:25.179Z,2023-05-01T01:25:58Z,4241208885,212,6.8,4241208883,141,38.7,4242212201,178,,4241208879,56,Back,4241208881,140,38.0,4241208887,213,1.8,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541899317,21,27,1,1,43,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-30T18:48:26.488Z,2023-05-01T01:45:36Z,4241209011,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
