id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/16/value,qualifier/15/value
2483348281,9,1,1,0,15,9dntj5dioj5ex52yrgwzxrq9l,1,46.6,75.2,2022-11-08T19:45:29.638Z,2022-11-09T01:02:45Z,3903971547,141,94.4,3903971543,56,Left,3903971549,212,20.3,3903971551,213,0.7,3904646923,178,,3903971545,140,61.4,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348301,10,1,1,0,16,9dntj5dioj5ex52yrgwzxrq9l,1,59.9,91.1,2022-11-08T19:45:30.298Z,2022-11-09T01:02:49Z,3903971651,213,3.1,3903971645,140,42.8,3903971649,212,18.0,3904646931,178,,3903971643,56,Back,3903971647,141,93.2,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348369,11,1,1,0,20,9dntj5dioj5ex52yrgwzxrq9l,1,40.7,92.1,2022-11-08T19:45:34.125Z,2022-11-09T01:02:52Z,3903971961,56,Back,3903971967,212,22.5,3903971963,140,31.9,3903971969,213,4.3,3903971965,141,62.0,3904646939,178,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348415,12,1,1,0,28,9dntj5dioj5ex52yrgwzxrq9l,1,45.3,44.9,2022-11-08T19:45:42.092Z,2022-11-09T01:02:58Z,3903972193,213,5.0,3903972185,56,Right,3903972189,141,13.3,3904646943,178,,3903972191,212,22.1,3903972187,140,50.3,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348477,13,1,1,0,30,9dntj5dioj5ex52yrgwzxrq9l,1,51.5,10.3,2022-11-08T19:45:44.469Z,2022-11-09T01:03:01Z,3904646951,178,,3903972451,141,3.8,3903972455,213,5.9,3903972453,212,11.2,3903972449,140,61.3,3903972447,56,Right,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348545,14,1,1,0,35,9dntj5dioj5ex52yrgwzxrq9l,1,63.8,26.5,2022-11-08T19:45:49.188Z,2022-11-09T01:03:07Z,3903972771,141,67.5,3903972769,140,62.6,3904646981,178,,3903972773,212,27.9,3903972767,56,Center,3903972775,213,1.6,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348559,15,1,1,0,38,9dntj5dioj5ex52yrgwzxrq9l,0,69.3,67.5,2022-11-08T19:45:52.786Z,2022-11-09T01:03:26Z,3904647161,178,,3903972795,140,73.5,3903972793,56,Center,3903972799,212,5.2,3903972797,141,63.5,3903972801,213,5.7,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348593,3,61,1,0,39,af91jdcs6x0bqkmdb78rokod2,1,27.2,30.8,2022-11-08T19:45:53.144Z,2022-11-09T01:03:38Z,3904647303,178,,3903972963,56,Back,,,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348621,16,1,1,0,41,9dntj5dioj5ex52yrgwzxrq9l,1,73.8,83.6,2022-11-08T19:45:55.739Z,2022-11-09T01:03:42Z,3903973039,213,1.2,3904647367,178,,3903973035,141,95.4,3903973037,212,8.7,3903973031,56,Left,3903973033,140,77.0,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348657,17,1,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,77,95.4,2022-11-08T19:45:57.602Z,2022-11-09T01:03:46Z,3903973219,56,Left,3903973225,212,9.1,3903973221,140,85.5,3903973227,213,6.1,3904647423,178,,3903973223,141,92.7,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348667,18,1,1,0,44,9dntj5dioj5ex52yrgwzxrq9l,0,85.5,92.7,2022-11-08T19:45:58.966Z,2022-11-09T01:03:48Z,3903973263,141,89.7,3904647457,178,,3903973267,213,4.8,3903973261,140,85.6,3903973403,236,,3903973409,286,,3903973259,56,Left,3903973265,212,2.0,9sxg58hszjq17avxgumftdu22,S. Tonali,3903973405,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348675,4,74,1,0,45,af91jdcs6x0bqkmdb78rokod2,1,10.5,9.4,2022-11-08T19:45:59.037Z,2022-11-09T01:03:52Z,3903973429,233,18,3904647489,178,,3903973303,285,,3903973301,56,Back,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348729,19,50,1,0,49,9dntj5dioj5ex52yrgwzxrq9l,1,84.4,94.5,2022-11-08T19:46:03.333Z,2022-11-09T03:22:27Z,3903973577,286,,3903973655,233,5,3903973575,56,Left,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348733,5,7,1,0,49,af91jdcs6x0bqkmdb78rokod2,0,15.6,5.5,2022-11-08T19:46:03.456Z,2022-11-09T01:05:15Z,3904647767,178,,3904549147,385,,3903973593,285,,3903973591,56,Back,3903973621,233,19,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348763,20,1,1,0,51,9dntj5dioj5ex52yrgwzxrq9l,0,81.3,96.9,2022-11-08T19:46:05.533Z,2022-11-09T01:04:18Z,3903975181,236,,3903975175,213,4.2,3903975187,286,,3903975183,233,6,3903973725,56,Left,3903975173,212,1.6,3903975171,141,94.8,3904647847,178,,9sxg58hszjq17avxgumftdu22,S. Tonali,3903975169,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348775,6,74,1,0,51,af91jdcs6x0bqkmdb78rokod2,1,15.6,4.9,2022-11-08T19:46:05.789Z,2022-11-09T01:04:22Z,3903975231,233,20,3903973777,56,Back,3903973781,285,,3904647871,178,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483470355,642,50,1,0,51,af91jdcs6x0bqkmdb78rokod2,1,14.5,1.5,2022-11-08T19:46:05.866Z,2022-11-09T01:04:30Z,3904612545,56,Back,3904617749,233,1028,3904612547,285,,,,,,,,,,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483470377,1028,7,1,0,51,9dntj5dioj5ex52yrgwzxrq9l,0,85.5,98.5,2022-11-08T19:46:05.915Z,2022-11-09T01:07:10Z,3904612655,286,,3904648429,178,,3904612653,56,Left,3904617737,233,642,3904612657,383,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348837,7,3,1,0,51,af91jdcs6x0bqkmdb78rokod2,0,11.6,4.8,2022-11-08T19:46:06Z,2022-11-09T01:06:28Z,3904549707,464,,3903974073,285,,3904617765,233,21,3903974071,56,Back,3904648569,178,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348785,21,7,1,0,53,9dntj5dioj5ex52yrgwzxrq9l,0,88.4,95.2,2022-11-08T19:46:07.208Z,2022-11-09T01:05:27Z,3904617753,233,7,3904648581,178,,3903973849,56,Left,3903973851,286,,3904549725,383,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349099,23,43,1,0,54,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-11-08T19:46:08.512Z,2022-11-08T22:50:53Z,3903975359,56,Left,3904549859,144,61,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348843,8,4,1,0,54,af91jdcs6x0bqkmdb78rokod2,1,5.4,6.6,2022-11-08T19:46:08.740Z,2022-11-09T01:06:41Z,3903974077,294,,3903974079,56,Back,3903974083,285,,3903974087,233,22,3903974081,152,,3903974075,13,,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483348825,22,4,1,0,54,9dntj5dioj5ex52yrgwzxrq9l,0,94.6,93.4,2022-11-08T19:46:08.741Z,2022-11-09T01:06:40Z,3903974013,13,,3904649227,178,,3903974021,286,,3903974017,56,Left,3903974015,294,,3903974153,233,8,3903974019,152,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349275,9,1,1,1,23,af91jdcs6x0bqkmdb78rokod2,0,7.6,11,2022-11-08T19:46:37.418Z,2022-11-09T01:07:22Z,3903976235,141,10.1,3904649815,178,,3903976239,213,6.3,3903976227,157,,3903976225,5,,3903976233,140,64.5,3903976241,1,,3903976231,56,Right,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,3903976229,152,,3903976237,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,
2483349269,24,44,1,1,26,9dntj5dioj5ex52yrgwzxrq9l,1,29.4,88.6,2022-11-08T19:46:40.979Z,2022-11-09T01:46:54Z,3903976421,233,10,3903976185,56,Back,3903976187,285,,,,,,,,,,,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349285,10,44,1,1,26,af91jdcs6x0bqkmdb78rokod2,0,70.6,11.4,2022-11-08T19:46:40.980Z,2022-11-09T01:07:25Z,3903976443,233,24,3903976283,56,Right,3903976285,286,,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349281,25,12,1,1,27,9dntj5dioj5ex52yrgwzxrq9l,1,23.9,87.3,2022-11-08T19:46:41.062Z,2022-11-09T01:46:55Z,3903976267,212,9.5,3903976403,167,,3903976261,56,Back,3903976263,140,21.5,3904649839,388,,3903976265,141,100.0,3903976339,15,,3903976269,213,1.8,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349325,11,5,1,1,28,af91jdcs6x0bqkmdb78rokod2,1,72,-0.7,2022-11-08T19:46:42.592Z,2022-11-09T01:07:29Z,3903976479,347,,3903976477,56,Right,3903976509,233,26,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349307,26,5,1,1,28,9dntj5dioj5ex52yrgwzxrq9l,0,28,100.7,2022-11-08T19:46:42.592Z,2022-11-09T01:07:29Z,3903976545,233,11,3903976389,347,,3903976387,56,Back,,,,,,,,,,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349473,12,1,1,1,39,af91jdcs6x0bqkmdb78rokod2,0,72.5,0,2022-11-08T19:46:53.787Z,2022-11-09T01:07:33Z,3903977223,107,,3903977235,1,,3903977227,140,84.8,3903977233,213,1.0,3903977225,56,Center,3903977231,212,25.2,3903977229,141,30.8,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349485,27,44,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,14.4,67.8,2022-11-08T19:46:55.799Z,2022-11-09T01:46:55Z,3903977273,56,Back,3903977297,233,13,3903977275,285,,,,,,,,,,,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349475,13,44,1,1,41,af91jdcs6x0bqkmdb78rokod2,0,85.6,32.2,2022-11-08T19:46:55.800Z,2022-11-09T01:07:37Z,3903977241,286,,3903977239,56,Center,3903977353,233,27,,,,,,,,,,,,,,,,1t1kgb0r5ca32f54emsscfob9,D. Ciofani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349495,28,12,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,13.9,66.5,2022-11-08T19:46:55.867Z,2022-11-09T01:46:56Z,3903977317,140,27.8,3904649987,388,,3903977323,212,15.6,3903977313,56,Back,3903977321,141,74.7,3903977355,15,,3903977325,213,0.4,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349511,14,1,1,1,43,af91jdcs6x0bqkmdb78rokod2,1,69.6,22.4,2022-11-08T19:46:57.381Z,2022-11-09T01:07:53Z,3904649991,388,,3903977415,56,Center,3903977419,140,74.4,3903977425,212,5.9,3903977427,213,0.5,3903977423,141,26.8,3903977411,3,,,,,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349517,15,1,1,1,44,af91jdcs6x0bqkmdb78rokod2,0,74.4,26.9,2022-11-08T19:46:58.082Z,2022-11-09T01:07:57Z,3903977457,213,3.0,3903977451,140,68.9,3903977449,56,Center,3903977453,141,28.0,3904650193,178,,3903977503,156,,3903977455,212,5.8,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349523,29,49,1,1,44,9dntj5dioj5ex52yrgwzxrq9l,1,26,70.1,2022-11-08T19:46:58.915Z,2022-11-09T01:08:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349603,16,45,1,1,45,af91jdcs6x0bqkmdb78rokod2,0,68.4,22.3,2022-11-08T19:46:59.661Z,2022-11-09T01:08:04Z,3903977955,286,,3903977951,233,30,3903977897,56,Center,,,,,,,,,,,,,,,,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349585,30,3,1,1,45,9dntj5dioj5ex52yrgwzxrq9l,1,31.6,77.7,2022-11-08T19:46:59.661Z,2022-11-09T01:08:04Z,3903977831,56,Back,3903977941,233,16,3903977833,285,,3904552421,465,,3904650263,178,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349593,31,50,1,1,47,9dntj5dioj5ex52yrgwzxrq9l,1,35.2,79.2,2022-11-08T19:47:01.316Z,2022-11-09T01:08:08Z,3903978131,286,,3903978125,233,17,3903977845,56,Back,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349629,17,7,1,1,47,af91jdcs6x0bqkmdb78rokod2,1,64.8,20.8,2022-11-08T19:47:01.532Z,2022-11-09T01:08:15Z,3903978045,56,Right,3904650399,178,,3904552495,384,,3903978109,233,31,3903978047,285,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349641,18,49,1,1,48,af91jdcs6x0bqkmdb78rokod2,1,58.2,20.5,2022-11-08T19:47:02.769Z,2022-11-09T01:08:19Z,,,,,,,,,,,,,,,,,,,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349655,19,1,1,1,50,af91jdcs6x0bqkmdb78rokod2,1,58.2,20.5,2022-11-08T19:47:04.233Z,2022-11-09T01:08:23Z,3904650529,178,,3903978147,140,57.5,3903978145,56,Center,3903978151,212,5.6,3903978149,141,28.6,3903978153,213,1.7,,,,,,,86nwv5baekm00h4d3z0suwhyh,P. Ghiglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349699,20,1,1,1,50,af91jdcs6x0bqkmdb78rokod2,1,57.5,28.6,2022-11-08T19:47:04.813Z,2022-11-09T01:08:27Z,3903978379,213,4.3,3904650573,178,,3903978375,141,15.5,3903978377,212,9.6,3903978371,56,Right,3903978373,140,54.0,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349715,21,1,1,1,54,af91jdcs6x0bqkmdb78rokod2,0,55.9,6.4,2022-11-08T19:47:08.836Z,2022-11-09T01:08:29Z,3903978447,212,4.5,3903978441,56,Right,3903978443,140,59.7,3903978449,213,5.8,3904650597,178,,3903978445,141,3.4,,,,,,,ay6tmp6zkxtjzse2gel3rgnl6,E. Aiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483481813,1658,67,1,1,54,9dntj5dioj5ex52yrgwzxrq9l,1,39.9,97.8,2022-11-08T19:47:09.018Z,2022-11-09T01:49:06Z,3904672503,233,836,,,,,,,,,,,,,,,,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483481811,836,67,1,1,54,af91jdcs6x0bqkmdb78rokod2,0,60.1,2.2,2022-11-08T19:47:09.019Z,2022-11-09T01:48:17Z,3904672507,233,1658,,,,,,,,,,,,,,,,,,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483349721,32,8,1,1,55,9dntj5dioj5ex52yrgwzxrq9l,1,37.9,97.5,2022-11-08T19:47:09.056Z,2022-11-09T01:49:07Z,3904552603,385,,3903978461,56,Back,3904650609,178,,,,,,,,,,,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
