id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2446348345,4,5,1,0,19,49rkyo4do8uwj06geomw0xr4i,0,41.4,101.4,2022-08-14T18:45:45.085Z,2022-08-15T03:49:01Z,3707631273,56,Back,3707631433,233,8,3707631275,347,,,,,,,,,,,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348367,8,5,1,0,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.6,-1.4,2022-08-14T18:45:45.085Z,2022-08-15T03:49:01Z,3707631401,347,,3707631411,233,4,3707631399,56,Right,,,,,,,,,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348427,9,1,1,0,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,62.9,0,2022-08-14T18:45:49.456Z,2022-08-15T03:49:07Z,3707631779,212,21.6,3707631773,56,Back,3707631775,140,42.7,3707631771,107,,3707631781,213,3.0,3707631783,1,,3707631777,141,4.4,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348489,10,1,1,0,28,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.9,22.6,2022-08-14T18:45:54.144Z,2022-08-15T03:49:10Z,3707632119,56,Back,3707632123,141,66.9,3707632121,140,30.0,3707632125,212,31.2,3708917845,178,,3707632127,213,1.8,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348519,11,1,1,0,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.5,78.6,2022-08-14T18:45:59.408Z,2022-08-15T03:49:15Z,3707632319,213,1.2,3707632317,212,11.6,3707632313,140,41.4,3708917899,178,,3707632315,141,94.5,3707632311,56,Back,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348561,12,1,1,0,35,2tk2l9sgktwc9jhzqdd4mpdtb,0,41.4,94.5,2022-08-14T18:46:01.071Z,2022-08-15T03:49:20Z,3707632531,56,Center,3707632535,141,74.9,3707632533,140,91.3,3707632527,157,,3707632537,212,54.1,3708917957,178,,3707632541,1,,3707632539,213,6.0,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348593,5,52,1,0,40,49rkyo4do8uwj06geomw0xr4i,1,12.9,28.3,2022-08-14T18:46:05.375Z,2022-08-15T03:49:27Z,3708918081,178,,3708661325,377,,,,,,,,,,,,,,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348639,6,1,1,0,42,49rkyo4do8uwj06geomw0xr4i,1,12.3,29.8,2022-08-14T18:46:07.860Z,2022-08-15T03:49:33Z,3707632971,123,,3707632975,56,Back,3707632977,140,15.0,3707632983,213,5.0,3707632981,212,10.1,3708918163,178,,3707632979,141,15.6,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348651,7,1,1,0,44,49rkyo4do8uwj06geomw0xr4i,1,15,15.6,2022-08-14T18:46:09.643Z,2022-08-15T03:49:40Z,3707633057,56,Back,3708918229,178,,3707633061,141,6.8,3707633065,213,5.4,3707633063,212,8.0,3707633059,140,20.1,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348703,8,1,1,0,45,49rkyo4do8uwj06geomw0xr4i,1,20.1,6.8,2022-08-14T18:46:10.740Z,2022-08-15T03:49:45Z,3708918303,178,,3707633329,213,2.4,3707633323,140,13.0,3707633321,56,Back,3707633325,141,17.4,3707633327,212,10.4,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348745,9,1,1,0,49,49rkyo4do8uwj06geomw0xr4i,0,14.5,13.6,2022-08-14T18:46:15.046Z,2022-08-15T03:49:48Z,3707633549,213,6.1,3707633539,155,,3708918339,178,,3707633547,212,53.1,3707633545,141,0.0,3707633541,56,Right,3707633551,1,,3707633543,140,64.1,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348753,10,5,1,0,52,49rkyo4do8uwj06geomw0xr4i,0,62,-1.4,2022-08-14T18:46:17.589Z,2022-08-15T03:49:52Z,3707633587,56,Right,3707633745,233,13,3707633589,347,,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348771,13,5,1,0,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,38,101.4,2022-08-14T18:46:17.589Z,2022-08-15T03:49:52Z,3707633687,56,Back,3707633689,347,,3707633709,233,10,,,,,,,,,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348881,14,1,1,0,57,2tk2l9sgktwc9jhzqdd4mpdtb,1,39.8,100,2022-08-14T18:46:23.130Z,2022-08-15T03:49:56Z,3707634229,56,Left,3707634239,1,,3707634227,107,,3707634233,141,96.3,3707634235,212,31.0,3707634231,140,69.2,3707634237,213,6.2,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348899,15,1,1,0,59,2tk2l9sgktwc9jhzqdd4mpdtb,0,69.2,96.3,2022-08-14T18:46:24.626Z,2022-08-15T03:50:00Z,3708918569,388,,3707634319,140,68.4,3707634317,56,Left,3707634321,141,82.7,3707634325,213,4.6,3707634323,212,9.3,3707634315,3,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348937,11,49,1,1,1,49rkyo4do8uwj06geomw0xr4i,1,33.9,24,2022-08-14T18:46:26.234Z,2022-08-15T03:50:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349015,12,1,1,1,4,49rkyo4do8uwj06geomw0xr4i,1,39.4,34,2022-08-14T18:46:29.874Z,2022-08-15T03:50:10Z,3707635009,56,Back,3707635011,140,31.8,3707635017,141,55.2,3708918763,178,,3707635025,213,2.1,3707635023,212,16.5,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349073,13,1,1,1,9,49rkyo4do8uwj06geomw0xr4i,1,52.3,68.7,2022-08-14T18:46:34.818Z,2022-08-15T03:50:14Z,3707635363,56,Left,3708918787,178,,3707635367,140,57.8,3707635375,213,1.2,3707635369,141,89.0,3707635373,212,15.0,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349087,14,1,1,1,13,49rkyo4do8uwj06geomw0xr4i,1,56.3,76.1,2022-08-14T18:46:38.832Z,2022-08-15T03:50:22Z,3707635453,212,13.2,3707635451,141,68.8,3707635455,213,3.5,3707635447,56,Back,3708918919,178,,3707635449,140,44.6,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349123,15,1,1,1,15,49rkyo4do8uwj06geomw0xr4i,1,44.6,68.8,2022-08-14T18:46:40.369Z,2022-08-15T03:50:28Z,3707635629,212,15.4,3708919011,178,,3707635623,56,Left,3707635625,140,52.5,3707635631,213,1.0,3707635627,141,87.9,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349131,16,1,1,1,18,49rkyo4do8uwj06geomw0xr4i,1,55.1,89.4,2022-08-14T18:46:43.473Z,2022-08-15T03:50:33Z,3707635721,213,4.8,3707635717,141,77.0,3707635715,140,55.5,3707635713,56,Center,3707635719,212,8.4,3708919091,178,,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349167,17,1,1,1,19,49rkyo4do8uwj06geomw0xr4i,1,54.9,76.4,2022-08-14T18:46:45.170Z,2022-08-15T03:50:39Z,3707635939,141,74.3,3707635935,140,42.2,3707635931,56,Back,3707635947,213,3.2,3707635943,212,13.4,3708919169,178,,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349217,18,1,1,1,22,49rkyo4do8uwj06geomw0xr4i,1,41,67.5,2022-08-14T18:46:47.922Z,2022-08-15T03:50:46Z,3707636173,56,Back,3707636175,140,33.2,3707636181,213,4.4,3707636177,141,27.7,3708919295,178,,3707636179,212,28.3,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349315,19,1,1,1,26,49rkyo4do8uwj06geomw0xr4i,1,33.8,19.5,2022-08-14T18:46:51.634Z,2022-08-15T03:50:52Z,3708919393,178,,3707636689,213,5.3,3707636681,56,Back,3707636685,141,8.9,3707636683,140,38.1,3707636687,212,8.5,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349327,20,1,1,1,31,49rkyo4do8uwj06geomw0xr4i,0,46.5,12.2,2022-08-14T18:46:56.338Z,2022-08-15T03:50:57Z,3707636745,56,Center,3708919481,178,,3707636753,213,0.9,3707636751,212,22.4,3707636747,140,60.4,3707636749,141,37.1,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349497,20,49,1,1,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.1,63.2,2022-08-14T18:46:57.359Z,2022-08-15T03:51:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349373,16,1,1,1,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.9,62.7,2022-08-14T18:46:57.362Z,2022-08-15T03:51:12Z,3708919839,178,,3707637009,141,69.5,3707637013,213,0.1,3707637003,157,,3707637015,1,,3707637011,212,38.6,3707637005,56,Center,3707637007,140,69.4,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349389,17,44,1,1,35,2tk2l9sgktwc9jhzqdd4mpdtb,1,66.4,71.6,2022-08-14T18:47:00.328Z,2022-08-15T04:50:11Z,3707637101,286,,3707637097,56,Center,3707637143,233,21,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349369,21,44,1,1,35,49rkyo4do8uwj06geomw0xr4i,0,33.6,28.4,2022-08-14T18:47:00.329Z,2022-08-15T03:51:18Z,3707636989,285,,3707636987,56,Back,3707637175,233,17,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349447,18,1,1,1,35,2tk2l9sgktwc9jhzqdd4mpdtb,0,69.4,69.5,2022-08-14T18:47:00.344Z,2022-08-15T04:50:12Z,3707637449,56,Left,3708920081,388,,3707637447,3,,3707637457,213,1.6,3707637453,141,100.0,3707637451,140,67.8,3707637455,212,21.6,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349457,19,5,1,1,39,2tk2l9sgktwc9jhzqdd4mpdtb,0,64.9,101.2,2022-08-14T18:47:04.234Z,2022-08-15T03:51:41Z,3707637491,56,Left,3707637835,233,22,3707637493,347,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349505,22,5,1,1,39,49rkyo4do8uwj06geomw0xr4i,1,35.1,-1.2,2022-08-14T18:47:04.234Z,2022-08-15T03:51:41Z,3707637727,347,,3707637811,233,19,3707637725,56,Back,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349583,23,1,1,1,45,49rkyo4do8uwj06geomw0xr4i,1,38,0,2022-08-14T18:47:10.900Z,2022-08-15T03:51:43Z,3707638209,56,Right,3707638207,107,,3707638217,213,0.6,3707638213,141,14.0,3707638215,212,18.2,3707638211,140,52.3,,,,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446576659,794,83,1,1,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,47.6,87.9,2022-08-14T18:47:13.378Z,2022-08-15T04:36:39Z,3708950475,399,199637,,,,,,,,,,,,,,,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349607,24,1,1,1,48,49rkyo4do8uwj06geomw0xr4i,0,52.3,14,2022-08-14T18:47:13.403Z,2022-08-15T03:51:49Z,3707638361,213,1.3,3707638363,1,,3708920523,178,,3707638359,212,44.8,3707638355,140,64.2,3707638351,157,,3707638353,56,Center,3707638357,141,77.2,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349629,21,61,1,1,51,2tk2l9sgktwc9jhzqdd4mpdtb,0,34,20,2022-08-14T18:47:16.989Z,2022-08-15T03:52:00Z,3708920743,178,,3707638457,56,Back,,,,,,,,,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349645,22,5,1,1,55,2tk2l9sgktwc9jhzqdd4mpdtb,0,32.2,-1.2,2022-08-14T18:47:20.872Z,2022-08-15T03:52:09Z,3707638535,56,Back,3707638869,233,25,3707638537,347,,,,,,,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349687,25,5,1,1,55,49rkyo4do8uwj06geomw0xr4i,1,67.8,101.2,2022-08-14T18:47:20.872Z,2022-08-15T03:52:09Z,3707638807,347,,3707638805,56,Left,3707638847,233,22,,,,,,,,,,,,,,,,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349747,26,1,1,1,57,49rkyo4do8uwj06geomw0xr4i,1,67.8,100,2022-08-14T18:47:22.794Z,2022-08-15T03:52:16Z,3707639149,212,7.0,3707639147,141,95.6,3707639145,140,62.2,3707639141,107,,3707639143,56,Left,3707639151,213,3.7,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349795,27,1,1,2,0,49rkyo4do8uwj06geomw0xr4i,1,61.9,95.6,2022-08-14T18:47:26.115Z,2022-08-15T03:52:20Z,3707639449,140,52.3,3707639447,56,Center,3708921027,178,,3707639455,213,4.1,3707639451,141,75.1,3707639453,212,17.2,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349855,28,1,1,2,4,49rkyo4do8uwj06geomw0xr4i,1,46.8,65.5,2022-08-14T18:47:29.881Z,2022-08-15T03:52:27Z,3707639741,140,46.1,3707639745,212,23.1,3707639739,56,Back,3707639743,141,31.5,3707639747,213,4.7,3708921135,178,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349899,29,1,1,2,8,49rkyo4do8uwj06geomw0xr4i,1,47.3,26.2,2022-08-14T18:47:34.226Z,2022-08-15T03:52:32Z,3708921195,178,,3707639961,213,2.3,3707639959,212,12.5,3707639953,56,Back,3707639955,140,39.1,3707639957,141,39.5,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446349923,30,1,1,2,11,49rkyo4do8uwj06geomw0xr4i,1,35.9,52.3,2022-08-14T18:47:36.273Z,2022-08-15T03:52:37Z,3707640093,212,23.6,3707640089,140,40.2,3707640095,213,1.4,3707640091,141,86.4,3707640087,56,Back,3708921281,178,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
