id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/18/value
2519365005,7,1,1,0,16,2tk2l9sgktwc9jhzqdd4mpdtb,1,26.8,83.3,2023-03-12T17:01:51.161Z,2023-03-13T02:27:09Z,4093776605,56,Back,4093776611,212,31.1,4093776613,213,4.7,4093776609,141,37.7,4093776607,140,25.2,4095198743,178,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365043,8,1,1,0,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.6,33.9,2023-03-12T17:01:59.059Z,2023-03-13T02:27:13Z,4093776819,140,30.3,4095198843,178,,4093776817,56,Back,4093776821,141,43.3,4093776823,212,7.3,4093776825,213,2.1,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365063,9,1,1,0,28,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.1,41,2023-03-12T17:02:03.311Z,2023-03-13T02:27:18Z,4093776929,56,Back,4093776935,212,15.2,4093776937,213,5.2,4095198899,178,,4093776933,141,21.3,4093776931,140,38.0,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365089,10,1,1,0,30,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.6,22.7,2023-03-12T17:02:05.147Z,2023-03-13T02:27:22Z,4093777065,212,8.0,4093777061,140,40.2,4093777059,56,Back,4093777063,141,28.7,4093777067,213,0.5,4095198967,178,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365113,11,1,1,0,31,2tk2l9sgktwc9jhzqdd4mpdtb,1,41.4,27.1,2023-03-12T17:02:05.984Z,2023-03-13T02:27:25Z,4093777175,141,5.3,4093777179,213,4.8,4095199037,178,,4093777177,212,14.8,4093777173,140,42.1,4093777171,56,Back,,,,,,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365135,12,1,1,0,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.1,5,2023-03-12T17:02:07.842Z,2023-03-13T02:27:31Z,4093777265,140,40.7,4095199177,178,,4093777267,141,12.8,4093777269,212,5.5,4093777271,213,1.8,4093777263,56,Back,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365153,13,1,1,0,34,2tk2l9sgktwc9jhzqdd4mpdtb,0,40.6,13.1,2023-03-12T17:02:08.574Z,2023-03-13T02:27:34Z,4093777367,1,,4093777351,212,32.0,4093777347,141,6.5,4093777359,213,6.1,4093777329,155,,4093777333,56,Right,4093777339,140,70.8,4095199227,178,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365179,5,61,1,0,36,6tuibxq39fdryu8ou06wcm0q3,0,31.3,93.8,2023-03-12T17:02:11.162Z,2023-03-13T02:27:36Z,4093777523,56,Back,4095199271,178,,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365185,6,5,1,0,37,6tuibxq39fdryu8ou06wcm0q3,0,25.2,101.8,2023-03-12T17:02:12.385Z,2023-03-13T02:27:46Z,4093777559,347,,4093777557,56,Back,4093780949,233,14,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365293,14,5,1,0,37,2tk2l9sgktwc9jhzqdd4mpdtb,1,74.8,-1.8,2023-03-12T17:02:12.385Z,2023-03-13T02:27:45Z,4093778165,56,Right,4093778167,347,,4093780895,233,6,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365331,15,1,1,0,49,2tk2l9sgktwc9jhzqdd4mpdtb,1,72.8,0,2023-03-12T17:02:24.096Z,2023-03-13T02:27:51Z,4093778343,141,4.1,4093778351,213,2.8,4093778347,212,11.0,4093778333,107,,4093778339,140,63.0,4093778337,56,Right,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365361,16,1,1,0,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,62.3,5,2023-03-12T17:02:27.080Z,2023-03-13T02:27:54Z,4093778505,141,33.9,4093778509,213,2.3,4093778507,212,27.3,4093778503,140,44.3,4093778501,56,Back,4095199557,178,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365445,17,1,1,0,55,2tk2l9sgktwc9jhzqdd4mpdtb,1,41.7,36.9,2023-03-12T17:02:29.985Z,2023-03-13T02:28:00Z,4093778911,213,1.6,4093778903,140,41.6,4093778901,56,Back,4093778907,212,22.3,4093778905,141,69.7,4095199677,178,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365557,18,1,1,1,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.1,79.1,2023-03-12T17:02:35.777Z,2023-03-13T02:28:03Z,4093779471,140,82.9,4093779473,141,85.3,4093779469,56,Left,4093779479,213,0.2,4093779467,155,,4093779475,212,26.4,4095199719,178,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365593,19,1,1,1,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,87.5,94.7,2023-03-12T17:02:41.872Z,2023-03-13T02:28:07Z,4093779655,213,3.2,4093779653,212,18.7,4093779651,141,92.1,4095199781,178,,4093779647,56,Left,4093779649,140,69.8,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365621,20,1,1,1,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,71.7,92.1,2023-03-12T17:02:44.534Z,2023-03-13T02:28:11Z,4093779845,141,93.0,4093779841,56,Left,4095199857,178,,4093779843,140,89.3,4093779847,212,18.5,4093779849,213,0.0,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365651,21,1,1,1,12,2tk2l9sgktwc9jhzqdd4mpdtb,1,89.7,94.2,2023-03-12T17:02:47.293Z,2023-03-13T02:28:18Z,4093780027,212,13.7,4093782617,210,15,4093780023,140,80.3,4093780021,56,Left,4093780031,213,3.9,4095199929,178,,4093780025,141,80.2,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365657,22,15,1,1,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,81.9,72.3,2023-03-12T17:02:49.449Z,2023-03-13T02:28:18Z,4093782635,78,,4095200009,178,,4093781877,20,,4093782671,231,52.5,4093780061,56,Center,4093782649,146,84.6,4093780057,22,,4093782637,29,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,4093782659,147,68.8,4093782643,102,48.7,4093782665,230,98.0,4093782645,103,19,4093780059,18,4093782647,215,4093781881,82,4093782775,233,7,4093782639,55,21,,,,,,,,,,,,,,,,,,
2519365667,7,10,1,1,15,6tuibxq39fdryu8ou06wcm0q3,1,14.4,33,2023-03-12T17:02:49.577Z,2023-03-13T02:28:25Z,4093780117,94,,4093780119,56,Back,4093781945,233,22,4095200169,178,,4095200171,21,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365707,8,49,1,1,16,6tuibxq39fdryu8ou06wcm0q3,1,13.1,69.1,2023-03-12T17:02:51.155Z,2023-03-13T02:28:29Z,,,,,,,,,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365737,9,1,1,1,16,6tuibxq39fdryu8ou06wcm0q3,0,12.2,66,2023-03-12T17:02:51.182Z,2023-03-13T02:28:33Z,4093780515,56,Center,4093780525,213,0.0,4095200317,178,,4093780521,141,67.6,4093780511,157,,4093780523,212,45.8,4093780527,1,,4093780519,140,55.8,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365743,23,49,1,1,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.9,33.4,2023-03-12T17:02:56.655Z,2023-03-13T02:28:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365823,24,1,1,1,22,2tk2l9sgktwc9jhzqdd4mpdtb,1,42.5,33.3,2023-03-12T17:02:56.714Z,2023-03-13T02:28:45Z,4093780999,141,65.5,4093781005,213,1.6,4095200547,178,,4093780993,56,Back,4093781003,212,21.9,4093780995,140,42.8,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365863,25,1,1,1,25,2tk2l9sgktwc9jhzqdd4mpdtb,1,45,69.6,2023-03-12T17:02:59.813Z,2023-03-13T02:28:48Z,4095200611,178,,4093781215,213,1.4,4093781209,140,47.1,4093781207,56,Back,4093781211,141,84.5,4093781213,212,10.4,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365889,26,1,1,1,27,2tk2l9sgktwc9jhzqdd4mpdtb,1,45.6,89.2,2023-03-12T17:03:02.459Z,2023-03-13T02:28:58Z,4093783287,1,,4093781397,141,49.9,4093781399,212,43.3,4093781401,213,5.6,4093781391,155,,4093781431,4,,4093781393,56,Center,4095200693,178,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,1,4093783283,210,15,4093781395,140,78.1,4093783285,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365965,27,15,1,1,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,87.2,56.1,2023-03-12T17:03:06.719Z,2023-03-13T02:28:58Z,4093781789,22,,4093782213,72,,4093783361,55,26,4093783357,147,52.9,4093782251,233,10,4093783341,29,,4093781793,56,Center,4093783355,146,93.4,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,4093783349,103,7.0,4093783353,108,,4095200783,178,,4093783343,154,,4093783339,78,4093781791,17,4093783347,102,4093783351,214,,,,,50.9,,,,,,,,,,,,,,,,,
2519365977,10,10,1,1,32,6tuibxq39fdryu8ou06wcm0q3,1,6.7,47.1,2023-03-12T17:03:07.045Z,2023-03-13T02:29:04Z,4094519255,377,,4093781853,56,Back,4093782103,179,,4093782101,177,,4093781851,182,,4093782271,233,27,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519365985,11,52,1,1,34,6tuibxq39fdryu8ou06wcm0q3,1,7.5,49.6,2023-03-12T17:03:08.637Z,2023-03-13T02:29:14Z,4094519399,376,,4095200897,178,,,,,,,,,,,,,,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366327,12,1,1,1,52,6tuibxq39fdryu8ou06wcm0q3,0,14.9,44.9,2023-03-12T17:03:27.280Z,2023-03-13T02:29:35Z,4093783737,212,57.0,4093783739,213,5.8,4093783731,140,62.8,4093783733,141,5.5,4093783729,56,Right,4093783727,199,,4093785081,189,,4093783741,1,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366333,28,4,1,1,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,37,93.6,2023-03-12T17:03:27.741Z,2023-03-13T02:29:32Z,4093783755,286,,4093784521,233,13,4093783747,13,,4093783819,189,,4093783749,56,Back,4093783753,265,,4093783751,152,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366461,13,4,1,1,53,6tuibxq39fdryu8ou06wcm0q3,0,63,6.4,2023-03-12T17:03:27.742Z,2023-03-13T02:29:32Z,4093784465,56,Right,4093784571,233,28,4093784463,13,,4093784471,285,,4093784469,265,,4093785295,189,,4095201115,178,,4093784467,152,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366547,29,1,1,2,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.7,92.7,2023-03-12T17:03:40.552Z,2023-03-13T02:29:45Z,4093784977,56,Back,4093784979,140,44.8,4093784983,212,27.5,4093784971,5,,4093784981,141,54.2,4095201225,178,,4093785017,189,,4093784985,213,5.0,cddggachzf198p1yhq9owtofd,M. Kumbulla,,4093784975,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366581,30,1,1,2,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,45.5,53.7,2023-03-12T17:03:41.801Z,2023-03-13T02:29:51Z,4094140871,189,,4093785171,141,9.2,4095201297,178,,4093785163,56,Back,4093785173,212,30.3,4093785177,213,4.7,4093785167,140,46.1,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366613,31,1,1,2,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,46.2,9.2,2023-03-12T17:03:44.118Z,2023-03-13T02:29:54Z,4093785373,141,20.9,4095201339,178,,4093785371,140,37.8,4093785369,56,Back,4093785377,213,2.4,4093785375,212,11.9,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366681,32,1,1,2,15,2tk2l9sgktwc9jhzqdd4mpdtb,1,40.3,25,2023-03-12T17:03:49.532Z,2023-03-13T02:29:59Z,4093785703,56,Back,4093785711,213,2.1,4095201401,178,,4093785707,141,46.6,4093785709,212,16.6,4093785705,140,32.9,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366717,33,1,1,2,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.6,56.7,2023-03-12T17:03:52.199Z,2023-03-13T02:30:02Z,4093785955,141,78.5,4095201463,178,,4093785953,140,30.5,4093785951,56,Back,4093785959,213,1.7,4093785957,212,15.0,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366787,34,1,1,2,21,2tk2l9sgktwc9jhzqdd4mpdtb,0,31.9,71.5,2023-03-12T17:03:55.563Z,2023-03-13T02:30:08Z,4093786347,56,Center,4093786361,1,,4093786357,213,6.0,4093786349,140,67.7,4093786353,141,56.9,4095201535,178,,4093786355,212,38.9,4093786345,155,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366855,14,1,1,2,24,6tuibxq39fdryu8ou06wcm0q3,1,32.3,44.3,2023-03-12T17:03:58.743Z,2023-03-13T02:30:15Z,4093786725,140,47.2,4093786731,213,0.7,4093786727,141,62.0,4093786729,212,19.7,4095201651,178,,4093786721,3,,4093786723,56,Back,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366873,15,1,1,2,26,6tuibxq39fdryu8ou06wcm0q3,1,46.9,62,2023-03-12T17:04:00.763Z,2023-03-13T02:30:20Z,4093786853,213,2.7,4093786851,212,7.1,4093786843,3,,4093786847,140,40.7,4093786849,141,66.2,4095201725,388,,4093786845,56,Back,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519366877,16,49,1,2,28,6tuibxq39fdryu8ou06wcm0q3,1,41.7,72.1,2023-03-12T17:04:02.570Z,2023-03-13T02:30:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
