id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,assist,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2480091243,409,12,1,47,53,2tk2l9sgktwc9jhzqdd4mpdtb,1,11,74.1,2022-10-31T18:18:30.087Z,2022-10-31T23:33:55Z,3886957631,141,79.7,3886957627,56,Back,3887339533,388,,3886957639,15,,3886957633,212,11.5,3886957629,140,21.3,3886957635,213,0.3,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480091249,335,13,1,47,55,ap6blbxhq9elm62vw6tutzlwg,1,75.6,24.3,2022-10-31T18:18:31.879Z,2022-10-31T23:34:01Z,3886957677,18,,3887339617,178,,3886957675,22,,3886957871,20,,3886958263,458,,3886957679,56,Center,3886958253,81,,3886958251,121,,68etig279gs3btjb7fv6rvfth,M. Faraoni,3886958261,108,,3886958259,215,3886958265,230,98.8,3886958257,103,,,3886958267,231,48.6,3886958255,102,,,,,,44.0,,,63.9,,,,,,,,,,,,
2480091257,336,5,1,47,56,ap6blbxhq9elm62vw6tutzlwg,0,101.7,49.4,2022-10-31T18:18:33.482Z,2022-10-31T23:34:04Z,3886957717,346,,3886957715,56,Center,3886957723,233,410,,,,,,,,,,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480091253,410,5,1,47,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,-1.7,50.6,2022-10-31T18:18:33.482Z,2022-10-31T23:34:04Z,3886957719,233,336,3886957701,346,,3886957699,56,Back,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480091365,337,30,1,48,11,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:18:47.926Z,2022-10-31T23:34:13Z,3886958379,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480091361,411,30,1,48,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-31T18:18:47.926Z,2022-10-31T23:34:13Z,3886958367,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096483,338,18,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:34:40.743Z,2022-10-31T18:34:41Z,3886988671,42,,3886988675,59,17,3886988723,55,339,3886988673,44,Defender,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096487,339,19,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:34:40.744Z,2022-10-31T18:35:56Z,3886988697,145,4,3886991469,292,4,3886988693,42,,3886988701,44,Defender,3886988703,55,338,3886988699,59,6,3886991473,293,4,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096525,340,18,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:34:47.860Z,2022-10-31T18:34:48Z,3886988915,59,30,3886988913,44,Forward,3886988911,42,,3886988959,55,341,,,,,,,,,,,,,448dubo3a0ty03v6ajxpw2k2c,Y. Kallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096527,341,19,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:34:47.861Z,2022-10-31T18:41:42Z,3886988931,145,7,3886988927,42,,3886991371,292,9,3886988937,55,340,3886991373,293,2,3886988933,59,11,3886988935,44,Forward,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096591,412,18,2,45,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-31T18:34:47.960Z,2022-10-31T18:34:59Z,3886989301,42,,3886989361,55,413,3886989305,59,4,3886989303,44,Midfielder,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096593,413,19,2,45,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-31T18:34:47.961Z,2022-10-31T18:35:42Z,3886989319,292,7,3886989321,293,1,3886989311,42,,3886989315,145,7,3886989325,55,412,3886989323,44,Midfielder,3886989317,59,92,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096815,342,32,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:35:34.810Z,2022-10-31T22:37:56Z,3886990601,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096809,414,32,2,45,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-31T18:35:34.810Z,2022-10-31T18:35:34Z,3886990579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480098877,381,40,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T18:35:34.811Z,2022-11-01T01:27:54Z,3887002445,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, 2q0bx5wsc6b68vpps79hosnah, 130pg17ru5fzq4igokx0k73e1, acss55nkdwdtvt9zl6p1ry09h, 9sjt5rv156hr2llfu241r6cph, bsi12817nc1ul082qn48d4rft, 9l2tdbf7p325xez7wz7wzxzh1, 4mab6p97p5t3w0fipzp22nxsl, e5ccnxgbz5jmqwy6fza3gdsl, 7uf7y7xa6hy3gieetcte3td2i, 1fd1lcymbfebccx0vhgez4oyy, dp1y9x5r6z1q120hj3sgyhxat, co1vwppy1870xm5iymj3wmp5h, m7fe173js8on94ag3htziy8l, 20f5apcbciifqyln8hp3cziwa, ea4l6vjonhtvjmq1nyfec2fvt, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 8kdamc6zz4bskby51c59uuntg",3887002451,130,12,3887002447,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3887002449,59,"1, 5, 29, 6, 21, 61, 18, 4, 9, 11, 3, 16, 19, 22, 23, 24, 28, 32, 34, 77",3887002455,194,9l2tdbf7p325xez7wz7wzxzh1,3887002453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096827,343,1,2,45,0,ap6blbxhq9elm62vw6tutzlwg,1,50.1,49.9,2022-10-31T18:35:34.877Z,2022-10-31T22:46:00Z,3886990681,141,52.2,3886990679,140,38.2,3886990683,212,12.6,3886990677,56,Back,3886990685,213,3.0,3887317653,178,,3886990687,279,S,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096857,344,1,2,45,2,ap6blbxhq9elm62vw6tutzlwg,1,35.9,51.5,2022-10-31T18:35:37.531Z,2022-10-31T22:46:08Z,3886990885,213,4.6,3886990877,56,Back,3886990883,212,11.1,3887317667,178,,3886990881,141,35.3,3886990879,140,34.7,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096875,345,1,2,45,5,ap6blbxhq9elm62vw6tutzlwg,1,30.9,31.6,2022-10-31T18:35:40.694Z,2022-10-31T22:46:16Z,3886990975,140,13.2,3886990973,56,Back,3886990977,141,41.6,3887317703,178,,3886990979,212,19.8,3886990981,213,2.8,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096907,346,1,2,45,8,ap6blbxhq9elm62vw6tutzlwg,0,13.2,41.6,2022-10-31T18:35:42.926Z,2022-10-31T22:46:25Z,3886991131,56,Center,3887317749,178,,3886991139,213,6.3,3886991141,1,,3886991137,212,57.6,3886991135,141,39.1,3886991129,157,,3886991133,140,68.0,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096909,415,4,2,45,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.8,59,2022-10-31T18:35:45.882Z,2022-10-31T22:46:31Z,3886991149,152,,3886991145,294,,3886991143,13,,3886991251,285,,3886991147,56,Back,3886991247,233,347,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480096923,347,4,2,45,11,ap6blbxhq9elm62vw6tutzlwg,0,67.2,41,2022-10-31T18:35:45.883Z,2022-10-31T22:46:30Z,3886991201,56,Center,3886991197,13,,3886991279,233,415,3887317777,178,,3886991205,286,,3886991199,294,,3886991203,152,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097015,416,1,2,45,30,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.4,53.4,2022-10-31T18:36:05.398Z,2022-10-31T22:46:34Z,3886991881,152,,3886991879,5,,3886991889,212,7.7,3886991891,213,4.9,3887317813,178,,3886991887,141,42.4,3886991883,56,Back,3886991885,140,35.0,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097027,417,1,2,45,37,2tk2l9sgktwc9jhzqdd4mpdtb,1,33,39.7,2022-10-31T18:36:11.831Z,2022-10-31T22:46:48Z,3886991969,141,79.3,3886991971,212,27.5,3886991965,56,Back,3886991967,140,27.5,3887317855,178,,3886991973,213,1.8,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097055,418,1,2,45,40,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.1,79.1,2022-10-31T18:36:14.819Z,2022-10-31T22:47:11Z,3886992159,141,53.7,3887318005,178,,3886992161,212,17.5,3886992157,140,22.2,3886992163,213,4.5,3886992155,56,Back,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480158403,929,43,2,45,47,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-10-31T18:36:22.134Z,2022-10-31T23:27:57Z,3887336219,144,82,3887335845,178,0,,,,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097067,419,1,2,45,49,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.7,40.9,2022-10-31T18:36:24.180Z,2022-10-31T22:47:18Z,3886992217,213,5.7,3886992211,140,56.4,3887318033,178,,3886992213,141,32.7,3886992215,212,9.8,3886992209,56,Center,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097075,420,1,2,45,51,2tk2l9sgktwc9jhzqdd4mpdtb,1,56.8,34.6,2022-10-31T18:36:26.012Z,2022-10-31T22:47:45Z,3886992265,212,21.0,3886992263,141,64.9,3886992267,213,1.4,3887318163,178,,3886992259,56,Center,3886992261,140,60.6,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097083,421,1,2,45,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,60.6,64.9,2022-10-31T18:36:27.179Z,2022-10-31T22:47:57Z,3886992321,213,2.4,3886992319,212,19.0,3887318245,178,,3886992317,141,83.8,3886992315,140,47.3,3886992313,56,Back,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097113,422,1,2,45,56,2tk2l9sgktwc9jhzqdd4mpdtb,1,47.7,80.3,2022-10-31T18:36:31.361Z,2022-10-31T22:48:21Z,3886992473,141,58.8,3886992475,212,14.7,3886992477,213,4.6,3887318357,178,,3886992469,56,Back,3886992471,140,46.0,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097139,423,1,2,46,1,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.5,51.3,2022-10-31T18:36:36.550Z,2022-10-31T22:48:24Z,3886992641,56,Center,3887318367,178,,3886992649,213,0.2,3886992647,212,19.8,3886992639,155,,3886992645,141,58.4,3886992643,140,75.8,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480158527,937,67,2,46,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,79.2,58.3,2022-10-31T18:36:38.470Z,2022-11-01T01:19:33Z,3887336841,233,624,,,,,,,,,,,,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480158525,624,67,2,46,3,ap6blbxhq9elm62vw6tutzlwg,0,20.8,41.7,2022-10-31T18:36:38.471Z,2022-10-31T23:28:59Z,3887336845,233,937,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097151,424,3,2,46,5,2tk2l9sgktwc9jhzqdd4mpdtb,0,73.4,57.6,2022-10-31T18:36:40.252Z,2022-10-31T22:48:39Z,3886992749,233,348,3887318437,178,,3886992699,56,Center,3887261825,464,,3886992701,286,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097149,348,7,2,46,5,ap6blbxhq9elm62vw6tutzlwg,0,26.6,42.4,2022-10-31T18:36:40.268Z,2022-10-31T22:48:42Z,3886992693,285,,3887318447,178,,3886992729,233,424,3886992691,56,Back,3887261873,385,,,,,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097159,425,61,2,46,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,74.8,57.6,2022-10-31T18:36:40.382Z,2022-10-31T22:48:47Z,3887318471,178,,3886992743,56,Center,,,,,,,,,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097165,349,49,2,46,6,ap6blbxhq9elm62vw6tutzlwg,1,31.7,39.8,2022-10-31T18:36:40.981Z,2022-10-31T22:48:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097219,350,1,2,46,7,ap6blbxhq9elm62vw6tutzlwg,1,31.7,39.8,2022-10-31T18:36:41.905Z,2022-10-31T22:48:58Z,3886993045,212,10.7,3886993043,141,35.3,3887318539,178,,3886993047,213,6.0,3886993037,56,Back,3886993041,140,41.5,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480158649,951,83,2,46,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,60,72.3,2022-10-31T18:36:45.644Z,2022-10-31T23:30:04Z,3887337439,399,192905,,,,,,,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480158697,955,83,2,46,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,60.2,96.2,2022-10-31T18:36:48.191Z,2022-10-31T23:30:26Z,3887337693,399,192905,,,,,,,,,,,,,,,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097225,351,50,2,46,13,ap6blbxhq9elm62vw6tutzlwg,1,38.8,6.6,2022-10-31T18:36:48.593Z,2022-10-31T22:51:36Z,3886993065,56,Back,3886993165,233,426,3886993067,286,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097235,426,7,2,46,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,61.2,93.4,2022-10-31T18:36:48.745Z,2022-10-31T22:51:47Z,3886993139,56,Left,3886993161,233,351,3887262579,385,,3887319105,178,,3886993141,285,,3886993137,167,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097275,352,5,2,46,14,ap6blbxhq9elm62vw6tutzlwg,1,38.6,-1.2,2022-10-31T18:36:48.845Z,2022-10-31T22:51:54Z,3886993367,347,,3886993365,56,Back,3886993377,233,427,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097239,427,5,2,46,14,2tk2l9sgktwc9jhzqdd4mpdtb,0,61.4,101.2,2022-10-31T18:36:48.845Z,2022-10-31T22:51:55Z,3886993157,56,Left,3886993159,347,,3886993395,233,352,,,,,,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097291,353,1,2,46,28,ap6blbxhq9elm62vw6tutzlwg,1,41.1,0,2022-10-31T18:37:02.848Z,2022-10-31T22:51:57Z,3886993453,140,58.3,3886993455,141,14.3,3886993457,212,20.8,3886993447,107,,3886993459,213,0.5,3886993451,56,Right,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097293,354,50,2,46,30,ap6blbxhq9elm62vw6tutzlwg,1,57,23.2,2022-10-31T18:37:05.547Z,2022-10-31T22:52:07Z,3886993463,56,Center,3886993483,233,428,3886993465,286,,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097295,428,7,2,46,31,2tk2l9sgktwc9jhzqdd4mpdtb,1,43,76.8,2022-10-31T18:37:06.047Z,2022-10-31T22:52:12Z,3886993479,233,354,3886993473,285,,3887262629,384,,3887319267,178,,3886993471,56,Back,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097297,429,49,2,46,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,60.8,63.1,2022-10-31T18:37:07.861Z,2022-10-31T22:52:19Z,,,,,,,,,,,,,,,,,,,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097301,430,1,2,46,35,2tk2l9sgktwc9jhzqdd4mpdtb,0,73,70,2022-10-31T18:37:10.308Z,2022-10-31T22:52:23Z,3886993607,233,355,3886993611,286,,3887319369,178,,3886993507,56,Center,3886993605,236,,3886993511,141,69.4,3886993513,212,2.0,3886993509,140,74.9,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,3886993515,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097313,355,74,2,46,35,ap6blbxhq9elm62vw6tutzlwg,1,26.1,34.3,2022-10-31T18:37:10.350Z,2022-10-31T22:52:31Z,3886993587,285,,3886993615,233,430,3886993585,56,Back,3887319413,178,,,,,,,,,,,,,,130pg17ru5fzq4igokx0k73e1,I. Hien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097331,431,1,2,46,38,2tk2l9sgktwc9jhzqdd4mpdtb,1,90.6,91.8,2022-10-31T18:37:13.439Z,2022-10-31T22:52:38Z,3886993695,213,3.0,3886993689,141,93.9,3886993685,56,Left,3886993691,212,10.6,3886993687,140,80.6,3887319469,178,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097341,432,1,2,46,41,2tk2l9sgktwc9jhzqdd4mpdtb,1,80.1,91.5,2022-10-31T18:37:15.891Z,2022-10-31T22:52:42Z,3886993753,213,0.4,3886993749,141,94.7,3887319503,178,,3886993747,140,85.7,3886993745,56,Left,3886993751,212,6.3,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097359,433,1,2,46,41,2tk2l9sgktwc9jhzqdd4mpdtb,1,85.3,94.7,2022-10-31T18:37:16.678Z,2022-10-31T22:53:33Z,3887319615,178,,3886993863,212,8.4,3886993865,213,3.3,3886993857,56,Left,3886993859,140,77.4,3886993861,141,92.9,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097379,434,1,2,46,43,2tk2l9sgktwc9jhzqdd4mpdtb,1,75.4,91.2,2022-10-31T18:37:18.526Z,2022-10-31T22:53:44Z,3886993959,141,65.4,3886993961,212,25.7,3887319835,178,,3886993963,213,3.9,3886993957,140,57.5,3886993955,56,Center,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097393,435,1,2,46,45,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.5,65.2,2022-10-31T18:37:20.544Z,2022-10-31T22:54:16Z,3886994041,56,Center,3886994049,213,4.5,3887319919,178,,3886994047,212,12.2,3886994045,141,47.6,3886994043,140,55.3,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097399,436,1,2,46,48,2tk2l9sgktwc9jhzqdd4mpdtb,0,55.3,47.8,2022-10-31T18:37:22.949Z,2022-10-31T22:54:19Z,3886994081,213,5.9,3886994079,212,25.2,3887319929,178,,3886994077,141,33.0,3886994073,56,Center,3886994075,140,77.3,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097415,356,8,2,46,49,ap6blbxhq9elm62vw6tutzlwg,1,25,67.8,2022-10-31T18:37:24.242Z,2022-10-31T22:54:40Z,3887320041,388,,3886994155,56,Back,3887263043,385,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097517,437,1,2,46,55,2tk2l9sgktwc9jhzqdd4mpdtb,1,73.6,4.6,2022-10-31T18:37:30.300Z,2022-10-31T22:54:46Z,3886994709,213,2.0,3887320069,178,,3886994701,56,Right,3886994705,141,18.9,3886994703,140,69.9,3886994707,212,10.5,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097535,438,1,2,47,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,60.8,20.3,2022-10-31T18:37:36.987Z,2022-10-31T22:54:53Z,3887320115,178,,3886994811,212,27.5,3886994807,141,55.5,3886994803,140,47.9,3886994801,56,Back,3886994815,213,2.1,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097555,439,1,2,47,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.8,58.5,2022-10-31T18:37:40.152Z,2022-10-31T22:54:56Z,3887320119,178,,3886994881,213,0.8,3886994879,212,11.0,3886994877,141,69.7,3886994873,56,Center,3886994875,140,58.3,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097573,440,1,2,47,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,56.6,68.2,2022-10-31T18:37:42.403Z,2022-10-31T22:55:00Z,3886994957,212,19.8,3886994953,140,52.6,3886994955,141,39.7,3886994951,56,Center,3887320127,178,,3886994959,213,4.5,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097597,441,1,2,47,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,53.5,40.6,2022-10-31T18:37:45.762Z,2022-10-31T22:55:07Z,3886995107,213,5.6,3886995099,56,Center,3886995105,212,6.0,3886995103,141,34.9,3887320169,178,,3886995101,140,57.8,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480097603,442,1,2,47,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,56.1,42.1,2022-10-31T18:37:49.230Z,2022-10-31T22:55:09Z,3886995161,212,18.7,3886995159,141,69.6,3887320183,178,,3886995155,56,Center,3886995163,213,1.5,3886995157,140,56.8,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
