id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/15/value
2519050497,9,1,1,0,16,7gnly6999wao1xarwct4p8fe9,0,19.3,87.8,2023-03-12T11:33:39.136Z,2023-03-12T19:50:52Z,4092118825,141,84.8,4094533975,178,,4092118831,1,,4092118819,155,,4092118823,140,54.5,4092118827,212,37.0,4092118821,56,Left,4092118829,213,6.2,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050519,3,1,1,0,19,bi1fxjrncd0ram0oi7ja1jyuo,0,49.8,25.3,2023-03-12T11:33:41.783Z,2023-03-12T19:50:55Z,4092118939,212,14.1,4092118931,56,Center,4092118937,141,30.9,4094534179,388,,4092118927,3,,4092118941,213,0.3,4092118935,140,62.7,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519524489,895,67,1,0,21,7gnly6999wao1xarwct4p8fe9,1,35.4,72.6,2023-03-12T11:33:43.533Z,2023-03-12T21:15:07Z,4094648151,233,1008,,,,,,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519524485,1008,67,1,0,21,bi1fxjrncd0ram0oi7ja1jyuo,0,64.6,27.4,2023-03-12T11:33:43.534Z,2023-03-12T22:00:00Z,4094648173,233,895,,,,,,,,,,,,,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050549,11,8,1,0,21,7gnly6999wao1xarwct4p8fe9,1,37.6,78.1,2023-03-12T11:33:43.598Z,2023-03-12T21:15:07Z,4093420265,384,,4092119091,56,Back,4094534607,178,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519554515,1295,67,1,0,23,7gnly6999wao1xarwct4p8fe9,1,39.1,84.4,2023-03-12T11:33:45.234Z,2023-03-12T22:14:32Z,4094813339,233,1521,,,,,,,,,,,,,,,,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519554513,1521,67,1,0,23,bi1fxjrncd0ram0oi7ja1jyuo,0,60.9,15.6,2023-03-12T11:33:45.235Z,2023-03-12T21:38:26Z,4094813343,233,1295,,,,,,,,,,,,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050537,10,1,1,0,23,7gnly6999wao1xarwct4p8fe9,0,39.3,86.6,2023-03-12T11:33:45.238Z,2023-03-12T22:14:32Z,4092119035,140,45.9,4094534915,178,,4092119039,141,100.0,4092119045,213,1.0,4092119031,56,Back,4092119043,212,12.2,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050621,4,5,1,0,24,bi1fxjrncd0ram0oi7ja1jyuo,1,63,-0.7,2023-03-12T11:33:46.785Z,2023-03-12T19:51:21Z,4092119467,347,,4092119593,233,12,4092119465,56,Right,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050587,12,5,1,0,24,7gnly6999wao1xarwct4p8fe9,0,37,100.7,2023-03-12T11:33:46.785Z,2023-03-12T19:51:21Z,4092119807,233,4,4092119305,347,,4092119303,56,Back,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050629,5,1,1,0,32,bi1fxjrncd0ram0oi7ja1jyuo,0,55.6,0,2023-03-12T11:33:54.674Z,2023-03-12T19:51:24Z,4092119507,140,83.0,4092119511,212,29.2,4092119513,213,0.2,4092119505,56,Right,4092119515,1,,4092119509,141,6.8,4092119503,107,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050637,13,12,1,0,34,7gnly6999wao1xarwct4p8fe9,1,15.2,92,2023-03-12T11:33:56.641Z,2023-03-12T19:51:33Z,4092119565,213,1.3,4092119559,140,16.6,4092119563,212,6.3,4094535789,178,,4092119587,167,,4092119557,56,Back,4092119561,141,100.0,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050695,6,5,1,0,35,bi1fxjrncd0ram0oi7ja1jyuo,1,77.3,-1.2,2023-03-12T11:33:57.477Z,2023-03-12T19:51:36Z,4092119895,56,Right,4092119897,347,,4092123033,233,14,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050639,14,5,1,0,35,7gnly6999wao1xarwct4p8fe9,0,22.7,101.2,2023-03-12T11:33:57.477Z,2023-03-12T19:51:36Z,4092119569,347,,4092119617,233,6,4092119567,56,Back,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050817,7,1,1,0,51,bi1fxjrncd0ram0oi7ja1jyuo,0,85,0,2023-03-12T11:34:13.334Z,2023-03-12T19:51:39Z,4092120517,107,,4092120525,212,26.5,4092120523,141,37.0,4092120519,56,Center,4092120527,213,1.4,4092120529,1,,4092120521,140,90.1,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050863,15,12,1,0,52,7gnly6999wao1xarwct4p8fe9,1,10.6,61.5,2023-03-12T11:34:15.191Z,2023-03-12T19:51:46Z,4094536385,178,,4092120759,212,21.8,4092120753,140,11.7,4092120761,213,1.5,4092120747,56,Back,4092120757,141,93.5,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050873,8,1,1,0,59,bi1fxjrncd0ram0oi7ja1jyuo,0,96.1,7.1,2023-03-12T11:34:21.350Z,2023-03-12T19:51:51Z,4094536663,178,,4093420317,20,,4092120815,155,,4092120813,2,,4092120821,141,12.5,4093420315,224,,4092120817,56,Right,4092120825,213,1.5,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,4092120823,212,3.7,4092120819,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050885,16,61,1,0,59,7gnly6999wao1xarwct4p8fe9,1,4.7,94.2,2023-03-12T11:34:21.376Z,2023-03-12T19:51:55Z,4094536909,178,,4092120869,56,Back,,,,,,,,,,,,,,,,,,,1tztnrv51q99ewl193qk526z9,N. Radonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050897,17,49,1,0,59,7gnly6999wao1xarwct4p8fe9,1,6.6,86.3,2023-03-12T11:34:21.919Z,2023-03-12T19:51:58Z,,,,,,,,,,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050921,18,1,1,1,0,7gnly6999wao1xarwct4p8fe9,0,6.6,86.2,2023-03-12T11:34:22.533Z,2023-03-12T19:52:02Z,4092121045,140,42.1,4094537303,178,,4092121043,56,Back,4092121051,213,0.2,4092121047,141,95.4,4092121053,1,,4092121041,157,,4092121049,212,37.8,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050947,9,49,1,1,4,bi1fxjrncd0ram0oi7ja1jyuo,1,58.6,6.2,2023-03-12T11:34:27.064Z,2023-03-12T19:52:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519050985,10,1,1,1,4,bi1fxjrncd0ram0oi7ja1jyuo,1,58.6,6.2,2023-03-12T11:34:27.177Z,2023-03-12T19:52:12Z,4092121397,141,33.3,4092121391,56,Back,4094537831,178,,4092121405,213,2.2,4092121395,140,44.7,4092121401,212,23.5,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051007,11,1,1,1,7,bi1fxjrncd0ram0oi7ja1jyuo,1,45.1,34.5,2023-03-12T11:34:29.930Z,2023-03-12T19:52:18Z,4094538065,178,,4092121541,141,70.6,4092121545,213,1.2,4092121539,140,53.2,4092121543,212,26.0,4092121537,56,Center,,,,,,,8mlps3xgwbxa7svajxfk2exud,S. Umtiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051035,12,1,1,1,11,bi1fxjrncd0ram0oi7ja1jyuo,0,55.4,76.7,2023-03-12T11:34:33.530Z,2023-03-12T19:52:22Z,4092121689,141,79.0,4092121687,140,72.8,4092121691,212,18.3,4094538173,178,,4092121693,213,0.1,4092121685,56,Left,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519525629,898,67,1,1,12,7gnly6999wao1xarwct4p8fe9,1,27.3,22.4,2023-03-12T11:34:35.118Z,2023-03-12T21:15:07Z,4094655273,233,1019,,,,,,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519525625,1019,67,1,1,12,bi1fxjrncd0ram0oi7ja1jyuo,0,72.7,77.6,2023-03-12T11:34:35.119Z,2023-03-12T20:33:12Z,4094655283,233,898,,,,,,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051023,19,8,1,1,12,7gnly6999wao1xarwct4p8fe9,1,28.1,23.6,2023-03-12T11:34:35.157Z,2023-03-12T21:15:08Z,4092121623,56,Back,4093420339,384,,4094538413,178,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051039,20,49,1,1,13,7gnly6999wao1xarwct4p8fe9,1,35.1,10.3,2023-03-12T11:34:36.002Z,2023-03-12T19:52:33Z,,,,,,,,,,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051049,21,1,1,1,13,7gnly6999wao1xarwct4p8fe9,1,35.1,10.3,2023-03-12T11:34:36.066Z,2023-03-12T19:52:37Z,4092121767,212,18.6,4092121769,213,1.0,4094538765,178,,4092121761,56,Back,4092121759,155,,4092121765,141,32.7,4092121763,140,45.3,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051041,13,43,1,1,13,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-03-12T11:34:36.215Z,2023-03-12T15:53:49Z,4092121711,56,Left,4093420363,144,61,,,,,,,,,,,,,,,,,,,6gjr3yxp34gj52xx8xfm9nt91,F. Di Francesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051059,22,1,1,1,16,7gnly6999wao1xarwct4p8fe9,1,45.3,32.7,2023-03-12T11:34:38.644Z,2023-03-12T19:52:46Z,4092121803,212,7.3,4092121797,56,Back,4092121805,213,2.2,4092121799,140,41.1,4092121801,141,41.2,4094539195,388,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051071,23,1,1,1,17,7gnly6999wao1xarwct4p8fe9,1,41.6,41.2,2023-03-12T11:34:39.965Z,2023-03-12T19:52:53Z,4092121877,56,Back,4094539539,178,,4092121883,212,7.1,4092121885,213,5.4,4092121879,140,46.0,4092121881,141,33.3,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051075,24,50,1,1,19,7gnly6999wao1xarwct4p8fe9,1,48.1,38.8,2023-03-12T11:34:41.508Z,2023-03-12T19:52:59Z,4092121899,56,Back,4092121981,233,14,4092121901,286,,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051083,14,7,1,1,19,bi1fxjrncd0ram0oi7ja1jyuo,1,51.9,61.2,2023-03-12T11:34:41.574Z,2023-03-12T19:53:04Z,4092121937,56,Center,4092121939,285,,4094539965,178,,4093420479,384,,4092121971,233,24,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051085,15,49,1,1,22,bi1fxjrncd0ram0oi7ja1jyuo,1,30.4,39.7,2023-03-12T11:34:45.030Z,2023-03-12T19:53:12Z,,,,,,,,,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051109,16,1,1,1,23,bi1fxjrncd0ram0oi7ja1jyuo,0,30.1,39.2,2023-03-12T11:34:46.074Z,2023-03-12T19:53:15Z,4092122081,141,33.6,4092122075,155,,4092122087,1,,4094540571,178,,4092122077,56,Center,4092122083,212,33.2,4092122085,213,6.2,4092122079,140,61.5,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051123,25,49,1,1,25,7gnly6999wao1xarwct4p8fe9,1,34.4,67,2023-03-12T11:34:47.671Z,2023-03-12T19:53:21Z,,,,,,,,,,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051149,26,1,1,1,27,7gnly6999wao1xarwct4p8fe9,1,34.9,69.6,2023-03-12T11:34:49.251Z,2023-03-12T19:53:27Z,4092122267,212,11.0,4092122261,56,Back,4092122269,213,0.9,4092122265,141,82.0,4094540921,178,,4092122263,140,41.7,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051151,27,61,1,1,27,7gnly6999wao1xarwct4p8fe9,0,41.7,82,2023-03-12T11:34:49.883Z,2023-03-12T19:53:30Z,4094540969,178,,4092122273,56,Back,,,,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051153,17,49,1,1,29,bi1fxjrncd0ram0oi7ja1jyuo,1,62,9.1,2023-03-12T11:34:51.373Z,2023-03-12T19:53:38Z,,,,,,,,,,,,,,,,,,,,,,,,,44f0q2ucrld1rwcwx63vgs7hl,Gabriel Strefezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051175,18,61,1,1,30,bi1fxjrncd0ram0oi7ja1jyuo,1,63.5,7.9,2023-03-12T11:34:52.443Z,2023-03-12T19:53:47Z,4092122373,56,Right,4094541485,178,,,,,,,,,,,,,,,,,,,,44f0q2ucrld1rwcwx63vgs7hl,Gabriel Strefezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051217,19,1,1,1,32,bi1fxjrncd0ram0oi7ja1jyuo,1,64.4,6.1,2023-03-12T11:34:54.485Z,2023-03-12T19:53:50Z,4092122621,141,10.1,4092122625,213,2.8,4092122617,56,Right,4094541547,178,,4092122619,140,57.7,4092122623,212,7.5,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051239,20,1,1,1,34,bi1fxjrncd0ram0oi7ja1jyuo,1,58,11.6,2023-03-12T11:34:56.828Z,2023-03-12T19:53:54Z,4092122757,141,21.2,4092122759,212,7.6,4092122761,213,1.0,4092122755,140,61.7,4094541637,178,,4092122753,56,Center,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051261,21,1,1,1,36,bi1fxjrncd0ram0oi7ja1jyuo,1,61.6,26.4,2023-03-12T11:34:58.675Z,2023-03-12T19:53:57Z,4092122875,56,Center,4092122881,212,25.7,4092122885,213,1.9,4092122879,141,61.8,4094541821,178,,4092122877,140,52.9,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051283,22,1,1,1,40,bi1fxjrncd0ram0oi7ja1jyuo,0,53.4,61.7,2023-03-12T11:35:02.531Z,2023-03-12T19:54:01Z,4092122981,212,43.4,4092122975,56,Center,4092122973,155,,4094541961,178,,4092122977,140,94.3,4092122983,213,6.1,4092122985,1,,4092122979,141,52.7,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519051287,28,52,1,1,42,7gnly6999wao1xarwct4p8fe9,1,6.3,45.2,2023-03-12T11:35:05.198Z,2023-03-12T19:54:05Z,4093420529,377,,4094542103,178,,,,,,,,,,,,,,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
