id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2515452657,9,1,1,0,19,4raiad4l2j5lkfaz92pk4osb,1,39.6,96,2023-03-04T19:47:22.544Z,2023-03-05T01:53:13Z,4073038435,140,36.8,4073038439,212,4.5,4074004769,178,,4073038441,213,4.0,4073038433,56,Back,4073038437,141,90.9,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452779,10,1,1,0,20,4raiad4l2j5lkfaz92pk4osb,1,37.1,90.9,2023-03-04T19:47:23.123Z,2023-03-05T01:53:16Z,4073039145,212,20.7,4074004931,178,,4073039139,56,Left,4073039143,141,96.5,4073039147,213,0.2,4073039141,140,56.5,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452823,11,1,1,0,30,4raiad4l2j5lkfaz92pk4osb,1,37,89.1,2023-03-04T19:47:32.771Z,2023-03-05T01:53:20Z,4073039411,212,32.9,4073039421,1,,4073039401,56,Back,4073039403,140,22.4,4074005193,178,,4073039417,213,4.2,4073039407,141,46.3,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452867,12,1,1,0,33,4raiad4l2j5lkfaz92pk4osb,1,31.9,40,2023-03-04T19:47:36.191Z,2023-03-05T01:53:23Z,4073039637,140,36.8,4073039643,213,5.0,4073039641,212,20.3,4074005507,178,,4073039639,141,11.1,4073039635,56,Back,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452889,13,1,1,0,37,4raiad4l2j5lkfaz92pk4osb,1,55.7,7.7,2023-03-04T19:47:40.361Z,2023-03-05T01:53:31Z,4073039757,213,5.7,4073039749,56,Right,4073039751,140,61.0,4073039753,141,2.8,4073039755,212,6.5,4074006053,178,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452937,14,1,1,0,39,4raiad4l2j5lkfaz92pk4osb,1,61.5,4.7,2023-03-04T19:47:42.539Z,2023-03-05T01:53:36Z,4073040085,56,Right,4073040097,213,1.4,4073040095,212,6.8,4074006293,178,,4073040091,141,14.6,4073040087,140,62.3,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452955,15,1,1,0,40,4raiad4l2j5lkfaz92pk4osb,1,59.2,12.5,2023-03-04T19:47:43.231Z,2023-03-05T01:53:40Z,4073040201,212,7.2,4073040195,56,Right,4073040199,141,2.8,4073040203,213,4.3,4073040197,140,56.5,4074006509,178,,,,,,,,eh1ul4duphy1iz4odwx9tkjjd,N. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515452999,16,1,1,0,43,4raiad4l2j5lkfaz92pk4osb,1,43,5.9,2023-03-04T19:47:46.626Z,2023-03-05T01:53:46Z,4074006817,178,,4073040437,212,22.8,4073040433,140,22.4,4073040431,56,Back,4073040435,141,16.5,4073040439,213,2.8,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453037,17,1,1,0,47,4raiad4l2j5lkfaz92pk4osb,1,17.8,18.2,2023-03-04T19:47:50.341Z,2023-03-05T01:53:51Z,4073040577,140,7.6,4073040575,56,Back,4073040579,141,35.5,4074007139,178,,4073040581,212,15.9,4073040583,213,2.3,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453107,18,1,1,0,49,4raiad4l2j5lkfaz92pk4osb,1,7.6,35.5,2023-03-04T19:47:52.728Z,2023-03-05T01:53:55Z,4074007357,178,,4073040901,1,,4073040889,157,,4073040897,212,57.9,4073040899,213,6.0,4073040895,141,10.6,4073040893,140,60.3,4073040891,56,Right,2udciji4n7tr07ft7twe2r9w5,P. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453123,19,1,1,0,53,4raiad4l2j5lkfaz92pk4osb,0,61,10.6,2023-03-04T19:47:55.939Z,2023-03-05T01:53:58Z,4074007623,388,,4073040959,212,9.4,4073040961,213,3.1,4073040955,140,52.1,4073040951,3,,4073040953,56,Right,4073040957,141,11.4,4073522011,156,,eh1ul4duphy1iz4odwx9tkjjd,N. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453115,3,49,1,0,54,9dntj5dioj5ex52yrgwzxrq9l,1,45.6,85.6,2023-03-04T19:47:57.722Z,2023-03-05T01:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453205,4,1,1,0,57,9dntj5dioj5ex52yrgwzxrq9l,0,38.8,97.8,2023-03-04T19:48:00.135Z,2023-03-05T01:54:05Z,4073041377,1,,4073041367,56,Left,4073041373,212,35.3,4073041369,140,72.0,4073041371,141,89.4,4074008075,178,,4073041375,213,6.1,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453197,20,49,1,1,1,4raiad4l2j5lkfaz92pk4osb,1,27.3,4.9,2023-03-04T19:48:04.305Z,2023-03-05T01:54:10Z,,,,,,,,,,,,,,,,,,,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453305,21,1,1,1,4,4raiad4l2j5lkfaz92pk4osb,1,26,27.3,2023-03-04T19:48:07.075Z,2023-03-05T01:54:14Z,4074008737,178,,4073041947,213,1.2,4073041945,212,7.6,4073041939,56,Back,4073041943,141,37.9,4073041941,140,28.4,,,,,,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453393,22,1,1,1,7,4raiad4l2j5lkfaz92pk4osb,1,26.3,49.6,2023-03-04T19:48:09.976Z,2023-03-05T01:54:18Z,4073042423,213,1.6,4073042413,140,24.1,4073042411,56,Back,4073042421,212,32.8,4073042425,1,,4073042417,141,97.7,4074009019,178,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453407,23,1,1,1,13,4raiad4l2j5lkfaz92pk4osb,1,22.6,97.5,2023-03-04T19:48:15.843Z,2023-03-05T01:54:21Z,4073042513,56,Back,4073042511,155,,4073042519,212,12.4,4073042515,140,34.4,4073042525,213,6.2,4073042517,141,96.5,4074009189,178,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453415,24,1,1,1,14,4raiad4l2j5lkfaz92pk4osb,0,34.3,96.2,2023-03-04T19:48:16.853Z,2023-03-05T01:54:25Z,4073042561,3,,4073042563,168,,4073042573,213,6.1,4073042569,141,94.2,4073042571,212,8.1,4073042565,56,Back,4073042567,140,41.9,4074009413,178,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453423,5,49,1,1,15,9dntj5dioj5ex52yrgwzxrq9l,1,57.7,9.8,2023-03-04T19:48:18.151Z,2023-03-05T01:54:28Z,,,,,,,,,,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453503,6,1,1,1,18,9dntj5dioj5ex52yrgwzxrq9l,1,56.9,3.7,2023-03-04T19:48:21.143Z,2023-03-05T01:54:31Z,4073043017,141,13.4,4074009793,178,,4073043013,56,Back,4073043021,213,2.8,4073043015,140,37.0,4073043019,212,21.9,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453523,7,1,1,1,21,9dntj5dioj5ex52yrgwzxrq9l,1,37,18.6,2023-03-04T19:48:24.019Z,2023-03-05T01:54:34Z,4074009919,178,,4073043127,140,32.0,4073043137,213,1.8,4073043129,141,50.6,4073043125,56,Back,4073043133,212,22.4,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453561,8,1,1,1,24,9dntj5dioj5ex52yrgwzxrq9l,1,28,50,2023-03-04T19:48:26.763Z,2023-03-05T01:54:37Z,4073043337,212,15.8,4073043333,140,13.8,4073043331,56,Back,4073043335,141,42.2,4073043339,213,3.5,4074010037,178,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453617,9,1,1,1,28,9dntj5dioj5ex52yrgwzxrq9l,1,14,43,2023-03-04T19:48:31.263Z,2023-03-05T01:54:44Z,4073043653,56,Back,4073043655,140,20.6,4073043661,213,1.2,4073043659,212,19.6,4074010509,178,,4073043657,141,69.9,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453637,10,1,1,1,31,9dntj5dioj5ex52yrgwzxrq9l,1,21.3,67,2023-03-04T19:48:34.497Z,2023-03-05T01:54:47Z,4073043793,212,16.4,4073043791,141,44.5,4073043787,56,Back,4073043795,213,5.1,4073043789,140,27.0,4074010713,178,,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453693,11,1,1,1,34,9dntj5dioj5ex52yrgwzxrq9l,1,23.3,50.9,2023-03-04T19:48:37.182Z,2023-03-05T01:54:51Z,4073044097,140,6.6,4074010961,178,,4073044103,213,3.2,4073044101,212,17.6,4073044099,141,49.7,4073044095,56,Back,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453753,12,1,1,1,37,9dntj5dioj5ex52yrgwzxrq9l,1,4.5,46.7,2023-03-04T19:48:39.880Z,2023-03-05T01:54:54Z,4073044467,56,Back,4073044475,213,5.2,4073044473,212,30.5,4073044469,140,18.2,4074011177,178,,4073044471,141,7.1,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453763,13,1,1,1,40,9dntj5dioj5ex52yrgwzxrq9l,1,18.9,8,2023-03-04T19:48:42.958Z,2023-03-05T01:54:57Z,4073044513,155,,4073044523,213,0.7,4073044521,212,37.1,4074011387,178,,4073044515,56,Back,4073044525,1,,4073044519,141,43.4,4073044517,140,45.8,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453769,14,1,1,1,43,9dntj5dioj5ex52yrgwzxrq9l,0,46.3,43.7,2023-03-04T19:48:46.057Z,2023-03-05T01:55:01Z,4073044573,212,4.5,4073044571,141,38.9,4073044569,140,43.4,4073044575,213,4.0,4074011657,178,,4074011659,21,,4073044567,56,Back,,,,eyra5urhrm92240e7qbll736d,A. Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453761,25,49,1,1,44,4raiad4l2j5lkfaz92pk4osb,1,53.8,65.1,2023-03-04T19:48:46.766Z,2023-03-05T01:55:04Z,,,,,,,,,,,,,,,,,,,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453787,26,1,1,1,44,4raiad4l2j5lkfaz92pk4osb,1,53.8,65.1,2023-03-04T19:48:46.805Z,2023-03-05T01:55:08Z,4074012125,178,,4073044657,141,66.7,4073044655,140,45.3,4073044661,213,3.0,4073044659,212,9.0,4073044653,56,Back,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453865,27,1,1,1,46,4raiad4l2j5lkfaz92pk4osb,1,45.5,65.4,2023-03-04T19:48:49.667Z,2023-03-05T01:55:10Z,4073045067,141,30.0,4073045071,213,4.5,4073045065,140,41.1,4073045069,212,24.5,4074012321,178,,4073045063,56,Back,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453901,28,1,1,1,54,4raiad4l2j5lkfaz92pk4osb,1,60.6,8.3,2023-03-04T19:48:57.549Z,2023-03-05T01:55:18Z,4073045257,212,4.1,4073045259,213,2.3,4073045255,141,12.6,4073045253,140,57.9,4074012921,178,,4073045251,56,Right,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515453971,29,1,1,1,56,4raiad4l2j5lkfaz92pk4osb,1,55.6,12.5,2023-03-04T19:48:59.508Z,2023-03-05T01:55:21Z,4074013135,178,,4073045691,213,2.9,4073045687,141,20.1,4073045683,56,Back,4073045689,212,24.3,4073045685,140,33.0,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454021,30,1,1,2,2,4raiad4l2j5lkfaz92pk4osb,1,21.7,44.3,2023-03-04T19:49:05.044Z,2023-03-05T01:55:24Z,4073045935,155,,4073045939,140,32.1,4073045945,213,1.3,4073045941,141,97.7,4073045943,212,37.9,4074013389,178,,4073045937,56,Back,4073045947,1,,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454043,31,1,1,2,6,4raiad4l2j5lkfaz92pk4osb,1,38.1,96.3,2023-03-04T19:49:08.877Z,2023-03-05T01:55:30Z,4073046077,56,Back,4074013825,178,,4073046085,213,4.4,4073046079,140,36.9,4073046081,141,90.5,4073046083,212,4.1,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454103,32,1,1,2,7,4raiad4l2j5lkfaz92pk4osb,0,36.9,91.4,2023-03-04T19:49:10.097Z,2023-03-05T01:55:33Z,4073046369,1,,4073046365,212,54.5,4073046363,141,82.6,4073046359,56,Left,4073046361,140,88.5,4073046357,155,,4074014019,178,,4073046367,213,6.2,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454123,15,49,1,2,12,9dntj5dioj5ex52yrgwzxrq9l,1,6.7,18.5,2023-03-04T19:49:15.289Z,2023-03-05T01:55:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454147,16,12,1,2,12,9dntj5dioj5ex52yrgwzxrq9l,1,6.7,18.5,2023-03-04T19:49:15.355Z,2023-03-05T01:55:40Z,4073046659,213,5.8,4073046655,212,28.1,4073245475,167,,4074014361,178,,4073046645,140,30.2,4073046649,141,0.0,4073046641,56,Back,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454157,17,5,1,2,13,9dntj5dioj5ex52yrgwzxrq9l,0,32.9,-1.7,2023-03-04T19:49:16.649Z,2023-03-05T01:55:45Z,4073047221,233,33,4073046671,347,,4073046669,56,Back,,,,,,,,,,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454249,33,5,1,2,13,4raiad4l2j5lkfaz92pk4osb,1,67.1,101.7,2023-03-04T19:49:16.649Z,2023-03-05T01:55:45Z,4073047205,233,17,4073047177,347,,4073047171,56,Left,,,,,,,,,,,,,,,,eh1ul4duphy1iz4odwx9tkjjd,N. González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454299,34,1,1,2,22,4raiad4l2j5lkfaz92pk4osb,1,64.4,100,2023-03-04T19:49:25.417Z,2023-03-05T01:55:49Z,4073047463,141,94.5,4073047461,140,74.7,4073047459,56,Left,4073047465,212,12.0,4073047467,213,5.8,4073047457,107,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515454315,35,1,1,2,26,4raiad4l2j5lkfaz92pk4osb,1,69.2,98,2023-03-04T19:49:29.229Z,2023-03-05T01:55:53Z,4073047537,141,93.3,4073047541,213,4.9,4073047533,56,Left,4074015409,178,,4073047539,212,3.3,4073047535,140,69.8,,,,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
