id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value,qualifier/15/value
2466436415,7,5,1,0,13,6tuibxq39fdryu8ou06wcm0q3,1,72.6,-1.4,2022-10-02T13:00:37.412Z,2022-10-02T19:45:52Z,3814384149,347,,3814384147,56,Right,3814384163,233,4,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436491,8,1,1,0,17,6tuibxq39fdryu8ou06wcm0q3,1,71.9,0,2022-10-02T13:00:41.609Z,2022-10-02T19:45:55Z,3814384551,141,6.1,3814384553,212,26.4,3814384555,213,2.9,3814384557,1,,3814384549,140,47.3,3814384545,107,,3814384547,56,Back,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436533,9,1,1,0,21,6tuibxq39fdryu8ou06wcm0q3,1,36.8,12.5,2022-10-02T13:00:45.697Z,2022-10-02T19:45:59Z,3816125547,178,,3814384759,141,46.4,3814384761,212,23.1,3814384763,213,1.5,3814384755,56,Back,3814384757,140,37.3,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436579,10,1,1,0,24,6tuibxq39fdryu8ou06wcm0q3,1,34.8,50.3,2022-10-02T13:00:48.680Z,2022-10-02T19:46:03Z,3814385025,141,71.5,3814385015,56,Back,3816125807,178,,3814385027,212,14.4,3814385019,140,35.7,3814385029,213,1.5,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436633,11,1,1,0,26,6tuibxq39fdryu8ou06wcm0q3,1,35.7,64.5,2022-10-02T13:00:50.750Z,2022-10-02T19:46:07Z,3814385307,141,21.5,3814385311,213,4.5,3816126009,178,,3814385303,56,Back,3814385305,140,30.5,3814385309,212,29.7,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436693,12,1,1,0,30,6tuibxq39fdryu8ou06wcm0q3,0,27.9,17.4,2022-10-02T13:00:54.095Z,2022-10-02T19:46:10Z,3814385591,140,68.0,3814385593,141,4.7,3814385589,56,Right,3814385595,212,43.0,3814385597,213,6.1,3816126213,178,,3814385599,1,,3814385585,155,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436773,5,1,1,0,33,49rkyo4do8uwj06geomw0xr4i,1,17.4,96.6,2022-10-02T13:00:57.015Z,2022-10-02T19:46:15Z,3814386087,140,22.0,3814386085,56,Back,3814386083,3,,3816126521,388,,3814386091,212,8.3,3814386089,141,86.6,3814386093,213,5.3,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436783,6,49,1,0,34,49rkyo4do8uwj06geomw0xr4i,1,22,86.9,2022-10-02T13:00:58.191Z,2022-10-02T19:46:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4b7yhrh526hzn4vj8bh395v8q,M. Lovato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436791,7,1,1,0,34,49rkyo4do8uwj06geomw0xr4i,0,22,86.9,2022-10-02T13:00:58.255Z,2022-10-02T19:46:27Z,3814386163,213,0.5,3814386161,212,21.6,3814386155,56,Back,3814386157,140,40.2,3814386159,141,100.0,3816127149,178,,,,,,,,4b7yhrh526hzn4vj8bh395v8q,M. Lovato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436797,8,5,1,0,36,49rkyo4do8uwj06geomw0xr4i,0,43.8,101.8,2022-10-02T13:01:00.185Z,2022-10-02T19:46:30Z,3814386173,56,Back,3814386271,233,13,3814386175,347,,,,,,,,,,,,,,,,,4b7yhrh526hzn4vj8bh395v8q,M. Lovato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436779,13,5,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,56.2,-1.8,2022-10-02T13:01:00.185Z,2022-10-02T19:46:31Z,3814386111,56,Right,3814386113,347,,3814386239,233,8,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436825,14,1,1,0,38,6tuibxq39fdryu8ou06wcm0q3,1,53.2,0,2022-10-02T13:01:02.191Z,2022-10-02T19:46:39Z,3814386329,140,53.9,3814386325,56,Right,3814386321,107,,3814386341,213,1.5,3814386333,141,7.6,3814386337,212,6.6,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436847,15,1,1,0,40,6tuibxq39fdryu8ou06wcm0q3,1,53.8,5.3,2022-10-02T13:01:04.113Z,2022-10-02T19:46:43Z,3816128067,178,,3814386439,212,7.6,3814386441,213,3.4,3814386433,56,Back,3814386435,140,46.8,3814386437,141,2.3,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436909,16,1,1,0,41,6tuibxq39fdryu8ou06wcm0q3,1,46.9,2.8,2022-10-02T13:01:05.159Z,2022-10-02T19:46:46Z,3814386759,1,,3814386749,56,Back,3814386757,213,2.0,3816128423,178,,3814386755,212,33.4,3814386751,140,33.4,3814386753,141,47.2,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436979,17,1,1,0,44,6tuibxq39fdryu8ou06wcm0q3,1,29.2,54,2022-10-02T13:01:08.681Z,2022-10-02T19:46:49Z,3814387141,213,1.2,3814387133,141,74.8,3814387131,140,34.0,3816128539,178,,3814387137,212,15.0,3814387129,56,Back,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437083,18,1,1,0,48,6tuibxq39fdryu8ou06wcm0q3,1,34.4,73.2,2022-10-02T13:01:12.649Z,2022-10-02T19:46:52Z,3814387519,213,4.5,3816128717,178,,3814387517,212,29.8,3814387511,56,Back,3814387513,140,27.8,3814387515,141,30.6,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437159,19,1,1,0,52,6tuibxq39fdryu8ou06wcm0q3,1,26.2,27.3,2022-10-02T13:01:16.638Z,2022-10-02T19:46:56Z,3816128943,178,,3814387891,56,Back,3814387893,140,27.3,3814387895,141,76.6,3814387897,212,33.5,3814387899,213,1.5,3814387901,1,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437213,20,1,1,0,55,6tuibxq39fdryu8ou06wcm0q3,1,27.9,84.4,2022-10-02T13:01:19.927Z,2022-10-02T19:46:59Z,3814388199,56,Back,3816129167,178,,3814388205,212,20.0,3814388203,141,76.3,3814388201,140,46.2,3814388207,213,6.0,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466768313,935,83,1,0,57,49rkyo4do8uwj06geomw0xr4i,1,59.1,23.4,2022-10-02T13:01:21.926Z,2022-10-02T20:16:14Z,3816206805,399,445043,,,,,,,,,,,,,,,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437325,21,1,1,0,58,6tuibxq39fdryu8ou06wcm0q3,1,44,77.3,2022-10-02T13:01:21.936Z,2022-10-02T20:15:56Z,3816129585,178,,3814388639,1,,3814388629,56,Left,3814388635,212,37.3,3814388631,140,79.1,3814388633,141,86.0,3814388637,213,0.2,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437359,22,1,1,1,3,6tuibxq39fdryu8ou06wcm0q3,0,90.2,74.5,2022-10-02T13:01:27.881Z,2022-10-02T19:47:10Z,3814388771,56,Center,3814388773,140,90.9,3814388775,141,37.3,3814388777,212,25.3,3814388769,155,,3814388779,213,4.7,3816129919,178,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437385,9,12,1,1,6,49rkyo4do8uwj06geomw0xr4i,1,8.1,62.4,2022-10-02T13:01:29.986Z,2022-10-02T19:47:14Z,3814388889,212,8.2,3814388891,213,0.4,3816130193,388,,3814388923,15,,3814388887,141,66.6,3814388885,140,15.4,3814388883,56,Back,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437453,10,1,1,1,7,49rkyo4do8uwj06geomw0xr4i,1,15.3,66.6,2022-10-02T13:01:31.769Z,2022-10-02T19:47:23Z,3814389185,141,92.3,3814389181,56,Back,3814389183,140,14.8,3814389187,212,17.5,3816130813,178,,3814389179,3,,3814389189,213,1.6,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437457,11,49,1,1,10,49rkyo4do8uwj06geomw0xr4i,1,13.2,92.6,2022-10-02T13:01:34.804Z,2022-10-02T19:47:30Z,,,,,,,,,,,,,,,,,,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437525,12,1,1,1,12,49rkyo4do8uwj06geomw0xr4i,1,9.3,91.5,2022-10-02T13:01:36.904Z,2022-10-02T19:47:35Z,3814389563,56,Back,3816131755,178,,3814389565,140,7.0,3814389573,212,13.9,3814389569,141,71.4,3814389577,213,4.5,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437551,13,1,1,1,14,49rkyo4do8uwj06geomw0xr4i,0,7.2,72.3,2022-10-02T13:01:38.307Z,2022-10-02T19:47:39Z,3814389707,213,0.9,3814389705,212,25.6,3814389699,56,Back,3814389703,141,100.0,3814389701,140,22.6,3816132033,178,,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437555,14,5,1,1,16,49rkyo4do8uwj06geomw0xr4i,0,27.4,101.7,2022-10-02T13:01:40.113Z,2022-10-02T19:47:42Z,3814389727,56,Back,3814389729,347,,3814391239,233,23,,,,,,,,,,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437813,23,5,1,1,16,6tuibxq39fdryu8ou06wcm0q3,1,72.6,-1.7,2022-10-02T13:01:40.113Z,2022-10-02T19:47:42Z,3814391159,56,Right,3814391225,233,14,3814391161,347,,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437831,24,1,1,1,32,6tuibxq39fdryu8ou06wcm0q3,1,63.2,0,2022-10-02T13:01:56.743Z,2022-10-02T19:47:46Z,3814391299,213,1.4,3814391295,141,15.6,3814391289,107,,3814391293,140,65.3,3814391291,56,Right,3814391297,212,12.2,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437853,25,1,1,1,34,6tuibxq39fdryu8ou06wcm0q3,1,65.4,15.5,2022-10-02T13:01:58Z,2022-10-02T19:47:49Z,3814391433,213,4.7,3814391431,212,7.4,3816132663,178,,3814391425,56,Right,3814391427,140,65.0,3814391429,141,4.6,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437861,26,1,1,1,34,6tuibxq39fdryu8ou06wcm0q3,0,64.3,4.3,2022-10-02T13:01:58.877Z,2022-10-02T19:47:56Z,3814391497,140,70.5,3814391495,56,Right,3814391489,3,,3816133213,388,,3814391501,212,7.5,3814391499,141,0.0,3814391503,213,5.8,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438175,15,5,1,1,36,49rkyo4do8uwj06geomw0xr4i,1,25.8,101.6,2022-10-02T13:02:00.235Z,2022-10-02T19:48:06Z,3814393129,56,Back,3814393149,233,27,3814393131,347,,,,,,,,,,,,,,,,,d1e3dsz9lf7g69g2l6zfurpp1,L. Sepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437867,27,5,1,1,36,6tuibxq39fdryu8ou06wcm0q3,0,74.2,-1.6,2022-10-02T13:02:00.235Z,2022-10-02T19:48:07Z,3814391529,347,,3814393179,233,15,3814391527,56,Right,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438243,16,1,1,1,51,49rkyo4do8uwj06geomw0xr4i,1,22.1,100,2022-10-02T13:02:15.580Z,2022-10-02T19:48:28Z,3814393463,140,37.7,3814393455,107,,3814393755,189,,3814393457,56,Back,3814393467,141,80.2,3814393479,1,,3814393473,212,22.1,3814393477,213,5.5,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438263,17,1,1,1,52,49rkyo4do8uwj06geomw0xr4i,0,37.7,80.2,2022-10-02T13:02:16.830Z,2022-10-02T19:48:26Z,3814393917,189,,3814393557,141,64.5,3814393555,140,37.7,3816135173,388,,3814393553,56,Back,3814393561,213,4.7,3814393551,3,,3814393559,212,10.7,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438205,29,49,1,1,54,6tuibxq39fdryu8ou06wcm0q3,1,57.1,33.1,2022-10-02T13:02:18.470Z,2022-10-02T19:48:23Z,,,,,,,,,,,,,,,,,,,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438275,30,1,1,1,54,6tuibxq39fdryu8ou06wcm0q3,1,55.9,34.8,2022-10-02T13:02:18.493Z,2022-10-02T19:48:19Z,3814393617,213,2.5,3814393615,212,26.7,3814393611,140,35.1,3814393613,141,57.3,3816134707,178,,3814393609,56,Back,,,,,,,cc04mat3snly9oe4bt7xaeooa,K. Thorstvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438185,28,43,1,1,54,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-10-02T13:02:18.866Z,2022-10-02T13:03:58Z,3814402941,144,61,3814393157,56,Right,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438387,31,1,1,1,58,6tuibxq39fdryu8ou06wcm0q3,1,28,60.9,2022-10-02T13:02:22.451Z,2022-10-02T19:48:33Z,3814394231,56,Back,3814394233,140,12.9,3814394235,141,47.9,3814394237,212,18.2,3816135641,178,,3814394239,213,3.7,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438455,32,1,1,2,3,6tuibxq39fdryu8ou06wcm0q3,1,14,40.1,2022-10-02T13:02:27.240Z,2022-10-02T19:48:36Z,3814394593,140,35.7,3814394591,56,Back,3814394595,141,5.9,3814394597,212,32.6,3814394601,1,,3814394599,213,5.5,3816135907,178,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438463,33,61,1,2,6,6tuibxq39fdryu8ou06wcm0q3,0,39.7,4.9,2022-10-02T13:02:30.699Z,2022-10-02T19:48:44Z,3814394613,56,Back,3816136373,178,,,,,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466438547,18,5,1,2,8,49rkyo4do8uwj06geomw0xr4i,1,42,102,2022-10-02T13:02:32.888Z,2022-10-02T19:48:48Z,3814395129,233,34,3814395097,56,Back,3814395099,347,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
