id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2537058673,6,1,1,0,17,ahm0t06rup1bkd9z0mxl2lmph,0,36,4.6,2023-04-22T14:02:26.095Z,2023-04-25T03:28:41Z,4218724585,178,,4208462391,56,Right,4208462403,1,,4208464173,155,,4208462397,212,56.5,4208462401,213,0.2,4208462395,141,19.7,4208462393,140,88.9,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538636065,768,59,1,0,21,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-04-22T14:02:30.066Z,2023-04-25T03:28:45Z,4216878337,56,Back,,,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538636067,769,49,1,0,21,9db4t34qy4owglhvvgwf5l22i,1,9.4,83,2023-04-22T14:02:30.195Z,2023-04-25T03:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058829,6,1,1,0,21,9db4t34qy4owglhvvgwf5l22i,0,9.1,83.1,2023-04-22T14:02:30.232Z,2023-04-25T03:28:59Z,4208463165,1,,4208463155,56,Center,4208463157,140,68.0,4208463159,141,67.6,4208463153,157,,4208463163,213,6.1,4218724879,178,,4208463161,212,62.7,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538636213,840,49,1,0,26,ahm0t06rup1bkd9z0mxl2lmph,1,32.5,49.6,2023-04-22T14:02:34.560Z,2023-04-25T03:29:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058945,7,1,1,0,26,ahm0t06rup1bkd9z0mxl2lmph,0,31,53,2023-04-22T14:02:34.584Z,2023-04-25T03:29:07Z,4208463761,140,44.6,4218725023,178,,4208463763,141,21.5,4208463755,157,,4208463759,56,Back,4208463769,1,,4208463767,213,5.3,4208463765,212,25.7,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058987,7,1,1,0,28,9db4t34qy4owglhvvgwf5l22i,1,56.2,88.1,2023-04-22T14:02:37.254Z,2023-04-25T03:29:11Z,4208463965,141,75.1,4208463967,212,9.3,4208463969,213,4.4,4208463959,3,,4208463963,140,53.6,4218725113,388,,4208463961,56,Center,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537058993,8,49,1,0,29,9db4t34qy4owglhvvgwf5l22i,1,53.6,75.1,2023-04-22T14:02:38.361Z,2023-04-25T03:29:15Z,,,,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059045,9,1,1,0,30,9db4t34qy4owglhvvgwf5l22i,1,53.6,75.1,2023-04-22T14:02:39.045Z,2023-04-25T03:29:19Z,4208464213,212,14.6,4218725251,178,,4208464215,213,1.6,4208464211,141,96.5,4208464207,56,Left,4208464209,140,53.6,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059091,10,1,1,0,31,9db4t34qy4owglhvvgwf5l22i,1,53.7,96.5,2023-04-22T14:02:40.331Z,2023-04-25T03:29:23Z,4208464431,140,38.8,4208464429,56,Back,4218725295,178,,4208464435,212,18.6,4208464437,213,3.7,4208464433,141,81.7,,,,,,,i1bzoqwi1u382l4yx3n864x6,Z. Larkeche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059141,11,1,1,0,34,9db4t34qy4owglhvvgwf5l22i,1,38.8,81.7,2023-04-22T14:02:42.972Z,2023-04-25T03:29:26Z,4208464685,212,17.0,4208464689,213,4.4,4208464679,140,34.0,4208464683,141,57.9,4208464675,56,Back,4218725341,178,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059321,12,1,1,0,36,9db4t34qy4owglhvvgwf5l22i,1,34,57.8,2023-04-22T14:02:44.663Z,2023-04-25T03:29:29Z,4208465593,213,1.3,4218725373,178,,4208465577,56,Back,4208465583,141,73.0,4208465579,140,36.4,4208465587,212,10.6,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059403,13,1,1,0,38,9db4t34qy4owglhvvgwf5l22i,0,39.7,73.6,2023-04-22T14:02:47.305Z,2023-04-25T03:29:31Z,4218725413,178,,4208466005,140,88.8,4208466007,141,53.3,4208466011,212,53.4,4208466017,1,,4208466015,213,6.0,4208466001,56,Center,4216879483,155,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059391,8,52,1,0,42,ahm0t06rup1bkd9z0mxl2lmph,1,11.9,51.5,2023-04-22T14:02:50.685Z,2023-04-25T03:29:37Z,4218725497,388,,4216879725,377,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059629,9,1,1,0,46,ahm0t06rup1bkd9z0mxl2lmph,1,13.5,46.9,2023-04-22T14:02:55.135Z,2023-04-25T03:29:40Z,4208467187,287,,4208467163,141,9.8,4208467157,123,,4208467159,56,Back,4208467167,213,5.1,4208467165,212,27.4,4218725533,178,,4208467161,140,23.6,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059721,10,1,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,1,26.9,7.9,2023-04-22T14:02:58.585Z,2023-04-25T03:29:42Z,4208467663,141,26.5,4218725561,178,,4208467667,213,1.0,4208467665,212,15.4,4208467657,56,Back,4208467661,140,35.2,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059783,11,1,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,1,35.2,26.5,2023-04-22T14:02:59.409Z,2023-04-25T03:29:44Z,4208467951,56,Back,4218725605,178,,4208467965,141,10.7,4208467969,212,16.2,4208467957,140,23.6,4208467973,213,3.9,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537059919,12,1,1,0,52,ahm0t06rup1bkd9z0mxl2lmph,1,23.6,10.7,2023-04-22T14:03:01.137Z,2023-04-25T03:29:47Z,4208468585,140,13.0,4208468587,141,35.8,4208468589,212,20.4,4208468591,213,2.1,4208468583,56,Back,4218725631,178,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060025,13,1,1,0,55,ahm0t06rup1bkd9z0mxl2lmph,1,13,35.8,2023-04-22T14:03:04.070Z,2023-04-25T03:29:50Z,4218725665,178,,4208469049,56,Back,4208469057,141,78.2,4208469059,212,29.1,4208469051,140,9.2,4208469061,213,1.7,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060085,14,1,1,0,58,ahm0t06rup1bkd9z0mxl2lmph,1,9.2,78.2,2023-04-22T14:03:06.709Z,2023-04-25T03:29:55Z,4208469389,141,96.6,4208469385,140,19.6,4218725785,178,,4208469393,212,16.6,4208469381,56,Back,4208469397,213,0.9,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060099,15,1,1,1,0,ahm0t06rup1bkd9z0mxl2lmph,0,19.6,96.6,2023-04-22T14:03:08.551Z,2023-04-25T03:29:59Z,4208469451,213,6.2,4208469441,140,22.5,4218725853,178,,4208469673,233,14,4208469677,286,,4208469435,56,Back,4208469447,212,3.1,4208469443,141,96.3,987r1vdgx95x30elzrisjrzs9,C. Brown,4208469671,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060123,14,74,1,1,0,9db4t34qy4owglhvvgwf5l22i,1,78.4,3.2,2023-04-22T14:03:08.627Z,2023-04-25T03:30:01Z,4208469537,56,Right,4208469539,285,,4218725903,178,,4208469741,233,15,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060165,15,5,1,1,1,9db4t34qy4owglhvvgwf5l22i,0,78.4,-1.4,2023-04-22T14:03:09.616Z,2023-04-25T03:30:04Z,4208472017,233,16,4208469779,56,Right,4208469781,347,,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060597,16,5,1,1,1,ahm0t06rup1bkd9z0mxl2lmph,1,21.6,101.4,2023-04-22T14:03:09.616Z,2023-04-25T03:30:04Z,4208471877,56,Back,4208471879,347,,4208471947,233,15,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060681,17,1,1,1,14,ahm0t06rup1bkd9z0mxl2lmph,1,23.3,100,2023-04-22T14:03:23.248Z,2023-04-25T03:30:08Z,4208472315,107,,4208472321,141,91.5,4208472317,56,Back,4208472319,140,10.8,4208472325,213,3.6,4208472323,212,14.9,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060759,18,1,1,1,17,ahm0t06rup1bkd9z0mxl2lmph,0,11,93.1,2023-04-22T14:03:25.519Z,2023-04-25T03:30:11Z,4208472715,213,0.5,4218726055,178,,4208472707,141,100.0,4208472705,140,19.7,4208472711,212,10.7,4208472703,56,Back,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061029,16,5,1,1,17,9db4t34qy4owglhvvgwf5l22i,1,79.7,-1.4,2023-04-22T14:03:26.243Z,2023-04-25T03:30:14Z,4208474181,233,19,4208474077,347,,4208474073,56,Right,,,,,,,,,,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537060773,19,5,1,1,17,ahm0t06rup1bkd9z0mxl2lmph,0,20.3,101.4,2023-04-22T14:03:26.243Z,2023-04-25T03:30:14Z,4208474249,233,16,4208472829,56,Back,4208472831,347,,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061627,17,1,1,1,38,9db4t34qy4owglhvvgwf5l22i,1,78.9,0,2023-04-22T14:03:46.812Z,2023-04-25T03:30:17Z,4208477183,212,28.9,4208477179,140,91.3,4208477177,56,Center,4208477175,107,,4208477185,213,1.1,4208477187,1,,4208477181,141,36.0,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061647,18,44,1,1,40,9db4t34qy4owglhvvgwf5l22i,1,87.5,43.1,2023-04-22T14:03:49.279Z,2023-04-25T10:42:28Z,4208477263,56,Center,4208477265,286,,4208477581,233,20,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061659,20,44,1,1,40,ahm0t06rup1bkd9z0mxl2lmph,0,12.5,56.9,2023-04-22T14:03:49.280Z,2023-04-25T03:30:22Z,4208477339,285,,4208477337,56,Back,4208477433,233,18,,,,,,,,,,,,,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538637201,770,61,1,1,40,9db4t34qy4owglhvvgwf5l22i,1,86.3,47.6,2023-04-22T14:03:49.303Z,2023-04-25T10:42:28Z,4218726305,388,,4216882641,56,Center,4218726303,21,,,,,,,,,,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061801,19,44,1,1,42,9db4t34qy4owglhvvgwf5l22i,1,80.3,25,2023-04-22T14:03:51.058Z,2023-04-25T10:42:29Z,4208478183,233,22,4208478079,286,,4208478075,56,Center,,,,,,,,,,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061739,22,44,1,1,42,ahm0t06rup1bkd9z0mxl2lmph,0,19.7,75,2023-04-22T14:03:51.059Z,2023-04-25T03:30:34Z,4208478231,233,19,4208477763,285,,4208477759,56,Back,,,,,,,,,,,,,,,,5rmk7be4cd9cg1c9re06r1r3e,O. Smyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061861,20,1,1,1,42,9db4t34qy4owglhvvgwf5l22i,1,81.9,25.3,2023-04-22T14:03:51.114Z,2023-04-25T10:42:29Z,4208478363,141,37.0,4208478359,56,Center,4208478357,3,,4208478365,212,10.3,4218726459,388,,4208478367,213,2.3,4208478361,140,75.6,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061687,21,43,1,1,42,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-22T14:03:51.131Z,2023-04-24T09:05:30Z,4216882523,144,1,4208477493,212,19.6,4208477495,213,0.2,4208477489,141,68.8,4208477487,140,29.1,4208477483,56,Back,4208477479,3,0,,,,cqfbp8me2n00cve66v797omvp,S. Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061889,21,1,1,1,43,9db4t34qy4owglhvvgwf5l22i,0,74.5,42.7,2023-04-22T14:03:52.337Z,2023-04-25T03:30:42Z,4208478513,56,Center,4208478515,140,86.3,4208478519,212,12.8,4208478517,141,47.2,4208478521,213,0.2,4208478509,3,,4218726545,388,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537061879,23,1,1,1,45,ahm0t06rup1bkd9z0mxl2lmph,0,12.2,53.1,2023-04-22T14:03:53.735Z,2023-04-25T03:30:46Z,4208478453,141,55.2,4208478449,140,44.1,4208478457,212,33.5,4208478459,213,0.0,4208478445,56,Back,4208478461,1,,4208478441,157,,4218726635,178,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062097,22,1,1,1,49,9db4t34qy4owglhvvgwf5l22i,1,55.2,32.7,2023-04-22T14:03:57.789Z,2023-04-25T03:30:50Z,4208479481,140,60.6,4208479487,213,5.0,4208479485,212,19.7,4218726717,178,,4208479479,56,Right,4208479483,141,5.0,,,,,,,4nm1tx8buxym4bf9f2pti2fhl,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062227,23,1,1,1,51,9db4t34qy4owglhvvgwf5l22i,1,60.6,5,2023-04-22T14:03:59.903Z,2023-04-25T03:30:55Z,4218726803,178,,4208480081,213,0.9,4208480035,212,18.5,4208480033,141,27.0,4208480021,155,,4208480029,140,71.0,4208480025,56,Center,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062311,24,1,1,1,53,9db4t34qy4owglhvvgwf5l22i,0,77,30.6,2023-04-22T14:04:01.581Z,2023-04-25T03:30:59Z,4208480407,56,Right,4208480409,140,100.0,4208480411,141,15.5,4218726881,178,,4208480415,213,5.9,4208480413,212,27.2,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062303,24,56,1,1,57,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-04-22T14:04:05.848Z,2023-04-25T03:31:03Z,4208480357,56,Back,,,,,,,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062319,25,5,1,1,57,9db4t34qy4owglhvvgwf5l22i,0,100.8,13.8,2023-04-22T14:04:06.372Z,2023-04-25T03:31:05Z,4208480647,233,25,4208480443,56,Right,4208480445,346,,,,,,,,,,,,,,,,,ddjh4t18kk75bz9sgga2g2f3d,S. Tedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062337,25,5,1,1,57,ahm0t06rup1bkd9z0mxl2lmph,1,-0.8,86.2,2023-04-22T14:04:06.372Z,2023-04-25T03:31:05Z,4208480583,233,25,4208480539,346,,4208480535,56,Back,,,,,,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062845,26,1,1,2,8,ahm0t06rup1bkd9z0mxl2lmph,1,4.3,49,2023-04-22T14:04:16.812Z,2023-04-25T03:31:10Z,4208483061,56,Back,4208483063,140,8.1,4208483073,237,,4208483059,124,,4208483065,141,25.9,4208483067,212,16.2,4208483069,213,5.0,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537062923,27,1,1,2,11,ahm0t06rup1bkd9z0mxl2lmph,1,8.1,25.9,2023-04-22T14:04:19.678Z,2023-04-25T03:31:14Z,4208483405,56,Back,4208483443,140,16.2,4208483445,141,7.9,4208483447,212,14.9,4208483449,213,5.3,4218727173,178,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
