id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2493237961,7,1,1,0,14,5jjqm8h6qm1w4s5f93uubhdrj,1,62.9,36.4,2022-12-26T15:02:38.611Z,2022-12-27T21:32:36Z,3956106403,140,61.5,3956106409,213,1.9,3956106407,212,4.4,3956106401,56,Center,3958067601,178,,3956106405,141,42.5,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238097,8,1,1,0,15,5jjqm8h6qm1w4s5f93uubhdrj,1,60.3,39.7,2022-12-26T15:02:40.019Z,2022-12-27T21:32:39Z,3956107075,140,43.9,3958067639,178,,3956107077,141,40.9,3956107081,213,3.1,3956107079,212,17.2,3956107073,56,Back,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238135,9,1,1,0,20,5jjqm8h6qm1w4s5f93uubhdrj,1,32.4,43.9,2022-12-26T15:02:45.013Z,2022-12-27T21:32:43Z,3958067681,178,,3956107277,141,22.8,3956107269,56,Back,3956107279,212,14.6,3956107281,213,4.9,3956107273,140,35.2,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238215,10,1,1,0,22,5jjqm8h6qm1w4s5f93uubhdrj,1,34.1,21.5,2022-12-26T15:02:46.788Z,2022-12-27T21:32:45Z,3956107653,212,11.5,3956107645,56,Back,3956107651,141,38.2,3958067703,178,,3956107655,213,1.7,3956107647,140,32.2,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238335,11,1,1,0,25,5jjqm8h6qm1w4s5f93uubhdrj,1,32.6,41.5,2022-12-26T15:02:50.095Z,2022-12-27T21:32:47Z,3956108207,56,Back,3956108215,213,1.5,3958067735,178,,3956108211,141,74.2,3956108213,212,22.3,3956108209,140,33.7,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238419,12,1,1,0,29,5jjqm8h6qm1w4s5f93uubhdrj,1,33.6,87.7,2022-12-26T15:02:53.754Z,2022-12-27T21:32:52Z,3956108603,212,45.8,3956108599,140,77.0,3958067751,178,,3956108607,1,,3956108595,155,,3956108601,141,93.9,3956108605,213,0.1,3956108597,56,Left,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238427,13,50,1,0,33,5jjqm8h6qm1w4s5f93uubhdrj,1,74,90.1,2022-12-26T15:02:57.327Z,2022-12-27T21:34:01Z,3956108639,56,Left,3956108641,286,,3956109403,233,5,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238573,5,7,1,0,34,2ezfenuwk3y65p8jdbj55xqt0,1,26,9.9,2022-12-26T15:02:58.593Z,2022-12-27T21:34:17Z,3957508957,383,,3958068661,178,,3956109391,233,13,3956109371,56,Back,3956109373,285,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493500487,786,54,1,0,37,2ezfenuwk3y65p8jdbj55xqt0,1,9,26.5,2022-12-26T15:03:01.294Z,2022-12-27T21:34:21Z,3958068701,389,,3957509365,232,,,,,,,,,,,,,,,,,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238577,6,52,1,0,37,2ezfenuwk3y65p8jdbj55xqt0,1,11.6,27.7,2022-12-26T15:03:02.182Z,2022-12-27T21:36:58Z,3958070333,179,,3957509173,376,,,,,,,,,,,,,,,,,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239105,7,1,1,0,55,2ezfenuwk3y65p8jdbj55xqt0,0,15,57.8,2022-12-26T15:03:19.731Z,2022-12-27T21:37:01Z,3956112013,213,0.3,3956111999,199,,3956112003,140,76.1,3956112011,212,66.3,3956112015,1,,3956112007,141,82.4,3956112001,56,Left,,,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239393,17,4,1,1,1,5jjqm8h6qm1w4s5f93uubhdrj,1,23.4,12.2,2022-12-26T15:03:25.639Z,2022-12-27T21:37:35Z,3956113499,56,Back,3956114007,233,11,3956113501,152,,3956113495,13,,3956113497,294,,3956113503,285,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239453,11,4,1,1,1,2ezfenuwk3y65p8jdbj55xqt0,0,76.6,87.8,2022-12-26T15:03:25.640Z,2022-12-27T21:37:35Z,3956113843,56,Left,3958070743,388,,3956113841,294,,3956114045,233,17,3956113847,286,,3956113845,152,,3956113839,13,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239113,8,43,1,1,2,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-26T15:03:26.741Z,2022-12-26T15:03:48Z,3956112045,56,Left,3956114227,144,44,3956112047,286,0,,,,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239059,14,43,1,1,2,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-26T15:03:26.742Z,2022-12-26T15:03:45Z,3956113931,144,44,3956111795,285,0,3956112141,233,8,3956111793,56,Back,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239101,15,43,1,1,4,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-26T15:03:28.807Z,2022-12-26T15:03:43Z,3956113675,144,61,3956111985,56,Back,,,,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239139,9,43,1,1,5,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-26T15:03:29.691Z,2022-12-26T15:03:37Z,3956112199,213,4.7,3956113041,144,1,3956112185,3,0,3956112193,141,81.2,3956112195,212,0.8,3956112189,56,Left,3956112191,140,76.1,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239123,16,43,1,1,5,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2022-12-26T15:03:29.894Z,2022-12-26T15:04:08Z,3956112095,347,0,3956116581,144,5,3956112089,56,Back,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239323,10,43,1,1,8,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-12-26T15:03:32.620Z,2022-12-26T15:03:47Z,3956113267,233,16,3956113179,347,0,3956114087,144,5,3956113177,56,Left,,,,,,,,,,,,,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239567,18,1,1,1,17,5jjqm8h6qm1w4s5f93uubhdrj,1,25.2,9.7,2022-12-26T15:03:41.542Z,2022-12-27T21:37:40Z,3956114503,212,29.5,3956114497,56,Back,3956114495,152,,3956114501,141,44.5,3956114493,5,,3958070833,178,,3956114505,213,2.2,3956114499,140,8.4,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239657,19,1,1,1,23,5jjqm8h6qm1w4s5f93uubhdrj,1,10.2,48.4,2022-12-26T15:03:48.067Z,2022-12-27T21:37:42Z,3956114965,140,14.7,3956114967,141,57.6,3956114971,213,0.9,3958070851,178,,3956114969,212,7.8,3956114963,56,Back,,,,,,,45i2fz3wya2x8gsa1hn8yd65m,W. Blackmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239757,20,1,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,1,20.1,52.1,2022-12-26T15:03:54.089Z,2022-12-27T21:37:45Z,3956115583,140,19.9,3956115589,213,4.7,3958070873,178,,3956115587,212,14.6,3956115581,56,Back,3956115585,141,30.6,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239829,21,1,1,1,32,5jjqm8h6qm1w4s5f93uubhdrj,0,20.9,16.1,2022-12-26T15:03:57.090Z,2022-12-27T21:37:48Z,3956115963,140,82.2,3956115969,213,0.0,3956115967,212,64.4,3956115961,56,Right,3956115971,1,,3958070941,178,,3956115965,141,20.4,3956115959,155,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239879,12,12,1,1,37,2ezfenuwk3y65p8jdbj55xqt0,1,15.4,77.8,2022-12-26T15:04:01.533Z,2022-12-27T21:37:56Z,3956116285,212,17.9,3956116281,140,0.0,3956116323,167,,3956116287,213,3.1,3956116279,56,Back,3956116283,141,77.9,3958071007,178,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239885,13,6,1,1,39,2ezfenuwk3y65p8jdbj55xqt0,0,0,78,2022-12-26T15:04:03.893Z,2022-12-27T21:37:59Z,3956116307,73,,3956116391,233,22,3956116305,56,Back,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239875,22,6,1,1,39,5jjqm8h6qm1w4s5f93uubhdrj,1,100,22,2022-12-26T15:04:03.893Z,2022-12-27T21:38:00Z,3956116259,75,,3956116257,56,Center,3956116357,233,13,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240355,23,1,1,2,2,5jjqm8h6qm1w4s5f93uubhdrj,1,99.5,0.5,2022-12-26T15:04:26.868Z,2022-12-27T21:38:02Z,3956118837,141,30.0,3956118831,6,,3958071071,178,,3956118835,140,92.6,3956118833,56,Center,3956118841,213,1.9,3956118839,212,21.3,,,,37ea7qzvbzt3zr4y2q4o5boq,K. Poku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240419,24,1,1,2,4,5jjqm8h6qm1w4s5f93uubhdrj,1,96.6,24.8,2022-12-26T15:04:28.423Z,2022-12-27T21:38:07Z,3956119195,56,Center,3956119205,212,19.8,3958071097,178,,3956122243,210,15,3956119201,140,83.6,3956119207,213,2.3,3956122245,154,,3956119203,141,45.8,czsjz7u9u01z5a4pyue7tu5wq,H. Burrows,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240429,25,15,1,2,6,5jjqm8h6qm1w4s5f93uubhdrj,1,84,46,2022-12-26T15:04:30.348Z,2022-12-27T21:38:08Z,3956122311,55,24,3956122323,146,92.9,3956122315,102,52.2,3956129685,17,,3956121639,20,,3957514573,328,,3956122329,231,49.6,3956121711,233,14,9iwkidg6lykej8vrhfz6z4ct1,J. Fuchs,,3956122307,29,3956122325,147,49.5,3956119253,56,Center,3956122309,154,3956122327,230,98.8,3956122317,103,19,3958071115,178,3956121637,25,3956121643,82,3956122303,76,,,,,,,,,
2493240475,14,10,1,2,6,2ezfenuwk3y65p8jdbj55xqt0,1,10.5,44.2,2022-12-26T15:04:30.860Z,2022-12-27T21:38:15Z,3956119499,56,Back,3958071157,178,,3958071159,15,,3956119497,94,,3956121729,233,25,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493307127,372,61,1,2,6,5jjqm8h6qm1w4s5f93uubhdrj,1,91.5,42.4,2022-12-26T15:04:30.872Z,2022-12-27T21:38:23Z,3958071207,15,,3956478729,56,Center,3958071209,178,,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240517,26,13,1,2,8,5jjqm8h6qm1w4s5f93uubhdrj,1,95.3,64.9,2022-12-26T15:04:32.706Z,2022-12-27T21:38:27Z,3956479009,29,,3956121299,83,,3956121303,103,29.2,3956132683,108,,3956120313,25,,3956479011,55,372,3958071261,178,,3956120315,72,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,3956119745,56,3956121309,230,99.0,3957514989,65,,3956121311,231,3956121305,328,,3956121301,102,56.5,,,,,,,,,Center,53.2,,,,,,,
2493240551,15,5,1,2,9,2ezfenuwk3y65p8jdbj55xqt0,1,-0.8,42.8,2022-12-26T15:04:33.461Z,2022-12-27T21:38:32Z,3956119981,233,27,3956119897,56,Back,3956119899,346,,,,,,,,,,,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240543,27,5,1,2,9,5jjqm8h6qm1w4s5f93uubhdrj,0,100.8,57.2,2022-12-26T15:04:33.461Z,2022-12-27T21:38:32Z,3956120011,233,15,3956119865,56,Center,3956119869,346,,,,,,,,,,,,,,,,,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241469,16,1,1,2,41,2ezfenuwk3y65p8jdbj55xqt0,0,5.3,41.3,2022-12-26T15:05:05.643Z,2022-12-27T21:38:36Z,3956124509,56,Center,3956124513,141,27.9,3956124519,1,,3956124517,213,6.1,3956124511,140,65.7,3956124515,212,64.1,3956124507,124,,3956124523,74,,4s0yf91l8xqodeuv473hmp5ka,A. Maynard-Brewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241475,17,4,1,2,44,2ezfenuwk3y65p8jdbj55xqt0,1,66.5,23.2,2022-12-26T15:05:09.139Z,2022-12-27T21:38:41Z,3956124545,152,,3956124539,13,,3956124541,294,,3956124703,233,28,3956124547,286,,3956124543,56,Center,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241495,28,4,1,2,44,5jjqm8h6qm1w4s5f93uubhdrj,0,33.5,76.8,2022-12-26T15:05:09.140Z,2022-12-27T21:38:40Z,3956124679,285,,3956124747,233,17,3956124673,294,,3956124675,56,Back,3956124671,13,,3958071489,178,,3956124677,152,,,,,cee3wxxx7lrluzh7kog7g07ah,K. Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241853,18,1,1,3,3,2ezfenuwk3y65p8jdbj55xqt0,1,60.8,19.5,2022-12-26T15:05:27.880Z,2022-12-27T21:38:45Z,3958071547,178,,3956126609,140,45.7,3956126613,212,16.7,3956126599,152,,3956126605,56,Back,3956126597,5,,3956126611,141,27.4,3956126615,213,2.8,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241895,19,1,1,3,5,2ezfenuwk3y65p8jdbj55xqt0,1,45.6,27.4,2022-12-26T15:05:29.861Z,2022-12-27T21:38:49Z,3956126847,213,1.8,3956126841,140,41.4,3956126839,56,Back,3956126845,212,24.5,3956126843,141,62.9,3958071575,178,,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241929,20,1,1,3,8,2ezfenuwk3y65p8jdbj55xqt0,1,41.4,63.1,2022-12-26T15:05:32.717Z,2022-12-27T21:38:52Z,3958071587,178,,3956127033,212,19.3,3956127027,56,Back,3956127035,213,1.2,3956127029,140,48.3,3956127031,141,89.4,,,,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493241993,21,1,1,3,11,2ezfenuwk3y65p8jdbj55xqt0,1,48.1,89.4,2022-12-26T15:05:35.633Z,2022-12-27T21:38:55Z,3958071615,178,,3956127353,140,48.4,3956127361,212,15.1,3956127363,213,4.7,3956127357,141,67.2,3956127351,56,Back,,,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493242057,22,1,1,3,14,2ezfenuwk3y65p8jdbj55xqt0,1,42,65.1,2022-12-26T15:05:38.656Z,2022-12-27T21:38:58Z,3956127697,212,25.2,3956127691,56,Center,3958071625,178,,3956127695,141,35.1,3956127693,140,56.1,3956127699,213,5.3,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493242099,23,1,1,3,17,2ezfenuwk3y65p8jdbj55xqt0,1,53.5,31.9,2022-12-26T15:05:41.554Z,2022-12-27T21:39:01Z,3956127933,212,18.1,3956127927,56,Right,3956127935,213,4.7,3956127929,140,52.8,3956127931,141,5.3,3958071673,178,,,,,,,,evb6gpvuutmnisv9d12gs0xcl,J. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493242123,24,1,1,3,19,2ezfenuwk3y65p8jdbj55xqt0,1,52.8,5,2022-12-26T15:05:44.054Z,2022-12-27T21:39:04Z,3956128049,140,38.3,3956128053,212,15.9,3958071695,178,,3956128047,56,Back,3956128055,213,2.9,3956128051,141,11.7,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493242193,25,1,1,3,20,2ezfenuwk3y65p8jdbj55xqt0,0,38.3,11.7,2022-12-26T15:05:44.836Z,2022-12-27T21:39:07Z,3956128435,56,Right,3956128443,213,0.0,3958071703,178,,3956128437,140,69.2,3956128439,141,11.7,3956128445,1,,3956128441,212,32.4,3956128433,157,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
