id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist
2488741199,5,5,1,0,11,82kapkjwonlv9j1ui0ytv5sii,0,65.9,101.7,2022-12-03T12:31:00.308Z,2022-12-06T05:46:53Z,3932228607,233,6,3932228045,56,Left,3932228047,347,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741297,6,5,1,0,11,b3vbyitzi3nrw9ehj1eoko219,1,34.1,-1.7,2022-12-03T12:31:00.308Z,2022-12-06T05:46:52Z,3932228589,233,5,3932228583,347,,3932228581,56,Back,,,,,,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741327,7,1,1,0,24,b3vbyitzi3nrw9ehj1eoko219,0,42.8,0,2022-12-03T12:31:13.235Z,2022-12-06T05:46:57Z,3932228711,212,26.3,3932228703,107,,3932228707,140,67.2,3932228715,1,,3932228713,213,0.2,3932228709,141,7.1,3932228705,56,Right,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741349,7,1,1,0,26,82kapkjwonlv9j1ui0ytv5sii,1,28.5,91.8,2022-12-03T12:31:15.104Z,2022-12-06T05:47:03Z,3932228831,3,,3932228841,213,5.5,3932228835,140,38.8,3932228839,212,15.1,3932228833,56,Back,3932228837,141,76.4,3935718185,388,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741367,8,1,1,0,28,82kapkjwonlv9j1ui0ytv5sii,0,38.8,76.4,2022-12-03T12:31:16.831Z,2022-12-06T05:47:08Z,3932228905,3,,3932228909,140,35.0,3932228913,212,8.5,3932228915,213,4.2,3932228907,56,Back,3935718223,178,,3932228911,141,65.4,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741409,8,15,1,0,32,b3vbyitzi3nrw9ehj1eoko219,1,73.2,58.8,2022-12-03T12:31:20.843Z,2022-12-06T05:47:16Z,3932229109,56,Center,3932233565,72,,3932229105,22,,3932234077,215,,3932233569,82,,3932234085,230,97.3,3932234095,233,9,3932234073,102,51.9,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,3932234087,231,51.4,3932229107,18,3932234075,103,19,3932234079,458,3932234083,147,56.9,3932234081,146,80.7,3935718329,178,3932234071,76,,,,,,,,,,,,,,,,,,,,,,,,
2488741425,9,10,1,0,32,82kapkjwonlv9j1ui0ytv5sii,1,20.9,44.3,2022-12-03T12:31:20.902Z,2022-12-06T05:47:21Z,3932229185,94,,3935718389,178,,3932229187,56,Back,3932233607,233,8,,,,,,,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741471,9,1,1,0,34,b3vbyitzi3nrw9ehj1eoko219,1,61.1,74.8,2022-12-03T12:31:23.427Z,2022-12-06T05:47:26Z,3932229409,212,30.7,3935718465,178,,3932229405,140,35.0,3932229411,213,2.7,3932229403,56,Back,3932229407,141,95.0,,,,,,,76j19abwcie5w5hptkewlh0bt,M. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741527,10,1,1,0,38,b3vbyitzi3nrw9ehj1eoko219,1,35,95,2022-12-03T12:31:27.442Z,2022-12-06T05:47:32Z,3932229677,140,19.6,3932229689,212,21.0,3932229675,56,Back,3932229693,213,3.8,3932229683,141,75.3,3935718589,178,,,,,,,,292fas4iqplshrbyvtj5ins9h,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741539,11,1,1,0,41,b3vbyitzi3nrw9ehj1eoko219,0,19.6,75.3,2022-12-03T12:31:30.512Z,2022-12-06T05:47:36Z,3932229765,213,0.3,3932229755,155,,3932229759,140,64.2,3932229761,141,93.2,3932229757,56,Left,3932229767,1,,3932229763,212,48.4,3935718653,178,,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741567,10,1,1,0,44,82kapkjwonlv9j1ui0ytv5sii,1,31.5,11.9,2022-12-03T12:31:33.336Z,2022-12-06T05:47:43Z,3932229875,56,Back,3932229879,140,39.8,3932229883,212,9.1,3935718759,178,,3932229885,213,6.0,3932229873,3,,3932229881,141,8.0,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741571,11,49,1,0,45,82kapkjwonlv9j1ui0ytv5sii,1,39.8,8,2022-12-03T12:31:34.263Z,2022-12-06T05:47:48Z,,,,,,,,,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741579,12,1,1,0,45,82kapkjwonlv9j1ui0ytv5sii,1,39.8,8,2022-12-03T12:31:34.704Z,2022-12-06T05:47:52Z,3932229925,140,22.5,3932229929,212,18.5,3932229927,141,13.5,3932229923,56,Back,3935718901,178,,3932229931,213,2.9,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741601,13,1,1,0,47,82kapkjwonlv9j1ui0ytv5sii,1,22.5,13.5,2022-12-03T12:31:36.744Z,2022-12-06T05:47:56Z,3932230037,212,19.6,3935718937,178,,3932230033,140,8.1,3932230035,141,31.8,3932230039,213,2.5,3932230031,56,Back,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741657,14,1,1,0,50,82kapkjwonlv9j1ui0ytv5sii,1,8.1,31.8,2022-12-03T12:31:39.617Z,2022-12-06T05:47:58Z,3932230315,56,Back,3932230323,213,0.3,3932230319,141,46.9,3932230317,140,43.6,3935718951,178,,3932230321,212,38.7,3932230313,155,,3932230325,1,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741659,15,50,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,45.4,55.3,2022-12-03T12:31:43.524Z,2022-12-06T05:48:11Z,3932230335,286,,3932230633,233,12,3932230333,56,Back,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741711,12,7,1,0,54,b3vbyitzi3nrw9ehj1eoko219,0,54.6,44.7,2022-12-03T12:31:43.587Z,2022-12-06T05:48:15Z,3932230619,233,15,3935117511,385,,3932230571,56,Center,3932230573,285,,3935719099,178,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489401731,908,67,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,46.5,57.2,2022-12-03T12:31:43.646Z,2022-12-06T10:52:59Z,3935738405,233,1002,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489401727,1002,67,1,0,54,b3vbyitzi3nrw9ehj1eoko219,0,53.5,42.8,2022-12-03T12:31:43.647Z,2022-12-06T06:29:34Z,3935738409,233,908,,,,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489287359,867,61,1,0,54,82kapkjwonlv9j1ui0ytv5sii,1,45,56.5,2022-12-03T12:31:43.674Z,2022-12-06T10:53:00Z,3935719181,178,,3935118471,56,Back,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741715,13,4,1,0,57,b3vbyitzi3nrw9ehj1eoko219,1,54.2,34.9,2022-12-03T12:31:46.558Z,2022-12-06T05:48:41Z,3932230593,56,Center,3932230635,233,17,3932230597,286,,3932230591,295,,3932230589,13,,3932230595,152,,,,,,,,dz4jeb7rhr5jt3grs4evbs5bd,C. Vernam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741713,17,4,1,0,57,82kapkjwonlv9j1ui0ytv5sii,0,45.8,65.1,2022-12-03T12:31:46.559Z,2022-12-06T05:48:41Z,3932230579,56,Back,3932230575,13,,3932230583,285,,3932230659,233,13,3932230577,295,,3935719303,178,,3932230581,152,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741707,16,43,1,0,59,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-03T12:31:48.523Z,2022-12-03T12:31:53Z,3932230543,56,Back,3932230715,144,7,3932230545,285,0,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741779,14,1,1,1,7,b3vbyitzi3nrw9ehj1eoko219,1,55.3,34,2022-12-03T12:31:56.135Z,2022-12-06T05:48:44Z,3932230933,5,,3932230943,212,25.1,3935719341,178,,3932230937,56,Back,3932230941,141,40.7,3932230935,152,,3932230939,140,31.8,3932230945,213,3.0,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741801,15,1,1,1,11,b3vbyitzi3nrw9ehj1eoko219,1,34.8,40.9,2022-12-03T12:32:00.089Z,2022-12-06T05:48:48Z,3932231065,212,26.1,3932231059,56,Right,3932231061,140,53.2,3935719369,178,,3932231067,213,5.5,3932231063,141,15.2,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741809,16,1,1,1,14,b3vbyitzi3nrw9ehj1eoko219,1,56,14.1,2022-12-03T12:32:03.308Z,2022-12-06T05:48:53Z,3932231111,213,5.5,3932231103,56,Right,3932231107,141,5.8,3932231109,212,8.1,3935719403,178,,3932231105,140,61.5,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741835,17,1,1,1,15,b3vbyitzi3nrw9ehj1eoko219,1,61.5,5.8,2022-12-03T12:32:04.237Z,2022-12-06T05:48:59Z,3935719443,178,,3932231237,140,40.5,3932231243,213,2.8,3932231239,141,18.9,3932231235,56,Back,3932231241,212,23.8,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741875,18,1,1,1,18,b3vbyitzi3nrw9ehj1eoko219,1,38.9,20.7,2022-12-03T12:32:07.394Z,2022-12-06T05:49:02Z,3932231427,1,,3932231419,140,34.0,3932231423,212,37.3,3932231425,213,1.7,3935719475,178,,3932231417,56,Back,3932231421,141,75.1,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741927,19,1,1,1,21,b3vbyitzi3nrw9ehj1eoko219,1,34.2,75.6,2022-12-03T12:32:10.337Z,2022-12-06T05:49:05Z,3932231657,140,41.8,3932231663,213,1.0,3932231655,56,Back,3932231659,141,93.5,3935719491,178,,3932231661,212,14.6,,,,,,,292fas4iqplshrbyvtj5ins9h,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488741983,20,1,1,1,25,b3vbyitzi3nrw9ehj1eoko219,1,40,73.8,2022-12-03T12:32:14.328Z,2022-12-06T05:49:08Z,3932231901,141,44.2,3932231897,56,Back,3935719515,178,,3932231905,213,4.2,3932231903,212,23.5,3932231899,140,28.4,,,,,,,76j19abwcie5w5hptkewlh0bt,M. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742039,21,1,1,1,29,b3vbyitzi3nrw9ehj1eoko219,1,30.8,41.5,2022-12-03T12:32:18.625Z,2022-12-06T05:49:12Z,3932232157,141,74.8,3932232153,56,Back,3932232159,212,22.8,3932232155,140,32.9,3935719561,178,,3932232161,213,1.5,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742087,22,1,1,1,33,b3vbyitzi3nrw9ehj1eoko219,1,34.3,80.9,2022-12-03T12:32:22.002Z,2022-12-06T05:49:15Z,3935719587,178,,3932232417,56,Center,3932232433,213,6.2,3932232421,140,62.8,3932232429,212,30.0,3932232425,141,78.1,,,,,,,292fas4iqplshrbyvtj5ins9h,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742107,23,61,1,1,35,b3vbyitzi3nrw9ehj1eoko219,1,62.8,78.1,2022-12-03T12:32:23.952Z,2022-12-06T05:49:22Z,3932232521,56,Center,3935719663,178,,,,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489402089,1036,67,1,1,36,b3vbyitzi3nrw9ehj1eoko219,1,66.7,71.4,2022-12-03T12:32:25.669Z,2022-12-06T10:53:00Z,3935740777,233,932,,,,,,,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489402085,932,67,1,1,36,82kapkjwonlv9j1ui0ytv5sii,0,33.3,28.6,2022-12-03T12:32:25.670Z,2022-12-06T06:36:22Z,3935740785,233,1036,,,,,,,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489287759,970,1,1,1,37,b3vbyitzi3nrw9ehj1eoko219,0,66.3,73.8,2022-12-03T12:32:25.818Z,2022-12-06T10:53:00Z,3935120785,286,,3935120461,140,68.3,3935120783,236,,3935720325,389,,3935120459,56,Center,3935120465,212,3.1,3935120463,141,77.2,3935120861,233,18,43dtg3eg858i3agncnpq3p1wp,B. House,3935120467,213,0.8,3935120457,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742127,18,74,1,1,37,82kapkjwonlv9j1ui0ytv5sii,1,32.7,26.2,2022-12-03T12:32:25.897Z,2022-12-06T05:51:20Z,3935719837,178,,3932232649,56,Back,3935120695,285,,3935120865,233,970,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742161,19,49,1,1,38,82kapkjwonlv9j1ui0ytv5sii,1,39.3,30.1,2022-12-03T12:32:26.970Z,2022-12-06T05:51:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742203,20,1,1,1,39,82kapkjwonlv9j1ui0ytv5sii,1,39.3,30.1,2022-12-03T12:32:27.839Z,2022-12-06T05:51:29Z,3932232991,140,31.3,3932232989,56,Back,3932232995,212,10.6,3932232993,141,39.5,3932232997,213,2.5,3935720491,178,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742225,21,1,1,1,43,82kapkjwonlv9j1ui0ytv5sii,1,27.7,40.3,2022-12-03T12:32:32.344Z,2022-12-06T05:51:34Z,3935720539,178,,3932233109,141,70.0,3932233105,56,Back,3932233113,213,1.6,3932233107,140,27.2,3932233111,212,20.2,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742271,22,3,1,1,46,82kapkjwonlv9j1ui0ytv5sii,1,29.7,74.8,2022-12-03T12:32:35.146Z,2022-12-06T05:51:38Z,3932233313,233,24,3932233287,56,Back,3935121729,465,,3932233289,285,,3935720573,178,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742239,24,45,1,1,46,b3vbyitzi3nrw9ehj1eoko219,0,70.3,25.2,2022-12-03T12:32:35.146Z,2022-12-06T05:51:38Z,3932233151,56,Center,3932233153,286,,3932233359,233,22,,,,,,,,,,,,,,,,dz4jeb7rhr5jt3grs4evbs5bd,C. Vernam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742305,23,1,1,1,48,82kapkjwonlv9j1ui0ytv5sii,1,33.2,64.8,2022-12-03T12:32:37.662Z,2022-12-06T05:51:42Z,3932233487,213,4.4,3935720613,178,,3932233479,56,Back,3932233483,141,34.3,3932233485,212,22.1,3932233481,140,26.0,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488742329,24,1,1,1,51,82kapkjwonlv9j1ui0ytv5sii,1,26,34.3,2022-12-03T12:32:40.465Z,2022-12-06T05:51:45Z,3932233645,212,13.4,3932233647,213,5.0,3932233639,56,Back,3932233643,141,15.6,3932233641,140,30.0,3935720633,178,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
