id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2516970527,6,1,1,0,12,fvr504m6gaxsfmtx4fwm7iq1,1,49.5,67,2023-03-07T19:45:29.820Z,2023-03-09T19:15:38Z,4081119395,212,6.8,4081119393,141,72.3,4081119387,3,,4081119389,56,Center,4081119391,140,55.0,4081119397,213,0.6,4084402721,388,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970531,7,49,1,0,14,fvr504m6gaxsfmtx4fwm7iq1,1,53.2,71.4,2023-03-07T19:45:31.405Z,2023-03-09T19:15:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4kg1zi1c92yxf23t15hvpl2hh,G. Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970541,8,1,1,0,15,fvr504m6gaxsfmtx4fwm7iq1,0,32.9,55.8,2023-03-07T19:45:32.282Z,2023-03-09T19:15:44Z,4081119449,56,Back,4081119447,157,,4081119455,212,31.4,4081119453,141,100.0,4081119457,213,1.4,4084402941,178,,4081119459,1,,4081119451,140,38.0,4kg1zi1c92yxf23t15hvpl2hh,G. Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970671,6,5,1,0,17,b3vbyitzi3nrw9ehj1eoko219,1,61.8,-1.6,2023-03-07T19:45:34.229Z,2023-03-09T19:15:46Z,4081119993,233,9,4081119991,347,,4081119989,56,Right,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970545,9,5,1,0,17,fvr504m6gaxsfmtx4fwm7iq1,0,38.2,101.6,2023-03-07T19:45:34.229Z,2023-03-09T19:15:47Z,4081119997,233,6,4081119465,56,Back,4081119467,347,,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970679,7,1,1,0,33,b3vbyitzi3nrw9ehj1eoko219,1,65.4,0,2023-03-07T19:45:50.376Z,2023-03-09T19:15:48Z,4081120019,56,Right,4081120017,107,,4081120025,212,14.1,4081120023,141,18.8,4081120027,213,1.5,4081120021,140,65.8,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970691,8,1,1,0,34,b3vbyitzi3nrw9ehj1eoko219,1,65.8,18.8,2023-03-07T19:45:51.343Z,2023-03-09T19:15:56Z,4081120099,140,65.4,4081120097,56,Right,4081120101,141,7.6,4081120105,213,4.7,4084403463,388,,4081120103,212,7.6,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970695,9,1,1,0,34,b3vbyitzi3nrw9ehj1eoko219,0,65.8,7,2023-03-07T19:45:51.994Z,2023-03-09T19:16:01Z,4081120127,141,14.4,4081120129,212,14.0,4081120131,213,0.4,4081120123,56,Right,4084403637,178,,4081120125,140,78.2,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970707,10,49,1,0,34,fvr504m6gaxsfmtx4fwm7iq1,1,14.3,82.4,2023-03-07T19:45:52.125Z,2023-03-09T19:37:41Z,,,,,,,,,,,,,,,,,,,,,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970745,11,1,1,0,39,fvr504m6gaxsfmtx4fwm7iq1,0,16.3,95.4,2023-03-07T19:45:56.508Z,2023-03-09T19:16:08Z,4081120331,212,47.7,4081120327,140,58.8,4081120329,141,70.8,4084403961,178,,4081120333,213,5.9,4081120853,155,,4081120335,1,,4081120325,56,Center,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970737,10,44,1,0,41,b3vbyitzi3nrw9ehj1eoko219,1,39.4,29.4,2023-03-07T19:45:58.704Z,2023-03-09T22:55:08Z,4081120367,233,12,4081120287,285,,4081120285,56,Back,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970747,12,44,1,0,41,fvr504m6gaxsfmtx4fwm7iq1,0,60.6,70.6,2023-03-07T19:45:58.705Z,2023-03-09T19:16:12Z,4081120385,233,10,4081120339,56,Center,4081120341,286,,,,,,,,,,,,,,,,,4hcjk936uj5hm4bmnnin5nsh5,A. Keena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970743,11,1,1,0,41,b3vbyitzi3nrw9ehj1eoko219,0,37.6,29.7,2023-03-07T19:45:58.732Z,2023-03-09T22:55:09Z,4084404235,388,,4081120311,3,,4081120317,141,34.2,4081120319,212,15.3,4081120313,56,Center,4081120321,213,0.2,4081120315,140,51.9,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970765,13,1,1,0,43,fvr504m6gaxsfmtx4fwm7iq1,0,42,70.5,2023-03-07T19:46:00.397Z,2023-03-09T19:16:18Z,4081120435,141,54.6,4081120429,3,,4081120431,56,Center,4081120433,140,67.8,4084404353,178,,4081120439,213,5.9,4081120437,212,29.2,,,,4kg1zi1c92yxf23t15hvpl2hh,G. Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970771,12,49,1,0,45,b3vbyitzi3nrw9ehj1eoko219,1,26.9,45.5,2023-03-07T19:46:02.520Z,2023-03-09T19:16:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970779,13,1,1,0,46,b3vbyitzi3nrw9ehj1eoko219,1,26.5,41.6,2023-03-07T19:46:03.882Z,2023-03-09T19:16:22Z,4081120467,56,Back,4081120475,212,9.1,4081120473,141,32.4,4084404517,178,,4081120477,213,5.5,4081120471,140,32.8,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970805,14,1,1,0,47,b3vbyitzi3nrw9ehj1eoko219,1,32.8,32.4,2023-03-07T19:46:04.560Z,2023-03-09T19:16:26Z,4081120585,213,3.7,4084404615,178,,4081120577,56,Back,4081120583,212,12.3,4081120579,140,22.7,4081120581,141,23.3,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970833,15,1,1,0,49,b3vbyitzi3nrw9ehj1eoko219,1,23.8,20.6,2023-03-07T19:46:06.993Z,2023-03-09T19:16:28Z,4081120725,212,8.8,4081120723,141,23.6,4084404667,178,,4081120719,56,Back,4081120721,140,32.0,4081120727,213,0.2,,,,,,,8q4vt9778kxds17wm6e9hdoiy,L. Montsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970849,16,1,1,0,52,b3vbyitzi3nrw9ehj1eoko219,1,30.1,20.3,2023-03-07T19:46:10.059Z,2023-03-09T19:16:31Z,4081120799,212,8.8,4081120797,141,7.4,4084404791,178,,4081120801,213,4.6,4081120793,56,Back,4081120795,140,29.4,,,,,,,2sqsqi4h0d982a171bfuqnd91,E. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970861,17,1,1,0,53,b3vbyitzi3nrw9ehj1eoko219,1,29.4,7.4,2023-03-07T19:46:10.635Z,2023-03-09T19:16:33Z,4081120839,140,21.5,4081120843,212,10.2,4081120837,56,Back,4084404947,178,,4081120845,213,2.5,4081120841,141,16.1,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970885,18,1,1,0,54,b3vbyitzi3nrw9ehj1eoko219,1,21.5,16.1,2023-03-07T19:46:11.527Z,2023-03-09T19:16:37Z,4081120919,56,Back,4081120923,141,37.7,4081120925,212,15.2,4081120927,213,1.8,4084405099,178,,4081120921,140,17.8,,,,,,,8q4vt9778kxds17wm6e9hdoiy,L. Montsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970901,19,1,1,0,57,b3vbyitzi3nrw9ehj1eoko219,1,18.5,37.4,2023-03-07T19:46:14.552Z,2023-03-09T19:16:39Z,4081120997,212,23.6,4081120999,213,1.8,4084405259,178,,4081120991,56,Back,4081120995,141,71.4,4081120993,140,14.2,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970927,20,1,1,0,59,b3vbyitzi3nrw9ehj1eoko219,1,14.2,71.4,2023-03-07T19:46:16.843Z,2023-03-09T19:16:41Z,4081121133,140,24.6,4081121135,141,91.1,4084405357,178,,4081121131,56,Back,4081121139,213,0.9,4081121137,212,17.3,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970941,21,1,1,1,2,b3vbyitzi3nrw9ehj1eoko219,0,25.3,92.1,2023-03-07T19:46:19.209Z,2023-03-09T19:38:50Z,4081121209,140,30.9,4081121301,236,,4081121207,56,Back,4081121307,286,,4084405451,178,,4081121303,233,14,4081121219,213,6.2,4081121217,212,5.9,91mshvbc4rk9cf0chhgukakiy,H. Boyes,4081121211,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970955,14,74,1,1,2,fvr504m6gaxsfmtx4fwm7iq1,1,62.8,4,2023-03-07T19:46:19.374Z,2023-03-09T19:16:47Z,4081121281,56,Right,4081121283,285,,4084405567,178,,4081121309,233,21,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970967,15,5,1,1,3,fvr504m6gaxsfmtx4fwm7iq1,0,63.8,-1.6,2023-03-07T19:46:20.982Z,2023-03-09T19:16:50Z,4081121913,233,22,4081121359,347,,4081121357,56,Right,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971077,22,5,1,1,3,b3vbyitzi3nrw9ehj1eoko219,1,36.2,101.6,2023-03-07T19:46:20.982Z,2023-03-09T19:16:50Z,4081121903,233,15,4081121865,347,,4081121861,56,Back,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971093,23,1,1,1,19,b3vbyitzi3nrw9ehj1eoko219,1,34.2,100,2023-03-07T19:46:36.308Z,2023-03-09T19:16:52Z,4081121953,141,87.1,4081121955,212,12.2,4081121949,56,Back,4081121947,107,,4081121951,140,27.8,4081121957,213,4.1,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971107,24,1,1,1,20,b3vbyitzi3nrw9ehj1eoko219,1,27.5,87.4,2023-03-07T19:46:37.224Z,2023-03-09T19:16:55Z,4081122021,212,8.2,4081122015,56,Back,4081122023,213,0.9,4084405827,178,,4081122019,141,96.6,4081122017,140,32.6,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971117,25,1,1,1,21,b3vbyitzi3nrw9ehj1eoko219,1,29.9,95.9,2023-03-07T19:46:38.766Z,2023-03-09T19:16:58Z,4081122075,140,26.7,4081122081,212,6.3,4081122071,56,Back,4081122079,141,88.0,4081122083,213,4.2,4084405973,178,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971133,26,1,1,1,22,b3vbyitzi3nrw9ehj1eoko219,1,26.1,88.6,2023-03-07T19:46:39.553Z,2023-03-09T19:17:01Z,4081122143,140,11.6,4081122145,141,85.9,4081122149,213,3.3,4084406043,178,,4081122147,212,15.3,4081122141,56,Back,,,,,,,cz9jf3ozld7o0hns2xmn54b56,E. Erhahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971147,27,1,1,1,23,b3vbyitzi3nrw9ehj1eoko219,1,11.6,85.9,2023-03-07T19:46:40.428Z,2023-03-09T19:17:04Z,4081122213,213,1.3,4081122207,140,13.1,4081122209,141,94.2,4081122205,56,Back,4084406139,178,,4081122211,212,5.9,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971129,16,43,1,1,24,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2023-03-07T19:46:41.681Z,2023-03-07T19:47:03Z,4081122135,56,Right,4081123089,144,61,,,,,,,,,,,,,,,,,,,4hcjk936uj5hm4bmnnin5nsh5,A. Keena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971191,28,1,1,1,26,b3vbyitzi3nrw9ehj1eoko219,1,19.6,94.2,2023-03-07T19:46:43.615Z,2023-03-09T19:17:06Z,4081122383,213,0.2,4081122379,141,96.2,4081122377,140,25.4,4084406247,178,,4081122381,212,6.2,4081122375,56,Back,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517459893,815,3,1,1,27,b3vbyitzi3nrw9ehj1eoko219,0,23.5,93.9,2023-03-07T19:46:44.988Z,2023-03-09T19:17:10Z,4083679517,467,9em8141j1bdvykowhmoyeob85,4083679511,56,Back,4084406371,178,,4083679513,285,,4083679515,465,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971195,29,4,1,1,28,b3vbyitzi3nrw9ehj1eoko219,1,29.4,96,2023-03-07T19:46:45.427Z,2023-03-09T19:17:13Z,4081122391,152,,4081122395,285,,4081122393,265,,4081122387,13,,4081122389,56,Back,4081122465,233,17,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971209,17,4,1,1,28,fvr504m6gaxsfmtx4fwm7iq1,0,70.6,4,2023-03-07T19:46:45.428Z,2023-03-09T19:17:13Z,4081122451,13,,4081122457,265,,4081122459,286,,4081122485,233,29,4084406487,178,,4081122453,56,Right,4081122455,152,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971305,30,1,1,1,36,b3vbyitzi3nrw9ehj1eoko219,1,24.1,92.9,2023-03-07T19:46:53.694Z,2023-03-09T19:17:17Z,4084406591,178,,4081122877,5,,4081122883,152,,4081122879,155,,4081122885,56,Back,4081122891,212,56.5,4081122889,141,11.1,4081122887,140,33.4,5mx96hmn7ophhuvmybmf1esid,R. Poole,4081122895,1,,4081122881,196,4081122893,213,4.9,,,,,,,,,,,,,,,,,,,,,,
2516971315,31,1,1,1,41,b3vbyitzi3nrw9ehj1eoko219,0,35.1,13.8,2023-03-07T19:46:58.906Z,2023-03-09T19:17:19Z,4081122953,56,Right,4081122961,213,6.0,4081122955,140,73.3,4081122957,141,0.0,4081122959,212,41.3,4084406723,178,,4081122963,1,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971523,18,5,1,1,43,fvr504m6gaxsfmtx4fwm7iq1,1,21.4,101.1,2023-03-07T19:47:00.782Z,2023-03-09T19:17:21Z,4081123867,347,,4081123865,56,Back,4081123887,233,32,,,,,,,,,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971323,32,5,1,1,43,b3vbyitzi3nrw9ehj1eoko219,0,78.6,-1.1,2023-03-07T19:47:00.782Z,2023-03-09T19:17:21Z,4081122981,56,Right,4081122983,347,,4081123921,233,18,,,,,,,,,,,,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971557,19,1,1,2,2,fvr504m6gaxsfmtx4fwm7iq1,0,22.4,100,2023-03-07T19:47:19.509Z,2023-03-09T19:17:23Z,4081124021,212,29.6,4081124015,56,Left,4081124013,107,,4081124017,140,50.3,4081124019,141,94.8,4081124023,213,6.1,4081124025,1,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971577,33,1,1,2,4,b3vbyitzi3nrw9ehj1eoko219,1,45.4,7.4,2023-03-07T19:47:21.566Z,2023-03-09T19:17:26Z,4081124111,56,Center,4081124119,213,0.5,4081124117,212,22.1,4081124115,141,22.8,4084407089,388,,4081124113,140,63.9,4081124109,3,,,,,6g8w8yuvkuayxcegsvzcjmmzt,L. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971579,34,61,1,2,5,b3vbyitzi3nrw9ehj1eoko219,0,63.9,22.8,2023-03-07T19:47:22.764Z,2023-03-09T19:17:29Z,4081124123,56,Center,4084407195,178,,,,,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517598349,898,67,1,2,6,fvr504m6gaxsfmtx4fwm7iq1,1,38.1,75,2023-03-07T19:47:23.432Z,2023-03-09T22:55:09Z,4084455093,233,849,,,,,,,,,,,,,,,,,,,,,,4kg1zi1c92yxf23t15hvpl2hh,G. Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517598347,849,67,1,2,6,b3vbyitzi3nrw9ehj1eoko219,0,61.9,25,2023-03-07T19:47:23.433Z,2023-03-09T19:41:52Z,4084455109,233,898,,,,,,,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971603,20,1,1,2,6,fvr504m6gaxsfmtx4fwm7iq1,0,39.6,75,2023-03-07T19:47:23.443Z,2023-03-09T22:55:09Z,4081303247,141,78.9,4081303249,212,2.7,4084407357,178,,4081124193,56,Back,4081303251,213,1.6,4081303245,140,39.6,,,,,,,4kg1zi1c92yxf23t15hvpl2hh,G. Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971595,35,61,1,2,6,b3vbyitzi3nrw9ehj1eoko219,1,63.3,20.6,2023-03-07T19:47:23.610Z,2023-03-09T19:17:37Z,4084407419,178,,4081124163,56,Right,,,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971609,36,49,1,2,9,b3vbyitzi3nrw9ehj1eoko219,1,52.7,53.1,2023-03-07T19:47:26.239Z,2023-03-09T19:17:40Z,,,,,,,,,,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
