id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/15/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,assist
2500344773,7,1,1,0,20,ahm0t06rup1bkd9z0mxl2lmph,1,48.4,86.1,2023-01-24T19:47:04.499Z,2023-01-26T09:57:10Z,3993556889,213,4.7,3995413405,178,,3993556881,56,Back,3993556885,141,5.9,3993556879,196,,3993556887,212,54.6,3993556891,1,,3993556877,155,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,3993556883,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344847,8,61,1,0,22,ahm0t06rup1bkd9z0mxl2lmph,0,45.3,9.3,2023-01-24T19:47:07.341Z,2023-01-26T09:57:18Z,3993557293,56,Back,3995413461,178,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344967,5,5,1,0,24,jv3jh5m5t7qy5t37vwwmnj16,1,56.2,101.8,2023-01-24T19:47:09.169Z,2023-01-26T09:57:28Z,3993557779,347,,3993557777,56,Left,3993557799,233,9,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344861,9,5,1,0,24,ahm0t06rup1bkd9z0mxl2lmph,0,43.8,-1.8,2023-01-24T19:47:09.169Z,2023-01-26T09:57:29Z,3993557827,233,5,3993557343,56,Back,3993557345,347,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345007,6,1,1,0,37,jv3jh5m5t7qy5t37vwwmnj16,1,53.6,100,2023-01-24T19:47:22.447Z,2023-01-26T09:57:35Z,3993557951,212,24.2,3994214939,1,,3993557947,140,76.1,3993557939,107,,3993557953,213,6.1,3993557949,141,93.6,3993557943,56,Left,,,,1kw6qz2pi7wlam068oeirztud,J. Obita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345021,7,1,1,0,39,jv3jh5m5t7qy5t37vwwmnj16,0,74.8,90.9,2023-01-24T19:47:24.425Z,2023-01-26T09:57:39Z,3993557997,213,5.3,3993557989,56,Center,3993557993,141,71.9,3993557987,3,,3993557991,140,82.3,3995413583,388,,3993557995,212,15.1,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345037,10,49,1,0,41,ahm0t06rup1bkd9z0mxl2lmph,1,15.5,30.6,2023-01-24T19:47:25.480Z,2023-01-26T09:57:49Z,,,,,,,,,,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345077,8,45,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,0,83.2,86.1,2023-01-24T19:47:26.944Z,2023-01-26T09:58:03Z,3993558241,286,,3993558319,233,11,3993558239,56,Left,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345083,11,3,1,0,42,ahm0t06rup1bkd9z0mxl2lmph,1,16.8,13.9,2023-01-24T19:47:26.944Z,2023-01-26T09:58:03Z,3995413859,178,,3993558275,56,Back,3994215147,464,,3993558277,285,,3993558309,233,8,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345157,12,1,1,0,44,ahm0t06rup1bkd9z0mxl2lmph,1,19,5.9,2023-01-24T19:47:28.903Z,2023-01-26T09:58:06Z,3993558627,157,,3993558637,213,0.6,3995413915,178,,3993558629,56,Back,3993558633,141,38.0,3993558631,140,48.4,3993558639,1,,3993558635,212,37.8,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345205,13,61,1,0,50,ahm0t06rup1bkd9z0mxl2lmph,1,57.7,49.9,2023-01-24T19:47:34.952Z,2023-01-26T10:29:15Z,3995414013,178,,3993558891,56,Center,,,,,,,,,,,,,,,,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345249,14,1,1,0,56,ahm0t06rup1bkd9z0mxl2lmph,1,79.3,82.9,2023-01-24T19:47:41.054Z,2023-01-26T09:58:20Z,3993559103,56,Left,3993559111,213,0.5,3993559105,140,93.4,3993559109,212,16.9,3995414037,178,,3993559107,141,95.0,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345243,9,45,1,0,58,jv3jh5m5t7qy5t37vwwmnj16,0,8,6.8,2023-01-24T19:47:42.837Z,2023-01-26T09:58:25Z,3993559079,285,,3993559077,56,Back,3993559403,233,15,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345293,15,3,1,0,58,ahm0t06rup1bkd9z0mxl2lmph,1,92,93.2,2023-01-24T19:47:42.837Z,2023-01-26T09:58:25Z,3993559329,56,Left,3995414095,178,,3993559331,286,,3993559345,233,9,3994215905,464,,,,,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345331,16,1,1,1,2,ahm0t06rup1bkd9z0mxl2lmph,1,95.7,73.3,2023-01-24T19:47:46.788Z,2023-01-26T09:58:31Z,3993559523,212,13.4,3993559517,56,Center,3994215991,195,,3993561425,154,,3993559521,141,59.9,3993559525,213,3.9,3995414127,178,,3993561423,210,15,987r1vdgx95x30elzrisjrzs9,C. Brown,3993559519,140,86.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345337,17,15,1,1,3,ahm0t06rup1bkd9z0mxl2lmph,1,87.9,59.6,2023-01-24T19:47:48.385Z,2023-01-26T09:58:31Z,3993560431,233,10,3993561447,146,90.7,3993561443,102,50.9,3993561437,154,,3993559535,17,,3993561439,55,16,3993561435,29,,3993559537,56,Center,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,3993561451,230,98.2,,3994216291,78,3993559533,22,3993561445,103,19,3993561449,147,57.6,3993560401,82,3993561453,231,51.3,3993560397,20,3995414165,178,,,,,,,,,,,,,,
2500345357,10,10,1,1,4,jv3jh5m5t7qy5t37vwwmnj16,1,11,41.8,2023-01-24T19:47:48.476Z,2023-01-26T09:58:35Z,3995414197,178,,3993560435,233,17,3993559617,94,,3993559621,56,Back,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345367,11,6,1,1,7,jv3jh5m5t7qy5t37vwwmnj16,0,12.2,41.2,2023-01-24T19:47:51.503Z,2023-01-26T09:58:38Z,3993559679,73,,3993559837,233,18,3993559677,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345389,18,6,1,1,7,ahm0t06rup1bkd9z0mxl2lmph,1,87.8,58.8,2023-01-24T19:47:51.503Z,2023-01-26T09:58:37Z,3993559803,233,11,3993559775,56,Center,3993560273,75,,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345917,19,1,1,1,56,ahm0t06rup1bkd9z0mxl2lmph,0,99.6,0.2,2023-01-24T19:48:40.686Z,2023-01-26T09:58:42Z,3993562325,56,Center,3993562333,213,1.7,3993562321,155,,3993562329,141,51.6,3993562319,6,,3993562317,2,,3993562335,1,,3993562323,223,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,3993562331,212,35.4,,3995414227,178,3993562327,140,3994216673,72,,,,,,,,,,,,,,94.3,,,,,,,,,,,,,
2500345927,12,11,1,1,58,jv3jh5m5t7qy5t37vwwmnj16,1,5.6,46.8,2023-01-24T19:48:42.597Z,2023-01-26T09:58:45Z,3994216757,88,,3994216755,56,Back,3995414279,388,,3994216877,378,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346003,13,1,1,2,2,jv3jh5m5t7qy5t37vwwmnj16,1,14.9,33.6,2023-01-24T19:48:47.080Z,2023-01-26T09:58:53Z,3993562777,212,55.2,3993562769,199,,3993562775,141,66.1,3993562783,1,,3993562771,56,Center,3993562781,213,0.4,3993562773,140,63.1,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346033,14,1,1,2,5,jv3jh5m5t7qy5t37vwwmnj16,0,62.5,66.1,2023-01-24T19:48:50.439Z,2023-01-26T09:59:02Z,3993562913,213,0.1,3995414435,178,,3993562905,56,Center,3993562909,141,70.0,3993562903,3,,3993562911,212,23.6,3993562907,140,84.8,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346027,20,52,1,2,9,ahm0t06rup1bkd9z0mxl2lmph,1,14.1,33.2,2023-01-24T19:48:54.003Z,2023-01-26T09:59:04Z,3994217173,377,,3995414441,178,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346199,21,1,1,2,20,ahm0t06rup1bkd9z0mxl2lmph,0,14.2,38.6,2023-01-24T19:49:05.098Z,2023-01-26T09:59:07Z,3993563693,212,58.1,3993563695,213,6.3,3993563691,141,36.5,3993563687,56,Center,3993563685,199,,3993563689,140,69.5,3993563697,1,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500850427,1190,67,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,28.9,64,2023-01-24T19:49:08.463Z,2023-01-27T09:29:46Z,3996194235,233,1605,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500850425,1605,67,1,2,24,ahm0t06rup1bkd9z0mxl2lmph,0,71.1,36,2023-01-24T19:49:08.464Z,2023-01-27T07:49:01Z,3996194239,233,1190,,,,,,,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500475613,777,61,1,2,24,jv3jh5m5t7qy5t37vwwmnj16,1,29.7,63.7,2023-01-24T19:49:08.471Z,2023-01-27T09:29:46Z,3995414561,178,,3994217975,56,Back,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346217,22,1,1,2,27,ahm0t06rup1bkd9z0mxl2lmph,0,71.2,38.2,2023-01-24T19:49:12.057Z,2023-01-26T09:59:16Z,3993563767,141,39.2,3993563765,140,58.5,3993563771,213,3.1,3993563769,212,13.4,3995414585,178,,3993563763,56,Center,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346227,15,49,1,2,28,jv3jh5m5t7qy5t37vwwmnj16,1,34.9,63.3,2023-01-24T19:49:12.925Z,2023-01-26T09:59:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346261,16,1,1,2,29,jv3jh5m5t7qy5t37vwwmnj16,1,34.9,63.3,2023-01-24T19:49:14.174Z,2023-01-26T09:59:24Z,3993563975,56,Back,3995414683,178,,3993563983,213,3.6,3993563979,141,55.4,3993563981,212,12.1,3993563977,140,24.6,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346285,17,1,1,2,32,jv3jh5m5t7qy5t37vwwmnj16,0,25.1,46.9,2023-01-24T19:49:16.940Z,2023-01-26T09:59:30Z,3993564087,1,,3993564077,56,Center,3993564081,141,68.4,3993564085,213,0.3,3993564075,155,,3993564083,212,47.0,3995414743,178,,3993564079,140,67.6,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346329,23,1,1,2,35,ahm0t06rup1bkd9z0mxl2lmph,0,30.6,31.6,2023-01-24T19:49:19.673Z,2023-01-26T09:59:34Z,3993564273,213,0.0,3993564263,3,,3993564269,141,31.6,3995414773,388,,3993564265,56,Back,3993564271,212,20.1,3993564267,140,49.7,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346437,18,1,1,2,36,jv3jh5m5t7qy5t37vwwmnj16,0,53.7,66.7,2023-01-24T19:49:21.302Z,2023-01-26T09:59:39Z,3993564711,212,13.8,3993564703,3,,3995414819,388,,3993564709,141,80.5,3993564705,56,Left,3993564713,213,0.7,3993564707,140,63.3,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500475755,921,61,1,2,38,ahm0t06rup1bkd9z0mxl2lmph,1,37,18.7,2023-01-24T19:49:23.013Z,2023-01-26T09:59:48Z,3995414915,21,,3995414917,178,,3994218805,56,Back,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346443,19,4,1,2,40,jv3jh5m5t7qy5t37vwwmnj16,1,60.6,93.4,2023-01-24T19:49:24.869Z,2023-01-26T09:59:56Z,3993564727,56,Left,3993564769,233,24,3993564731,265,,3993564733,286,,3993564725,13,,3993564729,152,,,,,,,,7yqdri2a1wz80jfzbcyfc904p,A. Mehmeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346447,24,4,1,2,40,ahm0t06rup1bkd9z0mxl2lmph,0,39.4,6.6,2023-01-24T19:49:24.870Z,2023-01-26T09:59:56Z,3993564751,265,,3995414977,178,,3993564747,56,Back,3993564753,285,,3993564745,13,,3993564749,152,,3993564777,233,19,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346793,20,1,1,3,9,jv3jh5m5t7qy5t37vwwmnj16,0,60.6,94.4,2023-01-24T19:49:54.039Z,2023-01-26T10:00:00Z,3993566391,152,,3993566387,5,,3993566399,212,41.4,3993566395,140,77.6,3993566403,1,,3993566401,213,5.2,3993566393,56,Center,3993566397,141,39.5,93kxb8ch3auv9li22mh1aidey,L. Wing,3993566389,155,,,3995415017,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346829,25,1,1,3,12,ahm0t06rup1bkd9z0mxl2lmph,1,22.8,67.6,2023-01-24T19:49:56.840Z,2023-01-26T10:00:10Z,3995415075,178,,3993566551,213,3.4,3993566547,141,62.3,3993566543,56,Back,3993566545,140,9.1,3993566541,3,,3993566549,212,14.8,,,,1lu7wsceoivdbsvqanykrr07p,Y. Wildschut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346867,26,1,1,3,14,ahm0t06rup1bkd9z0mxl2lmph,1,9.1,62.3,2023-01-24T19:49:58.565Z,2023-01-26T10:00:36Z,3993566763,140,28.6,3993566759,3,,3995415311,178,,3993566765,141,95.6,3993566761,56,Back,3993566769,213,0.8,3993566767,212,30.5,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500475939,922,49,1,3,17,ahm0t06rup1bkd9z0mxl2lmph,1,29.9,96.5,2023-01-24T19:50:02.281Z,2023-01-26T10:00:55Z,,,,,,,,,,,,,,,,,,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346887,27,1,1,3,17,ahm0t06rup1bkd9z0mxl2lmph,0,28.6,95.6,2023-01-24T19:50:02.379Z,2023-01-26T10:00:59Z,3995415513,178,,3993566851,1,,3993566847,212,38.3,3993566843,140,56.1,3993566845,141,58.5,3994219707,157,,3993566849,213,5.6,3993566841,56,Center,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346885,21,8,1,3,19,jv3jh5m5t7qy5t37vwwmnj16,1,48.3,37.5,2023-01-24T19:50:03.819Z,2023-01-26T10:01:09Z,3993566837,56,Back,3995415603,178,,3994219927,385,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346937,28,1,1,3,21,ahm0t06rup1bkd9z0mxl2lmph,0,40.7,72.1,2023-01-24T19:50:05.587Z,2023-01-26T10:01:12Z,3993567107,56,Center,3995415615,178,,3993567117,1,,3993567109,140,77.2,3993567113,212,38.7,3993567105,155,,3993567111,141,64.3,3993567115,213,6.1,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500476091,778,49,1,3,24,jv3jh5m5t7qy5t37vwwmnj16,1,24.3,30.8,2023-01-24T19:50:08.994Z,2023-01-26T10:01:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346963,22,1,1,3,24,jv3jh5m5t7qy5t37vwwmnj16,1,21.9,27.4,2023-01-24T19:50:09.070Z,2023-01-26T10:01:21Z,3993567247,212,14.1,3993567249,213,2.6,3993567241,56,Back,3993567245,141,37.3,3993567243,140,10.1,3995415703,178,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
