id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2484601279,7,1,1,0,39,8mbtyq0has0uu0565fm9t5cdo,0,79.1,100,2022-11-12T15:03:39.817Z,2022-11-14T17:39:06Z,3910460691,213,5.1,3910460695,1,,3910460685,140,91.4,3910460683,56,Center,3910460681,107,,3910460687,141,60.9,3910460689,212,30.8,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601467,5,12,1,0,41,2ezfenuwk3y65p8jdbj55xqt0,1,9.5,31.8,2022-11-12T15:03:42.181Z,2022-11-14T17:39:10Z,3910461577,213,5.9,3910461571,140,43.0,3910461573,141,12.0,3910461575,212,37.7,3910461591,15,,3916947109,388,,3910461569,56,Back,,,,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601449,8,1,1,0,42,8mbtyq0has0uu0565fm9t5cdo,1,76.2,73.2,2022-11-12T15:03:43.559Z,2022-11-14T17:39:18Z,3910461481,212,21.4,3910461483,213,2.3,3910461479,141,96.5,3910461471,56,Left,3916947183,178,,3910461475,140,62.5,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601587,9,1,1,0,45,8mbtyq0has0uu0565fm9t5cdo,1,62.5,96.5,2022-11-12T15:03:46.393Z,2022-11-14T17:39:22Z,3910462179,213,3.8,3910462173,140,53.9,3910462171,56,Left,3910462177,212,11.2,3916947213,178,,3910462175,141,86.8,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601701,10,1,1,0,48,8mbtyq0has0uu0565fm9t5cdo,0,53.9,86.8,2022-11-12T15:03:49.602Z,2022-11-14T17:39:24Z,3916947235,178,,3910462849,56,Left,3910462859,212,49.8,3910462861,213,0.1,3910462857,141,94.1,3910462865,1,,3910462853,140,100.0,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601761,6,5,1,0,53,2ezfenuwk3y65p8jdbj55xqt0,1,-1,8.8,2022-11-12T15:03:53.780Z,2022-11-14T17:39:28Z,3910463195,233,11,3910463139,56,Back,3910463141,346,,,,,,,,,,,,,,,,,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484601711,11,5,1,0,53,8mbtyq0has0uu0565fm9t5cdo,0,101,91.2,2022-11-12T15:03:53.780Z,2022-11-14T17:39:28Z,3910462897,56,Left,3910463255,233,6,3910462899,346,,,,,,,,,,,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602833,7,1,1,1,14,2ezfenuwk3y65p8jdbj55xqt0,1,5.4,46.1,2022-11-12T15:04:15.491Z,2022-11-14T17:39:31Z,3910468417,213,0.0,3910468411,140,53.6,3910468407,124,,3910468413,141,48.4,3910468415,212,50.6,3910468409,56,Center,3910468419,1,,3910468423,74,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602999,9,44,1,1,18,2ezfenuwk3y65p8jdbj55xqt0,1,57.2,45.3,2022-11-12T15:04:18.875Z,2022-11-15T05:39:38Z,3910469267,56,Center,3910469269,286,,3910469345,233,12,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602821,12,44,1,1,18,8mbtyq0has0uu0565fm9t5cdo,0,42.8,54.7,2022-11-12T15:04:18.876Z,2022-11-14T17:39:38Z,3910469427,233,9,3910468375,285,,3910468373,56,Back,,,,,,,,,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602891,8,1,1,1,18,2ezfenuwk3y65p8jdbj55xqt0,1,53.6,48.4,2022-11-12T15:04:19.031Z,2022-11-15T05:39:38Z,3910468659,141,46.1,3916947925,388,,3910468655,56,Center,3910468663,213,6.1,3910468661,212,10.1,3910468651,3,,3910468657,140,63.1,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485800919,859,61,1,1,19,2ezfenuwk3y65p8jdbj55xqt0,0,66.5,42.7,2022-11-12T15:04:20.138Z,2022-11-14T17:40:02Z,3916783775,56,Center,3916947973,21,,3916947645,388,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484602935,13,1,1,1,20,8mbtyq0has0uu0565fm9t5cdo,0,40.5,58.1,2022-11-12T15:04:21.199Z,2022-11-14T17:40:06Z,3910468849,212,1.1,3910468841,140,39.5,3916903399,233,10,3916783979,286,,3910468839,56,Back,3910468851,213,3.1,3916948127,178,,3910468847,141,58.1,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,3916783977,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603069,10,74,1,1,20,2ezfenuwk3y65p8jdbj55xqt0,1,60.7,47.6,2022-11-12T15:04:21.272Z,2022-11-14T17:40:12Z,3910469581,56,Center,3916783951,285,,3916948209,178,,3916903403,233,13,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485800983,782,49,1,1,21,8mbtyq0has0uu0565fm9t5cdo,1,39.4,64,2022-11-12T15:04:22.553Z,2022-11-14T17:40:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603081,14,1,1,1,21,8mbtyq0has0uu0565fm9t5cdo,1,36.7,81.1,2022-11-12T15:04:22.590Z,2022-11-14T17:40:22Z,3910469653,140,30.3,3910469651,56,Back,3910469657,212,7.0,3910469655,141,78.1,3910469661,213,3.4,3916948455,178,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603217,16,1,1,1,23,8mbtyq0has0uu0565fm9t5cdo,1,28.6,78.5,2022-11-12T15:04:24.169Z,2022-11-14T17:40:27Z,3910470247,56,Back,3910470255,213,3.7,3910470251,141,57.8,3910470253,212,24.8,3910470249,140,9.1,3916948569,178,,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603119,15,43,1,1,25,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2022-11-12T15:04:26.474Z,2022-11-14T13:49:52Z,3916784103,144,49,,,,,,,,,,,,,,,,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603453,17,1,1,1,27,8mbtyq0has0uu0565fm9t5cdo,0,14.6,69.6,2022-11-12T15:04:27.826Z,2022-11-14T17:40:29Z,3910471635,1,,3910471629,141,93.3,3916948623,178,,3910471633,213,0.3,3910471631,212,63.0,3910471623,157,,3910471627,140,72.6,3910471625,56,Left,268os78lzi8fggnve9n15h5ux,V. Sinisalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603503,11,61,1,1,30,2ezfenuwk3y65p8jdbj55xqt0,0,26.8,4.2,2022-11-12T15:04:31.266Z,2022-11-14T17:40:47Z,3916948935,21,,3916948937,178,,3910471887,56,Back,,,,,,,,,,,,,,,,ainucu0mp655cdgjw7j6qrazu,R. Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604699,12,5,1,1,35,2ezfenuwk3y65p8jdbj55xqt0,0,23.8,-1.8,2022-11-12T15:04:35.827Z,2022-11-14T17:40:48Z,3910477915,347,,3910483591,233,18,3910477913,56,Back,,,,,,,,,,,,,,,,2kecmwyt730pi8z3pnsqs1l1x,S. Lavelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484603569,18,5,1,1,35,8mbtyq0has0uu0565fm9t5cdo,1,76.2,101.8,2022-11-12T15:04:35.827Z,2022-11-14T17:40:48Z,3910472205,347,,3910472203,56,Left,3910483545,233,12,,,,,,,,,,,,,,,,268os78lzi8fggnve9n15h5ux,V. Sinisalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604497,19,1,1,1,55,8mbtyq0has0uu0565fm9t5cdo,1,75.1,100,2022-11-12T15:04:56.589Z,2022-11-14T17:40:52Z,3910476915,141,88.3,3910476917,212,19.1,3910476911,56,Left,3910476913,140,59.2,3910476909,107,,3910476919,213,3.7,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604633,20,1,1,2,0,8mbtyq0has0uu0565fm9t5cdo,0,65.5,77.3,2022-11-12T15:05:00.959Z,2022-11-14T17:40:56Z,3916784533,72,,3916784531,224,,3916949165,178,,3910477633,141,30.5,3910477631,140,95.0,3910477637,213,5.5,3910477629,56,Center,3910477635,212,44.4,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,3910477625,2,3910477639,1,3910477627,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485801095,861,44,1,2,2,2ezfenuwk3y65p8jdbj55xqt0,1,5.1,67.4,2022-11-12T15:05:02.910Z,2022-11-15T05:39:39Z,3916784757,56,Back,3916784761,285,,3916906059,233,823,,,,,,,,,,,,,,,,ainucu0mp655cdgjw7j6qrazu,R. Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485820543,823,44,1,2,2,8mbtyq0has0uu0565fm9t5cdo,0,94.9,32.6,2022-11-12T15:05:02.911Z,2022-11-14T17:41:00Z,3916906065,233,861,3916906053,286,,3916906051,56,Center,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604753,13,12,1,2,2,2ezfenuwk3y65p8jdbj55xqt0,1,6,69,2022-11-12T15:05:02.974Z,2022-11-15T05:39:39Z,3916949321,388,,3910478377,15,,3910478291,213,3.7,3910478251,56,Back,3910478287,212,4.8,3910478253,140,2.1,3910478283,141,65.3,,,,ainucu0mp655cdgjw7j6qrazu,R. Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485801081,860,43,1,2,2,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2022-11-12T15:05:03.079Z,2022-11-14T17:03:44Z,3916784687,285,0,3916784685,56,Back,3916905995,144,44,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484605073,14,4,1,2,6,2ezfenuwk3y65p8jdbj55xqt0,1,7,66.6,2022-11-12T15:05:07.082Z,2022-11-14T17:41:09Z,3910479719,152,,3910479717,56,Back,3910479713,13,,3910479715,294,,3910479767,233,21,3910479721,285,,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484604989,21,4,1,2,6,8mbtyq0has0uu0565fm9t5cdo,0,93,33.4,2022-11-12T15:05:07.083Z,2022-11-14T17:41:09Z,3910479297,152,,3910479291,13,,3910479293,294,,3910479295,56,Center,3916949503,178,,3910479859,233,14,3910479301,286,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606027,15,1,1,2,32,2ezfenuwk3y65p8jdbj55xqt0,1,4.4,68.2,2022-11-12T15:05:33.627Z,2022-11-14T17:41:13Z,3916949549,178,,3910484999,56,Center,3910485009,1,,3910485001,140,60.0,3910484995,157,,3910484993,5,,3910484997,152,,3910485005,212,58.9,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,3910485007,213,3910485003,141,,,6.2,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606055,16,1,1,2,36,2ezfenuwk3y65p8jdbj55xqt0,0,57.6,52,2022-11-12T15:05:37.077Z,2022-11-14T17:41:16Z,3910485149,56,Center,3910485157,141,61.4,3910485139,3,,3910485153,140,66.4,3910485161,212,11.2,3910485163,213,0.6,3916949639,388,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606077,22,49,1,2,37,8mbtyq0has0uu0565fm9t5cdo,1,29.1,36.4,2022-11-12T15:05:38.419Z,2022-11-14T17:41:20Z,,,,,,,,,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606159,23,1,1,2,37,8mbtyq0has0uu0565fm9t5cdo,0,29.1,36.4,2022-11-12T15:05:38.543Z,2022-11-14T17:41:24Z,3910485695,1,,3910485693,213,0.6,3910485691,212,51.2,3910485687,140,68.9,3910485683,157,,3910485685,56,Left,3910485689,141,80.0,3916949839,178,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606297,17,1,1,2,41,2ezfenuwk3y65p8jdbj55xqt0,1,35.3,31,2022-11-12T15:05:41.996Z,2022-11-14T17:41:29Z,3916949925,178,,3910486369,3,,3910486387,212,20.9,3910486381,141,20.3,3910486393,213,5.9,3910486377,140,54.0,3910486373,56,Right,,,,ainucu0mp655cdgjw7j6qrazu,R. Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606325,18,44,1,2,42,2ezfenuwk3y65p8jdbj55xqt0,1,55.4,24.2,2022-11-12T15:05:43.367Z,2022-11-15T05:39:39Z,3910486611,233,24,3910486529,286,,3910486527,56,Center,,,,,,,,,,,,,,,,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606315,24,44,1,2,42,8mbtyq0has0uu0565fm9t5cdo,0,44.6,75.8,2022-11-12T15:05:43.368Z,2022-11-14T17:41:38Z,3910486667,233,18,3910486473,285,,3910486471,56,Back,,,,,,,,,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606367,19,1,1,2,42,2ezfenuwk3y65p8jdbj55xqt0,0,54,20.3,2022-11-12T15:05:43.395Z,2022-11-15T05:39:40Z,3916950215,388,,3910486735,212,7.9,3910486729,56,Right,3910486733,141,18.3,3910486731,140,61.4,3910486727,168,,3910486725,3,,3910486739,213,6.1,74p53a79q1tlis3a3gladqor9,J. Stockley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485832981,945,67,1,2,44,8mbtyq0has0uu0565fm9t5cdo,1,38.3,78.6,2022-11-12T15:05:44.879Z,2022-11-15T05:39:40Z,3916980765,233,1062,,,,,,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485832977,1062,67,1,2,44,2ezfenuwk3y65p8jdbj55xqt0,0,61.7,21.4,2022-11-12T15:05:44.880Z,2022-11-14T18:07:58Z,3916980769,233,945,,,,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606451,25,1,1,2,44,8mbtyq0has0uu0565fm9t5cdo,1,40.9,63,2022-11-12T15:05:44.999Z,2022-11-15T05:39:41Z,3916950303,178,,3910487209,213,1.2,3910487205,141,77.8,3910487207,212,10.9,3910487201,56,Back,3910487203,140,45.0,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606625,26,1,1,2,47,8mbtyq0has0uu0565fm9t5cdo,1,45.7,81.4,2022-11-12T15:05:48.326Z,2022-11-14T17:41:50Z,3910488097,56,Left,3910488101,141,96.9,3910488103,212,22.6,3910488105,213,0.5,3910488099,140,64.7,3916950407,178,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606789,27,1,1,2,52,8mbtyq0has0uu0565fm9t5cdo,1,67.5,83,2022-11-12T15:05:52.650Z,2022-11-14T17:41:54Z,3916950493,178,,3910488869,213,4.0,3910488861,56,Center,3910488867,212,13.2,3910488863,140,59.1,3910488865,141,68.5,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606857,28,1,1,2,56,8mbtyq0has0uu0565fm9t5cdo,1,64.8,73.9,2022-11-12T15:05:56.866Z,2022-11-14T17:42:31Z,3910489259,213,1.5,3910489253,140,65.2,3910489257,212,15.8,3910489251,56,Left,3916951257,178,,3910489255,141,97.1,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484606943,29,1,1,2,58,8mbtyq0has0uu0565fm9t5cdo,1,65.2,97.1,2022-11-12T15:05:59.159Z,2022-11-14T17:42:34Z,3916951313,178,,3910489683,213,0.0,3910489681,212,15.6,3910489679,141,98.0,3910489677,140,80.0,3910489675,56,Left,,,,,,,dt6qnodvlkioltvbbhn08tqs5,C. Borthwick-Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
