id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/17/value
2493237195,6,1,1,0,14,8w89tsles26jm12aoelwvlttt,0,47.9,55.7,2022-12-26T15:02:06.642Z,2022-12-28T18:02:23Z,3957815267,141,55.7,3956102583,56,Back,3957815269,212,0.7,3958027457,233,6,3958731351,178,,3957815271,213,3.1,3957815299,286,,3957815297,236,,299g43uwcj4dblia1bihagmol,N. Holland,3957815265,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237243,6,74,1,0,14,17zuelixesst1z59fwcix2dil,1,48,44.7,2022-12-26T15:02:06.692Z,2022-12-28T18:02:28Z,3958027461,233,6,3956102809,285,,3958731393,178,,3956102807,56,Back,,,,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237251,7,49,1,0,15,17zuelixesst1z59fwcix2dil,1,58.7,57.3,2022-12-26T15:02:08.101Z,2022-12-28T18:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237277,8,1,1,0,15,17zuelixesst1z59fwcix2dil,1,51.4,56.9,2022-12-26T15:02:08.104Z,2022-12-28T18:02:45Z,3956102969,140,57.8,3956102975,213,5.9,3956102967,56,Center,3956102971,141,52.8,3958731611,178,,3956102973,212,7.3,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493563307,643,61,1,0,16,17zuelixesst1z59fwcix2dil,0,57.6,50.7,2022-12-26T15:02:08.699Z,2022-12-28T18:02:53Z,3957816609,56,Center,3958731711,178,,,,,,,,,,,,,,,,,,,,8rjkn8s6e4s60167zdyukj9w5,J. Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237355,7,1,1,0,18,8w89tsles26jm12aoelwvlttt,1,42.2,56.1,2022-12-26T15:02:10.162Z,2022-12-28T18:03:03Z,3958731853,178,,3956103361,213,4.5,3956103349,140,39.1,3956103347,56,Back,3956103353,141,32.5,3956103357,212,16.4,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237361,8,49,1,0,20,8w89tsles26jm12aoelwvlttt,1,39.1,33.7,2022-12-26T15:02:12.211Z,2022-12-28T18:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237399,9,1,1,0,20,8w89tsles26jm12aoelwvlttt,1,39.1,33.7,2022-12-26T15:02:12.237Z,2022-12-28T18:03:35Z,3958732119,178,,3956103569,56,Back,3956103575,212,16.9,3956103571,140,43.8,3956103573,141,10.0,3956103577,213,5.0,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237523,10,1,1,0,22,8w89tsles26jm12aoelwvlttt,1,44.4,14.4,2022-12-26T15:02:14.565Z,2022-12-28T18:03:41Z,3956104249,141,31.9,3956104247,140,29.4,3956104253,213,2.5,3958732355,178,,3956104245,56,Back,3956104251,212,19.7,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237575,11,1,1,0,29,8w89tsles26jm12aoelwvlttt,1,31.6,26.4,2022-12-26T15:02:21.205Z,2022-12-28T18:03:47Z,3956104501,56,Back,3956104505,141,45.2,3956104509,213,2.5,3956104507,212,21.0,3956104503,140,15.7,3958732437,178,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237647,12,1,1,0,32,8w89tsles26jm12aoelwvlttt,1,16.5,45.2,2022-12-26T15:02:24.694Z,2022-12-28T18:03:58Z,3956104843,56,Back,3956104847,141,60.3,3956104849,212,10.8,3956104851,213,1.3,3956104845,140,19.6,3958732613,178,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237751,13,1,1,0,34,8w89tsles26jm12aoelwvlttt,1,21.3,62.4,2022-12-26T15:02:26.941Z,2022-12-28T18:04:08Z,3956105401,56,Back,3956105405,141,95.9,3958732775,178,,3956105409,213,1.0,3956105403,140,35.0,3956105407,212,26.9,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237829,14,1,1,0,38,8w89tsles26jm12aoelwvlttt,1,36.4,96.3,2022-12-26T15:02:30.975Z,2022-12-28T18:04:11Z,3956105755,140,22.5,3958732879,178,,3956105761,213,4.0,3956105759,212,22.8,3956105753,56,Back,3956105757,141,70.5,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237899,15,1,1,0,41,8w89tsles26jm12aoelwvlttt,1,22.6,73.5,2022-12-26T15:02:33.907Z,2022-12-28T18:04:16Z,3958732967,178,,3956106097,141,45.2,3956106093,140,18.3,3956106103,213,4.5,3956106089,56,Back,3956106099,212,19.8,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493237973,16,1,1,0,46,8w89tsles26jm12aoelwvlttt,1,22.5,46.3,2022-12-26T15:02:38.245Z,2022-12-28T18:04:24Z,3958733073,178,,3956106463,213,1.4,3956106455,56,Back,3956106457,140,24.5,3956106459,141,62.0,3956106461,212,10.9,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238019,17,1,1,0,48,8w89tsles26jm12aoelwvlttt,1,24.9,63.9,2022-12-26T15:02:40.419Z,2022-12-28T18:04:34Z,3956106673,212,26.9,3956106671,141,95.7,3956106669,140,40.1,3956106675,213,0.9,3958733185,178,,3956106667,56,Back,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238095,18,1,1,0,50,8w89tsles26jm12aoelwvlttt,1,41.6,95,2022-12-26T15:02:43.051Z,2022-12-28T18:04:42Z,3956107051,56,Back,3956107063,212,20.9,3956107067,213,3.7,3956107055,140,24.6,3956107059,141,79.0,3958733331,178,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238193,19,1,1,0,54,8w89tsles26jm12aoelwvlttt,1,24.6,81.7,2022-12-26T15:02:46.194Z,2022-12-28T18:04:51Z,3956107529,56,Back,3956107531,140,36.7,3958733443,178,,3956107539,213,5.6,3956107533,141,65.1,3956107537,212,17.0,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238267,20,1,1,0,57,8w89tsles26jm12aoelwvlttt,1,33.8,59.7,2022-12-26T15:02:49.162Z,2022-12-28T18:04:58Z,3958733545,178,,3956107875,140,34.6,3956107879,212,28.4,3956107881,213,4.7,3956107877,141,17.9,3956107873,56,Back,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238325,21,1,1,1,0,8w89tsles26jm12aoelwvlttt,1,35.3,18.3,2022-12-26T15:02:52.885Z,2022-12-28T18:05:11Z,3956108173,212,11.6,3956108171,141,4.1,3958733695,178,,3956108167,56,Back,3956108169,140,41.4,3956108175,213,5.3,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238385,22,1,1,1,1,8w89tsles26jm12aoelwvlttt,1,40.9,5.9,2022-12-26T15:02:53.952Z,2022-12-28T18:05:24Z,3958733825,178,,3956108443,141,24.9,3956108447,213,1.7,3956108439,56,Back,3956108445,212,13.0,3956108441,140,39.5,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238433,23,1,1,1,3,8w89tsles26jm12aoelwvlttt,1,40.9,32.2,2022-12-26T15:02:55.914Z,2022-12-28T18:05:39Z,3958733967,178,,3956108661,56,Back,3956108671,212,25.3,3956108663,140,31.2,3956108667,141,66.3,3956108675,213,2.0,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238505,24,1,1,1,6,8w89tsles26jm12aoelwvlttt,1,30.4,66.4,2022-12-26T15:02:58.784Z,2022-12-28T18:05:49Z,3956109019,56,Back,3956109023,141,95.3,3956109027,213,0.9,3956109025,212,24.2,3956109021,140,43.9,3958734097,178,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238599,25,1,1,1,9,8w89tsles26jm12aoelwvlttt,1,44,97.1,2022-12-26T15:03:01.788Z,2022-12-28T18:06:00Z,3956109503,141,91.4,3956109509,213,6.1,3956109495,56,Left,3956109497,140,63.4,3958734235,178,,3956109505,212,20.7,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238607,26,3,1,1,11,8w89tsles26jm12aoelwvlttt,0,58.2,91,2022-12-26T15:03:03.586Z,2022-12-28T18:06:11Z,3957818641,464,,3958027481,233,9,3958734489,178,,3956109531,56,Left,3956109533,286,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238569,9,7,1,1,11,17zuelixesst1z59fwcix2dil,0,41.8,9,2022-12-26T15:03:03.716Z,2022-12-28T18:06:17Z,3957818645,383,,3956109665,233,26,3956109361,285,,3958734585,178,,3956109359,56,Back,,,,,,,,,,c3a6jpeg16b9zn02uf1yf9cyx,B. Stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238671,27,1,1,1,12,8w89tsles26jm12aoelwvlttt,1,62,92.1,2022-12-26T15:03:04.606Z,2022-12-28T18:06:33Z,3956109833,213,3.0,3956109825,141,95.3,3956109821,56,Back,3956109829,212,21.2,3956109823,140,41.9,3958734787,178,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238721,28,1,1,1,14,8w89tsles26jm12aoelwvlttt,1,41.2,96.5,2022-12-26T15:03:06.467Z,2022-12-28T18:06:42Z,3956110075,140,26.1,3956110081,213,3.7,3956110079,212,19.0,3956110073,56,Back,3956110077,141,81.1,3958735011,178,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238783,29,1,1,1,17,8w89tsles26jm12aoelwvlttt,1,27.3,69.7,2022-12-26T15:03:09.565Z,2022-12-28T18:06:49Z,3956110355,56,Back,3956110363,213,4.8,3956110361,212,27.4,3956110357,140,28.3,3956110359,141,29.5,3958735153,178,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238807,30,1,1,1,22,8w89tsles26jm12aoelwvlttt,1,30.8,30,2022-12-26T15:03:14.477Z,2022-12-28T18:07:04Z,3956110501,56,Back,3956110505,141,41.0,3956110503,140,37.8,3956110507,212,10.5,3956110509,213,0.8,3958735435,178,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238887,31,1,1,1,23,8w89tsles26jm12aoelwvlttt,1,37.5,43.9,2022-12-26T15:03:15.809Z,2022-12-28T18:07:14Z,3956110929,213,2.3,3956110927,212,17.1,3956110923,140,26.8,3956110921,56,Back,3958735645,178,,3956110925,141,62.9,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493238943,32,1,1,1,25,8w89tsles26jm12aoelwvlttt,1,27.4,65.4,2022-12-26T15:03:17.808Z,2022-12-28T18:07:31Z,3956111231,212,22.8,3956111227,140,38.6,3956111229,141,94.1,3956111225,56,Back,3956111233,213,1.0,3958735809,178,,,,,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239001,33,1,1,1,29,8w89tsles26jm12aoelwvlttt,1,41.4,98,2022-12-26T15:03:21.301Z,2022-12-28T18:07:38Z,3956111529,213,4.1,3956111523,140,28.1,3956111527,212,24.0,3956111521,56,Back,3958735893,178,,3956111525,141,69.3,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239095,34,1,1,1,32,8w89tsles26jm12aoelwvlttt,1,28.9,72.3,2022-12-26T15:03:24.186Z,2022-12-28T18:07:44Z,3956111955,140,29.2,3956111963,1,,3958735987,178,,3956111961,213,4.7,3956111959,212,32.2,3956111957,141,24.9,3956111953,56,Back,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239143,35,1,1,1,36,8w89tsles26jm12aoelwvlttt,1,32.3,22.7,2022-12-26T15:03:28.701Z,2022-12-28T18:07:54Z,3956112215,140,59.3,3956112221,213,0.2,3956112219,212,29.3,3956112217,141,33.3,3958736097,178,,3956112213,56,Center,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239187,36,1,1,1,38,8w89tsles26jm12aoelwvlttt,1,59.3,33.3,2022-12-26T15:03:30.309Z,2022-12-28T18:08:00Z,3956112465,140,38.4,3956112471,213,3.3,3958736251,178,,3956112463,56,Back,3956112467,141,26.8,3956112469,212,22.4,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239265,37,1,1,1,40,8w89tsles26jm12aoelwvlttt,1,42.5,31.3,2022-12-26T15:03:32.292Z,2022-12-28T18:08:07Z,3956112789,56,Back,3958736445,178,,3956112791,140,47.2,3956112801,213,1.4,3956112793,141,74.4,3956112797,212,29.7,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239355,38,1,1,1,44,8w89tsles26jm12aoelwvlttt,1,60,82,2022-12-26T15:03:36.360Z,2022-12-28T18:09:31Z,3956113363,212,21.6,3956113355,140,80.3,3956113351,56,Center,3956113365,213,6.1,3956113359,141,76.7,3958738055,178,,,,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493825937,1866,67,1,1,45,8w89tsles26jm12aoelwvlttt,1,80.1,78.8,2022-12-26T15:03:37.607Z,2022-12-29T10:16:06Z,3959211321,233,1040,,,,,,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493825935,1040,67,1,1,45,17zuelixesst1z59fwcix2dil,0,19.9,21.2,2022-12-26T15:03:37.608Z,2022-12-29T06:28:30Z,3959211325,233,1866,,,,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239363,39,61,1,1,45,8w89tsles26jm12aoelwvlttt,1,80.3,76.7,2022-12-26T15:03:37.642Z,2022-12-29T10:16:07Z,3956113383,56,Center,3958739165,178,,,,,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239483,40,1,1,1,53,8w89tsles26jm12aoelwvlttt,0,75.6,69.6,2022-12-26T15:03:45.388Z,2022-12-28T18:11:47Z,3956114017,140,85.5,3956114027,212,10.5,3956114013,56,Center,3956114031,213,6.1,3956114021,141,67.0,3958740797,178,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239539,10,61,1,1,53,17zuelixesst1z59fwcix2dil,1,10.2,30.4,2022-12-26T15:03:45.822Z,2022-12-28T18:12:05Z,3956114331,56,Back,3958741089,178,,,,,,,,,,,,,,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239587,11,49,1,1,54,17zuelixesst1z59fwcix2dil,1,13.5,30.1,2022-12-26T15:03:46.934Z,2022-12-28T18:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493748517,916,67,1,1,54,17zuelixesst1z59fwcix2dil,1,18.4,30.3,2022-12-26T15:03:46.978Z,2022-12-28T19:34:19Z,3958808871,233,1481,,,,,,,,,,,,,,,,,,,,,,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493748515,1481,67,1,1,54,8w89tsles26jm12aoelwvlttt,0,81.6,69.7,2022-12-26T15:03:46.979Z,2022-12-28T19:23:22Z,3958808875,233,916,,,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239647,12,1,1,1,56,17zuelixesst1z59fwcix2dil,1,41.9,49.9,2022-12-26T15:03:48.184Z,2022-12-28T18:12:32Z,3956121397,212,26.6,3956121393,140,19.8,3956121399,213,3.6,3956121395,141,30.9,3956121401,1,,3956121389,157,,3958741657,178,,3956121391,56,Back,43knl3z17afypz27sz4qzkxnu,M. Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493239673,13,1,1,2,0,17zuelixesst1z59fwcix2dil,0,47.9,44.2,2022-12-26T15:03:52.414Z,2022-12-28T18:12:47Z,3956115111,213,0.8,3956115095,168,,3956115099,140,60.4,3958741941,388,,3956115101,141,63.1,3956115093,3,,3956115097,56,Center,3956115105,212,18.4,8rjkn8s6e4s60167zdyukj9w5,J. Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
