id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497211865,6,1,1,0,13,fvr504m6gaxsfmtx4fwm7iq1,1,27.7,61.5,2023-01-14T15:00:23.983Z,2023-01-16T08:03:42Z,3977030679,141,91.1,3977030677,140,35.9,3977030681,212,21.9,3977030683,213,1.2,3977030675,56,Back,3981084939,178,,,,,,,,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211871,7,1,1,0,15,fvr504m6gaxsfmtx4fwm7iq1,1,35.9,91.1,2023-01-14T15:00:25.560Z,2023-01-16T08:03:46Z,3977030729,212,20.9,3977030731,213,4.0,3977030725,141,68.5,3981084959,178,,3977030721,56,Back,3977030723,140,22.4,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211887,8,1,1,0,16,fvr504m6gaxsfmtx4fwm7iq1,0,22.4,68.5,2023-01-14T15:00:26.681Z,2023-01-16T08:03:49Z,3977030805,56,Center,3977030815,1,,3977030813,213,0.1,3977030803,157,,3977030811,212,48.6,3981084985,178,,3977030809,141,76.1,3977030807,140,68.4,6n2iaeukutepfiee2nvfpvofe,T. Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211911,6,1,1,0,18,3ptd7zlc5isrongig0wij2id4,0,23,30.9,2023-01-14T15:00:28.951Z,2023-01-16T08:03:56Z,3977030947,213,6.2,3977030949,1,,3977030939,56,Center,3977030937,3,,3981085017,178,,3977030945,212,33.1,3977030941,140,54.4,3977030943,141,26.8,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211953,9,1,1,0,21,fvr504m6gaxsfmtx4fwm7iq1,0,51.3,73,2023-01-14T15:00:31.525Z,2023-01-16T08:04:01Z,3977031103,56,Left,3977031113,1,,3977031101,155,,3977031111,213,0.6,3977031105,140,77.7,3981085049,178,,3977031107,141,100.0,3977031109,212,33.7,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212257,7,5,1,0,23,3ptd7zlc5isrongig0wij2id4,1,22.4,-1.2,2023-01-14T15:00:34.036Z,2023-01-16T08:04:09Z,3977032643,347,,3977032641,56,Back,3977032649,233,10,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211959,10,5,1,0,23,fvr504m6gaxsfmtx4fwm7iq1,0,77.6,101.2,2023-01-14T15:00:34.036Z,2023-01-16T08:04:09Z,3977031131,347,,3977031129,56,Left,3977032667,233,7,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212293,8,1,1,0,43,3ptd7zlc5isrongig0wij2id4,0,28.4,0,2023-01-14T15:00:53.139Z,2023-01-16T08:04:14Z,3977032807,141,14.7,3977032809,212,39.4,3977032805,140,64.4,3977032801,107,,3977032811,213,0.3,3977032813,1,,3977032803,56,Right,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212327,11,1,1,0,44,fvr504m6gaxsfmtx4fwm7iq1,1,19.9,80.6,2023-01-14T15:00:54.985Z,2023-01-16T08:04:19Z,3977033007,140,34.5,3977033021,213,6.0,3977033015,212,16.2,3977033005,56,Back,3977033011,141,73.0,3977033001,3,,3981085149,388,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212341,12,49,1,0,47,fvr504m6gaxsfmtx4fwm7iq1,1,30.8,69,2023-01-14T15:00:57.498Z,2023-01-16T08:04:41Z,,,,,,,,,,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212501,13,1,1,0,47,fvr504m6gaxsfmtx4fwm7iq1,1,30.6,66.3,2023-01-14T15:00:57.512Z,2023-01-16T08:04:39Z,3977033789,56,Center,3977033795,212,24.5,3981085227,178,,3977033791,140,53.9,3977033793,141,64.6,3977033797,213,6.2,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212505,14,4,1,0,50,fvr504m6gaxsfmtx4fwm7iq1,1,56,62.7,2023-01-14T15:01:00.628Z,2023-01-16T08:04:49Z,3977034061,233,9,3977033817,13,,3977033819,295,,3977033825,286,,3977033821,56,Center,3977033823,152,,,,,,,,dgnkrsmri0xznduprfjwfro8a,W. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212547,9,4,1,0,50,3ptd7zlc5isrongig0wij2id4,0,44,37.3,2023-01-14T15:01:00.629Z,2023-01-16T08:04:49Z,3977033995,295,,3981085257,178,,3977034001,285,,3977033991,13,,3977034109,233,14,3977033999,152,,3977033997,56,Back,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213059,15,1,1,1,18,fvr504m6gaxsfmtx4fwm7iq1,0,55.8,64.3,2023-01-14T15:01:28.203Z,2023-01-16T08:04:53Z,3977036575,1,,3977036567,140,84.2,3977036569,141,29.5,3977036571,212,38.1,3981085277,178,,3977036573,213,5.6,3977036559,5,,3977036565,56,Center,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,3977036563,152,3977036561,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213117,10,12,1,1,20,3ptd7zlc5isrongig0wij2id4,1,25.4,73.3,2023-01-14T15:01:30.751Z,2023-01-16T08:04:57Z,3981085301,388,,3977036835,56,Back,3977036843,213,0.8,3977036841,212,16.0,3977036837,140,36.2,3977036839,141,89.9,3977036869,15,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213989,12,45,1,1,23,3ptd7zlc5isrongig0wij2id4,0,33.4,92.2,2023-01-14T15:01:33.911Z,2023-01-16T08:05:02Z,3977041051,56,Back,3977041053,285,,3977041739,233,16,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213155,16,3,1,1,23,fvr504m6gaxsfmtx4fwm7iq1,1,66.6,7.8,2023-01-14T15:01:33.911Z,2023-01-16T08:05:02Z,3980476911,465,,3977041667,233,12,3981085321,178,,3977037009,286,,3977037007,56,Right,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213209,17,3,1,1,24,fvr504m6gaxsfmtx4fwm7iq1,0,68.7,12.9,2023-01-14T15:01:34.686Z,2023-01-16T08:05:07Z,3977037251,286,,3981085339,178,,3977037249,56,Right,3980477069,465,,3977050911,233,11,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213179,11,7,1,1,24,3ptd7zlc5isrongig0wij2id4,0,31.3,87.1,2023-01-14T15:01:34.818Z,2023-01-16T08:05:11Z,3977050869,233,17,3981085355,178,,3980477149,384,,3977037119,285,,3977037117,56,Back,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213299,18,1,1,1,27,fvr504m6gaxsfmtx4fwm7iq1,1,75.1,20.9,2023-01-14T15:01:37.175Z,2023-01-16T08:05:32Z,3977045449,22,,3977037685,140,90.2,3977037679,2,,3977037683,56,Center,3981085363,178,,3977037687,141,49.1,3980477763,387,,3980477765,20,,61allnul4qlvl9s6wf0nehped,L. Sercombe,3980477759,225,3977045447,154,1,3977037681,155,3977045445,210,16,3977037689,212,24.9,3977037691,213,0.9,,,,,,,,,,,,,,,,,,,,,,
2497213305,19,16,1,1,29,fvr504m6gaxsfmtx4fwm7iq1,1,89.6,50.3,2023-01-14T15:01:39.344Z,2023-01-16T08:05:33Z,3977041765,374,2023-01-14 15:01:38.444,3977045585,230,98.8,3977045579,103,8.2,3977045559,29,,3977037727,22,,3977045587,231,50.7,3977045581,214,,3980478133,395,1.0,552cgdv8qya776at130r2d0mi,C. Taylor,3977037733,56,3977041759,15,,3977041763,328,3977037731,17,,3977045569,55,18,3977045563,154,,Center,3980478135,396,47.3,3977045555,76,3977045577,102,53.9,3977041769,375,01:28.391,3981085423,388,,,,,,,,
2497214867,13,1,1,2,24,3ptd7zlc5isrongig0wij2id4,1,49.4,50.3,2023-01-14T15:02:35.041Z,2023-01-16T08:05:40Z,3977045225,56,Back,3977045235,279,G,3977045227,140,26.3,3977045229,141,42.7,3977045233,213,3.4,3981085427,178,,3977045231,212,24.8,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215007,14,1,1,2,28,3ptd7zlc5isrongig0wij2id4,0,27.9,41.2,2023-01-14T15:02:38.393Z,2023-01-16T08:05:44Z,3977045939,212,53.6,3977045937,141,89.6,3977045927,56,Left,3981085453,178,,3977045943,1,,3977045933,140,68.2,3977045941,213,0.7,3980481911,155,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215163,20,44,1,2,31,fvr504m6gaxsfmtx4fwm7iq1,1,29.2,19.6,2023-01-14T15:02:41.523Z,2023-01-16T20:40:48Z,3977046769,233,15,3977046745,285,,3977046743,56,Back,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215017,15,44,1,2,31,3ptd7zlc5isrongig0wij2id4,0,70.8,80.4,2023-01-14T15:02:41.524Z,2023-01-16T08:05:49Z,3977046003,286,,3977046825,233,20,3977046001,56,Left,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215211,21,1,1,2,31,fvr504m6gaxsfmtx4fwm7iq1,1,23.5,26.6,2023-01-14T15:02:41.622Z,2023-01-16T20:40:49Z,3981085501,388,,3977046981,141,9.7,3977046983,212,18.7,3977046979,140,37.6,3977046985,213,5.6,3977046973,3,,3977046975,56,Back,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853483,778,49,1,2,32,fvr504m6gaxsfmtx4fwm7iq1,1,34.5,11,2023-01-14T15:02:42.422Z,2023-01-16T08:05:57Z,,,,,,,,,,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215223,22,1,1,2,33,fvr504m6gaxsfmtx4fwm7iq1,1,31.8,10.4,2023-01-14T15:02:43.327Z,2023-01-16T08:06:02Z,3977047057,141,5.8,3977047059,212,9.9,3981085543,178,,3977047061,213,3.5,3977047055,140,22.9,3977047053,56,Back,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497853819,779,1,1,2,34,fvr504m6gaxsfmtx4fwm7iq1,0,30.9,10.1,2023-01-14T15:02:44.162Z,2023-01-16T08:06:06Z,3980485641,155,,3980485645,56,Right,3980485653,141,19.9,3980485659,213,0.3,3980485657,212,26.2,3981085551,178,,3980485649,140,55.0,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215199,16,1,1,2,36,3ptd7zlc5isrongig0wij2id4,1,42.4,74,2023-01-14T15:02:46.571Z,2023-01-16T08:06:10Z,3977046927,56,Center,3977046929,140,55.3,3981085559,388,,3977046933,212,14.2,3977046931,141,67.8,3977046925,3,,3977046937,213,6.0,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215251,17,1,1,2,37,3ptd7zlc5isrongig0wij2id4,1,50.9,74.7,2023-01-14T15:02:47.807Z,2023-01-16T08:06:15Z,3977047239,141,69.7,3977047237,140,59.8,3980486355,168,,3981085571,388,,3977047235,56,Center,3977047233,3,,3977047243,213,5.9,3977047241,212,9.9,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215257,18,3,1,2,39,3ptd7zlc5isrongig0wij2id4,1,64.2,75.6,2023-01-14T15:02:49.424Z,2023-01-16T08:06:25Z,3977047255,286,,3980490195,465,,3980533281,233,23,3977047253,56,Center,3981085587,178,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215305,23,45,1,2,39,fvr504m6gaxsfmtx4fwm7iq1,0,35.8,24.4,2023-01-14T15:02:49.424Z,2023-01-16T08:06:25Z,3977047497,56,Back,3977047499,285,,3980533293,233,18,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497854895,816,49,1,2,39,3ptd7zlc5isrongig0wij2id4,1,71.9,71.2,2023-01-14T15:02:49.696Z,2023-01-16T19:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498061929,1242,83,1,2,39,fvr504m6gaxsfmtx4fwm7iq1,1,39.2,46.1,2023-01-14T15:02:49.809Z,2023-01-16T19:03:59Z,3981563963,399,76360,,,,,,,,,,,,,,,,,,,,,,btlomqnhw2ft72iwg7xbaoh2i,E. Bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215367,19,1,1,2,43,3ptd7zlc5isrongig0wij2id4,1,77.8,79.1,2023-01-14T15:02:53.106Z,2023-01-16T08:06:37Z,3977047885,212,9.0,3977047879,56,Left,3977047883,141,86.6,3977047881,140,70.7,3977047887,213,2.5,3981085609,178,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215431,20,1,1,2,44,3ptd7zlc5isrongig0wij2id4,1,69.2,86.5,2023-01-14T15:02:54.428Z,2023-01-16T08:06:45Z,3977048289,141,93.8,3977048287,140,81.0,3977048293,213,0.4,3981085629,178,,3977048291,212,13.3,3977048285,56,Left,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215551,21,1,1,2,48,3ptd7zlc5isrongig0wij2id4,0,90.5,94.1,2023-01-14T15:02:58.125Z,2023-01-16T08:06:58Z,3977048945,212,26.9,3977048927,155,,3980494023,225,,3980493905,72,,3977048931,56,Center,3977048943,141,54.5,3980494025,387,,3977048947,213,4.7,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,3977048937,140,3977049099,233,,3977048923,2,3981085663,178,,,,,,,,90.7,,,,,,,,,,,,,,24,,,,,,,
2497215895,25,44,1,2,49,fvr504m6gaxsfmtx4fwm7iq1,1,4.6,54,2023-01-14T15:03:00.033Z,2023-01-16T20:40:49Z,3977050695,56,Back,3977050769,233,22,3977050701,285,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215557,22,44,1,2,49,3ptd7zlc5isrongig0wij2id4,0,95.4,46,2023-01-14T15:03:00.034Z,2023-01-16T08:07:02Z,3977048991,286,,3977050845,233,25,3977048989,56,Center,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497215559,24,11,1,2,50,fvr504m6gaxsfmtx4fwm7iq1,1,3.1,49.7,2023-01-14T15:03:00.148Z,2023-01-16T20:40:50Z,3977049147,233,21,3980494541,378,,3977048995,88,,3981085697,388,,3977048993,56,Back,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216067,26,80,1,3,5,fvr504m6gaxsfmtx4fwm7iq1,0,11,57.3,2023-01-14T15:03:15.828Z,2023-01-16T08:07:27Z,3981085739,178,,,,,,,,,,,,,,,,,,,,,,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216291,27,1,1,3,10,fvr504m6gaxsfmtx4fwm7iq1,0,14.7,40.3,2023-01-14T15:03:20.519Z,2023-01-16T08:07:30Z,3977052763,198,,3981085751,178,,3977052761,157,,3977052765,56,Right,3977052771,212,58.1,3977052773,213,5.9,3977052767,140,65.3,3977052769,141,5.9,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,3977052775,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216357,23,1,1,3,13,3ptd7zlc5isrongig0wij2id4,0,38.6,97.9,2023-01-14T15:03:23.858Z,2023-01-16T08:07:34Z,3977053137,140,53.4,3977053139,141,96.0,3977053135,56,Left,3977053133,3,,3977053143,213,6.2,3981085777,388,,3977053141,212,15.6,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497856423,781,61,1,3,15,fvr504m6gaxsfmtx4fwm7iq1,0,47.6,5.5,2023-01-14T15:03:25.220Z,2023-01-16T09:03:54Z,3980498497,56,Back,3981085813,178,,,,,,,,,,,,,,,,,,,,75c432elegprf4f6hn72icset,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497216373,24,49,1,3,15,3ptd7zlc5isrongig0wij2id4,1,47.4,95.1,2023-01-14T15:03:25.565Z,2023-01-16T09:03:59Z,,,,,,,,,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
