id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2520227309,310,68,1,43,51,80jtkz2echk6yyyb9e2595cxr,0,0,0,2023-03-14T20:29:06.890Z,2023-03-16T06:43:57Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227343,303,1,1,43,51,5qwskbjpa17fvmtuu5qijy7cz,0,39.6,91.8,2023-03-14T20:29:07.546Z,2023-03-16T06:44:02Z,4098375213,212,23.1,4098375209,140,60.3,4098375215,213,5.9,4100404717,178,,4098375211,141,80.5,4099516329,155,,4098375207,56,Left,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227345,311,1,1,43,52,80jtkz2echk6yyyb9e2595cxr,0,42,14.7,2023-03-14T20:29:08.217Z,2023-03-16T06:44:12Z,4099516577,213,0.8,4099516569,3,,4098375219,56,Back,4100404865,178,,4099516571,140,44.9,4099516573,141,19.4,4099516575,212,4.4,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227347,304,61,1,43,52,5qwskbjpa17fvmtuu5qijy7cz,1,60.3,80.5,2023-03-14T20:29:08.314Z,2023-03-16T06:44:17Z,4100404921,178,,4098375221,56,Left,4100404919,21,,,,,,,,,,,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227353,312,49,1,43,53,80jtkz2echk6yyyb9e2595cxr,1,54.2,27,2023-03-14T20:29:09.304Z,2023-03-16T06:44:22Z,,,,,,,,,,,,,,,,,,,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227361,313,1,1,43,55,80jtkz2echk6yyyb9e2595cxr,1,54.2,27,2023-03-14T20:29:10.723Z,2023-03-16T06:44:29Z,4100405067,178,,4098375287,140,77.3,4098375285,56,Right,4098375291,212,27.8,4098375289,141,7.0,4098375293,213,5.8,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227369,314,43,1,43,57,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-03-14T20:29:12.784Z,2023-03-14T20:29:23Z,4098375313,56,Right,4098375859,144,7,4098375315,286,0,,,,,,,,,,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227401,315,1,1,43,57,80jtkz2echk6yyyb9e2595cxr,1,77.3,7,2023-03-14T20:29:12.820Z,2023-03-16T06:44:37Z,4098375497,213,0.4,4100405141,178,,4098375495,212,14.6,4098375493,141,15.9,4098375491,140,90.0,4098375489,56,Right,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227421,316,1,1,44,0,80jtkz2echk6yyyb9e2595cxr,0,87.9,6.4,2023-03-14T20:29:16.451Z,2023-03-16T06:44:42Z,4098375607,212,9.2,4098375599,155,,4099517003,20,,4099517001,224,,4098375603,140,93.0,4098375605,141,17.4,4098375597,2,,4100405189,178,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,4098375601,56,Right,4098375609,213,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,
2520227451,305,61,1,44,0,5qwskbjpa17fvmtuu5qijy7cz,1,9,87.7,2023-03-14T20:29:16.536Z,2023-03-16T06:44:53Z,4100405295,178,,4098375759,56,Back,,,,,,,,,,,,,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227519,306,12,1,44,2,5qwskbjpa17fvmtuu5qijy7cz,1,3.1,60,2023-03-14T20:29:18.168Z,2023-03-16T06:45:06Z,4098377929,213,2.3,4098377925,141,67.6,4098377923,140,0.0,4098377921,167,,4098376053,56,Back,4100405407,178,,4098377927,212,6.9,4098378025,15,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227535,307,6,1,44,2,5qwskbjpa17fvmtuu5qijy7cz,0,0,62.5,2023-03-14T20:29:18.660Z,2023-03-16T06:45:09Z,4098376123,56,Back,4098377859,233,317,4098376157,73,,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227457,317,6,1,44,2,80jtkz2echk6yyyb9e2595cxr,1,100,37.5,2023-03-14T20:29:18.660Z,2023-03-16T06:45:10Z,4098375789,75,,4098377841,233,307,4098375787,56,Center,,,,,,,,,,,,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227603,318,1,1,44,15,80jtkz2echk6yyyb9e2595cxr,1,99.5,0.5,2023-03-14T20:29:31.324Z,2023-03-16T06:45:15Z,4098376459,213,2.8,4098376453,140,95.5,4098376455,141,2.6,4098376451,56,Right,4098376449,6,,4098376457,212,4.4,4100405503,178,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227637,319,1,1,44,18,80jtkz2echk6yyyb9e2595cxr,1,95.6,7.9,2023-03-14T20:29:33.975Z,2023-03-16T06:45:19Z,4100405553,178,,4098376617,212,8.9,4098376619,213,3.2,4098376613,140,87.2,4098376615,141,6.8,4098376609,56,Right,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227659,320,1,1,44,20,80jtkz2echk6yyyb9e2595cxr,0,89.3,8.5,2023-03-14T20:29:36.144Z,2023-03-16T06:45:23Z,4098376735,140,92.5,4098376733,56,Center,4099517639,224,,4098376731,155,,4098376729,2,,4098376739,212,27.0,4098376737,141,47.9,4099517641,20,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,4100405579,178,,4098376741,213,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,
2520227685,308,12,1,44,21,5qwskbjpa17fvmtuu5qijy7cz,1,8.2,46.4,2023-03-14T20:29:37.487Z,2023-03-16T06:45:27Z,4098376883,15,,4098376881,213,5.8,4098376877,141,28.0,4100405639,388,,4098376879,212,27.3,4098376875,140,31.3,4098376873,56,Back,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227711,321,1,1,44,25,80jtkz2echk6yyyb9e2595cxr,1,76.4,69,2023-03-14T20:29:41.204Z,2023-03-16T06:45:35Z,4098377029,213,3.4,4098377021,56,Center,4098377025,141,63.1,4098377023,140,60.5,4100405719,178,,4098377027,212,17.2,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227741,322,1,1,44,28,80jtkz2echk6yyyb9e2595cxr,1,60.7,62.4,2023-03-14T20:29:43.954Z,2023-03-16T06:45:39Z,4098377169,140,83.1,4098377177,1,,4098377165,155,,4100405771,178,,4098377171,141,11.3,4098377167,56,Right,4098377175,213,5.3,4098377173,212,42.0,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227743,323,61,1,44,30,80jtkz2echk6yyyb9e2595cxr,0,82.6,10.4,2023-03-14T20:29:46.149Z,2023-03-16T06:45:49Z,4100405881,178,,4098377187,56,Right,,,,,,,,,,,,,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227873,309,5,1,44,32,5qwskbjpa17fvmtuu5qijy7cz,1,17,101.7,2023-03-14T20:29:48.159Z,2023-03-16T06:45:53Z,4098377919,347,,4098377933,233,324,4098377917,56,Back,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227751,324,5,1,44,32,80jtkz2echk6yyyb9e2595cxr,0,83,-1.7,2023-03-14T20:29:48.159Z,2023-03-16T06:45:53Z,4098377937,233,309,4098377223,347,,4098377221,56,Right,,,,,,,,,,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520227977,310,1,1,44,56,5qwskbjpa17fvmtuu5qijy7cz,0,21.3,100,2023-03-14T20:30:12.696Z,2023-03-16T06:45:58Z,4098378469,107,,4098378481,1,,4098378477,212,54.3,4098378479,213,6.2,4098378475,141,92.3,4098378473,140,72.7,4098378471,56,Left,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228009,325,1,1,44,59,80jtkz2echk6yyyb9e2595cxr,1,33.7,3.8,2023-03-14T20:30:14.734Z,2023-03-16T06:46:07Z,4098378647,212,12.1,4098378639,140,32.4,4100406105,178,,4098378635,3,,4098378643,141,21.5,4098378637,56,Back,4098378649,213,1.7,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228023,326,1,1,45,0,80jtkz2echk6yyyb9e2595cxr,0,32.4,21.5,2023-03-14T20:30:15.922Z,2023-03-16T06:46:12Z,4098378739,140,33.2,4100406197,388,,4098378735,3,,4098378741,141,9.5,4098378745,213,4.8,4098378743,212,8.2,4098378737,56,Back,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228035,311,1,1,45,1,5qwskbjpa17fvmtuu5qijy7cz,1,72.2,90.8,2023-03-14T20:30:17.502Z,2023-03-16T06:46:17Z,4098378797,212,6.8,4098378799,213,5.6,4098378795,141,84.7,4098378793,140,77.3,4098378791,56,Left,4098378789,3,,4100406253,388,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228049,312,1,1,45,2,5qwskbjpa17fvmtuu5qijy7cz,1,77.3,84.7,2023-03-14T20:30:18.537Z,2023-03-16T06:46:25Z,4100406331,178,,4098378881,140,70.6,4098378883,141,83.3,4098378885,212,7.1,4098378877,3,,4098378879,56,Left,4098378887,213,3.3,4099518077,156,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228055,313,1,1,45,4,5qwskbjpa17fvmtuu5qijy7cz,0,70.6,83.3,2023-03-14T20:30:19.729Z,2023-03-16T06:46:29Z,4098378907,141,73.6,4098378895,3,,4100406389,388,,4098378899,56,Center,4098378903,140,79.6,4098378911,212,11.5,4098378913,213,5.7,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228073,327,1,1,45,6,80jtkz2echk6yyyb9e2595cxr,1,21.7,32.2,2023-03-14T20:30:21.745Z,2023-03-16T06:46:37Z,4098379005,141,11.4,4098379003,140,29.3,4098379001,56,Back,4100406479,178,,4098379009,213,5.2,4098378999,3,,4098379007,212,16.2,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228123,328,1,1,45,7,80jtkz2echk6yyyb9e2595cxr,1,29.3,11.4,2023-03-14T20:30:23.137Z,2023-03-16T06:46:42Z,4100406553,388,,4098379253,213,0.8,4098379247,140,39.2,4098379251,212,14.6,4098379249,141,26.5,4098379243,3,,4098379245,56,Back,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228121,314,4,1,45,8,5qwskbjpa17fvmtuu5qijy7cz,1,65.8,76.3,2023-03-14T20:30:24.633Z,2023-03-16T06:46:52Z,4098379289,233,329,4098379239,152,,4098379235,294,,4098379233,13,,4098379241,286,,4098379237,56,Center,,,,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228129,329,4,1,45,8,80jtkz2echk6yyyb9e2595cxr,0,34.2,23.7,2023-03-14T20:30:24.634Z,2023-03-16T06:46:52Z,4098379297,233,314,4098379267,152,,4100406627,388,,4098379269,285,,4098379263,294,,4098379265,56,Back,4098379261,13,,,,,41cihaqh4lxje5nx17g0rbgt1,J. Pigott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228163,315,70,1,45,16,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-14T20:30:31.727Z,2023-03-14T20:31:15Z,4098379471,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228455,316,1,1,45,39,5qwskbjpa17fvmtuu5qijy7cz,1,71.5,81.8,2023-03-14T20:30:54.954Z,2023-03-16T06:47:03Z,4098380983,213,5.5,4098380981,212,11.0,4098380977,140,79.2,4100406747,178,,4098380979,141,70.9,4098380973,152,,4098380975,56,Center,4098380971,5,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228469,317,1,1,45,41,5qwskbjpa17fvmtuu5qijy7cz,1,79.2,70.9,2023-03-14T20:30:56.808Z,2023-03-16T06:47:10Z,4098381049,140,72.5,4100406823,178,,4098381051,141,81.1,4098381055,213,2.4,4098381047,56,Left,4098381053,212,9.9,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228485,318,1,1,45,43,5qwskbjpa17fvmtuu5qijy7cz,0,72.3,83.3,2023-03-14T20:30:58.746Z,2023-03-16T06:47:19Z,4099518447,20,,4098381147,212,22.4,4099518439,225,,4098381139,155,,4100406921,178,,4098381145,141,56.9,4098381143,140,85.0,4099518443,387,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,4098381141,56,Center,4098381137,2,4098381149,213,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228483,330,12,1,45,44,80jtkz2echk6yyyb9e2595cxr,1,13,45.1,2023-03-14T20:31:00.290Z,2023-03-16T06:47:25Z,4098381121,56,Back,4100406973,388,,4098381125,141,68.2,4098381131,15,,4098381123,140,29.6,4098381129,213,0.7,4098381127,212,23.5,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228509,319,1,1,45,46,5qwskbjpa17fvmtuu5qijy7cz,1,68.3,43.1,2023-03-14T20:31:02.009Z,2023-03-16T06:47:31Z,4098381273,141,18.5,4098381275,212,16.7,4100407029,178,,4098381277,213,4.8,4098381265,56,Right,4098381261,3,,4098381269,140,69.0,,,,ex0gkrnzj98vrwpk9tpcfw91x,S. Conneely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228517,320,1,1,45,48,5qwskbjpa17fvmtuu5qijy7cz,1,67.2,18.6,2023-03-14T20:31:04.696Z,2023-03-16T06:47:42Z,4098381317,140,70.7,4100407125,178,,4098381315,56,Center,4098381323,213,0.9,4098381319,141,25.8,4098381321,212,6.1,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228551,321,1,1,45,50,5qwskbjpa17fvmtuu5qijy7cz,1,71,21.6,2023-03-14T20:31:06.058Z,2023-03-16T06:52:06Z,4100409655,178,,4098381459,56,Right,4098381465,212,16.8,4098381463,141,8.3,4098381461,140,84.5,4098381467,213,5.7,,,,,,,8i4qnoil4877e0wpwx3fj5b10,T. Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228585,322,1,1,45,52,5qwskbjpa17fvmtuu5qijy7cz,1,84.9,8.5,2023-03-14T20:31:08.684Z,2023-03-16T06:52:18Z,4098381653,213,1.7,4098381647,140,81.6,4098381651,212,26.6,4098383095,210,13,4098381645,56,Center,4098383097,154,,4100409719,178,,4098381649,141,47.3,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228589,323,13,1,45,55,5qwskbjpa17fvmtuu5qijy7cz,1,81.6,47.3,2023-03-14T20:31:10.724Z,2023-03-16T06:52:18Z,4098381665,18,,4098383127,231,49.1,4098383107,154,,4100409769,178,,4098382753,20,,4098383115,103,77.8,4098383113,102,40.5,4098382751,24,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,4098383119,328,,4098383117,215,4098383109,55,322,4098383105,29,4098383123,230,96.8,,,4098381667,56,Center,,4098383103,81,,,,,,,,,,,,,,,,,
2520228593,324,5,1,45,56,5qwskbjpa17fvmtuu5qijy7cz,0,100.6,35.4,2023-03-14T20:31:11.982Z,2023-03-16T06:52:25Z,4098381681,346,,4098381679,56,Center,4098381711,233,331,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228571,331,5,1,45,56,80jtkz2echk6yyyb9e2595cxr,1,-0.6,64.6,2023-03-14T20:31:11.982Z,2023-03-16T06:52:25Z,4098381703,233,324,4098381567,346,,4098381565,56,Back,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228907,332,1,1,46,22,80jtkz2echk6yyyb9e2595cxr,0,4.7,47.6,2023-03-14T20:31:38.054Z,2023-03-16T06:52:31Z,4098383201,1,,4098383197,212,56.9,4098383203,74,,4098383193,140,58.8,4098383195,141,42.1,4098383189,124,,4098383191,56,Center,4098383199,213,6.2,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228965,325,1,1,46,25,5qwskbjpa17fvmtuu5qijy7cz,0,48,52.2,2023-03-14T20:31:41.610Z,2023-03-16T06:52:35Z,4098383433,3,,4098383435,56,Center,4100409953,388,,4098383439,141,60.6,4098383437,140,74.6,4098383443,213,0.2,4098383441,212,28.5,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520228961,333,1,1,46,28,80jtkz2echk6yyyb9e2595cxr,1,24.2,34.8,2023-03-14T20:31:44.065Z,2023-03-16T06:52:41Z,4098383425,212,11.3,4100409999,178,,4098383421,141,47.3,4098383415,56,Back,4098383413,3,,4098383427,213,0.9,4098383417,140,31.3,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229007,334,1,1,46,30,80jtkz2echk6yyyb9e2595cxr,0,31.3,47.3,2023-03-14T20:31:45.819Z,2023-03-16T06:52:48Z,4100410059,178,,4098383637,141,28.0,4098383641,213,6.0,4098383643,1,,4099519145,155,,4098383635,140,76.4,4098383633,56,Center,4098383639,212,49.1,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229017,326,49,1,46,34,5qwskbjpa17fvmtuu5qijy7cz,1,23.3,70.8,2023-03-14T20:31:49.949Z,2023-03-16T06:52:57Z,,,,,,,,,,,,,,,,,,,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229061,327,1,1,46,34,5qwskbjpa17fvmtuu5qijy7cz,1,23.3,70.8,2023-03-14T20:31:50.045Z,2023-03-16T06:53:03Z,4098383901,140,12.4,4100410205,388,,4098383905,212,15.1,4098383903,141,56.4,4098383907,213,3.8,4098383899,56,Back,,,,,,,a2g77lv071rnz76ujh30364tl,H. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229065,328,1,1,46,36,5qwskbjpa17fvmtuu5qijy7cz,0,9.3,56.7,2023-03-14T20:31:51.803Z,2023-03-16T06:53:12Z,4100410291,178,,4098383917,157,,4098383929,1,,4098383919,56,Back,4098383925,212,33.6,4098383923,141,100.0,4098383927,213,1.1,4098383921,140,22.7,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229071,329,5,1,46,38,5qwskbjpa17fvmtuu5qijy7cz,0,21.6,101.6,2023-03-14T20:31:54.157Z,2023-03-16T06:53:22Z,4098384401,233,335,4098383959,347,,4098383957,56,Back,,,,,,,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229151,335,5,1,46,38,80jtkz2echk6yyyb9e2595cxr,1,78.4,-1.6,2023-03-14T20:31:54.157Z,2023-03-16T06:53:21Z,4098384387,233,329,4098384359,56,Right,4098384361,347,,,,,,,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229171,336,1,1,46,48,80jtkz2echk6yyyb9e2595cxr,1,79.4,0,2023-03-14T20:32:04.655Z,2023-03-16T06:53:25Z,4098384499,140,84.6,4098384495,107,,4098384505,213,1.3,4098384503,212,19.8,4098384501,141,26.4,4098384497,56,Center,,,,,,,9ovnysf6fd2ophwdyfznztsk5,J. Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229183,337,1,1,46,51,80jtkz2echk6yyyb9e2595cxr,1,84.6,26.4,2023-03-14T20:32:06.997Z,2023-03-16T06:53:35Z,4098384553,212,1.9,4098384555,213,4.9,4098384547,56,Center,4098384551,141,23.7,4098384575,156,,4098384549,140,85.0,4100410439,178,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229215,330,45,1,46,51,5qwskbjpa17fvmtuu5qijy7cz,0,9,71.7,2023-03-14T20:32:07.347Z,2023-03-16T06:53:43Z,4098384721,285,,4098384731,233,338,4098384719,56,Back,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229205,338,3,1,46,51,80jtkz2echk6yyyb9e2595cxr,1,91,28.3,2023-03-14T20:32:07.347Z,2023-03-16T06:53:42Z,4098384683,286,,4098384681,56,Center,4100410489,178,,4099519367,464,,4098384723,233,330,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229219,339,1,1,46,55,80jtkz2echk6yyyb9e2595cxr,1,98.6,24.3,2023-03-14T20:32:10.744Z,2023-03-16T06:53:50Z,4098384767,141,25.0,4100410541,178,,4098384771,213,3.1,4098384769,212,7.4,4098384765,140,91.6,4098384763,56,Center,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229221,340,1,1,46,56,80jtkz2echk6yyyb9e2595cxr,0,90.1,24.6,2023-03-14T20:32:12.515Z,2023-03-16T06:54:02Z,4100410601,178,,4098384775,56,Center,4098384779,141,42.5,4098384777,140,94.2,4098384783,213,1.2,4098384781,212,12.9,,,,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229265,331,12,1,46,57,5qwskbjpa17fvmtuu5qijy7cz,1,11.5,61.8,2023-03-14T20:32:13.116Z,2023-03-16T06:54:08Z,4100410647,178,,4098385011,140,26.9,4098385009,56,Back,4098385013,141,76.6,4098385015,212,19.0,4098385017,213,0.6,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520619321,1056,67,1,46,59,80jtkz2echk6yyyb9e2595cxr,1,72.4,23.2,2023-03-14T20:32:14.894Z,2023-03-16T19:58:27Z,4100439523,233,1010,,,,,,,,,,,,,,,,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520619317,1010,67,1,46,59,5qwskbjpa17fvmtuu5qijy7cz,0,27.6,76.8,2023-03-14T20:32:14.895Z,2023-03-16T08:01:28Z,4100439531,233,1056,,,,,,,,,,,,,,,,,,,,,,f4ef7in4fxoylsy29anhgqep5,A. Pressley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229239,341,1,1,46,59,80jtkz2echk6yyyb9e2595cxr,1,92.2,48,2023-03-14T20:32:14.907Z,2023-03-16T19:58:28Z,4099519737,212,20.6,4098384891,56,Center,4099519739,213,3.8,4100410707,178,,4099519735,141,29.1,4099519733,140,76.9,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520229261,342,3,1,47,0,80jtkz2echk6yyyb9e2595cxr,0,72.6,31.7,2023-03-14T20:32:16.205Z,2023-03-16T06:54:26Z,4098386229,233,332,4098384991,286,,4098384989,56,Center,4100410733,178,,4099520087,464,,,,,,,,,,,dlfoufhh8dc14s10vnbjrfvmd,J. Morrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
