id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2501352167,6,1,1,0,20,5jjqm8h6qm1w4s5f93uubhdrj,1,23.5,94,2023-01-28T15:01:55.206Z,2023-01-31T09:05:14Z,3998761561,56,Back,3998761563,140,3.8,3998761567,212,22.0,3998761565,141,82.8,3998761569,213,3.5,4005137547,178,,,,,,,,2k02tiy3x2a7o11h0kxw33fmd,D. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352237,7,1,1,0,22,5jjqm8h6qm1w4s5f93uubhdrj,1,3.7,88.2,2023-01-28T15:01:57.323Z,2023-01-31T09:05:19Z,3998761885,56,Back,3998761889,141,95.6,3998761891,212,30.4,3998761883,155,,3998761893,213,0.2,4005137645,178,,3998761887,140,32.3,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352311,8,1,1,0,24,5jjqm8h6qm1w4s5f93uubhdrj,0,32.3,97.1,2023-01-28T15:01:59.665Z,2023-01-31T09:05:26Z,4005137739,388,,3998762261,140,27.1,3998762263,141,74.2,3998762259,56,Back,3998762267,213,4.4,3998762265,212,16.5,3998762257,3,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502575763,808,67,1,0,27,80jtkz2echk6yyyb9e2595cxr,1,70.6,25.3,2023-01-28T15:02:01.885Z,2023-01-31T10:47:18Z,4005193471,233,783,,,,,,,,,,,,,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502575759,783,67,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,0,29.4,74.7,2023-01-28T15:02:01.886Z,2023-01-31T09:37:36Z,4005193503,233,808,,,,,,,,,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352295,6,1,1,0,27,80jtkz2echk6yyyb9e2595cxr,0,68.4,26,2023-01-28T15:02:01.919Z,2023-01-31T10:47:18Z,4005137899,178,,3998762177,140,70.5,3998762575,236,,3998762181,212,2.3,3998762183,213,6.0,3998762577,233,9,3998762581,286,,3998762175,56,Center,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,3998762179,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502575539,782,43,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,1,0,0,2023-01-28T15:02:01.940Z,2023-01-31T09:37:07Z,4005192347,233,807,4005192633,144,67,,,,,,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502575535,807,43,1,0,27,80jtkz2echk6yyyb9e2595cxr,1,0,0,2023-01-28T15:02:01.941Z,2023-01-31T09:37:07Z,4005192623,144,67,4005192359,233,782,,,,,,,,,,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352347,9,74,1,0,27,5jjqm8h6qm1w4s5f93uubhdrj,1,28.2,73.6,2023-01-28T15:02:01.954Z,2023-01-31T09:36:05Z,3998762447,56,Back,3998762643,233,6,3998762449,285,,4005137971,178,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352409,7,5,1,0,28,80jtkz2echk6yyyb9e2595cxr,1,60.7,-1.4,2023-01-28T15:02:03.291Z,2023-01-31T09:05:50Z,3998762819,233,10,3998762755,347,,3998762753,56,Right,,,,,,,,,,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352383,10,5,1,0,28,5jjqm8h6qm1w4s5f93uubhdrj,0,39.3,101.4,2023-01-28T15:02:03.291Z,2023-01-31T09:05:51Z,3998762605,347,,3998762843,233,7,3998762603,56,Back,,,,,,,,,,,,,,,,ewtroels9b5fc9hv9c2laj90q,H. Kyprianou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352443,8,1,1,0,31,80jtkz2echk6yyyb9e2595cxr,1,63.8,0,2023-01-28T15:02:06.705Z,2023-01-31T09:05:55Z,3998762947,213,1.5,3998762937,107,,3998762941,140,64.1,3998762943,141,7.1,3998762939,56,Right,3998762945,212,5.5,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352481,9,1,1,0,32,80jtkz2echk6yyyb9e2595cxr,1,61.4,5.8,2023-01-28T15:02:07.414Z,2023-01-31T09:06:03Z,3998763117,140,60.0,4005138153,178,,3998763121,212,2.5,3998763123,213,4.1,3998763119,141,2.9,3998763115,56,Right,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352537,10,1,1,0,34,80jtkz2echk6yyyb9e2595cxr,1,53.8,3.7,2023-01-28T15:02:09.233Z,2023-01-31T09:06:06Z,3998763343,140,37.4,4005138191,178,,3998763347,212,19.7,3998763349,213,2.6,3998763345,141,17.9,3998763339,56,Back,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352707,11,1,1,0,36,80jtkz2echk6yyyb9e2595cxr,1,37,24.8,2023-01-28T15:02:11.454Z,2023-01-31T09:06:09Z,3998764285,141,57.9,3998764289,213,1.8,3998764287,212,23.1,3998764281,56,Back,4005138239,178,,3998764283,140,31.9,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352761,12,1,1,0,42,80jtkz2echk6yyyb9e2595cxr,1,32.5,67.8,2023-01-28T15:02:17.085Z,2023-01-31T09:06:13Z,3998764577,140,27.6,3998764581,212,21.4,3998764583,213,4.5,3998764575,56,Back,3998764579,141,37.3,4005138323,178,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501352915,13,1,1,0,44,80jtkz2echk6yyyb9e2595cxr,1,32.5,31.2,2023-01-28T15:02:19.502Z,2023-01-31T09:06:15Z,3998765385,212,15.9,4005138383,178,,3998765379,56,Back,3998765381,140,40.0,3998765383,141,10.9,3998765387,213,5.2,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353105,14,1,1,0,50,80jtkz2echk6yyyb9e2595cxr,1,39.3,12.8,2023-01-28T15:02:25.301Z,2023-01-31T09:06:19Z,3998766295,213,1.8,3998766289,140,31.5,3998766297,1,,3998766287,56,Back,4005138459,178,,3998766291,141,62.3,3998766293,212,34.6,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353145,15,1,1,0,58,80jtkz2echk6yyyb9e2595cxr,1,48.1,80.5,2023-01-28T15:02:33.142Z,2023-01-31T09:06:23Z,4005138533,178,,3998766507,213,1.7,3998766503,141,96.3,3998766501,140,46.4,3998766499,56,Back,3998766505,212,10.9,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353343,16,1,1,1,0,80jtkz2echk6yyyb9e2595cxr,1,45.6,93,2023-01-28T15:02:35.174Z,2023-01-31T09:06:26Z,3998767595,56,Back,4005138569,178,,3998767599,141,61.7,3998767597,140,29.9,3998767601,212,26.9,3998767603,213,4.1,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353437,17,1,1,1,7,80jtkz2echk6yyyb9e2595cxr,1,32.5,54.8,2023-01-28T15:02:41.928Z,2023-01-31T09:06:29Z,4005138601,178,,3998767979,140,42.3,3998767989,213,5.5,3998767977,56,Back,3998767981,141,40.6,3998767983,212,14.1,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353523,18,1,1,1,8,80jtkz2echk6yyyb9e2595cxr,1,43.9,38,2023-01-28T15:02:42.918Z,2023-01-31T09:06:32Z,3998768403,141,54.8,3998768401,140,28.1,3998768407,213,2.5,4005138659,178,,3998768405,212,20.1,3998768399,56,Back,,,,,,,f4l762ob8j0izfocnmofytcyd,R. Tunnicliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353623,19,1,1,1,10,80jtkz2echk6yyyb9e2595cxr,1,28.3,57.5,2023-01-28T15:02:45.678Z,2023-01-31T09:06:35Z,3998768867,140,8.7,4005138681,178,,3998768869,141,44.1,3998768871,212,22.5,3998768873,213,3.6,3998768865,56,Back,,,,,,,cn988bjn09tb806b05wgp7ys5,S. Raggett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353731,20,1,1,1,13,80jtkz2echk6yyyb9e2595cxr,0,8.8,45.2,2023-01-28T15:02:47.991Z,2023-01-31T09:06:37Z,3998769371,141,91.1,3998769369,140,53.0,3998769373,212,55.9,3998769365,157,,3998769377,1,,4005138707,178,,3998769375,213,0.6,3998769367,56,Left,21hyrpedxxu2ilkspxq4uril1,M. Macey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353827,11,1,1,1,16,5jjqm8h6qm1w4s5f93uubhdrj,0,45.8,13.8,2023-01-28T15:02:51.127Z,2023-01-31T09:06:47Z,3998769705,212,15.0,3998769697,56,Center,3998769709,213,0.5,4005138803,388,,3998769703,141,24.6,3998769695,3,,3998769699,140,58.3,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353901,21,1,1,1,18,80jtkz2echk6yyyb9e2595cxr,0,43.2,75.6,2023-01-28T15:02:53.038Z,2023-01-31T09:06:52Z,3998770007,157,,3998770011,140,71.5,3998770013,141,72.7,3998770017,213,6.2,4005138903,178,,3998770015,212,29.8,3998770019,1,,3998770009,56,Center,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353933,12,1,1,1,20,5jjqm8h6qm1w4s5f93uubhdrj,1,31.3,26.5,2023-01-28T15:02:54.795Z,2023-01-31T09:06:56Z,4005138953,178,,3998770125,3,,3998770135,213,5.3,3998770129,140,34.8,3998770127,56,Back,3998770133,212,6.8,3998770131,141,18.0,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501353949,13,49,1,1,20,5jjqm8h6qm1w4s5f93uubhdrj,1,31.8,18.8,2023-01-28T15:02:55.729Z,2023-01-31T09:07:03Z,,,,,,,,,,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354069,14,4,1,1,21,5jjqm8h6qm1w4s5f93uubhdrj,1,34.4,13.6,2023-01-28T15:02:56.682Z,2023-01-31T09:07:08Z,3998770737,152,,3998770731,13,,3998770733,294,,3998771257,286,,3998771253,233,22,3998770735,56,Back,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354151,22,4,1,1,21,80jtkz2echk6yyyb9e2595cxr,0,65.6,86.4,2023-01-28T15:02:56.683Z,2023-01-31T09:07:08Z,3998771197,152,,3998771193,294,,3998771191,13,,3998771319,233,14,3998771199,285,,3998771195,56,Left,4005139163,178,,,,,33h8s55zcj0j535g2dyz9tnqi,D. Scarlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354251,15,1,1,1,27,5jjqm8h6qm1w4s5f93uubhdrj,1,31.1,17,2023-01-28T15:03:02.197Z,2023-01-31T09:07:11Z,3998771667,56,Back,3998771675,213,2.6,3998771663,5,,4005139215,178,,3998771673,212,10.3,3998771665,152,,3998771671,141,25.0,3998771669,140,22.8,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354307,16,1,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,1,25.8,28.7,2023-01-28T15:03:04.006Z,2023-01-31T09:07:14Z,4005139283,178,,3998771925,141,50.5,3998771929,213,1.9,3998771917,56,Back,3998771927,212,15.5,3998771923,140,21.6,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354421,17,1,1,1,31,5jjqm8h6qm1w4s5f93uubhdrj,1,27.1,70.3,2023-01-28T15:03:06.557Z,2023-01-31T09:07:17Z,4005139329,178,,3998772529,212,16.4,3998772525,140,31.8,3998772527,141,93.3,3998772531,213,1.3,3998772523,56,Back,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354505,18,1,1,1,34,5jjqm8h6qm1w4s5f93uubhdrj,1,32.6,94.4,2023-01-28T15:03:09.531Z,2023-01-31T09:07:21Z,3998772983,212,31.6,3998772981,141,92.7,3998772977,56,Left,4005139415,178,,3998772985,213,6.2,3998772979,140,62.7,3998772975,155,,,,,2k02tiy3x2a7o11h0kxw33fmd,D. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354513,19,50,1,1,37,5jjqm8h6qm1w4s5f93uubhdrj,1,61.6,89.4,2023-01-28T15:03:12.355Z,2023-01-31T09:07:28Z,3998773007,286,,3998773005,56,Left,3998773445,233,23,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354567,23,7,1,1,37,80jtkz2echk6yyyb9e2595cxr,0,38.4,10.6,2023-01-28T15:03:12.720Z,2023-01-31T09:07:32Z,4004346109,385,,3998773309,56,Back,4005139617,178,,3998773311,285,,3998773361,233,19,,,,,,,,,,dfpogkmamlohb4ta3q5ehecq1,Z. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354763,20,1,1,1,44,5jjqm8h6qm1w4s5f93uubhdrj,0,90.7,94.6,2023-01-28T15:03:18.837Z,2023-01-31T09:07:35Z,3998774157,213,4.8,3998774147,155,,3998774149,56,Center,3998774145,2,,3998774155,212,24.9,4004346415,224,,3998774153,141,58.1,3998774151,140,92.6,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,4005139713,178,,4004346417,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354819,24,12,1,1,45,80jtkz2echk6yyyb9e2595cxr,1,9.4,43.9,2023-01-28T15:03:19.854Z,2023-01-31T09:07:41Z,3998774391,140,0.0,4005139889,178,,3998774387,56,Back,3998774403,213,3.8,3998774495,167,,3998774401,212,14.0,3998774395,141,30.9,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354851,21,6,1,1,46,5jjqm8h6qm1w4s5f93uubhdrj,1,100,72.8,2023-01-28T15:03:20.945Z,2023-01-31T09:07:45Z,3998774545,56,Center,3998774597,233,25,3998774547,73,,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354837,25,6,1,1,46,80jtkz2echk6yyyb9e2595cxr,0,0,27.2,2023-01-28T15:03:20.945Z,2023-01-31T09:07:46Z,3998774635,233,21,3998774475,56,Back,3998774477,73,,,,,,,,,,,,,,,,,9kacd96xriqrc23e0a8vzov3e,R. Towler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355923,22,1,1,2,18,5jjqm8h6qm1w4s5f93uubhdrj,0,99.5,99.5,2023-01-28T15:03:52.780Z,2023-01-31T09:07:49Z,4004346735,20,,3998780129,155,,3998780125,2,,3998780127,6,,3998780133,223,,4005140031,178,,3998780135,56,Center,3998780139,141,58.1,kxfjnow9ky2mxefjujv392ol,J. Ward,3998780141,212,29.1,3998780137,140,92.4,3998780143,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502417359,765,12,1,2,19,80jtkz2echk6yyyb9e2595cxr,1,6.4,41.5,2023-01-28T15:03:53.808Z,2023-01-31T09:08:00Z,4004348513,141,49.3,4004348511,140,6.1,4004348517,213,1.6,4005140363,178,,4004348515,212,5.3,4004348509,56,Back,,,,,,,3zmb22ct3lkf04kbpuxr22hud,L. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355979,23,13,1,2,19,5jjqm8h6qm1w4s5f93uubhdrj,1,93.7,52.8,2023-01-28T15:03:54.366Z,2023-01-31T09:08:17Z,3998806359,103,11.1,3998806367,230,99.7,3998802973,25,,3998822989,458,,3998802991,328,,3998806365,147,58.5,3998806369,231,50.5,3998806357,102,64.0,dxndu5lwom3srja7xhiadmdw5,J. Clarke-Harris,3998803001,153,,3998806363,146,98.6,4005140801,178,,3998802227,17,3998802979,15,3998806343,73,3998780405,56,Center,,,,,,,,,,,,,,,,,,,,,,
2501356241,27,4,1,2,21,80jtkz2echk6yyyb9e2595cxr,1,4.4,33.4,2023-01-28T15:03:56.195Z,2023-01-31T09:08:30Z,3998781761,294,,3998781763,56,Back,3998781759,13,,3998781765,152,,3998781769,285,,3998781825,233,25,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
