id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2492074995,6,5,1,0,6,8w89tsles26jm12aoelwvlttt,1,77.2,102,2022-12-17T15:01:27.727Z,2022-12-20T04:57:54Z,3949916831,56,Left,3949916833,347,,3949916855,233,5,,,,,,,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075009,7,1,1,0,11,8w89tsles26jm12aoelwvlttt,1,75.2,100,2022-12-17T15:01:32.560Z,2022-12-20T04:57:58Z,3949916911,107,,3949916919,212,9.5,3949916921,213,4.9,3949916917,141,88.3,3949916913,56,Left,3949916915,140,77.0,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075015,8,1,1,0,12,8w89tsles26jm12aoelwvlttt,1,77,88.3,2022-12-17T15:01:33.336Z,2022-12-20T04:58:01Z,3949916937,140,76.4,3949916943,212,4.4,3949916935,56,Left,3949916947,213,1.7,3949916941,141,94.7,3952041321,178,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075047,9,1,1,0,13,8w89tsles26jm12aoelwvlttt,1,76.4,94.7,2022-12-17T15:01:34.108Z,2022-12-20T04:58:05Z,3949917099,213,3.4,3949917091,56,Left,3949917097,212,8.4,3949917093,140,68.6,3952041347,178,,3949917095,141,92.1,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075055,10,1,1,0,17,8w89tsles26jm12aoelwvlttt,0,68.7,92.3,2022-12-17T15:01:38.335Z,2022-12-20T04:58:08Z,3949917155,212,3.5,3949917267,233,6,3949917153,141,89.1,3949917149,56,Left,3949917265,236,,3949917157,213,5.6,3949917271,286,,3949917151,140,71.3,9qeg65oa5skmypxvt73vckfrp,B. Johnson,3952041379,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075075,6,74,1,0,17,80jtkz2echk6yyyb9e2595cxr,1,22.6,3.7,2022-12-17T15:01:38.466Z,2022-12-20T04:58:10Z,3949917261,56,Back,3949917263,285,,3949917273,233,10,3952041391,178,,,,,,,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492118211,390,61,1,0,18,80jtkz2echk6yyyb9e2595cxr,0,27.3,37.1,2022-12-17T15:01:39.610Z,2022-12-20T04:58:19Z,3952041427,178,,3950152755,56,Back,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492472513,664,43,1,0,19,8w89tsles26jm12aoelwvlttt,1,0,0,2022-12-17T15:01:40.130Z,2022-12-20T08:26:35Z,3952060077,233,870,3952119995,144,67,,,,,,,,,,,,,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492472511,870,43,1,0,19,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:01:40.131Z,2022-12-20T08:26:35Z,3952060081,233,664,3952119997,144,67,,,,,,,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075083,11,1,1,0,19,8w89tsles26jm12aoelwvlttt,0,68.1,79.3,2022-12-17T15:01:40.161Z,2022-12-20T06:15:47Z,3951772463,212,11.4,3949917287,56,Center,3952041453,178,,3951772465,213,5.1,3951772461,141,63.5,3951772459,140,71.8,,,,,,,9qeg65oa5skmypxvt73vckfrp,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492077243,43,43,1,0,20,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:01:40.995Z,2022-12-19T15:07:15Z,3949928479,56,Back,3949928791,233,11,3951772385,144,7,3949928481,285,0,,,,,,,,,,,,,dypefa5ubw9m9xefxdd4365lh,M. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492423081,838,49,1,0,20,80jtkz2echk6yyyb9e2595cxr,1,32.5,39.2,2022-12-17T15:01:41.550Z,2022-12-20T04:58:26Z,,,,,,,,,,,,,,,,,,,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492118329,391,1,1,0,20,80jtkz2echk6yyyb9e2595cxr,1,27.3,37.1,2022-12-17T15:01:41.604Z,2022-12-20T04:58:29Z,3950153437,213,5.6,3950153431,140,39.9,3952041477,178,,3950153435,212,17.6,3950153429,56,Back,3950153433,141,20.0,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075189,7,43,1,0,22,80jtkz2echk6yyyb9e2595cxr,1,0,0,2022-12-17T15:01:43.277Z,2022-12-19T15:07:24Z,3951772519,144,49,,,,,,,,,,,,,,,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075207,8,4,1,0,23,80jtkz2echk6yyyb9e2595cxr,1,34.8,15,2022-12-17T15:01:44.582Z,2022-12-20T04:58:34Z,3949917785,152,,3949917783,56,Back,3949917787,265,,3949918117,233,12,3949918121,286,,3949917781,13,,,,,,,,6d9maq3oecwobp2t2220vf4r9,C. Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075271,12,4,1,0,23,8w89tsles26jm12aoelwvlttt,0,65.2,85,2022-12-17T15:01:44.583Z,2022-12-20T04:58:33Z,3949918095,152,,3949918093,56,Left,3952041509,178,,3949918097,265,,3949918091,13,,3949918127,233,8,3949918099,285,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075319,9,1,1,0,34,80jtkz2echk6yyyb9e2595cxr,1,39.2,2.6,2022-12-17T15:01:54.868Z,2022-12-20T04:58:39Z,3949918403,212,12.9,3949918393,5,,3949918405,213,2.0,3949918395,152,,3949918399,140,34.0,3949918401,141,19.8,3952041549,178,,3949918397,56,Back,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075349,10,1,1,0,36,80jtkz2echk6yyyb9e2595cxr,1,34,19.8,2022-12-17T15:01:56.862Z,2022-12-20T04:58:43Z,3949918549,56,Back,3949918557,213,1.5,3949918551,140,36.6,3952041585,178,,3949918555,212,26.3,3949918553,141,58.2,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075371,11,1,1,0,38,80jtkz2echk6yyyb9e2595cxr,1,36.6,58.2,2022-12-17T15:01:59.785Z,2022-12-20T04:58:47Z,3949918653,213,1.5,3949918645,56,Back,3952041617,178,,3949918647,140,38.4,3949918651,212,19.5,3949918649,141,86.8,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075385,12,1,1,0,41,80jtkz2echk6yyyb9e2595cxr,1,38.4,86.8,2022-12-17T15:02:01.871Z,2022-12-20T04:58:54Z,3949918723,141,62.9,3952041651,178,,3949918725,212,17.1,3949918721,140,33.4,3949918719,56,Back,3949918727,213,4.4,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075447,13,1,1,0,43,80jtkz2echk6yyyb9e2595cxr,1,33.4,62.7,2022-12-17T15:02:03.962Z,2022-12-20T04:58:59Z,3952041705,178,,3949919013,213,4.7,3949919005,56,Back,3949919009,141,23.4,3949919011,212,26.7,3949919007,140,32.9,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075497,14,1,1,0,48,80jtkz2echk6yyyb9e2595cxr,1,34.1,22.1,2022-12-17T15:02:09.617Z,2022-12-20T04:59:21Z,3949919249,213,1.7,3949919241,56,Back,3949919247,212,20.1,3949919243,140,31.1,3952041835,178,,3949919245,141,51.3,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075559,15,1,1,0,51,80jtkz2echk6yyyb9e2595cxr,0,35.3,53,2022-12-17T15:02:12.561Z,2022-12-20T04:59:24Z,3949919599,56,Left,3949919607,213,0.6,3949919601,140,77.4,3949919597,155,,3949919609,1,,3949919605,212,52.2,3952041865,178,,3949919603,141,93.8,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075579,13,12,1,0,54,8w89tsles26jm12aoelwvlttt,1,18.4,8.2,2022-12-17T15:02:15.787Z,2022-12-20T04:59:39Z,3949919705,140,14.7,3949919753,167,,3949919703,56,Back,3949919707,141,0.0,3949919711,213,4.2,3952041993,388,,3949919709,212,7.5,3952041995,21,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075583,14,5,1,0,57,8w89tsles26jm12aoelwvlttt,0,16.6,-1.6,2022-12-17T15:02:18.005Z,2022-12-20T04:59:47Z,3949920271,233,16,3949919719,56,Back,3949919721,347,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075689,16,5,1,0,57,80jtkz2echk6yyyb9e2595cxr,1,83.4,101.6,2022-12-17T15:02:18.005Z,2022-12-20T04:59:46Z,3949920255,233,14,3949920251,56,Left,3949920253,347,,,,,,,,,,,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075739,17,1,1,1,1,80jtkz2echk6yyyb9e2595cxr,1,81.6,100,2022-12-17T15:02:22.632Z,2022-12-20T05:00:06Z,3949920529,140,81.9,3949920533,141,85.7,3949920527,56,Left,3949920541,213,4.7,3949920537,212,11.1,3949920523,107,,,,,,,,89wk8a6aqw64nub8dgdj7zjl5,D. Hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075771,18,1,1,1,4,80jtkz2echk6yyyb9e2595cxr,1,81.9,85.7,2022-12-17T15:02:25.820Z,2022-12-20T05:00:11Z,3949920731,140,73.0,3949920737,213,2.9,3949920733,141,89.3,3952042229,178,,3949920735,212,9.7,3949920729,56,Left,,,,,,,2iy84h1v8wt8l6prv701uohk9,R. Hackett-Fairchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075801,19,1,1,1,9,80jtkz2echk6yyyb9e2595cxr,1,77.4,85.7,2022-12-17T15:02:30.160Z,2022-12-20T05:00:14Z,3949920891,141,95.7,3949920889,140,90.8,3952042263,178,,3949920893,212,15.6,3949920895,213,0.5,3949920887,56,Left,,,,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075811,20,1,1,1,11,80jtkz2echk6yyyb9e2595cxr,0,95.1,92.6,2022-12-17T15:02:32.514Z,2022-12-20T05:00:17Z,3951773167,386,,3952042297,178,,3951773169,72,,3949920919,212,15.4,3949920917,141,72.0,3949920909,2,,3949920913,56,Center,3949920915,140,88.9,89wk8a6aqw64nub8dgdj7zjl5,D. Hume,3951773165,225,3949920921,213,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075829,15,61,1,1,12,8w89tsles26jm12aoelwvlttt,1,12.5,30.1,2022-12-17T15:02:32.924Z,2022-12-20T05:00:24Z,3952042353,178,,3949921019,56,Back,,,,,,,,,,,,,,,,,,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075859,21,1,1,1,14,80jtkz2echk6yyyb9e2595cxr,0,93.4,91.1,2022-12-17T15:02:35.763Z,2022-12-20T05:00:27Z,3949921193,140,93.8,3949921189,155,,3949921195,141,55.1,3949921187,2,,3949921191,56,Center,3951773227,224,,3949921199,213,4.7,3949921197,212,24.5,89wk8a6aqw64nub8dgdj7zjl5,D. Hume,3951773229,72,3952042371,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075887,16,12,1,1,16,8w89tsles26jm12aoelwvlttt,1,8.4,39.7,2022-12-17T15:02:37.013Z,2022-12-20T05:00:33Z,3949921335,141,42.1,3952042419,178,,3949921333,140,26.9,3949921341,15,,3949921337,212,19.5,3949921339,213,0.1,3949921331,56,Back,,,,2hhatd33vvokrbemn4echivhl,W. O'Hora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075913,17,61,1,1,17,8w89tsles26jm12aoelwvlttt,0,27.4,42.4,2022-12-17T15:02:38.705Z,2022-12-20T05:00:47Z,3949921465,56,Back,3952042479,178,,,,,,,,,,,,,,,,,,,,299g43uwcj4dblia1bihagmol,N. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075945,22,1,1,1,18,80jtkz2echk6yyyb9e2595cxr,1,74.5,43.3,2022-12-17T15:02:39.778Z,2022-12-20T05:00:51Z,3952042501,178,,3949921627,140,65.5,3949921633,213,3.8,3949921629,141,32.2,3949921625,56,Center,3949921631,212,12.1,,,,,,,307tfvtl56s1rf61x8kjevjzd,J. Koroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075955,23,1,1,1,22,80jtkz2echk6yyyb9e2595cxr,1,65.2,33.6,2022-12-17T15:02:42.978Z,2022-12-20T05:01:04Z,3949921685,212,12.8,3949921683,141,45.4,3952042589,178,,3949921679,56,Center,3949921687,213,0.7,3949921681,140,74.7,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075969,24,1,1,1,23,80jtkz2echk6yyyb9e2595cxr,1,74.7,45.4,2022-12-17T15:02:44.378Z,2022-12-20T05:01:31Z,3949921763,56,Center,3952042781,178,,3949921765,140,55.6,3949921773,212,21.0,3949921769,141,54.6,3949921775,213,2.8,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076041,25,1,1,1,26,80jtkz2echk6yyyb9e2595cxr,1,55.6,54.6,2022-12-17T15:02:46.931Z,2022-12-20T05:01:34Z,3949922165,213,0.8,3949922163,212,40.0,3949922167,1,,3949922157,56,Left,3949922159,140,81.1,3949922161,141,98.4,3952042801,178,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076099,26,1,1,1,30,80jtkz2echk6yyyb9e2595cxr,1,80.4,95.9,2022-12-17T15:02:50.984Z,2022-12-20T05:02:02Z,3949922407,212,18.6,3949922401,56,Left,3949922409,213,3.3,3949922405,141,90.9,3952042931,178,,3949922403,140,63.0,,,,,,,89wk8a6aqw64nub8dgdj7zjl5,D. Hume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076151,27,1,1,1,32,80jtkz2echk6yyyb9e2595cxr,1,63,90.9,2022-12-17T15:02:53.201Z,2022-12-20T05:02:06Z,3949922691,141,51.0,3949922699,213,4.0,3949922685,56,Back,3949922703,1,,3952042947,178,,3949922695,212,35.1,3949922687,140,41.8,,,,541yhibvfn0fv2izdfudm7651,C. Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076213,28,1,1,1,35,80jtkz2echk6yyyb9e2595cxr,1,41.8,51,2022-12-17T15:02:56.281Z,2022-12-20T05:02:09Z,3949922971,141,23.9,3949922975,213,5.0,3949922967,56,Back,3952042975,178,,3949922973,212,19.1,3949922969,140,46.7,,,,,,,f1g68yocf85lxkf17pt2j7v85,C. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076255,29,1,1,1,40,80jtkz2echk6yyyb9e2595cxr,1,51.5,20.1,2022-12-17T15:03:00.947Z,2022-12-20T05:10:39Z,3949923215,212,16.1,3952046801,178,,3949923213,141,2.2,3949923217,213,5.4,3949923209,56,Right,3949923211,140,61.5,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076287,30,1,1,1,42,80jtkz2echk6yyyb9e2595cxr,1,58.3,2.3,2022-12-17T15:03:03.176Z,2022-12-20T05:10:42Z,3952046833,178,,3949923389,56,Back,3949923393,141,4.7,3949923395,212,14.1,3949923391,140,45.0,3949923397,213,3.0,,,,,,,eswokn90i34kdbfvax0y7365l,O. Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076437,31,1,1,1,43,80jtkz2echk6yyyb9e2595cxr,1,44.7,5.6,2022-12-17T15:03:04.320Z,2022-12-20T05:10:46Z,3949924113,140,70.9,3949924115,141,1.6,3949924111,56,Right,3952046875,178,,3949924119,213,6.2,3949924117,212,27.6,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076443,32,4,1,1,45,80jtkz2echk6yyyb9e2595cxr,1,68.8,6.6,2022-12-17T15:03:06.044Z,2022-12-20T05:11:00Z,3949924147,56,Right,3949924149,152,,3949924157,286,,3949924153,265,,3949924179,233,18,3949924145,13,,,,,,,,610hp1px6mp6lbyube9b0swrt,J. Mingi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076395,18,4,1,1,45,8w89tsles26jm12aoelwvlttt,0,31.2,93.4,2022-12-17T15:03:06.045Z,2022-12-20T05:11:00Z,3949923891,152,,3949924199,233,32,3949923889,56,Back,3952046975,178,,3949923893,265,,3949923895,285,,3949923887,13,,,,,9r28zj6fz3z8dzojktwambsut,Z. Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
