id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/19/value,assist
2500344675,5,1,1,0,26,ejm092fnt9zoxbpuklzd52ji8,0,65.5,5.5,2023-01-24T19:47:09.934Z,2023-01-26T12:26:05Z,3993556425,141,9.2,3995590615,178,,3993556421,56,Right,3993556429,213,0.2,3993556427,212,10.6,3993556423,140,75.3,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344699,6,12,1,0,27,3ptd7zlc5isrongig0wij2id4,1,21.2,76.6,2023-01-24T19:47:11.459Z,2023-01-26T12:26:10Z,3993556535,56,Back,3993556543,213,1.3,3993556537,140,25.9,3993556581,167,,3993556539,141,100.0,3993556541,212,18.0,3995590641,178,,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344839,6,5,1,0,29,ejm092fnt9zoxbpuklzd52ji8,1,73,-1.2,2023-01-24T19:47:13.790Z,2023-01-26T12:26:14Z,3993557263,56,Right,3993557289,233,7,3993557265,347,,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500344705,7,5,1,0,29,3ptd7zlc5isrongig0wij2id4,0,27,101.2,2023-01-24T19:47:13.790Z,2023-01-26T12:26:15Z,3993557309,233,6,3993556553,56,Back,3993556555,347,,,,,,,,,,,,,,,,,6kz7c7i4wzph7qlzi9nzt266t,C. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345027,8,1,1,0,46,ejm092fnt9zoxbpuklzd52ji8,1,66.3,0,2023-01-24T19:47:30.306Z,2023-01-26T12:26:19Z,3993558013,1,,3993558009,212,26.8,3993558007,141,4.0,3993558003,56,Right,3993558001,107,,3993558005,140,91.5,3993558011,213,0.2,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345031,9,50,1,0,50,ejm092fnt9zoxbpuklzd52ji8,1,90.6,6.4,2023-01-24T19:47:34.450Z,2023-01-26T12:26:35Z,3993558155,233,8,3993558037,286,,3993558035,56,Right,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345045,8,7,1,0,51,3ptd7zlc5isrongig0wij2id4,0,9.4,93.6,2023-01-24T19:47:34.867Z,2023-01-26T12:26:40Z,3995590911,178,,3993558085,285,,3994362745,383,,3993558129,233,9,3993558083,56,Back,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345047,9,49,1,0,53,3ptd7zlc5isrongig0wij2id4,1,9,92.6,2023-01-24T19:47:37.071Z,2023-01-26T12:26:49Z,,,,,,,,,,,,,,,,,,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345091,10,1,1,0,53,3ptd7zlc5isrongig0wij2id4,1,8.1,92.4,2023-01-24T19:47:37.722Z,2023-01-26T12:26:51Z,3993558299,140,9.2,3993558297,56,Back,3993558305,213,5.0,3995590977,178,,3993558301,141,85.9,3993558303,212,4.6,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345787,12,43,1,0,54,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-24T19:47:37.849Z,2023-01-25T12:34:35Z,3994362855,144,61,3993561695,56,Back,,,,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345123,11,1,1,0,55,3ptd7zlc5isrongig0wij2id4,1,10.5,89.3,2023-01-24T19:47:39.196Z,2023-01-26T12:26:54Z,3993558463,213,0.1,3995591025,178,,3993558455,56,Back,3993558459,141,94.8,3993558457,140,38.8,3993558461,212,29.9,3993558453,155,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345163,12,1,1,0,59,3ptd7zlc5isrongig0wij2id4,1,36.1,95,2023-01-24T19:47:43.434Z,2023-01-26T12:26:58Z,3993558671,56,Back,3993558675,141,85.7,3993558679,213,3.8,3993558677,212,9.9,3995591059,178,,3993558673,140,28.9,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345213,13,1,1,1,2,3ptd7zlc5isrongig0wij2id4,1,36.5,84.8,2023-01-24T19:47:46.250Z,2023-01-26T12:27:01Z,3993558937,213,5.2,3993558939,1,,3993558929,56,Center,3993558935,212,37.3,3993558931,140,51.7,3993558933,141,35.2,3995591089,178,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345275,14,1,1,1,7,3ptd7zlc5isrongig0wij2id4,1,52.2,31,2023-01-24T19:47:51.147Z,2023-01-26T12:27:04Z,3993559237,56,Right,3993559239,140,54.5,3993559243,212,15.7,3993559245,213,4.9,3993559241,141,8.2,3995591111,178,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500504359,814,3,1,1,10,3ptd7zlc5isrongig0wij2id4,0,56.8,6.4,2023-01-24T19:47:54.257Z,2023-01-26T12:27:10Z,3994363383,465,,3994363379,56,Right,3995591175,178,,3994363381,286,,3994363385,467,1788amerrk9fg3f9qddyxz8x5,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345279,15,4,1,1,10,3ptd7zlc5isrongig0wij2id4,1,59.2,5,2023-01-24T19:47:54.481Z,2023-01-26T12:27:12Z,3993559257,56,Right,3993559259,152,,3993559255,13,,3993559263,286,,3993559261,265,,3993559433,233,10,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345303,10,4,1,1,10,ejm092fnt9zoxbpuklzd52ji8,0,40.8,95,2023-01-24T19:47:54.482Z,2023-01-26T12:27:12Z,3993559361,56,Back,3995591187,178,,3993559365,265,,3993559367,285,,3993559359,13,,3993559453,233,15,3993559363,152,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345353,11,17,1,1,17,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2023-01-24T19:48:00.922Z,2023-01-26T12:27:21Z,3993559601,392,,3993559603,13,243,3993559599,31,,,,,,,,,,,,,,,,,1788amerrk9fg3f9qddyxz8x5,D. Politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500345959,16,1,1,2,10,3ptd7zlc5isrongig0wij2id4,0,65.7,8.2,2023-01-24T19:48:53.893Z,2023-01-26T12:46:25Z,3993562565,1,,3993562553,152,,3994366755,223,,3993562559,141,44.9,3993562549,5,,3993562547,2,,3993562557,140,87.7,3993562551,155,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,3995596591,178,3993562561,212,34.0,3993562563,213,0.8,3993562555,56,Center,3994366757,72,,,,,,,,,,,,,,,,,,,,,,,,,
2500346293,13,4,1,2,11,ejm092fnt9zoxbpuklzd52ji8,1,12.2,49.2,2023-01-24T19:48:55.300Z,2023-01-26T12:46:35Z,3993564125,56,Back,3993564121,13,,3993564167,233,17,3993564129,285,,3993564127,152,,3993564123,295,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346025,17,4,1,2,11,3ptd7zlc5isrongig0wij2id4,0,87.8,50.8,2023-01-24T19:48:55.301Z,2023-01-26T12:46:35Z,3993563721,295,,3995596631,178,,3993562873,286,,3993562869,56,Center,3993562871,152,,3993562865,13,,3993564211,233,13,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346505,14,1,1,2,55,ejm092fnt9zoxbpuklzd52ji8,0,15.3,44.5,2023-01-24T19:49:39.222Z,2023-01-26T12:46:38Z,3993565077,212,54.1,3993565065,5,,3993565079,213,5.9,3993565067,157,,3993565071,56,Right,3993565081,1,,3993565075,141,16.4,3993565069,152,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,3993565073,140,3995596651,178,,,,,,,,,,63.5,,,,,,,,,,,,,,,,,,,,,,,,
2500346499,18,44,1,2,58,3ptd7zlc5isrongig0wij2id4,1,35.8,84.2,2023-01-24T19:49:42.635Z,2023-01-27T11:11:17Z,3993565121,233,15,3993565033,56,Back,3993565035,285,,,,,,,,,,,,,,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346511,15,44,1,2,58,ejm092fnt9zoxbpuklzd52ji8,0,64.2,15.8,2023-01-24T19:49:42.636Z,2023-01-26T12:46:42Z,3993565095,56,Right,3993565223,233,18,3993565097,286,,,,,,,,,,,,,,,,,6ln898p7stih8l7ikzloet0b9,D. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346531,19,1,1,2,58,3ptd7zlc5isrongig0wij2id4,0,37.7,83.7,2023-01-24T19:49:42.681Z,2023-01-27T11:11:17Z,3993565183,141,64.5,3995596701,388,,3993565181,140,59.1,3993565185,212,26.0,3993565187,213,5.8,3993565177,3,,3993565179,56,Center,,,,h4x8lz5ou8esdao80mvls9yi,H. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346537,16,44,1,3,1,ejm092fnt9zoxbpuklzd52ji8,1,38.6,35.4,2023-01-24T19:49:44.841Z,2023-01-27T11:11:17Z,3993565233,285,,3993565261,233,20,3993565231,56,Back,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346539,20,44,1,3,1,3ptd7zlc5isrongig0wij2id4,0,61.4,64.6,2023-01-24T19:49:44.842Z,2023-01-26T12:46:48Z,3993565237,286,,3993565269,233,16,3993565235,56,Center,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346551,17,1,1,3,1,ejm092fnt9zoxbpuklzd52ji8,0,33,39.4,2023-01-24T19:49:44.900Z,2023-01-27T11:11:18Z,3993565287,3,,3993565289,56,Back,3993565293,140,40.8,3993565299,213,0.8,3993565297,212,11.5,3993565295,141,51.3,3995596755,388,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346597,21,1,1,3,4,3ptd7zlc5isrongig0wij2id4,1,54.1,36.4,2023-01-24T19:49:48.402Z,2023-01-26T12:46:55Z,3993565487,56,Right,3993565493,212,15.0,3993565489,140,57.1,3995596789,178,,3993565491,141,14.9,3993565495,213,4.9,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346599,22,49,1,3,6,3ptd7zlc5isrongig0wij2id4,1,57.7,14.4,2023-01-24T19:49:50.598Z,2023-01-26T12:46:59Z,,,,,,,,,,,,,,,,,,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346617,23,1,1,3,7,3ptd7zlc5isrongig0wij2id4,1,61,9.4,2023-01-24T19:49:51.651Z,2023-01-26T12:47:02Z,3993565607,212,18.2,3993565603,140,70.4,3995596865,178,,3993565609,213,1.0,3993565601,56,Center,3993565605,141,31.9,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346639,24,61,1,3,8,3ptd7zlc5isrongig0wij2id4,1,71,31.9,2023-01-24T19:49:52.456Z,2023-01-26T12:47:05Z,3995596881,178,,3993565711,56,Center,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346643,25,1,1,3,10,3ptd7zlc5isrongig0wij2id4,0,74.9,54.2,2023-01-24T19:49:54.619Z,2023-01-26T12:47:16Z,3993565785,286,,3995596947,178,,3993565735,212,4.0,3993565781,233,18,3993565737,213,3.3,3993565731,140,71.1,3993565779,236,,3993565729,56,Center,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,3993565733,141,,,,,,,,,,,,53.3,,,,,,,,,,,,,,,,,,,,,,,,
2500346651,18,74,1,3,11,ejm092fnt9zoxbpuklzd52ji8,1,18.9,38.2,2023-01-24T19:49:54.826Z,2023-01-26T12:47:20Z,3993565791,233,25,3993565771,285,,3993565769,56,Back,3995596979,178,,,,,,,,,,,,,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346669,19,49,1,3,11,ejm092fnt9zoxbpuklzd52ji8,1,27.8,20.3,2023-01-24T19:49:55.186Z,2023-01-26T12:47:28Z,,,,,,,,,,,,,,,,,,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346765,20,1,1,3,18,ejm092fnt9zoxbpuklzd52ji8,1,36.6,4,2023-01-24T19:50:01.993Z,2023-01-26T12:47:31Z,3993566263,56,Back,3993566271,213,2.9,3993566269,212,12.4,3993566267,141,9.2,3993566265,140,25.3,3995597055,178,,,,,,,,agvyoqarq5zhflge7bm1hn36d,F. Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346791,21,1,1,3,19,ejm092fnt9zoxbpuklzd52ji8,0,21.8,9.4,2023-01-24T19:50:03.403Z,2023-01-26T12:47:35Z,3993566383,1,,3993566373,56,Right,3995597077,178,,3993566377,141,6.5,3993566379,212,38.2,3993566381,213,6.2,3993566375,140,58.1,3993566371,155,,a2gluxzt6a3z5xwgu2q482rqh,L. Cass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346803,26,44,1,3,22,3ptd7zlc5isrongig0wij2id4,1,38.5,91.9,2023-01-24T19:50:06.124Z,2023-01-27T11:11:18Z,3993566441,56,Back,3993566443,285,,3993566465,233,22,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346799,22,44,1,3,22,ejm092fnt9zoxbpuklzd52ji8,0,61.5,8.1,2023-01-24T19:50:06.125Z,2023-01-26T12:47:41Z,3993566433,56,Right,3993566495,233,26,3993566435,286,,,,,,,,,,,,,,,,,4m9vn1q30f1c8ksiyxtei63ft,D. Butterworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346811,27,1,1,3,22,3ptd7zlc5isrongig0wij2id4,1,36,91.9,2023-01-24T19:50:06.176Z,2023-01-27T11:11:19Z,3993566473,140,43.2,3993566471,56,Back,3993566475,141,68.6,3993566469,3,,3993566479,213,5.2,3993566477,212,17.6,3995597125,388,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346837,28,49,1,3,25,3ptd7zlc5isrongig0wij2id4,1,40.8,65.2,2023-01-24T19:50:08.850Z,2023-01-26T12:47:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346913,29,1,1,3,27,3ptd7zlc5isrongig0wij2id4,1,47.1,51.6,2023-01-24T19:50:11.672Z,2023-01-26T12:47:57Z,3993566985,212,37.5,3993566981,140,65.4,3993566989,1,,3995597175,178,,3993566979,56,Right,3993566977,155,,3993566987,213,5.3,3993566983,141,4.3,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500346959,30,1,1,3,33,3ptd7zlc5isrongig0wij2id4,1,65.6,3.5,2023-01-24T19:50:17.492Z,2023-01-26T12:47:59Z,3993567217,140,72.5,3993567219,141,23.0,3993567223,213,1.1,3993567215,56,Center,3993567221,212,15.1,3995597187,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500832729,793,83,1,3,35,ejm092fnt9zoxbpuklzd52ji8,1,26.5,79.2,2023-01-24T19:50:19.333Z,2023-01-27T04:53:20Z,3996103739,399,27436,,,,,,,,,,,,,,,,,,,,,,5yfb390wjjfdjhdf0jzaf1kgl,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500347019,31,1,1,3,36,3ptd7zlc5isrongig0wij2id4,1,71.6,18.8,2023-01-24T19:50:20.323Z,2023-01-26T12:48:02Z,3993567513,141,9.8,3993567509,56,Right,3993567517,213,3.6,3993567515,212,12.7,3995597191,178,,3993567511,140,61.0,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500347069,32,1,1,3,39,3ptd7zlc5isrongig0wij2id4,1,63.8,12.6,2023-01-24T19:50:23.655Z,2023-01-26T12:48:04Z,3993567727,140,57.9,3993567731,212,15.2,3993567729,141,33.0,3993567725,56,Center,3993567733,213,2.0,3995597203,178,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
