id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,assist
2488616063,7,1,1,0,14,8b523ujgl21tbc01me65q0aoh,1,55.4,61.5,2022-12-02T19:46:49.050Z,2022-12-05T03:55:52Z,3931566999,140,71.4,3931567005,213,5.8,3931567001,141,48.4,3934858129,178,,3931567003,212,19.0,3931566997,56,Center,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616067,8,1,1,0,15,8b523ujgl21tbc01me65q0aoh,0,71.4,48.4,2022-12-02T19:46:50.554Z,2022-12-05T03:56:04Z,3931567125,286,,3931567031,213,3.0,3931567029,212,9.6,3931567119,236,,3934858165,178,,3931567121,233,5,3931567027,141,50.6,3931567023,56,Center,1feu2co3n49llnckcxffuo79x,F. Ladapo,3931567025,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616081,5,74,1,0,15,8rfydplrc9ki0sirqi0drcybk,1,37.1,36.3,2022-12-02T19:46:50.628Z,2022-12-05T03:56:10Z,3931567101,56,Back,3931567131,233,8,3934858195,178,,3931567103,285,,,,,,,,,,,,,,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616087,9,1,1,0,18,8b523ujgl21tbc01me65q0aoh,1,58.8,58.8,2022-12-02T19:46:53.137Z,2022-12-05T03:56:15Z,3931567147,56,Back,3931567149,140,47.2,3931567155,213,3.8,3931567151,141,45.5,3934858217,178,,3931567153,212,15.2,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616091,10,1,1,0,22,8b523ujgl21tbc01me65q0aoh,0,47.9,41.5,2022-12-02T19:46:56.866Z,2022-12-05T03:56:19Z,3931567181,212,15.0,3931567177,140,58.5,3931567183,213,5.5,3931567179,141,26.7,3934858237,178,,3931567175,56,Center,,,,,,,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616109,6,8,1,0,22,8rfydplrc9ki0sirqi0drcybk,1,44.3,68.6,2022-12-02T19:46:57.178Z,2022-12-05T03:57:12Z,3933941635,385,,3934858453,178,,3931567303,56,Back,,,,,,,,,,,,,,,,7ht3grz484ru1bcgp9gn7d2i1,C. Morton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616165,11,1,1,0,30,8b523ujgl21tbc01me65q0aoh,1,41.3,69,2022-12-02T19:47:04.938Z,2022-12-05T03:57:17Z,3931567637,213,0.7,3931567629,56,Left,3931567633,141,93.6,3934858489,178,,3931567635,212,26.0,3931567631,140,60.2,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616189,12,1,1,0,34,8b523ujgl21tbc01me65q0aoh,1,61.7,83.2,2022-12-02T19:47:08.931Z,2022-12-05T03:57:24Z,3931567743,140,81.7,3934858517,178,,3931567749,213,0.4,3931567745,141,95.0,3931567741,56,Left,3931567747,212,22.5,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616195,13,1,1,0,37,8b523ujgl21tbc01me65q0aoh,0,88,87.1,2022-12-02T19:47:12.504Z,2022-12-05T03:57:28Z,3931567817,213,4.7,3933943859,72,,3931567807,155,,3931567813,141,49.9,3931567805,2,,3933942533,224,,3931567815,212,25.3,3931567809,56,Center,b7lmlxy1s3atzgtud5ofsc92h,K. Edwards,3931567811,140,86.6,3934858529,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616217,7,12,1,0,38,8rfydplrc9ki0sirqi0drcybk,1,10.5,41.5,2022-12-02T19:47:13.535Z,2022-12-05T03:57:39Z,3931567991,15,,3931567907,212,29.5,3934858579,178,,3931567929,167,,3931567905,141,0.0,3931567901,56,Back,3931567903,140,9.9,3931567909,213,4.7,f1rmwe24zg4697bqpc3z0y40l,J. Vela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616219,8,5,1,0,41,8rfydplrc9ki0sirqi0drcybk,0,11.9,-2,2022-12-02T19:47:16.699Z,2022-12-05T03:57:45Z,3931567913,347,,3931569651,233,21,3931567911,56,Back,,,,,,,,,,,,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616501,21,5,1,0,41,8b523ujgl21tbc01me65q0aoh,1,88.1,102,2022-12-02T19:47:16.699Z,2022-12-05T03:57:44Z,3931569643,233,8,3931569465,347,,3931569463,56,Left,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616313,14,1,1,0,50,8b523ujgl21tbc01me65q0aoh,1,88.1,100,2022-12-02T19:47:25.224Z,2022-12-05T03:57:48Z,3931568457,56,Center,3931568465,213,4.6,3931568461,141,70.2,3931569307,107,,3931568463,212,21.1,3931568459,140,85.8,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616335,15,1,1,0,54,8b523ujgl21tbc01me65q0aoh,1,85.8,70.2,2022-12-02T19:47:28.786Z,2022-12-05T03:57:58Z,3931568573,141,72.3,3931568569,140,76.5,3934858671,178,,3931568577,212,9.9,3931568581,213,3.0,3931568565,56,Center,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616357,16,1,1,0,55,8b523ujgl21tbc01me65q0aoh,1,76.5,72.3,2022-12-02T19:47:30.137Z,2022-12-05T03:58:01Z,3931568713,212,16.2,3931568715,213,0.9,3931568711,141,90.9,3931568709,140,86.2,3934858695,178,,3931568707,56,Left,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616389,17,1,1,0,58,8b523ujgl21tbc01me65q0aoh,1,86.9,91.8,2022-12-02T19:47:33.504Z,2022-12-05T03:58:05Z,3931568857,212,15.4,3931568853,140,79.4,3931568859,213,4.2,3931568855,141,72.3,3931568851,56,Center,3934858707,178,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616399,18,1,1,1,2,8b523ujgl21tbc01me65q0aoh,1,84.4,83.8,2022-12-02T19:47:36.708Z,2022-12-05T03:58:11Z,3931568927,212,10.8,3931568921,56,Left,3934858745,178,,3931568925,141,93.5,3931568929,213,0.7,3931568923,140,92.6,,,,,,,b7lmlxy1s3atzgtud5ofsc92h,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616415,19,1,1,1,3,8b523ujgl21tbc01me65q0aoh,0,90.5,91.1,2022-12-02T19:47:37.864Z,2022-12-05T03:58:16Z,3931569069,236,,3933947263,224,,3931568991,140,90.7,3934858771,178,,3933947265,72,,3931568989,56,Left,3931569071,233,9,3931568995,212,6.7,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,3931568985,2,,3931569077,286,3931568993,141,81.2,3931568987,155,3931568997,213,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616423,9,12,1,1,3,8rfydplrc9ki0sirqi0drcybk,1,5.6,15.3,2022-12-02T19:47:38.059Z,2022-12-05T03:58:27Z,3931569037,185,,3931569091,233,19,3934858807,178,,3931569039,56,Back,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616435,10,6,1,1,5,8rfydplrc9ki0sirqi0drcybk,0,2.6,19.5,2022-12-02T19:47:39.930Z,2022-12-05T03:58:32Z,3931569111,56,Back,3931569171,233,20,3931569113,73,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616433,20,6,1,1,5,8b523ujgl21tbc01me65q0aoh,1,97.4,80.5,2022-12-02T19:47:39.930Z,2022-12-05T03:58:32Z,3931569109,73,,3931569107,56,Left,3931569141,233,10,,,,,,,,,,,,,,,,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616629,22,1,1,1,24,8b523ujgl21tbc01me65q0aoh,1,99.6,99.2,2022-12-02T19:47:59.679Z,2022-12-05T04:00:12Z,3934858851,178,,3931570107,1,,3931570103,213,4.4,3931570089,6,,3931570099,141,52.1,3931570091,155,,3931578131,154,,3931570097,140,89.8,a9352zsh3xr7rcxs0jmho7o8a,L. Davis,3931570087,2,,3931570093,224,3931570095,56,Center,3933948485,72,3931570101,212,33.6,1,3931578129,210,15,,,,,,,,,,,,,,,,,,,,,,,
2488616639,23,15,1,1,26,8b523ujgl21tbc01me65q0aoh,1,91.9,52,2022-12-02T19:48:01.520Z,2022-12-05T04:00:13Z,3931578157,100,,3931570141,56,Center,3931577829,72,,3931578143,55,22,3931578165,231,51.3,3931578163,230,99.7,3931578139,29,,3931578149,103,19,28izur14k14lcgegg8qede7yt,C. Chaplin,3931577833,82,,3931578137,76,3931578161,147,53.8,3931578147,102,3931570139,17,,1,3931578153,328,,54.3,3934859129,178,3931578155,139,3931578141,154,3931578159,146,98.1,3931577827,25,,,,,,,,,,,
2489247665,1469,67,1,1,27,8b523ujgl21tbc01me65q0aoh,1,97.1,52.6,2022-12-02T19:48:02.138Z,2022-12-05T09:29:32Z,3934917013,233,1544,,,,,,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489247663,1544,67,1,1,27,8rfydplrc9ki0sirqi0drcybk,0,2.9,47.4,2022-12-02T19:48:02.139Z,2022-12-05T06:24:50Z,3934917021,233,1469,,,,,,,,,,,,,,,,,,,,,,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488641231,490,61,1,1,27,8b523ujgl21tbc01me65q0aoh,1,97.3,51.9,2022-12-02T19:48:02.170Z,2022-12-05T09:29:32Z,3931699737,56,Center,3931699817,228,,3934859345,178,,,,,,,,,,,,,,,,,1feu2co3n49llnckcxffuo79x,F. Ladapo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616659,24,15,1,1,27,8b523ujgl21tbc01me65q0aoh,1,97.4,53.2,2022-12-02T19:48:02.225Z,2022-12-05T06:25:09Z,3931577557,147,51.6,3931577533,55,23,3931577545,328,,3931571617,233,11,3931577529,78,,3931571601,16,,3931582517,72,,3931577537,102,49.4,1feu2co3n49llnckcxffuo79x,F. Ladapo,3931570249,56,Center,3931577553,146,3931571597,25,,3934860469,178,3933952507,133,,,3931577541,103,3.8,,3931577531,29,,,,,,,,,,100,,,,,,,,,,
2488616667,11,10,1,1,27,8rfydplrc9ki0sirqi0drcybk,1,0.6,48.7,2022-12-02T19:48:02.493Z,2022-12-05T04:08:42Z,3931571853,233,24,3933953727,180,,3933953731,376,,3931571499,174,,3931570287,56,Back,3933953729,183,,,,,,,,4e1c6yk50fl8hnwv6u1132j85,J. Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488616689,25,16,1,1,29,8b523ujgl21tbc01me65q0aoh,1,98.2,45,2022-12-02T19:48:03.755Z,2022-12-05T06:25:34Z,3931572003,25,,3931572005,20,,3933956901,16,,3934861385,178,,3931573381,458,,3931573391,282,40,3931573387,280,ATTEMPT_SAVED,3931570399,56,Center,91f9qkusefgcrv2ri2h1nci96,L. Woolfenden,3933956907,396,50.9,3931573377,214,3931573379,328,,3931572031,375,3931573389,281,1feu2co3n49llnckcxffuo79x,,3931572027,374,2022-12-02 19:48:03.254,01:28.551,3933956903,80,3931573375,103,3933956905,395,3931573373,102,47.7,3931573383,230,,1.9,0,100,3931573385,231,49.8,,,,
2488617143,12,1,1,2,36,8rfydplrc9ki0sirqi0drcybk,1,49.6,49.9,2022-12-02T19:49:11.261Z,2022-12-05T04:09:00Z,3931572997,213,2.9,3934861409,178,,3931572993,141,58.4,3931572989,56,Back,3931572999,279,G,3931572995,212,22.8,3931572991,140,28.6,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617157,13,1,1,2,39,8rfydplrc9ki0sirqi0drcybk,0,28,61.2,2022-12-02T19:49:14.399Z,2022-12-05T04:09:04Z,3931573073,1,,3931573071,213,5.7,3931573067,141,15.9,3934861435,178,,3931573065,140,69.5,3931573069,212,53.4,3933958385,155,,3931573063,56,Right,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617219,26,44,1,2,42,8b523ujgl21tbc01me65q0aoh,1,32.6,86.2,2022-12-02T19:49:17.170Z,2022-12-05T09:29:33Z,3931573425,285,,3931573785,233,14,3931573423,56,Back,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617181,14,44,1,2,42,8rfydplrc9ki0sirqi0drcybk,0,67.4,13.8,2022-12-02T19:49:17.171Z,2022-12-05T04:09:12Z,3931573789,233,26,3931573187,56,Right,3931573189,286,,,,,,,,,,,,,,,,,8bhf6lrrabp5tw5m8krirsm7e,P. Omochere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617223,27,1,1,2,42,8b523ujgl21tbc01me65q0aoh,0,34.6,88.3,2022-12-02T19:49:17.245Z,2022-12-05T09:29:33Z,3931573453,140,40.1,3931573459,213,1.0,3931573455,141,100.0,3931573449,3,,3931573451,56,Back,3931573457,212,11.0,3934861527,388,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617241,15,5,1,2,44,8rfydplrc9ki0sirqi0drcybk,1,60.6,-1.8,2022-12-02T19:49:19.233Z,2022-12-05T04:09:21Z,3931573571,233,28,3931573551,56,Right,3931573553,347,,,,,,,,,,,,,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617225,28,5,1,2,44,8b523ujgl21tbc01me65q0aoh,0,39.4,101.8,2022-12-02T19:49:19.233Z,2022-12-05T04:09:21Z,3931573467,347,,3931573465,56,Back,3931573585,233,15,,,,,,,,,,,,,,,,1244ja0ma2r0071i7d45t6yfp,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617269,16,1,1,2,53,8rfydplrc9ki0sirqi0drcybk,1,59.6,0,2022-12-02T19:49:27.919Z,2022-12-05T04:09:25Z,3931573763,213,2.8,3931573761,212,36.1,3931573765,1,,3931573757,140,26.8,3931573755,56,Back,3931573759,141,13.7,3931573753,107,,,,,5q6s3r5ychv1d3r1tch4sot05,S. Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617309,17,1,1,2,57,8rfydplrc9ki0sirqi0drcybk,1,24.2,14.9,2022-12-02T19:49:32.340Z,2022-12-05T04:09:33Z,3931573979,56,Back,3931573987,213,1.7,3931573985,212,27.0,3934861635,178,,3931573981,140,21.1,3931573983,141,54.3,,,,,,,b5j2ib54sum2pmzthjmfmr55h,A. Nsiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617315,18,1,1,3,2,8rfydplrc9ki0sirqi0drcybk,0,23.7,61.1,2022-12-02T19:49:37.068Z,2022-12-05T04:09:41Z,3931574015,155,,3931574027,1,,3931574019,140,59.3,3934861717,178,,3931574023,212,39.1,3931574021,141,77.8,3931574017,56,Center,3931574025,213,0.3,emuuuhvah1jtq2fqs9ybfovvu,H. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617331,29,1,1,3,4,8b523ujgl21tbc01me65q0aoh,0,35.6,26.2,2022-12-02T19:49:39.585Z,2022-12-05T04:09:50Z,3931574123,3,,3931574125,56,Back,3931574139,213,0.3,3931574127,140,49.3,3934861769,178,,3931574131,141,33.9,3931574135,212,15.3,,,,6bejhzrjgg7dz6cp6s45rah91,J. Donacien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489069507,863,1,1,3,5,8rfydplrc9ki0sirqi0drcybk,1,53,67.7,2022-12-02T19:49:40.448Z,2022-12-05T04:09:59Z,3933962823,213,6.3,3933962817,140,78.5,3933962821,212,26.8,3933962815,56,Center,3933962813,155,,3934861821,178,,3933962819,141,67.1,,,,a70y8ayeh05hzo5yc8gotsbh0,P. Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617379,19,61,1,3,12,8rfydplrc9ki0sirqi0drcybk,0,80.3,60.4,2022-12-02T19:49:46.739Z,2022-12-05T06:29:04Z,3934920453,389,,3934861901,21,,3931574379,56,Center,,,,,,,,,,,,,,,,8d6o15wvepi7do7e0ubjeoga2,G. Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617369,30,49,1,3,13,8b523ujgl21tbc01me65q0aoh,1,19.9,44.8,2022-12-02T19:49:48.155Z,2022-12-05T06:30:07Z,,,,,,,,,,,,,,,,,,,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488617407,31,1,1,3,17,8b523ujgl21tbc01me65q0aoh,1,17.8,72.3,2022-12-02T19:49:51.909Z,2022-12-05T04:10:25Z,3931574577,212,7.1,3934862021,178,,3931574579,213,1.8,3931574573,140,16.2,3931574571,56,Back,3931574575,141,82.4,,,,,,,dgzuswl2pnk7t03ts7nguholx,Sam Morsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
