id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515071819,7,5,1,0,10,jv3jh5m5t7qy5t37vwwmnj16,0,70.4,-1.8,2023-03-04T15:01:42.005Z,2023-03-04T17:22:19Z,4071020485,347,,4071021693,233,4,4071020483,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072155,5,1,1,0,19,dv9l02o316cd9hbkxaho2u12f,0,39.2,100,2023-03-04T15:01:50.822Z,2023-03-04T15:01:53Z,4071022031,140,67.5,4071022027,107,,4071022037,213,5.9,4071022033,141,82.0,4071022035,212,32.5,4071022029,56,Left,4071022039,1,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072179,8,1,1,0,20,jv3jh5m5t7qy5t37vwwmnj16,0,33.6,21.2,2023-03-04T15:01:52.398Z,2023-03-06T16:03:29Z,4071022167,3,,4071022179,213,6.1,4071022177,212,28.6,4071022173,141,14.1,4071022169,56,Right,4071022171,140,60.4,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072269,9,44,1,0,21,jv3jh5m5t7qy5t37vwwmnj16,1,51.2,18.2,2023-03-04T15:01:53.283Z,2023-03-06T16:03:31Z,4071022501,286,,4071022499,56,Right,4071022527,233,6,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072233,6,44,1,0,21,dv9l02o316cd9hbkxaho2u12f,0,48.8,81.8,2023-03-04T15:01:53.284Z,2023-03-06T16:03:33Z,4071022597,285,,4071022593,233,9,4071022371,56,Back,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072295,10,1,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,0,41.5,25.2,2023-03-04T15:01:53.838Z,2023-03-06T16:03:36Z,4071022631,141,25.2,4078731365,168,,4071022637,213,0,4071022627,56,Back,4071022635,212,1.3,4071022625,3,,4071022629,140,42.7,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525097,851,61,1,0,23,dv9l02o316cd9hbkxaho2u12f,1,67.1,71.5,2023-03-04T15:01:55.409Z,2023-03-06T16:03:34Z,4078731547,56,Center,,,,,,,,,,,,,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515188075,356,1,1,0,26,jv3jh5m5t7qy5t37vwwmnj16,0,41.6,29.3,2023-03-04T15:01:57.650Z,2023-03-06T16:03:49Z,4078731831,213,1.0,4078731827,141,35.3,4078731829,212,4.8,4078731825,140,44.0,4071630949,56,Back,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072569,7,1,1,0,27,dv9l02o316cd9hbkxaho2u12f,1,53.8,65.2,2023-03-04T15:01:58.692Z,2023-03-04T15:02:04Z,4071023835,140,58.2,4071023847,213,4.9,4071023839,141,26.5,4071023843,212,26.7,4071023831,56,Center,,,,,,,,,,ec2bbo1w8byyuk15u9xrbzmqd,K. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072575,8,3,1,0,32,dv9l02o316cd9hbkxaho2u12f,0,89.1,25.8,2023-03-04T15:02:04.388Z,2023-03-06T16:04:09Z,4071023881,286,,4071023879,56,Center,4071024403,233,11,4078732049,465,,,,,,,,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072651,11,7,1,0,32,jv3jh5m5t7qy5t37vwwmnj16,1,10.9,74.2,2023-03-04T15:02:04.389Z,2023-03-06T16:04:15Z,4071024257,285,,4071024253,56,Back,4071024373,233,8,4078732055,385,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072665,12,49,1,0,35,jv3jh5m5t7qy5t37vwwmnj16,1,6.9,87.1,2023-03-04T15:02:06.775Z,2023-03-04T15:55:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072727,13,1,1,0,35,jv3jh5m5t7qy5t37vwwmnj16,1,6.7,89.5,2023-03-04T15:02:07.094Z,2023-03-04T15:55:04Z,4071024601,140,16.5,4071024603,141,93.6,4071024607,213,0.3,4071024553,56,Back,4071024605,212,10.7,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072795,14,1,1,0,36,jv3jh5m5t7qy5t37vwwmnj16,1,16.5,93.6,2023-03-04T15:02:08.534Z,2023-03-04T15:02:10Z,4071024891,140,7.5,4071024899,213,3.4,4071024889,56,Back,4071024897,212,9.9,4071024893,141,89.5,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072849,15,1,1,0,38,jv3jh5m5t7qy5t37vwwmnj16,0,6.3,89.2,2023-03-04T15:02:10.454Z,2023-03-04T15:02:16Z,4071025141,213,6.0,4071025125,155,,4071025129,56,Back,4071025139,212,34.3,4071025137,141,74.4,4071025133,140,37.5,4071025143,1,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072919,9,49,1,0,41,dv9l02o316cd9hbkxaho2u12f,1,61.8,29.1,2023-03-04T15:02:13.268Z,2023-03-04T15:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515072995,10,1,1,0,42,dv9l02o316cd9hbkxaho2u12f,1,69.4,28,2023-03-04T15:02:14.260Z,2023-03-04T15:02:15Z,4071025803,212,14.4,4071025805,213,4.4,4071025799,140,64.9,4071025801,141,8.0,4071025797,56,Right,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073119,11,1,1,0,43,dv9l02o316cd9hbkxaho2u12f,1,64.9,8,2023-03-04T15:02:15.428Z,2023-03-04T15:02:18Z,4071026393,213,6.0,4071026387,140,74.3,4071026385,56,Right,4071026389,141,4.4,4071026391,212,10.2,,,,,,,,,,enfxh6b65c9hx1rs0scszi2y2,H. Kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073191,12,1,1,0,46,dv9l02o316cd9hbkxaho2u12f,1,74.7,3.5,2023-03-04T15:02:18.116Z,2023-03-04T15:02:21Z,4071026757,56,Center,4071026761,141,24.9,4071026759,140,95.1,4071026755,155,,4071026763,212,25.9,4071026765,213,0.6,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073373,13,1,1,0,49,dv9l02o316cd9hbkxaho2u12f,1,98.2,24,2023-03-04T15:02:20.996Z,2023-03-04T15:02:25Z,4071027643,140,87.9,4071027647,212,23.6,4071027639,155,,4071027641,56,Center,4071027645,141,54.9,4071027649,213,2.0,,,,,,,ev42016zwnwiow3lbefukrbvt,R. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075651,24,61,1,0,50,dv9l02o316cd9hbkxaho2u12f,1,87.4,51.3,2023-03-04T15:02:22.093Z,2023-03-04T15:03:32Z,4071039091,56,Center,,,,,,,,,,,,,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073379,14,13,1,0,53,dv9l02o316cd9hbkxaho2u12f,1,86.8,48.2,2023-03-04T15:02:25.251Z,2023-03-06T16:04:51Z,4071636873,75,,4071042623,328,,4071042619,102,40.5,4071041315,72,,4071636875,153,,4071042635,230,99.0,4071042631,147,42.8,4071042621,103,2.8,3j78tgfptah530cydckvfsauh,A. Collins,,4071619933,108,4071042615,55,24,4071027673,56,Center,4071042627,146,95.1,4071042639,231,49.8,4071027671,17,4071027669,22,4071042611,29,,,,,,,,,,,,,
2515189317,415,61,1,0,54,dv9l02o316cd9hbkxaho2u12f,0,94,43.1,2023-03-04T15:02:25.650Z,2023-03-04T15:56:05Z,4071637355,56,Center,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525259,764,49,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,14.9,53,2023-03-04T15:02:26.359Z,2023-03-06T16:05:17Z,,,,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073525,16,1,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,0,11,56.7,2023-03-04T15:02:27.239Z,2023-03-06T16:05:35Z,4071028439,212,15.3,4078732985,155,,4071028435,140,23.2,4071028441,213,0.6,4071028433,56,Back,4071028437,141,69.0,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073491,15,1,1,0,56,dv9l02o316cd9hbkxaho2u12f,1,79.6,30.9,2023-03-04T15:02:28.372Z,2023-03-06T16:05:47Z,4071028269,3,,4071028271,56,Center,4071028273,140,85.4,4071028277,212,8.4,4071028279,213,0.8,4071028275,141,39.5,,,,,,,56zd7s72x7izgeiybmmgc8acq,J. Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525335,852,61,1,0,57,dv9l02o316cd9hbkxaho2u12f,0,85.5,38,2023-03-04T15:02:28.929Z,2023-03-06T16:05:54Z,4078733169,56,Center,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073563,17,1,1,0,58,jv3jh5m5t7qy5t37vwwmnj16,0,19.8,49.8,2023-03-04T15:02:30.470Z,2023-03-04T15:02:33Z,4071028635,212,5.4,4071028629,56,Back,4071028939,236,,4071028633,141,47.8,4071028637,213,6.0,4071028941,233,16,4071028945,286,,4071028631,140,24.8,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073609,16,74,1,0,58,dv9l02o316cd9hbkxaho2u12f,1,78.4,50.9,2023-03-04T15:02:30.471Z,2023-03-04T17:30:56Z,4071028849,285,,4071028989,233,17,4071028847,56,Center,,,,,,,,,,,,,,,,ec2bbo1w8byyuk15u9xrbzmqd,K. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073651,18,1,1,1,0,jv3jh5m5t7qy5t37vwwmnj16,1,18.2,50.9,2023-03-04T15:02:32.582Z,2023-03-04T15:02:34Z,4071029093,56,Back,4071029101,212,8.9,4071029095,140,9.7,4071029099,141,50.1,4071029089,3,,4071029103,213,3.2,,,,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073663,19,52,1,1,2,jv3jh5m5t7qy5t37vwwmnj16,1,9.7,50.1,2023-03-04T15:02:33.990Z,2023-03-06T16:06:22Z,4078733527,377,,,,,,,,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515073879,20,1,1,1,5,jv3jh5m5t7qy5t37vwwmnj16,0,12.2,40.2,2023-03-04T15:02:37.191Z,2023-03-04T15:02:40Z,4071030267,199,,4071030269,56,Center,4071030271,140,65.3,4071030281,1,,4071030275,212,56.6,4071030277,213,6.1,4071030273,141,26.2,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074069,17,1,1,1,8,dv9l02o316cd9hbkxaho2u12f,1,42,63,2023-03-04T15:02:39.859Z,2023-03-04T15:02:45Z,4071031151,56,Center,4071031145,3,,4071031157,141,73.2,4071031161,213,0.3,4071031159,212,25.0,4071031155,140,64.9,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074079,18,49,1,1,13,dv9l02o316cd9hbkxaho2u12f,1,61.5,85.9,2023-03-04T15:02:44.964Z,2023-03-04T15:02:45Z,,,,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074161,19,61,1,1,15,dv9l02o316cd9hbkxaho2u12f,1,58.3,95,2023-03-04T15:02:47.124Z,2023-03-06T16:06:38Z,4071031601,56,Left,,,,,,,,,,,,,,,,,,,,,,81d38h08s97e8kl7kxew6si5l,S. Nombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074301,20,1,1,1,16,dv9l02o316cd9hbkxaho2u12f,1,55.4,96.8,2023-03-04T15:02:47.940Z,2023-03-04T15:02:51Z,4071032321,141,89.0,4071032319,140,54.4,4071032323,212,5.4,4071032317,56,Left,4071032325,213,4.5,,,,,,,,,,dj5ho4am5u4ew23hchm4g549h,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074319,21,1,1,1,19,dv9l02o316cd9hbkxaho2u12f,1,54.4,89,2023-03-04T15:02:51.363Z,2023-03-04T15:02:52Z,4071032391,141,87.5,4071032395,212,13.1,4071032387,140,42.0,4071032383,56,Back,4071032397,213,3.2,,,,,,,,,,ec2bbo1w8byyuk15u9xrbzmqd,K. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074351,22,1,1,1,20,dv9l02o316cd9hbkxaho2u12f,0,42,87.5,2023-03-04T15:02:52.259Z,2023-03-04T15:02:53Z,4071032543,56,Back,4071032549,141,65.8,4071032553,212,15.0,4071032557,213,4.5,4071032545,140,39.3,,,,,,,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074371,21,8,1,1,22,jv3jh5m5t7qy5t37vwwmnj16,1,60.8,32.2,2023-03-04T15:02:53.783Z,2023-03-06T16:06:47Z,4078733911,384,,4071032671,56,Center,,,,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074417,22,49,1,1,23,jv3jh5m5t7qy5t37vwwmnj16,1,65,61.8,2023-03-04T15:02:55.383Z,2023-03-04T15:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074595,23,1,1,1,26,jv3jh5m5t7qy5t37vwwmnj16,1,72.9,48,2023-03-04T15:02:58.071Z,2023-03-04T15:02:59Z,4071033803,213,5.4,4071033795,56,Center,4071033799,141,36.6,4071033801,212,9.9,4071033797,140,78.7,,,,,,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074687,24,1,1,1,27,jv3jh5m5t7qy5t37vwwmnj16,1,79.8,40.5,2023-03-04T15:02:59.606Z,2023-03-04T15:03:02Z,4071034247,140,90.7,4071034243,56,Center,4071034249,141,29.6,4071034253,213,5.7,4071034251,212,13.6,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074717,25,1,1,1,28,jv3jh5m5t7qy5t37vwwmnj16,0,93.3,28.7,2023-03-04T15:02:59.959Z,2023-03-04T15:56:12Z,4071034425,213,1.6,4071034417,56,Center,4071034423,212,16.9,4071034419,140,92.7,4071034421,141,53.6,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515074935,23,61,1,1,29,dv9l02o316cd9hbkxaho2u12f,0,7.4,48.4,2023-03-04T15:03:01.203Z,2023-03-06T16:07:52Z,4071035457,56,Back,,,,,,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516525705,853,51,1,1,30,dv9l02o316cd9hbkxaho2u12f,1,9,42.9,2023-03-04T15:03:01.929Z,2023-03-06T16:08:09Z,4078735171,170,,,,,,,,,,,,,,,,,,,,,,,4qg1mpymeaajx8gu7jycw5wph,P. Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515075035,26,16,1,1,31,jv3jh5m5t7qy5t37vwwmnj16,1,92.5,53.4,2023-03-04T15:03:02.798Z,2023-03-06T16:08:25Z,4071036023,22,,4071044221,374,2023-03-04 15:03:02.306,4071036025,17,,4078735395,396,52.5,4071047179,231,51.1,4071047177,230,98.6,4071044225,375,01:30.656,4078735393,395,98.4,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,4071044217,20,4071036027,56,Center,4071047169,76,,4071047171,102,53.5,4071047175,458,,4071047173,103,4071131179,214,,,9.5,,,,,,,,,,,,
2515077073,25,1,1,2,31,dv9l02o316cd9hbkxaho2u12f,1,50.2,50,2023-03-04T15:04:02.964Z,2023-03-04T15:04:06Z,4071046201,141,50.1,4071046205,213,3.1,4071046197,56,Back,4071046199,140,28.1,4071046203,212,23.2,4071046207,279,G,,,,,,,3j78tgfptah530cydckvfsauh,A. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515077201,26,1,1,2,34,dv9l02o316cd9hbkxaho2u12f,0,28.3,50.4,2023-03-04T15:04:06.483Z,2023-03-04T15:04:09Z,4071046917,56,Center,4071046925,213,5.8,4071046915,157,,4071046927,1,,4071046923,212,43.8,4071046919,140,66.1,4071046921,141,23.1,,,,eg2xijdgtcaa44x57pjezy3ft,A. Hartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
