id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/13/value,keyPass,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2509124231,5,7,1,0,11,ahm0t06rup1bkd9z0mxl2lmph,0,49.9,83.9,2023-02-18T15:02:02.728Z,2023-02-21T05:28:32Z,4039626349,285,,4047164441,178,,4039626379,233,6,4043185359,383,,4039626347,56,Back,,,,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124369,7,3,1,0,13,dmz37633qbsvl7gncq5s51yjw,0,66.2,4.1,2023-02-18T15:02:05.532Z,2023-02-21T05:28:37Z,4039627051,56,Right,4039627053,286,,4043185699,465,,4047164497,178,,4043688017,233,6,,,,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124403,6,7,1,0,14,ahm0t06rup1bkd9z0mxl2lmph,1,33.8,95.9,2023-02-18T15:02:06.172Z,2023-02-21T05:28:41Z,4047164555,389,,4043185795,385,,4039627173,167,,4039627261,233,7,4039627177,285,,4039627175,56,Back,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124411,7,5,1,0,15,ahm0t06rup1bkd9z0mxl2lmph,0,33.4,101.8,2023-02-18T15:02:06.773Z,2023-02-21T05:28:44Z,4039627217,347,,4039627215,56,Back,4039628265,233,8,,,,,,,,,,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124595,8,5,1,0,15,dmz37633qbsvl7gncq5s51yjw,1,66.6,-1.8,2023-02-18T15:02:06.773Z,2023-02-21T05:28:44Z,4039628169,56,Right,4039628175,233,7,4039628171,347,,,,,,,,,,,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124649,9,1,1,0,21,dmz37633qbsvl7gncq5s51yjw,1,73.1,0,2023-02-18T15:02:13.394Z,2023-02-21T05:28:49Z,4039628377,141,13.0,4039628375,140,70.7,4039628383,212,9.7,4039628371,107,,4039628385,213,1.8,4039628373,56,Right,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124705,10,1,1,0,22,dmz37633qbsvl7gncq5s51yjw,1,69.9,13.9,2023-02-18T15:02:14.251Z,2023-02-21T05:28:53Z,4047164671,178,,4039628709,212,5.6,4039628703,56,Right,4039628705,140,71.7,4039628711,213,5.1,4039628707,141,6.2,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124821,11,1,1,0,24,dmz37633qbsvl7gncq5s51yjw,1,60.7,2.2,2023-02-18T15:02:16.605Z,2023-02-21T05:28:55Z,4047164705,178,,4039629273,141,41.2,4039629265,56,Center,4039629281,213,1.4,4039629269,140,64.4,4039629277,212,26.8,,,,,,,58yhuku61yc06xpc55v5cdtec,L. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509789521,679,61,1,0,26,dmz37633qbsvl7gncq5s51yjw,0,67.3,45.8,2023-02-18T15:02:18.368Z,2023-02-21T05:29:01Z,4043187907,56,Center,4047164765,178,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124987,9,4,1,0,26,ahm0t06rup1bkd9z0mxl2lmph,1,34.9,56.6,2023-02-18T15:02:18.475Z,2023-02-21T05:29:33Z,4039632575,286,,4039630113,152,,4039632571,233,12,4039630083,10,,4039630093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124855,12,4,1,0,26,dmz37633qbsvl7gncq5s51yjw,0,65.1,43.4,2023-02-18T15:02:18.476Z,2023-02-21T05:29:33Z,4039629419,56,Center,4039631633,152,,4039632475,285,,4039631631,10,,4047165061,178,,4039633313,233,9,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124809,8,43,1,0,28,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-02-18T15:02:20.518Z,2023-02-18T15:02:27Z,4039629531,233,12,4039629233,56,Back,4039629235,285,0,4039630553,144,74,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125501,10,1,1,0,43,ahm0t06rup1bkd9z0mxl2lmph,1,32.6,49.9,2023-02-18T15:02:34.900Z,2023-02-21T05:29:36Z,4047165093,178,,4039632697,140,32.8,4039632691,152,,4039632699,141,81.1,4039632689,5,,4039632703,213,1.6,4039632695,56,Back,4039632701,212,21.2,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125699,11,1,1,0,46,ahm0t06rup1bkd9z0mxl2lmph,1,33.6,84.2,2023-02-18T15:02:38.429Z,2023-02-21T05:29:39Z,4039633549,213,4.4,4039633543,140,27.9,4039633541,56,Back,4047165127,178,,4039633545,141,56.7,4039633547,212,19.6,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125911,12,1,1,0,52,ahm0t06rup1bkd9z0mxl2lmph,1,35.7,43.3,2023-02-18T15:02:44.032Z,2023-02-21T05:29:42Z,4039634541,212,20.0,4039634537,141,72.7,4039634545,213,1.6,4039634527,56,Back,4039634533,140,36.0,4047165165,178,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126085,13,1,1,0,57,ahm0t06rup1bkd9z0mxl2lmph,0,58.2,94.2,2023-02-18T15:02:49.118Z,2023-02-21T05:29:46Z,4039635473,1,,4039635465,140,98.8,4039635471,213,5.8,4039635461,155,,4039635463,56,Center,4039635469,212,49.2,4047165209,178,,4039635467,141,58.2,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126099,13,52,1,1,1,dmz37633qbsvl7gncq5s51yjw,1,2,37.4,2023-02-18T15:02:52.964Z,2023-02-21T05:29:50Z,4047165233,178,,4043188873,377,,,,,,,,,,,,,,,,,,,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126321,14,1,1,1,3,dmz37633qbsvl7gncq5s51yjw,1,3.8,41.6,2023-02-18T15:02:54.831Z,2023-02-21T05:29:53Z,4039636775,213,0.9,4039636763,56,Back,4039636765,140,23.0,4039636773,212,33.5,4039636767,141,80.9,4039636777,1,,4039636757,123,,4047165271,178,,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126451,15,1,1,1,8,dmz37633qbsvl7gncq5s51yjw,1,32.8,96,2023-02-18T15:02:59.704Z,2023-02-21T05:29:56Z,4039637369,141,78.3,4039637365,56,Back,4039637373,213,5.4,4039637371,212,15.8,4047165313,178,,4039637367,140,42.6,,,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126457,16,61,1,1,9,dmz37633qbsvl7gncq5s51yjw,0,45.5,76.1,2023-02-18T15:03:00.878Z,2023-02-21T05:30:08Z,4039637401,56,Back,4047165415,178,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126497,14,1,1,1,10,ahm0t06rup1bkd9z0mxl2lmph,0,68.1,3.2,2023-02-18T15:03:02.358Z,2023-02-21T05:30:12Z,4039637605,140,67.0,4039637611,213,1.9,4047165465,178,,4039637609,212,3.2,4039637603,56,Right,4039637721,236,,4039637729,286,,4039637723,233,17,d5yupvahq6bf4nde1nmgro6lm,T. Smith,4039637607,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126503,17,74,1,1,10,dmz37633qbsvl7gncq5s51yjw,1,31.6,96,2023-02-18T15:03:02.379Z,2023-02-21T05:30:16Z,4039637649,56,Back,4047165503,178,,4039637651,285,,4039637779,233,14,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126687,18,1,1,1,13,dmz37633qbsvl7gncq5s51yjw,1,27.5,95.1,2023-02-18T15:03:05.382Z,2023-02-21T05:30:22Z,4039638669,140,6.9,4039638675,213,4.0,4039638671,141,60.8,4039638673,212,31.8,4047165551,178,,4039638667,56,Back,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126727,19,1,1,1,16,dmz37633qbsvl7gncq5s51yjw,0,7.1,60.2,2023-02-18T15:03:07.800Z,2023-02-21T05:30:25Z,4039638849,141,73.8,4039638843,157,,4039638845,56,Center,4047165577,178,,4039638855,1,,4039638847,140,53.6,4039638851,212,49.7,4039638853,213,0.2,3j589r3jhjkgpxxopsfit7aad,D. Mitov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126831,15,44,1,1,19,ahm0t06rup1bkd9z0mxl2lmph,1,47.3,18.2,2023-02-18T15:03:11.446Z,2023-02-21T08:09:30Z,4039639327,285,,4039639325,56,Back,4039639799,233,20,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126889,20,44,1,1,19,dmz37633qbsvl7gncq5s51yjw,0,52.7,81.8,2023-02-18T15:03:11.447Z,2023-02-21T05:30:29Z,4039639993,233,15,4039639593,286,,4039639591,56,Left,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126911,16,1,1,1,19,ahm0t06rup1bkd9z0mxl2lmph,0,47.8,17.7,2023-02-18T15:03:11.539Z,2023-02-21T08:09:30Z,4039639705,140,52.0,4039639713,212,13.1,4047165607,388,,4039639701,3,,4039639709,141,35.8,4039639703,56,Center,4039639717,213,1.2,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509237003,373,1,1,1,21,dmz37633qbsvl7gncq5s51yjw,0,45.7,60.2,2023-02-18T15:03:12.710Z,2023-02-21T05:30:37Z,4040226039,140,67.1,4047165637,388,,4040226207,1,,4040226043,212,22.6,4040226041,141,57.3,4040226037,56,Center,4040226205,157,,4040226045,213,6.2,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127053,17,1,1,1,23,ahm0t06rup1bkd9z0mxl2lmph,0,32.7,48.5,2023-02-18T15:03:14.801Z,2023-02-21T05:30:48Z,4039640369,212,16.3,4039640355,141,39.5,4039640347,140,47.1,4039640317,3,,4047165709,178,,4039640333,56,Back,4039640383,213,5.9,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509238077,375,1,1,1,24,dmz37633qbsvl7gncq5s51yjw,0,55.6,57.3,2023-02-18T15:03:16.493Z,2023-02-21T05:30:50Z,4040231523,56,Center,4040231529,212,24.1,4040231521,3,,4040231525,140,77.1,4040231531,213,5.9,4040231527,141,44.8,4047165721,388,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127269,18,1,1,1,28,ahm0t06rup1bkd9z0mxl2lmph,1,21.9,56.3,2023-02-18T15:03:19.918Z,2023-02-21T05:30:54Z,4039641457,3,,4039641467,213,3.1,4039641465,212,15.3,4047165745,388,,4039641459,56,Back,4039641463,141,56.9,4039641461,140,7.3,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127287,19,52,1,1,29,ahm0t06rup1bkd9z0mxl2lmph,1,7.3,56.9,2023-02-18T15:03:20.952Z,2023-02-21T05:30:57Z,4047165763,178,,4043193169,378,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127701,20,1,1,1,37,ahm0t06rup1bkd9z0mxl2lmph,1,15.4,43.9,2023-02-18T15:03:28.702Z,2023-02-21T05:31:01Z,4039643721,141,37.7,4039643719,140,16.3,4039643723,212,4.3,4039643725,213,4.9,4039643715,123,,4047165783,178,,4039643717,56,Back,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127855,21,1,1,1,43,ahm0t06rup1bkd9z0mxl2lmph,1,27.6,44.2,2023-02-18T15:03:35.129Z,2023-02-21T05:31:05Z,4039644633,212,26.8,4039644631,141,83.5,4039644629,140,26.0,4039644627,56,Back,4047165813,178,,4039644635,213,1.6,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127915,22,1,1,1,48,ahm0t06rup1bkd9z0mxl2lmph,1,30.6,89.9,2023-02-18T15:03:40.392Z,2023-02-21T05:31:12Z,4039644977,140,27.0,4039644987,212,19.9,4047165867,178,,4039644973,56,Back,4039644983,141,61.1,4039644993,213,4.5,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128061,23,1,1,1,50,ahm0t06rup1bkd9z0mxl2lmph,1,27,61.1,2023-02-18T15:03:42.169Z,2023-02-21T05:31:17Z,4047165911,178,,4039645757,212,7.5,4039645753,140,34.1,4039645759,213,0.0,4039645751,56,Back,4039645755,141,61.4,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128211,24,1,1,1,55,ahm0t06rup1bkd9z0mxl2lmph,1,33.4,44.6,2023-02-18T15:03:46.823Z,2023-02-21T05:31:20Z,4047165937,178,,4039646587,212,29.8,4039646581,56,Back,4039646589,213,5.1,4039646583,140,43.5,4039646585,141,3.7,,,,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510554299,974,83,1,1,59,dmz37633qbsvl7gncq5s51yjw,1,39.8,95,2023-02-18T15:03:51.614Z,2023-02-21T06:43:52Z,4047200903,399,124998,,,,,,,,,,,,,,,,,,,,,,aral6zvx8qxkfqkqwb7ldfk5x,J. Ironside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128257,25,1,1,1,59,ahm0t06rup1bkd9z0mxl2lmph,0,62.7,2.2,2023-02-18T15:03:51.633Z,2023-02-21T05:31:25Z,4039646817,56,Right,4039646831,213,0.5,4039646827,212,20.0,4039646825,141,15.8,4039646821,140,79.6,4047165975,178,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128265,21,8,1,2,0,dmz37633qbsvl7gncq5s51yjw,1,30.8,60.3,2023-02-18T15:03:52.648Z,2023-02-21T05:31:29Z,4043197441,384,,4039646863,56,Back,4047166023,178,,,,,,,,,,,,,,,,,6s4sb4st1ploeraxawlckr4r9,R. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128341,22,49,1,2,2,dmz37633qbsvl7gncq5s51yjw,1,28.1,76.9,2023-02-18T15:03:53.931Z,2023-02-21T05:31:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128493,23,1,1,2,3,dmz37633qbsvl7gncq5s51yjw,0,28.1,76.9,2023-02-18T15:03:55.661Z,2023-02-21T05:31:38Z,4039648119,141,76.7,4039648113,155,,4039648121,212,42.1,4039648123,213,6.3,4039648125,1,,4039648115,56,Center,4039648117,140,68.2,4047166073,178,,9c3iyi7y3hdraso115kxmd87p,L. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128513,26,49,1,2,6,ahm0t06rup1bkd9z0mxl2lmph,1,37.4,23.1,2023-02-18T15:03:58.530Z,2023-02-21T05:31:42Z,,,,,,,,,,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128653,27,1,1,2,8,ahm0t06rup1bkd9z0mxl2lmph,1,38.9,23.6,2023-02-18T15:03:59.797Z,2023-02-21T05:31:58Z,4039648929,140,29.5,4039648935,212,18.7,4047166233,178,,4039648931,141,46.9,4039648927,56,Back,4039648939,213,2.1,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128733,28,1,1,2,12,ahm0t06rup1bkd9z0mxl2lmph,1,26.1,54.2,2023-02-18T15:04:03.831Z,2023-02-21T05:32:02Z,4039649377,141,46.4,4047166271,178,,4039649383,213,3.6,4039649369,56,Back,4039649381,212,11.8,4039649373,140,16.1,,,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509128969,29,1,1,2,14,ahm0t06rup1bkd9z0mxl2lmph,1,14.8,43,2023-02-18T15:04:06.015Z,2023-02-21T05:32:10Z,4039650489,56,Back,4039650493,141,28.6,4039650491,140,24.9,4039650495,212,14.4,4039650497,213,5.5,4047166377,178,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509129069,30,1,1,2,20,ahm0t06rup1bkd9z0mxl2lmph,0,30.1,25.9,2023-02-18T15:04:11.689Z,2023-02-21T05:32:15Z,4047166429,178,,4039651043,140,36.4,4039651049,212,10.0,4039651051,213,0.8,4039651039,56,Back,4039651047,141,36.9,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
