id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value,qualifier/18/value
2492074541,5,1,1,0,23,3ptd7zlc5isrongig0wij2id4,1,27.1,10.4,2022-12-17T15:00:36.275Z,2022-12-20T04:05:13Z,3952032301,388,,3949914641,213,4.2,3949914633,56,Back,3949914637,141,5.2,3949914639,212,4.1,3949914635,140,25.1,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074545,6,1,1,0,24,3ptd7zlc5isrongig0wij2id4,0,25.1,5.2,2022-12-17T15:00:37.048Z,2022-12-19T04:15:15Z,3949914693,236,,3949914661,212,1.5,3949914659,141,7.4,3949914695,233,7,3951582259,178,,3949914663,213,1.4,3949914655,56,Back,3949914699,286,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,3949914657,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074553,7,74,1,0,24,17zuelixesst1z59fwcix2dil,1,74.3,95.3,2022-12-17T15:00:37.287Z,2022-12-19T04:15:22Z,3949914687,285,,3951582275,178,,3949914685,56,Left,3949914715,233,6,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074567,7,5,1,0,25,3ptd7zlc5isrongig0wij2id4,1,22.4,-1.7,2022-12-17T15:00:37.956Z,2022-12-19T04:15:30Z,3949914777,56,Back,3949914807,233,8,3949914779,347,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074557,8,5,1,0,25,17zuelixesst1z59fwcix2dil,0,77.6,101.7,2022-12-17T15:00:37.956Z,2022-12-19T04:15:30Z,3949914721,347,,3949914719,56,Left,3949914827,233,7,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074649,8,1,1,0,42,3ptd7zlc5isrongig0wij2id4,1,23.8,0,2022-12-17T15:00:54.506Z,2022-12-19T04:15:54Z,3949915217,140,22.0,3949915223,213,1.8,3949915221,212,9.7,3949915219,141,12.0,3949915215,56,Back,3949915213,107,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074677,9,1,1,0,43,3ptd7zlc5isrongig0wij2id4,1,22,12.2,2022-12-17T15:00:55.597Z,2022-12-19T04:15:59Z,3949915321,140,29.2,3949915329,213,5.7,3949915325,141,5.6,3949915327,212,8.8,3949915317,56,Back,3951582399,178,,,,,,,,8y3obwxpwckjfl7hkrrg97sgl,C. Hourihane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074723,10,1,1,0,45,3ptd7zlc5isrongig0wij2id4,1,32,6.2,2022-12-17T15:00:57.495Z,2022-12-19T04:16:03Z,3949915549,56,Back,3949915559,212,39.1,3949915553,141,62.0,3949915563,1,,3951582405,178,,3949915551,140,22.9,3949915561,213,1.8,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074737,11,1,1,0,52,3ptd7zlc5isrongig0wij2id4,1,35,82.4,2022-12-17T15:01:04.773Z,2022-12-19T04:16:09Z,3949915639,155,,3949915651,1,,3949915641,56,Left,3949915643,140,69.9,3951582421,178,,3949915647,212,37.3,3949915645,141,92.9,3949915649,213,0.2,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074739,12,61,1,0,54,3ptd7zlc5isrongig0wij2id4,0,70.4,93.3,2022-12-17T15:01:07.395Z,2022-12-19T04:16:15Z,3949915657,56,Left,3951582431,178,,,,,,,,,,,,,,,,,,,,ddc712ebtmrrpvj4shekecus5,T. Barkhuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074989,9,5,1,0,56,17zuelixesst1z59fwcix2dil,1,27.5,-0.6,2022-12-17T15:01:08.629Z,2022-12-19T04:16:18Z,3949916795,233,13,3949916793,347,,3949916791,56,Back,,,,,,,,,,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492074745,13,5,1,0,56,3ptd7zlc5isrongig0wij2id4,0,72.5,100.6,2022-12-17T15:01:08.629Z,2022-12-19T04:16:18Z,3949915677,56,Left,3949915679,347,,3949916815,233,9,,,,,,,,,,,,,,,,a64e8yqggr7fmtdlyr9v80yxh,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075031,10,1,1,1,19,17zuelixesst1z59fwcix2dil,0,26.7,0,2022-12-17T15:01:32.126Z,2022-12-19T04:16:22Z,3949917033,141,4.9,3949917029,56,Right,3949917027,107,,3949917031,140,63.1,3949917035,212,38.4,3949917039,1,,3949917037,213,0.1,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075041,14,1,1,1,23,3ptd7zlc5isrongig0wij2id4,0,37.8,92.4,2022-12-17T15:01:35.935Z,2022-12-19T04:16:26Z,3951582459,388,,3949917067,3,,3949917073,141,86.6,3949917071,140,42.0,3949917069,56,Back,3949917075,212,5.9,3949917077,213,5.6,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075057,11,1,1,1,25,17zuelixesst1z59fwcix2dil,0,55.1,13.8,2022-12-17T15:01:37.649Z,2022-12-19T04:16:31Z,3951582471,388,,3949917165,141,15.2,3949917169,213,0.1,3949917159,3,,3949917167,212,9.0,3949917163,140,63.6,3949917161,56,Right,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492394175,1454,67,1,1,26,3ptd7zlc5isrongig0wij2id4,1,38.1,85.6,2022-12-17T15:01:38.545Z,2022-12-19T08:34:21Z,3951616833,233,1167,,,,,,,,,,,,,,,,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492394173,1167,67,1,1,26,17zuelixesst1z59fwcix2dil,0,61.9,14.4,2022-12-17T15:01:38.546Z,2022-12-19T07:08:17Z,3951616841,233,1454,,,,,,,,,,,,,,,,,,,,,,88ltcmthybimleezmuyyrmqga,B. Fiabema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075097,15,1,1,1,26,3ptd7zlc5isrongig0wij2id4,0,39.5,83.2,2022-12-17T15:01:38.554Z,2022-12-19T08:34:22Z,3949917361,212,34.9,3951582481,178,,3949917359,141,33.1,3949917353,157,,3949917363,213,4.9,3949917365,1,,3949917355,56,Back,3949917357,140,46.6,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075121,12,50,1,1,29,17zuelixesst1z59fwcix2dil,1,55.8,66.2,2022-12-17T15:01:42.264Z,2022-12-19T04:16:42Z,3949917435,56,Center,3949917437,286,,3949917473,233,16,,,,,,,,,,,,,,,,91mshvbc4rk9cf0chhgukakiy,H. Boyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075115,16,7,1,1,30,3ptd7zlc5isrongig0wij2id4,1,44.2,33.8,2022-12-17T15:01:42.774Z,2022-12-19T07:11:46Z,3951582525,388,,3949917419,56,Back,3950963995,383,,3951617117,21,,3949917465,233,12,3949917421,285,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075117,17,49,1,1,31,3ptd7zlc5isrongig0wij2id4,1,42.4,32.2,2022-12-17T15:01:44.333Z,2022-12-19T04:18:02Z,,,,,,,,,,,,,,,,,,,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075153,18,1,1,1,32,3ptd7zlc5isrongig0wij2id4,1,41,32.7,2022-12-17T15:01:44.448Z,2022-12-19T04:18:06Z,3951582715,178,,3949917621,213,3.1,3949917613,56,Back,3949917615,140,33.8,3949917619,212,7.6,3949917617,141,33.1,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075197,19,1,1,1,34,3ptd7zlc5isrongig0wij2id4,1,39.5,30.9,2022-12-17T15:01:46.660Z,2022-12-19T04:18:10Z,3949917715,140,44.3,3949917719,212,13.8,3951582739,178,,3949917717,141,12.0,3949917713,56,Back,3949917721,213,5.1,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075227,20,1,1,1,36,3ptd7zlc5isrongig0wij2id4,1,44.7,10.7,2022-12-17T15:01:49.358Z,2022-12-19T04:18:14Z,3949917885,212,14.5,3951582751,178,,3949917887,213,0.6,3949917883,141,22.1,3949917879,56,Center,3949917881,140,56.4,,,,,,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075301,21,1,1,1,38,3ptd7zlc5isrongig0wij2id4,1,56.6,20.9,2022-12-17T15:01:50.505Z,2022-12-19T04:18:19Z,3949918297,56,Right,3949918303,212,13.2,3949918299,140,61.6,3949918301,141,3.1,3949918305,213,5.1,3951582773,178,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075307,22,1,1,1,45,3ptd7zlc5isrongig0wij2id4,1,87.4,5.8,2022-12-17T15:01:58.047Z,2022-12-19T04:18:22Z,3949918343,141,35.5,3949918341,140,90.3,3951582789,178,,3949918345,212,20.4,3949918347,213,1.4,3949918335,2,,3949918339,56,Center,3950965547,224,,e2sj7bhk2s9du1bs1vza1b4k5,N. Mendez-Laing,3950965549,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075341,23,61,1,1,46,3ptd7zlc5isrongig0wij2id4,0,92.1,28.9,2022-12-17T15:01:58.889Z,2022-12-19T04:18:31Z,3951582831,388,,3949918525,56,Center,,,,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075365,13,5,1,1,48,17zuelixesst1z59fwcix2dil,1,-1.5,60.2,2022-12-17T15:02:01.163Z,2022-12-19T04:18:35Z,3949918639,233,24,3949918629,346,,3949918627,56,Back,,,,,,,,,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075359,24,5,1,1,48,3ptd7zlc5isrongig0wij2id4,0,101.5,39.8,2022-12-17T15:02:01.163Z,2022-12-19T04:18:35Z,3949918617,346,,3949918659,233,13,3949918615,56,Center,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075687,14,1,1,2,8,17zuelixesst1z59fwcix2dil,1,4.9,44.5,2022-12-17T15:02:20.755Z,2022-12-19T04:18:40Z,3949920237,56,Back,3949920235,124,,3949920239,140,8.0,3949920241,141,86.3,3949920243,212,28.6,3949920249,237,,3949920245,213,1.5,,,,535ecbyyd28elesvxtvbxurpx,L. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075749,15,1,1,2,12,17zuelixesst1z59fwcix2dil,0,15.5,90.5,2022-12-17T15:02:24.806Z,2022-12-19T04:18:44Z,3949920579,140,63.6,3951582879,178,,3949920583,212,50.5,3949920575,155,,3949920577,56,Left,3949920581,141,90.6,3949920585,213,0.0,3949920587,1,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075753,25,44,1,2,15,3ptd7zlc5isrongig0wij2id4,1,39.2,9.1,2022-12-17T15:02:27.516Z,2022-12-19T08:34:22Z,3949920623,285,,3949920621,56,Back,3949920699,233,16,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075759,16,44,1,2,15,17zuelixesst1z59fwcix2dil,0,60.8,90.9,2022-12-17T15:02:27.517Z,2022-12-19T04:18:48Z,3949920713,233,25,3949920643,286,,3949920641,56,Left,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075765,26,1,1,2,15,3ptd7zlc5isrongig0wij2id4,0,42,8.8,2022-12-17T15:02:27.614Z,2022-12-19T08:34:22Z,3949920681,213,5.5,3949920677,141,0.0,3949920679,212,9.8,3949920675,140,48.4,3949920671,3,,3951582927,388,,3949920673,56,Back,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075987,17,5,1,2,16,17zuelixesst1z59fwcix2dil,1,56.8,101.4,2022-12-17T15:02:28.598Z,2022-12-19T04:19:05Z,3949921863,56,Left,3949921865,347,,3949921885,233,27,,,,,,,,,,,,,,,,2r64ekro7ydonu8jg7s12xyei,J. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492075767,27,5,1,2,16,3ptd7zlc5isrongig0wij2id4,0,43.2,-1.4,2022-12-17T15:02:28.598Z,2022-12-19T04:19:05Z,3949920697,347,,3949921895,233,17,3949920695,56,Back,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076035,18,1,1,2,34,17zuelixesst1z59fwcix2dil,0,57.7,100,2022-12-17T15:02:47.100Z,2022-12-19T04:19:09Z,3949922125,140,69.9,3949922129,212,14.6,3949922127,141,90.9,3949922131,213,5.8,3949922121,56,Left,3949922117,107,,,,,,,,5vi8t2fffmk5kjfukazcmyo5x,B. Cargill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076039,28,44,1,2,36,3ptd7zlc5isrongig0wij2id4,1,32.3,12.2,2022-12-17T15:02:49.395Z,2022-12-19T08:34:23Z,3949922153,56,Back,3949922205,233,19,3949922155,285,,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076049,19,44,1,2,36,17zuelixesst1z59fwcix2dil,0,67.7,87.8,2022-12-17T15:02:49.396Z,2022-12-19T04:19:13Z,3949922199,286,,3949922261,233,28,3949922197,56,Left,,,,,,,,,,,,,,,,88ltcmthybimleezmuyyrmqga,B. Fiabema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076059,29,1,1,2,37,3ptd7zlc5isrongig0wij2id4,0,34.5,15.3,2022-12-17T15:02:49.478Z,2022-12-19T08:34:23Z,3951582975,388,,3949922231,140,39.6,3949922227,3,,3949922229,56,Back,3949922233,141,31.5,3949922237,213,1.1,3949922235,212,12.2,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076095,20,1,1,2,39,17zuelixesst1z59fwcix2dil,0,58.6,77.2,2022-12-17T15:02:51.597Z,2022-12-19T04:19:21Z,3949922391,141,81.7,3949922393,212,13.2,3949922387,56,Left,3949922385,3,,3949922395,213,0.2,3951582983,388,,3949922389,140,70.8,,,,cqgg8fu39fn7k9blog2zjpk2x,K. McAllister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076125,30,1,1,2,40,3ptd7zlc5isrongig0wij2id4,1,30.9,22.4,2022-12-17T15:02:53.067Z,2022-12-20T04:09:02Z,3949922593,3,,3949922597,140,41.5,3949922595,56,Back,3949922599,141,17.9,3949922603,213,6.0,3952033049,178,,3949922601,212,11.5,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076133,31,44,1,2,42,3ptd7zlc5isrongig0wij2id4,1,43,20.4,2022-12-17T15:02:55.005Z,2022-12-19T08:34:24Z,3949922625,285,,3949922623,56,Back,3949922641,233,21,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076135,21,44,1,2,42,17zuelixesst1z59fwcix2dil,0,57,79.6,2022-12-17T15:02:55.006Z,2022-12-19T04:19:30Z,3949922629,286,,3949922649,233,31,3949922627,56,Left,,,,,,,,,,,,,,,,693vankfkq50hufuwcz7hu8r9,R. Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076157,32,1,1,2,42,3ptd7zlc5isrongig0wij2id4,1,42.5,17.9,2022-12-17T15:02:55.070Z,2022-12-19T08:34:24Z,3949922733,213,2.4,3949922729,141,24.6,3949922725,56,Back,3949922727,140,38.2,3949922731,212,6.4,3949922723,3,,3951583029,388,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492076163,33,49,1,2,44,3ptd7zlc5isrongig0wij2id4,1,38.1,24.7,2022-12-17T15:02:56.736Z,2022-12-19T04:19:38Z,,,,,,,,,,,,,,,,,,,,,,,,,bwu80wn3lca4x2txuelku0a21,M. Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
