id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2516970989,6,74,1,0,8,82kapkjwonlv9j1ui0ytv5sii,1,67.5,64.3,2023-03-07T19:46:22.682Z,2023-03-10T12:05:05Z,4081121447,56,Center,4084538835,178,,4081121471,233,5,4081121449,285,,,,,,,,,,,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970993,6,49,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,1,34.3,28.2,2023-03-07T19:46:23.653Z,2023-03-09T20:39:08Z,,,,,,,,,,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516970995,7,1,1,0,9,5jjqm8h6qm1w4s5f93uubhdrj,1,34.3,28.2,2023-03-07T19:46:23.800Z,2023-03-09T20:39:13Z,4081121483,213,2.6,4081121475,56,Back,4084539211,178,,4081121477,140,24.0,4081121481,212,12.3,4081121479,141,36.9,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971007,8,1,1,0,11,5jjqm8h6qm1w4s5f93uubhdrj,1,22.6,35.8,2023-03-07T19:46:26.031Z,2023-03-09T20:39:16Z,4084539381,178,,4081121525,141,46.1,4081121523,140,9.7,4081121529,213,2.7,4081121527,212,15.2,4081121521,56,Back,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971025,9,1,1,0,14,5jjqm8h6qm1w4s5f93uubhdrj,1,9,48.2,2023-03-07T19:46:28.992Z,2023-03-09T20:39:19Z,4081121615,212,22.4,4081121605,56,Back,4081121613,141,69.9,4084539431,178,,4081121617,213,0.7,4081121609,140,25.1,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971047,10,1,1,0,16,5jjqm8h6qm1w4s5f93uubhdrj,1,26.3,70.9,2023-03-07T19:46:31.160Z,2023-03-09T20:39:22Z,4081121705,140,38.4,4081121703,56,Back,4081121711,213,0.9,4081121707,141,92.4,4084539557,178,,4081121709,212,19.4,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971055,11,1,1,0,19,5jjqm8h6qm1w4s5f93uubhdrj,0,37.1,93.3,2023-03-07T19:46:33.959Z,2023-03-09T20:39:24Z,4081121749,56,Back,4081121755,212,8.6,4081121753,141,80.8,4084539663,178,,4081121757,213,4.6,4081121751,140,35.8,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971087,8,49,1,0,20,82kapkjwonlv9j1ui0ytv5sii,1,67.3,15.2,2023-03-07T19:46:34.815Z,2023-03-09T20:39:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971095,9,1,1,0,21,82kapkjwonlv9j1ui0ytv5sii,1,67.3,15,2023-03-07T19:46:35.755Z,2023-03-09T20:39:31Z,4084539963,178,,4081121963,140,63.0,4081121965,141,11.0,4081121969,213,3.7,4081121961,56,Right,4081121967,212,5.3,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971079,7,43,1,0,22,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-03-07T19:46:36.352Z,2023-03-09T15:07:14Z,4084033269,144,8,4081121883,56,Right,,,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971125,10,1,1,0,22,82kapkjwonlv9j1ui0ytv5sii,1,63,11,2023-03-07T19:46:36.866Z,2023-03-09T20:39:34Z,4081122115,56,Center,4081122121,212,23.3,4081122119,141,44.5,4084540099,178,,4081122117,140,67.6,4081122123,213,1.4,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971159,11,1,1,0,25,82kapkjwonlv9j1ui0ytv5sii,1,60.5,34.8,2023-03-07T19:46:39.339Z,2023-03-09T20:39:37Z,4081122241,1,,4081122235,141,77.5,4084540215,178,,4081122233,140,31.1,4081122237,212,42.4,4081122231,56,Back,4081122239,213,2.4,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971181,12,1,1,0,30,82kapkjwonlv9j1ui0ytv5sii,0,32.6,88.3,2023-03-07T19:46:44.310Z,2023-03-09T20:39:38Z,4081122313,213,6.0,4081122315,1,,4081122303,155,,4081122305,56,Center,4081122311,212,43.0,4081122307,140,72.1,4081122309,141,71.5,4084540271,178,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971173,12,49,1,0,32,5jjqm8h6qm1w4s5f93uubhdrj,1,27.7,33,2023-03-07T19:46:46.391Z,2023-03-09T20:39:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971223,13,1,1,0,34,5jjqm8h6qm1w4s5f93uubhdrj,1,29.9,31.2,2023-03-07T19:46:48.630Z,2023-03-09T20:39:48Z,4081122505,141,15.0,4081122503,140,26.3,4084540685,178,,4081122501,56,Back,4081122507,212,11.6,4081122509,213,4.4,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971253,14,1,1,0,36,5jjqm8h6qm1w4s5f93uubhdrj,0,24.5,8.2,2023-03-07T19:46:51.150Z,2023-03-09T20:39:51Z,4081122657,56,Right,4081122659,140,71.3,4081122661,141,0.0,4081122667,1,,4081122655,155,,4081122663,212,49.6,4084540767,178,,4081122665,213,6.1,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971491,13,5,1,0,40,82kapkjwonlv9j1ui0ytv5sii,1,25.4,101.6,2023-03-07T19:46:55.200Z,2023-03-09T20:39:53Z,4081123715,56,Back,4081123739,233,15,4081123717,347,,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971257,15,5,1,0,40,5jjqm8h6qm1w4s5f93uubhdrj,0,74.6,-1.6,2023-03-07T19:46:55.200Z,2023-03-09T20:39:53Z,4081123761,233,13,4081122691,347,,4081122689,56,Right,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971525,14,1,1,1,3,82kapkjwonlv9j1ui0ytv5sii,0,21.1,100,2023-03-07T19:47:17.422Z,2023-03-09T20:39:56Z,4081123869,107,,4081123875,141,95.3,4081123873,140,43.4,4081123879,213,6.1,4081123871,56,Back,4081123881,1,,4081123877,212,23.8,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971561,16,61,1,1,7,5jjqm8h6qm1w4s5f93uubhdrj,0,46.8,2.8,2023-03-07T19:47:21.262Z,2023-03-09T20:40:10Z,4081124033,56,Back,4084541387,178,,,,,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971665,15,5,1,1,8,82kapkjwonlv9j1ui0ytv5sii,1,52.2,101.4,2023-03-07T19:47:22.389Z,2023-03-09T20:40:10Z,4081124547,233,17,4081124533,56,Left,4081124537,347,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971567,17,5,1,1,8,5jjqm8h6qm1w4s5f93uubhdrj,0,47.8,-1.4,2023-03-07T19:47:22.389Z,2023-03-09T20:40:11Z,4081124055,56,Back,4081124555,233,15,4081124059,347,,,,,,,,,,,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971711,16,1,1,1,21,82kapkjwonlv9j1ui0ytv5sii,1,51.7,100,2023-03-07T19:47:35.375Z,2023-03-09T20:40:13Z,4081124795,141,93.5,4081124793,140,73.5,4081124799,213,6.1,4081124801,1,,4081124791,56,Left,4081124789,107,,4081124797,212,23.5,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971741,17,1,1,1,23,82kapkjwonlv9j1ui0ytv5sii,0,73.5,93.5,2023-03-07T19:47:37.328Z,2023-03-09T20:40:16Z,4081124941,213,5.1,4081124935,140,76.2,4081124933,56,Left,4081124939,212,7.7,4081124931,3,,4084541579,388,,4081124937,141,83.0,,,,1g9uh6aokaevbg7s6v2jh8h78,T. Bloxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971747,18,1,1,1,24,5jjqm8h6qm1w4s5f93uubhdrj,1,18.3,19.7,2023-03-07T19:47:38.937Z,2023-03-09T20:40:20Z,4081124965,140,20.7,4081124963,56,Back,4084541665,178,,4081124971,213,5.3,4081124967,141,14.6,4081124961,3,,4081124969,212,4.3,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971749,19,49,1,1,25,5jjqm8h6qm1w4s5f93uubhdrj,1,19.4,18.3,2023-03-07T19:47:39.887Z,2023-03-09T20:40:22Z,,,,,,,,,,,,,,,,,,,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971761,20,1,1,1,26,5jjqm8h6qm1w4s5f93uubhdrj,1,19.6,18.8,2023-03-07T19:47:40.753Z,2023-03-09T20:40:26Z,4084541803,178,,4081125037,56,Back,4081125043,141,11.6,4081125045,212,5.7,4081125041,140,16.8,4081125047,213,4.2,,,,,,,kxfjnow9ky2mxefjujv392ol,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971775,21,1,1,1,27,5jjqm8h6qm1w4s5f93uubhdrj,1,14.4,9.1,2023-03-07T19:47:42.038Z,2023-03-09T20:40:38Z,4081125137,213,1.7,4081125131,140,12.8,4084542089,178,,4081125133,141,25.9,4081125135,212,11.5,4081125129,56,Back,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971831,22,1,1,1,29,5jjqm8h6qm1w4s5f93uubhdrj,1,14.3,27.4,2023-03-07T19:47:44.087Z,2023-03-09T20:40:41Z,4081125375,141,56.3,4081125373,140,13.4,4081125379,213,1.6,4084542173,178,,4081125377,212,19.7,4081125371,56,Back,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971855,23,1,1,1,35,5jjqm8h6qm1w4s5f93uubhdrj,1,23.2,47.2,2023-03-07T19:47:49.927Z,2023-03-09T20:40:44Z,4081125495,140,19.0,4081125493,56,Back,4081125501,213,4.2,4084542231,178,,4081125497,141,36.6,4081125499,212,8.5,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971877,24,1,1,1,38,5jjqm8h6qm1w4s5f93uubhdrj,1,19.6,30.1,2023-03-07T19:47:52.334Z,2023-03-09T20:40:56Z,4081125627,213,4.8,4081125621,140,20.3,4084542625,178,,4081125619,56,Back,4081125625,212,10.1,4081125623,141,15.3,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971903,25,1,1,1,39,5jjqm8h6qm1w4s5f93uubhdrj,1,21.1,6.4,2023-03-07T19:47:54.209Z,2023-03-09T20:40:59Z,4081125745,56,Back,4081125761,213,2.5,4084542697,178,,4081125757,212,7.1,4081125753,141,12.3,4081125749,140,15.5,,,,,,,93hm64q02lz37wj7xzbkv1m1h,N. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971929,26,1,1,1,41,5jjqm8h6qm1w4s5f93uubhdrj,1,13,14.1,2023-03-07T19:47:56.207Z,2023-03-09T20:41:02Z,4081125853,56,Back,4081125855,140,7.1,4084542805,178,,4081125857,141,46.3,4081125861,213,1.8,4081125859,212,22.8,,,,,,,6cfr9qa1khqzv5oxsi8d3ug9h,F. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516971973,27,1,1,1,44,5jjqm8h6qm1w4s5f93uubhdrj,1,8.2,47,2023-03-07T19:47:58.328Z,2023-03-09T20:41:04Z,4081126091,212,10.3,4081126089,141,61.7,4081126087,140,10.7,4081126093,213,1.3,4084542885,178,,4081126085,56,Back,,,,,,,4s848k6xkf7jqp11jkoit2a51,W. Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972005,28,1,1,1,49,5jjqm8h6qm1w4s5f93uubhdrj,1,26.4,80.2,2023-03-07T19:48:03.551Z,2023-03-09T20:41:07Z,4081126295,56,Back,4084542985,178,,4081126303,213,1.2,4081126297,140,29.3,4081126301,212,9.5,4081126299,141,93.5,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972017,29,1,1,1,52,5jjqm8h6qm1w4s5f93uubhdrj,1,30.6,92.7,2023-03-07T19:48:06.477Z,2023-03-09T20:41:10Z,4081126375,141,84.8,4081126373,140,29.5,4084543067,178,,4081126379,213,4.5,4081126371,56,Back,4081126377,212,5.5,,,,,,,9ofz3mgz4077lbkuba1l3kru1,N. Ogbeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972077,30,1,1,1,52,5jjqm8h6qm1w4s5f93uubhdrj,1,29.5,83.8,2023-03-07T19:48:07.192Z,2023-03-09T20:41:13Z,4081126609,213,2.8,4081126607,212,12.4,4081126601,56,Back,4084543125,178,,4081126605,141,89.1,4081126603,140,18.2,,,,,,,4y9ghbncgfgpv4qd604g8jw15,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972095,31,1,1,1,58,5jjqm8h6qm1w4s5f93uubhdrj,1,19.5,87.8,2023-03-07T19:48:12.736Z,2023-03-09T20:41:16Z,4081126717,141,78.7,4081126719,212,17.2,4081126713,56,Back,4084543247,178,,4081126715,140,34.8,4081126721,213,5.9,,,,,,,em0i6q0h6q80melaxwx2nvz3e,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972103,32,61,1,2,0,5jjqm8h6qm1w4s5f93uubhdrj,0,33.3,79.3,2023-03-07T19:48:14.296Z,2023-03-09T20:41:18Z,4084543329,178,,4081126757,56,Back,,,,,,,,,,,,,,,,,,,6ictgtdi9ogl7n8dqh4dm1fxl,E. Mason-Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972107,18,49,1,2,0,82kapkjwonlv9j1ui0ytv5sii,1,65.7,24.6,2023-03-07T19:48:15.145Z,2023-03-09T20:41:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972151,19,1,1,2,4,82kapkjwonlv9j1ui0ytv5sii,1,61.2,12.5,2023-03-07T19:48:18.742Z,2023-03-09T20:41:24Z,4081126931,141,17.1,4084543595,178,,4081126935,213,3.0,4081126933,212,23.0,4081126929,140,39.5,4081126927,56,Back,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516972211,20,1,1,2,6,82kapkjwonlv9j1ui0ytv5sii,1,37.6,18.6,2023-03-07T19:48:21.174Z,2023-03-09T20:41:28Z,4081127261,213,2.6,4081127259,212,25.4,4081127257,141,37.1,4084543699,178,,4081127253,56,Back,4081127255,140,16.6,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
