id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526490819,7,44,1,0,11,2ezfenuwk3y65p8jdbj55xqt0,1,54.8,75.5,2023-04-01T14:03:37.064Z,2023-04-04T14:47:06Z,4152302431,286,,4152302493,233,5,4152302429,56,Center,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490799,5,44,1,0,11,82kapkjwonlv9j1ui0ytv5sii,0,45.2,24.5,2023-04-01T14:03:37.065Z,2023-04-04T04:07:07Z,4152302353,56,Back,4152302567,233,7,4152302355,285,,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490857,8,1,1,0,11,2ezfenuwk3y65p8jdbj55xqt0,0,53.2,69.9,2023-04-01T14:03:37.105Z,2023-04-04T14:47:06Z,4152302665,140,56.9,4152302675,213,1.4,4152302659,56,Left,4162161613,388,,4152302669,141,100.0,4152302673,212,21.4,4152302657,3,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491029,6,5,1,0,14,82kapkjwonlv9j1ui0ytv5sii,1,42.4,-1,2023-04-01T14:03:39.705Z,2023-04-04T04:07:15Z,4152303493,347,,4152303517,233,9,4152303489,56,Back,,,,,,,,,,,,,,,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490875,9,5,1,0,14,2ezfenuwk3y65p8jdbj55xqt0,0,57.6,101,2023-04-01T14:03:39.705Z,2023-04-04T04:07:15Z,4152302733,347,,4152302731,56,Left,4152303559,233,6,,,,,,,,,,,,,,,,ebsl5dh99nsoun0lksywr31n8,M. Leaburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491125,7,1,1,0,21,82kapkjwonlv9j1ui0ytv5sii,1,41.6,0,2023-04-01T14:03:46.297Z,2023-04-04T04:07:53Z,4152303947,107,,4152303975,213,0.4,4152303953,140,55.5,4152303963,141,7.3,4152303969,212,15.7,4152303951,56,Right,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491157,8,1,1,0,22,82kapkjwonlv9j1ui0ytv5sii,0,55.5,7.3,2023-04-01T14:03:47.675Z,2023-04-04T04:07:56Z,4152304127,212,4.6,4152304121,56,Right,4152304117,3,,4152304133,213,6.2,4152304125,141,6.8,4162161825,388,,4152304123,140,59.9,4152304119,168,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491241,11,49,1,0,22,2ezfenuwk3y65p8jdbj55xqt0,1,32.4,93.5,2023-04-01T14:03:47.935Z,2023-04-04T04:07:34Z,,,,,,,,,,,,,,,,,,,,,,,,,5sfchvj1d5dgpwc6j5oshhkut,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528348201,691,83,1,0,23,82kapkjwonlv9j1ui0ytv5sii,1,73,2.9,2023-04-01T14:03:48.802Z,2023-04-04T04:48:36Z,4162224065,399,198463,,,,,,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491317,12,1,1,0,24,2ezfenuwk3y65p8jdbj55xqt0,1,30.9,92,2023-04-01T14:03:50.124Z,2023-04-04T04:07:50Z,4152305011,140,32.4,4162161967,178,,4152305021,213,5.0,4152305015,212,5.4,4152305013,141,84.4,4152305009,56,Back,,,,,,,5sfchvj1d5dgpwc6j5oshhkut,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491201,10,43,1,0,25,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-04-01T14:03:50.661Z,2023-04-03T13:19:16Z,4161074995,144,61,4152304405,56,Back,,,,,,,,,,,,,,,,,,,5sfchvj1d5dgpwc6j5oshhkut,T. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528348363,815,67,1,0,25,2ezfenuwk3y65p8jdbj55xqt0,1,33.1,82,2023-04-01T14:03:51.169Z,2023-04-04T14:47:07Z,4162224983,233,692,,,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528348361,692,67,1,0,25,82kapkjwonlv9j1ui0ytv5sii,0,66.9,18,2023-04-01T14:03:51.170Z,2023-04-04T04:49:10Z,4162224991,233,815,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491425,13,1,1,0,26,2ezfenuwk3y65p8jdbj55xqt0,1,32.3,80.9,2023-04-01T14:03:51.197Z,2023-04-04T14:47:07Z,4152305551,141,70.6,4152305543,56,Back,4152305553,212,13.6,4152305555,213,3.7,4152305547,140,21.2,4162162055,178,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491555,14,1,1,0,28,2ezfenuwk3y65p8jdbj55xqt0,1,21.4,66.1,2023-04-01T14:03:53.186Z,2023-04-04T04:08:42Z,4152306225,141,44.0,4162162153,178,,4152306223,140,26.2,4152306221,56,Back,4152306229,213,5.0,4152306227,212,15.9,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491721,15,1,1,0,34,2ezfenuwk3y65p8jdbj55xqt0,1,36.7,26.2,2023-04-01T14:03:59.400Z,2023-04-04T04:08:50Z,4162163269,178,,4152307105,213,5.5,4152307095,140,50.9,4152307099,141,4.1,4152307093,56,Right,4152307101,212,21.2,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528564839,1067,83,1,0,37,82kapkjwonlv9j1ui0ytv5sii,1,45.9,84,2023-04-01T14:04:02.824Z,2023-04-04T13:31:49Z,4163319905,399,450542,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491733,16,50,1,0,38,2ezfenuwk3y65p8jdbj55xqt0,1,47.7,12.4,2023-04-01T14:04:03.411Z,2023-04-04T04:09:50Z,4152307443,233,9,4152307141,286,,4152307139,56,Back,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491775,9,7,1,0,38,82kapkjwonlv9j1ui0ytv5sii,1,52.3,87.6,2023-04-01T14:04:03.972Z,2023-04-04T04:09:54Z,4162164539,178,,4152307351,233,16,4152307323,285,,4161089347,384,,4152307321,56,Left,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491869,11,49,1,0,39,82kapkjwonlv9j1ui0ytv5sii,1,60.9,84.7,2023-04-01T14:04:04.919Z,2023-04-04T04:10:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526499185,56,1,1,0,39,82kapkjwonlv9j1ui0ytv5sii,1,53.3,84.2,2023-04-01T14:04:05.022Z,2023-04-04T04:10:09Z,4152345395,140,62.7,4162164661,178,,4152345399,212,11.3,4152352209,154,,4152345401,213,5.8,4152345397,141,76.0,4152345391,56,Center,4152352207,210,15,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526604039,371,43,1,0,40,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-01T14:04:05.183Z,2023-04-03T13:24:39Z,4152898855,56,Left,4161089239,144,1,4152898859,141,91.2,4152898857,140,63.8,4152898861,212,8.7,4152898863,213,1.0,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491859,10,43,1,0,40,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2023-04-01T14:04:05.918Z,2023-04-01T14:05:35Z,4152307735,56,Left,4152324057,144,7,4152307737,285,0,,,,,,,,,,,,,,,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491963,12,15,1,0,44,82kapkjwonlv9j1ui0ytv5sii,1,80.3,57.9,2023-04-01T14:04:10.094Z,2023-04-04T04:10:10Z,4152350231,20,,4152350251,82,,4152352299,230,98.2,4152350353,233,17,4152352267,154,,4152352271,55,56,4152352289,215,,4152352263,29,,6t0n68hbpi4fa6lzt815gyc5w,K. Phillips,,4152352301,231,52.2,4152308247,56,Center,4161090771,78,4152308243,22,4152352285,103,19,4152308245,18,4152352279,102,49.2,4162164771,178,4152352293,146,83.0,4152352295,147,56.7,,,,,,,,,,,,,
2526492005,17,10,1,0,45,2ezfenuwk3y65p8jdbj55xqt0,1,20.8,41.2,2023-04-01T14:04:10.191Z,2023-04-04T04:10:13Z,4162164819,178,,4152308427,56,Back,4152350485,233,12,4152308423,94,,,,,,,,,,,,,,8xxeuttt1yy26qf8w73bqua51,M. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492153,13,13,1,0,48,82kapkjwonlv9j1ui0ytv5sii,1,76.8,31.6,2023-04-01T14:04:13.308Z,2023-04-04T04:10:19Z,4152309149,18,,4152309151,56,Center,4152372657,102,98.0,4152370489,153,,4152372655,73,,4152372669,458,,4152372671,146,80.7,4152372677,231,48.7,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,4152372661,103,11.1,4152372667,328,,4152372675,230,4152309147,22,4162164913,178,,4152370485,20,4152372673,147,46.0,4152372663,108,,,,,,,98.9,,,,,,,,,,,,
2526492789,18,12,1,0,48,2ezfenuwk3y65p8jdbj55xqt0,1,18.5,53.1,2023-04-01T14:04:13.849Z,2023-04-04T04:10:22Z,4162164987,178,,4152312357,212,9.6,4152312359,213,0.4,4152312351,56,Back,4152312353,140,27.0,4152312355,141,58.1,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492263,14,61,1,0,48,82kapkjwonlv9j1ui0ytv5sii,1,77.6,39.7,2023-04-01T14:04:14.113Z,2023-04-04T04:10:27Z,4152309769,56,Center,4162165123,178,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492369,15,1,1,0,50,82kapkjwonlv9j1ui0ytv5sii,1,63.5,30.4,2023-04-01T14:04:15.973Z,2023-04-04T04:10:32Z,4152310287,141,38.9,4152310291,213,1.0,4152310289,212,6.9,4162165223,178,,4152310283,56,Center,4152310285,140,67.1,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492439,16,1,1,0,52,82kapkjwonlv9j1ui0ytv5sii,1,67,40.3,2023-04-01T14:04:18.128Z,2023-04-04T04:10:38Z,4152310597,56,Left,4152310609,213,2.0,4152310613,1,,4152310603,141,86.6,4152310605,212,34.2,4162165365,178,,4152310599,140,54.4,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492515,17,1,1,0,57,82kapkjwonlv9j1ui0ytv5sii,1,56.9,86.5,2023-04-01T14:04:22.760Z,2023-04-04T04:10:43Z,4152311017,212,11.6,4152311011,56,Left,4152311013,140,65.9,4162165481,178,,4152311019,213,0.6,4152311015,141,96.3,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492675,18,1,1,0,59,82kapkjwonlv9j1ui0ytv5sii,1,65.9,96.3,2023-04-01T14:04:25.112Z,2023-04-04T04:11:07Z,4152311761,56,Left,4152311767,212,15.3,4162165587,178,,4152311763,140,80.4,4152311769,213,6.2,4152311765,141,94.8,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492699,19,1,1,1,2,82kapkjwonlv9j1ui0ytv5sii,0,88.1,91.5,2023-04-01T14:04:27.716Z,2023-04-04T04:11:11Z,4152311883,213,4.9,4152311879,212,4.2,4152311875,141,85.4,4152311871,140,88.9,4152311867,56,Left,4162166181,178,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492843,19,1,1,1,3,2ezfenuwk3y65p8jdbj55xqt0,1,8.2,18.6,2023-04-01T14:04:29.141Z,2023-04-04T04:11:17Z,4152312625,212,4.5,4152312623,141,24.4,4162166281,389,,4152312619,56,Back,4152312621,140,10.2,4152312627,213,1.1,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526492869,20,49,1,1,4,2ezfenuwk3y65p8jdbj55xqt0,1,10.5,26.2,2023-04-01T14:04:29.890Z,2023-04-04T04:11:24Z,,,,,,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493047,21,1,1,1,7,2ezfenuwk3y65p8jdbj55xqt0,1,11.1,26.2,2023-04-01T14:04:32.481Z,2023-04-04T04:11:28Z,4152313625,213,5.3,4162166463,178,,4152313623,212,9.5,4152313609,56,Back,4152313619,141,14.7,4152313613,140,16.2,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493185,22,1,1,1,10,2ezfenuwk3y65p8jdbj55xqt0,0,21.8,15.2,2023-04-01T14:04:35.399Z,2023-04-04T04:11:34Z,4152314317,140,70.4,4152314321,141,69.1,4152314313,155,,4152314329,213,0.6,4162166597,178,,4152314315,56,Center,4152314333,1,,4152314325,212,62.8,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493115,20,49,1,1,15,82kapkjwonlv9j1ui0ytv5sii,1,33.9,23.7,2023-04-01T14:04:40.417Z,2023-04-04T04:11:41Z,,,,,,,,,,,,,,,,,,,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493283,21,1,1,1,17,82kapkjwonlv9j1ui0ytv5sii,1,27.3,8.3,2023-04-01T14:04:43.156Z,2023-04-04T04:11:44Z,4152314791,213,0.1,4152314787,141,9.2,4162166773,178,,4152314785,140,36.7,4152314789,212,9.9,4152314783,56,Back,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493379,22,1,1,1,20,82kapkjwonlv9j1ui0ytv5sii,1,32.9,17.6,2023-04-01T14:04:45.842Z,2023-04-04T04:11:49Z,4152315265,140,29.6,4152315275,213,2.1,4162166833,178,,4152315261,56,Back,4152315267,141,26.2,4152315271,212,6.8,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493531,23,1,1,1,23,82kapkjwonlv9j1ui0ytv5sii,1,28.2,35.5,2023-04-01T14:04:48.374Z,2023-04-04T04:11:54Z,4162166961,178,,4152316151,141,59.0,4152316149,140,30.6,4152316153,212,16.2,4152316147,56,Back,4152316155,213,1.4,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493631,24,1,1,1,26,82kapkjwonlv9j1ui0ytv5sii,1,24.2,52.2,2023-04-01T14:04:52.141Z,2023-04-04T04:12:02Z,4152316615,56,Back,4152316619,141,75.4,4152316623,213,1.5,4152316617,140,25.9,4162167127,178,,4152316621,212,15.9,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493859,25,1,1,1,30,82kapkjwonlv9j1ui0ytv5sii,1,23.9,75.4,2023-04-01T14:04:55.445Z,2023-04-04T04:12:04Z,4152317835,213,3.8,4152317819,141,49.5,4152317813,140,3.1,4152317827,212,28.1,4152317807,56,Back,4162167189,178,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526493977,26,1,1,1,37,82kapkjwonlv9j1ui0ytv5sii,0,7.7,41.7,2023-04-01T14:05:02.196Z,2023-04-04T04:12:12Z,4152318491,212,48.0,4152318487,140,49.0,4152318485,56,Back,4152318493,213,0.4,4162167381,178,,4152318495,1,,4152318483,155,,4152318489,141,72.1,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526494029,23,49,1,1,39,2ezfenuwk3y65p8jdbj55xqt0,1,51,27.4,2023-04-01T14:05:04.974Z,2023-04-04T04:12:15Z,,,,,,,,,,,,,,,,,,,,,,,,,2r6gxw9yjxvaplv70ftq7wout,R. Inniss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
