id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2535577371,7,1,1,0,19,jv3jh5m5t7qy5t37vwwmnj16,1,80.9,7.7,2023-04-18T18:46:47.494Z,2023-04-21T00:18:15Z,4202424009,141,3.1,4200608859,56,Right,4205057503,178,,4202424015,213,4.0,4205057553,21,,4202424007,140,78.5,4202424011,212,4.0,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577415,8,1,1,0,20,jv3jh5m5t7qy5t37vwwmnj16,0,81.3,3.2,2023-04-18T18:46:48.623Z,2023-04-21T00:18:22Z,4202424157,20,,4200609037,2,,4200609045,141,6.8,4200609041,56,Right,4200609049,213,0.8,4200609043,140,83.5,4200609039,155,,4200609047,212,3.4,f5zei3x0mg1i5q3soziuy579,J. Grimmer,4202424155,224,4205057633,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577417,5,61,1,0,20,dmz37633qbsvl7gncq5s51yjw,1,13.2,91.8,2023-04-18T18:46:48.830Z,2023-04-21T00:18:33Z,4205057835,15,,4205057837,178,,4200609055,56,Back,,,,,,,,,,,,,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577467,9,6,1,0,23,jv3jh5m5t7qy5t37vwwmnj16,1,92.4,12.9,2023-04-18T18:46:51.127Z,2023-04-21T00:18:41Z,4200644275,233,55,4200609339,56,Right,4200609341,75,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535583881,55,6,1,0,23,dmz37633qbsvl7gncq5s51yjw,0,7.6,87.1,2023-04-18T18:46:51.127Z,2023-04-21T00:18:41Z,4200642149,73,,4200642107,56,Back,4200644285,233,9,,,,,,,,,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578175,10,1,1,0,50,jv3jh5m5t7qy5t37vwwmnj16,0,99.5,0.5,2023-04-18T18:47:18.327Z,2023-04-21T00:18:46Z,4200612687,2,,4200612703,213,1.7,4200612697,140,95.6,4200612701,212,24.1,4205058073,178,,4200612699,141,35.5,4202424883,72,,4200612693,223,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,4200612689,6,4200612695,56,Center,4200612691,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535922547,866,12,1,0,51,dmz37633qbsvl7gncq5s51yjw,1,3,59.7,2023-04-18T18:47:19.678Z,2023-04-21T00:18:58Z,4202428663,213,0.2,4202428655,56,Back,4205058219,178,,4202428659,141,62.2,4202428661,212,11.4,4202428657,140,13.7,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535922357,865,1,1,0,52,dmz37633qbsvl7gncq5s51yjw,1,13.9,58.2,2023-04-18T18:47:20.951Z,2023-04-21T00:19:11Z,4202427523,140,12.7,4202427529,213,1.7,4202427525,141,71.5,4202427521,56,Back,4202427527,212,9.1,4205058429,178,,,,,,,,2oqi7v6d676hbe9i9agdl9ckp,J. Brophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578221,6,49,1,0,54,dmz37633qbsvl7gncq5s51yjw,1,13.4,67.6,2023-04-18T18:47:22.150Z,2023-04-21T00:19:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578181,11,43,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-18T18:47:22.215Z,2023-04-18T18:48:36Z,4200612723,56,Center,4200620827,144,61,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578285,7,1,1,0,55,dmz37633qbsvl7gncq5s51yjw,0,20.5,83.6,2023-04-18T18:47:23.540Z,2023-04-21T00:19:52Z,4200613211,56,Back,4200613215,141,84.2,4200613213,140,39.2,4200613219,213,0.0,4205058645,178,,4200613217,212,19.6,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578295,12,49,1,0,57,jv3jh5m5t7qy5t37vwwmnj16,1,55.7,7.1,2023-04-18T18:47:25.893Z,2023-04-21T00:19:38Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578319,13,1,1,0,57,jv3jh5m5t7qy5t37vwwmnj16,1,55.7,7.1,2023-04-18T18:47:26.015Z,2023-04-21T00:20:02Z,4205059031,178,,4200613357,212,6.1,4200613355,141,4.7,4200613351,56,Right,4200613353,140,61.3,4200613359,213,6.0,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578325,14,1,1,0,58,jv3jh5m5t7qy5t37vwwmnj16,0,61.3,4.7,2023-04-18T18:47:26.705Z,2023-04-21T00:20:13Z,4200613385,141,4.1,4200613381,56,Right,4200613383,140,63.6,4200613389,213,6.1,4205059213,178,,4200613387,212,2.4,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536453527,828,83,1,1,0,jv3jh5m5t7qy5t37vwwmnj16,1,67.6,4.8,2023-04-18T18:47:28.380Z,2023-04-21T04:16:59Z,4205308897,399,441590,,,,,,,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578399,9,50,1,1,1,dmz37633qbsvl7gncq5s51yjw,1,33.3,93.4,2023-04-18T18:47:29.473Z,2023-04-21T00:20:30Z,4200613895,233,15,4200613759,56,Back,4200613761,285,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578395,15,7,1,1,1,jv3jh5m5t7qy5t37vwwmnj16,0,66.7,6.6,2023-04-18T18:47:29.515Z,2023-04-21T00:20:26Z,4200613845,286,,4200613841,233,9,4205059395,178,,4202429685,385,,4200613743,56,Right,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578393,8,49,1,1,2,dmz37633qbsvl7gncq5s51yjw,1,27.7,92.4,2023-04-18T18:47:30.371Z,2023-04-21T00:20:38Z,,,,,,,,,,,,,,,,,,,,,,,,,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578441,10,1,1,1,2,dmz37633qbsvl7gncq5s51yjw,0,27.7,92.4,2023-04-18T18:47:30.387Z,2023-04-21T00:20:43Z,4205059685,178,,4200613969,213,5.7,4200613963,140,38.8,4200613967,212,14.0,4200613961,56,Back,4200613965,141,81.1,,,,,,,b3cehdu46pljqap9xw1j7pcyx,H. Knibbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578439,16,49,1,1,3,jv3jh5m5t7qy5t37vwwmnj16,1,60.1,13.4,2023-04-18T18:47:31.333Z,2023-04-21T00:21:21Z,,,,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578527,17,1,1,1,3,jv3jh5m5t7qy5t37vwwmnj16,1,60.1,13.4,2023-04-18T18:47:31.413Z,2023-04-21T00:21:29Z,4205060069,178,,4200614357,141,1.4,4200614361,213,4.6,4200614351,56,Right,4200614355,140,58.9,4200614359,212,8.3,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578535,18,61,1,1,6,jv3jh5m5t7qy5t37vwwmnj16,0,58.2,1.9,2023-04-18T18:47:34.624Z,2023-04-21T00:21:39Z,4205060451,178,,4200614393,56,Right,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579201,11,5,1,1,8,dmz37633qbsvl7gncq5s51yjw,1,44.1,101.7,2023-04-18T18:47:36.470Z,2023-04-21T00:21:49Z,4200617585,56,Back,4200617587,347,,4200617623,233,19,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578561,19,5,1,1,8,jv3jh5m5t7qy5t37vwwmnj16,0,55.9,-1.7,2023-04-18T18:47:36.470Z,2023-04-21T00:21:49Z,4200614523,347,,4200617639,233,11,4200614521,56,Right,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579491,12,1,1,1,39,dmz37633qbsvl7gncq5s51yjw,1,43.9,100,2023-04-18T18:48:07.844Z,2023-04-21T00:21:54Z,4200619091,140,52.9,4200619095,212,10.2,4200619089,56,Left,4200619093,141,95.9,4200619097,213,5.9,4200619087,107,,,,,,,,8x2yublirj5430deybqft0xxx,H. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535923263,774,45,1,1,43,jv3jh5m5t7qy5t37vwwmnj16,0,34.7,4,2023-04-18T18:48:11.407Z,2023-04-21T00:22:05Z,4202432797,56,Back,4203224293,233,867,4202432799,285,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535923261,867,3,1,1,43,dmz37633qbsvl7gncq5s51yjw,1,65.3,96,2023-04-18T18:48:11.407Z,2023-04-21T00:22:05Z,4202432933,465,,4205060837,178,,4202432795,286,,4203224289,233,774,4202432793,56,Left,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535923567,868,61,1,1,47,dmz37633qbsvl7gncq5s51yjw,0,70.7,96.2,2023-04-18T18:48:15.104Z,2023-04-21T04:19:15Z,4205061173,178,,4202434579,56,Left,,,,,,,,,,,,,,,,,,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535923609,775,61,1,1,47,jv3jh5m5t7qy5t37vwwmnj16,0,23.5,12.1,2023-04-18T18:48:15.774Z,2023-04-21T00:23:17Z,4202434871,56,Back,4205061399,178,,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579367,20,43,1,1,48,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-18T18:48:16.392Z,2023-04-18T18:53:46Z,4200618413,56,Back,4200655241,144,61,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579503,13,1,1,1,52,dmz37633qbsvl7gncq5s51yjw,0,89.7,96.2,2023-04-18T18:48:20.555Z,2023-04-21T00:22:46Z,4205061677,178,,4200619173,212,2.5,4200619167,56,Left,4200619175,213,4.7,4200619171,141,92.5,4202435263,72,,4200619169,140,89.7,4200619163,2,,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,4202435261,224,4200619165,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535923721,776,61,1,1,52,jv3jh5m5t7qy5t37vwwmnj16,1,8.2,8.9,2023-04-18T18:48:20.687Z,2023-04-21T00:23:09Z,4205061933,178,,4202435471,56,Back,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579487,21,43,1,1,53,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-18T18:48:21.457Z,2023-04-18T18:53:48Z,4200619069,56,Back,4200655357,144,61,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579515,22,49,1,1,54,jv3jh5m5t7qy5t37vwwmnj16,1,9.2,16.5,2023-04-18T18:48:22.214Z,2023-04-21T00:23:32Z,,,,,,,,,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579599,23,1,1,1,54,jv3jh5m5t7qy5t37vwwmnj16,1,9.2,16.5,2023-04-18T18:48:22.272Z,2023-04-21T00:23:37Z,4200619711,157,,4200619723,1,,4200619715,140,45.0,4205062409,178,,4200619719,212,38.1,4200619713,56,Back,4200619721,213,6.1,4200619717,141,7.1,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579609,24,1,1,1,58,jv3jh5m5t7qy5t37vwwmnj16,0,43.6,2.6,2023-04-18T18:48:26.204Z,2023-04-21T00:23:48Z,4205062553,178,,4200619779,213,0.3,4200619773,140,45.9,4200619775,141,3.7,4200620215,286,,4200620211,233,14,4200619771,56,Back,4200619777,212,2.5,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,4200620209,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579679,14,74,1,1,58,dmz37633qbsvl7gncq5s51yjw,1,57.8,96.5,2023-04-18T18:48:26.309Z,2023-04-21T00:24:02Z,4200620243,233,24,4205062681,178,,4200620159,285,,4200620157,56,Left,,,,,,,,,,,,,asy3qn4557iy3r55yl4v9xj9x,M. Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579723,15,5,1,1,59,dmz37633qbsvl7gncq5s51yjw,0,57.7,102,2023-04-18T18:48:27.044Z,2023-04-21T00:24:09Z,4200623697,233,25,4200620371,347,,4200620369,56,Left,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535579683,25,5,1,1,59,jv3jh5m5t7qy5t37vwwmnj16,1,42.3,-2,2023-04-18T18:48:27.044Z,2023-04-21T00:24:10Z,4200620179,56,Back,4200620183,347,,4200623683,233,15,,,,,,,,,,,,,,,,am0ggkrw8rzw5shdvaceyr3kl,S. Vokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580061,26,1,1,2,16,jv3jh5m5t7qy5t37vwwmnj16,0,41.6,0,2023-04-18T18:48:44.449Z,2023-04-21T00:24:20Z,4200624123,1,,4200622131,213,0.1,4200624121,107,,4200622127,212,26.5,4200622121,140,66.7,4200622125,141,2.5,4200622119,56,Right,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580165,16,1,1,2,18,dmz37633qbsvl7gncq5s51yjw,1,32.6,82.6,2023-04-18T18:48:46.088Z,2023-04-21T00:24:27Z,4200622743,141,78.5,4200622745,212,10.3,4200622737,3,,4200622741,140,42.0,4200622747,213,6.0,4205062951,388,,4200622739,56,Back,,,,e3ff2af2lxs0rl8c4r5ns4wd1,P. Digby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580179,17,1,1,2,20,dmz37633qbsvl7gncq5s51yjw,0,42,78.5,2023-04-18T18:48:48.170Z,2023-04-21T00:24:39Z,4200622797,141,28.2,4200622795,140,52.7,4200622801,213,5.0,4205063121,178,,4200622791,155,,4200622803,1,,4200622799,212,36.0,4200622793,56,Center,7b7ca1dklnp7reqcs5s4aauei,J. Lankester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580205,27,1,1,2,22,jv3jh5m5t7qy5t37vwwmnj16,1,52.8,52.1,2023-04-18T18:48:50.024Z,2023-04-21T00:24:49Z,4200622961,213,1.2,4200622957,141,66.7,4205063367,388,,4200622953,56,Center,4200622959,212,10.7,4200622951,3,,4200622955,140,56.7,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580253,28,1,1,2,23,jv3jh5m5t7qy5t37vwwmnj16,0,56.7,67,2023-04-18T18:48:51.703Z,2023-04-21T00:24:57Z,4200623253,56,Left,4205063481,178,,4200623259,212,27.9,4200623251,155,,4200623255,140,78.4,4200623261,213,0.6,4200623257,141,90.6,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580287,19,12,1,2,27,dmz37633qbsvl7gncq5s51yjw,1,16.3,13.4,2023-04-18T18:48:55.340Z,2023-04-21T00:25:03Z,4200623409,56,Back,4205063557,178,,4200623417,213,5.0,4200623415,212,10.4,4200623411,140,18.9,4200623473,167,,4200623413,141,0.0,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580263,18,43,1,2,28,dmz37633qbsvl7gncq5s51yjw,1,0,0,2023-04-18T18:48:56.113Z,2023-04-19T14:21:14Z,4202438369,144,49,,,,,,,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580299,20,5,1,2,28,dmz37633qbsvl7gncq5s51yjw,0,22.2,-1,2023-04-18T18:48:56.331Z,2023-04-21T00:25:08Z,4200623747,233,29,4200623429,56,Back,4200623433,347,,,,,,,,,,,,,,,,,b6ctnwazqrxkw1639gn3vbahh,C. McGrandles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535580331,29,5,1,2,28,jv3jh5m5t7qy5t37vwwmnj16,1,77.8,101,2023-04-18T18:48:56.331Z,2023-04-21T00:25:08Z,4200623627,347,,4200623625,56,Left,4200623725,233,20,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
