id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2526488229,7,44,1,0,40,8w89tsles26jm12aoelwvlttt,1,37,22.4,2023-04-01T14:02:30.075Z,2023-04-04T13:57:15Z,4152289733,56,Back,4152289735,285,,4152290033,233,5,,,,,,,,,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488261,5,44,1,0,40,jv3jh5m5t7qy5t37vwwmnj16,0,63,77.6,2023-04-01T14:02:30.076Z,2023-04-04T05:35:25Z,4152290055,233,7,4152289849,56,Center,4152289851,286,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488283,8,1,1,0,40,8w89tsles26jm12aoelwvlttt,0,37.3,23.9,2023-04-01T14:02:30.125Z,2023-04-04T13:57:15Z,4152289977,212,8.4,4152289971,56,Back,4152289979,213,6.2,4152289969,3,,4152289975,141,23.0,4152289973,140,45.3,4162297461,388,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488319,6,1,1,0,42,jv3jh5m5t7qy5t37vwwmnj16,0,55.1,81.1,2023-04-01T14:02:31.904Z,2023-04-04T12:56:12Z,4152290157,140,78.6,4152290161,212,24.8,4152290159,141,78.2,4152290153,3,,4152290155,56,Center,4152290163,213,6.2,4163245405,178,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488371,9,1,1,0,44,8w89tsles26jm12aoelwvlttt,0,33.5,20.4,2023-04-01T14:02:33.705Z,2023-04-04T05:36:04Z,4152290409,140,45.8,4152290407,56,Back,4152290411,141,32.1,4152290405,3,,4152290413,212,15.2,4152290415,213,0.6,4162298277,388,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488447,7,1,1,0,46,jv3jh5m5t7qy5t37vwwmnj16,1,50.3,74.4,2023-04-01T14:02:35.665Z,2023-04-04T05:36:12Z,4152290755,140,60.3,4152290753,56,Center,4162298555,388,,4152290757,141,75.4,4152290751,3,,4152290759,212,10.5,4152290761,213,0.1,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488467,8,1,1,0,47,jv3jh5m5t7qy5t37vwwmnj16,1,60.3,75.4,2023-04-01T14:02:36.930Z,2023-04-04T05:36:19Z,4152290857,140,53.4,4152290861,212,7.4,4152290859,141,73.0,4152290855,56,Center,4152290853,3,,4162298759,388,,4152290863,213,3.4,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488513,9,1,1,0,48,jv3jh5m5t7qy5t37vwwmnj16,1,53.4,73,2023-04-01T14:02:38.275Z,2023-04-04T05:36:25Z,4152291095,213,1.7,4152291093,212,11.2,4162298821,178,,4152291085,56,Left,4152291091,141,89.4,4152291089,140,52.0,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488599,10,1,1,0,49,jv3jh5m5t7qy5t37vwwmnj16,0,52,89.4,2023-04-01T14:02:39.008Z,2023-04-04T05:36:31Z,4152291481,56,Center,4152291489,141,74.8,4152291497,213,5.8,4152291479,155,,4162298959,178,,4152291485,140,70.6,4152291493,212,21.9,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488691,10,1,1,0,51,8w89tsles26jm12aoelwvlttt,0,34.4,31.3,2023-04-01T14:02:40.566Z,2023-04-04T05:36:46Z,4162299031,178,,4152291909,56,Back,4152291917,213,5.8,4152291911,140,42.8,4152291915,212,9.8,4152291913,141,25.0,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528182749,818,61,1,0,51,jv3jh5m5t7qy5t37vwwmnj16,1,73.9,81.8,2023-04-01T14:02:40.640Z,2023-04-04T05:36:54Z,4161304775,56,Left,4162299457,388,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488669,11,1,1,0,52,jv3jh5m5t7qy5t37vwwmnj16,0,61.4,89.7,2023-04-01T14:02:42.098Z,2023-04-04T05:36:59Z,4152291819,141,97.4,4162299601,178,,4152291823,213,0.4,4152291817,140,72.5,4152291821,212,12.8,4152291815,56,Left,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528412519,779,43,1,0,53,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-01T14:02:43.011Z,2023-04-04T12:57:10Z,4163246847,144,67,4162559533,233,838,,,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528412515,838,43,1,0,53,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-01T14:02:43.012Z,2023-04-04T12:57:10Z,4163246843,144,67,4162559549,233,779,,,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489473,14,43,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-01T14:02:43.719Z,2023-04-03T15:57:39Z,4152295795,56,Left,4152297227,285,0,4161307483,144,7,4152297223,233,11,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488779,11,3,1,0,54,8w89tsles26jm12aoelwvlttt,1,32.3,4.7,2023-04-01T14:02:44.042Z,2023-04-04T07:59:28Z,4161927747,233,819,4152292337,56,Back,4162299787,178,,4161307963,464,,4161927751,285,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528182983,819,45,1,0,54,jv3jh5m5t7qy5t37vwwmnj16,0,67.7,95.3,2023-04-01T14:02:44.042Z,2023-04-04T07:59:28Z,4161305891,286,,4161305889,56,Left,4161927753,233,11,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528182979,736,43,1,0,54,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-01T14:02:44.087Z,2023-04-03T15:57:59Z,4161305885,56,Back,4161307803,144,3,4161305887,285,0,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526600343,343,3,1,0,55,8w89tsles26jm12aoelwvlttt,0,32.7,6.4,2023-04-01T14:02:44.836Z,2023-04-04T05:37:11Z,4152880467,285,,4161307985,465,,4152880465,56,Back,4152880479,233,12,4162299977,178,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488767,12,7,1,0,55,jv3jh5m5t7qy5t37vwwmnj16,1,67.3,93.6,2023-04-01T14:02:45.043Z,2023-04-04T05:37:16Z,4152292311,56,Left,4152292309,167,,4162300089,178,,4161308061,385,,4152880477,286,,4152292407,233,343,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489169,12,5,1,0,56,8w89tsles26jm12aoelwvlttt,1,40.1,-1.6,2023-04-01T14:02:45.695Z,2023-04-04T05:37:24Z,4152294255,56,Back,4152294257,347,,4152294365,233,13,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488771,13,5,1,0,56,jv3jh5m5t7qy5t37vwwmnj16,0,59.9,101.6,2023-04-01T14:02:45.695Z,2023-04-04T05:37:24Z,4152292319,56,Left,4152294431,233,12,4152292321,347,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489533,13,1,1,1,15,8w89tsles26jm12aoelwvlttt,1,42.7,0,2023-04-01T14:03:04.637Z,2023-04-04T05:37:28Z,4152296121,140,57.1,4152296127,213,0.3,4152296125,212,15.8,4152296123,141,5.0,4152296117,107,,4152296119,56,Right,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528183631,737,1,1,1,16,8w89tsles26jm12aoelwvlttt,0,61.4,8.7,2023-04-01T14:03:06.268Z,2023-04-04T05:37:40Z,4161309081,168,,4161309087,141,11.3,4161309089,212,6.0,4161309079,3,,4161309091,213,0.3,4161309083,56,Right,4161309085,140,66.9,4162300695,388,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489569,15,61,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,1,35.3,96.6,2023-04-01T14:03:06.558Z,2023-04-04T05:37:46Z,4152296267,56,Back,4162300889,178,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489927,14,5,1,1,17,8w89tsles26jm12aoelwvlttt,1,65,-2,2023-04-01T14:03:07.183Z,2023-04-04T05:37:59Z,4152297963,56,Right,4152298005,233,16,4152297975,347,,,,,,,,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489589,16,5,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,0,35,102,2023-04-01T14:03:07.183Z,2023-04-04T05:37:59Z,4152296365,347,,4152296361,56,Back,4152298055,233,14,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526489993,15,1,1,1,26,8w89tsles26jm12aoelwvlttt,1,63.7,0,2023-04-01T14:03:15.679Z,2023-04-04T05:38:05Z,4152298303,140,79.2,4152298305,141,7.7,4152298309,213,0.4,4152298301,56,Right,4152298307,212,17.6,4152298299,107,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528413169,839,83,1,1,29,jv3jh5m5t7qy5t37vwwmnj16,1,17,91.1,2023-04-01T14:03:18.638Z,2023-04-04T07:57:39Z,4162562305,399,450273,,,,,,,,,,,,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490119,16,1,1,1,29,8w89tsles26jm12aoelwvlttt,1,79.2,7.7,2023-04-01T14:03:19.087Z,2023-04-04T05:38:12Z,4152298965,212,3.3,4152298963,141,6.5,4162301469,178,,4152298959,56,Right,4152298967,213,3.4,4152298961,140,76.2,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490213,17,1,1,1,33,8w89tsles26jm12aoelwvlttt,1,75.2,6.7,2023-04-01T14:03:22.879Z,2023-04-04T05:38:18Z,4152299395,140,69.1,4152299393,56,Right,4152299397,141,5.0,4152299399,212,6.5,4162301599,178,,4152299401,213,3.3,,,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490345,18,1,1,1,35,8w89tsles26jm12aoelwvlttt,1,68.9,4.9,2023-04-01T14:03:24.889Z,2023-04-04T05:38:23Z,4152300021,141,15.3,4152300023,212,15.9,4152300025,213,2.7,4162301749,178,,4152300017,56,Right,4152300019,140,55.3,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490393,19,1,1,1,37,8w89tsles26jm12aoelwvlttt,1,55.4,12.8,2023-04-01T14:03:27.273Z,2023-04-04T05:38:30Z,4152300257,141,15.0,4152300259,212,7.7,4152300261,213,0.2,4152300253,140,62.6,4152300249,56,Right,4162301893,178,,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528413665,798,43,1,1,38,8w89tsles26jm12aoelwvlttt,1,0,0,2023-04-01T14:03:27.838Z,2023-04-04T13:08:51Z,4163268593,144,67,4162564093,233,843,,,,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528413661,843,43,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-04-01T14:03:27.839Z,2023-04-04T13:08:51Z,4163268611,144,67,4162564101,233,798,,,,,,,,,,,,,,,,,,,7pia2vfewavgyc8d7pvgr7owl,J. Scowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490633,20,1,1,1,38,8w89tsles26jm12aoelwvlttt,1,62.6,15,2023-04-01T14:03:27.855Z,2023-04-04T08:00:02Z,4162302187,178,,4152301521,141,5.2,4152301519,140,69.7,4152301525,213,5.6,4152301523,212,10.0,4152301517,56,Right,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490701,21,3,1,1,45,8w89tsles26jm12aoelwvlttt,0,91.4,12.1,2023-04-01T14:03:35.299Z,2023-04-04T05:38:47Z,4162302409,178,,4152301935,233,17,4152301851,56,Right,4152301853,286,,4161309919,465,,,,,,,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490649,17,7,1,1,45,jv3jh5m5t7qy5t37vwwmnj16,0,8.6,87.9,2023-04-01T14:03:35.415Z,2023-04-04T05:38:51Z,4152301603,56,Back,4152301605,285,,4161309951,385,,4152301895,233,21,4162302499,178,,,,,,,,,,,4uywqjm0i2ik5cwhulbmzxi39,R. Tafazolli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490853,22,1,1,1,47,8w89tsles26jm12aoelwvlttt,1,86.1,15.3,2023-04-01T14:03:37.060Z,2023-04-04T05:38:59Z,4162302641,178,,4152302639,212,22.1,4152302637,141,37.6,4152302641,213,2.4,4152302633,56,Center,4152302635,140,70.8,,,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526490905,23,1,1,1,49,8w89tsles26jm12aoelwvlttt,1,70.8,37.6,2023-04-01T14:03:39.025Z,2023-04-04T05:39:06Z,4152302881,213,1.0,4152302877,212,9.3,4152302865,56,Center,4162302879,178,,4152302869,140,75.9,4152302873,141,48.7,,,,,,,3nwvlft28lt3fiirchylvwtm1,P. Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491221,24,1,1,1,50,8w89tsles26jm12aoelwvlttt,1,80.1,44.1,2023-04-01T14:03:40.091Z,2023-04-04T05:39:14Z,4152304497,141,70.9,4152304499,212,19.1,4152304495,140,74.8,4152304493,56,Center,4162303073,178,,4152304501,213,1.9,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528184065,738,1,1,1,53,8w89tsles26jm12aoelwvlttt,0,75.5,73.2,2023-04-01T14:03:43.071Z,2023-04-04T05:39:21Z,4162303215,178,,4161310999,212,26.1,4161310997,141,47.3,4161310991,155,,4161311001,213,5.5,4161310993,56,Center,4161310995,140,93.8,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491135,18,12,1,1,54,jv3jh5m5t7qy5t37vwwmnj16,1,3.3,54.6,2023-04-01T14:03:44.392Z,2023-04-04T05:39:29Z,4152304015,213,5.3,4152304001,56,Back,4152304011,212,14.0,4152304005,140,10.6,4152304007,141,37.3,4162303451,388,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491161,19,12,1,1,57,jv3jh5m5t7qy5t37vwwmnj16,1,10.6,37.3,2023-04-01T14:03:47.268Z,2023-04-04T05:39:45Z,4152304145,140,10.1,4162303727,388,,4152304223,15,,4152304151,212,9.5,4152304141,56,Back,4152304149,141,51.3,4152304153,213,1.6,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491233,25,44,1,1,59,8w89tsles26jm12aoelwvlttt,1,91.4,46.4,2023-04-01T14:03:48.558Z,2023-04-04T13:57:15Z,4152304577,286,,4152304575,56,Center,4152304855,233,20,,,,,,,,,,,,,,,,am8ws7w5mpzvbnb8bvvztbpwp,J. Leko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526491259,20,44,1,1,59,jv3jh5m5t7qy5t37vwwmnj16,0,8.6,53.6,2023-04-01T14:03:48.559Z,2023-04-04T05:39:49Z,4152304757,233,25,4152304705,56,Back,4152304707,285,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
