id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2493048449,11,1,1,0,28,ez46dadmx0virt38cgeq2n6pf,1,88.8,0,2022-12-24T12:32:43.568Z,2022-12-24T23:01:33Z,3955076723,56,Right,3955076727,141,14.1,3955076731,213,2.5,3955076721,107,,3955076729,212,17.5,3955076725,140,75.8,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048455,12,1,1,0,30,ez46dadmx0virt38cgeq2n6pf,1,81.9,8.5,2022-12-24T12:32:46.010Z,2022-12-24T23:01:32Z,3955076745,141,8.6,3955076747,212,0.2,3955076743,140,82.1,3955076749,213,0.3,3955076741,56,Right,3955380703,178,,,,,,,,a0cvnq9q83z3x0e1p938uu5ed,G. Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048461,13,1,1,0,31,ez46dadmx0virt38cgeq2n6pf,0,85.7,2.8,2022-12-24T12:32:47.005Z,2022-12-24T23:01:32Z,3955076781,233,8,3955076763,140,87.1,3955076767,212,2.7,3955076785,286,,3955076761,56,Right,3955076769,213,1.0,3955076779,236,,3955380809,178,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,3955076765,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048457,8,74,1,0,31,dvnjvad3p09dugr79gktlrtll,1,14.7,95.3,2022-12-24T12:32:47.084Z,2022-12-24T23:01:31Z,3955076789,233,13,3955380845,178,,3955076755,285,,3955076753,56,Back,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048515,10,81,1,0,33,dvnjvad3p09dugr79gktlrtll,0,3.4,98,2022-12-24T12:32:48.817Z,2022-12-24T17:21:01Z,3955077073,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048537,16,81,1,0,33,ez46dadmx0virt38cgeq2n6pf,0,99.8,0.7,2022-12-24T12:32:48.894Z,2022-12-24T17:21:04Z,3955077197,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048467,9,5,1,0,33,dvnjvad3p09dugr79gktlrtll,0,2.6,101.4,2022-12-24T12:32:49.305Z,2022-12-24T17:20:49Z,3955076815,56,Back,3955076817,347,,3955077483,233,14,,,,,,,,,,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048523,14,5,1,0,33,ez46dadmx0virt38cgeq2n6pf,1,97.4,-1.4,2022-12-24T12:32:49.305Z,2022-12-24T17:20:49Z,3955077117,56,Right,3955077497,233,9,3955077119,347,,,,,,,,,,,,,,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048529,15,1,1,0,52,ez46dadmx0virt38cgeq2n6pf,0,95.3,0,2022-12-24T12:33:07.780Z,2022-12-24T23:01:31Z,3955077131,212,25.8,3955077129,141,36.6,3955077125,56,Center,3955077135,1,,3955077123,107,,3955077133,213,1.6,3955077127,140,95.1,,,,4gxhbsq4ocdqnrj3yrro2jf11,R. McGowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048531,11,52,1,0,55,dvnjvad3p09dugr79gktlrtll,1,2.1,58.6,2022-12-24T12:33:10.504Z,2022-12-24T23:01:30Z,3955264263,376,,3955381543,178,,,,,,,,,,,,,,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048539,12,1,1,0,59,dvnjvad3p09dugr79gktlrtll,1,15.8,57.3,2022-12-24T12:33:14.860Z,2022-12-24T23:01:30Z,3955077209,213,5.0,3955077201,56,Back,3955077229,287,,3955077199,123,,3955077205,141,9.8,3955077207,212,33.8,3955381613,178,,3955456207,1,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,3955077203,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048555,13,1,1,1,3,dvnjvad3p09dugr79gktlrtll,1,33.6,6.2,2022-12-24T12:33:19.002Z,2022-12-24T23:01:29Z,3955077265,56,Back,3955077271,212,22.8,3955381665,178,,3955077269,141,36.0,3955077267,140,23.6,3955077273,213,2.0,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048561,14,1,1,1,5,dvnjvad3p09dugr79gktlrtll,1,27.6,28.5,2022-12-24T12:33:21.336Z,2022-12-24T23:01:28Z,3955077291,56,Back,3955077299,213,1.7,3955077295,141,68.4,3955381673,178,,3955077293,140,25.0,3955077297,212,27.3,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048573,15,1,1,1,7,dvnjvad3p09dugr79gktlrtll,1,29.3,59.6,2022-12-24T12:33:22.974Z,2022-12-24T23:01:28Z,3955077345,212,26.9,3955381735,178,,3955077341,140,45.6,3955077339,56,Back,3955077347,213,0.9,3955077343,141,90.2,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048581,16,1,1,1,12,dvnjvad3p09dugr79gktlrtll,1,57.3,89.8,2022-12-24T12:33:27.770Z,2022-12-24T23:01:26Z,3955077399,140,91.6,3955077403,212,36.1,3955077407,1,,3955077401,141,86.6,3955381791,178,,3955077397,56,Left,3955077405,213,6.2,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048583,17,1,1,1,15,dvnjvad3p09dugr79gktlrtll,0,92.3,79.8,2022-12-24T12:33:30.915Z,2022-12-24T23:01:26Z,3955077441,286,,3955077437,233,17,3955077423,213,3.7,3955077435,236,,3955077419,141,75.9,3955264687,224,,3955077411,2,,3955381849,178,,axicg3mdtrur97rjz423pl8t1,A. Mooy,3955077415,56,Center,3955077421,212,5.1,3955077417,140,88.1,3955264689,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048587,17,12,1,1,15,ez46dadmx0virt38cgeq2n6pf,1,6.7,24.1,2022-12-24T12:33:31.096Z,2022-12-24T23:01:25Z,3955077433,56,Back,3955381977,178,,3955077431,185,,3955077443,233,17,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048589,18,6,1,1,16,dvnjvad3p09dugr79gktlrtll,1,94.4,77.4,2022-12-24T12:33:31.913Z,2022-12-24T17:21:49Z,3955077449,73,,3955077447,56,Center,3955077471,233,18,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048591,18,6,1,1,16,ez46dadmx0virt38cgeq2n6pf,0,5.6,22.6,2022-12-24T12:33:31.913Z,2022-12-24T17:21:48Z,3955077475,233,18,3955077451,56,Back,3955077467,73,,,,,,,,,,,,,,,,,tywvq45nw3cobufa7zkhsq8l,L. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048615,19,1,1,1,34,dvnjvad3p09dugr79gktlrtll,0,99.5,99.5,2022-12-24T12:33:50.146Z,2022-12-24T17:21:54Z,3955077607,212,28.0,3955077605,141,58.7,3955264925,20,,3955077601,56,Center,3955077609,213,4.6,3955077593,2,,3955077595,6,,3955077599,223,,axicg3mdtrur97rjz423pl8t1,A. Mooy,3955077603,140,95.7,3955077597,155,,3955382193,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048623,19,12,1,1,36,ez46dadmx0virt38cgeq2n6pf,1,4.6,46,2022-12-24T12:33:51.660Z,2022-12-24T23:01:25Z,3955077651,15,,3955077647,212,27.6,3955077643,140,30.4,3955382273,388,,3955077645,141,38.2,3955077649,213,6.1,3955077641,56,Back,,,,cqbhq4xh00uqxhenp0nc24xjp,N. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048625,20,1,1,1,38,dvnjvad3p09dugr79gktlrtll,0,76.3,59,2022-12-24T12:33:53.762Z,2022-12-24T23:01:24Z,3955382369,388,,3955077661,212,14.4,3955077653,3,,3955077657,140,84.5,3955077659,141,42.1,3955077663,213,5.4,3955077655,56,Center,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048735,20,12,1,1,39,ez46dadmx0virt38cgeq2n6pf,1,19.2,55.4,2022-12-24T12:33:55.355Z,2022-12-24T23:01:24Z,3955382443,178,,3955078295,56,Back,3955078303,213,5.9,3955078299,141,45.7,3955078297,140,34.5,3955078301,212,17.4,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048645,21,1,1,1,43,dvnjvad3p09dugr79gktlrtll,1,61.1,56.8,2022-12-24T12:33:59.081Z,2022-12-24T23:01:23Z,3955077747,212,10.8,3955077743,140,56.3,3955382523,178,,3955077745,141,70.9,3955077749,213,2.1,3955077741,56,Center,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048649,22,1,1,1,48,dvnjvad3p09dugr79gktlrtll,1,68.7,82,2022-12-24T12:34:03.910Z,2022-12-24T23:01:22Z,3955077757,141,95.0,3955077761,213,0.9,3955077753,56,Left,3955077755,140,75.5,3955077759,212,11.4,3955382563,178,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048653,23,1,1,1,50,dvnjvad3p09dugr79gktlrtll,1,71.8,94.4,2022-12-24T12:34:05.785Z,2022-12-24T23:01:21Z,3955077787,213,4.0,3955077783,141,83.2,3955077779,56,Left,3955077785,212,10.2,3955382723,178,,3955077781,140,65.3,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048667,24,1,1,1,52,dvnjvad3p09dugr79gktlrtll,1,62.4,77.6,2022-12-24T12:34:08.413Z,2022-12-24T23:01:20Z,3955077879,212,11.0,3955077875,140,58.0,3955077881,213,4.3,3955382761,178,,3955077873,56,Center,3955077877,141,63.0,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048671,25,1,1,1,54,dvnjvad3p09dugr79gktlrtll,1,56.5,65.5,2022-12-24T12:34:10.299Z,2022-12-24T23:01:19Z,3955077917,212,26.1,3955077913,140,56.7,3955382803,178,,3955077915,141,27.1,3955077911,56,Center,3955077919,213,4.7,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048685,26,1,1,1,58,dvnjvad3p09dugr79gktlrtll,1,54.4,27.7,2022-12-24T12:34:13.869Z,2022-12-24T23:01:18Z,3955382905,178,,3955078003,212,28.6,3955077997,56,Center,3955078001,141,69.7,3955077999,140,52.6,3955078005,213,1.6,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048705,27,1,1,2,3,dvnjvad3p09dugr79gktlrtll,1,66.5,88,2022-12-24T12:34:19.393Z,2022-12-24T23:01:16Z,3955078113,212,15.1,3955078109,140,79.7,3955382959,178,,3955078107,56,Left,3955078111,141,96.8,3955078115,213,0.4,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048707,28,1,1,2,6,dvnjvad3p09dugr79gktlrtll,1,76.3,96.8,2022-12-24T12:34:22.453Z,2022-12-24T23:01:14Z,3955078127,213,5.1,3955078119,56,Center,3955078123,141,77.3,3955078125,212,14.5,3955382995,178,,3955078121,140,81.9,,,,,,,26olsdd9erf8rahc8xfqz01xx,J. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048709,29,1,1,2,7,dvnjvad3p09dugr79gktlrtll,1,77,82.9,2022-12-24T12:34:23.187Z,2022-12-24T23:01:14Z,3955078135,141,83.8,3955383027,178,,3955078139,213,0.2,3955078131,56,Left,3955078137,212,3.9,3955078133,140,80.7,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048721,30,1,1,2,9,dvnjvad3p09dugr79gktlrtll,1,76.7,85.2,2022-12-24T12:34:24.619Z,2022-12-24T23:01:13Z,3955078193,141,76.4,3955078197,213,5.8,3955383123,178,,3955078191,140,86.6,3955078189,56,Center,3955078195,212,12.0,,,,,,,26olsdd9erf8rahc8xfqz01xx,J. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048727,31,1,1,2,11,dvnjvad3p09dugr79gktlrtll,1,84.2,85,2022-12-24T12:34:26.597Z,2022-12-24T23:01:12Z,3955078255,56,Left,3955383143,178,,3955078259,141,93.9,3955078263,213,1.8,3955078257,140,82.6,3955078261,212,6.3,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048729,32,1,1,2,14,dvnjvad3p09dugr79gktlrtll,0,84.5,91.7,2022-12-24T12:34:29.743Z,2022-12-24T23:01:10Z,3955078271,141,82.9,3955078269,140,87.3,3955078275,213,5.2,3955078273,212,6.7,3955383267,178,,3955078267,56,Left,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048739,21,8,1,2,14,ez46dadmx0virt38cgeq2n6pf,1,15,15.1,2022-12-24T12:34:29.969Z,2022-12-24T23:01:10Z,3955266005,385,,3955078317,56,Back,3955383287,178,,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048741,22,6,1,2,16,ez46dadmx0virt38cgeq2n6pf,0,6.1,16.3,2022-12-24T12:34:32.199Z,2022-12-24T17:23:08Z,3955078323,73,,3955078349,233,33,3955078319,56,Back,,,,,,,,,,,,,,,,7xxqn9xu5izixdi9spsjf1t5h,M. Hallberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493048731,33,6,1,2,16,dvnjvad3p09dugr79gktlrtll,1,93.9,83.7,2022-12-24T12:34:32.199Z,2022-12-24T17:23:08Z,3955078279,56,Left,3955078281,73,,3955078341,233,22,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
