id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2511977517,5,49,1,0,13,besu5lkqmra07drq1czpr0tk4,1,29,70.9,2023-02-25T15:00:53.654Z,2023-02-26T07:47:47Z,,,,,,,,,,,,,,,,,,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977563,6,4,1,0,14,besu5lkqmra07drq1czpr0tk4,1,31.2,68.6,2023-02-25T15:00:53.934Z,2023-02-26T07:47:52Z,4054675565,56,Back,4054675561,13,,4054675569,285,,4054675567,152,,4054675601,233,7,4054675563,295,,,,,,,,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977519,7,4,1,0,14,841zp0njrq63yv4fvw6lgf60q,0,68.8,31.4,2023-02-25T15:00:53.935Z,2023-02-26T07:47:51Z,4054675383,152,,4054675377,13,,4054675379,295,,4054675381,56,Center,4054675621,233,6,4054675385,286,,4057949061,178,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978153,7,1,1,0,35,besu5lkqmra07drq1czpr0tk4,0,30.4,75,2023-02-25T15:01:14.837Z,2023-02-26T05:05:46Z,4057949335,178,,4054778439,152,,4054778437,5,,4054678069,196,,4054678067,155,,4054678079,213,5.4,4054678073,140,73.7,4054678077,212,69.3,cgu73urupkapqq9bnl17s8tt5,S. George,4054678075,141,0.0,4054678071,56,Right,4054678081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978159,8,5,1,0,39,besu5lkqmra07drq1czpr0tk4,0,71.7,-1.6,2023-02-25T15:01:19.446Z,2023-02-26T05:05:50Z,4054679083,233,8,4054678121,347,,4054678117,56,Right,,,,,,,,,,,,,,,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978341,8,5,1,0,39,841zp0njrq63yv4fvw6lgf60q,1,28.3,101.6,2023-02-25T15:01:19.446Z,2023-02-26T05:05:50Z,4054679067,233,8,4054679013,56,Back,4054679015,347,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978617,9,1,1,0,50,841zp0njrq63yv4fvw6lgf60q,1,41.3,100,2023-02-25T15:01:30.327Z,2023-02-26T05:05:54Z,4054680341,56,Left,4054680345,141,93.8,4054680347,212,14.0,4054680339,107,,4054680343,140,54.0,4054680349,213,6.0,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978623,10,61,1,0,52,841zp0njrq63yv4fvw6lgf60q,1,52.9,91.8,2023-02-25T15:01:32.167Z,2023-02-26T05:06:08Z,4057949657,15,,4054680379,56,Left,4057949659,388,,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978605,9,49,1,0,53,besu5lkqmra07drq1czpr0tk4,1,39.8,27.6,2023-02-25T15:01:33.424Z,2023-02-26T05:06:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978759,10,1,1,0,54,besu5lkqmra07drq1czpr0tk4,0,40.1,25.8,2023-02-25T15:01:34.447Z,2023-02-26T05:06:19Z,4057950159,178,,4054680919,212,30.3,4054680921,213,6.2,4054680913,56,Center,4056924047,1,,4054680917,141,22.1,4054680915,140,68.9,4056924045,157,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512401657,861,8,1,0,58,841zp0njrq63yv4fvw6lgf60q,1,24.5,87,2023-02-25T15:01:38.052Z,2023-02-26T05:06:32Z,4056926355,385,,4057950443,178,,4056926217,56,Back,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978825,11,43,1,0,58,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-25T15:01:38.401Z,2023-02-25T20:50:25Z,4056925327,144,1,4054681205,56,Back,4054681211,212,3.3,4054681209,141,86.5,4054681207,140,28.8,4054681213,213,6.3,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978835,12,61,1,0,59,841zp0njrq63yv4fvw6lgf60q,1,28.8,86.5,2023-02-25T15:01:38.752Z,2023-02-26T07:51:36Z,4054681239,56,Back,4057950603,178,,,,,,,,,,,,,,,,,,,,e8wxyqahq47qd1sfh2qniqac5,G. Shinnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978877,13,49,1,0,59,841zp0njrq63yv4fvw6lgf60q,1,25.9,87.7,2023-02-25T15:01:39.671Z,2023-02-26T07:51:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978925,14,1,1,0,59,841zp0njrq63yv4fvw6lgf60q,0,27.2,87.1,2023-02-25T15:01:39.718Z,2023-02-26T07:51:27Z,4054681655,236,,4057951703,178,,4054681663,286,,4054681659,233,11,4054681599,56,Back,4054681601,140,33.0,4054681605,212,6.1,4054681607,213,0,bos0z54lr710ov1ppq0rahje2,M. Pollock,4054681603,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512629575,884,43,1,1,0,841zp0njrq63yv4fvw6lgf60q,1,0,0,2023-02-25T15:01:39.761Z,2023-02-26T07:50:28Z,4058175283,233,887,4058175423,144,67,,,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512629573,887,43,1,1,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2023-02-25T15:01:39.762Z,2023-02-26T07:50:29Z,4058175435,144,67,4058175287,233,884,,,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978915,11,74,1,1,0,besu5lkqmra07drq1czpr0tk4,1,62.4,10.4,2023-02-25T15:01:39.788Z,2023-02-26T07:50:02Z,4054681565,285,,4057951967,178,,4054681563,56,Right,4054681773,233,14,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511978969,12,5,1,1,1,besu5lkqmra07drq1czpr0tk4,0,63,-2,2023-02-25T15:01:41.038Z,2023-02-26T05:07:45Z,4054681805,56,Right,4054682075,233,15,4054681807,347,,,,,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979009,15,5,1,1,1,841zp0njrq63yv4fvw6lgf60q,1,37,102,2023-02-25T15:01:41.038Z,2023-02-26T05:07:44Z,4054682029,233,12,4054681987,56,Back,4054681991,347,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979535,16,1,1,1,18,841zp0njrq63yv4fvw6lgf60q,1,44.4,100,2023-02-25T15:01:57.984Z,2023-02-26T05:07:48Z,4054684401,212,18.7,4054684403,213,6.1,4054684399,141,95.7,4054684393,107,,4054684397,140,61.8,4054684395,56,Left,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979555,17,44,1,1,20,841zp0njrq63yv4fvw6lgf60q,1,58.7,93.2,2023-02-25T15:01:59.913Z,2023-02-26T11:09:06Z,4054684533,233,13,4054684479,56,Left,4054684481,286,,,,,,,,,,,,,,,,,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979549,13,44,1,1,20,besu5lkqmra07drq1czpr0tk4,0,41.3,6.8,2023-02-25T15:01:59.914Z,2023-02-26T05:07:54Z,4054684573,233,17,4054684469,285,,4054684467,56,Back,,,,,,,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979605,18,1,1,1,20,841zp0njrq63yv4fvw6lgf60q,1,61.7,95.6,2023-02-25T15:01:59.919Z,2023-02-26T11:09:06Z,4054684769,140,63.6,4054684767,56,Left,4054684765,168,,4054684775,212,2.1,4054684779,213,6.0,4054684763,3,,4057952479,388,,4054684771,141,94.8,8cpd4je0ku8wjumqeh3ruv10p,B. Miovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512630261,895,83,1,1,21,besu5lkqmra07drq1czpr0tk4,1,34.5,6.1,2023-02-25T15:02:01.587Z,2023-02-26T07:53:58Z,4058177807,399,437960,,,,,,,,,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979617,19,61,1,1,21,841zp0njrq63yv4fvw6lgf60q,0,63.6,94.8,2023-02-25T15:02:01.599Z,2023-02-26T05:08:26Z,4054684831,56,Left,4057953229,178,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979627,14,49,1,1,22,besu5lkqmra07drq1czpr0tk4,1,31.1,5.5,2023-02-25T15:02:02.097Z,2023-02-26T05:08:33Z,,,,,,,,,,,,,,,,,,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979717,15,1,1,1,24,besu5lkqmra07drq1czpr0tk4,1,20.8,6.4,2023-02-25T15:02:04.089Z,2023-02-26T05:08:37Z,4054685285,213,2.2,4054685281,141,34.5,4057953519,178,,4054685279,140,7.1,4054685283,212,23.9,4054685277,56,Back,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979835,16,1,1,1,26,besu5lkqmra07drq1czpr0tk4,1,7.7,34.6,2023-02-25T15:02:06.278Z,2023-02-26T05:08:40Z,4054685873,155,,4054685883,213,0.0,4054685877,140,46.4,4054685879,141,34.9,4054685881,212,40.6,4054685885,1,,4054685875,56,Back,4057953615,178,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979867,17,1,1,1,28,besu5lkqmra07drq1czpr0tk4,0,46.4,34.9,2023-02-25T15:02:08.670Z,2023-02-26T05:08:45Z,4057953747,388,,4054686055,56,Center,4054686069,213,6.1,4054686321,168,,4054686059,141,31.9,4054686057,140,59.3,4054686063,212,13.7,4054686053,3,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979897,20,61,1,1,29,841zp0njrq63yv4fvw6lgf60q,1,31.3,70.9,2023-02-25T15:02:09.468Z,2023-02-26T05:08:51Z,4057954015,178,,4054686201,56,Back,,,,,,,,,,,,,,,,,,,bos0z54lr710ov1ppq0rahje2,M. Pollock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511979937,21,49,1,1,31,841zp0njrq63yv4fvw6lgf60q,1,28.9,73,2023-02-25T15:02:11.488Z,2023-02-26T05:08:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980473,22,1,1,1,31,841zp0njrq63yv4fvw6lgf60q,1,30.5,72.1,2023-02-25T15:02:11.493Z,2023-02-26T05:09:01Z,4054688935,56,Back,4054688939,140,10.1,4057954259,178,,4054688945,141,56.9,4054688957,213,3.6,4054688949,212,23.8,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980609,23,1,1,1,46,841zp0njrq63yv4fvw6lgf60q,0,23.9,33,2023-02-25T15:02:26.358Z,2023-02-26T05:09:07Z,4054689595,155,,4054689603,212,45.9,4057954429,178,,4054689607,1,,4054689601,141,15.5,4054689599,140,66.1,4054689597,56,Right,4054689605,213,6.0,ddfwtazsntda1pah2l454py3t,J. Gorter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980587,18,49,1,1,49,besu5lkqmra07drq1czpr0tk4,1,24.2,93,2023-02-25T15:02:29.680Z,2023-02-26T05:09:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980707,19,1,1,1,51,besu5lkqmra07drq1czpr0tk4,1,26.1,93.3,2023-02-25T15:02:30.760Z,2023-02-26T05:09:14Z,4054690063,155,,4054690067,140,39.2,4054690069,141,87.1,4054690065,56,Back,4054690071,212,14.4,4054690073,213,6.0,4057954639,178,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980739,20,1,1,1,52,besu5lkqmra07drq1czpr0tk4,1,39.2,87.1,2023-02-25T15:02:31.789Z,2023-02-26T05:09:19Z,4054690237,213,5.8,4054690233,141,83.5,4054690229,56,Back,4054690231,140,43.8,4054690235,212,5.4,4054690227,3,,4057954829,388,,4056930879,168,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980847,21,1,1,1,54,besu5lkqmra07drq1czpr0tk4,1,43.8,83.5,2023-02-25T15:02:33.872Z,2023-02-26T05:09:30Z,4054690785,56,Back,4054690787,140,49.1,4054690799,213,0.6,4054690791,141,88.7,4057955123,178,,4054690795,212,6.6,,,,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980861,22,50,1,1,55,besu5lkqmra07drq1czpr0tk4,1,53,85.6,2023-02-25T15:02:34.880Z,2023-02-26T05:10:14Z,4054690843,56,Left,4055973479,233,24,4054690845,286,,,,,,,,,,,,,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980879,24,7,1,1,55,841zp0njrq63yv4fvw6lgf60q,1,47,14.4,2023-02-25T15:02:35.130Z,2023-02-26T05:10:17Z,4055973457,233,22,4054690927,56,Back,4054690929,285,,4057956493,178,,4056932053,385,,,,,,,,,,,b9bkrtx5x0g403la5n3h17mxh,A. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980889,25,49,1,1,56,841zp0njrq63yv4fvw6lgf60q,1,45.9,27.1,2023-02-25T15:02:36.580Z,2023-02-26T05:10:47Z,,,,,,,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980963,26,1,1,1,58,841zp0njrq63yv4fvw6lgf60q,0,46.9,31.6,2023-02-25T15:02:37.949Z,2023-02-26T05:10:51Z,4057957305,178,,4054691279,140,67.4,4054691283,212,21.7,4054691277,56,Center,4054691275,155,,4054691285,213,0.1,4054691281,141,35.8,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511980995,23,8,1,1,59,besu5lkqmra07drq1czpr0tk4,1,32.6,52.6,2023-02-25T15:02:38.799Z,2023-02-26T05:10:58Z,4054691521,15,,4056933329,384,,4054691435,56,Back,4057957505,388,,,,,,,,,,,,,,dm0ktjgadvf89t9zsqybufnxl,J. Fitzwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981089,24,49,1,2,1,besu5lkqmra07drq1czpr0tk4,1,43.5,39.1,2023-02-25T15:02:41.080Z,2023-02-26T05:11:05Z,,,,,,,,,,,,,,,,,,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981169,25,1,1,2,1,besu5lkqmra07drq1czpr0tk4,1,43.5,39.1,2023-02-25T15:02:41.099Z,2023-02-26T05:11:09Z,4054692209,141,50.4,4054692213,213,1.9,4054692207,140,40.9,4054692205,56,Back,4054692211,212,8.2,4057957831,178,,,,,,,,elmr3dbzcn0od1mflq6mc02ui,S. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981195,26,1,1,2,2,besu5lkqmra07drq1czpr0tk4,0,40.7,49.7,2023-02-25T15:02:41.828Z,2023-02-26T05:11:12Z,4054692327,141,31.3,4054692323,56,Back,4054692331,213,4.9,4054692329,212,12.7,4057957889,178,,4054692325,140,42.6,,,,,,,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511981183,27,49,1,2,4,841zp0njrq63yv4fvw6lgf60q,1,56.6,67.3,2023-02-25T15:02:43.940Z,2023-02-26T05:11:15Z,,,,,,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
