id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2465719139,487,44,2,68,25,muo4d1nfi1vgyvz5n07tjmoo,1,89.6,43.2,2022-10-01T15:27:12.364Z,2022-10-02T05:11:04Z,3810539467,233,512,3810539381,56,Center,3810539383,286,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465716911,512,44,2,68,25,besu5lkqmra07drq1czpr0tk4,0,10.4,56.8,2022-10-01T15:27:12.365Z,2022-10-01T19:30:05Z,3810539507,233,487,3810526831,56,Back,3810526835,285,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465716965,486,16,2,68,26,muo4d1nfi1vgyvz5n07tjmoo,1,89.4,48.6,2022-10-01T15:27:13.323Z,2022-10-02T08:52:19Z,3810534695,328,,3810538111,55,485,3810538107,154,,3811512015,395,98.6,3810534687,15,,3810527105,17,,3810534713,375,68:25.546,3810538131,231,50.2,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,3810538121,103,17.1,3810538103,29,3811512019,396,50,3810527103,22,3810538129,230,98.5,,3810534703,374,,,3811909429,388,3810527107,56,Center,3810538119,102,53.4,2022-10-01 16:27:12.365,,3810538101,76,,,,,
2465719309,513,1,2,69,36,besu5lkqmra07drq1czpr0tk4,1,50.1,50,2022-10-01T15:28:23.159Z,2022-10-01T19:31:14Z,3811912629,178,,3810540099,140,34.5,3810541383,189,,3810540101,141,54.2,3810540105,213,3.0,3810540107,279,G,3810540103,212,16.6,3810540097,56,Back,48hhfwdy6qw1cjd1el8n9t591,J. Nouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719381,514,1,2,69,37,besu5lkqmra07drq1czpr0tk4,0,35.3,54.6,2022-10-01T15:28:24.264Z,2022-10-01T19:31:26Z,3810540439,141,38.0,3810540435,56,Center,3810540443,213,6.0,3811913223,178,,3810540445,1,,3810540441,212,38.2,3810540433,155,,3810540437,140,70.1,ddnwckj55fg870otjg9w9xyad,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719399,488,44,2,69,39,muo4d1nfi1vgyvz5n07tjmoo,1,31.1,64.9,2022-10-01T15:28:26.679Z,2022-10-02T05:11:05Z,3810540731,233,515,3810540511,285,,3810540509,56,Back,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719391,515,44,2,69,39,besu5lkqmra07drq1czpr0tk4,0,68.9,35.1,2022-10-01T15:28:26.680Z,2022-10-01T19:31:39Z,3810540487,56,Center,3810540491,286,,3810540609,233,488,,,,,,,,,,,,,,,,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465899319,647,1,2,69,39,muo4d1nfi1vgyvz5n07tjmoo,1,34.7,62.5,2022-10-01T15:28:26.793Z,2022-10-02T05:11:06Z,3811517239,3,,3811517243,140,11.1,3811517241,56,Back,3811915547,388,,3811517249,213,3.2,3811517247,212,24.9,3811517245,141,58.8,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719405,516,43,2,69,42,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:28:28.897Z,2022-10-01T18:05:56Z,3810540555,56,Center,3810540565,212,16.7,3810540549,168,0,3810540563,141,37.6,3810540547,3,0,3811515421,144,1,3810540559,140,86.1,3810540569,213,6.3,djyjh9vs99rm6pfm2ofhwfd91,K. Guthrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719475,489,43,2,69,44,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:28:31.623Z,2022-10-01T15:28:35Z,3810541543,144,49,,,,,,,,,,,,,,,,,,,,,,9n6jx9s4eip7mgken67i9oyc5,D. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719577,490,52,2,69,45,muo4d1nfi1vgyvz5n07tjmoo,1,9.6,63.4,2022-10-01T15:28:31.857Z,2022-10-01T19:32:05Z,3811916361,178,,3811517293,376,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465719985,491,80,2,69,56,muo4d1nfi1vgyvz5n07tjmoo,0,4.9,43.4,2022-10-01T15:28:43.748Z,2022-10-01T19:32:14Z,3811916889,178,,,,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720085,492,1,2,69,58,muo4d1nfi1vgyvz5n07tjmoo,0,9.7,38,2022-10-01T15:28:45.674Z,2022-10-01T19:32:29Z,3810544299,213,0.1,3810544301,1,,3811918045,178,,3810544295,141,43.0,3810544291,56,Center,3810544289,198,,3810544297,212,58.4,3810544293,140,65.2,b3rry494s23b8elnqn3b5s5x,T. Carson,3810544203,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720189,517,1,2,70,2,besu5lkqmra07drq1czpr0tk4,0,29.4,48.8,2022-10-01T15:28:49.392Z,2022-10-01T19:32:36Z,3810544821,140,52.6,3810544825,212,25.0,3810544823,141,40.7,3810544827,213,6.1,3810544817,3,,3811918569,178,,3810544819,56,Center,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720125,493,43,2,70,3,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:28:50.438Z,2022-10-01T15:28:53Z,3810544499,56,Center,3810544797,144,44,3810544501,286,0,,,,,,,,,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720235,494,1,2,70,6,muo4d1nfi1vgyvz5n07tjmoo,0,51.6,60.2,2022-10-01T15:28:52.910Z,2022-10-01T19:33:19Z,3811518985,213,0.2,3811920929,178,,3811518983,212,0.7,3811518979,140,52.3,3811518981,141,60.4,3811519411,236,,3810545103,56,Center,3811519413,286,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,3811663811,233,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720269,518,74,2,70,6,besu5lkqmra07drq1czpr0tk4,1,48.4,39.6,2022-10-01T15:28:53.131Z,2022-10-01T19:33:25Z,3811663835,233,494,3811921629,178,,3810545291,285,,3810545289,56,Back,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720285,495,1,2,70,8,muo4d1nfi1vgyvz5n07tjmoo,0,52.3,68.2,2022-10-01T15:28:55.369Z,2022-10-01T19:33:33Z,3810545411,212,1.4,3810545405,56,Center,3811922211,178,,3810545407,140,53.4,3810545413,213,0.6,3810545771,236,,3810545409,141,69.4,3810545781,286,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,3810545775,233,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720317,519,74,2,70,8,besu5lkqmra07drq1czpr0tk4,1,48.9,31.8,2022-10-01T15:28:55.429Z,2022-10-01T19:33:42Z,3810545643,285,,3811922927,178,,3810545639,56,Back,3810545793,233,495,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465720523,496,52,2,70,15,muo4d1nfi1vgyvz5n07tjmoo,1,13.2,60.2,2022-10-01T15:29:02.150Z,2022-10-01T19:34:00Z,3811521049,376,,3811924415,178,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721017,497,1,2,70,26,muo4d1nfi1vgyvz5n07tjmoo,0,16.3,35.8,2022-10-01T15:29:13.039Z,2022-10-01T19:34:09Z,3810549377,141,31.2,3810549373,56,Center,3810549371,199,,3810549375,140,61.0,3810549379,212,47.0,3810549381,213,6.2,3810549383,1,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721065,520,49,2,70,29,besu5lkqmra07drq1czpr0tk4,1,46.7,72.7,2022-10-01T15:29:16.470Z,2022-10-01T19:34:20Z,,,,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721155,521,1,2,70,29,besu5lkqmra07drq1czpr0tk4,0,46.7,72.7,2022-10-01T15:29:16.521Z,2022-10-01T19:34:27Z,3810550119,212,36.7,3811926381,178,,3810550123,1,,3810550113,56,Center,3810550117,141,56.6,3810550115,140,80.1,3810550121,213,6.0,3810550111,155,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721223,498,49,2,70,33,muo4d1nfi1vgyvz5n07tjmoo,1,25.5,37.4,2022-10-01T15:29:20.329Z,2022-10-01T19:34:38Z,,,,,,,,,,,,,,,,,,,,,,,,,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721443,499,1,2,70,33,muo4d1nfi1vgyvz5n07tjmoo,0,25.5,37.4,2022-10-01T15:29:20.459Z,2022-10-01T19:34:43Z,3810551721,56,Left,3810551739,213,0.7,3810551727,140,73.5,3811927575,178,,3810551717,157,,3810551741,1,,3810551733,141,98.1,3810551735,212,65.1,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721463,522,49,2,70,40,besu5lkqmra07drq1czpr0tk4,1,21.9,5,2022-10-01T15:29:27.750Z,2022-10-01T19:38:47Z,,,,,,,,,,,,,,,,,,,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721503,523,1,2,70,41,besu5lkqmra07drq1czpr0tk4,1,21.8,5,2022-10-01T15:29:28.230Z,2022-10-01T19:38:52Z,3810552069,213,2.4,3811945027,178,,3810552061,56,Back,3810552065,141,13.5,3810552063,140,16.0,3810552067,212,8.4,,,,,,,8gh8ocvon1ht6yxxdxaisfa39,D. Bahamboula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721573,524,1,2,70,43,besu5lkqmra07drq1czpr0tk4,1,16,13.5,2022-10-01T15:29:29.861Z,2022-10-01T19:39:04Z,3810552463,212,18.8,3810552461,141,38.8,3810552455,56,Back,3810552465,213,2.0,3810552459,140,8.8,3811945907,178,,,,,,,,z1apq9hkjp8l8jhpegacpwid,N. Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721695,525,1,2,70,44,besu5lkqmra07drq1czpr0tk4,0,6.2,36.6,2022-10-01T15:29:31.631Z,2022-10-01T19:39:27Z,3810553075,56,Right,3810553077,140,50.3,3810553073,157,,3810553083,213,5.9,3811946481,178,,3810553081,212,50.7,3810553079,141,6.4,3810553085,1,,cgu73urupkapqq9bnl17s8tt5,S. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721749,500,1,2,70,47,muo4d1nfi1vgyvz5n07tjmoo,0,55.1,86.5,2022-10-01T15:29:34.713Z,2022-10-01T19:39:19Z,3810553381,140,68.0,3810553379,56,Left,3810553385,212,13.5,3811947065,388,,3810553383,141,86.2,3810553387,213,6.3,3810553377,3,,,,,ewlrnu90xe2127a1erxlz29qt,C. Dunne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466262979,1200,67,2,70,48,besu5lkqmra07drq1czpr0tk4,1,31.1,12.3,2022-10-01T15:29:35.716Z,2022-10-02T08:20:46Z,3813497027,233,905,,,,,,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466262971,905,67,2,70,48,muo4d1nfi1vgyvz5n07tjmoo,0,68.9,87.7,2022-10-01T15:29:35.717Z,2022-10-02T06:43:32Z,3813497045,233,1200,,,,,,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721767,526,8,2,70,49,besu5lkqmra07drq1czpr0tk4,1,44.5,7.3,2022-10-01T15:29:35.838Z,2022-10-02T08:20:46Z,3810553471,56,Back,3811948195,178,,3811523619,385,,,,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263017,906,43,2,70,50,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:29:37.386Z,2022-10-02T06:43:40Z,3813497151,178,0,3813497193,144,82,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263087,907,43,2,70,50,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:29:37.510Z,2022-10-02T08:47:19Z,3813497391,178,0,3813604785,144,82,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263501,910,67,2,70,51,muo4d1nfi1vgyvz5n07tjmoo,1,66.4,84.3,2022-10-01T15:29:38.093Z,2022-10-02T08:20:46Z,3813498949,233,1202,,,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263495,1202,67,2,70,51,besu5lkqmra07drq1czpr0tk4,0,33.6,15.7,2022-10-01T15:29:38.094Z,2022-10-02T06:45:09Z,3813498959,233,910,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721785,501,49,2,70,51,muo4d1nfi1vgyvz5n07tjmoo,1,66.5,83,2022-10-01T15:29:38.159Z,2022-10-01T19:39:49Z,,,,,,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263149,1201,83,2,70,51,besu5lkqmra07drq1czpr0tk4,1,36.5,14.7,2022-10-01T15:29:38.164Z,2022-10-02T06:44:03Z,3813497615,399,129021,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465721857,502,1,2,70,51,muo4d1nfi1vgyvz5n07tjmoo,1,66.5,83,2022-10-01T15:29:38.170Z,2022-10-01T19:39:56Z,3810553935,141,79.9,3810553931,56,Left,3811949889,178,,3810553933,140,71.2,3810553937,212,5.4,3810553939,213,5.9,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722095,503,1,2,70,52,muo4d1nfi1vgyvz5n07tjmoo,1,71.2,79.9,2022-10-01T15:29:39.450Z,2022-10-01T19:40:04Z,3810555411,56,Center,3811950475,178,,3810555415,141,70.6,3810555413,140,67.5,3810555417,212,7.4,3810555419,213,4.2,,,,,,,4g4zufvyime7qp4ks4badls0k,A. Greive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722129,504,61,2,70,54,muo4d1nfi1vgyvz5n07tjmoo,0,66.4,70.1,2022-10-01T15:29:41.202Z,2022-10-01T19:40:34Z,3810555587,56,Center,3811952535,178,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466264003,1203,67,2,70,55,besu5lkqmra07drq1czpr0tk4,1,41.4,31.2,2022-10-01T15:29:41.991Z,2022-10-02T08:20:47Z,3813500799,233,911,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466263999,911,67,2,70,55,muo4d1nfi1vgyvz5n07tjmoo,0,58.6,68.8,2022-10-01T15:29:41.992Z,2022-10-02T06:46:37Z,3813500807,233,1203,,,,,,,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466264079,1204,43,2,70,55,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:29:42.079Z,2022-10-02T06:46:53Z,3813501061,178,0,3813501121,144,82,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465901861,733,3,2,70,55,besu5lkqmra07drq1czpr0tk4,0,39.2,32.6,2022-10-01T15:29:42.470Z,2022-10-01T19:40:50Z,3811531589,467,6lwrvaxo8k9t72aibrsf6cdex,3811531577,56,Back,3811953757,178,,3811531585,465,,3811531581,286,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722185,529,49,2,70,55,besu5lkqmra07drq1czpr0tk4,1,39.3,35.1,2022-10-01T15:29:42.520Z,2022-10-02T06:52:56Z,,,,,,,,,,,,,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722271,530,4,2,70,57,besu5lkqmra07drq1czpr0tk4,1,39.9,48.2,2022-10-01T15:29:43.988Z,2022-10-01T19:41:40Z,3810563597,295,,3810556297,13,,3810556327,233,506,3810556305,286,,3810556301,152,,3810556299,56,Back,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722219,506,4,2,70,57,muo4d1nfi1vgyvz5n07tjmoo,0,60.1,51.8,2022-10-01T15:29:43.989Z,2022-10-01T19:41:39Z,3810556047,152,,3810556043,56,Center,3810561811,295,,3811957545,178,,3810556051,285,,3810556377,233,530,3810556039,13,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722057,527,43,2,70,59,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:29:46.096Z,2022-10-01T15:30:25Z,3810555713,233,504,3810555133,56,Back,3810561441,144,45,3810555135,285,0,,,,,,,,,,,,,960mhrs3usnisl5jv0xzok3x1,S. Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722137,505,43,2,71,0,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:29:47.208Z,2022-10-01T15:30:10Z,3810555623,56,Center,3810555625,286,0,3810558993,144,50,,,,,,,,,,,,,,,,3g3cjokfq1lnmycnv4t2gjaol,M. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722169,528,43,2,71,0,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:29:47.209Z,2022-10-01T15:30:08Z,3810558715,144,7,3810555765,285,0,3810555763,56,Back,3810555881,233,505,,,,,,,,,,,,,cwdqe0rv5dcshhfhke86j9z2t,J. Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465722237,507,17,2,71,4,muo4d1nfi1vgyvz5n07tjmoo,1,0,0,2022-10-01T15:29:51.259Z,2022-10-01T19:42:07Z,3810556121,31,,3810556125,13,243,3810561303,393,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723101,531,18,2,71,32,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:30:19.311Z,2022-10-01T19:42:20Z,3810561179,55,532,3810561009,42,,3810561011,44,Defender,3810561013,59,29,,,,,,,,,,,,,1swg0twoet2to70z38wo78b1l,J. Penrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723111,532,19,2,71,32,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:30:19.312Z,2022-10-01T19:42:21Z,3810561065,293,1,3810561055,42,,3810561061,59,9,3810561067,44,Midfielder,3810561063,292,7,3810561069,55,531,3810561059,145,3,,,,b0fuw7r17cq41awaoydw9bjl5,B. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723355,533,18,2,71,43,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:30:30.313Z,2022-10-01T19:42:27Z,3810562687,55,534,3810562421,44,Midfielder,3810562423,59,33,3810562419,42,,,,,,,,,,,,,,73grc910ff9auyze63pgtoet,S. Oméonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723379,534,19,2,71,43,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:30:30.314Z,2022-10-01T19:42:28Z,3810562549,44,Midfielder,3810562551,55,533,3810562543,59,17,3810562547,293,5,3810562545,292,6,3810562541,145,7,3810562537,42,,,,,1mbcl4xzln2fyj0o3aapdhdrd,S. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723917,535,1,2,71,56,besu5lkqmra07drq1czpr0tk4,1,41.5,43.6,2022-10-01T15:30:43.111Z,2022-10-01T19:42:33Z,3810565553,56,Center,3810565577,1,,3810565561,140,79.9,3810565575,213,6.0,3810565541,152,,3810565529,155,,3810565567,141,28.3,3810565571,212,41.6,ddnwckj55fg870otjg9w9xyad,S. Kelly,3810565519,5,,3811961695,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723981,536,1,2,71,59,besu5lkqmra07drq1czpr0tk4,0,79.9,28.3,2022-10-01T15:30:45.938Z,2022-10-01T19:42:44Z,3811962499,388,,3810565959,212,23.0,3810565955,140,100.0,3810565951,3,,3810565961,213,0.1,3810565953,56,Center,3810565957,141,33.3,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723989,508,5,2,72,1,muo4d1nfi1vgyvz5n07tjmoo,1,-1.3,71.8,2022-10-01T15:30:48.444Z,2022-10-01T19:42:51Z,3810566157,233,537,3810565979,56,Back,3810565981,346,,,,,,,,,,,,,,,,,6lwrvaxo8k9t72aibrsf6cdex,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465723993,537,5,2,72,1,besu5lkqmra07drq1czpr0tk4,0,101.3,28.2,2022-10-01T15:30:48.444Z,2022-10-01T19:42:51Z,3810565999,346,,3810565997,56,Center,3810566189,233,508,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725177,509,1,2,72,27,muo4d1nfi1vgyvz5n07tjmoo,0,5.1,56.1,2022-10-01T15:31:14.516Z,2022-10-01T19:42:58Z,3810572243,141,68.4,3810572247,213,0.1,3810572241,140,68.9,3810572237,124,,3810572245,212,67.5,3810572249,1,,3810572255,74,,3810572239,56,Center,b3rry494s23b8elnqn3b5s5x,T. Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725083,538,40,2,72,29,besu5lkqmra07drq1czpr0tk4,1,0,0,2022-10-01T15:31:16.583Z,2022-10-02T08:20:57Z,3810571755,30,"cgu73urupkapqq9bnl17s8tt5, 8gh8ocvon1ht6yxxdxaisfa39, 48hhfwdy6qw1cjd1el8n9t591, ddnwckj55fg870otjg9w9xyad, 9ykuo0c905u48vd44wxgb6jth, z1apq9hkjp8l8jhpegacpwid, 1mbcl4xzln2fyj0o3aapdhdrd, 960mhrs3usnisl5jv0xzok3x1, djyjh9vs99rm6pfm2ofhwfd91, b0fuw7r17cq41awaoydw9bjl5, cwdqe0rv5dcshhfhke86j9z2t, 7hzc2m8h1ufacyazzxp1ove1h, f104wb7oezb00w1lmyebcow6h, 9mgoxb4nlse8gjbmcs0nh0dex, 91z7xt6xuwgzt0jyg5owh6yfp, 8d9kq8ab5olsc1w1swicqemay, 6xxz0du2vvp6farrdvs02e8k5, ejo44v1xeqrf9wsc1q3td4ul1",3810571765,194,z1apq9hkjp8l8jhpegacpwid,3810571761,130,19,3810571763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3810571757,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3810571759,59,"1, 7, 19, 24, 6, 2, 17, 8, 28, 9, 18, 3, 12, 15, 22, 25, 31, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725215,539,44,2,72,31,besu5lkqmra07drq1czpr0tk4,1,33.2,33.9,2022-10-01T15:31:18.306Z,2022-10-02T05:11:06Z,3810572499,285,,3810572627,233,510,3810572497,56,Back,,,,,,,,,,,,,,,,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465725199,510,44,2,72,31,muo4d1nfi1vgyvz5n07tjmoo,0,66.8,66.1,2022-10-01T15:31:18.307Z,2022-10-01T19:43:06Z,3810572391,56,Center,3810572393,286,,3810572971,233,539,,,,,,,,,,,,,,,,3n02ng7medocg9rmg70pw2j1l,J. Ayunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
