id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,assist,qualifier/20/id,qualifier/20/qualifierId
2533629793,5,1,1,0,7,4qdzzur2cuuridyb0jso8mksi,0,12,13.1,2023-04-15T14:02:02.662Z,2023-04-16T01:48:55Z,4190276725,141,35.8,4190276731,1,,4190276729,213,1.0,4190276715,157,,4190276719,56,Back,4190276727,212,17.9,4193547547,178,,4190276723,140,20.6,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629807,7,44,1,0,11,759fhii7hsnldanli06j5jmf6,1,74.2,61.8,2023-04-15T14:02:06.230Z,2023-04-16T09:25:29Z,4190276781,56,Center,4190277011,233,6,4190276783,286,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629817,6,44,1,0,11,4qdzzur2cuuridyb0jso8mksi,0,25.8,38.2,2023-04-15T14:02:06.231Z,2023-04-16T01:49:06Z,4190277063,233,7,4190276819,285,,4190276817,56,Back,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629823,8,61,1,0,11,759fhii7hsnldanli06j5jmf6,1,69.1,59.7,2023-04-15T14:02:06.280Z,2023-04-16T09:25:29Z,4193548861,388,,4190276851,56,Center,4193548451,21,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629879,7,61,1,0,11,4qdzzur2cuuridyb0jso8mksi,1,22.3,45.8,2023-04-15T14:02:06.412Z,2023-04-16T01:49:38Z,4193549709,388,,4193549707,15,,4190277121,56,Back,,,,,,,,,,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629913,8,43,1,0,15,4qdzzur2cuuridyb0jso8mksi,1,0,0,2023-04-15T14:02:10.172Z,2023-04-15T14:02:24Z,4190279593,144,49,,,,,,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630037,9,1,1,0,16,4qdzzur2cuuridyb0jso8mksi,0,20.9,90.8,2023-04-15T14:02:11.058Z,2023-04-16T01:49:45Z,4190277805,155,,4190277819,1,,4190277811,141,82.1,4190277809,140,56.4,4190277815,213,6.1,4190277813,212,37.7,4193550257,178,,4190277807,56,Left,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630059,9,1,1,0,18,759fhii7hsnldanli06j5jmf6,0,43.2,15.8,2023-04-15T14:02:12.981Z,2023-04-16T01:49:52Z,4190277921,141,11.9,4190277925,213,6.1,4190277919,140,61.2,4193550681,178,,4190277923,212,19.1,4190277917,56,Right,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630195,10,3,1,0,21,4qdzzur2cuuridyb0jso8mksi,0,57,92.8,2023-04-15T14:02:16.383Z,2023-04-16T01:50:00Z,4190278543,286,,4190278885,233,10,4191703873,464,,4193551101,178,,4190278541,56,Left,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630229,10,7,1,0,21,759fhii7hsnldanli06j5jmf6,1,43,7.2,2023-04-15T14:02:16.571Z,2023-04-16T01:50:05Z,4193551305,178,,4190278713,167,,4190278817,233,10,4190278723,285,,4191704021,385,,4190278719,56,Back,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630701,11,5,1,0,22,4qdzzur2cuuridyb0jso8mksi,1,60.4,101.7,2023-04-15T14:02:17.120Z,2023-04-16T01:50:12Z,4190281117,347,,4190281115,56,Left,4190281141,233,11,,,,,,,,,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630235,11,5,1,0,22,759fhii7hsnldanli06j5jmf6,0,39.6,-1.7,2023-04-15T14:02:17.120Z,2023-04-16T01:50:12Z,4190278755,347,,4190278751,56,Back,4190281223,233,11,,,,,,,,,,,,,,,,blmo7wrka5yrcckuu9owlwx5h,P. McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630743,12,1,1,0,38,4qdzzur2cuuridyb0jso8mksi,1,58.8,100,2023-04-15T14:02:32.749Z,2023-04-16T01:50:18Z,4190281377,107,,4190281389,213,4.9,4190281381,56,Left,4190281385,141,81.2,4190281387,212,14.2,4190281383,140,61.4,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630783,13,1,1,0,39,4qdzzur2cuuridyb0jso8mksi,1,61.6,81.4,2023-04-15T14:02:33.973Z,2023-04-16T01:50:25Z,4190281563,141,94.7,4190281567,213,2.0,4193552609,178,,4190281559,56,Left,4190281565,212,9.8,4190281561,140,58.1,,,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630891,14,1,1,0,41,4qdzzur2cuuridyb0jso8mksi,0,57.9,94.8,2023-04-15T14:02:35.923Z,2023-04-16T01:50:56Z,4190282023,212,6.0,4190282027,213,0.1,4190282013,140,63.6,4190282019,141,96.0,4190282009,56,Left,4193553129,178,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533901347,738,61,1,0,41,759fhii7hsnldanli06j5jmf6,1,46.2,3.2,2023-04-15T14:02:36.094Z,2023-04-16T01:51:01Z,4191708123,56,Back,4193554787,178,,,,,,,,,,,,,,,,,,,,kmyde3h3kx3tyx5b4m2oglt6,D. Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630857,12,12,1,0,41,759fhii7hsnldanli06j5jmf6,1,40.3,5.8,2023-04-15T14:02:36.592Z,2023-04-16T01:51:07Z,4193555183,178,,4191710091,213,5.5,4191710089,212,6.5,4191710085,140,44.9,4190281879,56,Back,4191710083,167,,4191710087,141,0.0,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630913,13,5,1,0,43,759fhii7hsnldanli06j5jmf6,0,40.9,-2,2023-04-15T14:02:37.829Z,2023-04-16T01:51:14Z,4190282113,56,Back,4190285051,233,15,4190282115,347,,,,,,,,,,,,,,,,,a7p8w57m9ehh3wryxgd1oldzo,M. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631471,15,5,1,0,43,4qdzzur2cuuridyb0jso8mksi,1,59.1,102,2023-04-15T14:02:37.829Z,2023-04-16T01:51:14Z,4190285021,233,13,4190284959,347,,4190284951,56,Left,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631567,16,1,1,0,59,4qdzzur2cuuridyb0jso8mksi,1,55.6,100,2023-04-15T14:02:53.907Z,2023-04-16T01:51:24Z,4190285447,1,,4190285435,107,,4190285443,212,21.8,4190285439,140,74.4,4190285445,213,5.8,4190285441,141,88.4,4190285437,56,Left,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631689,17,1,1,1,0,4qdzzur2cuuridyb0jso8mksi,1,73,88.1,2023-04-15T14:02:55.584Z,2023-04-16T01:51:32Z,4190286023,140,79.8,4190286017,3,,4190286027,212,7.8,4193556303,388,,4190286019,168,,4190286021,56,Left,4190286025,141,83.6,4190286029,213,5.9,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631723,18,1,1,1,2,4qdzzur2cuuridyb0jso8mksi,0,77.5,79.4,2023-04-15T14:02:57.034Z,2023-04-16T01:51:40Z,4190286209,213,4.4,4190286205,141,64.5,4190286201,56,Center,4190286203,140,74.1,4190286207,212,10.7,4193556719,178,,,,,,,,319dgvwkm8di2r8oovefbxck5,A. Behich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534367373,750,67,1,1,4,759fhii7hsnldanli06j5jmf6,1,24.8,44.5,2023-04-15T14:02:59.240Z,2023-04-16T09:25:29Z,4194242611,233,826,,,,,,,,,,,,,,,,,,,,,,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534367369,826,67,1,1,4,4qdzzur2cuuridyb0jso8mksi,0,75.2,55.5,2023-04-15T14:02:59.241Z,2023-04-16T08:54:33Z,4194242663,233,750,,,,,,,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631795,14,1,1,1,4,759fhii7hsnldanli06j5jmf6,0,24.4,40,2023-04-15T14:02:59.274Z,2023-04-16T09:25:30Z,4190289755,1,,4190289749,141,41.2,4190286549,56,Back,4190289751,212,4.1,4193557337,178,,4190289745,157,,4190289747,140,28.2,4190289753,213,0.2,6axbj3uylrbf0l29vj3vdmd3p,B. Spittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631839,19,61,1,1,4,4qdzzur2cuuridyb0jso8mksi,1,74.1,64.9,2023-04-15T14:02:59.315Z,2023-04-16T01:52:08Z,4193558133,389,,4190286753,56,Center,,,,,,,,,,,,,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631951,20,1,1,1,6,4qdzzur2cuuridyb0jso8mksi,1,60.5,63.9,2023-04-15T14:03:01.234Z,2023-04-16T01:52:13Z,4190287277,212,16.8,4190287281,213,4.4,4190287273,140,56.1,4190287269,56,Center,4190287265,3,,4190287275,141,40.1,4193558597,388,,,,,1cfh2cg8i2f4cqd7fraos96fp,J. McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632027,21,1,1,1,9,4qdzzur2cuuridyb0jso8mksi,1,53.7,34.9,2023-04-15T14:03:04.213Z,2023-04-16T01:52:22Z,4193558975,178,,4190297875,3,,4190287649,140,39.8,4190287655,212,14.7,4190287653,141,37.3,4190287647,56,Back,4190287657,213,3.0,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632117,22,1,1,1,12,4qdzzur2cuuridyb0jso8mksi,1,35.7,36.6,2023-04-15T14:03:07.644Z,2023-04-16T01:52:29Z,4190288117,56,Back,4190288125,212,23.7,4190288121,141,49.4,4190288129,213,2.8,4193559315,178,,4190288119,140,14.7,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632283,23,1,1,1,16,4qdzzur2cuuridyb0jso8mksi,1,13,48.2,2023-04-15T14:03:11.144Z,2023-04-16T01:52:34Z,4190289001,140,58.7,4190289005,212,49.5,4193559595,178,,4190289009,1,,4190288993,157,,4190288999,56,Center,4190289003,141,66.0,4190289007,213,0.2,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632377,24,1,1,1,21,4qdzzur2cuuridyb0jso8mksi,1,58.1,67.8,2023-04-15T14:03:16.094Z,2023-04-16T01:52:43Z,4193560117,178,,4190289475,213,3.8,4190289465,56,Center,4190289471,141,60.0,4190289469,140,51.5,4190289473,212,8.7,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632619,25,1,1,1,23,4qdzzur2cuuridyb0jso8mksi,1,50.5,50.6,2023-04-15T14:03:18.403Z,2023-04-16T01:52:50Z,4190290697,141,21.9,4190290693,56,Center,4190290695,140,50.7,4190290699,212,19.5,4193560443,178,,4190290701,213,4.7,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632671,26,1,1,1,28,4qdzzur2cuuridyb0jso8mksi,0,62.9,17.7,2023-04-15T14:03:23.634Z,2023-04-16T01:52:57Z,4193560647,178,,4190290947,56,Right,4190290965,213,6.1,4190290961,212,18.7,4190290951,140,80.5,4190290955,141,13.4,4190290945,155,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632767,15,1,1,1,30,759fhii7hsnldanli06j5jmf6,1,19,83.9,2023-04-15T14:03:24.854Z,2023-04-16T01:53:09Z,4190291461,212,9.5,4190291449,56,Back,4190291453,140,25.1,4190291443,3,,4190291463,213,5.5,4193561339,178,,4190291457,141,73.6,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632779,16,49,1,1,31,759fhii7hsnldanli06j5jmf6,1,27.1,74.1,2023-04-15T14:03:25.983Z,2023-04-16T01:53:16Z,,,,,,,,,,,,,,,,,,,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632807,17,1,1,1,31,759fhii7hsnldanli06j5jmf6,1,28.1,81.7,2023-04-15T14:03:26.025Z,2023-04-16T01:53:21Z,4190291691,213,2.4,4190291689,212,11.4,4190291685,140,19.9,4193561851,178,,4190291683,56,Back,4190291687,141,92.6,,,,,,,e4qmdsl4c7q79p01pggtwfpw5,D. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534559983,1450,83,1,1,33,4qdzzur2cuuridyb0jso8mksi,1,84.9,6.6,2023-04-15T14:03:28.389Z,2023-04-16T13:18:18Z,4195215309,399,440123,,,,,,,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632821,18,1,1,1,33,759fhii7hsnldanli06j5jmf6,0,20.6,93.5,2023-04-15T14:03:28.410Z,2023-04-16T01:53:30Z,4190291741,56,Back,4193562375,178,,4190291745,141,66.9,4190291749,213,5.6,4190291743,140,43.4,4190291747,212,30.0,,,,,,,e7dz8u1uz579dl68v1p40fq7e,J. Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632829,27,49,1,1,35,4qdzzur2cuuridyb0jso8mksi,1,58.1,29.7,2023-04-15T14:03:30.305Z,2023-04-16T01:53:38Z,,,,,,,,,,,,,,,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633057,28,1,1,1,37,4qdzzur2cuuridyb0jso8mksi,1,57.8,38.5,2023-04-15T14:03:32.273Z,2023-04-16T01:53:44Z,4190292989,212,27.2,4190292985,140,56.4,4190292991,213,1.6,4190292987,141,78.4,4193563149,178,,4190292983,56,Center,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633101,29,1,1,1,41,4qdzzur2cuuridyb0jso8mksi,1,57.8,78.7,2023-04-15T14:03:36.455Z,2023-04-16T01:53:50Z,4193563363,178,,4190293193,212,15.9,4190293187,56,Back,4190293191,141,68.1,4190293195,213,3.6,4190293189,140,44.3,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633215,30,1,1,1,44,4qdzzur2cuuridyb0jso8mksi,1,41.9,64,2023-04-15T14:03:39.163Z,2023-04-16T01:53:55Z,4190293715,141,30.9,4190293711,56,Back,4190293719,213,4.8,4193563655,178,,4190293717,212,22.5,4190293713,140,42.9,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633293,31,1,1,1,47,4qdzzur2cuuridyb0jso8mksi,1,43.2,26.7,2023-04-15T14:03:42.331Z,2023-04-16T01:54:06Z,4190294135,56,Right,4190294143,213,5.5,4190294139,141,7.4,4190294141,212,18.2,4193563955,178,,4190294137,140,55.2,,,,,,,3wgjzispcz53as7jxh8lh0y96,L. Ayina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633369,32,1,1,1,49,4qdzzur2cuuridyb0jso8mksi,1,55.7,7.4,2023-04-15T14:03:44.564Z,2023-04-16T01:54:13Z,4193564411,178,,4190294511,141,3.1,4190294515,213,6.0,4190294509,140,64.1,4190294513,212,9.3,4190294507,56,Right,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533633441,33,1,1,1,52,4qdzzur2cuuridyb0jso8mksi,1,61.7,4.3,2023-04-15T14:03:46.734Z,2023-04-16T01:54:19Z,4190294863,212,5.0,4190294857,140,61.2,4190294853,56,Right,4193564775,178,,4190294865,213,1.7,4190294861,141,11.6,,,,,,,7qd78ivuyspmb0fno5vdetat,I. Niskanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
