id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2530152307,4,7,1,0,7,dvnjvad3p09dugr79gktlrtll,0,61.8,85.1,2023-04-08T11:31:04.902Z,2023-04-08T21:29:22Z,4171815313,56,Left,4171815705,233,7,4173412257,389,,4171815315,285,,4172535151,384,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152291,8,1,1,0,9,cnnku8uihko7u4th0fms4pvg6,1,41.8,5.5,2023-04-08T11:31:06.935Z,2023-04-08T21:29:22Z,4171815255,141,14.1,4171815251,56,Back,4173413777,178,,4171815257,212,30.7,4171815259,213,2.9,4171815253,140,13.1,,,,,,,8vom1gwu040ty00c6ps3r2sph,R. Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152313,9,1,1,0,12,cnnku8uihko7u4th0fms4pvg6,0,21.3,8.9,2023-04-08T11:31:09.791Z,2023-04-08T21:29:21Z,4171815331,141,25.8,4171815335,213,0.5,4173414099,178,,4171815329,140,42.0,4171815327,56,Back,4171815333,212,24.6,,,,,,,4omwvnw9p46nfg7by0amh2hh,J. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152329,5,49,1,0,13,dvnjvad3p09dugr79gktlrtll,1,55.9,70.9,2023-04-08T11:31:11.701Z,2023-04-08T21:29:21Z,,,,,,,,,,,,,,,,,,,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152339,6,1,1,0,14,dvnjvad3p09dugr79gktlrtll,1,55.6,71.7,2023-04-08T11:31:12.213Z,2023-04-08T21:29:20Z,4171815455,56,Center,4171815465,212,3.0,4173414637,178,,4171815461,141,76.0,4171815467,213,1.4,4171815459,140,56.0,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152345,7,1,1,0,15,dvnjvad3p09dugr79gktlrtll,0,53.9,79.4,2023-04-08T11:31:12.754Z,2023-04-08T21:29:19Z,4171815493,56,Back,4171815501,213,3.5,4171815499,212,7.8,4171815497,141,75.3,4171815495,140,47.0,4173415149,178,,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152349,10,61,1,0,15,cnnku8uihko7u4th0fms4pvg6,1,47.2,19.8,2023-04-08T11:31:12.811Z,2023-04-08T21:29:19Z,4173415557,178,,4171815515,56,Back,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152355,11,49,1,0,16,cnnku8uihko7u4th0fms4pvg6,1,51.2,26.3,2023-04-08T11:31:14.099Z,2023-04-08T21:29:19Z,,,,,,,,,,,,,,,,,,,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152397,12,1,1,0,21,cnnku8uihko7u4th0fms4pvg6,0,77.2,4.5,2023-04-08T11:31:19.314Z,2023-04-08T21:29:16Z,4171816873,233,8,4171816861,140,72.8,4171816863,141,4.0,4171816871,236,,4173417187,178,,4171816867,213,3.2,4171816865,212,4.6,4171815721,56,Right,4lb16ginbppvud84mgwirvfth,A. Morelos,4171816877,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152425,8,74,1,0,21,dvnjvad3p09dugr79gktlrtll,1,23.5,94.4,2023-04-08T11:31:19.466Z,2023-04-08T21:29:16Z,4173417431,178,,4171815863,56,Back,4171816901,233,12,4171815865,285,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152455,9,5,1,0,23,dvnjvad3p09dugr79gktlrtll,0,28.8,101.7,2023-04-08T11:31:21.193Z,2023-04-08T18:01:36Z,4171817081,233,13,4171816063,56,Back,4171816065,347,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152529,13,5,1,0,23,cnnku8uihko7u4th0fms4pvg6,1,71.2,-1.7,2023-04-08T11:31:21.193Z,2023-04-08T18:01:36Z,4171816385,56,Right,4171817063,233,9,4171816387,347,,,,,,,,,,,,,,,,,4lb16ginbppvud84mgwirvfth,A. Morelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152577,14,1,1,0,37,cnnku8uihko7u4th0fms4pvg6,1,73.3,0,2023-04-08T11:31:35.212Z,2023-04-08T21:29:15Z,4171816653,140,74.1,4171816659,213,1.4,4171816657,212,6.1,4171816651,56,Right,4171816649,107,,4171816655,141,7.3,,,,,,,4kpf2eyjqmax3f676dmhh9e51,J. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152591,15,1,1,0,40,cnnku8uihko7u4th0fms4pvg6,0,76.7,3.2,2023-04-08T11:31:38.269Z,2023-04-08T21:29:14Z,4171816727,56,Right,4172556951,212,13.5,4172556949,141,7.7,4172556953,213,0.2,4173422523,178,,4172556947,140,89.2,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152597,10,49,1,0,43,dvnjvad3p09dugr79gktlrtll,1,7.3,94,2023-04-08T11:31:41.331Z,2023-04-08T21:29:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152621,11,1,1,0,44,dvnjvad3p09dugr79gktlrtll,0,8.7,96.2,2023-04-08T11:31:42.414Z,2023-04-08T21:29:13Z,4171816845,155,,4171816847,56,Back,4171816853,212,10.6,4171816851,141,95.6,4173423697,178,,4171816849,140,18.8,4171816855,213,6.2,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152619,16,61,1,0,44,cnnku8uihko7u4th0fms4pvg6,1,86.2,4.6,2023-04-08T11:31:42.705Z,2023-04-08T21:29:12Z,4171816841,56,Right,4173424421,178,,,,,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152677,12,5,1,0,45,dvnjvad3p09dugr79gktlrtll,1,17.6,101.7,2023-04-08T11:31:43.405Z,2023-04-08T18:02:58Z,4171817263,347,,4171817283,233,17,4171817261,56,Back,,,,,,,,,,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152633,17,5,1,0,45,cnnku8uihko7u4th0fms4pvg6,0,82.4,-1.7,2023-04-08T11:31:43.405Z,2023-04-08T18:02:58Z,4171816939,347,,4171816935,56,Right,4171817295,233,12,,,,,,,,,,,,,,,,25vb30mtetefhp3ix26nlhx0q,M. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152767,13,1,1,1,5,dvnjvad3p09dugr79gktlrtll,1,18.9,100,2023-04-08T11:32:03.472Z,2023-04-08T21:29:12Z,4171817775,213,3.9,4171817771,141,89.9,4171817769,140,10.5,4171817765,107,,4171817773,212,12.1,4171817767,56,Back,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152789,14,1,1,1,7,dvnjvad3p09dugr79gktlrtll,1,7.4,92.2,2023-04-08T11:32:05.079Z,2023-04-08T21:29:11Z,4171817913,212,22.3,4171817909,140,3.3,4171817915,213,4.5,4171817911,141,60.0,4171817907,56,Back,4173425985,178,,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152827,15,1,1,1,10,dvnjvad3p09dugr79gktlrtll,1,2.6,60.3,2023-04-08T11:32:07.785Z,2023-04-08T21:29:11Z,4171818209,141,27.6,4171818213,213,5.2,4173426113,178,,4171818205,56,Back,4171818211,212,25.0,4171818207,140,13.5,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152847,16,1,1,1,14,dvnjvad3p09dugr79gktlrtll,1,17.9,27.7,2023-04-08T11:32:12.400Z,2023-04-08T21:29:09Z,4171818347,212,19.5,4171818339,56,Back,4171818345,141,50.7,4171818343,140,6.8,4173426383,178,,4171818349,213,2.2,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152877,17,1,1,1,17,dvnjvad3p09dugr79gktlrtll,1,7.6,49,2023-04-08T11:32:14.860Z,2023-04-08T21:29:09Z,4173426965,178,,4171818529,212,16.7,4171818523,56,Back,4171818531,213,1.1,4171818525,140,14.7,4171818527,141,70.9,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152937,18,1,1,1,21,dvnjvad3p09dugr79gktlrtll,1,21.6,70,2023-04-08T11:32:18.763Z,2023-04-08T21:29:08Z,4171818927,141,29.7,4173427133,178,,4171818925,140,27.1,4171818931,213,4.9,4171818923,56,Back,4171818929,212,28.0,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152965,19,1,1,1,27,dvnjvad3p09dugr79gktlrtll,1,37.4,24.8,2023-04-08T11:32:25.249Z,2023-04-08T21:29:06Z,4171819039,141,42.4,4171819047,213,2.6,4173427391,178,,4171819035,140,17.6,4171819043,212,24.0,4171819031,56,Back,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152995,20,1,1,1,31,dvnjvad3p09dugr79gktlrtll,1,16.9,38.5,2023-04-08T11:32:28.890Z,2023-04-08T21:29:06Z,4171819219,213,1.1,4171819213,140,27.3,4171819211,56,Back,4171819215,141,72.9,4173427649,178,,4171819217,212,25.8,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153031,21,1,1,1,34,dvnjvad3p09dugr79gktlrtll,1,24.3,71.8,2023-04-08T11:32:32.456Z,2023-04-08T21:29:04Z,4171819427,140,36.8,4173428037,178,,4171819433,213,0.9,4171819431,212,20.8,4171819423,56,Back,4171819429,141,95.6,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153055,22,1,1,1,36,dvnjvad3p09dugr79gktlrtll,1,33,90.8,2023-04-08T11:32:34.658Z,2023-04-08T21:29:04Z,4171819535,141,72.9,4171819531,56,Back,4171819537,212,14.4,4173428335,178,,4171819539,213,4.1,4171819533,140,25.6,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153085,23,1,1,1,38,dvnjvad3p09dugr79gktlrtll,1,21.4,71.8,2023-04-08T11:32:36.706Z,2023-04-08T21:29:03Z,4171819685,213,3.9,4171819677,56,Back,4171819681,141,54.6,4173428593,178,,4171819683,212,16.9,4171819679,140,9.8,,,,,,,cksi669gcnskpytzh70a43it,C. Starfelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153147,24,1,1,1,41,dvnjvad3p09dugr79gktlrtll,1,7.6,53.8,2023-04-08T11:32:39.018Z,2023-04-08T21:29:03Z,4171819955,140,15.0,4171819957,141,27.3,4173428715,178,,4171819959,212,19.6,4171819961,213,5.1,4171819953,56,Back,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153183,25,1,1,1,45,dvnjvad3p09dugr79gktlrtll,1,17.1,25.2,2023-04-08T11:32:43.514Z,2023-04-08T21:29:02Z,4173429039,178,,4171820179,212,21.0,4171820173,56,Back,4171820175,140,36.3,4171820177,141,16.4,4171820181,213,6.0,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153199,26,1,1,1,46,dvnjvad3p09dugr79gktlrtll,0,29.2,18.5,2023-04-08T11:32:44.640Z,2023-04-08T21:29:01Z,4171820241,213,4.6,4171820233,56,Back,4171820237,141,12.3,4171820239,212,4.3,4173429675,178,,4171820235,140,28.6,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153191,18,49,1,1,47,cnnku8uihko7u4th0fms4pvg6,1,74.1,88,2023-04-08T11:32:45.297Z,2023-04-08T21:29:01Z,,,,,,,,,,,,,,,,,,,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153297,19,1,1,1,55,cnnku8uihko7u4th0fms4pvg6,1,89.1,79.2,2023-04-08T11:32:53.328Z,2023-04-08T21:28:58Z,4171820825,140,86.8,4173431051,178,,4171820827,141,92.7,4171820829,212,9.5,4171820831,213,1.8,4171820823,56,Left,,,,,,,95pgrmkq8cn94eo5y26hp4s7p,R. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153315,20,1,1,1,58,cnnku8uihko7u4th0fms4pvg6,0,87.1,91.1,2023-04-08T11:32:56.379Z,2023-04-08T21:28:57Z,4171820923,212,28.8,4171820913,2,,4171820921,141,51.3,4171820919,140,96.5,4172578323,20,,4173431339,178,,4171820915,155,,4172578321,223,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,4171820925,213,5.1,4171820917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153319,27,52,1,2,0,dvnjvad3p09dugr79gktlrtll,1,2.7,49.3,2023-04-08T11:32:57.907Z,2023-04-08T21:28:56Z,4172578595,377,,4173431547,178,,,,,,,,,,,,,,,,,,,,8grd4q334w1ud9vbb6vrli6z9,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153399,28,1,1,2,1,dvnjvad3p09dugr79gktlrtll,1,6.2,51.2,2023-04-08T11:32:59.379Z,2023-04-08T21:28:56Z,4171821331,213,0.5,4171821323,56,Left,4173431799,178,,4171821363,287,,4171821329,212,61.6,4171821327,141,93.6,4171821321,123,,4171821325,140,58.0,8grd4q334w1ud9vbb6vrli6z9,J. Hart,4171821333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153427,29,1,1,2,9,dvnjvad3p09dugr79gktlrtll,1,55.5,83.5,2023-04-08T11:33:07.131Z,2023-04-08T21:28:54Z,4171821487,141,90.5,4173432165,178,,4171821485,140,47.7,4171821483,56,Back,4171821491,213,2.6,4171821489,212,9.5,,,,,,,4x7o9h6ea8ldt9sxgz87vwycp,D. Maeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153449,30,1,1,2,10,dvnjvad3p09dugr79gktlrtll,1,45.8,92.3,2023-04-08T11:33:08.170Z,2023-04-08T21:28:54Z,4171821609,140,45.0,4171821613,212,14.0,4173432371,178,,4171821615,213,4.7,4171821611,141,71.7,4171821607,56,Back,,,,,,,9fd3uggpu2opd1cuiwskjbhm1,G. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153469,31,1,1,2,12,dvnjvad3p09dugr79gktlrtll,1,45.8,71.9,2023-04-08T11:33:10.569Z,2023-04-08T21:28:53Z,4171821701,141,45.5,4171821705,213,4.9,4171821699,140,48.9,4171821697,56,Back,4173432551,178,,4171821703,212,18.2,,,,,,,cx59kxpqiabi3c5vl9mxvlyhh,C. McGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153515,32,1,1,2,15,dvnjvad3p09dugr79gktlrtll,1,49.4,40.8,2023-04-08T11:33:13.250Z,2023-04-08T21:28:53Z,4171821939,140,64.7,4171821945,213,5.3,4171821941,141,5.6,4173432775,178,,4171821943,212,28.8,4171821937,56,Right,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153533,33,1,1,2,19,dvnjvad3p09dugr79gktlrtll,1,71.4,14.6,2023-04-08T11:33:17.540Z,2023-04-08T21:28:51Z,4171822009,141,7.9,4171822013,213,5.9,4173433745,178,,4171822011,212,13.7,4171822007,140,83.7,4171822005,56,Right,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153525,21,43,1,2,23,cnnku8uihko7u4th0fms4pvg6,1,0,0,2023-04-08T11:33:20.933Z,2023-04-08T11:33:27Z,4171821981,56,Back,4171822153,144,61,,,,,,,,,,,,,,,,,,,ehj0z1y90uxmn8gdvaoldk1cl,B. Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153565,34,1,1,2,24,dvnjvad3p09dugr79gktlrtll,1,83,3.5,2023-04-08T11:33:22.129Z,2023-04-08T21:28:50Z,4173433977,178,,4171822135,140,54.2,4171822143,212,30.3,4171822133,56,Right,4171822139,141,6.8,4171822147,213,3.1,,,,,,,axicg3mdtrur97rjz423pl8t1,A. Mooy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153571,35,1,1,2,28,dvnjvad3p09dugr79gktlrtll,1,55.2,2.5,2023-04-08T11:33:25.776Z,2023-04-08T21:28:50Z,4171822163,141,33.4,4171822167,213,2.0,4171822159,56,Back,4171822165,212,23.2,4171822161,140,45.9,4173434251,178,,,,,,,,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
