id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2493752911,10,5,1,0,16,enzoyc121va61wtmjf4cm7p3d,0,55.7,-1.8,2022-12-28T19:48:50.482Z,2022-12-29T02:34:20Z,3958830039,56,Right,3958830065,233,6,3958830043,347,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752963,7,1,1,0,29,841zp0njrq63yv4fvw6lgf60q,1,46.9,100,2022-12-28T19:49:02.528Z,2022-12-29T02:34:24Z,3958830339,140,43.3,3958830337,56,Back,3958830343,212,5.6,3958830345,213,4.0,3958830335,107,,3958830341,141,95.6,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752975,8,1,1,0,30,841zp0njrq63yv4fvw6lgf60q,1,40.1,90.2,2022-12-28T19:49:03.574Z,2022-12-29T02:34:29Z,3958830409,212,5.7,3958830403,56,Back,3958830407,141,96.8,3959148433,178,,3958830405,140,43.4,3958830411,213,0.9,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752979,9,50,1,0,32,841zp0njrq63yv4fvw6lgf60q,1,40.7,93.7,2022-12-28T19:49:05.586Z,2022-12-29T03:09:49Z,3958830431,286,,3958830429,56,Back,3958830497,233,11,,,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752991,11,7,1,0,32,enzoyc121va61wtmjf4cm7p3d,0,59.3,6.3,2022-12-28T19:49:06.342Z,2022-12-29T03:10:19Z,3958830489,233,9,3959153117,178,,3959053309,385,,3958830469,56,Right,3958830471,285,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493752985,10,43,1,0,33,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-28T19:49:07.393Z,2022-12-28T19:50:10Z,3958830459,56,Back,3958832773,144,61,,,,,,,,,,,,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753003,11,1,1,0,34,841zp0njrq63yv4fvw6lgf60q,1,24.4,89.3,2022-12-28T19:49:08.158Z,2022-12-29T03:10:23Z,3958830555,140,41.2,3958830551,157,,3958830563,1,,3959153127,178,,3958830559,212,17.7,3958830557,141,90.8,3958830553,56,Back,3958830561,213,0.1,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753007,12,1,1,0,36,841zp0njrq63yv4fvw6lgf60q,0,41.7,90.8,2022-12-28T19:49:09.623Z,2022-12-29T03:10:28Z,3958830575,141,93.5,3958830571,56,Back,3958830579,213,0.2,3958830573,140,49.6,3959153141,178,,3958830577,212,8.5,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753017,12,61,1,0,36,enzoyc121va61wtmjf4cm7p3d,1,54.1,10,2022-12-28T19:49:10.090Z,2022-12-29T03:12:30Z,3958830627,56,Right,3959153179,178,,,,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753029,13,1,1,0,37,enzoyc121va61wtmjf4cm7p3d,1,60.3,13.5,2022-12-28T19:49:10.642Z,2022-12-29T03:12:35Z,3958830703,56,Right,3958830707,140,71.4,3958830697,157,,3958830719,213,6.1,3958830721,1,,3958830711,141,10.6,3959153271,178,,3958830715,212,11.8,5h9myriisqh4v99oka6gwey8l,L. Donnelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753033,14,49,1,0,39,enzoyc121va61wtmjf4cm7p3d,1,71.4,10.6,2022-12-28T19:49:12.726Z,2022-12-29T03:12:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753037,15,61,1,0,39,enzoyc121va61wtmjf4cm7p3d,1,71.4,10.6,2022-12-28T19:49:12.777Z,2022-12-29T03:14:09Z,3959153387,178,,3958830741,56,Right,,,,,,,,,,,,,,,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753047,16,1,1,0,40,enzoyc121va61wtmjf4cm7p3d,1,67.8,4.1,2022-12-28T19:49:13.716Z,2022-12-29T03:14:15Z,3958830825,141,13.8,3958830821,56,Right,3959153397,178,,3958830829,213,0.6,3958830827,212,12.1,3958830823,140,77.5,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493814957,876,83,1,0,41,841zp0njrq63yv4fvw6lgf60q,1,20.3,85.1,2022-12-28T19:49:14.972Z,2022-12-29T03:43:09Z,3959161853,399,50228,,,,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753091,17,1,1,0,42,enzoyc121va61wtmjf4cm7p3d,1,77.5,13.8,2022-12-28T19:49:15.794Z,2022-12-29T03:14:18Z,3958831071,141,7.3,3958831067,56,Right,3959153401,178,,3958831075,213,3.6,3958831069,140,68.8,3958831073,212,10.1,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753137,18,1,1,0,49,enzoyc121va61wtmjf4cm7p3d,1,85,13.4,2022-12-28T19:49:23.248Z,2022-12-29T03:14:32Z,3958831269,155,,3958831275,141,53.9,3958831271,56,Center,3958831281,1,,3959153423,178,,3958831279,213,2.1,3958831277,212,32.3,3958831273,140,69.0,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753145,19,1,1,0,53,enzoyc121va61wtmjf4cm7p3d,1,69.4,53.6,2022-12-28T19:49:27.117Z,2022-12-29T03:14:47Z,3958831339,140,74.8,3958831337,56,Center,3958831343,212,10.4,3958831345,213,5.3,3959153435,178,,3958831341,141,40.7,,,,,,,1wmfn9bky6owvj3jc4iftsxnu,B. Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753159,20,1,1,0,54,enzoyc121va61wtmjf4cm7p3d,0,74.8,40.7,2022-12-28T19:49:27.977Z,2022-12-29T03:14:52Z,3958831401,56,Center,3959153447,178,,3958831405,141,37.0,3958831407,212,13.6,3958831403,140,87.5,3958831409,213,6.1,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753287,13,12,1,0,55,841zp0njrq63yv4fvw6lgf60q,1,12.6,64,2022-12-28T19:49:29.273Z,2022-12-29T03:14:56Z,3959153457,178,,3958832235,212,47.7,3958832229,56,Center,3958832231,140,58.0,3958832237,213,0.0,3958832233,141,65.2,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753231,21,1,1,0,58,enzoyc121va61wtmjf4cm7p3d,1,37,31,2022-12-28T19:49:32.210Z,2022-12-29T03:15:16Z,3958831815,56,Back,3958831823,213,2.8,3959153511,388,,3958831819,141,43.1,3958831821,212,26.4,3958831817,140,13.1,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753281,22,1,1,1,12,enzoyc121va61wtmjf4cm7p3d,1,23,37.3,2022-12-28T19:49:46.181Z,2022-12-29T03:15:20Z,3958832181,140,63.9,3958832185,212,49.4,3959153533,178,,3958832177,155,,3958832183,141,1.4,3958832187,213,5.8,3958832189,1,,3958832179,56,Right,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753303,23,1,1,1,15,enzoyc121va61wtmjf4cm7p3d,1,63.9,1.4,2022-12-28T19:49:49.082Z,2022-12-29T03:15:33Z,3958832317,140,86.8,3958832313,3,,3958832319,141,8.0,3958832321,212,24.5,3958832315,56,Right,3959153565,388,,3958832323,213,0.2,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493820607,1413,83,1,1,18,841zp0njrq63yv4fvw6lgf60q,1,14.2,88.2,2022-12-28T19:49:52.318Z,2022-12-29T05:02:03Z,3959185337,399,50228,,,,,,,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753307,24,61,1,1,18,enzoyc121va61wtmjf4cm7p3d,0,88,8.5,2022-12-28T19:49:52.486Z,2022-12-29T03:15:44Z,3958832341,56,Right,3959153575,178,,,,,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753291,14,43,1,1,19,841zp0njrq63yv4fvw6lgf60q,1,0,0,2022-12-28T19:49:52.520Z,2022-12-28T19:50:47Z,3958832261,285,0,3958832259,56,Back,3958833955,144,7,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753375,15,5,1,1,20,841zp0njrq63yv4fvw6lgf60q,1,10.4,101.4,2022-12-28T19:49:54.438Z,2022-12-29T03:15:48Z,3958832747,347,,3958832753,233,25,3958832745,56,Back,,,,,,,,,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753313,25,5,1,1,20,enzoyc121va61wtmjf4cm7p3d,0,89.6,-1.4,2022-12-28T19:49:54.438Z,2022-12-29T03:15:48Z,3958832395,56,Right,3958832757,233,15,3958832397,347,,,,,,,,,,,,,,,,,9hnkwvq81pd0bkovc17lqhf4l,S. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753401,16,1,1,1,40,841zp0njrq63yv4fvw6lgf60q,0,18,100,2022-12-28T19:50:14.342Z,2022-12-29T03:15:56Z,3958832909,141,95.7,3958832905,56,Back,3958832903,107,,3958832907,140,35.1,3958832913,213,6.1,3958832911,212,18.2,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753395,26,44,1,1,42,enzoyc121va61wtmjf4cm7p3d,1,61.8,6.9,2022-12-28T19:50:16.066Z,2022-12-29T04:56:52Z,3958832949,233,17,3958832883,286,,3958832881,56,Right,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753405,17,44,1,1,42,841zp0njrq63yv4fvw6lgf60q,0,38.2,93.1,2022-12-28T19:50:16.067Z,2022-12-29T03:16:00Z,3958832971,233,26,3958832931,56,Back,3958832933,285,,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753411,27,1,1,1,42,enzoyc121va61wtmjf4cm7p3d,0,58.7,9.5,2022-12-28T19:50:16.129Z,2022-12-29T04:56:53Z,3959153605,388,,3958832957,3,,3958832961,140,65.7,3958832959,56,Right,3958832965,212,8.3,3958832967,213,0.5,3958832963,141,15.2,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493815237,908,67,1,1,43,841zp0njrq63yv4fvw6lgf60q,1,29.4,86.2,2022-12-28T19:50:17.174Z,2022-12-29T04:56:53Z,3959163467,233,747,,,,,,,,,,,,,,,,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493815235,747,67,1,1,43,enzoyc121va61wtmjf4cm7p3d,0,70.6,13.8,2022-12-28T19:50:17.175Z,2022-12-29T03:48:12Z,3959163471,233,908,,,,,,,,,,,,,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753427,18,1,1,1,43,841zp0njrq63yv4fvw6lgf60q,1,27,90,2022-12-28T19:50:17.184Z,2022-12-29T04:56:54Z,3958833065,140,31.3,3958833063,56,Back,3958833067,141,91.5,3958833071,212,4.6,3959153639,178,,3958833075,213,0.2,,,,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753429,19,1,1,1,45,841zp0njrq63yv4fvw6lgf60q,0,30.3,92.9,2022-12-28T19:50:19.411Z,2022-12-29T03:16:31Z,3958833091,140,39.1,3958833123,233,28,3958833095,212,9.2,3958833087,155,,3958833093,141,92.6,3958833097,213,6.3,3958833089,56,Back,3959153667,178,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753431,28,61,1,1,46,enzoyc121va61wtmjf4cm7p3d,1,61.3,12.2,2022-12-28T19:50:19.579Z,2022-12-29T03:16:37Z,3958833103,56,Right,3959153681,178,,3959153679,21,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753515,20,5,1,1,47,841zp0njrq63yv4fvw6lgf60q,1,39.6,101.6,2022-12-28T19:50:20.939Z,2022-12-29T03:16:44Z,3958833531,233,29,3958833525,56,Back,3958833527,347,,,,,,,,,,,,,,,,,9imvdvv7wnaknh1bc4ocun78q,R. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753445,29,5,1,1,47,enzoyc121va61wtmjf4cm7p3d,0,60.4,-1.6,2022-12-28T19:50:20.939Z,2022-12-29T03:16:44Z,3958833191,347,,3958833541,233,20,3958833189,56,Right,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753567,21,1,1,2,7,841zp0njrq63yv4fvw6lgf60q,0,37.3,100,2022-12-28T19:50:40.623Z,2022-12-29T03:16:47Z,3958833817,212,19.5,3958833813,140,55.4,3958833811,56,Left,3958833819,213,6.1,3958833815,141,95.1,3958833809,107,,,,,,,,4e49434kkv98sjq1byj8rnkh6,J. MacKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753571,30,1,1,2,8,enzoyc121va61wtmjf4cm7p3d,1,34.1,9.7,2022-12-28T19:50:42.298Z,2022-12-29T03:16:50Z,3958833839,141,18.2,3958833833,3,,3958833837,140,41.4,3958833843,213,0.6,3958833835,56,Back,3958833841,212,9.6,3959153721,388,,,,,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753579,31,1,1,2,10,enzoyc121va61wtmjf4cm7p3d,1,41.4,18.2,2022-12-28T19:50:43.783Z,2022-12-29T03:16:54Z,3958833903,212,14.1,3958833897,56,Center,3958833899,140,53.7,3958833891,3,,3958833901,141,26.5,3958833905,213,0.4,3958833895,168,,3959153733,388,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753583,32,49,1,2,11,enzoyc121va61wtmjf4cm7p3d,1,53.7,26.5,2022-12-28T19:50:45.147Z,2022-12-29T03:16:58Z,,,,,,,,,,,,,,,,,,,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753601,33,1,1,2,11,enzoyc121va61wtmjf4cm7p3d,1,53.7,26.5,2022-12-28T19:50:45.219Z,2022-12-29T03:17:00Z,3958834005,56,Back,3958834011,212,11.9,3958834009,141,10.0,3958834013,213,4.4,3959153771,178,,3958834007,140,49.9,,,,,,,71xg650qcs8yibhrumgvdejth,C. Doidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493753603,34,1,1,2,15,enzoyc121va61wtmjf4cm7p3d,0,61.6,3.8,2022-12-28T19:50:49.065Z,2022-12-29T03:17:38Z,3958834435,233,22,3958834037,213,0.5,3958834033,141,6.8,3959153865,178,,3958834035,212,4.5,3958834439,286,,3958834031,140,65.4,3958834029,56,Right,9z0xcc7yot7royqle0nn6fdn9,D. Armstrong,3958834433,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
