id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2481758331,3,49,1,0,11,4qdzzur2cuuridyb0jso8mksi,1,21.8,56.3,2022-11-05T15:00:31.599Z,2022-11-06T00:42:18Z,,,,,,,,,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758399,4,1,1,0,12,4qdzzur2cuuridyb0jso8mksi,1,22.2,59.7,2022-11-05T15:00:32.533Z,2022-11-06T00:42:17Z,3895634331,212,18.4,3895634321,56,Back,3895634323,140,5.3,3895634335,213,3.4,3895634327,141,52.7,3897001685,178,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758455,5,1,1,0,14,4qdzzur2cuuridyb0jso8mksi,0,6.6,53.9,2022-11-05T15:00:34.524Z,2022-11-06T00:42:17Z,3895634655,56,Center,3895634665,1,,3895634653,157,,3895634663,213,0.2,3895634657,140,59.9,3895634661,212,57.7,3897003001,178,,3895634659,141,74.4,btdn91fhcdkiq2u93gqw32n6d,M. Birighitti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758499,9,1,1,0,18,dvnjvad3p09dugr79gktlrtll,1,43.1,32.8,2022-11-05T15:00:38.126Z,2022-11-06T00:42:17Z,3895634845,56,Right,3897003381,388,,3895634847,140,56.6,3895634843,3,,3895634853,213,5.4,3895634849,141,7.9,3895634851,212,22.1,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758507,10,49,1,0,21,dvnjvad3p09dugr79gktlrtll,1,57.5,12.4,2022-11-05T15:00:41.635Z,2022-11-06T00:42:16Z,,,,,,,,,,,,,,,,,,,,,,,,,cwmej1d313luxo30tav8ws3jd,A. Ralston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758597,11,1,1,0,23,dvnjvad3p09dugr79gktlrtll,1,53.3,8.2,2022-11-05T15:00:43.182Z,2022-11-06T00:42:15Z,3895635233,56,Back,3895635237,141,10.1,3895635241,213,3.1,3895635235,140,30.5,3897004263,178,,3895635239,212,24.0,,,,,,,cwmej1d313luxo30tav8ws3jd,A. Ralston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758689,12,1,1,0,26,dvnjvad3p09dugr79gktlrtll,1,35.8,20.3,2022-11-05T15:00:46.132Z,2022-11-06T00:42:15Z,3895635635,140,29.4,3895635641,213,1.8,3897004697,178,,3895635637,141,65.7,3895635633,56,Back,3895635639,212,31.6,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758791,13,1,1,0,28,dvnjvad3p09dugr79gktlrtll,1,34.1,61,2022-11-05T15:00:49.059Z,2022-11-06T00:42:14Z,3895636007,212,17.4,3895636003,140,44.3,3895636005,141,81.2,3897004893,178,,3895636009,213,0.9,3895636001,56,Back,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758841,14,1,1,0,32,dvnjvad3p09dugr79gktlrtll,1,50.7,87.3,2022-11-05T15:00:53.033Z,2022-11-06T00:42:13Z,3895636239,141,69.7,3895636243,213,4.1,3895636235,56,Back,3895636241,212,15.1,3897005089,178,,3895636237,140,42.0,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758943,15,1,1,0,35,dvnjvad3p09dugr79gktlrtll,1,42.3,67.8,2022-11-05T15:00:55.457Z,2022-11-06T00:42:12Z,3895636681,140,39.3,3895636687,213,4.6,3895636683,141,27.0,3895636679,56,Back,3895636685,212,27.9,3897005413,178,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759007,16,1,1,0,39,dvnjvad3p09dugr79gktlrtll,1,42,31.6,2022-11-05T15:00:59.164Z,2022-11-06T00:42:11Z,3895636961,56,Center,3895636969,213,6.2,3895636963,140,64.1,3897005681,178,,3895636967,212,23.3,3895636965,141,28.0,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759059,17,1,1,0,41,dvnjvad3p09dugr79gktlrtll,1,62.3,13.9,2022-11-05T15:01:01.522Z,2022-11-06T00:42:11Z,3897827425,1,,3895637169,56,Center,3895637171,140,66.4,3897005951,178,,3895637175,212,41.6,3895637177,213,1.5,3895637173,141,74.7,,,,9hoygyx51dhic09hlnhlsjend,D. Turnbull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759121,18,1,1,0,45,dvnjvad3p09dugr79gktlrtll,1,78.1,78.7,2022-11-05T15:01:05.969Z,2022-11-06T00:42:09Z,3895637489,212,17.0,3895637485,140,92.0,3895637487,141,91.4,3897006581,178,,3895637483,56,Left,3895637491,213,0.5,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759169,19,1,1,0,49,dvnjvad3p09dugr79gktlrtll,1,92.6,97.2,2022-11-05T15:01:09.949Z,2022-11-06T00:42:08Z,3895637751,140,77.4,3895637759,212,16.3,3895637755,141,92.3,3897006957,178,,3895637763,213,3.3,3895637747,56,Left,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759175,20,3,1,0,52,dvnjvad3p09dugr79gktlrtll,0,74.8,94,2022-11-05T15:01:12.704Z,2022-11-06T00:42:07Z,3895637781,56,Left,3895637903,233,6,3895637783,286,,3896678329,465,,3897008279,178,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759187,6,7,1,0,52,4qdzzur2cuuridyb0jso8mksi,0,25.2,6,2022-11-05T15:01:13.004Z,2022-11-06T00:42:07Z,3896678439,383,,3895637851,285,,3895637849,56,Back,3895637857,233,20,3897008567,178,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759215,21,1,1,0,54,dvnjvad3p09dugr79gktlrtll,1,77.5,91.1,2022-11-05T15:01:14.478Z,2022-11-06T00:42:06Z,3895637965,140,86.2,3895637967,141,94.7,3897009081,178,,3895637963,56,Left,3895637971,213,0.3,3895637969,212,9.5,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759303,22,1,1,0,55,dvnjvad3p09dugr79gktlrtll,0,84.6,97.9,2022-11-05T15:01:16.006Z,2022-11-06T00:42:05Z,3895638443,213,5.8,3895638437,140,91.6,3897009599,178,,3895638435,56,Left,3895638441,212,8.4,3895638439,141,92.0,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482046043,688,67,1,0,57,4qdzzur2cuuridyb0jso8mksi,1,9.2,10.1,2022-11-05T15:01:17.134Z,2022-11-06T00:42:05Z,3897147539,233,1238,,,,,,,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482046037,1238,67,1,0,57,dvnjvad3p09dugr79gktlrtll,0,90.8,89.9,2022-11-05T15:01:17.135Z,2022-11-06T00:42:05Z,3897147557,233,688,,,,,,,,,,,,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759277,7,8,1,0,57,4qdzzur2cuuridyb0jso8mksi,1,7.8,10.9,2022-11-05T15:01:17.209Z,2022-11-06T00:42:04Z,3896680575,385,,3897011051,178,,3895638299,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759307,8,5,1,0,58,4qdzzur2cuuridyb0jso8mksi,0,5.4,-1.8,2022-11-05T15:01:18.213Z,2022-11-05T18:43:37Z,3895638449,347,,3895639013,233,23,3895638447,56,Back,,,,,,,,,,,,,,,,a5fpw5f7bvu01i8drfir8ugut,L. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759413,23,5,1,0,58,dvnjvad3p09dugr79gktlrtll,1,94.6,101.8,2022-11-05T15:01:18.213Z,2022-11-05T18:43:37Z,3895638897,56,Left,3895638967,233,8,3895638901,347,,,,,,,,,,,,,,,,,a1q1se1i8ih65e94xswacghk9,Jota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759493,24,1,1,1,5,dvnjvad3p09dugr79gktlrtll,1,85.2,100,2022-11-05T15:01:25.963Z,2022-11-06T00:42:04Z,3895639297,213,3.7,3895639275,107,,3895639283,140,73.3,3895639291,212,14.4,3895639279,56,Left,3895639287,141,91.1,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759545,25,1,1,1,8,dvnjvad3p09dugr79gktlrtll,0,75.1,91.9,2022-11-05T15:01:28.570Z,2022-11-06T00:42:03Z,3895639519,212,3.8,3895639521,213,0.3,3895639515,140,78.5,3895639517,141,93.8,3897012389,178,,3895639513,56,Left,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759553,9,8,1,1,9,4qdzzur2cuuridyb0jso8mksi,1,17.6,7.4,2022-11-05T15:01:29.757Z,2022-11-06T00:42:03Z,3897012931,178,,3896681195,384,,3895639543,56,Back,,,,,,,,,,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759583,10,49,1,1,10,4qdzzur2cuuridyb0jso8mksi,1,16.8,18.4,2022-11-05T15:01:30.849Z,2022-11-06T00:42:02Z,,,,,,,,,,,,,,,,,,,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759625,11,1,1,1,11,4qdzzur2cuuridyb0jso8mksi,1,16.5,18.4,2022-11-05T15:01:31.428Z,2022-11-06T00:42:02Z,3895639837,140,26.9,3895639833,56,Back,3895639841,212,11.1,3897014069,178,,3895639839,141,21.0,3895639845,213,0.2,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759649,12,1,1,1,13,4qdzzur2cuuridyb0jso8mksi,1,23.3,21.6,2022-11-05T15:01:33.157Z,2022-11-06T00:42:01Z,3895639991,212,15.6,3895639987,140,26.6,3895639985,56,Back,3897014767,178,,3895639993,213,1.3,3895639989,141,43.9,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759735,13,1,1,1,14,4qdzzur2cuuridyb0jso8mksi,1,24.9,35.4,2022-11-05T15:01:35.016Z,2022-11-06T00:42:00Z,3895640413,141,5.0,3895640417,213,5.0,3895640415,212,21.3,3895640411,140,29.8,3897015011,178,,3895640409,56,Back,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759767,14,1,1,1,18,4qdzzur2cuuridyb0jso8mksi,1,35.1,1.2,2022-11-05T15:01:38.976Z,2022-11-06T00:41:59Z,3895640591,141,14.1,3895640587,56,Back,3895640595,213,2.3,3897015587,178,,3895640593,212,12.1,3895640589,140,27.1,,,,,,,1q4eo8ovtzffi9nz1kms98161,K. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759785,15,1,1,1,20,4qdzzur2cuuridyb0jso8mksi,0,33.1,13.7,2022-11-05T15:01:40.105Z,2022-11-06T00:41:59Z,3895640675,141,10.9,3895640673,140,41.7,3895640677,212,9.2,3895640671,56,Back,3897016055,178,,3895640679,213,6.1,,,,,,,epwyjoowg7wfojxxldoum9yhh,A. Djoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759827,26,1,1,1,20,dvnjvad3p09dugr79gktlrtll,1,54.2,88.2,2022-11-05T15:01:40.804Z,2022-11-06T00:41:58Z,3895640821,141,75.7,3895640825,213,5.3,3895640819,140,59.1,3895640823,212,9.9,3895640817,56,Center,3897017163,178,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759835,27,49,1,1,22,dvnjvad3p09dugr79gktlrtll,1,56.4,73.7,2022-11-05T15:01:42.176Z,2022-11-06T00:41:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759865,28,1,1,1,22,dvnjvad3p09dugr79gktlrtll,1,56.4,73.7,2022-11-05T15:01:42.244Z,2022-11-06T00:41:58Z,3895641029,213,1.1,3897018195,178,,3895641021,56,Left,3895641025,141,84.1,3895641027,212,8.1,3895641023,140,60.2,,,,,,,cm7l7qimy4iysm1khmpc7u961,M. O'Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760009,29,1,1,1,22,dvnjvad3p09dugr79gktlrtll,1,56.8,82.1,2022-11-05T15:01:42.782Z,2022-11-06T00:41:57Z,3895641733,212,34.4,3897018725,178,,3895641737,1,,3895641735,213,4.6,3895641727,56,Center,3895641729,140,51.6,3895641731,141,32.1,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760175,30,1,1,1,30,dvnjvad3p09dugr79gktlrtll,1,66,21,2022-11-05T15:01:50.795Z,2022-11-06T00:41:55Z,3895642303,140,75.9,3895642307,212,14.8,3895642305,141,5.5,3897018983,178,,3895642301,56,Right,3895642309,213,5.5,,,,,,,cwmej1d313luxo30tav8ws3jd,A. Ralston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760261,31,1,1,1,34,dvnjvad3p09dugr79gktlrtll,1,66.4,13.2,2022-11-05T15:01:55.023Z,2022-11-06T00:41:54Z,3895642641,141,32.4,3895642637,56,Center,3895642639,140,53.7,3895642645,213,2.4,3897019327,178,,3895642643,212,18.7,,,,,,,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760323,32,1,1,1,37,dvnjvad3p09dugr79gktlrtll,1,50.7,33.2,2022-11-05T15:01:57.851Z,2022-11-06T00:41:53Z,3895642963,212,26.3,3895642967,213,1.7,3895642957,140,47.4,3895642955,56,Back,3897019687,178,,3895642959,141,71.5,,,,,,,c4dvhy1z0op9iwj9aqdgzh0q1,C. Carter-Vickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760377,33,1,1,1,40,dvnjvad3p09dugr79gktlrtll,1,51.1,68.1,2022-11-05T15:02:00.943Z,2022-11-06T00:41:52Z,3895643207,56,Left,3897020049,178,,3895643213,212,21.4,3895643215,213,0.8,3895643209,140,65.8,3895643211,141,89.9,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760493,34,1,1,1,43,dvnjvad3p09dugr79gktlrtll,1,65.3,89.2,2022-11-05T15:02:03.290Z,2022-11-06T00:41:51Z,3895643765,212,12.8,3895643763,141,90.6,3895643767,213,0.1,3895643761,140,77.5,3895643759,56,Left,3897020263,178,,,,,,,,ed81nbya8j93qvelqdk79ustm,R. Hatate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760551,35,1,1,1,48,dvnjvad3p09dugr79gktlrtll,0,87.7,96.4,2022-11-05T15:02:08.247Z,2022-11-06T00:41:50Z,3897020809,178,,3895644033,2,,3896683451,224,,3895644037,56,Center,3895644041,140,90.8,3895644035,155,,3895644049,213,4.8,3895644043,141,58.1,a1q1se1i8ih65e94xswacghk9,Jota,3895644045,212,26.2,3896683453,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760657,16,12,1,1,49,4qdzzur2cuuridyb0jso8mksi,1,5.9,39.7,2022-11-05T15:02:09.438Z,2022-11-06T00:41:49Z,3895644545,56,Back,3895644547,140,21.6,3897021337,178,,3895644553,213,5.6,3895644549,141,17.9,3895644551,212,22.2,,,,,,,9o2dyl3cbm2ni3874doydh49h,R. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760615,36,61,1,1,50,dvnjvad3p09dugr79gktlrtll,0,78.4,80,2022-11-05T15:02:10.926Z,2022-11-06T00:41:49Z,3897022125,178,,3895644347,56,Left,,,,,,,,,,,,,,,,,,,75fze9pkbgv3baqwnyqnzxbe,A. Bernabei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481760665,17,61,1,1,52,4qdzzur2cuuridyb0jso8mksi,1,29.6,14.6,2022-11-05T15:02:12.622Z,2022-11-06T00:41:48Z,3895644595,56,Back,3897022445,178,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
