id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2440731909,787,67,1,0,8,4qdzzur2cuuridyb0jso8mksi,1,79,74.9,2022-07-30T14:00:23.710Z,2022-07-31T06:21:57Z,3677751359,233,810,,,,,,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440731907,810,67,1,0,8,enzoyc121va61wtmjf4cm7p3d,0,21,25.1,2022-07-30T14:00:23.711Z,2022-07-31T03:53:12Z,3677751379,233,787,,,,,,,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440280301,410,1,1,0,9,4qdzzur2cuuridyb0jso8mksi,1,78.6,72.6,2022-07-30T14:00:25.249Z,2022-07-31T03:04:16Z,3675274305,213,2.4,3675274301,212,12.5,3675274295,56,Left,3677665981,178,,3675274299,141,85.4,3675274297,140,70.1,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200773,6,1,1,0,11,4qdzzur2cuuridyb0jso8mksi,1,57.9,91.2,2022-07-30T14:00:26.594Z,2022-07-31T03:04:24Z,3677666473,178,,3674841029,213,0.3,3674841027,212,8.4,3674841025,141,94.7,3674841021,56,Left,3674841023,140,65.6,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440280521,411,1,1,0,13,4qdzzur2cuuridyb0jso8mksi,0,71.2,96.3,2022-07-30T14:00:28.741Z,2022-07-31T03:04:36Z,3675275413,56,Left,3675275421,213,3.8,3675275415,140,60.8,3677666675,178,,3675275419,212,13.6,3675275417,141,84.5,,,,,,,7yq6f41dcfzqz40hblj3j9905,T. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200789,7,43,1,0,13,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-07-30T14:00:29.161Z,2022-07-30T14:00:31Z,3674841181,144,49,,,,,,,,,,,,,,,,,,,,,,74w7u994c832ya17u9g7nkh04,M. Anim Cudjoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200771,4,49,1,0,14,enzoyc121va61wtmjf4cm7p3d,1,42.9,11.3,2022-07-30T14:00:29.871Z,2022-07-31T03:04:45Z,,,,,,,,,,,,,,,,,,,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200807,5,1,1,0,15,enzoyc121va61wtmjf4cm7p3d,1,43,11.3,2022-07-30T14:00:31.200Z,2022-07-31T03:04:55Z,3677666969,178,,3674841213,141,34.5,3674841209,56,Center,3674841211,140,57.9,3674841215,212,22.2,3674841217,213,0.8,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200849,6,1,1,0,17,enzoyc121va61wtmjf4cm7p3d,1,57.9,33.9,2022-07-30T14:00:32.570Z,2022-07-31T03:05:06Z,3674841447,213,4.9,3674841439,56,Right,3674841441,140,61.6,3674841445,212,19.6,3677667165,178,,3674841443,141,5.6,,,,,,,bl8p4bg9mwh2ugsxgg4x0pzo5,K. Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200893,7,1,1,0,22,enzoyc121va61wtmjf4cm7p3d,0,85.6,10.8,2022-07-30T14:00:37.730Z,2022-12-12T19:47:11Z,3674841661,56,Center,3674841665,141,37.1,3678315731,233,336,3674841663,140,87.8,3674841657,2,,3674841659,155,,3674841669,213,1.4,3674841667,212,18.0,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,3676207273,20,,3677667247,178,,3676207271,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200941,8,12,1,0,22,4qdzzur2cuuridyb0jso8mksi,1,13.5,69,2022-07-30T14:00:38.319Z,2022-12-12T19:47:07Z,3677667571,178,,3674841891,141,49.9,3674841895,213,5.4,3674841887,56,Back,3674841889,140,24.2,3674841893,212,17.2,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200895,8,61,1,0,24,enzoyc121va61wtmjf4cm7p3d,0,78.4,42.2,2022-07-30T14:00:39.500Z,2022-07-31T03:05:21Z,3677667345,178,,3674841673,56,Center,,,,,,,,,,,,,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200947,9,49,1,0,25,4qdzzur2cuuridyb0jso8mksi,1,31.8,33.4,2022-07-30T14:00:41.162Z,2022-07-31T03:06:00Z,,,,,,,,,,,,,,,,,,,,,,,,,74w7u994c832ya17u9g7nkh04,M. Anim Cudjoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440200983,10,1,1,0,27,4qdzzur2cuuridyb0jso8mksi,1,31.7,33.1,2022-07-30T14:00:42.921Z,2022-07-31T03:06:09Z,3674842057,212,15.0,3674842059,213,6.0,3677667843,178,,3674842055,141,26.8,3674842051,56,Back,3674842053,140,45.4,,,,,,,74w7u994c832ya17u9g7nkh04,M. Anim Cudjoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201017,11,1,1,0,28,4qdzzur2cuuridyb0jso8mksi,1,45.4,26.8,2022-07-30T14:00:43.943Z,2022-07-31T03:06:14Z,3674842205,56,Back,3674842207,140,29.9,3674842213,213,3.7,3674842209,141,10.6,3677667927,178,,3674842211,212,19.7,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201075,12,1,1,0,31,4qdzzur2cuuridyb0jso8mksi,0,30.1,11.8,2022-07-30T14:00:47.153Z,2022-07-31T03:06:39Z,3674842495,196,,3674842491,155,,3674842509,213,1.0,3674842513,1,,3677668315,178,,3674842499,56,Left,3674842503,141,100.0,3674842501,140,64.4,a5fpw5f7bvu01i8drfir8ugut,L. Smith,3674842505,212,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201385,9,5,1,0,34,enzoyc121va61wtmjf4cm7p3d,1,33.9,-1.2,2022-07-30T14:00:50.183Z,2022-07-31T03:07:35Z,3674843875,347,,3674843887,233,13,3674843873,56,Back,,,,,,,,,,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201163,13,5,1,0,34,4qdzzur2cuuridyb0jso8mksi,0,66.1,101.2,2022-07-30T14:00:50.183Z,2022-07-31T03:07:36Z,3674842847,56,Left,3674842849,347,,3674843913,233,9,,,,,,,,,,,,,,,,7yq6f41dcfzqz40hblj3j9905,T. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201477,10,1,1,0,50,enzoyc121va61wtmjf4cm7p3d,1,40.4,0,2022-07-30T14:01:06.104Z,2022-07-31T03:07:42Z,3674844301,141,7.9,3674844305,213,0.3,3674844283,107,,3674844295,140,61.4,3674844303,212,23.0,3674844307,1,,3674844287,56,Right,,,,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201483,11,1,1,0,53,enzoyc121va61wtmjf4cm7p3d,0,58.3,9.9,2022-07-30T14:01:09.144Z,2022-12-12T19:47:15Z,3677669663,178,,3674844341,140,45.7,3674844345,212,14.3,3674844343,141,18.0,3674844347,213,2.7,3678315717,233,18,3674844339,56,Back,,,,bl8p4bg9mwh2ugsxgg4x0pzo5,K. Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201479,14,61,1,0,53,4qdzzur2cuuridyb0jso8mksi,1,29.6,94.4,2022-07-30T14:01:09.204Z,2022-07-31T06:29:29Z,3677670061,178,,3674844323,56,Back,3677871641,21,,,,,,,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201493,15,49,1,0,54,4qdzzur2cuuridyb0jso8mksi,1,54.4,80.5,2022-07-30T14:01:09.875Z,2022-07-31T03:08:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201517,16,1,1,0,55,4qdzzur2cuuridyb0jso8mksi,1,54.4,80.5,2022-07-30T14:01:10.415Z,2022-07-31T03:08:36Z,3674844505,140,34.1,3674844503,56,Back,3677670277,178,,3674844507,141,84.8,3674844509,212,21.5,3674844511,213,3.0,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201567,17,1,1,0,55,4qdzzur2cuuridyb0jso8mksi,0,34.1,86.6,2022-07-30T14:01:11.345Z,2022-07-31T03:08:42Z,3674844697,141,74.7,3674844699,212,57.7,3677670473,178,,3674844703,1,,3674844695,140,88.5,3674844691,155,,3674844701,213,6.1,3674844693,56,Center,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201525,12,43,1,0,57,enzoyc121va61wtmjf4cm7p3d,1,0,0,2022-07-30T14:01:13.015Z,2022-07-30T18:08:10Z,3674844533,212,13.9,3676222661,144,1,3674844525,56,Right,3674844531,141,9.5,3674844535,213,6.1,3674844529,140,60.3,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201679,13,1,1,1,0,enzoyc121va61wtmjf4cm7p3d,1,12.2,18.9,2022-07-30T14:01:15.394Z,2022-07-31T03:08:50Z,3677670643,178,,3674845241,1,,3674845233,140,26.1,3674845235,141,23.6,3674845231,56,Back,3674845237,212,14.9,3674845239,213,0.2,3674845229,157,,91m838lynz6db94q8ufcqk91x,S. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440756645,1337,67,1,1,1,enzoyc121va61wtmjf4cm7p3d,1,27.6,22.5,2022-07-30T14:01:17.342Z,2022-07-31T07:12:53Z,3677874755,233,1267,,,,,,,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440756641,1267,67,1,1,1,4qdzzur2cuuridyb0jso8mksi,0,72.4,77.5,2022-07-30T14:01:17.343Z,2022-07-31T06:32:42Z,3677874759,233,1337,,,,,,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201697,14,1,1,1,1,enzoyc121va61wtmjf4cm7p3d,0,26.1,23.6,2022-07-30T14:01:17.356Z,2022-07-31T07:12:54Z,3677670877,178,,3674845631,286,,3674845353,140,28.1,3674845361,1,,3674845625,236,,3674845355,141,21.9,3674845351,56,Back,3674845627,233,18,2c89yb9spduwcxl7lrhckru1h,A. Taylor,3674845357,212,2.4,3674845359,213,5.8,3674845349,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201729,18,74,1,1,1,4qdzzur2cuuridyb0jso8mksi,1,78.3,85.6,2022-07-30T14:01:17.365Z,2022-07-31T03:09:04Z,3674845687,233,14,3674845547,285,,3674845543,56,Left,3677671007,178,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202181,15,5,1,1,4,enzoyc121va61wtmjf4cm7p3d,1,19.5,-2,2022-07-30T14:01:20.247Z,2022-07-31T03:09:12Z,3674847725,347,,3674847723,56,Back,3674848819,233,19,,,,,,,,,,,,,,,,2c89yb9spduwcxl7lrhckru1h,A. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440201797,19,5,1,1,4,4qdzzur2cuuridyb0jso8mksi,0,80.5,102,2022-07-30T14:01:20.247Z,2022-07-31T03:09:13Z,3674845881,56,Left,3674848843,233,15,3674845883,347,,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202191,16,1,1,1,20,enzoyc121va61wtmjf4cm7p3d,1,21.5,0,2022-07-30T14:01:36.183Z,2022-07-31T03:09:25Z,3675289743,107,,3675289753,213,0.5,3675289751,212,13.5,3675289745,56,Back,3675289803,189,,3675289747,140,32.9,3675289749,141,8.3,,,,2ytdtlvxm0ba22gsmk6vu4vhm,R. Alebiosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440733441,794,83,1,1,26,4qdzzur2cuuridyb0jso8mksi,1,76.3,91.9,2022-07-30T14:01:41.897Z,2022-07-31T03:57:34Z,3677760275,399,20490,,,,,,,,,,,,,,,,,,,,,,7v2udgcj3xk2douxfmge6lp7t,I. Harkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202317,17,1,1,1,26,enzoyc121va61wtmjf4cm7p3d,1,21.8,8.9,2022-07-30T14:01:41.925Z,2022-07-31T03:09:40Z,3674848317,140,13.9,3674848319,141,12.5,3677671661,389,,3674848315,56,Back,3674848323,213,2.9,3674848321,212,8.6,,,,,,,bl8p4bg9mwh2ugsxgg4x0pzo5,K. Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202373,18,1,1,1,27,enzoyc121va61wtmjf4cm7p3d,0,13.9,12.5,2022-07-30T14:01:43.256Z,2022-07-31T03:09:47Z,3675281879,233,21,3675281877,236,,3674848617,1,,3674848599,157,,3674848611,141,10.6,3674848615,213,6.1,3675281883,286,,3674848607,140,19.6,4rsnyz3019rgfjdil1zs024t1,J. Wright,3677671789,178,,3674848603,56,Back,3674848613,212,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,
2440202469,21,74,1,1,27,4qdzzur2cuuridyb0jso8mksi,1,79.3,87.8,2022-07-30T14:01:43.338Z,2022-07-31T03:10:08Z,3675281963,233,18,3677671907,388,,3674849149,56,Left,3677672165,21,,3675281865,285,,,,,,,,,,,2cic9rl1m8i7ut6ed7p0h1905,C. Mulgrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202563,19,5,1,1,30,enzoyc121va61wtmjf4cm7p3d,1,35.3,-1.4,2022-07-30T14:01:45.480Z,2022-07-31T03:10:17Z,3674849639,56,Back,3674849681,233,20,3674849641,347,,,,,,,,,,,,,,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202399,20,5,1,1,30,4qdzzur2cuuridyb0jso8mksi,0,64.7,101.4,2022-07-30T14:01:45.480Z,2022-07-31T03:10:18Z,3674848757,347,,3674849709,233,19,3674848755,56,Left,,,,,,,,,,,,,,,,4sskvw16m8gh8al8vy0ephuc5,S. Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202589,20,1,1,1,40,enzoyc121va61wtmjf4cm7p3d,0,26.9,0,2022-07-30T14:01:55.509Z,2022-07-31T03:10:23Z,3674849791,213,0.2,3674849783,56,Right,3674849793,1,,3674849785,140,52.0,3674849781,107,,3674849789,212,26.7,3674849787,141,4.3,,,,4rsnyz3019rgfjdil1zs024t1,J. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202611,23,43,1,1,41,4qdzzur2cuuridyb0jso8mksi,1,0,0,2022-07-30T14:01:56.720Z,2022-07-30T14:02:01Z,3674849901,56,Right,3674850377,144,61,,,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202603,22,8,1,1,41,4qdzzur2cuuridyb0jso8mksi,1,42.7,85.5,2022-07-30T14:01:56.739Z,2022-07-31T03:10:39Z,3677672887,178,,3674849863,56,Back,3676227215,384,,,,,,,,,,,,,,,,,629dgygro5n41ce8ulov5wwl,S. McMann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202665,24,50,1,1,42,4qdzzur2cuuridyb0jso8mksi,1,40.5,79.4,2022-07-30T14:01:58.287Z,2022-07-31T03:10:54Z,3674850329,233,21,3674850197,286,,3674850195,56,Back,,,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202675,21,7,1,1,43,enzoyc121va61wtmjf4cm7p3d,1,59.5,20.6,2022-07-30T14:01:58.519Z,2022-07-31T03:10:59Z,3674850233,56,Right,3677673431,178,,3674850289,233,24,3676228207,384,,3674850237,285,,,,,,,,,,,8q0nnrx7ru205zepoqv7lm579,R. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440453857,792,3,1,1,43,enzoyc121va61wtmjf4cm7p3d,0,55.6,19,2022-07-30T14:01:59.328Z,2022-07-31T03:11:11Z,3676229719,286,,3676229717,56,Right,3676230373,464,,3677673857,178,,3676939773,233,751,,,,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440453897,751,7,1,1,43,4qdzzur2cuuridyb0jso8mksi,0,44.4,81,2022-07-30T14:01:59.358Z,2022-07-31T03:11:18Z,3677674057,389,,3676230175,383,,3676939723,233,792,3676229967,56,Back,3676229969,285,,,,,,,,,,,aqgrddi0lgqphjeksr0rkd0ph,C. Sibbald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440202683,22,49,1,1,44,enzoyc121va61wtmjf4cm7p3d,1,52.3,13.1,2022-07-30T14:01:59.578Z,2022-07-31T03:11:36Z,,,,,,,,,,,,,,,,,,,,,,,,,n4ml5xifvll22bpq68ld4auh,O. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440454423,752,45,1,1,45,4qdzzur2cuuridyb0jso8mksi,0,43.8,74.3,2022-07-30T14:02:00.668Z,2022-07-31T03:11:50Z,3676939879,233,793,3676233021,56,Back,3676233023,285,,,,,,,,,,,,,,,,,2t4k430xmiekwb5khdwtg14h5,D. Levitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
