id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/14/value,keyPass,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2461042019,11,1,1,0,19,c9ky1957qli8v2lylfga7io8b,1,72.5,88.1,2022-09-17T14:04:10.196Z,2022-09-18T06:19:22Z,3785755895,141,82.7,3788028779,178,,3785755901,213,4.2,3785755889,56,Left,3785755899,212,4.3,3785755891,140,70.4,,,,,,,dnnv0ts8b4ov8id729wyoeuax,É. Youan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461649813,1039,43,1,0,19,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-17T14:04:10.214Z,2022-09-18T03:44:00Z,3789083237,144,82,3789083187,178,0,,,,,,,,,,,,,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041653,10,1,1,0,21,c9ky1957qli8v2lylfga7io8b,0,62.5,67.2,2022-09-17T14:04:11.908Z,2022-09-17T20:15:10Z,3785753985,141,66.4,3788029091,178,,3785753975,56,Center,3785753977,140,74.0,3785753991,213,6.2,3785753989,212,12.1,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041745,4,1,1,0,22,841zp0njrq63yv4fvw6lgf60q,1,27.8,37,2022-09-17T14:04:13.197Z,2022-09-17T20:15:16Z,3785754461,141,51.6,3788029569,178,,3785754457,56,Back,3785754465,212,18.9,3785754459,140,43.1,3785754467,213,0.6,,,,,,,53y4n4h9zi3d1l1f9jb9ytxhx,A. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461041755,5,49,1,0,24,841zp0njrq63yv4fvw6lgf60q,1,42.9,51.9,2022-09-17T14:04:15.047Z,2022-09-17T20:15:36Z,,,,,,,,,,,,,,,,,,,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042087,6,1,1,0,25,841zp0njrq63yv4fvw6lgf60q,1,42.4,52.5,2022-09-17T14:04:15.893Z,2022-09-17T20:15:43Z,3785756245,56,Left,3785756247,140,54.4,3785756253,213,1.1,3785756249,141,86.8,3788031393,178,,3785756251,212,26.5,,,,,,,bkehljspqbj6tz0peqjivkvai,Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042119,7,1,1,0,32,841zp0njrq63yv4fvw6lgf60q,0,82.3,92.4,2022-09-17T14:04:22.943Z,2022-09-17T20:15:48Z,3787057583,72,,3785757129,286,,3785756427,155,,3785756431,140,84.8,3785756439,213,5.1,3785756429,56,Left,3785756425,2,,3788031941,178,,1doiom8yk2hn6sn6orlcfypjp,J. Hayes,3785756433,141,82.7,3785756435,212,7.1,3785757123,236,3787057581,224,3785757125,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042233,12,12,1,0,32,c9ky1957qli8v2lylfga7io8b,1,12,16.7,2022-09-17T14:04:23.221Z,2022-09-17T20:15:57Z,3785757185,233,7,3788032521,178,,3785757043,185,,3785757045,56,Back,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042265,13,49,1,0,33,c9ky1957qli8v2lylfga7io8b,1,12,16.7,2022-09-17T14:04:24.509Z,2022-09-17T20:16:26Z,,,,,,,,,,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042277,14,1,1,0,33,c9ky1957qli8v2lylfga7io8b,0,12,16.7,2022-09-17T14:04:24.584Z,2022-09-17T20:16:35Z,3785757361,213,6.1,3785757353,140,34.0,3785757357,212,23.5,3785757347,157,,3785757355,141,10.1,3785757365,1,,3785757349,56,Back,3788035083,178,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461636085,884,67,1,0,36,c9ky1957qli8v2lylfga7io8b,1,32.6,9.2,2022-09-17T14:04:27.602Z,2022-09-18T06:19:22Z,3789021165,233,671,,,,,,,,,,,,,,,,,,,,,,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461636083,671,67,1,0,36,841zp0njrq63yv4fvw6lgf60q,0,67.4,90.8,2022-09-17T14:04:27.603Z,2022-09-18T03:13:32Z,3789021173,233,884,,,,,,,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042467,15,1,1,0,38,c9ky1957qli8v2lylfga7io8b,0,30.2,3.1,2022-09-17T14:04:29.765Z,2022-09-17T20:16:58Z,3785758309,236,,3785758319,286,,3785758269,56,Back,3785758275,212,3.1,3785758277,213,0.4,3785758273,141,4.7,3785758271,140,33.0,3785758313,233,8,4xbvoe0viskrxc7jiyd1iapcl,M. Boyle,3788036407,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042427,8,74,1,0,39,841zp0njrq63yv4fvw6lgf60q,1,69.1,95.4,2022-09-17T14:04:29.873Z,2022-09-17T20:17:07Z,3785758417,233,15,3788037119,178,,3785758067,56,Left,3785758069,285,,,,,,,,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042489,9,49,1,0,40,841zp0njrq63yv4fvw6lgf60q,1,69,96.3,2022-09-17T14:04:31.577Z,2022-09-17T20:17:16Z,,,,,,,,,,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042547,10,1,1,0,42,841zp0njrq63yv4fvw6lgf60q,0,72,94.1,2022-09-17T14:04:33.140Z,2022-09-17T20:17:23Z,3788038229,178,,3785758659,56,Left,3785758667,212,8.4,3785758663,141,92.9,3785758671,213,6.2,3785758661,140,80.0,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042615,16,1,1,0,43,c9ky1957qli8v2lylfga7io8b,0,19.3,7.9,2022-09-17T14:04:34.629Z,2022-09-17T20:17:28Z,3785759067,213,5.9,3785759063,141,0.0,3785759059,56,Back,3785759065,212,15.3,3788038545,178,,3785759061,140,32.7,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042987,11,5,1,0,45,841zp0njrq63yv4fvw6lgf60q,1,68.1,101.3,2022-09-17T14:04:35.877Z,2022-09-17T20:18:55Z,3785760983,347,,3785761059,233,17,3785760981,56,Left,,,,,,,,,,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461042625,17,5,1,0,45,c9ky1957qli8v2lylfga7io8b,0,31.9,-1.3,2022-09-17T14:04:35.877Z,2022-09-17T20:18:55Z,3785761077,233,11,3785759123,347,,3785759121,56,Back,,,,,,,,,,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043129,12,1,1,0,57,841zp0njrq63yv4fvw6lgf60q,1,68.9,100,2022-09-17T14:04:48.598Z,2022-09-17T20:19:03Z,3785761781,212,7.8,3785761773,56,Left,3785761777,140,65.5,3785761769,107,,3785761783,213,4.2,3785761779,141,91.4,,,,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043181,13,1,1,0,58,841zp0njrq63yv4fvw6lgf60q,1,65.5,91.4,2022-09-17T14:04:49.414Z,2022-09-17T20:19:09Z,3788045407,178,,3785762055,213,0.5,3785762047,56,Left,3785762053,212,6.5,3785762049,140,70.9,3785762051,141,96.0,,,,,,,6o62deaqwdcrllc91hz09cct1,R. McCrorie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043219,14,1,1,1,0,841zp0njrq63yv4fvw6lgf60q,0,71.7,96.5,2022-09-17T14:04:51.071Z,2022-09-17T20:19:18Z,3785762291,56,Center,3785762289,155,,3785762307,213,5.2,3785762301,212,17.4,3785762295,140,80.0,3788046107,178,,3785762297,141,74.4,,,,su2h9bv6nhltjjkbz5s7lrdh,H. Coulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043289,19,1,1,1,1,c9ky1957qli8v2lylfga7io8b,0,21.2,27.7,2022-09-17T14:04:52.276Z,2022-09-17T20:20:22Z,3785762663,56,Back,3785762667,141,25.0,3785762671,213,6.2,3785762665,140,34.9,3785762661,157,,3785762673,1,,3785762669,212,14.5,3788049635,178,,cxxhe0dwp3wi35c28spse4l7u,N. Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043227,18,43,1,1,2,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-17T14:04:53.140Z,2022-09-17T16:32:10Z,3787061997,144,61,3785762343,56,Back,,,,,,,,,,,,,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043371,15,1,1,1,2,841zp0njrq63yv4fvw6lgf60q,1,64.9,69,2022-09-17T14:04:53.844Z,2022-09-17T20:20:35Z,3785763083,213,2.0,3788050367,388,,3785763077,140,61.8,3785763073,3,,3785763075,56,Left,3785763079,141,79.3,3785763081,212,7.7,,,,c4kxfrbrfedilykhbyak3e579,Y. Ramadani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043415,16,1,1,1,5,841zp0njrq63yv4fvw6lgf60q,0,62.7,81.2,2022-09-17T14:04:56.359Z,2022-09-17T20:20:54Z,3785763301,140,72.2,3785763305,212,16.3,3785763307,213,5.4,3785763297,56,Center,3785763303,141,62.3,3788051823,178,,,,,,,,8byxqwq7ktyxn5rfbj4p0m0o9,L. Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043425,20,8,1,1,6,c9ky1957qli8v2lylfga7io8b,1,26,37.1,2022-09-17T14:04:57.418Z,2022-09-17T20:21:07Z,3788052537,178,,3787063159,383,,3785763351,56,Back,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461636537,885,43,1,1,6,c9ky1957qli8v2lylfga7io8b,1,0,0,2022-09-17T14:04:57.448Z,2022-09-18T03:14:53Z,3789024045,144,82,3789023401,178,0,,,,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043451,21,49,1,1,7,c9ky1957qli8v2lylfga7io8b,1,31.4,36.9,2022-09-17T14:04:58.236Z,2022-09-17T20:21:22Z,,,,,,,,,,,,,,,,,,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043689,22,1,1,1,11,c9ky1957qli8v2lylfga7io8b,1,45.6,29.8,2022-09-17T14:05:02.143Z,2022-09-17T20:21:29Z,3785764725,140,61.4,3785764723,56,Right,3785764731,212,23.4,3785764729,141,5.6,3785764733,213,5.5,3788053883,178,,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043817,23,1,1,1,13,c9ky1957qli8v2lylfga7io8b,1,61.4,5.6,2022-09-17T14:05:04.218Z,2022-09-17T20:21:34Z,3785765339,212,6.7,3785765331,140,67.5,3788054229,178,,3785765343,213,6.0,3785765335,141,2.8,3785765329,56,Right,,,,,,,cugnsf9b6g823srxuux5jnofe,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461043901,24,1,1,1,17,c9ky1957qli8v2lylfga7io8b,1,63.3,4.9,2022-09-17T14:05:08.250Z,2022-09-17T20:21:41Z,3785765697,56,Right,3785765701,141,4.6,3788054767,178,,3785765703,212,8.2,3785765699,140,55.5,3785765705,213,3.2,,,,,,,3je3s65vdag4qctd9q0ku8z8q,M. Kukharevych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044111,25,1,1,1,19,c9ky1957qli8v2lylfga7io8b,1,55.5,4.6,2022-09-17T14:05:10.169Z,2022-09-17T20:22:39Z,3785766783,141,23.7,3785766787,213,0.9,3785766785,212,16.5,3785766781,140,65.2,3788058175,178,,3785766779,56,Center,,,,,,,cs5ejx87ge8am8ir8w0lj4wk5,C. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044151,26,1,1,1,21,c9ky1957qli8v2lylfga7io8b,1,55.8,20.1,2022-09-17T14:05:12.250Z,2022-09-17T20:23:03Z,3788059613,178,,3785767009,141,31.9,3785767011,212,19.6,3785767001,56,Back,3785767005,140,38.8,3785767015,213,2.7,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044185,27,1,1,1,23,c9ky1957qli8v2lylfga7io8b,1,38.8,31.9,2022-09-17T14:05:14.457Z,2022-09-17T20:23:09Z,3785767177,140,43.0,3785767175,56,Back,3785767183,213,5.2,3785767181,212,9.2,3788060009,178,,3785767179,141,20.0,,,,,,,87dk4hxfl302jn9iu3vr9pckp,R. Porteous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044363,28,1,1,1,26,c9ky1957qli8v2lylfga7io8b,1,43,20,2022-09-17T14:05:17.857Z,2022-09-17T20:23:15Z,3785768099,213,1.6,3785768091,56,Back,3785768101,1,,3785768095,141,74.5,3788060353,178,,3785768097,212,37.2,3785768093,140,40.4,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044487,29,1,1,1,31,c9ky1957qli8v2lylfga7io8b,1,44.9,72.6,2022-09-17T14:05:22.210Z,2022-09-17T20:23:20Z,3785768639,212,20.8,3788060665,178,,3785768641,213,0.9,3785768635,140,57.7,3785768637,141,95.9,3785768633,56,Left,,,,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044687,30,1,1,1,34,c9ky1957qli8v2lylfga7io8b,1,56,94.2,2022-09-17T14:05:25.115Z,2022-09-17T20:23:26Z,3785769615,212,16.3,3785769617,213,3.1,3785769613,141,95.7,3788060983,178,,3785769609,56,Back,3785769611,140,40.5,,,,,,,5f1erzxtvzncvf1wtqnv3fgmh,M. Čabraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044773,31,1,1,1,38,c9ky1957qli8v2lylfga7io8b,1,43.9,96.2,2022-09-17T14:05:28.930Z,2022-09-17T20:23:30Z,3785770081,141,92.4,3785770067,155,,3785770071,56,Left,3788061209,178,,3785770077,140,69.2,3785770085,213,6.2,3785770083,212,26.7,,,,e98evrjmtbjwjrmvlhu1hn36d,P. Hanlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461044947,32,1,1,1,41,c9ky1957qli8v2lylfga7io8b,1,69.2,92.4,2022-09-17T14:05:32.269Z,2022-09-17T20:23:42Z,3788061725,178,,3785770959,141,80.2,3785770965,213,4.0,3785770953,56,Left,3785770961,212,10.6,3785770955,140,62.9,,,,,,,afowz5wysshf6f5mj5iz1t5h,J. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
